numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,bureaux,sheet,marchandises,pays,value,quantit,origine,total,quantity_unit,leurvaleursubtotal_1,leurvaleursubtotal_2,leurvaleursubtotal_3,prix_unitaire,probleme,remarks,doubleaccount,doubleaccounts
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,321,Térébenthine ; essence,Belgique,185142.3,264489,,1292847,Kilo,,,,0.7,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,321,Térébenthine ; essence,Angleterre,30663.5,43805,,1292847,Kilo,,,,0.7,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,321,Térébenthine ; essence,Portugal,25.9,37,,1292847,Kilo,,,,0.7,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,321,Térébenthine ; essence,Espagne,3237.5,4625,,1292847,Kilo,,,,0.7,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,321,Térébenthine ; essence,Autriche,21324.8,30464,,1292847,Kilo,,,,0.7,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,321,Térébenthine ; essence,Etats Sardes,52092.6,74418,,1292847,Kilo,,,,0.7,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,321,Térébenthine ; essence,Deux-Siciles,11505.9,16437,,1292847,Kilo,,,,0.7,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,321,Térébenthine ; essence,Toscane,22535.8,32194,,1292847,Kilo,,,,0.7,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,321,Térébenthine ; essence,Etats romains,3425.8,4894,,1292847,Kilo,,,,0.7,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,321,Térébenthine ; essence,Suisse,59132.5,84475,,1292847,Kilo,,,,0.7,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,321,Térébenthine ; essence,Allemagne,6204.1,8863,,1292847,Kilo,,,,0.7,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,321,Térébenthine ; essence,Turquie,40248.6,57498,,1292847,Kilo,,,,0.7,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,321,Térébenthine ; essence,Egypte,10070.2,14386,,1292847,Kilo,,,,0.7,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,321,Térébenthine ; essence,Alger,8221.5,11745,,1292847,Kilo,,,,0.7,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,321,Térébenthine ; essence,Etats barbares,3362.8,4804,,1292847,Kilo,,,,0.7,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,321,Térébenthine ; essence,Ile Maurice,7640.5,10915,,1292847,Kilo,,,,0.7,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,321,Térébenthine ; essence,Indes anglaises,66194.8,94564,,1292847,Kilo,,,,0.7,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,321,Térébenthine ; essence,Indes françaises,18738.3,26769,,1292847,Kilo,,,,0.7,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,321,Térébenthine ; essence,Etats-Unis,176.4,252,,1292847,Kilo,,,,0.7,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,321,Térébenthine ; essence,Guyane anglaise,2432.5,3475,,1292847,Kilo,,,,0.7,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,321,Térébenthine ; essence,Cuba et P.R.,77.7,111,,1292847,Kilo,,,,0.7,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,321,Térébenthine ; essence,St Thomas,53.2,76,,1292847,Kilo,,,,0.7,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,321,Térébenthine ; essence,Brésil,1642.9,2347,,1292847,Kilo,,,,0.7,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,321,Térébenthine ; essence,Venezuela,11.9,17,,1292847,Kilo,,,,0.7,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,321,Térébenthine ; essence,Pérou,69.3,99,,1292847,Kilo,,,,0.7,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,321,Térébenthine ; essence,Chili,16361.8,23374,,1292847,Kilo,,,,0.7,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,321,Térébenthine ; essence,R.de la Plata,459.9,657,,1292847,Kilo,,,,0.7,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,321,Térébenthine ; essence,Guadeloupe,154,220,,1292847,Kilo,,,,0.7,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,321,Térébenthine ; essence,Martinique,517.3,739,,1292847,Kilo,,,,0.7,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,321,Térébenthine ; essence,Bourbon,6119.4,8742,,1292847,Kilo,,,,0.7,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,321,Térébenthine ; essence,Sénégal,1279.6,1828,,1292847,Kilo,,,,0.7,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,321,Térébenthine ; essence,Cayenne,392.7,561,,1292847,Kilo,,,,0.7,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,322,Résineux ; Scammonée,Espagne,4840,121,,24760,Kilo,,,,40,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,322,Résineux ; Scammonée,Etats Sardes,5800,145,,24760,Kilo,,,,40,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,322,Résineux ; Scammonée,Suisse,2000,50,,24760,Kilo,,,,40,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,322,Résineux ; Scammonée,Allemagne,3640,91,,24760,Kilo,,,,40,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,322,Résineux ; Scammonée,Etats-Unis,6480,162,,24760,Kilo,,,,40,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,322,Résineux ; Scammonée,Brésil,920,23,,24760,Kilo,,,,40,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,322,Résineux ; Scammonée,Martinique,1080,27,,24760,Kilo,,,,40,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,322,Résineux ; Jalap,Danemark,280,28,,630,Kilo,,,,10,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,322,Résineux ; Jalap,Espagne,250,25,,630,Kilo,,,,10,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,322,Résineux ; Jalap,Martinique,100,10,,630,Kilo,,,,10,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,322,Résineux ; Gomme de Copal,Pays-Bas,4627.2,1928,,7493,Kilo,,,,2.4,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,322,Résineux ; Gomme de Copal,Belgique,2558.4,1066,,7493,Kilo,,,,2.4,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,322,Résineux ; Gomme de Copal,Suisse,307.2,128,,7493,Kilo,,,,2.4,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,322,Baumes ; Benjoin,Villes anséatiques,3414,1138,,17394,Kilo,,,,3,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,322,Baumes ; Benjoin,Angleterre,1017,339,,17394,Kilo,,,,3,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,322,Baumes ; Benjoin,Espagne,654,218,,17394,Kilo,,,,3,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,322,Baumes ; Benjoin,Etats Sardes,516,172,,17394,Kilo,,,,3,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,322,Baumes ; Benjoin,Toscane,861,287,,17394,Kilo,,,,3,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,322,Baumes ; Benjoin,Turquie,1212,404,,17394,Kilo,,,,3,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,322,Baumes ; Benjoin,Alger,5346,1782,,17394,Kilo,,,,3,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,322,Baumes ; Benjoin,Etats barbares,4152,1384,,17394,Kilo,,,,3,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,322,Baumes ; Benjoin,R.de la Plata,222,74,,17394,Kilo,,,,3,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,322,Baumes ; Storax ; naturel,Espagne,12800,64,,12800,Kilo,,,,200,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,322,Baumes ; Storax ; préparé ; liquide,Danemark,176,110,,2746,Kilo,,,,1.6,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,322,Baumes ; Storax ; préparé ; liquide,Angleterre,1230.4,769,,2746,Kilo,,,,1.6,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,322,Baumes ; Storax ; préparé ; liquide,Espagne,582.4,364,,2746,Kilo,,,,1.6,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,322,Baumes ; Storax ; préparé ; liquide,Alger,180.8,113,,2746,Kilo,,,,1.6,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,322,Baumes ; Storax ; préparé ; liquide,Etats-Unis,536,335,,2746,Kilo,,,,1.6,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,322,Baumes ; Storax ; préparé ; liquide,Martinique,40,25,,2746,Kilo,,,,1.6,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,322,Baumes ; Storax ; préparé ; en grains,Espagne,93,93,,93,Kilo,,,,1,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,322,Baumes ; de Copahu,Villes anséatiques,7236,3618,,24482,Kilo,,,,2,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,322,Baumes ; de Copahu,Pays-Bas,9640,4820,,24482,Kilo,,,,2,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,322,Baumes ; de Copahu,Belgique,1148,574,,24482,Kilo,,,,2,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,322,Baumes ; de Copahu,Angleterre,936,468,,24482,Kilo,,,,2,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,322,Baumes ; de Copahu,Espagne,554,277,,24482,Kilo,,,,2,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,322,Baumes ; de Copahu,Etats Sardes,2368,1184,,24482,Kilo,,,,2,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,322,Baumes ; de Copahu,Deux-Siciles,154,77,,24482,Kilo,,,,2,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,322,Baumes ; de Copahu,Suisse,604,302,,24482,Kilo,,,,2,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,322,Baumes ; de Copahu,Egypte,148,74,,24482,Kilo,,,,2,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,322,Baumes ; de Copahu,Alger,196,98,,24482,Kilo,,,,2,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,322,Baumes ; de Copahu,Haïti,188,94,,24482,Kilo,,,,2,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,322,Baumes ; de Copahu,Martinique,36,18,,24482,Kilo,,,,2,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,322,Baumes ; de Copahu,Russie,1274,637,,24482,Kilo,,,,2,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,323,Aloès,Angleterre,110,50,,5304,Kilo,,,,2.2,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,323,Aloès,Espagne,976.8,444,,5304,Kilo,,,,2.2,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,323,Aloès,Etats Sardes,79.2,36,,5304,Kilo,,,,2.2,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,323,Aloès,Deux-Siciles,657.8,299,,5304,Kilo,,,,2.2,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,323,Aloès,Toscane,376.2,171,,5304,Kilo,,,,2.2,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,323,Aloès,Etats romains,325.6,148,,5304,Kilo,,,,2.2,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,323,Aloès,Suisse,1918.4,872,,5304,Kilo,,,,2.2,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,323,Aloès,Turquie,459.8,209,,5304,Kilo,,,,2.2,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,323,Aloès,Alger,286,130,,5304,Kilo,,,,2.2,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,323,Aloès,Martinique,114.4,52,,5304,Kilo,,,,2.2,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,323,Opium,Villes anséatiques,2016,63,,211168,Kilo,,,,32,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,323,Opium,Belgique,2560,80,,211168,Kilo,,,,32,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,323,Opium,Angleterre,118592,3706,,211168,Kilo,,,,32,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,323,Opium,Espagne,39456,1233,,211168,Kilo,,,,32,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,323,Opium,Autriche,6784,212,,211168,Kilo,,,,32,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,323,Opium,Etats Sardes,1408,44,,211168,Kilo,,,,32,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,323,Opium,Deux-Siciles,4704,147,,211168,Kilo,,,,32,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,323,Opium,Allemagne,9408,294,,211168,Kilo,,,,32,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,323,Opium,Alger,4576,143,,211168,Kilo,,,,32,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,323,Opium,Etats barbares,4544,142,,211168,Kilo,,,,32,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,323,Opium,Indes anglaises,2016,63,,211168,Kilo,,,,32,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,323,Opium,Etats-Unis,11936,373,,211168,Kilo,,,,32,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,323,Opium,Venezuela,2720,85,,211168,Kilo,,,,32,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,323,Opium,Guadeloupe,448,14,,211168,Kilo,,,,32,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,323,Camphre ; brut,Villes anséatiques,14260,3565,,15298,Kilo,,,,4,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,323,Camphre ; brut,Deux-Siciles,872,218,,15298,Kilo,,,,4,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,323,Camphre ; brut,Alger,72,18,,15298,Kilo,,,,4,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,323,Camphre ; brut,Ile Maurice,88,22,,15298,Kilo,,,,4,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,323,Camphre ; raffiné,Russie,20434,2404,,86998,Kilo,,,,8.5,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,323,Camphre ; raffiné,Espagne,23417.5,2755,,86998,Kilo,,,,8.5,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,323,Camphre ; raffiné,Etats Sardes,4505,530,,86998,Kilo,,,,8.5,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,323,Camphre ; raffiné,Suisse,629,74,,86998,Kilo,,,,8.5,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,323,Camphre ; raffiné,Grèce,722.5,85,,86998,Kilo,,,,8.5,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,323,Camphre ; raffiné,Turquie,960.5,113,,86998,Kilo,,,,8.5,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,323,Camphre ; raffiné,Etats barbares,1343,158,,86998,Kilo,,,,8.5,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,323,Camphre ; raffiné,Etats-Unis,33473,3938,,86998,Kilo,,,,8.5,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,323,Camphre ; raffiné,St Thomas,867,102,,86998,Kilo,,,,8.5,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,323,Camphre ; raffiné,R.de la Plata,136,16,,86998,Kilo,,,,8.5,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,323,Camphre ; raffiné,Guadeloupe,136,16,,86998,Kilo,,,,8.5,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,323,Camphre ; raffiné,Martinique,374,44,,86998,Kilo,,,,8.5,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,323,Manne,Russie,230.4,128,,47848,Kilo,,,,1.8,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,323,Manne,Danemark,1022.4,568,,47848,Kilo,,,,1.8,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,323,Manne,Villes anséatiques,345.6,192,,47848,Kilo,,,,1.8,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,323,Manne,Pays-Bas,300.6,167,,47848,Kilo,,,,1.8,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,323,Manne,Belgique,3769.2,2094,,47848,Kilo,,,,1.8,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,323,Manne,Angleterre,1159.2,644,,47848,Kilo,,,,1.8,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,323,Manne,Espagne,9311.4,5173,,47848,Kilo,,,,1.8,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,323,Manne,Etats Sardes,10328.4,5738,,47848,Kilo,,,,1.8,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,323,Manne,Toscane,136.8,76,,47848,Kilo,,,,1.8,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,323,Manne,Suisse,3119.4,1733,,47848,Kilo,,,,1.8,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,323,Manne,Allemagne,261,145,,47848,Kilo,,,,1.8,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,323,Manne,Turquie,709.2,394,,47848,Kilo,,,,1.8,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,323,Manne,Egypte,1128.6,627,,47848,Kilo,,,,1.8,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,323,Manne,Alger,217.8,121,,47848,Kilo,,,,1.8,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,323,Manne,Etats barbares,144,80,,47848,Kilo,,,,1.8,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,323,Manne,Ile Maurice,745.2,414,,47848,Kilo,,,,1.8,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,323,Manne,Etats-Unis,8305.2,4614,,47848,Kilo,,,,1.8,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,323,Manne,Cuba et P.R.,1735.2,964,,47848,Kilo,,,,1.8,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,323,Manne,St Thomas,1913.4,1063,,47848,Kilo,,,,1.8,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,323,Manne,Brésil,820.8,456,,47848,Kilo,,,,1.8,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,323,Manne,Venezuela,235.8,131,,47848,Kilo,,,,1.8,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,323,Manne,Chili,142.2,79,,47848,Kilo,,,,1.8,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,323,Manne,Guadeloupe,271.8,151,,47848,Kilo,,,,1.8,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,323,Manne,Martinique,1494,830,,47848,Kilo,,,,1.8,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,324,Jus de réglisse,Russie,107,107,,200317,Kilo,,,,1,,,,
,Pierre Holegien,Tableau Général 1839,National/Tableau Général/1839.csv,Tableau Général 1839,1839,Exportations,,,324,Jus de réglisse,Suède,12461,12461,,200317,Kilo,,,,1,,,,
