numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,sheet,marchandises,pays,value,quantit,total,quantity_unit,remarks,doubleaccounts
52,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,7,Arquifou,Espagne,117015,780100,118482,livres,,0
53,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,7,Arquifou,Savoye,1467,7338,118482,livres,,0
54,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,7,Attelles ; de coliers,Allemagne,2925,39,2925,chars,,0
55,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,7,Avirons,Espagne,32475,1624,32475,traques,,0
56,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,7,Avoine,Espagne,30725,1707,186468,charges,,0
57,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,7,Avoine,Hollande,87809,1756180,186468,livres,,0
58,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,7,Avoine,Nord,67934,1358860,186468,livres,,0
59,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,7,Azur,Allemagne,28008,39959,180840,livres,Total incorrect,0
60,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,7,Azur,Flandre,9051,13925,180840,livres,Total incorrect,0
61,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,7,Azur,Gènes,7380,11920,180840,livres,Total incorrect,0
62,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,7,Azur,Italie,136101,189545,180840,livres,Total incorrect,0
63,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,7,Balais,Espagne,13820,15535,36549,douzaines,,0
64,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,7,Balais,Flandre,2062,27500,36549,en nombre,,0
65,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,7,Balais,Gènes,2125,1866,36549,douzaines,,0
66,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,7,Balais,Italie,18542,20156,36549,douzaines,,0
67,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,7,Baleine ; coupée,Hollande,30231,7737,226652,livres,,0
68,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,7,Baleine ; coupée,Nord,4421,1965,226652,livres,,0
69,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,7,Baleine ; coupée,Portugal,192000,67200,226652,livres,,0
70,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,7,Baleine ; en fanon,Espagne,20000,8000,117089,livres,,0
71,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,7,Baleine ; en fanon,Hollande,97089,36947,117089,livres,,0
72,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,7,Barils ; vuides,Savoye,1192,365,1192,en nombre,,0
73,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,7,Bas ; de fil et coton,Allemagne,5872,587,78931,livres,,0
74,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,7,Bas ; de fil et coton,Genève,3240,540,78931,livres,,0
75,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,7,Bas ; de fil et coton,Gènes,9000,1800,78931,livres,,0
76,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,7,Bas ; de fil et coton,Italie,13938,2787.5,78931,livres,,0
77,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,7,Bas ; de fil et coton,Savoye,43096,8176,78931,livres,,0
78,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,7,Bas ; de fil et coton,Suisse,3785,158,78931,livres,,0
79,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,9,Bas ; de laine,Allemagne,7200,400,10176,douzaines,,0
80,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,9,Bas ; de laine,Flandre,2976,62,10176,douzaines,,0
81,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,9,Baume,Hollande,1675,345,20425,livres,,0
82,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,9,Baume,Portugal,18750,3750,20425,livres,,0
83,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,9,Bergamottes,Italie,2700,18000,2700,en nombre,,0
84,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,9,Beufs ; en vie,Allemagne,576820,5840,860633,en nombre,,0
85,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,9,Beufs ; en vie,Espagne,2543,33,860633,en nombre,,0
86,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,9,Beufs ; en vie,Flandre,133700,686,860633,en nombre,,0
87,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,9,Beufs ; en vie,Savoye,39840,332,860633,en nombre,,0
88,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,9,Beufs ; en vie,Suisse,107730,1197,860633,en nombre,,0
89,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,9,Beufs ; salé,Allemagne,54807,218937,1773707,livres,,0
90,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,9,Beufs ; salé,Angleterre,177528,591762,1773707,livres,,0
91,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,9,Beufs ; salé,Danemark,371840,1250325,1773707,livres,,0
92,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,9,Beufs ; salé,Espagne,52140,173800,1773707,livres,,0
93,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,9,Beufs ; salé,Flandre,2680,67,1773707,tonnes,,0
94,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,9,Beufs ; salé,Hollande,854531,2861434,1773707,livres,,0
95,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,9,Beufs ; salé,Italie,4401,17605,1773707,livres,,0
96,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,9,Beufs ; salé,Nord,255780,852600,1773707,livres,,0
97,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,9,Beurre,Allemagne,2137,4594,2504148,livres,,0
98,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,9,Beurre,Angleterre,706257,785298,2504148,livres,,0
99,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,9,Beurre,Espagne,549900,611000,2504148,livres,,0
100,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,11,Beurre,Flandre,47748,79818,2504148,livres,,0
101,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,11,Beurre,Hollande,1160584,1300778,2504148,livres,,0
102,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,11,Beurre,Nord,29832,37290,2504148,livres,,0
103,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,11,Beurre,Savoye,7690,17062,2504148,livres,,0
104,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,11,Bierre,Hollande,156658,6266,156658,barriques,,0
105,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,11,Bijouterie,Flandre,2490,,2490,,,0
106,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,11,Biscuits ; de mer,Italie,1062,11800,1062,livres,,0
107,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,11,Blanc ; de plomb,Hollande,4702,19000,4702,livres,,0
108,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,11,Bled ; froment,Espagne,32845,328450,1994766,livres,,0
109,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,11,Bled ; froment,Gènes,92850,3095,1994766,charges,,0
110,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,11,Bled ; froment,Hollande,479636,15988,1994766,charges,,0
111,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,11,Bled ; froment,Italie,147600,4100,1994766,charges,,0
112,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,11,Bled ; froment,Levant,312300,10410,1994766,charges,,0
113,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,11,Bled ; froment,Naples,60420,2014,1994766,charges,,0
114,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,11,Bled ; froment,Nord,316245,10541,1994766,charges,,0
115,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,11,Bled ; froment,Russie,339500,9700,1994766,charges,,0
116,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,11,Bled ; froment,Savoye,67510,2150,1994766,charges,,0
117,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,11,Bled ; froment,Suède,72000,1800,1994766,charges,,0
118,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,11,Bled ; froment,Venise,73860,2462,1994766,charges,,0
119,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,11,Bled ; seigle,Hollande,292380,14619,374265,charges,,0
120,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,11,Bled ; seigle,Italie,11325,755,374265,charges,,0
121,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,11,Bled ; seigle,Nord,31920,1995,374265,charges,,0
122,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,11,Bled ; seigle,Russie,38640,515200,374265,livres,,0
123,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,11,Bleu ; de Prusse,Allemagne,4575,915,4575,livres,,0
124,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,11,Bois ; bourdille,Nord,347130,1653,347130,cents,,0
125,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,11,Bois ; d'acajou,Isles,1110,37,1110,madriers,,0
126,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,13,Bois ; d'inde,Indes,4950,99,4950,pièces,,0
127,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,13,Bois ; de Sainte Marthe,Hollande,7324,28370,7324,livres,,0
128,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,13,Bois ; de brezil,Espagne,1100,5500,38606,livres,,0
129,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,13,Bois ; de brezil,Portugal,37506,114263,38606,livres,,0
130,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,13,Bois ; de buis,Allemagne,7557,50385,7557,livres,,0
131,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,13,Bois ; de campêche,Espagne,314502,2196310,332887,livres,,0
132,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,13,Bois ; de campêche,Hollande,9477,63185,332887,livres,,0
133,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,13,Bois ; de campêche,Isles,8908,85085,332887,livres,,0
134,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,13,Bois ; de construction,Nord,9600,240,9600,pièces,,0
135,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,13,Bois ; de cèdre,Flandre,1059,10595,1059,livres,,0
136,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,13,Bois ; de fernambourg,Espagne,2570,5540,138490,livres,,0
137,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,13,Bois ; de fernambourg,Hollande,3942,7885,138490,livres,,0
138,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,13,Bois ; de fernambourg,Portugal,131978,263957,138490,livres,,0
139,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,13,Bois ; de gayac,Angleterre,1278,8522,14550,livres,,0
140,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,13,Bois ; de gayac,Etats-Unis,1400,14,14550,tonneaux,,0
141,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,13,Bois ; de gayac,Isles,11872,58619,14550,livres,,0
142,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,13,Bois ; de jaracunda,Portugal,2670,26700,2670,livres,,0
143,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,13,Bois ; de palissandre,Portugal,28098,280983,28098,livres,,0
144,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,13,Bois ; de roze,Flandre,5746,19155,27351,livres,,0
145,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,13,Bois ; de roze,Hollande,3150,10500,27351,livres,,0
146,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,13,Bois ; de roze,Italie,2887,9626,27351,livres,,0
147,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,13,Bois ; de roze,Portugal,15568,51895,27351,livres,,0
148,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,13,Bois ; de santal,Flandre,7820,39100,29754,livres,,0
149,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,13,Bois ; de santal,Hollande,21934,81745,29754,livres,,0
150,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,15,Bois ; de siramombas,Isles,1383,1845,1383,livres,,0
151,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,11,Bois ; en barres,Hollande,1700,1700,1700,en nombre,,0
152,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,13,Bois ; fustel,Italie,1107,7225,3231,livres,,0
153,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,13,Bois ; fustel,Savoye,2124,23600,3231,livres,,0
154,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,13,Bois ; jaune,Hollande,6660,45557,10731,livres,,0
155,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,13,Bois ; jaune,Isles,4071,22620,10731,livres,,0
156,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,13,Bois ; merrain,Allemagne,10801,95242,421777,en nombre,,0
157,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,13,Bois ; merrain,Angleterre,4455,13,421777,milliers,,0
158,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,13,Bois ; merrain,Danemark,18628,85,421777,milliers,,0
159,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,13,Bois ; merrain,Espagne,3200,8000,421777,en nombre,,0
160,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,13,Bois ; merrain,Etats-Unis,3472,28800,421777,en nombre,,0
161,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,13,Bois ; merrain,Gènes,18410,184100,421777,en nombre,,0
162,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,13,Bois ; merrain,Hollande,24637,62.166,421777,milliers,,0
163,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,13,Bois ; merrain,Italie,22355,223550,421777,en nombre,,0
164,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,13,Bois ; merrain,Nord,221990,641.5,421777,milliers,,0
165,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,13,Bois ; merrain,Suède,93829,882.75,421777,milliers,,0
166,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,13,Bois ; ouvré,Allemagne,27781,,30181,,,0
167,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,13,Bois ; ouvré,Naples,2400,9600,30181,livres,,0
168,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,15,Bois ; violet,Portugal,7700,38500,7700,livres,,0
169,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,13,Bois ; à brûler,Allemagne,21210,530,29034,chars,,0
170,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,13,Bois ; à brûler,Gènes,3526,470700,29034,livres,,0
171,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,13,Bois ; à brûler,Italie,4298,588000,29034,livres,,0
172,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,11,Bois ; à bâtir,Allemagne,31475,314.75,31475,chars,,0
173,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,15,Bois ; à teindre,Angleterre,8000,80000,93584,livres,,0
174,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,15,Bois ; à teindre,Etats-Unis,9400,40000,93584,livres,,0
175,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,15,Bois ; à teindre,Hollande,76184,525229,93584,livres,,0
176,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,13,Bois ; écarié,Allemagne,2440,30,2440,chars,,0
177,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,15,Bonnets ; de fil,Suisse,7404,617,7404,douzaines,,0
178,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,15,Bonnets ; de fil et coton,Suisse,3315,221,3315,douzaines,,0
179,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,15,Bonnets ; de laine,Angleterre,1782,297,5157,livres,,0
180,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,15,Bonnets ; de laine,Espagne,3375,375,5157,douzaines,,0
181,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,15,Borax,Hollande,34743,13491,38405,livres,,0
182,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,15,Borax,Italie,3662,1831,38405,livres,,0
183,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,15,Bouchons ; de liège,Espagne,381096,195464,382931,livres,,0
184,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,15,Bouchons ; de liège,Flandre,1835,,382931,,,0
185,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,15,Boulets ; de canon,Flandre,4134,13780,5589,livres,,0
186,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,15,Boulets ; de canon,Gènes,1455,9700,5589,livres,,0
187,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,11,Boëtes ; de sapin,Allemagne,3907,,3907,,,0
188,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,17,Cabriolets,Allemagne,3000,,3000,,,0
189,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,17,Cacao,Espagne,119592,83920,498766,livres,,0
190,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,17,Cacao,Hollande,65425,51400,498766,livres,,0
191,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,17,Cacao,Isles,291074,321791,498766,livres,,0
192,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,17,Cacao,Naples,1170,900,498766,livres,,0
193,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,17,Cacao,Portugal,21505,39100,498766,livres,,0
194,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,17,Caffetières,Levant,21600,360,21600,douzaines,,0
195,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,17,Caffé ; de Moka,Levant,7200,4800,7200,livres,,0
196,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,17,Caffé ; des Isles,Angleterre,21749,21749,4222025,livres,,0
197,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,17,Caffé ; des Isles,Hollande,1260,1400,4222025,livres,,0
198,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,17,Caffé ; des Isles,Isles,4199016,7851059,4222025,livres,,0
199,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,17,Camphre,Hollande,7608,1719,7608,livres,,0
200,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,17,Canefice,Hollande,3581,14325,17347,livres,,0
201,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,17,Canefice,Isles,13766,62338,17347,livres,,0
202,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,19,Canelle,Espagne,14740,1340,107098,livres,,0
203,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,19,Canelle,Flandre,1920,160,107098,livres,,0
204,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,19,Canelle,Hollande,59926,6652,107098,livres,,0
205,David Cassagnes,AN F12 247,National/Objet Général/AN Paris/F_12_247_1779/1779.csv,Objet Général,1779,Imports,19,Canelle,Indes,30512,3814,107098,livres,,0
