numerodeligne,dataentryby,source,SourcePath,SourceType,year,exportsimports,direction,bureaux,sheet,marchandises,pays,value,quantit,origine,total,quantity_unit,Leurvaleursubtotal₁,leurvaleursubtotal_2,leurvaleursubtotal_3,prix_unitaire,probleme,remarks
251,Cyril Mouton,Col F 2B 13,,,1788,Exports,Possessions Suédoises,,5,Bestiaux et animaux,Colonies Françaises de l'Amérique,3120,,,,,36288,,3843746,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
252,Cyril Mouton,Col F 2B 13,,,1788,Exports,Possessions Hollandaises,,5,Bestiaux et animaux,Colonies Françaises de l'Amérique,15178,,,,,36288,,3843746,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
253,Cyril Mouton,Col F 2B 13,,,1788,Exports,Possessions des États-Unis de l'Amérique,,5,Bêtes de somme,Colonies Françaises de l'Amérique,11300,,,,,133580,,3843746,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
254,Cyril Mouton,Col F 2B 13,,,1788,Exports,Possessions Espagnoles,,5,Bêtes de somme,Colonies Françaises de l'Amérique,1200,,,,,133580,,3843746,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
255,Cyril Mouton,Col F 2B 13,,,1788,Exports,Possessions Anglaises,,5,Bêtes de somme,Colonies Françaises de l'Amérique,17720,,,,,133580,,3843746,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
256,Cyril Mouton,Col F 2B 13,,,1788,Exports,Possessions Danoises,,5,Bêtes de somme,Colonies Françaises de l'Amérique,34100,,,,,133580,,3843746,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
257,Cyril Mouton,Col F 2B 13,,,1788,Exports,Possessions Suédoises,,5,Bêtes de somme,Colonies Françaises de l'Amérique,9300,,,,,133580,,3843746,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
258,Cyril Mouton,Col F 2B 13,,,1788,Exports,Possessions Hollandaises,,5,Bêtes de somme,Colonies Françaises de l'Amérique,59960,,,,,133580,,3843746,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
259,Cyril Mouton,Col F 2B 13,,,1788,Exports,Possessions des États-Unis de l'Amérique,,5,Beurre,Colonies Françaises de l'Amérique,2706,,,,,21611,,3843746,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
260,Cyril Mouton,Col F 2B 13,,,1788,Exports,Possessions Espagnoles,,5,Beurre,Colonies Françaises de l'Amérique,9373,,,,,21611,,3843746,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
261,Cyril Mouton,Col F 2B 13,,,1788,Exports,Possessions Danoises,,5,Beurre,Colonies Françaises de l'Amérique,2410,,,,,21611,,3843746,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
262,Cyril Mouton,Col F 2B 13,,,1788,Exports,Possessions Hollandaises,,5,Beurre,Colonies Françaises de l'Amérique,7122,,,,,21611,,3843746,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
263,Cyril Mouton,Col F 2B 13,,,1788,Exports,Possessions des États-Unis de l'Amérique,,5,Bois de construction,Colonies Françaises de l'Amérique,24030,,,,,623223,,3843746,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
264,Cyril Mouton,Col F 2B 13,,,1788,Exports,Possessions Espagnoles,,5,Bois de construction,Colonies Françaises de l'Amérique,50000,,,,,623223,,3843746,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
265,Cyril Mouton,Col F 2B 13,,,1788,Exports,Possessions Portugaises,,5,Bois de construction,Colonies Françaises de l'Amérique,50000,,,,,623223,,3843746,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
266,Cyril Mouton,Col F 2B 13,,,1788,Exports,Possessions Anglaises,,5,Bois de construction,Colonies Françaises de l'Amérique,120958,,,,,623223,,3843746,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
267,Cyril Mouton,Col F 2B 13,,,1788,Exports,Possessions Danoises,,5,Bois de construction,Colonies Françaises de l'Amérique,66643,,,,,623223,,3843746,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
268,Cyril Mouton,Col F 2B 13,,,1788,Exports,Possessions Suédoises,,5,Bois de construction,Colonies Françaises de l'Amérique,5636,,,,,623223,,3843746,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
269,Cyril Mouton,Col F 2B 13,,,1788,Exports,Possessions Hollandaises,,5,Bois de construction,Colonies Françaises de l'Amérique,305956,,,,,623223,,3843746,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
270,Cyril Mouton,Col F 2B 13,,,1788,Exports,Possessions des États-Unis de l'Amérique,,5,Merrain et feuillard,Colonies Françaises de l'Amérique,20654,,,,,101718,,3843746,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
271,Cyril Mouton,Col F 2B 13,,,1788,Exports,Possessions Espagnoles,,5,Merrain et feuillard,Colonies Françaises de l'Amérique,1265,,,,,101718,,3843746,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
272,Cyril Mouton,Col F 2B 13,,,1788,Exports,Possessions Anglaises,,5,Merrain et feuillard,Colonies Françaises de l'Amérique,26611,,,,,101718,,3843746,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
273,Cyril Mouton,Col F 2B 13,,,1788,Exports,Possessions Danoises,,5,Merrain et feuillard,Colonies Françaises de l'Amérique,16222,,,,,101718,,3843746,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
274,Cyril Mouton,Col F 2B 13,,,1788,Exports,Possessions Suédoises,,5,Merrain et feuillard,Colonies Françaises de l'Amérique,5420,,,,,101718,,3843746,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
275,Cyril Mouton,Col F 2B 13,,,1788,Exports,Possessions Hollandaises,,5,Merrain et feuillard,Colonies Françaises de l'Amérique,31546,,,,,101718,,3843746,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
276,Cyril Mouton,Col F 2B 13,,,1788,Exports,Possessions des États-Unis de l'Amérique,,5,Bois de toute sorte,Colonies Françaises de l'Amérique,10625,,,,,152506,,3843746,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
277,Cyril Mouton,Col F 2B 13,,,1788,Exports,Possessions Espagnoles,,5,Bois de toute sorte,Colonies Françaises de l'Amérique,17381,,,,,152506,,3843746,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
278,Cyril Mouton,Col F 2B 13,,,1788,Exports,Possessions Anglaises,,5,Bois de toute sorte,Colonies Françaises de l'Amérique,29235,,,,,152506,,3843746,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
279,Cyril Mouton,Col F 2B 13,,,1788,Exports,Possessions Danoises,,5,Bois de toute sorte,Colonies Françaises de l'Amérique,6134,,,,,152506,,3843746,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
280,Cyril Mouton,Col F 2B 13,,,1788,Exports,Possessions Suédoises,,5,Bois de toute sorte,Colonies Françaises de l'Amérique,2200,,,,,152506,,3843746,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
281,Cyril Mouton,Col F 2B 13,,,1788,Exports,Possessions Hollandaises,,5,Bois de toute sorte,Colonies Françaises de l'Amérique,86931,,,,,152506,,3843746,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
282,Cyril Mouton,Col F 2B 13,,,1788,Exports,Possessions des États-Unis de l'Amérique,,5,"Brai, goudron, térébenthine",Colonies Françaises de l'Amérique,3120,,,,,13090,,3843746,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
283,Cyril Mouton,Col F 2B 13,,,1788,Exports,Possessions Espagnoles,,5,"Brai, goudron, térébenthine",Colonies Françaises de l'Amérique,7190,,,,,13090,,3843746,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
284,Cyril Mouton,Col F 2B 13,,,1788,Exports,Possessions Anglaises,,5,"Brai, goudron, térébenthine",Colonies Françaises de l'Amérique,1000,,,,,13090,,3843746,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
285,Cyril Mouton,Col F 2B 13,,,1788,Exports,Possessions Hollandaises,,5,"Brai, goudron, térébenthine",Colonies Françaises de l'Amérique,1780,,,,,13090,,3843746,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
286,Cyril Mouton,Col F 2B 13,,,1788,Exports,Possessions des États-Unis de l'Amérique,,5,Chairs salées,Colonies Françaises de l'Amérique,43359,,,,,169791,,3843746,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
287,Cyril Mouton,Col F 2B 13,,,1788,Exports,Possessions Espagnoles,,5,Chairs salées,Colonies Françaises de l'Amérique,25787,,,,,169791,,3843746,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
288,Cyril Mouton,Col F 2B 13,,,1788,Exports,Possessions Anglaises,,5,Chairs salées,Colonies Françaises de l'Amérique,7960,,,,,169791,,3843746,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
289,Cyril Mouton,Col F 2B 13,,,1788,Exports,Possessions Danoises,,5,Chairs salées,Colonies Françaises de l'Amérique,24983,,,,,169791,,3843746,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
290,Cyril Mouton,Col F 2B 13,,,1788,Exports,Possessions Suédoises,,5,Chairs salées,Colonies Françaises de l'Amérique,4794,,,,,169791,,3843746,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
291,Cyril Mouton,Col F 2B 13,,,1788,Exports,Possessions Hollandaises,,5,Chairs salées,Colonies Françaises de l'Amérique,62908,,,,,169791,,3843746,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
292,Cyril Mouton,Col F 2B 13,,,1788,Exports,Possessions des États-Unis de l'Amérique,,5,Citrons et orange,Colonies Françaises de l'Amérique,10140,,,,,11240,,3843746,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
293,Cyril Mouton,Col F 2B 13,,,1788,Exports,Possessions Espagnoles,,5,Citrons et orange,Colonies Françaises de l'Amérique,1100,,,,,11240,,3843746,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
294,Cyril Mouton,Col F 2B 13,,,1788,Exports,Possessions des États-Unis de l'Amérique,,5,Cordages,Colonies Françaises de l'Amérique,1200,,,,,2930,,3843746,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
295,Cyril Mouton,Col F 2B 13,,,1788,Exports,Possessions Hollandaises,,5,Cordages,Colonies Françaises de l'Amérique,1730,,,,,2930,,3843746,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
296,Cyril Mouton,Col F 2B 13,,,1788,Exports,Possessions des États-Unis de l'Amérique,,5,Côtes de baleine,Colonies Françaises de l'Amérique,49500,,,,,49500,,3843746,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
297,Cyril Mouton,Col F 2B 13,,,1788,Exports,Possessions des États-Unis de l'Amérique,,5,Cuirs en poil,Colonies Françaises de l'Amérique,13317,,,,,14817,,3843746,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
298,Cyril Mouton,Col F 2B 13,,,1788,Exports,Possessions Anglaises,,5,Cuirs en poil,Colonies Françaises de l'Amérique,1500,,,,,14817,,3843746,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
299,Cyril Mouton,Col F 2B 13,,,1788,Exports,Possessions Espagnoles,,5,Cuirs tannés,Colonies Françaises de l'Amérique,4657,,,,,4657,,3843746,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
300,Cyril Mouton,Col F 2B 13,,,1788,Exports,Possessions Anglaises,,5,Dents d'éléphants,Colonies Françaises de l'Amérique,20000,,,,,20000,,3843746,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
301,Cyril Mouton,Col F 2B 13,,,1788,Exports,Possessions des États-Unis de l'Amérique,,5,Grains et graines diverses,Colonies Françaises de l'Amérique,315,,,,,9214,,3843746,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
302,Cyril Mouton,Col F 2B 13,,,1788,Exports,Possessions Hollandaises,,5,Grains et graines diverses,Colonies Françaises de l'Amérique,8899,,,,,9214,,3843746,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
303,Cyril Mouton,Col F 2B 13,,,1788,Exports,Possessions des États-Unis de l'Amérique,,5,Harengs,Colonies Françaises de l'Amérique,5670,,,,,18550,,3843746,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
304,Cyril Mouton,Col F 2B 13,,,1788,Exports,Possessions Danoises,,5,Harengs,Colonies Françaises de l'Amérique,5267,,,,,18550,,3843746,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
305,Cyril Mouton,Col F 2B 13,,,1788,Exports,Possessions Suédoises,,5,Harengs,Colonies Françaises de l'Amérique,6187,,,,,18550,,3843746,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
306,Cyril Mouton,Col F 2B 13,,,1788,Exports,Possessions Hollandaises,,5,Harengs,Colonies Françaises de l'Amérique,1426,,,,,18550,,3843746,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
307,Cyril Mouton,Col F 2B 13,,,1788,Exports,Possessions des États-Unis de l'Amérique,,5,Huile de poisson et à brûler,Colonies Françaises de l'Amérique,73652,,,,,96409,,3843746,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
308,Cyril Mouton,Col F 2B 13,,,1788,Exports,Possessions Espagnoles,,5,Huile de poisson et à brûler,Colonies Françaises de l'Amérique,3839,,,,,96409,,3843746,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
309,Cyril Mouton,Col F 2B 13,,,1788,Exports,Possessions Anglaises,,5,Huile de poisson et à brûler,Colonies Françaises de l'Amérique,5940,,,,,96409,,3843746,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
310,Cyril Mouton,Col F 2B 13,,,1788,Exports,Possessions Danoises,,5,Huile de poisson et à brûler,Colonies Françaises de l'Amérique,480,,,,,96409,,3843746,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
311,Cyril Mouton,Col F 2B 13,,,1788,Exports,Possessions Suédoises,,5,Huile de poisson et à brûler,Colonies Françaises de l'Amérique,480,,,,,96409,,3843746,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
312,Cyril Mouton,Col F 2B 13,,,1788,Exports,Possessions Hollandaises,,5,Huile de poisson et à brûler,Colonies Françaises de l'Amérique,12018,,,,,96409,,3843746,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
313,Cyril Mouton,Col F 2B 13,,,1788,Exports,Possessions des États-Unis de l'Amérique,,5,Mays,Colonies Françaises de l'Amérique,19095,,,,,79383,,3843746,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
314,Cyril Mouton,Col F 2B 13,,,1788,Exports,Possessions Espagnoles,,5,Mays,Colonies Françaises de l'Amérique,8693,,,,,79383,,3843746,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
315,Cyril Mouton,Col F 2B 13,,,1788,Exports,Possessions Anglaises,,5,Mays,Colonies Françaises de l'Amérique,7272,,,,,79383,,3843746,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
316,Cyril Mouton,Col F 2B 13,,,1788,Exports,Possessions Danoises,,5,Mays,Colonies Françaises de l'Amérique,9201,,,,,79383,,3843746,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
317,Cyril Mouton,Col F 2B 13,,,1788,Exports,Possessions Suédoises,,5,Mays,Colonies Françaises de l'Amérique,48,,,,,79383,,3843746,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
318,Cyril Mouton,Col F 2B 13,,,1788,Exports,Possessions Hollandaises,,5,Mays,Colonies Françaises de l'Amérique,35074,,,,,79383,,3843746,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
319,Cyril Mouton,Col F 2B 13,,,1788,Exports,Possessions Espagnoles,,5,Nègres,Colonies Françaises de l'Amérique,148000,,,,,366000,,3843746,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
320,Cyril Mouton,Col F 2B 13,,,1788,Exports,Possessions Anglaises,,5,Nègres,Colonies Françaises de l'Amérique,141000,,,,,366000,,3843746,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
321,Cyril Mouton,Col F 2B 13,,,1788,Exports,Possessions Suédoises,,5,Nègres,Colonies Françaises de l'Amérique,17000,,,,,366000,,3843746,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
322,Cyril Mouton,Col F 2B 13,,,1788,Exports,Possessions Hollandaises,,5,Nègres,Colonies Françaises de l'Amérique,60000,,,,,366000,,3843746,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
323,Cyril Mouton,Col F 2B 13,,,1788,Exports,Possessions des États-Unis de l'Amérique,,5,Poisson divers salé,Colonies Françaises de l'Amérique,7103,,,,,20073,,3843746,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
324,Cyril Mouton,Col F 2B 13,,,1788,Exports,Possessions Espagnoles,,5,Poisson divers salé,Colonies Françaises de l'Amérique,5256,,,,,20073,,3843746,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
325,Cyril Mouton,Col F 2B 13,,,1788,Exports,Possessions Hollandaises,,5,Poisson divers salé,Colonies Françaises de l'Amérique,7714,,,,,20073,,3843746,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
326,Cyril Mouton,Col F 2B 13,,,1788,Exports,Possessions des États-Unis de l'Amérique,,5,Morue,Colonies Françaises de l'Amérique,47850,,,,,174985,,3843746,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
327,Cyril Mouton,Col F 2B 13,,,1788,Exports,Possessions Espagnoles,,5,Morue,Colonies Françaises de l'Amérique,25184,,,,,174985,,3843746,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
328,Cyril Mouton,Col F 2B 13,,,1788,Exports,Possessions Anglaises,,5,Morue,Colonies Françaises de l'Amérique,6075,,,,,174985,,3843746,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
329,Cyril Mouton,Col F 2B 13,,,1788,Exports,Possessions Danoises,,5,Morue,Colonies Françaises de l'Amérique,21075,,,,,174985,,3843746,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
330,Cyril Mouton,Col F 2B 13,,,1788,Exports,Possessions Hollandaises,,5,Morue,Colonies Françaises de l'Amérique,74801,,,,,174985,,3843746,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
331,Cyril Mouton,Col F 2B 13,,,1788,Exports,Possessions des États-Unis de l'Amérique,,5,Riz,Colonies Françaises de l'Amérique,1275,,,,,29266,,3843746,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
332,Cyril Mouton,Col F 2B 13,,,1788,Exports,Possessions Espagnoles,,5,Riz,Colonies Françaises de l'Amérique,2882,,,,,29266,,3843746,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
333,Cyril Mouton,Col F 2B 13,,,1788,Exports,Possessions Anglaises,,5,Riz,Colonies Françaises de l'Amérique,8872,,,,,29266,,3843746,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
334,Cyril Mouton,Col F 2B 13,,,1788,Exports,Possessions Danoises,,5,Riz,Colonies Françaises de l'Amérique,540,,,,,29266,,3843746,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
335,Cyril Mouton,Col F 2B 13,,,1788,Exports,Possessions Hollandaises,,5,Riz,Colonies Françaises de l'Amérique,15697,,,,,29266,,3843746,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
336,Cyril Mouton,Col F 2B 13,,,1788,Exports,Possessions des États-Unis de l'Amérique,,5,Suif,Colonies Françaises de l'Amérique,4177,,,,,56067,,3843746,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
337,Cyril Mouton,Col F 2B 13,,,1788,Exports,Possessions Espagnoles,,5,Suif,Colonies Françaises de l'Amérique,35654,,,,,56067,,3843746,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
338,Cyril Mouton,Col F 2B 13,,,1788,Exports,Possessions Danoises,,5,Suif,Colonies Françaises de l'Amérique,2962,,,,,56067,,3843746,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
339,Cyril Mouton,Col F 2B 13,,,1788,Exports,Possessions Hollandaises,,5,Suif,Colonies Françaises de l'Amérique,13274,,,,,56067,,3843746,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
340,Cyril Mouton,Col F 2B 13,,,1788,Exports,Possessions des États-Unis de l'Amérique,,5,Tabac,Colonies Françaises de l'Amérique,360,,,,,155381,,3843746,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
341,Cyril Mouton,Col F 2B 13,,,1788,Exports,Possessions Espagnoles,,5,Tabac,Colonies Françaises de l'Amérique,60859,,,,,155381,,3843746,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
342,Cyril Mouton,Col F 2B 13,,,1788,Exports,Possessions Anglaises,,5,Tabac,Colonies Françaises de l'Amérique,3060,,,,,155381,,3843746,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
343,Cyril Mouton,Col F 2B 13,,,1788,Exports,Possessions Danoises,,5,Tabac,Colonies Françaises de l'Amérique,11730,,,,,155381,,3843746,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
344,Cyril Mouton,Col F 2B 13,,,1788,Exports,Possessions Suédoises,,5,Tabac,Colonies Françaises de l'Amérique,126,,,,,155381,,3843746,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
345,Cyril Mouton,Col F 2B 13,,,1788,Exports,Possessions Hollandaises,,5,Tabac,Colonies Françaises de l'Amérique,79246,,,,,155381,,3843746,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
346,Cyril Mouton,Col F 2B 13,,,1788,Exports,Possessions des États-Unis de l'Amérique,,5,Cacao,Colonies Françaises de l'Amérique,21428,,,,,25388,,3843746,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
347,Cyril Mouton,Col F 2B 13,,,1788,Exports,Possessions Espagnoles,,5,Cacao,Colonies Françaises de l'Amérique,1170,,,,,25388,,3843746,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
348,Cyril Mouton,Col F 2B 13,,,1788,Exports,Possessions Anglaises,,5,Cacao,Colonies Françaises de l'Amérique,1450,,,,,25388,,3843746,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
349,Cyril Mouton,Col F 2B 13,,,1788,Exports,Possessions Hollandaises,,5,Cacao,Colonies Françaises de l'Amérique,1340,,,,,25388,,3843746,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
350,Cyril Mouton,Col F 2B 13,,,1788,Exports,Possessions Anglaises,,5,Caffé,Colonies Françaises de l'Amérique,15200,,,,,17200,,3843746,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
351,Cyril Mouton,Col F 2B 13,,,1788,Exports,Possessions Hollandaises,,5,Caffé,Colonies Françaises de l'Amérique,2000,,,,,17200,,3843746,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
352,Cyril Mouton,Col F 2B 13,,,1788,Exports,Possessions des États-Unis de l'Amérique,,5,Coton,Colonies Françaises de l'Amérique,28702,,,,,87929,,3843746,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
353,Cyril Mouton,Col F 2B 13,,,1788,Exports,Possessions Espagnoles,,5,Coton,Colonies Françaises de l'Amérique,7372,,,,,87929,,3843746,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
354,Cyril Mouton,Col F 2B 13,,,1788,Exports,Possessions Anglaises,,5,Coton,Colonies Françaises de l'Amérique,41030,,,,,87929,,3843746,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
355,Cyril Mouton,Col F 2B 13,,,1788,Exports,Possessions Hollandaises,,5,Coton,Colonies Françaises de l'Amérique,10825,,,,,87929,,3843746,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
356,Cyril Mouton,Col F 2B 13,,,1788,Exports,Possessions des États-Unis de l'Amérique,,5,Indigo,Colonies Françaises de l'Amérique,3892,,,,,39002,,3843746,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
357,Cyril Mouton,Col F 2B 13,,,1788,Exports,Possessions Espagnoles,,5,Indigo,Colonies Françaises de l'Amérique,35110,,,,,39002,,3843746,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
358,Cyril Mouton,Col F 2B 13,,,1788,Exports,Possessions des États-Unis de l'Amérique,,5,Sucre brut,Colonies Françaises de l'Amérique,86827,,,,,148300,,3843746,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
359,Cyril Mouton,Col F 2B 13,,,1788,Exports,Possessions Espagnoles,,5,Sucre brut,Colonies Françaises de l'Amérique,2190,,,,,148300,,3843746,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
360,Cyril Mouton,Col F 2B 13,,,1788,Exports,Possessions Anglaises,,5,Sucre brut,Colonies Françaises de l'Amérique,10700,,,,,148300,,3843746,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
361,Cyril Mouton,Col F 2B 13,,,1788,Exports,Possessions Hollandaises,,5,Sucre brut,Colonies Françaises de l'Amérique,48583,,,,,148300,,3843746,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
362,Cyril Mouton,Col F 2B 13,,,1788,Exports,Possessions des États-Unis de l'Amérique,,5,Rocou,Colonies Françaises de l'Amérique,17530,,,,,17830,,3843746,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
363,Cyril Mouton,Col F 2B 13,,,1788,Exports,Possessions Espagnoles,,5,Rocou,Colonies Françaises de l'Amérique,300,,,,,17830,,3843746,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
364,Cyril Mouton,Col F 2B 13,,,1788,Exports,Possessions des États-Unis de l'Amérique,,5,Objets divers,Colonies Françaises de l'Amérique,281234,,,,,1147818,,3843746,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
365,Cyril Mouton,Col F 2B 13,,,1788,Exports,Possessions Espagnoles,,5,Objets divers,Colonies Françaises de l'Amérique,599788,,,,,1147818,,3843746,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
366,Cyril Mouton,Col F 2B 13,,,1788,Exports,Possessions Portugaises,,5,Objets divers,Colonies Françaises de l'Amérique,1860,,,,,1147818,,3843746,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
367,Cyril Mouton,Col F 2B 13,,,1788,Exports,Possessions Anglaises,,5,Objets divers,Colonies Françaises de l'Amérique,55799,,,,,1147818,,3843746,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
368,Cyril Mouton,Col F 2B 13,,,1788,Exports,Possessions Danoises,,5,Objets divers,Colonies Françaises de l'Amérique,29412,,,,,1147818,,3843746,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
369,Cyril Mouton,Col F 2B 13,,,1788,Exports,Possessions Suédoises,,5,Objets divers,Colonies Françaises de l'Amérique,13284,,,,,1147818,,3843746,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
370,Cyril Mouton,Col F 2B 13,,,1788,Exports,Possessions Hollandaises,,5,Objets divers,Colonies Françaises de l'Amérique,166441,,,,,1147818,,3843746,,,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
371,Cyril Mouton,Col F 2B 13,,,1788,Exports,,,,,,,,,,,,,,,,
372,Cyril Mouton,Col F 2B 13,,,1788,Exports,,,,,,,,,,,,,,,,
373,Cyril Mouton,Col F 2B 13,,,1788,Exports,,,,,,,,,,,,,,,,
374,Cyril Mouton,Col F 2B 13,,,1788,Exports,,,,,,,,,,,,,,,,
