numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,sheet,marchandises,pays,value,quantit,quantity_unit,total,leurvaleursubtotal_1,leurvaleursubtotal_2,remarks,doubleaccounts
2395,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,146,Vin ; ordinaire,Indes,634576,6345,barriques,24643163,1546509,,,0
2396,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,146,Vin ; de Provence,Genes,2695,26950,livres,24643163,469534,,,0
2397,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,146,Vin ; de Provence,Savoye,2121,21217,livres,24643163,469534,,,0
2398,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,146,Vin ; de Provence,Suede,2198,21980,livres,24643163,469534,,,0
2399,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,146,Vin ; de Provence,Isles,445336,55667,milleroles,24643163,469534,,,0
2400,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,146,Vin ; de Provence,Indes,17184,1432,milleroles,24643163,469534,,,0
2401,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,146,Vin ; de Querci,Isles,1200,4,tonneaux,24643163,,,,0
2402,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,146,Vin ; de Ré,Danemark,7650,51,tonneaux,24643163,258075,,,0
2403,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,146,Vin ; de Ré,Hollande,93600,624,tonneaux,24643163,258075,,,0
2404,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,146,Vin ; de Ré,Nord,156825,1045,tonneaux,24643163,258075,,,0
2405,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,146,Vin ; rouge,Espagne,37845,2442,charges,24643163,1362541,,,0
2406,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,146,Vin ; rouge,Flandre,2160,18,pièces,24643163,1362541,,,0
2407,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,146,Vin ; rouge,Hollande,828798,8288,muids,24643163,1362541,,,0
2408,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,146,Vin ; rouge,Italie,151319,18789,milleroles,24643163,1362541,,,0
2409,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,146,Vin ; rouge,Naples,1957,19570,livres,24643163,1362541,,,0
2410,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,146,Vin ; rouge,Genes,38728,4838,milleroles,24643163,1362541,,,0
2411,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,146,Vin ; rouge,Levant,28862,288620,livres,24643163,1362541,,,0
2412,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,146,Vin ; rouge,Nord,217354,2173540,livres,24643163,1362541,,,0
2413,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,146,Vin ; rouge,Savoye,55518,6559,milleroles,24643163,1362541,,,0
2414,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,146,Vin ; de Roussillon,Italie,330400,3304,muids,24643163,,,,0
2415,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,146,Vin ; de Saintonges,Isles,1800,10,tonneaux,24643163,,,,0
2416,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,146,Vinaigre,Allemagne,2144,43,muids,141893,,,,0
2417,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,146,Vinaigre,Angleterre,6870,34,tonneaux,141893,,,,0
2418,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,146,Vinaigre,Danemark,5107,25,tonneaux,141893,,,,0
2419,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,148,Vinaigre,Espagne,2630,19,tonneaux,141893,,,,0
2420,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,148,Vinaigre,Flandre,8726,43,tonneaux,141893,,,,0
2421,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,148,Vinaigre,Hollande,28460,173,tonneaux,141893,,,,0
2422,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,148,Vinaigre,Italie,1374,229,milleroles,141893,,,,0
2423,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,148,Vinaigre,Nord,28915,144,tonneaux,141893,,,,0
2424,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,148,Vinaigre,Russie,1950,9,tonneaux,141893,,,,0
2425,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,148,Vinaigre,Suede,3450,18,tonneaux,141893,,,,0
2426,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,148,Vinaigre,Isles,52267,261,tonneaux,141893,,,,0
2427,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,148,Vitriol,Naples,8188,16376,livres,,,,,0
2428,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,148,Volailles,Allemagne,15489,15489,en nombre,29413,,,,0
2429,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,148,Volailles,Angleterre,12648,12648,en nombre,29413,,,,0
2430,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Exports,148,Volailles,Savoye,1276,638,paires,29413,,,,0
1,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,2,Acier,Allemagne,71149,198243,livres,506062,,,,0
2,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,2,Acier,Danemark,3502,10006,livres,506062,,,,0
3,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,2,Acier,Flandre,38659,110459,livres,506062,,,,0
4,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,2,Acier,Hollande,204970,583630,livres,506062,,,,0
5,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,2,Acier,Italie,8666,21666,livres,506062,,,,0
6,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,2,Acier,Genes,8440,21100,livres,506062,,,,0
7,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,2,Acier,Nord,20714,55440,livres,506062,,,,0
8,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,2,Acier,Suede,143906,411165,livres,506062,,,,0
9,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,2,Acier,Suisse,6056,17305,livres,506062,,,,0
10,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,2,Aiguilles,Allemagne,453245,124578,livres,490664,,,,0
11,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,2,Aiguilles,Flandre,36350,7805,livres,490664,,,,0
12,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,2,Aiguilles,Hollande,1069,222,livres,490664,,,,0
13,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,2,Ails,Espagne,9377,45885,fours,11403,,,,0
14,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,2,Ails,Italie,2026,24720,livres,11403,,,,0
15,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,2,Ains à pecher,Espagne,4000,40000,en nombre,,,,,0
16,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,2,Alun,Allemagne,10057,47298,livres,322005,,,,0
17,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,2,Alun,Angleterre,39191,195207,livres,322005,,,,0
18,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,2,Alun,Danemark,16144,80720,livres,322005,,,,0
19,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,2,Alun,Espagne,13208,65740,livres,322005,,,,0
20,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,2,Alun,Flandre,76896,372108,livres,322005,,,,0
21,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,2,Alun,Hollande,43471,200764,livres,322005,,,,0
22,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,2,Alun,Italie,75337,301350,livres,322005,,,,0
23,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,2,Alun,Levant,3750,16000,livres,322005,,,,0
24,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,2,Alun,Nord,7133,35665,livres,322005,,,,0
25,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,2,Alun,Suede,36818,184090,livres,322005,,,,0
26,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,4,Amadou,Allemagne,26659,53319,livres,28600,,,,0
27,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,4,Amadou,Genes,1941,2589,livres,28600,,,,0
28,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,4,Amandes,Espagne,100908,179372,livres,171302,,,,0
29,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,4,Amandes,Flandre,2059,10297,livres,171302,,,,0
30,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,4,Amandes,Hollande,52536,87560,livres,171302,,,,0
31,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,4,Amandes,Italie,11900,59500,livres,171302,,,,0
32,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,4,Amandes,Levant,2048,10241,livres,171302,,,,0
33,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,4,Amandes,Portugal,1851,3969,livres,171302,,,,0
34,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,4,Ambre ; gris,Hollande,9300,31,livres,18740,,,,0
35,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,4,Ambre ; jaune,Hollande,9440,185,livres,18740,,,,0
36,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,4,Amidon,Allemagne,7378,24596,livres,10541,,,,0
37,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,4,Amidon,Hollande,3163,7031,livres,10541,,,,0
38,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,4,Anchois,Espagne,322008,644000,livres,388969,,,,0
39,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,4,Anchois,Italie,39946,9849,barils,388969,,,,0
40,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,4,Anchois,Genes,1610,3220,livres,388969,,,,0
41,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,4,Anchois,Savoye,25405,50810,livres,388969,,,,0
42,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,4,Anis,Espagne,15225,69074,livres,17300,,,,0
43,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,4,Anis,Hollande,2075,830,livres,17300,,,,0
44,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,4,Antimoine,Allemagne,2444,4889,livres,,,,,0
45,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,4,Arcenic,Hollande,2700,10360,livres,,,,,0
46,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,4,Argent ; faux,Flandre,27300,1820,livres,218610,,,,0
47,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,4,Argent ; en lingots,Espagne,6150,,,218610,,,,0
48,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,4,Argent ; vif,Allemagne,183140,36598,livres,218610,185160,,,0
49,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,4,Argent ; vif,Hollande,2020,425,livres,218610,185160,,,0
50,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,6,Argenterie,Allemagne,24129,,,43876,,,,0
51,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,6,Argenterie,Angleterre,11112,231,marcs,43876,,,,0
52,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,6,Argenterie,Flandre,7275,,,43876,,,,0
53,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,6,Argenterie,Hollande,1360,,,43876,,,,0
54,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,6,Armes ; blanches,Allemagne,8185,8185,livres,239335,9785,,,0
55,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,6,Armes ; blanches,Espagne,1600,,,239335,9785,,,0
56,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,6,Armes ; à feu,Allemagne,57647,28823,livres,239335,229550,,,0
57,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,6,Armes ; à feu,Flandre,11783,11783,livres,239335,229550,,,0
58,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,6,Armes ; à feu,Hollande,144770,14477,fusils,239335,229550,,,0
59,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,6,Armes ; à feu,Nord,15350,1535,fusils,239335,229550,,,0
60,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,6,Arqui fou,Espagne,63300,422000,livres,64798,,,,0
61,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,6,Arqui fou,Savoye,1498,9987,livres,64798,,,,0
62,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,6,Asnes,Espagne,1600,40,en nombre,,,,,0
63,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,6,Attelle de colier,Allemagne,6450,86,chars,,,,,0
64,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,6,Auf,Genes,3443,13775,livres,,,,,0
65,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,6,Avirons,Danemark,1210,324,en nombre,31705,,,,0
66,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,6,Avirons,Espagne,6095,2438,en nombre,31705,,,,0
67,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,6,Avirons,Italie,6000,3000,paires,31705,,,,0
68,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,6,Avirons,Naples,18400,9200,paires,31705,,,,0
69,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,6,Avoine,Espagne,72150,851500,livres,168342,,,,0
70,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,6,Avoine,Hollande,68378,1357069,livres,168342,,,,0
71,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,6,Avoine,Nord,24256,466560,livres,168342,,,,0
72,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,6,Avoine,Suede,3558,67450,livres,168342,,,,0
73,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,6,Azur,Allemagne,14205,14205,livres,155751,,,,0
74,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,6,Azur,Flandre,9944,14993,livres,155751,,,,0
75,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,6,Azur,Hollande,131602,185217,livres,155751,,,,0
76,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,6,Balais,Espagne,,2097,charges,141292,,,2 qtités pour Espagne,0
77,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,6,Balais,Espagne,55682,13315,douzaines,141292,,,,0
78,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,6,Balais,Flandre,1461,19485,en nombre,141292,,,,0
79,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,6,Balais,Italie,58890,23556,douzaines,141292,,,,0
80,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,6,Balais,Genes,25259,9355,douzaines,141292,,,,0
81,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,8,Balles vuides,Allemagne,121500,1012,douzaines,,,,,0
82,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,8,Baleine ; coupée,Flandre,35378,7118,livres,488826,311325,,,0
83,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,8,Baleine ; coupée,Hollande,80042,20170,livres,488826,311325,,,0
84,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,8,Baleine ; coupée,Nord,7130,10710,livres,488826,311325,,,0
85,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,8,Baleine ; coupée,Portugal,188775,75110,livres,488826,311325,,,0
86,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,8,Baleine ; en fanon,Flandre,1325,530,livres,488826,177501,,,0
87,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,8,Baleine ; en fanon,Hollande,80176,33011,livres,488826,177501,,,0
88,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,8,Baleine ; en fanon,Portugal,96000,24000,livres,488826,177501,,,0
89,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,8,Bas ; de fil et coton,Espagne,9000,1800,livres,122649,120482,,,0
90,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,8,Bas ; de fil et coton,Italie,27220,5444,livres,122649,120482,,,0
91,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,8,Bas ; de fil et coton,Genes,7500,1500,livres,122649,120482,,,0
92,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,8,Bas ; de fil et coton,Savoye,74846,14969,livres,122649,120482,,,0
93,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,8,Bas ; de fil et coton,Suisse,1916,479,livres,122649,120482,,,0
94,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,8,Bas ; de laine,Espagne,2167,146,douzaines,122649,,,,0
95,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,10,Bats d'asne,Allemagne,1830,30,chars,,,,,0
96,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,10,Baume,Hollande,1291,385,livres,5441,,,,0
97,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,10,Baume,Portugal,4150,830,livres,5441,,,,0
98,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,10,Bergamottes,Italie,1300,6500,en nombre,,,,,0
99,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,10,Beufs ; salé,Allemagne,18127,300,barils,1336850,525400,,,0
100,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,10,Beufs ; salé,Angleterre,427892,8558,barils,1336850,525400,,,0
101,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,10,Beufs ; salé,Danemark,26175,87250,livres,1336850,525400,,,0
102,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,10,Beufs ; salé,Espagne,44941,154477,livres,1336850,525400,,,0
103,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,10,Beufs ; salé,Italie,8265,23550,livres,1336850,525400,,,0
104,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,10,Beufs ; en vie,Allemagne,524180,5636,en nombre,1336850,811450,,,0
105,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,10,Beufs ; en vie,Espagne,2250,45,en nombre,1336850,811450,,,0
106,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,10,Beufs ; en vie,Flandre,132560,666,en nombre,1336850,811450,,,0
107,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,10,Beufs ; en vie,Savoye,72720,606,en nombre,1336850,811450,,,0
108,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,10,Beufs ; en vie,Suisse,79740,886,en nombre,1336850,811450,,,0
109,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,10,Beurre,Allemagne,2941,6062,livres,180077,,,,0
110,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,10,Beurre,Angleterre,79950,152566,livres,180077,,,,0
111,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,10,Beurre,Espagne,9915,20830,livres,180077,,,,0
112,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,10,Beurre,Flandre,42399,72635,livres,180077,,,,0
113,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,10,Beurre,Hollande,29815,59983,livres,180077,,,,0
114,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,10,Beurre,Savoye,15057,33850,livres,180077,,,,0
115,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,10,Bierre,Flandre,4775,107,muids,160220,,,,0
116,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,10,Bierre,Hollande,155445,1038,tonneaux,160220,,,,0
117,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,10,Bijouterie,Flandre,9325,,,11725,,,,0
118,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,10,Bijouterie,Hollande,2400,,,11725,,,,0
119,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,10,Blanc ; de baleine,Flandre,1100,550,livres,2650,,,,0
120,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,10,Blanc ; plomb,Hollande,1550,6345,livres,2650,,,,0
121,Milewski,AN F12 246,National/Objet Général/AN Paris/F_12_246_1778/1778.csv,Objet Général,1778,Imports,10,Bled ; froment,Angleterre,43142,435860,livres,13393497,11385400,,,0
