numrodeligne,dataentryby,source,sourcepath,sourcetype,direction,sheet,year,exportsimports,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks
712,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,21,1751,Sortie,Platre,Marseille,Italie,"55 000,00",Livres,"0,010","550,00","0,00",
713,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,21,1751,Sortie,Plomb en grenaille,Marseille,Italie,"35 840,00",Livres,"0,250","8 960,00","0,00",
714,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,22,1751,Sortie,Plomb en saumon,Marseille,Italie,"14 025,00",Livres,"0,225","3 155,00","0,63",
715,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,22,1751,Sortie,Plume d'autruche apretée,Marseille,Italie,"825,00",Livres,"40,000","33 000,00","0,00",
716,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,22,1751,Sortie,Poil de lapin,Marseille,Italie,"935,00",Livres,"4,000","3 740,00","0,00",
717,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,22,1751,Sortie,Poisson frais,Marseille,Italie,"400,00",Livres,"0,200","80,00","0,00",
718,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,22,1751,Sortie,Poisson frit,Marseille,Italie,"117,00",Barrils,"15,000","1 755,00","0,00",
719,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,22,1751,Sortie,Poisson mariné,Marseille,Italie,"3 800,00",Livres,"1,250","4 750,00","0,00",
720,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,22,1751,Sortie,Poisson salé,Marseille,Italie,"109 282,00",Livres,"0,250","27 320,00","0,50",
721,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,22,1751,Sortie,Poivre,Marseille,Italie,"72 559,00",Livres,"1,100","79 814,00","0,90",
722,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,22,1751,Sortie,Poix raisine,Marseille,Italie,"83 725,00",Livres,"0,090","7 535,00","0,25",
723,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,22,1751,Sortie,Pommade,Marseille,Italie,"1 146,00",Livres,"1,500","1 719,00","0,00",
724,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,22,1751,Sortie,Pommes,Marseille,Italie,"500,00",Livres,"0,050","25,00","0,00",
725,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,22,1751,Sortie,Porcelaines,Marseille,Italie,"850,00",Livres,"5,000","4 250,00","0,00",
726,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,22,1751,Sortie,Poudre a canon,Marseille,Italie,"220,00",Livres,"1,000","220,00","0,00",
727,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,22,1751,Sortie,Poudre a poudrer,Marseille,Italie,"870,00",Livres,"0,200","174,00","0,00",
728,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,22,1751,Sortie,Pruneaux,Marseille,Italie,"26 352,00",Livres,"0,200","5 270,00","0,40",
729,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,22,1751,Sortie,Quincailles de fer et acier,Marseille,Italie,"66 404,00",Livres,"1,000","66 404,00","0,00",
730,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,22,1751,Sortie,Quinquina,Marseille,Italie,"2 673,00",Livres,"4,000","10 692,00","0,00",
731,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,22,1751,Sortie,Racine de lizari,Marseille,Italie,"1 071,00",Livres,"0,250","267,00","0,75",
732,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,22,1751,Sortie,Raisins frais,Marseille,Italie,"94 600,00",Livres,"0,050","4 730,00","0,00",
733,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,22,1751,Sortie,Raisins secs,Marseille,Italie,"32 165,00",Livres,"0,200","6 433,00","0,00",
734,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,22,1751,Sortie,Rapure de corne de cerf,Marseille,Italie,"6 250,00",Livres,"0,200","1 250,00","0,00",
735,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,22,1751,Sortie,Reglisse,Marseille,Italie,"3 400,00",Livres,"0,080","272,00","0,00",
736,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,22,1751,Sortie,Rhubarbe,Marseille,Italie,"988,00",Livres,"15,000","14 820,00","0,00",
737,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,22,1751,Sortie,Ris,Marseille,Italie,"23 800,00",Livres,"0,120","2 856,00","0,00",
738,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,22,1751,Sortie,Rocou,Marseille,Italie,"86 394,00",Livres,"1,000","86 394,00","0,00",
739,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,22,1751,Sortie,Ruban de soye,Marseille,Italie,"770,00",Livres,"60,000","46 200,00","0,00",
740,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,22,1751,Sortie,Saffran,Marseille,Italie,"173,00",Livres,"15,000","2 595,00","0,00",
741,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,22,1751,Sortie,Saffranum,Marseille,Italie,"104 671,00",Livres,"0,650","68 037,00","-0,85",
742,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,22,1751,Sortie,Salicor,Marseille,Italie,"1 000,00",Livres,"0,040","40,00","0,00",
743,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,22,1751,Sortie,Salsepareille,Marseille,Italie,"853,00",Livres,"2,000","1 706,00","0,00",
744,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,22,1751,Sortie,Saucissons,Marseille,Italie,"1 090,00",Livres,"1,250","1 362,00","0,50",
745,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,22,1751,Sortie,Savon blanc,Marseille,Italie,"11 196,00",Livres,"0,300","3 358,00","0,80",
746,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,22,1751,Sortie,Savon madré,Marseille,Italie,"71 537,00",Livres,"0,300","21 461,00","0,10",
747,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,22,1751,Sortie,Savonettes,Marseille,Italie,"14,00",Douzaines,"2,500","35,00","0,00",
748,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,22,1751,Sortie,Savonettes,Marseille,Italie,"772,00",Livres,"0,600","463,00","0,20",
749,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,22,1751,Sortie,Saindoux,Marseille,Italie,"1 141,00",Livres,"0,200","228,00","0,20",
750,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,23,1751,Sortie,Sel,Marseille,Italie,"220,00",Minots,"17,000","3 740,00","0,00",
751,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,23,1751,Sortie,Sel armoniac,Marseille,Italie,"3 434,00",Livres,"1,000","3 434,00","0,00",
752,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,23,1751,Sortie,Sel de saturne,Marseille,Italie,"230,00",Livres,"1,000","230,00","0,00",
753,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,23,1751,Sortie,Semence froide,Marseille,Italie,"120,00",Livres,"1,000","120,00","0,00",
754,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,23,1751,Sortie,Semencontra,Marseille,Italie,"100,00",Livres,"3,000","300,00","0,00",
755,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,23,1751,Sortie,Sené,Marseille,Italie,"1 015,00",Livres,"1,500","1 522,00","0,50",
756,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,23,1751,Sortie,Serge de laine,Marseille,Italie,"100,00",Livres,"3,000","300,00","0,00",
757,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,23,1751,Sortie,Sirop d'alkerme,Marseille,Italie,"3 400,00",Livres,"1,200","4 080,00","0,00",
758,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,23,1751,Sortie,Sirop de capillaire,Marseille,Italie,"25 215,00",Livres,"1,000","25 215,00","0,00",
759,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,23,1751,Sortie,Sirop melasse,Marseille,Italie,"1 055 025,00",Livres,"0,080","84 402,00","0,00",
760,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,23,1751,Sortie,Sonde,Marseille,Italie,"315 200,00",Livres,"0,090","28 368,00","0,00",
761,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,23,1751,Sortie,Souffre,Marseille,Italie,"2 860,00",Livres,"0,150","429,00","0,00",
762,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,23,1751,Sortie,Souliers,Marseille,Italie,"1 023,00",Paires,"3,500","3 580,00","0,50",
763,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,23,1751,Sortie,Soye apretée,Marseille,Italie,"42 943,00",Livres,"20,000","858 860,00","0,00",
764,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,23,1751,Sortie,Stocfiche,Marseille,Italie,"41 218,00",Livres,"0,150","6 182,00","0,70",
765,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,23,1751,Sortie,Storax,Marseille,Italie,"238,00",Livres,"4,000","952,00","0,00",
766,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,23,1751,Sortie,Sucre blanc,Marseille,Italie,"10 050 037,00",Livres,"0,450","4 522 516,00","0,65",
767,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,23,1751,Sortie,Sucre brut,Marseille,Italie,"1 283 166,00",Livres,"0,350","449 108,00","0,10",
768,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,23,1751,Sortie,Sucre candy,Marseille,Italie,"350,00",Livres,"1,100","385,00","0,00",
769,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,23,1751,Sortie,Sucre rafiné,Marseille,Italie,"223 224,00",Livres,"0,600","133 934,00","0,40",
770,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,23,1751,Sortie,Sucre terré,Marseille,Italie,"1 135 013,00",Livres,"0,300","340 503,00","0,90",
771,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,23,1751,Sortie,sucre versoir,Marseille,Italie,"271 250,00",Livres,"0,450","122 062,00","0,50",
772,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,23,1751,Sortie,Suif,Marseille,Italie,"5 500,00",Livres,"0,400","2 200,00","0,00",
773,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,23,1751,Sortie,Tabac,Marseille,Italie,"29 838,00",Livres,"0,250","7 459,00","0,50",
774,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,23,1751,Sortie,Tabatieres d'olivier,Marseille,Italie,"380,00",Livres,"2,000","760,00","0,00",
775,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,23,1751,Sortie,Tableaux,Marseille,Italie,"3,00",En nombre,"5,000","15,00","0,00",
776,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,23,1751,Sortie,Tamarin,Marseille,Italie,"695,00",Livres,"0,600","417,00","0,00",
777,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,23,1751,Sortie,Tapis de laine,Marseille,Italie,"296,00",Livres,"1,500","444,00","0,00",
778,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,23,1751,Sortie,Tapisserie,Marseille,Italie,"2 515,00",Livres,"4,000","10 060,00","0,00",
779,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,23,1751,Sortie,Tartre,Marseille,Italie,"500,00",Livres,"0,240","120,00","0,00",
780,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,23,1751,Sortie,Terebentine,Marseille,Italie,"893,00",Livres,"0,300","267,00","0,90",
781,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,23,1751,Sortie,Terraille,Marseille,Italie,"217,00",Charges,"20,000","4 340,00","0,00",
782,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,23,1751,Sortie,Terraille,Marseille,Italie,"7 200,00",Livres,"0,070","504,00","0,00",
783,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,23,1751,Sortie,Terre d'ombre,Marseille,Italie,"1 200,00",Livres,"0,100","120,00","0,00",
784,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,23,1751,Sortie,Terre de plomb,Marseille,Italie,"4 325,00",Livres,"0,120","519,00","0,00",
785,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,23,1751,Sortie,Terre rouge,Marseille,Italie,"3,00",Charges,"8,000","24,00","0,00",
786,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,24,1751,Sortie,Thé,Marseille,Italie,"9 165,00",Livres,"3,500","32 077,00","0,50",
787,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,24,1751,Sortie,Theriaque,Marseille,Italie,"795,00",Livres,"2,000","1 590,00","0,00",
788,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,24,1751,Sortie,Thon frais,Marseille,Italie,"267,00",Livres,"0,350","93,00","0,45",
789,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,24,1751,Sortie,Thon mariné,Marseille,Italie,"4 200,00",Livres,"1,250","5 250,00","0,00",
790,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,24,1751,Sortie,Toille d'aman,Marseille,Italie,"200,00",Pieces,"15,000","3 000,00","0,00",
791,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,24,1751,Sortie,Toille d'antioche,Marseille,Italie,"6 020,00",Pieces,"12,000","72 240,00","0,00",
792,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,24,1751,Sortie,Toille cirée,Marseille,Italie,"200,00",Livres,"1,300","260,00","0,00",
793,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,24,1751,Sortie,Toilles diverses,Marseille,Italie,"106 384,00",Livres,"4,000","425 536,00","0,00",
794,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,24,1751,Sortie,Toille d'embalage,Marseille,Italie,"600,00",Livres,"0,600","360,00","0,00",
795,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,24,1751,Sortie,Toille grossiere,Marseille,Italie,"1 050,00",Livres,"2,000","2 100,00","0,00",
796,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,24,1751,Sortie,Toille manouf,Marseille,Italie,"240,00",Pieces,"7,000","1 680,00","0,00",
797,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,24,1751,Sortie,Toille piquée,Marseille,Italie,"138,00",Livres,"10,000","1 380,00","0,00",
798,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,24,1751,Sortie,Toille a voille,Marseille,Italie,"78,00",Pieces,"25,000","1 950,00","0,00",
799,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,24,1751,Sortie,Toille a voille,Marseille,Italie,"23 123,00",Livres,"0,800","18 498,00","0,40",
800,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,24,1751,Sortie,Treilly,Marseille,Italie,"300,00",Livres,"1,250","375,00","0,00",
801,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,24,1751,Sortie,Trenelle d'espars,Marseille,Italie,"2 560,00",Livres,"0,150","384,00","0,00",
802,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,24,1751,Sortie,Truffes,Marseille,Italie,"664,00",Livres,"4,000","2 656,00","0,00",
803,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,24,1751,Sortie,Tuilles,Marseille,Italie,"2 000,00",Livres,"0,024","48,00","0,00",
804,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,24,1751,Sortie,Vanille,Marseille,Italie,"510,00",Livres,"20,000","10 200,00","0,00",
805,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,24,1751,Sortie,Velours,Marseille,Italie,"222,00",Pieces,"400,000","88 800,00","0,00",
806,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,24,1751,Sortie,Verdet,Marseille,Italie,"64 841,00",Livres,"0,800","51 872,00","0,80",
807,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,24,1751,Sortie,Vermichel,Marseille,Italie,"750,00",Livres,"0,200","150,00","0,00",
808,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,24,1751,Sortie,Vermillon,Marseille,Italie,"790,00",Livres,"5,000","3 950,00","0,00",
809,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,24,1751,Sortie,Vestes vieilles,Marseille,Italie,"11,00",En nombre,"6,000","66,00","0,00",
810,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,24,1751,Sortie,Vin blanc,Marseille,Italie,"130,00",Milleroles,"18,000","2 340,00","0,00",
811,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,24,1751,Sortie,Vin blanc,Marseille,Italie,"400,00",Livres,"0,100","40,00","0,00",
812,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,24,1751,Sortie,Vin de bourgogne,Marseille,Italie,"454,00",Milleroles,"50,000","22 700,00","0,00",
813,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,24,1751,Sortie,Vin de champagne,Marseille,Italie,"89,00",Milleroles,"60,000","5 340,00","0,00",
814,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,24,1751,Sortie,Vin de chipres,Marseille,Italie,"3,00",Milleroles,"60,000","180,00","0,00",
815,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,24,1751,Sortie,Vin de chipres,Marseille,Italie,"545,00",Livres,"0,300","163,00","0,50",
816,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,24,1751,Sortie,Vin de cote rotie,Marseille,Italie,"28,00",Milleroles,"40,000","1 120,00","0,00",
817,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,24,1751,Sortie,Vin d'Espagne,Marseille,Italie,"12,00",Milleroles,"40,000","480,00","0,00",
818,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,24,1751,Sortie,Vin muscat,Marseille,Italie,"497,00",Milleroles,"20,000","9 940,00","0,00",
819,Requia,Archives de la CCI de Marseille - I 23 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1751,Local,Marseille,24,1751,Sortie,Vin rouge commun,Marseille,Italie,"104,75",Charges,"9,000","942,00","0,75",
