Data entry by,Source,Year,Sheet,Marchandises,Pays,Quantité,Leur valeur,Leur Valeur (sub-total 1),Leur Valeur (sub-total 2),Total,Remarks,
Fatima zahra,,1775,57,Etaim ; vieux,Allemagne,1 463,1 233,,,497 744,,
Fatima zahra,,1775,57,Estrasse de soye,Levant,12 118,3 029,,,12 522,,
Fatima zahra,,1775,57,Estrasse de soye,Savoye,37 974,9 493,,,12 522,,
Fatima zahra,,1775,59,Etoffe ; de soye ; diverses,Danemark,38,1 540,199 440,1 338 737,1 364 839,,
Fatima zahra,,1775,59,Etoffe ; de soye ; diverses,Italie,1 386,55 460,199 440,1 338 737,1 364 839,,
Fatima zahra,,1775,59,Etoffe ; de soye ; diverses,Genes,1 648,65 920,199 440,1 338 737,1 364 839,,
Fatima zahra,,1775,59,Etoffe ; de soye ; diverses,Savoye,1 905,76 220,199 440,1 338 737,1 364 839,,
Fatima zahra,,1775,59,Etoffe ; de soye ; des Indes,Indes,3 386,203 160,1 338 737,,1 364 839,,
Fatima zahra,,1775,59,Etoffe ; de soye ; de Levant,Levant,1 366,40 980,1 338 737,,1 364 839,,
Fatima zahra,,1775,59,Etoffe ; de soye ; satin,Levant,7 298,291 920,1 338 737,,1 364 839,,
Fatima zahra,,1775,59,Etoffe ; de soye ; velour,Italie,224,8 960,532 010,1 338 737,1 364 839,,
Fatima zahra,,1775,59,Etoffe ; de soye ; velour,Genes,10 211,510 550,532 010,1 338 737,1 364 839,,
Fatima zahra,,1775,59,Etoffe ; de soye ; velour,Savoye,250,12 500,532 010,1 338 737,1 364 839,,
Fatima zahra,,1775,59,Etoffe ; de soye ; voile,Savoye,1 580,71 527,1 338 737,,1 364 839,,
Fatima zahra,,1775,61,Etoffe ; meslée de soye ; peluche,Hollande,522,26 102,26 102,,1 364 839,,
Fatima zahra,,1775,63,Eventails,Indes,19 172,14 379,,,402 028,,
Fatima zahra,,1775,65,Farine,Angleterre,4 243 108,346 947,,,402 028,,
Fatima zahra,,1775,65,Farine,Espagne,230 750,46 150,,,402 028,,
Fatima zahra,,1775,65,Farine,Flandre,19 980,3 996,,,402 028,,
Fatima zahra,,1775,65,Farine,Nord,26 100,3 915,,,402 028,,
Fatima zahra,,1775,65,Farine,Savoye,5 100,1 020,,,402 028,,
Fatima zahra,,1775,65,Faulx à faucher,Hollande,4 545,2 727,,,63 766,,
Fatima zahra,,1775,65,Faulx à faucher,Italie,55 900,27 950,,,63 766,,
Fatima zahra,,1775,65,Faulx à faucher,Nord,51 480,30 888,,,63 766,,
Fatima zahra,,1775,65,Faulx à faucher,Savoye,4 402,2 201,,,63 766,,
Fatima zahra,,1775,65,fayance,Allemagne,101 463,26 465,,,30 346,,
Fatima zahra,,1775,65,fayance,Espagne,8 600,1 720,,,30 346,,
Fatima zahra,,1775,65,fayance,Hollande,720,2 161,,,30 346,,
Fatima zahra,,1775,65,Fer ; en ancres,Espagne,97 963,24 492,250 598,,5 120 635,,
Fatima zahra,,1775,65,Fer ; en ancres,Hollande,30 660,9 192,250 598,,5 120 635,,
Fatima zahra,,1775,65,Fer ; en ancres,Suede,667 720,216 914,250 598,,5 120 635,,
Fatima zahra,,1775,65,Fer ; en barres,Allemagne,2 443 584,312 786,3 995 162,,5 120 635,,
Fatima zahra,,1775,65,Fer ; en barres,Angleterre,8 855,1 328,3 995 162,,5 120 635,,
Fatima zahra,,1775,65,Fer ; en barres,Danemark,310 369,55 911,3 995 162,,5 120 635,,
Fatima zahra,,1775,65,Fer ; en barres,Espagne,12 708 355,1 977 838,3 995 162,,5 120 635,,
Fatima zahra,,1775,65,Fer ; en barres,Flandre,178 750,24 915,3 995 162,,5 120 635,,
Fatima zahra,,1775,65,Fer ; en barres,Hollande,952 379,158 740,3 995 162,,5 120 635,,
Fatima zahra,,1775,65,Fer ; en barres,Italie,27 075,4 061,3 995 162,,5 120 635,,
Fatima zahra,,1775,65,Fer ; en barres,Genes,184 200,27 630,3 995 162,,5 120 635,,
Fatima zahra,,1775,65,Fer ; en barres,Nord,2 387 721,383 642,3 995 162,,5 120 635,,
Fatima zahra,,1775,65,Fer ; en barres,Russie,679 418,124 000,3 995 162,,5 120 635,,
Fatima zahra,,1775,65,Fer ; en barres,Suede,5 249 218,924 311,3 995 162,,5 120 635,,
Fatima zahra,,1775,65,Fer ; en batterie,Allemagne,108 956,21 811,24 001,,5 120 635,,
Fatima zahra,,1775,65,Fer ; en batterie,Hollande,10 950,2 190,24 001,,5 120 635,,
Fatima zahra,,1775,65,Fer ; blanc,Allemagne,49 274,29 564,460 165,,5 120 635,,
Fatima zahra,,1775,65,Fer ; blanc,Espagne,21 500,6 785,460 165,,5 120 635,,
Fatima zahra,,1775,65,Fer ; blanc,Flandre,113 774,66 496,460 165,,5 120 635,,
Fatima zahra,,1775,65,Fer ; blanc,Hollande,149 048,124 524,460 165,,5 120 635,,
Fatima zahra,,1775,65,Fer ; blanc,Genes,100 934,50 467,460 165,,5 120 635,,
Fatima zahra,,1775,65,Fer ; blanc,Nord,361 058,180 529,460 165,,5 120 635,,
Fatima zahra,,1775,65,Fer ; blanc,Savoye,3 000,1 800,460 165,,5 120 635,,
Fatima zahra,,1775,65,Fer ; en casses,Suisse,17 880,3 576,,,5 120 635,,
Fatima zahra,,1775,67,Fer ; en cercles,Espagne,24 400,7 320,95 543,,5 120 635,,
Fatima zahra,,1775,67,Fer ; en cercles,Flandre,39 490,11 847,95 543,,5 120 635,,
Fatima zahra,,1775,67,Fer ; en cercles,Hollande,225 378,64 001,95 543,,5 120 635,,
Fatima zahra,,1775,67,Fer ; en cercles,Nord,27 500,8 250,95 543,,5 120 635,,
Fatima zahra,,1775,67,Fer ; en cercles,Suede,13 950,4 125,95 543,,5 120 635,,
Fatima zahra,,1775,67,Fer ; coulé,Allemagne,772 915,77 290,95 765,,5 120 635,,
Fatima zahra,,1775,67,Fer ; coulé,Flandre,147 365,14 736,95 765,,5 120 635,,
Fatima zahra,,1775,67,Fer ; coulé,Hollande,37 393,3 739,95 765,,5 120 635,,
Fatima zahra,,1775,67,Fer ; enclumes,Hollande,15 736,3 109,,,5 120 635,,
Fatima zahra,,1775,67,Fer ; en fouilles,Hollande,6 600,2 640,,,5 120 635,,
Fatima zahra,,1775,67,Fer ; en fleaux,Hollande,,1 440,,,5 120 635,,
Fatima zahra,,1775,67,Fer ; à lames,Angleterre,8 250,1 237,,,5 120 635,,
Fatima zahra,,1775,67,Fer ; noir,Allemagne,7 680,1 581,7 664,,5 120 635,,
Fatima zahra,,1775,67,Fer ; noir,Flandre,9 568,5 003,7 664,,5 120 635,,
Fatima zahra,,1775,67,Fer ; noir,Russie,2 702,1 080,7 664,,5 120 635,,
Fatima zahra,,1775,67,Fer ; ouvré,Hollande,61 729,15 930,17 251,,5 120 635,,
Fatima zahra,,1775,67,Fer ; ouvré,Savoye,5 286,1 321,17 251,,5 120 635,,
Fatima zahra,,1775,67,Fer ; en plaques,Hollande,253 449,47 907,,,5 120 635,,
Fatima zahra,,1775,67,Fer ; en platines,Flandre,118 780,35 634,,,5 120 635,,
Fatima zahra,,1775,67,Fer ; en poeles à frire,Hollande,59 237,22 331,23 748,,5 120 635,,
Fatima zahra,,1775,67,Fer ; en poeles à frire,Nord,4 050,1 417,23 748,,5 120 635,,
Fatima zahra,,1775,67,Fer ; en toule,Flandre,25 015,6 397,53 845,,5 120 635,,
Fatima zahra,,1775,67,Fer ; en toule,Hollande,42 474,19 181,53 845,,5 120 635,,
Fatima zahra,,1775,67,Fer ; en toule,Nord,15 440,8 172,53 845,,5 120 635,,
Fatima zahra,,1775,67,Fer ; en toule,Suede,66 400,20 095,53 845,,5 120 635,,
Fatima zahra,,1775,67,Fer ; ferement,Hollande,4 500,1 350,,,5 120 635,,
Fatima zahra,,1775,67,Fideaux,Italie,9 053,2 263,,,,,
Fatima zahra,,1775,69,Fil ; à coudre ; blanc,Flandre,16 023,40 058,211 232,2 450 102,2 701 890,,
Fatima zahra,,1775,69,Fil ; à coudre ; blanc,Hollande,76 193,157 626,211 232,2 450 102,2 701 890,,
Fatima zahra,,1775,69,Fil ; à coudre ; blanc,Italie,2 454,4 908,211 232,2 450 102,2 701 890,,
Fatima zahra,,1775,69,Fil ; à coudre ; blanc,Nord,2 880,8 640,211 232,2 450 102,2 701 890,,
Fatima zahra,,1775,69,Fil ; à coudre ; épinal,Flandre,234 523,586 307,2 450 102,,2 701 890,,
Fatima zahra,,1775,69,Fil ; à coudre ; de chanvre,Allemagne,58 881,59 737,62 239,2 450 102,2 701 890,,
Fatima zahra,,1775,69,Fil ; à coudre ; de chanvre,Savoye,3 337,2 502,62 239,2 450 102,2 701 890,,
Fatima zahra,,1775,69,Fil ; à coudre ; de chevre,Flandre,2 000,6 000,1 590 324,2 450 102,2 701 890,,
Fatima zahra,,1775,69,Fil ; à coudre ; de chevre,Italie,4 830,14 490,1 590 324,2 450 102,2 701 890,,
Fatima zahra,,1775,69,Fil ; à coudre ; de chevre,naples,4 000,12 000,1 590 324,2 450 102,2 701 890,,
Fatima zahra,,1775,69,Fil ; à coudre ; de chevre,levant,519 278,1 557 834,1 590 324,2 450 102,2 701 890,,
Fatima zahra,,1775,69,Fil ; à dentelle,Flandre,642,51 300,,,2 701 890,,
Fatima zahra,,1775,69,Fil ; d'étoupes,Allemagne,11 241,6 436,,,2 701 890,,
Fatima zahra,,1775,69,Fil ; de lin ; bis,Flandre,1 543,2 320,163 509,,2 701 890,,
Fatima zahra,,1775,69,Fil ; de lin ; blanc,Allemagne,5 425,16 275,19 675,163 509,2 701 890,,
Fatima zahra,,1775,69,Fil ; de lin ; blanc,Flandre,850,3 400,19 675,163 509,2 701 890,,
Fatima zahra,,1775,69,Fil ; de lin ; record,Allemagne,91 190,141 514,163 509,,2 701 890,,
Fatima zahra,,1775,69,Fil ; de Piemont,genes,8 210,8 210,,,2 701 890,,
Fatima zahra,,1775,69,Fil ; à voile,Hollande,4 710,4 710,22 333,,2 701 890,,
Fatima zahra,,1775,69,Fil ; à voile,Italie,14 100,14 100,22 333,,2 701 890,,
Fatima zahra,,1775,69,Fil ; à voile,Genes,1 370,1 370,22 333,,2 701 890,,
Fatima zahra,,1775,69,Fil ; à voile,Savoye,2 153,2 153,22 333,,2 701 890,,
Fatima zahra,,1775,69,Fil ; de fer,Allemagne,72 849,36 424,139 886,,2 020 108,,
Fatima zahra,,1775,69,Fil ; de fer,Flandre,6 750,3 375,139 886,,2 020 108,,
Fatima zahra,,1775,69,Fil ; de fer,Hollande,60 017,28 981,139 886,,2 020 108,,
Fatima zahra,,1775,69,Fil ; de fer,Suisse,177 765,71 106,139 886,,2 020 108,,
Fatima zahra,,1775,69,Fil ; de téton,Allemagne,157 467,204 707,1 880 222,,2 020 108,,
Fatima zahra,,1775,69,Fil ; de téton,Danemark,3 250,4 875,1 880 222,,2 020 108,,
Fatima zahra,,1775,69,Fil ; de téton,Hollande,207 800,519 501,1 880 222,,2 020 108,,
Fatima zahra,,1775,69,Fil ; de téton,Nord,42 265,59 171,1 880 222,,2 020 108,,
Fatima zahra,,1775,69,Fil ; de téton,Suede,779 949,1 091 968,1 880 222,,2 020 108,,
Fatima zahra,,1775,71,Filets à pecher d'espars,Espagne,1 714,65 580,,,,,
Fatima zahra,,1775,71,Fleurs ; artificielles,Italie,103,5 150,65 008,,69 708,,
Fatima zahra,,1775,71,Fleurs ; artificielles,Genes,1 152,57 600,65 008,,69 708,,
Fatima zahra,,1775,71,Fleurs ; artificielles,Savoye,149,2 258,65 008,,69 708,,
Fatima zahra,,1775,71,Fleurs ; de chine,Indes,20,2 000,,,69 708,,
Fatima zahra,,1775,71,Fleurs ; d'orange,Italie,3 600,2 700,,,69 708,,
Fatima zahra,,1775,71,Fleuret,Suisse,84 120,672 960,,,,,
Fatima zahra,,1775,71,Foin,Allemagne,61,9 270,,,,,
Fatima zahra,,1775,71,Folicule de sené,Italie,26 488,132 440,,,,,
Fatima zahra,,1775,71,Frange de soye,Savoye,100,3 000,,,,,
Fatima zahra,,1775,71,Fromage ; commun,Allemagne,46 121,14 835,964 099,,2 023 190,,
Fatima zahra,,1775,71,Fromage ; commun,Flandre,14 901,4 538,964 099,,2 023 190,,
Fatima zahra,,1775,71,Fromage ; commun,Genes,24 550,7 365,964 099,,2 023 190,,
Fatima zahra,,1775,71,Fromage ; commun,Nord,3 425,1 027,964 099,,2 023 190,,
Fatima zahra,,1775,71,Fromage ; commun,Savoye,517 306,140 056,964 099,,2 023 190,,
Fatima zahra,,1775,71,Fromage ; commun,Suisse,2 340 665,796 278,964 099,,2 023 190,,
Fatima zahra,,1775,71,Fromage ; de Gruyere,geneve,66 841,23 254,,,2 023 190,,
Fatima zahra,,1775,71,Fromage ; d'holllande,Hollande,3 034 839,1 035 837,,,2 023 190,,
Fatima zahra,,1775,71,Fruits ; cruds,Allemagne,101 360,2 802,48 467,,1 409 986,le total devrait être ,1 409 981
Fatima zahra,,1775,71,Fruits ; cruds,Italie,21 600,1 080,48 467,,1 409 986,,
Fatima zahra,,1775,71,Fruits ; cruds,genes,401 720,20 086,48 467,,1 409 986,,
Fatima zahra,,1775,71,Fruits ; cruds,levant,,,48 467,,1 409 986,,
Fatima zahra,,1775,71,Fruits ; cruds,Savoye,139 145,24 499,48 467,,1 409 986,,
Fatima zahra,,1775,73,Fruits; secs,Espagne,1 667 960,294 991,1 361 519,,1 409 986,le total devrait être ,1 361 514
Fatima zahra,,1775,73,Fruits; secs,Flandre,139 080,20 862,1 361 519,,1 409 986,,
Fatima zahra,,1775,73,Fruits; secs,Hollande,21 240,3 272,1 361 519,,1 409 986,,
Fatima zahra,,1775,73,Fruits; secs,Italie,599 700,93 060,1 361 519,,1 409 986,,
Fatima zahra,,1775,73,Fruits; secs,naples,3 643 500,471 450,1 361 519,,1 409 986,,
Fatima zahra,,1775,73,Fruits; secs,levant,1 940 440,373 950,1 361 519,,1 409 986,,
Fatima zahra,,1775,73,Fruits; secs,Portugal,701 802,90 758,1 361 519,,1 409 986,,
Fatima zahra,,1775,73,Fruits; secs,Savoye,93 255,13 171,1 361 519,,1 409 986,,
Fatima zahra,,1775,73,Futailles,Italie,1 280,6 400,,,8 852,,
Fatima zahra,,1775,73,Futailles,Nord,586,2 452,,,8 852,,
Fatima zahra,,1775,73,Fuzeaux,Allemagne,87 900,4 501,,,,,
Fatima zahra,,1775,73,Galles,Espagne,4 700,1 880,,,254 168,,
Fatima zahra,,1775,73,Galles,Italie,10 750,4 300,,,254 168,,
Fatima zahra,,1775,73,Galles,naples,21 100,8 440,,,254 168,,
Fatima zahra,,1775,73,Galles,levant,506 970,202 788,,,254 168,,
Fatima zahra,,1775,73,Galles,Savoye,122 383,36 760,,,254 168,,
Fatima zahra,,1775,75,Garance,Allemagne,39 121,23 809,,,437 267,,
Fatima zahra,,1775,75,Garance,Espagne,5 400,3 240,,,437 267,,
Fatima zahra,,1775,75,Garance,Hollande,638 766,373 168,,,437 267,,
Fatima zahra,,1775,75,Garance,Nord,73 893,37 050,,,437 267,,
Fatima zahra,,1775,75,Geroffle,Espagne,150,1 425,,,424 851,,
Fatima zahra,,1775,75,Geroffle,Hollande,41 106,408 426,,,424 851,,
Fatima zahra,,1775,75,Geroffle,Savoye,1 500,15 000,,,424 851,,
Fatima zahra,,1775,75,Gibier,Savoye,5 042,5 042,,,,,
Fatima zahra,,1775,75,Gingembre,Hollande,46 515,18 349,,,33 031,,
Fatima zahra,,1775,75,Gingembre,isles,48 924,14 682,,,33 031,,
Fatima zahra,,1775,75,Gomme à dragant,levant,6 711,10 066,,,425 553,,
Fatima zahra,,1775,77,Gomme ; arabique,Espagne,13 885,8 330,245 727,,425 553,,
Fatima zahra,,1775,77,Gomme ; arabique,levant,391 947,235 168,245 727,,425 553,,
Fatima zahra,,1775,77,Gomme ; arabique,Indes,4 053,2 229,245 727,,425 553,,
Fatima zahra,,1775,77,Gomme ; de cedre,Flandre,7 930,6 344,,,425 553,,
Fatima zahra,,1775,77,Gomme ; commune,Allemagne,2 100,1 050,,,425 553,,
Fatima zahra,,1775,77,Gomme ; cepale,Portugal,,3 442,,,425 553,,
Fatima zahra,,1775,77,Gomme ; élemi,Hollande,975,1 950,,,425 553,,
Fatima zahra,,1775,77,Gomme ; de gayac,isles,3 880,9 715,,,425 553,,
Fatima zahra,,1775,77,Gomme ; lacque,Hollande,11 074,17 037,62 097,,425 553,,
Fatima zahra,,1775,77,Gomme ; lacque,Indes,60 081,45 060,62 097,,425 553,,
Fatima zahra,,1775,77,Gomme ; de sandara,Angleterre,1 800,2 700,43 440,,425 553,,
Fatima zahra,,1775,77,Gomme ; de sandara,Espagne,3 000,4 500,43 440,,425 553,,
Fatima zahra,,1775,77,Gomme ; de sandara,Italie,17 950,25 425,43 440,,425 553,,
Fatima zahra,,1775,77,Gomme ; de sandara,levant,7 210,10 815,43 440,,425 553,,
Fatima zahra,,1775,77,Gomme ; de sénégal,Flandre,54 085,27 042,22 922,,425 553,le total devrait être ,29 922
Fatima zahra,,1775,77,Gomme ; de sénégal,Hollande,5 760,2 880,22 922,,425 553,,
Fatima zahra,,1775,77,Gomme ; thurique,levant,23 600,11 800,,,425 553,,
Fatima zahra,,1775,77,Grabeau ; de cochenille,Espagne,12 694,63 470,,,65 987,,
Fatima zahra,,1775,77,Grabeau ; d'encens,levant,11 972,1 197,,,65 987,,
Fatima zahra,,1775,77,Grabeau ; de poivre,Savoye,3 300,1 320,,,65 987,,
Fatima zahra,,1775,77,Graine ; de chanvre,Savoye,8 100,2 025,,,395 043,,
Fatima zahra,,1775,77,Graine ; d'ecarlatte,Espagne,916,2 748,,,395 043,,
Fatima zahra,,1775,77,Graine ; de jardin,Angleterre,5 454,5 454,6 955,,395 043,,
Fatima zahra,,1775,77,Graine ; de jardin,Hollande,1 501,1 501,6 955,,395 043,,
Fatima zahra,,1775,77,Graine ; jaune,Espagne,15 085,4 525,,,395 043,,
Fatima zahra,,1775,77,Graine ; de lin,Angleterre,84 220,8 422,304 553,,395 043,,
Fatima zahra,,1775,77,Graine ; de lin,Hollande,1 084 380,216 876,304 553,,395 043,,
Fatima zahra,,1775,77,Graine ; de lin,Nord,338 080,50 712,304 553,,395 043,,
Fatima zahra,,1775,77,Graine ; de lin,Russie,190 290,28 543,304 553,,395 043,,
Fatima zahra,,1775,77,Graine ; longue,Italie,20 000,2 000,,,395 043,,
Fatima zahra,,1775,77,Graine ; longue,levant,614 690,61 469,,,395 043,,
Fatima zahra,,1775,77,Graine ; de navette,Allemagne,33 385,7 708,,,395 043,,
Fatima zahra,,1775,79,Graine ; de treffle,Savoye,6 867,1 373,,,395 043,,
Fatima zahra,,1775,79,Graine ; verte,Espagne,6 750,1 687,,,395 043,,
Fatima zahra,,1775,79,Graisse,Savoye,6 272,2 086,,,,,
Fatima zahra,,1775,79,Gruau,Hollande,9 320,2 796,,,,,
Fatima zahra,,1775,79,Habillements,Allemagne,,3 563,,,4 608,,
Fatima zahra,,1775,79,Habillements,geneve,,1 045,,,4 608,,
Fatima zahra,,1775,79,Harangs ; blancs,Italie,7 000,1 400,24 762,,24 762,,
Fatima zahra,,1775,79,Harangs ; blancs,Russie,38 250,9 562,24 762,,24 762,,
Fatima zahra,,1775,79,Harangs ; blancs,Savoye,25 000,2 500,24 762,,24 762,,
Fatima zahra,,1775,79,Harangs ; blancs,Suede,45 200,11 300,24 762,,24 762,,
Fatima zahra,,1775,79,Horlogerie,Allemagne,,1 608,,,116 703,,
Fatima zahra,,1775,79,Horlogerie,geneve,,32 429,,,116 703,,
Fatima zahra,,1775,79,Horlogerie,Savoye,,55 358,,,116 703,,
Fatima zahra,,1775,79,Horlogerie,Suisse,,27 308,,,116 703,,
Fatima zahra,,1775,81,Houblon,Flandre,111 870,17 305,,,,,
Fatima zahra,,1775,81,Houpes de cignes,Flandre,,1 565,,,,,
Fatima zahra,,1775,81,Huile ; de geroffle,Hollande,151,3 030,,,10 060 706,,
Fatima zahra,,1775,81,Huile ; de graine,Allemagne,2 988,1 177,144 644,,10 060 706,,
Fatima zahra,,1775,81,Huile ; de graine,Flandre,7 492,7 492,144 644,,10 060 706,,
Fatima zahra,,1775,81,Huile ; de graine,Hollande,349 547,134 735,144 644,,10 060 706,,
Fatima zahra,,1775,81,Huile ; de graine,Russie,3 100,1 240,144 644,,10 060 706,,
Fatima zahra,,1775,81,Huile ; de laurier,Hollande,2 765,2 765,,,10 060 706,,
Fatima zahra,,1775,81,Huile ; de lin,Flandre,11 010,3 853,57 486,,10 060 706,,
Fatima zahra,,1775,81,Huile ; de lin,Hollande,71 509,22 378,57 486,,10 060 706,,
Fatima zahra,,1775,81,Huile ; de lin,Italie,26 600,9 310,57 486,,10 060 706,,
Fatima zahra,,1775,81,Huile ; de lin,naples,73 150,21 945,57 486,,10 060 706,,
Fatima zahra,,1775,81,Huile ; de navette,Hollande,198 660,79 464,,,10 060 706,,
Fatima zahra,,1775,81,Huile ; de noix,Hollande,26 400,19 800,21 924,,10 060 706,,
Fatima zahra,,1775,81,Huile ; de noix,Savoye,5 312,2 124,21 924,,10 060 706,,
Fatima zahra,,1775,81,Huile ; d'olive,Espagne,248 122,124 061,8 354 317,,10 060 706,,
Fatima zahra,,1775,81,Huile ; d'olive,Hollande,2 700,1 620,8 354 317,,10 060 706,,
Fatima zahra,,1775,81,Huile ; d'olive,Italie,13 340 977,5 336 391,8 354 317,,10 060 706,,
Fatima zahra,,1775,81,Huile ; d'olive,naples,9 962,398 480,8 354 317,,10 060 706,,
Fatima zahra,,1775,81,Huile ; d'olive,Genes,13 996,559 840,8 354 317,,10 060 706,,
Fatima zahra,,1775,81,Huile ; d'olive,levant,4 366,1 746 440,8 354 317,,10 060 706,,
Fatima zahra,,1775,81,Huile ; d'olive,Portugal,88 150,52 445,8 354 317,,10 060 706,,
Fatima zahra,,1775,81,Huile ; d'olive,Savoye,3 376,135 040,8 354 317,,10 060 706,,
Fatima zahra,,1775,81,Huile ; de poisson,Angleterre,9 575,2 393,1 009 921,,10 060 706,,
Fatima zahra,,1775,81,Huile ; de poisson,Espagne,333 860,83 465,1 009 921,,10 060 706,,
Fatima zahra,,1775,81,Huile ; de poisson,Flandre,27 470,10 988,1 009 921,,10 060 706,,
Fatima zahra,,1775,81,Huile ; de poisson,Hollande,715 332,262 365,1 009 921,,10 060 706,,
Fatima zahra,,1775,81,Huile ; de poisson,Nord,3 778,1 319,1 009 921,,10 060 706,,
Fatima zahra,,1775,81,Huile ; de poisson,Portugal,1 121 376,280 344,1 009 921,,10 060 706,,
Fatima zahra,,1775,81,Huile ; de poisson,Savoye,18 000,4 500,1 009 921,,10 060 706,,
Fatima zahra,,1775,81,Huile ; de poisson,isles,1 458 188,364 547,1 009 921,,10 060 706,,
Fatima zahra,,1775,81,Huile ; de rabette,Flandre,4 993,1 772,50 173,,10 060 706,,
Fatima zahra,,1775,81,Huile ; de rabette,Hollande,134 560,47 096,50 173,,10 060 706,,
Fatima zahra,,1775,81,Huile ; de rabette,Suede,3 730,1 305,50 173,,10 060 706,,
Fatima zahra,,1775,81,Huile ; de vitriol,Angleterre,81 000,324 000,336 982,,10 060 706,,
Fatima zahra,,1775,81,Huile ; de vitriol,Hollande,11 641,9 782,336 982,,10 060 706,,
Fatima zahra,,1775,81,Huile ; de vitriol,Savoye,800,3 200,336 982,,10 060 706,,
Fatima zahra,,1775,83,Huitres,Angleterre,2 936,2 930,,,,,
Fatima zahra,,1775,83,Jais,Espagne,84 108,12 616,,,,,
Fatima zahra,,1775,83,Jalap,Espagne,34 397,56 058,,,57 773,,
Fatima zahra,,1775,83,Jalap,Hollande,980,1 715,,,57 773,,
Fatima zahra,,1775,83,Jambons,Allemagne,10 571,5 284,,,10 056,,
Fatima zahra,,1775,83,Jambons,Espagne,2 984,1 789,,,10 056,,
Fatima zahra,,1775,83,Jambons,Hollande,3 233,1 939,,,10 056,,
Fatima zahra,,1775,83,Jambons,Russie,1 740,1 044,,,10 056,,
Fatima zahra,,1775,83,Jaune de Naples,Naples,1 700,1 275,,,,,
Fatima zahra,,1775,83,Jeux ; de moulin,Flandre,27 863,8 358,,,8 358,,
Fatima zahra,,1775,83, Inde fine,Hollande,1 150,4 600,,,,,
Fatima zahra,,1775,83,Indigo,Anlgeterre,9 533,95 330,,,10 507 606,,
Fatima zahra,,1775,83,Indigo,Espagne,68 748,781 744,,,10 507 606,,
Fatima zahra,,1775,83,Indigo,Flandre,9 445,94 450,,,10 507 606,,
Fatima zahra,,1775,83,Indigo,Hollande,22 702,222 860,,,10 507 606,,
Fatima zahra,,1775,83,Indigo,Italie,548,2 740,,,10 507 606,,
Fatima zahra,,1775,83,Indigo,Savoye,800,4 000,,,10 507 606,,
Fatima zahra,,1775,83,Indigo,Isles,1 275 179,9 300 404,,,10 507 606,,
Fatima zahra,,1775,83,Indigo,Indes,4 052,6 078,,,10 507 606,,
Fatima zahra,,1775,83,Instruments de musique,Allemagne,9 915,99 223,,,115 953,,
Fatima zahra,,1775,83,Instruments de musique,Anlgeterre,116,1 160,,,115 953,,
Fatima zahra,,1775,83,Instruments de musique,Flandre,3 668,9 170,,,115 953,,
Fatima zahra,,1775,83,Instruments de musique,Hollande,2 560,6 400,,,115 953,,
Fatima zahra,,1775,85,Joncs,Flandre,55 270,7 840,,,41 358,,
Fatima zahra,,1775,85,Joncs,Indes,22 350,33 518,,,41 358,,
Fatima zahra,,1775,85,Jpecacuanns,Italie,22 605,67 815,,,,,
Fatima zahra,,1775,85,Jrix,Italie,55 823,27 911,,,,,
Fatima zahra,,1775,85,Jus ; de citron,Italie,150 340,45 102,92 928,,191 244,,
Fatima zahra,,1775,85,Jus ; de citron,Naples,14 000,4 200,92 928,,191 244,,
Fatima zahra,,1775,85,Jus ; de citron,Genes,23 500,7 050,92 928,,191 244,,
Fatima zahra,,1775,85,Jus ; de citron,Levant,106 000,31 800,92 928,,191 244,,
Fatima zahra,,1775,85,Jus ; de citron,Isles,6 368,4 776,92 928,,191 244,,
Fatima zahra,,1775,85,Jus ; de reglisse,Italie,36 705,12 846,98 316,,191 244,,
Fatima zahra,,1775,85,Jus ; de reglisse,Genes,244 400,85 470,98 316,,191 244,,
Fatima zahra,,1775,85,Larque place,Italie,4 000,6 000,,,13 200,,
Fatima zahra,,1775,85,Larque place,Genes,4 000,7 200,,,13 200,,
Fatima zahra,,1775,85,Laine ; d'Allemagne,Hollande,17 068,17 068,556 502,,14 947 912,,
Fatima zahra,,1775,85,Laine ; d'Allemagne,Nord,539 434,539 434,556 502,,14 947 912,,
Fatima zahra,,1775,85,Laine ; batarde,Levant,33 504,23 452,,,14 947 912,,
Fatima zahra,,1775,85,Laine ; de Carmenie,Hollande,514,3 084,,,14 947 912,,
Fatima zahra,,1775,85,Laine ; de chevron,Levant,177 483,266 224,,,14 947 912,,
Fatima zahra,,1775,85,Laine ; commune,Espagne,32 150,24 230,750 228,,14 947 912,,
Fatima zahra,,1775,85,Laine ; commune,Hollande,3 100,4 650,750 228,,14 947 912,,
Fatima zahra,,1775,85,Laine ; commune,Italie,206 000,103 000,750 228,,14 947 912,,
Fatima zahra,,1775,85,Laine ; commune,Levant,772 935,618 348,750 228,,14 947 912,,
Fatima zahra,,1775,85,Laine ; d'Espagne,Espagne,2 488 286,7 464 860,7 520 877,,14 947 912,,
Fatima zahra,,1775,85,Laine ; d'Espagne,Portugal,16 005,56 017,7 520 877,,14 947 912,,
Fatima zahra,,1775,85,Laine ; fiée,Allemagne,1 358,2 874,18 977,,14 947 912,,
Fatima zahra,,1775,85,Laine ; fiée,Angleterre,3 724,12 903,18 977,,14 947 912,,
Fatima zahra,,1775,85,Laine ; fiée,Espagne,640,3 200,18 977,,14 947 912,,
