Data entry by,Source,Objet général,Year,Exports-Imports,Sheet,Marchandises,Pays,Quantité,Leur valeur,Leur Valeur (sub-total 1),Leur Valeur (sub-total 2),Total,Remarks
Fatima zahra,AN F12 242,Objet général,1775,Exports,130,Sucre ; cassonnade,Espagne,516952.00,206780.00,225740.00,,50945710.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,130,Sucre ; cassonnade,Nord,47400.00,18960.00,225740.00,,50945710.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,130,Sucre ; en pains,Espagne,5531.00,3900.00,156953.00,,50945710.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,130,Sucre ; en pains,geneve,75723.00,58476.00,156953.00,,50945710.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,130,Sucre ; en pains,Italie,21650.00,15349.00,156953.00,,50945710.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,130,Sucre ; en pains,Suisse,101472.00,74339.00,156953.00,,50945710.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,130,Sucre ; en pains,guinée,5901.00,4889.00,156953.00,,50945710.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,130,Sucre ; terré,Angleterre,124890.00,53702.00,8206258.00,,50945710.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,130,Sucre ; terré,Danemark,24500.00,10535.00,8206258.00,,50945710.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,130,Sucre ; terré,Espagne,24920.00,10715.00,8206258.00,,50945710.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,130,Sucre ; terré,Flandre,1959450.00,842563.00,8206258.00,,50945710.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,130,Sucre ; terré,geneve,70602.00,35301.00,8206258.00,,50945710.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,130,Sucre ; terré,Hollande,1276267.00,631038.00,8206258.00,,50945710.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,130,Sucre ; terré,Italie,1433508.00,634229.00,8206258.00,,50945710.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,130,Sucre ; terré,Nord,9649963.00,4864375.00,8206258.00,,50945710.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,130,Sucre ; terré,russie,1769378.00,886352.00,8206258.00,,50945710.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,130,Sucre ; terré,Savoye,19261.00,9630.00,8206258.00,,50945710.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,130,Sucre ; terré,Suede,303541.00,156351.00,8206258.00,,50945710.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,130,Sucre ; terré,Suisse,137505.00,68757.00,8206258.00,,50945710.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,130,Sucre ; terré,guinée,5146.00,2710.00,8206258.00,,50945710.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,130,Sucre ; teste,Nord,12420.00,4657.00,,,50945710.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,130,Suif,Angleterre,2720.00,1224.00,,,60310.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,130,Suif,Flandre,7995.00,3597.00,,,60310.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,130,Suif,Savoye,4190.00,2095.00,,,60310.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,130,Suif,Isles,111802.00,53394.00,,,60310.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,130,Tabac ; de la ferme,Italie,194625.00,583875.00,1412283.00,,1563888.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,130,Tabac ; de la ferme,Naples,123268.00,369804.00,1412283.00,,1563888.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,130,Tabac ; de la ferme,genes,125962.00,377886.00,1412283.00,,1563888.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,130,Tabac ; de la ferme,Savoye,2971.00,9203.00,1412283.00,,1563888.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,132,Tabac ; de la ferme,guinée,859.00,3006.00,1412283.00,,1563888.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,132,Tabac ; de la ferme,Indes,19614.00,68509.00,1412283.00,,1563888.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,132,Tabac ; en feuilles,Flandre,606420.00,151605.00,,,1563888.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,132,Tabatieres,Angleterre,,4000.00,,,21395.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,132,Tabatieres,Flandre,2485.00,17395.00,,,21395.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,132,Taffia,guinée,6609.00,26436.00,,,,
Fatima zahra,AN F12 242,Objet général,1775,Exports,132,Tapis,Allemagne,150.00,1200.00,,,,
Fatima zahra,AN F12 242,Objet général,1775,Exports,132,Tapisserie ; d'aubusson,Allemagne,1760.00,9050.00,29378.00,,80432.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,132,Tapisserie ; d'aubusson,Angleterre,550.00,3300.00,29378.00,,80432.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,132,Tapisserie ; d'aubusson,Italie,2138.00,12828.00,29378.00,,80432.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,132,Tapisserie ; d'aubusson,Portugal,510.00,1530.00,29378.00,,80432.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,132,Tapisserie ; d'aubusson,Suisse,445.00,2670.00,29378.00,,80432.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,132,Tapisserie ; d'auvergne,Suisse,850.00,3900.00,8860.00,,80432.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,132,Tapisserie ; d'auvergne,Isles,300.00,1200.00,8860.00,,80432.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,132,Tapisserie ; d'auvergne,guinée,1880.00,3760.00,8860.00,,80432.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,132,Tapisserie ; de Flandre,Allemagne,950.00,4400.00,,,80432.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,132,Tapisserie ; de Rouen,Portugal,18897.00,37794.00,,,80432.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,132,Tartre,Angleterre,14335.00,2867.00,,,54805.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,132,Tartre,Espagne,10488.00,3001.00,,,54805.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,132,Tartre,Italie,4235.00,1270.00,,,54805.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,132,Tartre,Levant,175610.00,42146.00,,,54805.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,132,Tartre,Suede,18405.00,5521.00,,,54805.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,132,Terebenthine,Allemagne,4727.00,1418.00,,,73668.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,132,Terebenthine,Hollande,578000.00,72250.00,,,73668.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,134,Terre ; grasse,Savoye,48500.00,4850.00,,,6323.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,134,Terre ; d'ombre,Nord,29460.00,1473.00,,,6323.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,134,Thé,Allemagne,2152.00,3012.00,,,4548971.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,134,Thé,Angleterre,1761040.00,3006844.00,,,4548971.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,134,Thé,Danemark,6028.00,10548.00,,,4548971.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,134,Thé,Espagne,2217.00,3879.00,,,4548971.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,134,Thé,Flandre,149193.00,262472.00,,,4548971.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,134,Thé,geneve,2057.00,3599.00,,,4548971.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,134,Thé,Hollande,663202.00,1160813.00,,,4548971.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,134,Thé,Italie,6633.00,16153.00,,,4548971.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,134,Thé,Naples,5181.00,15543.00,,,4548971.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,134,Thé,Genes,500.00,1500.00,,,4548971.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,134,Thé,Levant,412.00,1236.00,,,4548971.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,134,Thé,Nord,10569.00,18495.00,,,4548971.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,134,Thé,Suede,16821.00,29436.00,,,4548971.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,134,Thé,Suisse,5755.00,10071.00,,,4548971.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,134,Thé,Isles,3069.00,5370.00,,,4548971.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,134,Thon ; mariné,Savoye,1125.00,2250.00,,,2250.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,134,Toile ; bazin,Angleterre,1108.00,3324.00,113952.00,,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,134,Toile ; bazin,Espagne,6737.00,43645.00,113952.00,,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,134,Toile ; bazin,geneve,476.00,1152.00,113952.00,,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,134,Toile ; bazin,Isles,6324.00,63236.00,113952.00,,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,134,Toile ; bazin,guinée,259.00,2595.00,113952.00,,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,134,Toile ; beurriere,Espagne,4835.00,314275.00,,,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,134,Toile ; blancard,Espagne,381958.00,1432342.00,1442807.00,,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,134,Toile ; blancard,Isles,2990.00,10465.00,1442807.00,,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,134,Toile ; blanche et teinte,Allemagne,1450.00,5075.00,1621552.00,,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,134,Toile ; blanche et teinte,Espagne,142023.00,497080.00,1621552.00,,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,134,Toile ; blanche et teinte,Flandre,650.00,2275.00,1621552.00,,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,134,Toile ; blanche et teinte,geneve,3290.00,11515.00,1621552.00,,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,134,Toile ; blanche et teinte,Italie,308313.00,1079095.00,1621552.00,,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,134,Toile ; blanche et teinte,Portugal,1300.00,4550.00,1621552.00,,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,136,Toile ; blanche et teinte,Savoye,3240.00,11340.00,1621552.00,,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,136,Toile ; blanche et teinte,Suisse,3035.00,10622.00,1621552.00,,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,136,Toile ; bleu,Isles,1123.00,1123.00,,,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,136,Toile ; de Bretagne,Espagne,1909100.00,5727302.00,5868991.00,10395540.00,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,136,Toile ; de Bretagne,Portugal,18203.00,54609.00,5868991.00,10395540.00,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,136,Toile ; de Bretagne,Isles,26358.00,65898.00,5868991.00,10395540.00,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,136,Toile ; de Bretagne,guinée,2426.00,16982.00,5868991.00,10395540.00,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,136,Toile ; de Bretagne,Indes,14.00,4200.00,5868991.00,10395540.00,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,136,Toile ;id;  blanche,Espagne,2550.00,7650.00,12396.00,10395540.00,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,136,Toile ;id;  blanche,Isles,1582.00,4746.00,12396.00,10395540.00,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,136,Toile ; id; de brin,Isles,19910.00,39820.00,10395540.00,,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,136,Toile ;id;  à carreaux,Espagne,14079.00,15486.00,10395540.00,,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,136,Toile ; id ; de Coniboury,Isles,3025.00,6050.00,10395540.00,,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,136,Toile ; id; crée large,Espagne,385700.00,578550.00,589050.00,10395540.00,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,136,Toile ; id; crée large,Isles,1500.00,10500.00,589050.00,10395540.00,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,136,Toile ; id ; crue,Espagne,1500.00,1500.00,10395540.00,,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,136,Toile ; id; entre large,Espagne,11400.00,20520.00,10395540.00,,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,136,Toile ; id; étroitte,Portugal,13500.00,20250.00,10395540.00,,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,136,Toile ; id; de fougeres,Isles,5000.00,10000.00,10395540.00,,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,136,Toile ; id; gracienne,Espagne,1967600.00,2557880.00,2559440.00,10395540.00,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,136,Toile ; id; gracienne,Portugal,1200.00,1560.00,2559440.00,10395540.00,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,136,Toile ; id;  de halle,Angleterre,52248.00,52248.00,94021.00,10395540.00,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,136,Toile ; id;  de halle,Isles,20886.00,41773.00,94021.00,10395540.00,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,136,Toile ; id; de Landerneau,Isles,10400.00,10400.00,10395540.00,,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,136,Toile ; id; large,Espagne,1525.00,762767.00,777017.00,10395540.00,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,136,Toile ; id; large,Portugal,5700.00,14250.00,777017.00,10395540.00,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,136,Toile ; id; de Mayenne,Isles,200.00,1400.00,10395540.00,,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,136,Toile ; id; de ménage,Portugal,600.00,1200.00,4668.00,10395540.00,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,136,Toile ; id; de ménage,Isles,1734.00,3468.00,4668.00,10395540.00,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,136,Toile ; id; de Mortais,Isles,13550.00,94850.00,10395540.00,,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,136,Toile ; id; de Montagne,Isles,23000.00,46000.00,10395540.00,,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,136,Toile ; id; d'Olonne,Espagne,2340.00,2925.00,10395540.00,,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,136,Toile ; id; de Fils,Isles,2610.00,2871.00,10395540.00,,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,136,Toile ; id; rosconne,Espagne,55560.00,66672.00,10395540.00,,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,136,Toile ; id; de S Mais,Isles,4000.00,10000.00,10395540.00,,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,136,Toile ; id; de Vimouliers,Isles,12293.00,24587.00,10395540.00,,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,136,Toile ; id; à voile,Espagne,13590.00,13590.00,116626.00,10395540.00,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,136,Toile ; id; à voile,Isles,21136.00,21136.00,116626.00,10395540.00,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,136,Toile ; id; à voile,Indes,81900.00,81900.00,116626.00,10395540.00,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,136,Toile ; de chanvre,Hollande,1800.00,3600.00,503733.00,,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,136,Toile ; de chanvre,Suisse,1122.00,3371.00,503733.00,,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,136,Toile ; de chanvre,Isles,248381.00,496762.00,503733.00,,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,136,Toile ; de chateau Gentier,Espagne,1200.00,2400.00,,,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,138,Toile ; cirée,Angleterre,26355.00,26345.00,36051.00,,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,138,Toile ; cirée,Hollande,,4494.00,36051.00,,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,138,Toile ; cirée,Suisse,,1212.00,36051.00,,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,138,Toile ; cirée,Isles,4000.00,4000.00,36051.00,,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,138,Toile ; commune,Allemagne,19354.00,38708.00,1099910.00,,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,138,Toile ; commune,Espagne,254.00,20322.00,1099910.00,,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,138,Toile ; commune,Flandre,1454.00,116320.00,1099910.00,,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,138,Toile ; commune,Geneve,134.00,10720.00,1099910.00,,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,138,Toile ; commune,Italie,351.00,28080.00,1099910.00,,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,138,Toile ; commune,Levant,4670.00,373600.00,1099910.00,,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,138,Toile ; commune,Portugal,229.00,18320.00,1099910.00,,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,138,Toile ; commune,Savoye,233.00,18640.00,1099910.00,,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,138,Toile ; commune,Suisse,155.00,12400.00,1099910.00,,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,138,Toile ; commune,Isles,5785.00,462800.00,1099910.00,,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,138,Toile ; de coton,Allemagne,16845.00,101070.00,381308.00,,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,138,Toile ; de coton,Espagne,1235.00,13585.00,381308.00,,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,138,Toile ; de coton,Flandre,9680.00,58164.00,381308.00,,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,138,Toile ; de coton,Geneve,3135.00,18405.00,381308.00,,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,138,Toile ; de coton,Hollande,9514.00,58534.00,381308.00,,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,138,Toile ; de coton,Savoye,1115.00,6690.00,381308.00,,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,138,Toile ; de coton,Isles,2894.00,19470.00,381308.00,,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,138,Toile ; de coton,guinée,21078.00,105390.00,381308.00,,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,138,Toile ; coutil,Allemagne,846.00,1692.00,139018.00,,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,138,Toile ; coutil,Angleterre,534.00,1201.00,139018.00,,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,138,Toile ; coutil,Espagne,208.00,8332.00,139018.00,,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,138,Toile ; coutil,Italie,594.00,1336.00,139018.00,,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,138,Toile ; coutil,Savoye,685.00,1536.00,139018.00,,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,138,Toile ; coutil,Isles,43873.00,109684.00,139018.00,,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,138,Toile ; coutil,guinée,352.00,14115.00,139018.00,,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,138,Toile ; coutil,Indes,561.00,1122.00,139018.00,,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,138,Toile ; de crin,Allemagne,953.00,4765.00,9290.00,,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,138,Toile ; de crin,Portugal,905.00,4525.00,9290.00,,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,138,Toile ; diverses,Angleterre,5665.00,19827.00,1174481.00,,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,138,Toile ; diverses,Espagne,9501.00,38004.00,1174481.00,,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,138,Toile ; diverses,Italie,105798.00,371463.00,1174481.00,,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,138,Toile ; diverses,Naples,51381.00,179833.00,1174481.00,,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,138,Toile ; diverses,genes,20871.00,73048.00,1174481.00,,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,138,Toile ; diverses,Levant,21031.00,73609.00,1174481.00,,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,138,Toile ; diverses,Portugal,6665.00,26660.00,1174481.00,,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,138,Toile ; diverses,Savoye,9285.00,30877.00,1174481.00,,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,138,Toile ; diverses,Isles,352930.00,352930.00,1174481.00,,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,138,Toile ; diverses,guinée,,8230.00,1174481.00,,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,138,Toile ; d'emballage,Hollande,2400.00,2400.00,4920.00,,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,138,Toile ; d'emballage,Levant,126.00,2520.00,4920.00,,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,140,Toile ; d'etoupes,Allemagne,665.00,1330.00,24785.00,,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,140,Toile ; d'etoupes,Angleterre,15978.00,15978.00,24785.00,,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,140,Toile ; d'etoupes,Angleterre,4985.00,7477.00,24785.00,,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,140,Toile ; étrangeres,Espagne,17180.00,25770.00,,,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,140,Toile ; fil et coton,Allemagne,5720.00,28154.00,99719.00,,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,140,Toile ; fil et coton,Espagne,1875.00,9375.00,99719.00,,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,140,Toile ; fil et coton,Flandre,780.00,3900.00,99719.00,,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,140,Toile ; fil et coton,Hollande,6351.00,31755.00,99719.00,,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,140,Toile ; fil et coton,Italie,2581.00,12905.00,99719.00,,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,140,Toile ; fil et coton,Savoye,1916.00,9580.00,99719.00,,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,140,Toile ; fil et coton,Suisse,810.00,4050.00,99719.00,,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,140,Toile ; fine et commune,guinée,18570.00,92852.00,,,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,140,Toile ; gingas,Espagne,12259.00,24518.00,222814.00,,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,140,Toile ; gingas,Portugal,1265.00,2530.00,222814.00,,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,140,Toile ; gingas,Isles,97883.00,195766.00,222814.00,,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,140,Toile ; grenade,Hollande,845.00,4225.00,,,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,140,Toile ; grise,Suisse,260.00,1820.00,,,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,140,Toile ; gros fort,Isles,30100.00,60200.00,,,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,140,Toile ; des Indes,Espagne,2356.00,32711.00,4961731.00,,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,140,Toile ; des Indes,Flandre,3080.00,46034.00,4961731.00,,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,140,Toile ; des Indes,Hollande,37470.00,624079.00,4961731.00,,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,140,Toile ; des Indes,Savoye,37905.00,204679.00,4961731.00,,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,140,Toile ; des Indes,Suisse,280.00,14000.00,4961731.00,,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,140,Toile ; des Indes,Isles,4505.00,119753.00,4961731.00,,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,140,Toile ; des Indes,guinée,202051.00,3903415.00,4961731.00,,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,140,Toile ; des Indes,Indes,446.00,17060.00,4961731.00,,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,140,Toile ; de levant,Italie,5212.00,5212.00,30150.00,,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,140,Toile ; de levant,Naples,5770.00,5770.00,30150.00,,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,140,Toile ; de levant,genes,7700.00,7700.00,30150.00,,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,140,Toile ; de levant,Savoye,8564.00,11468.00,30150.00,,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,140,Toile ; de lin,Espagne,406090.00,1421315.00,1657715.00,15601488.00,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,140,Toile ; de lin,Isles,5910.00,236400.00,1657715.00,15601488.00,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,140,Toile ; id ; batiste,Angleterre,300.00,9004.00,12934.00,15601488.00,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,140,Toile ; id ; batiste,Isles,108.00,3930.00,12934.00,15601488.00,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,140,Toile ; id; de Beauvais,Portugal,100.00,1000.00,34700.00,15601488.00,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,140,Toile ; id; de Beauvais,Isles,3370.00,33700.00,34700.00,15601488.00,42673538.00,
Fatima zahra,AN F12 242,Objet général,1775,Exports,140,Toile ; id; blanche,Danemark,223.00,2230.00,3658290.00,15601488.00,42673538.00,
