line number,source_type,year,customs_region,customs_office,partner,Export_Import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,value_minus_unit_val_x_qty,,,filepath,source,sheet,value_total,value_sub_total₁,value_sub_total₂,value_sub_total₃,data_collector,unverified,remarks,,absurd_observation,trade defici,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,NA,NA,feves,,,NA,,18,tonnes,20,,,,Nantes -- 1754 -- Imports -- AD44_C716,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,NA,NA,fil à coudre,,,NA,,782,30,,,,,Nantes -- 1754 -- Imports -- AD44_C716,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,NA,NA,fil de fer,,,NA,,3868,livres,6,,,,Nantes -- 1754 -- Imports -- AD44_C716,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,NA,NA,fil de leton,,,NA,,633,livres,20,,,,Nantes -- 1754 -- Imports -- AD44_C716,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,NA,NA,fil à voile,,,NA,,2950,15,,,,,Nantes -- 1754 -- Imports -- AD44_C716,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,NA,NA,fleaux de fer,,,NA,,?,50,,,,,Nantes -- 1754 -- Imports -- AD44_C716,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,NA,NA,Fleuret,,,NA,,70,2,,,,,Nantes -- 1754 -- Imports -- AD44_C716,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,NA,NA,fromage,,,NA,,28009,pains,18,;,41592,L,5,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,NA,NA,garan,,,NA,,465,pieces,15,,,,Nantes -- 1754 -- Imports -- AD44_C716,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,NA,NA,gournables de chesne,,,NA,,1080,1,,,,,Nantes -- 1754 -- Imports -- AD44_C716,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,NA,NA,graine de choux,,,NA,,20,20,;,2,muids,3,;,16L,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,NA,NA,graine de genisse,,,NA,,,,,,,,Nantes -- 1754 -- Imports -- AD44_C716,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,NA,NA,graine de lin,,,,,,,,,,,Nantes -- 1754 -- Imports -- AD44_C716,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,NA,NA,gruau,,,,,3,bariques,40,;,4,bailes,20,;,6,futailles,40,;,1400L,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,NA,NA,guinée bleue,,,NA,,9959,pieces,20,,,,Nantes -- 1754 -- Imports -- AD44_C716,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,NA,NA,guingan ,,,NA,,27,pieces,8,,,,Nantes -- 1754 -- Imports -- AD44_C716,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,NA,NA,horloge de sable,,,NA,,3000,6,;,1,tonneau,de,300,;,2,caisses,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,NA,NA,huile de lin,,,NA,,29,pieces,150,;,8,bariques,130,;,49,miniguettes,80,;,1381L,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,NA,NA,huile de vitriol,,,NA,,89,50,,,,,Nantes -- 1754 -- Imports -- AD44_C716,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,NA,NA,jambons,,,NA,,9798,8s,,,,,Nantes -- 1754 -- Imports -- AD44_C716,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,NA,NA,indienne,,,NA,,2368,3f,,,,,Nantes -- 1754 -- Imports -- AD44_C716,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,NA,NA,laine d’espagne,,,NA,,895,4s,,,,,Nantes -- 1754 -- Imports -- AD44_C716,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,NA,NA,laine peignée,,,NA,,464,20s,,,,,Nantes -- 1754 -- Imports -- AD44_C716,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,NA,NA,lame d’épées,,,NA,,8972,8s,,,,,Nantes -- 1754 -- Imports -- AD44_C716,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,NA,NA,lechefrites,,,NA,,40,25s,,,,,Nantes -- 1754 -- Imports -- AD44_C716,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,NA,NA,limeneas,,,NA,,7,douzaines,24s,,,,Nantes -- 1754 -- Imports -- AD44_C716,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,NA,NA,limes,,,NA,,245,10s,,,,,Nantes -- 1754 -- Imports -- AD44_C716,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,NA,NA,lin appreté ; lin cru,,,NA,,3658,12s,;,8712L,10s,,Nantes -- 1754 -- Imports -- AD44_C716,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,NA,NA,liqueurs,,,NA,,39,pintes,9s,,,,Nantes -- 1754 -- Imports -- AD44_C716,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,NA,NA,litarge,,,NA,,312,6s,,,,,Nantes -- 1754 -- Imports -- AD44_C716,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,NA,NA,marbre cheminées,,,NA,,cheminées,3,24s,;,feux,724L,12s,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,NA,NA,marbre à joüer,,,NA,,Vaeur,de,192s,,,,Nantes -- 1754 -- Imports -- AD44_C716,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,NA,NA,Marchandises melées,,,NA,,100,sept.,de,80s,;,100,brpl.,de,90s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,NA,NA,mats,,,NA,,19,de,40,50,50s,,Nantes -- 1754 -- Imports -- AD44_C716,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,NA,NA,Matreaux,,,NA,,7,complettes,de,600s,,,Nantes -- 1754 -- Imports -- AD44_C716,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,NA,NA,matures,,,NA,,,,,,,,Nantes -- 1754 -- Imports -- AD44_C716,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,NA,NA,mercerie,,,,,9760,4s,,,,,Nantes -- 1754 -- Imports -- AD44_C716,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,NA,NA,mercure doux,,,NA,,446,3s,,,,,Nantes -- 1754 -- Imports -- AD44_C716,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,NA,NA,merrain a bariques,,,NA,,bariques,400,200L,;,fonds,6390,90L,;,prepayés,61,400L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,NA,NA,merrains à fond,,,NA,,,,,,,,Nantes -- 1754 -- Imports -- AD44_C716,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,NA,NA,merrains pipages,,,,,,,,,,,Nantes -- 1754 -- Imports -- AD44_C716,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,NA,NA,mine de plomb,,,,,620,5s,,,,,Nantes -- 1754 -- Imports -- AD44_C716,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,NA,NA,moulins a caffé,,,NA,,222,3s,,,,,Nantes -- 1754 -- Imports -- AD44_C716,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,NA,NA,moulin à mahy,,,NA,,250,3s,;,80,12s,l'unité,Nantes -- 1754 -- Imports -- AD44_C716,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,NA,NA,necanias,,,,,4486,pieces,12,,,,Nantes -- 1754 -- Imports -- AD44_C716,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,NA,NA,neganepeaux,,,NA,,1100,pieces,24,,,,Nantes -- 1754 -- Imports -- AD44_C716,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,NA,NA,orge en grains,,,NA,,246,tonneaux,haie,,,,Nantes -- 1754 -- Imports -- AD44_C716,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,NA,NA,orge mondé,,,NA,,4967,4,,,,,Nantes -- 1754 -- Imports -- AD44_C716,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,NA,NA,papier,,,NA,,29,rames,rate,,,,Nantes -- 1754 -- Imports -- AD44_C716,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,peaux d’hermine ,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,NA,NA,peaux petits gris,,,,,1200,2,,,,,Nantes -- 1754 -- Imports -- AD44_C716,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,NA,NA,peaux de riche,,,NA,,1600,35,,,,,Nantes -- 1754 -- Imports -- AD44_C716,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,NA,NA,peaux zebeline,,,NA,,1000,sardines,13,,,,Nantes -- 1754 -- Imports -- AD44_C716,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,NA,NA,peinceaux,,,NA,,352,20,,,,,Nantes -- 1754 -- Imports -- AD44_C716,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,NA,NA,peintures,,,NA,,4200,2,,,,,Nantes -- 1754 -- Imports -- AD44_C716,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,NA,NA,pelles de fer,,,NA,,100,30,,,,,Nantes -- 1754 -- Imports -- AD44_C716,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,NA,NA,phiass,,,NA,,70,pieces,monné,,,,Nantes -- 1754 -- Imports -- AD44_C716,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,NA,NA,pipes à fumer,,,NA,,2399,gaspes,40,;,4295,35,Nantes -- 1754 -- Imports -- AD44_C716,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,NA,NA,planches de chenes,,,NA,,248,et,82,99,24,;,350,autres,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,NA,NA,planches de sapin,,,NA,,1020,de,49,pieces,6,;,3169,autres,20,;,27,de,35,36,8,;,288,de,32,6,;,350,de,26,31,5,;,106,de,28,4,;,900,de,26,27,3,;,1056,de,20,26,3,;,158,de,15,20,30,;,176,de,11,12,20,;,267,de,15,25,;,4658,de,10,15,;,200,de,7,8,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,NA,NA,plans d’asperges,,,NA,,400,5L,5s,,,,Nantes -- 1754 -- Imports -- AD44_C716,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,NA,NA,plomb en grenaille,,,NA,,7986,5L,5s,,,,Nantes -- 1754 -- Imports -- AD44_C716,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,NA,NA,plomb en saumon,,,NA,,16749,5L,28s,7d,,,Nantes -- 1754 -- Imports -- AD44_C716,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,NA,NA,plumes à écrire,,,,,10000,4L,a;,2101L,4L,a,Nantes -- 1754 -- Imports -- AD44_C716,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,NA,NA,poëles à frire,,,NA,,558,30s;,6878L,4L,10s,,Nantes -- 1754 -- Imports -- AD44_C716,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,NA,NA,pois verds,,,NA,,8100,25s,,,,,Nantes -- 1754 -- Imports -- AD44_C716,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,NA,NA,poivre ordinaire,,,NA,,10460,24s,,,,,Nantes -- 1754 -- Imports -- AD44_C716,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,NA,NA,poivre long,,,NA,,30,24s,35s,,,,Nantes -- 1754 -- Imports -- AD44_C716,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,NA,NA,poix raisins,,,NA,,3684,4L,2s,,,,Nantes -- 1754 -- Imports -- AD44_C716,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,NA,NA,porcelaine,,,NA,,5,5L,,,,,Nantes -- 1754 -- Imports -- AD44_C716,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,NA,NA,poudre à canon,,,NA,,23,barils,100L,2s;,2380L,20s,Nantes -- 1754 -- Imports -- AD44_C716,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,NA,NA,quart de nonante,,,NA,,39,20s,,,,,Nantes -- 1754 -- Imports -- AD44_C716,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Local,1754,Nantes,,NA,NA,quincaillerie,,,NA,,2005,20s,,,,,Nantes -- 1754 -- Imports -- AD44_C716,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
