numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,bureaux,sheet,marchandises,pays,value,quantit,quantity_unit,remarks,probleme,prix_unitaire
204,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Toulon,18,Fer; En tole,Sardaigne,798,19,Quintal,Unité d'origine Livre,0,42
205,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Toulon,18,Fer; Feuillard,Marseille,874,"20,8",Quintal,Unité d'origine Livre,"0,4",42
206,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Toulon,18,Fer; Ouvré,Marseille,350,"8,75",Quintal,Unité d'origine Livre,0,40
207,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Toulon,18,Fer; Vieux,Marseille,752,94,Quintal,Unité d'origine Livre,0,8
208,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Cannes,9,Fers; Blanc,Marseille,3325,"55,41",Quintal,Unité d'origine Livre,"0,4",60
209,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Saint-Tropez,2,Fers; Divers,Marseille,585,,,,585,0
210,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Saint-Raphaël,5,Fers; Divers,Marseille,618,,,,618,0
211,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Cannes,9,Fers; Divers,Marseille,730,,,,730,0
212,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Cannes,9,Fers; Divers,Sardaigne,654,,,,654,0
213,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Cannes,9,Fers; En barres,Gênes,9300,372,Quintal,Unité d'origine Livre,0,25
214,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Saint-Tropez,2,Fers; En barres,Marseille,2326,"136,8",Quintal,Unité d'origine Livre,"0,4",17
215,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Saint-Raphaël,5,Fers; En barres,Marseille,4335,"254,99",Quintal,Unité d'origine Livre,"0,17",17
216,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Cannes,9,Fers; En barres,Marseille,18604,"744,17",Quintal,Unité d'origine Livre,"-0,25",25
217,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Saint-Tropez,2,Fers; En barres,Sardaigne,613,36,Quintal,Unité d'origine Livre,1,17
218,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Cannes,9,Fers; En barres,Sardaigne,6922,"276,81",Quintal,Unité d'origine Livre,"1,75",25
219,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Cannes,9,Fers; En plaques,Marseille,1267,"36,2",Quintal,Unité d'origine Livre,0,35
220,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Barcelonette,13,Fil de chanvre,Etats du roi de Sardaigne,121,121,Livre,,0,1
221,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Cannes,9,Fil de chanvre,Sardaigne,142,71,Livre,,0,2
222,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Saint-Raphaël,5,Fil rez,Etats du roi de Sardaigne,600,400,Livre,,0,"1,5"
223,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Toulon,18,Fil écru,Marseille,124,17,Livre,,124,0
224,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Toulon,18,Fleur d'orange,Hollande,11825,275,Quintal,Unité d'origine Livre,0,43
225,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Cannes,9,Fleur d'orange,Sardaigne,6455,16137,Livre,,"0,2","0,4"
226,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Barcelonette,13,Fromage,Etats du roi de Sardaigne,1161,"32,24",Quintal,Unité d'origine Livre,"0,36",36
227,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Entreveaux,15,Fromage,Etats du roi de Sardaigne,3960,13201,Livre,,"-0,3","0,3"
228,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Saint-Tropez,2,Fromage,Marseille,898,"22,45",Quintal,Unité d'origine Livre,0,40
229,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Saint-Raphaël,5,Fromage,Marseille,904,"20,09",Quintal,Unité d'origine Livre,"-0,05",45
230,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Cannes,9,Fromage; D'Hollande,Gênes,100,2,Quintal,Unité d'origine Livre,0,50
231,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Cannes,9,Fromage; D'Hollande,Marseille,2549,"50,98",Quintal,Unité d'origine Livre,0,50
232,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Toulon,18,Fromage; D'Hollande,Marseille,31199,"519,98",Quintal,Unité d'origine Livre,"0,2",60
233,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Cannes,9,Fromage; D'Hollande,Sardaigne,2717,"54,15",Quintal,Unité d'origine Livre,"9,5",50
234,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Toulon,18,Fromage; De Sardaigne,Marseille,158,"3,16",Quintal,Unité d'origine Livre,0,50
235,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Cannes,9,Fromage; De gruyere,Marseille,1255,"20,92",Quintal,Unité d'origine Livre,"-0,2",60
236,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Toulon,18,Fromage; De gruyere,Marseille,13821,"230,35",Quintal,Unité d'origine Livre,0,60
237,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Barcelonette,13,Fruits secs chateignes,Etats du roi de Sardaigne,3214,"267,88",Quintal,Unité d'origine Livre,"-0,56",12
238,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Saint-Raphaël,5,Fruits; Crus; Chateignes,Etats du roi de Sardaigne,715,"71,5",Quintal,Unité d'origine Livre,0,10
239,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Saint-Raphaël,5,Fruits; Crus; Citron,Gênes,835,16700,Nombre,Prix unitaire en pourcentage du nombre,0,"0,05"
240,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Saint-Raphaël,5,Fruits; Crus; Orange,Gênes,600,12000,Nombre,Prix unitaire en pourcentage du nombre,0,"0,05"
241,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Cannes,9,Fruits; Divers,Gênes,300,,,,300,0
242,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Saint-Tropez,2,Fruits; Divers,Marseille,268,,,,268,0
243,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Saint-Raphaël,5,Fruits; Divers,Marseille,475,,,,475,0
244,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Cannes,9,Fruits; Divers,Marseille,754,,,,754,0
245,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Saint-Tropez,2,Fruits; Divers,Sardaigne,165,,,,165,0
246,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Cannes,9,Fruits; Divers,Sardaigne,681,,,,681,0
247,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Saint-Tropez,2,Fruits; Pomme,Gênes,949,"189,8",Quintal,Unité d'origine Livre,0,5
248,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Cannes,9,Fruits; Secs; Chateignes,Corse,4650,310,Quintal,,0,15
249,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Toulon,18,Fruits; Secs; Chateignes,Corse,275,"46,16",Quintal,Unité d'origine Livre,"-1,96",6
250,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Cannes,9,Fruits; Secs; Chateignes,Gênes,4208,"280,5",Quintal,Unité d'origine Livre,"0,5",15
251,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Toulon,18,Fruits; Secs; Chateignes,Gênes,2673,"445,55",Quintal,Unité d'origine Livre,"-0,3",6
252,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Cannes,9,Fruits; Secs; Chateignes,Marseille,1380,92,Quintal,Unité d'origine Livre,0,15
253,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Cannes,9,Fruits; Secs; Chateignes,Sardaigne,3639,"242,58",Quintal,Unité d'origine Livre,"0,3",15
254,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Toulon,18,Fruits; Secs; Chateignes,Sardaigne,921,"153,5",Quintal,Unité d'origine Livre,0,6
255,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Toulon,18,Fruits; Secs; Datttes,Marseille,1666,"41,65",Quintal,Unité d'origine Livre,0,40
256,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Toulon,18,Fruits; Secs; Noisettes,Marseille,916,"22,9",Quintal,Unité d'origine Livre,0,40
257,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Cannes,9,Fruits; Verts; Citron,Gênes,188,7500,Nombre,Prix unitaire pour Mille,"0,5","0,025"
258,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Cannes,9,Fruits; Verts; Citron,Sardaigne,1122,44880,Nombre,Prix unitaire pour Mille,0,"0,025"
259,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Toulon,18,Fruits; Verts; Citrons,Gênes,2580,51600,Nombre,Prix unitaire pour Mille en Nombre,0,"0,05"
260,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Toulon,18,Fruits; Verts; Citrons,Marseille,1600,32000,Nombre,Prix unitaire pour Mille en Nombre,0,"0,05"
261,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Toulon,18,Fruits; Verts; Citrons,Sardaigne,1065,21300,Nombre,Prix unitaire pour Mille en Nombre,0,"0,05"
262,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Cannes,9,Fruits; Verts; Oranges,,1288,32200,Nombre,Prix unitaire pour Cent,0,"0,04"
263,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Toulon,18,Fruits; Verts; Oranges,Gênes,2724,45400,Nombre,Prix unitaire pour Mille en Nombre,0,"0,06"
264,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Cannes,9,Fruits; Verts; Oranges,Marseille,480,12000,Nombre,Prix unitaire pour Cent,0,"0,04"
265,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Toulon,18,Fruits; Verts; Oranges,Sardaigne,660,11000,Nombre,Prix unitaire pour Mille en Nombre,0,"0,06"
266,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Toulon,18,Fruits; Verts; Pommes,Gênes,7204,"1202,45",Quintal,Unité d'origine Livre,"-10,7",6
267,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Toulon,18,Fruits; Verts; Pommes,Marseille,170,"28,28",Quintal,Unité d'origine Livre,"0,32",6
268,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Toulon,18,Fruits; Verts; Pommes,Sardaigne,606,101,Quintal,Unité d'origine Livre,0,6
269,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Cannes,9,Futailles,Marseille,132,,,,132,0
270,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Cannes,9,Futailles,Naples Sicile Parmes,120,,,,120,0
271,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Cannes,9,Futailles,Sardaigne,286,,,,286,0
272,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Toulon,18,Futailles ?,Marseille,2880,192,Nombre,,0,15
273,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Cannes,10,Graine; De chanvre,Sardaigne,2542,"169,44",Quintal,Unité d'origine Livre,"0,4",15
274,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Cannes,10,Graine; De longue,Marseille,498,"24,88",Quintal,Unité d'origine Livre,"0,4",20
275,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Barcelonette,13,Graines diverses,Etats du roi de Sardaigne,951,,,,951,0
276,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Toulon,19,Graines; Chanvre,Marseille,143,"5,71",Quintal,Unité d'origine Livre,"0,25",25
277,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Toulon,19,Graines; De canari,Marseille,372,31,Quintal,Unité d'origine Livre,0,12
278,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Toulon,19,Graines; De longue,Marseille,1467,"122,24",Quintal,Unité d'origine Livre,"0,12",12
279,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Toulon,19,Graines; De longue,Naples Sicile Parmes,528,44,Quintal,Unité d'origine Livre,0,12
280,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Toulon,19,Grains; Bled,Barbaris,163,"13,8",Quintal,Unité d'origine Livre,"-30,2",14
281,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Toulon,19,Grains; Bled,Espagne,63817,"4558,41",Quintal,Unité d'origine Livre,"-0,74",14
282,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Toulon,19,Grains; Bled,Gênes,170686,"12191,86",Quintal,Unité d'origine Livre,"-0,04",14
283,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Toulon,19,Grains; Bled,Les 4 villes anséatiques,25200,1800,Quintal,Unité d'origine Livre,0,14
284,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Toulon,19,Grains; Bled,Levant,50457,"3604,1",Quintal,Unité d'origine Livre,"-0,4",14
285,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Toulon,19,Grains; Bled,Marseille,885733,"63266,69",Quintal,Unité d'origine Livre,"-0,66",14
286,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Toulon,19,Grains; Bled,Milanes Toscane,521876,"37276,87",Quintal,Unité d'origine Livre,"-0,18",14
287,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Toulon,19,Grains; Bled,Naples Sicile Parmes,688021,"48430,41",Quintal,Unité d'origine Livre,"9995,26",14
288,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Toulon,19,Grains; Bled,Sardaigne,68729,"4909,19",Quintal,Unité d'origine Livre,"0,34",14
289,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Barcelonette,13,Grains; Bled;,Etats du roi de Sardaigne,690,4600,Livre,,690,0
290,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Saint-Raphaël,5,Grains; Bled; Froment,Etats du roi de Sardaigne,312,"25,09",Quintal,Unité d'origine Livre,"-1,63","12,5"
291,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Cannes,10,Grains; Bled; Froment,Gênes,39336,"2622,4",Quintal,Unité d'origine Livre,0,15
292,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Saint-Raphaël,5,Grains; Bled; Froment,Marseille,116580,"9326,4",Quintal,Unité d'origine Livre,0,"12,5"
293,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Cannes,10,Grains; Bled; Froment,Marseille,164762,"10984,17",Quintal,Unité d'origine Livre,"-0,55",15
294,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Cannes,10,Grains; Bled; Froment,Sardaigne,162699,"10846,63",Quintal,Unité d'origine Livre,"-0,45",15
295,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Cannes,10,Grains; Bled; Orge,Sardaigne,288,36,Quintal,Unité d'origine Livre,0,8
296,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Saint-Raphaël,5,Grains; Bled; Ris,Etats du roi de Sardaigne,26559,"1327,95",Quintal,Unité d'origine Livre,0,20
297,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Barcelonette,13,Grains; Bled; Ris,Etats du roi de Sardaigne,7798,"433,25",Quintal,Unité d'origine Livre,"-0,5",18
298,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Cannes,10,Grains; Bled; Ris,Sardaigne,30196,"1342,06",Quintal,Unité d'origine Livre,"-0,35","22,5"
299,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Entreveaux,15,Grains; Froment,Etats du roi de Sardaigne,250,,,,250,0
300,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Saint-Tropez,2,Grains; Froment,Gênes,5989,"460,5",Quintal,,"2,5",13
301,Anthony Rebours,AN F12 1667,National toutes directions partenaires manquants/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National toutes directions partenaires manquants,1789,Imports,Toulon,Saint-Tropez,2,Grains; Froment,Marseille,642,"49,4",Quintal,Unité d'origine Livre,"-0,2",13
