numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,quantit,quantity_unit,Prix unitaire / unité de compte Lt,Prix unitaire / unité de compte Sous,Prix unitaire / unité de compte Deniers,prix_unitaire,Valeur en Livres tournois,valeur en sous,valeur en denier,value,Valeur (Prix unitaire ,problem,remarks,Unverified
282,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,10,Sel,Suède,930,muides,50,,,50,,,,,46500,,,
283,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,10,Sirop mélasse,Suède,57250,livres,"0,09",,,"0,09",,,,,"5152,5",,,
284,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,10,Sucre brun,Suède,80000,livres,,4,,"0,2",,,,,16000,,,
285,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,10,Sucre terré,Suède,44375,livres,,7,,"0,35",,,,,"15531,25",,,
286,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,10,Terre à sucre,Suède,6,barriques,7,,,7,,,,,42,,,
287,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,10,Toile de Bretagne,Suède,32,livres,3,,,3,,,,,96,,,
288,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,10,Verres à vitres,Suède,200,livres,,9,,"0,45",,,,,90,,,
289,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,10,Vin d'amont,Suède,"65,25",tonneaux,140,,,140,,,,,9135,,,
290,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,10,Vin de Bordeaux,Suède,"7,25",tonneaux,400,,,400,,,,,2900,,,
291,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,10,Vin de Bordeaux,Suède,72,bouteilles,,12,,"0,6",,,,,"43,2",,,
292,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,10,Vin de Bourgogne,Suède,40,bouteilles,,40,,2,,,,,80,,,
293,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,10,Vin nantais,Suède,62,tonneaux,120,,,120,,,,,7440,,,
294,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,10,Vinaigre,Suède,1,barriques,25,,,25,,,,,25,,,
295,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,10,Vinaigre,Suède,12,tiercons,18,,,18,,,,,216,,,
296,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,10,Vinaigre,Suède,4,quarts,13,,,13,,,,,52,,,
297,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,10,Allegias,Guinée,26,pièces,18,,,18,,,,,468,,,
298,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,10,Anabas,Guinée,1047,pièces,12,,,12,,,,,12564,,,
299,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,10,Armes blanches diverses,Guinée,1562,livres,,27,,"1,35",,,,,"2108,7",,,
300,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,10,Armes blanches en sabres,Guinée,200,en nombre,,50,,"2,5",,,,,500,,,
301,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,10,Armes à feu,Guinée,120748,livres,,18,,"0,9",,,,,"108673,2",,,
302,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,11,Armoisin,Guinée,1,pièces,80,,,80,,,,,80,,,
303,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,11,Baffetas,Guinée,111,pièces,20,,,20,,,,,2220,,,
304,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,11,Bajutapeau,Guinée,1993,pièces,30,,,30,,,,,59790,,,
305,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,11,Barils à poudre,Guinée,11984,en nombre,,12,,"0,6",,,,,"7190,4",,,
306,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,11,Batavia,Guinée,60,pièces,,36,,"1,8",,,,,108,,,
307,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,11,Bayette,Guinée,66,pièces,18,,,18,,,,,1188,,,
308,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,11,Bayette,Guinée,1503,livres,,25,,"1,25",,,,,"1878,75",,,
309,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,11,Basin,Guinée,165,pièces,36,,,36,,,,,5940,,,
310,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,11,Basin,Guinée,1660,livres,2,10,,"2,5",,,,,4150,,,
311,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,11,Bœuf salé,Guinée,654,barils,38,,,38,,,,,24852,,,
312,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,11,Bœuf salé,Guinée,63,tiercons,57,,,57,,,,,3591,,,
313,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,11,Beurre,Guinée,11377,livres,,7,,"0,35",,,,,"3981,95",,,
314,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,11,Bigons,Guinée,40,livres,,20,,1,,,,,40,,,
315,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,11,Boëland,Guinée,74,pièces,12,,,12,,,,,888,,,
316,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,11,Bonnets de laine,Guinée,19,douzaines,12,,,12,,,,,228,,,
317,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,11,Bière,Guinée,7,barriques,24,,,24,,,,,168,,,
318,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,11,Bougie,Guinée,597,livres,,45,,"2,25",,,,,"1343,25",,,
319,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,11,Boulets de canon,Guinée,500,en nombre,,20,,1,,,,,500,,,
320,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,11,Bouteilles de verre,Guinée,1584,en nombre,,4,,"0,2",,,,,"316,8",,,
321,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,11,Boutons de verre,Guinée,500,livres,,28,,"1,4",,,,,700,,,
322,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,11,Braule,Guinée,357,pièces,16,,,16,,,,,5712,,,
323,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,11,Cadenas,Guinée,2041,livres,,15,,"0,75",,,,,"1530,75",,,
324,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,11,Café des Iles,Guinée,1130,livres,,12,,"0,6",,,,,678,,,
325,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,11,Canettes de grès,Guinée,3318,en nombre,,4,,"0,2",,,,,"663,6",,,
326,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,11,Canettes de grès,Guinée,11010,en nombre,,4,,"0,2",,,,,2202,,,
327,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,11,Canons et boulets,Guinée,20000,livres,,4,,"0,2",,,,,4000,,,
328,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,11,Caves,Guinée,511,9 flacons,7,10,,"7,5",,,,,"3832,5",,,
329,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,11,Caves,Guinée,3365,6 flacons,5,10,,"5,5",,,,,"18507,5",,,
330,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,11,Cauris,Guinée,134577,livres,,27,,"1,35",,,,,"181678,95",,,
331,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,11,Chapeaux bordés d'or faux,Guinée,9,douzaines,40,,,40,,,,,360,,,
332,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,11,Chapeaux communs,Guinée,60,douzaines,36,,,36,,,,,2160,,,
333,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,11,Chapeaux communs,Guinée,348,livres,4,,,4,,,,,1392,,,
334,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,11,Chapeaux à nègre,Guinée,1017,en nombre,,20,,1,,,,,1017,,,
335,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,11,Chasselas,Guinée,3228,pièces,28,,,28,,,,,90384,,,
336,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,11,Chilas,Guinée,172,pièces,14,,,14,,,,,2408,,,
337,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,12,Chiques,Guinée,25,pièces,100,,,100,,,,,2500,,,
338,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,12,Chemises garnies,Guinée,14,douzaines,120,,,120,,,,,1680,,,
339,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,12,Chouclas,Guinée,40,pièces,18,,,18,,,,,720,,,
340,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,12,Clochettes,Guinée,250,livres,,20,,1,,,,,250,,,
341,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,12,Clous de fer,Guinée,500,livres,,5,,"0,25",,,,,125,,,
342,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,12,Cochon salé,Guinée,1500,livres,,4,,"0,2",,,,,300,,,
343,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,12,Confitures,Guinée,106,livres,,11,,"0,55",,,,,"58,3",,,
344,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,12,Corail ouvré,Guinée,113,livres,80,,,80,,,,,9040,,,
345,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,12,Cordage de chanvre,Guinée,52770,livres,,,6,25,,,,,"1319,25",,,
346,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,12,Corots,Guinée,1017,pièces,10,,,10,,,,,10170,,,
347,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,12,Cornes de bœuf,Guinée,200,en nombre,,7,,"0,35",,,,,70,,,
348,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,12,Coupis,Guinée,357,pièces,16,,,16,,,,,5712,,,
349,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,12,Couteaux flamands,Guinée,16266,douzaines,,36,,"1,8",,,,,"29278,8",,,
350,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,12,Coutil,Guinée,752,livres,,26,,"1,3",,,,,"977,6",,,
351,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,12,Couvertures de laine,Guinée,306,livres,,40,,2,,,,,612,,,
352,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,12,Cuivre argenté,Guinée,15,livres,2,10,,"2,5",,,,,"37,5",,,
353,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,12,Cuivre en bassin,Guinée,3510,livres,,32,,"1,6",,,,,5616,,,
354,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,12,Cuivre en chaudrons,Guinée,1200,livres,,32,,"1,6",,,,,1920,,,
355,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,12,Cuivre ouvré,Guinée,826,livres,,34,,"1,7",,,,,"1404,2",,,
356,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,12,Cuivre en planches,Guinée,778,livres,,30,,"1,5",,,,,1167,,,
357,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,12,Cuivrerie,Guinée,32447,livres,,35,,"1,75",,,,,"56782,25",,,
358,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,12,Custas,Guinée,76,pièces,27,,,27,,,,,2052,,,
359,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,12,Damas rayé,Guinée,16,aunes,15,,,15,,,,,240,,,
360,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,12,Dame-jeannes,Guinée,283,en nombre,2,10,,"2,5",,,,,"707,5",,,
361,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,12,Drap de Carcassonne,Guinée,1863,livres,5,,,5,,,,,9315,,,
362,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,12,Drap écarlatte,Guinée,94,livres,5,,,5,,,,,470,,,
363,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,12,Draperie,Guinée,4386,livres,6,,,6,,,,,26316,,,
364,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,12,Eau de vie,Guinée,"49048,5",veltes,4,,,4,,,,,196194,,,
365,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,12,Eau de vie antiscorbutique,Guinée,12,veltes,4,5,,"4,25",,,,,51,,,
366,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,12,Epicerie,Guinée,100,livres,2,12,,"2,6",,,,,260,,,
367,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,12,Etain ouvré,Guinée,3881,livres,,20,,1,,,,,3881,,,
368,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,12,Etoffe de soie,Guinée,"233,63",livres,40,,,40,,,,,9345,,,
369,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,12,Farine,Guinée,169,barils,25,,,25,,,,,4225,,,
370,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,12,Farine,Guinée,45,quarts,25,,,25,,,,,1125,,,
371,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,12,Farine,Guinée,13000,livres,,2,6,125,,,,,1625,,,
372,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,13,Faïence,Guinée,164,douzaines,4,5,,"4,25",,,,,697,,,
373,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,13,Fer en ancres,Guinée,620,livres,,6,,"0,3",,,,,186,,,
374,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,13,Fer en barres,Guinée,323835,livres,,3,,"0,15",,,,,"48575,25",,,
375,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,13,Fer en marmittes,Guinée,4295,en nombre,,24,,"1,2",,,,,5154,,,
376,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,13,Fer en marmittes,Guinée,9880,livres,,2,,"0,1",,,,,988,,,
377,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,13,Fer à nègres,Guinée,1100,livres,,6,,"0,3",,,,,330,,,
378,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,13,Fer en serrures,Guinée,415,en nombre,,35,,"1,75",,,,,"726,25",,,
379,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,13,Fèves,Guinée,303,tonneaux,120,,,120,,,,,36360,,,
380,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,13,Fotas,Guinée,90,pièces,13,,,13,,,,,1170,,,
381,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,13,Fromage de Comté,Guinée,103,livres,,8,,"0,4",,,,,"41,2",,,
382,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,13,Fromage de Gruyère,Guinée,400,livres,,9,,"0,45",,,,,180,,,
383,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,13,Fromage d'Hollande,Guinée,125,livres,,6,,"0,3",,,,,"37,5",,,
384,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,13,Galon d'or,Guinée,6,livres,144,,,144,,,,,864,,,
385,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,13,Garas,Guinée,830,pièces,28,,,28,,,,,23240,,,
386,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,13,Grelots,Guinée,500,paquets,5,,,5,,,,,2500,,,
387,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,13,Grelots,Guinée,35,livres,,36,,"1,8",,,,,63,,,
388,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,13,Guinée,Guinée,6936,pièces,30,,,30,,,,,208080,,,
389,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,13,Guingan,Guinée,239,pièces,9,,,9,,,,,2151,,,
390,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,13,Habillement de négresse,Guinée,2,en nombre,100,,,100,,,,,200,,,
391,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,13,Huile de graine,Guinée,1663,livres,,7,,"0,35",,,,,"582,05",,,
392,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,13,Huile d'olive,Guinée,500,livres,,12,,"0,6",,,,,300,,,
393,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,13,Jambon,Guinée,914,livres,,12,,"0,6",,,,,"548,4",,,
394,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,13,Indienne,Guinée,3221,pièces,32,,,32,,,,,103072,,,
395,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,13,Langues,Guinée,4,barils,30,,,30,,,,,120,,,
396,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,13,Lard,Guinée,3840,livres,,4,,"0,2",,,,,768,,,
397,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,13,Limeneas,Guinée,1282,pièces,27,,,27,,,,,34614,,,
398,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,13,Lions de faïence,Guinée,2,en nombre,20,,,20,,,,,40,,,
399,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,13,Liqueur,Guinée,12,pots,3,10,,"3,5",,,,,42,,,
400,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,13,Liqueur,Guinée,150,topettes,,18,,"0,9",,,,,135,,,
401,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,13,Marchandises mêlées,Guinée,,,,,,0,417,,,417,0,,Valeur totale,
402,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,13,Mercerie,Guinée,7094,livres,2,,,2,,,,,14188,,,
403,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,13,Miroirs,Guinée,68,petits,,3,,"0,15",,,,,"10,2",,,
404,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,13,Miroirs,Guinée,,,,,,0,100,,,100,0,,Valeur totale,
405,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,13,Modes,Guinée,,,,,,0,202,,,202,0,,Valeur totale,
406,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,13,Moële de bœuf,Guinée,1,baril,12,,,12,12,,,12,12,0,,
407,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,14,Mouchoirs des Indes,Guinée,490,pièces,13,,,13,,,,,6370,,,
408,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,14,Mouchoirs de Pondichéry,Guinée,901,pièces,18,,,18,,,,,16218,,,
409,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,14,Mouchoirs de Romals,Guinée,6,pièces,13,,,13,,,,,78,,,
410,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,14,Neganepeaux,Guinée,1504,pièces,26,,,26,,,,,39104,,,
411,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,14,Nelis,Guinée,23,pièces,10,,,10,,,,,230,,,
412,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,14,Nicaneas,Guinée,4869,pièces,28,,,28,,,,,136332,,,
413,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,14,Panne,Guinée,17,aunes,8,,,8,,,,,136,,,
414,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,14,Pierres à fusil,Guinée,146250,en nombre,,"0,03",,"0,0015",,,,,"219,38",,,
415,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,14,Pierres à fusil,Guinée,4800,livres,,4,,"0,2",,,,,960,,,
416,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,14,Pipes à fumer,Guinée,960,grosses,3,10,,"3,5",,,,,3360,,,
417,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,14,Planches de sapin,Guinée,461,en nombre,,20,,1,,,,,461,,,
418,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,14,Plomb en grenaille,Guinée,9126,livres,,6,,"0,3",,,,,"2737,8",,,
419,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,14,Plomb en rouleaux,Guinée,150,livres,,5,6,275,,,,,"41,25",,,
420,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,14,Plomb en saumon,Guinée,440,livres,,5,,"0,25",,,,,110,,,
421,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,14,Potterie de grès,Guinée,491,barbançons,,25,,"1,25",,,,,"613,75",,,
422,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,14,Poudre à canon,Guinée,18900,livres,,20,,1,,,,,18900,,,
423,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,14,Quincaille,Guinée,3487,livres,,20,,1,,,,,3487,,,
424,Matthias Loise,AD 44 C 717,Local/Nantes/Nantes - Exports – 1766.csv,Local,1766,Exports,Nantes,14,Rasade,Guinée,11602,livres,,20,,1,,,,,11602,,,
