numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks,doubleaccounts
266,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,8,Laque en bois,Nord,"7900,00",Livre,"0,800","6 320,00","0,00",,
267,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,8,Laque sans bois,Nord,"9900,00",Livre,"1,300","12 870,00","0,00",,
268,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,8,Miel,Nord,"32200,00",Livre,"0,100","3 220,00","0,00",Prix unitaire en pourcentage,
269,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,8,Mouchoirs de mousseline,Nord,"23,00",Pièce,"20,000","460,00","0,00",,
270,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,8,Mouchoirs de Ponticheri,Nord,"1423,00",Pièce,"16,000","22 812,00","-44,00",erreur de calcul,
271,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,8,Mouchoirs bleu et blanc,Nord,"69,00",Pièce,"15,000","1 035,00","0,00",,
272,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,8,Mouchoirs peints,Nord,"39,00",Pièce,"30,000","1 170,00","0,00",,
273,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,9,Pekin,Nord,"250,00",Pièce,"60,000","15 000,00","0,00",,
274,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,9,Papier peint,Nord,"200,00",Livre,"0,300","60,00","0,00",,
275,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,9,Papier a écrire,Nord,"2000,00",Livre,"0,900","1 800,00","0,00",,
276,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,9,Peaux de renard en poil,Nord,"920,00",Nombre,"1,000","920,00","0,00",,
277,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,9,Peaux d'agneau aprestées,Nord,"20,00",Livre,"1,500","30,00","0,00",,
278,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,9,Porcelaine des Indes,Nord,"200,00",Livre,"5,000","1 000,00","0,00",,
279,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,9,Pruneaux de Ste Catherine,Nord,"5300,00",Livre,"0,350","1 855,00","0,00",,
280,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,9,Pruneaux d'amont,Nord,"1800,00",Livre,"0,100","180,00","0,00",,
281,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,9,Rocou,Nord,"18675,00",Livre,"0,350","6 530,00","6,25",erreur de calcul,
282,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,9,Sels de Bourneuf,Nord,"225,00",Charge,"44,000","9 900,00","0,00",,
283,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,9,Sels de Bourneuf,Nord,"300,00",Charge,"32,000","9 600,00","0,00",,
284,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,9,Sels du croisic,Nord,"83,00",Muid,"44,000","3 652,00","0,00",,
285,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,9,Sels du croisic,Nord,"1010,00",Muid,"40,000","40 400,00","0,00",,
286,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,9,Sels du croisic,Nord,"1201,00",Muid,"25,000","30 025,00","0,00",,
287,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,9,Sucre blanc,Nord,"103500,00",Livre,"0,350","36 235,00","-10,00",erreur de calcul,
288,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,9,Sucre terré,Nord,"2531350,00",Livre,"0,270","683 468,00","-3,50",erreur de calcul,
289,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,9,Sucre teste,Nord,"618350,00",Livre,"0,188","115 940,00","0,63",,
290,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,9,Sucre brut,Nord,"3686300,00",Livre,"0,138","507 546,00","-679,75",erreur de calcul,
291,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,9,Sirop de sucre,Nord,"125700,00",Livre,"0,045","5 656,00","0,50",,
292,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,9,Safran,Nord,"300,00",Livre,"30,000","9 000,00","0,00",,
293,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,9,Salemporis,Nord,"569,00",Pièce,"20,000","11 380,00","0,00",,
294,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,9,Satin uni,Nord,"24,00",Pièce,"50,000","1 200,00","0,00",,
295,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,9,Satin rayé,Nord,"25,00",Pièce,"55,000","1 375,00","0,00",,
296,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,9,Soucis,Nord,"68,00",Pièce,"30,000","2 040,00","0,00",,
297,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,9,Squine,Nord,"4150,00",Livre,"0,200","830,00","0,00",,
298,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,9,Toiles de coton blanches,Nord,"18902,00",Pièce,"25,000","472 550,00","0,00",,
299,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,9,Toile peinte,Nord,"58,00",Pièce,"25,000","1 450,00","0,00",,
300,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,9,Tapis,Nord,"91,00",Pièce,"20,000","1 820,00","0,00",,
301,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,9,Thé saoulo,Nord,"850,00",Livre,"2,250","1 912,00","0,50",,
302,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,9,Thé bou,Nord,"6615,00",Livre,"2,500","16 637,00","-99,50",erreur de calcul,
303,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,9,Thé divers,Nord,"106100,00",Livre,"2,250","238 725,00","0,00",,
304,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,9,Vin d'amont,Nord,"114,00",Tonneau,"170,000","19 380,00","0,00",Droits sur le vin et le vinaigre à 49 sous par tonneau,
305,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,9,Vin nantois,Nord,"308,50",Tonneau,"65,000","20 020,00","32,50",Droits sur le vin et le vinaigre à 49 sous par tonneau / erreur de calcul,
306,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,9,Vert de gris,Nord,"240,00",Livre,"1,000","240,00","0,00",,
307,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,10,Amandes en coques,Danemarc,"200,00",Livre,"0,200","40,00","0,00",Prix unitaire en pourcentage,
308,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,10,Bled froment,Danemarc,"48,00",Tonneau,"100,000","4 800,00","0,00",,
309,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,10,Chocolat,Danemarc,"30,00",Livre,"3,000","90,00","0,00",,
310,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,10,Caffé de la Martinique,Danemarc,"520,00",Livre,"1,125","585,00","0,00",,
311,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,10,Chataignes,Danemarc,"460,00",Boisseau,"0,500","230,00","0,00",,
312,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,10,Confitures,Danemarc,"75,00",Livre,"1,000","75,00","0,00",,
313,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,10,Eau de vie,Danemarc,"481,00",Barique,"60,000","28 860,00","0,00",Droits à 3 livres et 5 sous par barique,
314,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,10,Eau de citronelle,Danemarc,"20,00",Bouteille,"3,000","60,00","0,00",,
315,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,10,Essence,Danemarc,,,"0,000","18,00","-18,00",,
316,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,10,Etoffe de soye,Danemarc,"8,00",Livre,"40,000","320,00","0,00",,
317,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,10,Indigo,Danemarc,"600,00",Livre,"3,400","2 040,00","0,00",,
318,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,10,Marmites de fer,Danemarc,"60,00",Nombre,"2,000","120,00","0,00",,
319,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,10,Noix,Danemarc,"81,00",Millier,"1,000","81,00","0,00",,
320,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,10,Pruneaux de Ste Catherine,Danemarc,"100,00",Livre,"0,400","40,00","0,00",,
321,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,10,Pruneaux d'amont,Danemarc,"900,00",Livre,"0,100","90,00","0,00",,
322,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,10,Papier a écrire,Danemarc,"300,00",Livre,"0,900","270,00","0,00",,
323,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,10,Poudre a poudrer,Danemarc,"50,00",Livre,"0,200","10,00","0,00",,
324,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,10,Poid de fer,Danemarc,"700,00",Livre,"1,000","700,00","0,00",,
325,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,10,Sel du croisic,Danemarc,"86,50",Muid,"44,000","3 564,00","242,00",erreur de calcul,
326,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,10,Sels de Bourneuf,Danemarc,"48,00",Charge,"42,000","2 016,00","0,00",,
327,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,10,Sels de Bourneuf,Danemarc,"340,00",Charge,"32,000","10 880,00","0,00",,
328,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,10,Sels de Bourneuf,Danemarc,"214,00",Charge,"24,000","5 136,00","0,00",,
329,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,10,Sucre brut,Danemarc,"16000,00",Livre,"0,138","2 200,00","0,00",Prix unitaire en pourcentage,
330,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,10,Sirop de sucre,Danemarc,"23800,00",Livre,"0,045","1 071,00","0,00",Prix unitaire en pourcentage,
331,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,10,Toile de Bretagne,Danemarc,"130,00",Livre,"4,000","520,00","0,00",,
332,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,10,Vin d'amont,Danemarc,"59,00",Tonneau,"170,000","10 030,00","0,00",Droits sur le vin et le vinaigre à 49 sous par tonneau,
333,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,10,Vin nantois,Danemarc,"64,50",Tonneau,"60,000","3 840,00","30,00",Droits sur le vin et le vinaigre à 49 sous par tonneau / erreur de calcul,
334,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,10,Vinaigre,Danemarc,"7,50",Tonneau,"50,000","350,00","25,00",Droits sur le vin et le vinaigre à 49 sous par tonneau / erreur de calcul,
335,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,10,Bled froment,Espagne,"17558,00",Tonneau,"120,000","2 206 960,00","-100 000,00",erreur de calcul,
336,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,10,Beuf salé,Espagne,"105,50",Baril,"22,000","2 320,00","1,00","Calcul : 5200 livres = 105,5 barils / erreur de calcul",
337,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,10,Beure de Bretagne,Espagne,"2125,00",Livre,"0,280","595,00","0,00",Prix unitaire en pourcentage,
338,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,10,Bazin des Indes,Espagne,"2,00",Pièce,"18,000","36,00","0,00",Prix unitaire en pourcentage,
339,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,10,Baracan,Espagne,"30,00",Livre,"3,000","90,00","0,00",,
340,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,10,Bougie de cire blanche,Espagne,"40,00",Livre,"1,400","96,00","-40,00",erreur de calcul,
341,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,11,Canelle,Espagne,"50,00",Livre,"6,000","300,00","0,00",,
342,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,11,Confitures,Espagne,"700,00",Livre,"1,000","700,00","0,00",,
343,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,11,Cacao,Espagne,"7775,00",Livre,"1,600","12 440,00","0,00",,
344,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,11,Caffé de moka,Espagne,"2750,00",Livre,"2,100","5 770,00","5,00",erreur de calcul,
345,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,11,Caffé de la Martinique,Espagne,"2700,00",Livre,"1,125","3 037,00","0,50",,
346,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,11,Caladaris,Espagne,"100,00",Pièce,"30,000","3 000,00","0,00",,
347,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,11,Coupis,Espagne,"100,00",Pièce,"20,000","2 000,00","0,00",,
348,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,11,Ciraka,Espagne,"298,00",Pièce,"30,000","8 940,00","0,00",,
349,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,11,Chasselas,Espagne,"71,00",Pièce,"8,000","568,00","0,00",,
350,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,11,Chite,Espagne,"16,00",Pièce,"40,000","640,00","0,00",,
351,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,11,Camelot de laine,Espagne,"3223,00",Aune,"4,000","12 892,00","0,00",,
352,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,11,Camelot sur soye,Espagne,"30,00",Aune,"4,000","120,00","0,00",,
353,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,11,Chapeaux communs,Espagne,"25,00",Nombre,"1,250","31,00","0,25",,
354,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,11,Cuirs de vache tannés,Espagne,"13,00",Nombre,"0,000","600,00","-600,00",13 nombre + 500 livres,1
355,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,11,Cuirs de vache tannés,Espagne,"500,00",Livre,"0,000","600,00","-600,00",13 nombre + 500 livres,2
356,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,11,Cartes a jouer,Espagne,"180,00",Livre,"1,000","180,00","0,00",,
357,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,11,Cire blanche,Espagne,"2535,00",Livre,"1,400","3 549,00","0,00",,
358,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,11,Cire jaune,Espagne,"125,00",Livre,"1,250","156,00","0,25",,
359,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,11,Colle forte,Espagne,"2875,00",Livre,"1,400","4 025,00","0,00",Erreur prix unitaire ,
360,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,11,Cabarets vernis,Espagne,"53,00",Nombre,"1,750","92,00","0,75",,
361,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,11,Chaises de paille,Espagne,"21,00",Douzaine,"12,000","152,00","100,00",erreur de calcul,
362,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,11,Cuivre ouvré,Espagne,"125,00",Livre,"1,500","187,00","0,50",,
363,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,11,Cloud de fer,Espagne,"13000,00",Livre,"0,240","3 120,00","0,00",Prix unitaire en pourcentage,
364,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,11,Chaux,Espagne,"205,00",Tonneau,"25,000","5 175,00","-50,00",erreur de calcul,
365,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,11,Damas des Indes,Espagne,"47,00",Pièce,"65,000","3 075,00","-20,00",erreur de calcul,
366,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,11,Dissouchaïs,Espagne,"100,00",Pièce,"0,000","0,00","0,00",Pas de prix,
367,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,11,Drap d'Elboeuf,Espagne,"12,00",Aune,"15,000","180,00","0,00",,
368,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,11,Dentelle de fil,Espagne,"720,00",Livre,"350,000","252 000,00","0,00",,
369,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,11,Eau de vie,Espagne,"243,00",Barique,"60,000","14 580,00","0,00",Droits à 3 livres et 5 sous par barique,
370,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,11,Eau de vie d'Andaye,Espagne,"182,00",Pot,"1,000","182,00","0,00",,
371,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,11,Etamine de laine,Espagne,"4604,00",Aune,"2,250","8 334,00","2 025,00",erreur de calcul,
372,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,11,Etamine de laine,Espagne,"3965,00",Livre,"5,000","19 725,00","100,00",erreur de calcul,
373,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,11,Etein ouvré,Espagne,"50,00",Livre,"1,300","65,00","0,00",,
374,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,11,Feves,Espagne,"745,00",Tonneau,"70,000","52 150,00","0,00",,
375,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,11,Farine,Espagne,"8,00",Tonneau,"170,000","1 360,00","0,00",,
376,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,11,Farine,Espagne,"118,00",Baril,"17,000","2 006,00","0,00",,
377,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,12,Fromage,Espagne,"175,00",Livre,"0,200","175,00","-140,00",Erreur prix total,
378,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,12,Fil de Rennes,Espagne,"8050,00",Livre,"0,600","4 830,00","0,00",,
379,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,12,Fayence en vaisselle,Espagne,"162,00",Douzaine,"3,000","486,00","0,00",,
380,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,12,Faulx a faucher,Espagne,"3200,00",Livre,"0,200","640,00","0,00",Prix unitaire en pourcentage,
381,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,12,Feüillard,Espagne,"102,00",Paquet,"2,000","204,00","0,00",,
382,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,12,Gourgouran,Espagne,"180,00",Pièce,"60,000","10 800,00","0,00",,
383,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,12,Guinée bleüe,Espagne,"150,00",Pièce,"25,000","3 750,00","0,00",,
384,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,12,Guimgam,Espagne,"180,00",Pièce,"12,000","2 160,00","0,00",,
385,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,12,Glüe,Espagne,"500,00",Livre,"0,000","100,00","-100,00",Pas de prix unitaire indiqué,
386,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,12,Gauffrier,Espagne,"1,00",Nombre,"3,000","9,00","-6,00",Erreur prix total,
387,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,12,Harans blancs,Espagne,"21,00",Baril,"20,000","420,00","0,00",,
388,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,12,Jambon,Espagne,"680,00",Livre,"0,500","6 800,00","-6 460,00",Erreur prix total,
389,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,12,Jamanarc,Espagne,"100,00",Pièce,"35,000","3 500,00","0,00",,
390,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,12,Indienne diverses,Espagne,"1069,00",Pièce,"25,000","26 725,00","0,00",,
391,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,12,Indigo,Espagne,"49850,00",Livre,"3,250","162 012,00","0,50",,
392,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,12,Lard,Espagne,"2225,00",Livre,"0,200","445,00","0,00",,
393,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,12,Lamproyes,Espagne,"770,00",Boite,"0,000","7 700,00","-7 700,00",Pas de prix unitaire indiqué,
394,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,12,Librairie,Espagne,"185,00",Livre,"3,000","555,00","0,00",,
395,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,12,Montichon,Espagne,"100,00",Pièce,"0,000","0,00","0,00",Pas de prix,
396,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,12,Melle,Espagne,"100,00",Pièce,"0,000","0,00","0,00",Pas de prix,
397,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,12,Mouchoirs de Ponticheri,Espagne,"898,00",Pièce,"16,000","6 286,00","8 082,00",Erreur prix total,
398,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,12,Mouchoirs de Rouen,Espagne,"7,00",Douzaine,"8,000","56,00","0,00",,
399,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,12,Mousseline,Espagne,"24,00",Aune,"6,000","144,00","0,00",,
400,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports - 1734.csv,Local,1734,Exports,Nantes,12,Meubles,Espagne,,,"0,000","7 230,00","-7 230,00",,
