numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,value,quantit,quantity_unit,remarks,prix_unitaire
3873,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,13,Armes ; blanches sabres,Guinée,0,748,Livres,,"1,25"
3874,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,13,Armes ; a feu ; diverses,Guinée,0,55136,Livres,,3
3875,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,13,Armes ; a feu ; fusils,Guinée,0,5237,En nombre,,"7,5"
3876,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,13,Armes ; a feu ; pistolets,Guinée,0,28,paires,,4
3877,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,13,Armoisin,Guinée,0,1,nombre,,80
3878,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,13,Bajutapeaux,Guinée,0,923,Pièces,,28
3879,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,13,Barils,Guinée,0,2907,En nombre,,"0,6"
3880,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,13,Bas de laine,Guinée,0,40,Livres,,6
3881,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,13,Bas de soye,Guinée,0,"1,5",Livres,,40
3882,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,13,Baume,Guinée,108,,,,
3883,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,13,Bayettes,Guinée,0,1201,Livres,,3
3884,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,13,Bazin,Guinée,0,2913,Livres,,4
3885,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,13,Bazin,Guinée,0,2750,Aunes,,"1,2"
3886,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,13,Bœuf salé,Guinée,0,518,barils,,40
3887,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,13,Bœuf salé,Guinée,0,181,Tierçons,,60
3888,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,13,Beure,Guinée,0,7490,Livres,,"0,4"
3889,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,13,Biere,Guinée,0,7,Bariques,,20
3890,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,13,Bonnets de laine,Guinée,0,120,En nombre,,"1,5"
3891,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,13,Bougie,Guinée,0,122,Livres,,"2,25"
3892,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,13,Boulange,Guinée,0,130,Pièces,,13
3893,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,13,Boulets de canon,Guinée,0,400,En nombre,,"0,13"
3894,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,13,Bouteilles de verre,Guinée,0,860,Livres,,"0,2"
3895,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,14,Braule,Guinée,0,669,Pièces,,22
3896,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,14,Briquets,Guinée,0,59,Douzaines,,1
3897,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,14,Cadenats,Guinée,0,1212,En nombre,,"0,25"
3898,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,14,Cadenats,Guinée,0,20,Livres,,1
3899,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,14,Caffé des Isles,Guinée,0,354,Livres,,"0,55"
3900,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,14,Caladaric,Guinée,0,69,Pièces,,32
3901,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,14,Cannettes de grès,Guinée,0,5960,En nombre,,"0,2"
3902,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,14,Cannevettes,Guinée,0,210,En nombre,,5
3903,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,14,Caves ; de 12 flacons,Guinée,0,50,nombre,,10
3904,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,14,Caves ; de 9 flacons,Guinée,0,311,nombre,,8
3905,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,14,Caves ; de 6 flacons,Guinée,0,1846,nombre,,6
3906,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,14,Cauris,Guinée,0,604722,Livres,,"0,725"
3907,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,14,Chandelle,Guinée,0,480,Livres,,"0,4"
3908,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,14,Chapeaux brodés d'or,Guinée,0,14,En nombre,,2
3909,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,14,Chapeaux brodés d'or,Guinée,50,,,,
3910,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,14,Chapeaux a negres,Guinée,0,2454,En nombre,,1
3911,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,14,Chasselas,Guinée,0,1609,Pièces,,28
3912,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,14,Chaussettes de fil,Guinée,0,2,Douzaines,,15
3913,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,14,Chics,Guinée,0,3,Pièces,,40
3914,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,14,Chilas,Guinée,0,235,Pièces,,13
3915,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,14,Chemises garnies,Guinée,0,15,En nombre,,12
3916,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,14,Chemises de gingas,Guinée,0,24,En nombre,,2
3917,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,14,Chemises unies,Guinée,0,15,En nombre,,6
3918,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,14,Cizeaux,Guinée,0,6,Douzaines,,"3,5"
3919,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,14,Coclaria,Guinée,0,6,Flacons,,3
3920,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,14,Coliers de grenat faux,Guinée,0,50,En nombre,,2
3921,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,14,Confitures,Guinée,0,20,Livres,,1
3922,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,14,Corail ouvré,Guinée,0,189,Livres,il est aussi indiqué 160 livres la livre pesant,80
3923,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,14,Cordages de chanvre,Guinée,0,58690,Livres,,"0,34"
3924,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,14,Cornes de bœuf,Guinée,0,378,En nombre,,"0,05"
3925,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,14,Cocos,Guinée,0,1776,Pièces,,12
3926,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,14,Cotonade,Guinée,0,982,Livres,,2
3927,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,14,Clous de fer,Guinée,0,650,Livres,,"0,25"
3928,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,14,Coupis,Guinée,0,202,Pièces,,12
3929,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,14,Couteaux flamands,Guinée,0,10400,Douzaines,,"1,5"
3930,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,15,Couteaux flamands,Guinée,0,3564,Livres,,"0,75"
3931,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,15,Couteaux a negres,Guinée,0,20,Douzaines,,1
3932,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,15,Coutil,Guinée,0,30,Pièces,,16
3933,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,15,Coutil,Guinée,0,2600,Livres,,"1,5"
3934,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,15,Couvertures de laine,Guinée,0,74,En nombre,,3
3935,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,15,Crick,Guinée,0,1,nombre,,20
3936,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,15,Cuivre en baguettes,Guinée,0,235,Livres,,"1,4"
3937,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,15,Cuivre en bassins,Guinée,0,597,En nombre,,"1,5"
3938,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,15,Cuivre en bassins,Guinée,0,1742,Livres,,"1,5"
3939,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,15,Cuivre en chaudron,Guinée,0,240,Livres,,"1,5"
3940,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,15,Cuivre doré,Guinée,500,,,,
3941,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,15,Cuivrerie,Guinée,0,5726,Livres,,"1,5"
3942,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,15,Culottes de siamoise,Guinée,0,36,En nombre,,"3,75"
3943,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,15,Curtas,Guinée,0,120,Pièces,,27
3944,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,15,Dammes jannes,Guinée,0,49,En nombre,,4
3945,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,15,Drap de Carcassonne,Guinée,0,616,Livres,,5
3946,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,15,Draperie,Guinée,0,1883,Livres,,10
3947,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,15,Eau de vie,Guinée,0,82336,Veltes,,"2,75"
3948,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,15,Eau vulneraire,Guinée,0,11,Bouteilles,,3
3949,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,15,Etain ouvré,Guinée,0,580,Livres,,1
3950,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,15,Etain en bassins,Guinée,0,145,En nombre,,"1,5"
3951,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,15,Etain en bassins,Guinée,0,1660,Livres,,1
3952,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,15,Etamine de laine,Guinée,0,4,Pièces,,60
3953,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,15,Etamine de laine,Guinée,0,133,Aunes,,2
3954,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,15,Etamine de laine,Guinée,0,100,Livres,,6
3955,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,15,Epingoles,Guinée,0,18,En nombre,,10
3956,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,15,Espontons,Guinée,0,6,En nombre,,10
3957,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,15,Etoffe de soye,Guinée,0,"415,25",Livres,,40
3958,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,15,Etoffe de soye,Guinée,580,,,,
3959,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,15,Farine,Guinée,0,351,Barils,,20
3960,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,15,Farine,Guinée,0,45020,Livres,,"0,1"
3961,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,15,Fayance,Guinée,0,98,Douzaines,,"3,25"
3962,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,15,Fayance,Guinée,0,600,Livres,,"0,5"
3963,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,15,Fer ; en barres,Guinée,0,264330,Livres,,"0,15"
3964,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,15,Fer ; en cercles,Guinée,0,126,Livres,,"0,25"
3965,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,16,Fer en cercles,Guinée,0,7,Paquets,,25
3966,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,16,Fer en marmites,Guinée,0,900,En nombre,,"1,5"
3967,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,16,Fer en marmites,Guinée,0,850,Livres,,"0,15"
3968,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,16,Fer a negres,Guinée,0,1290,Livres,,"0,25"
3969,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,16,Fer en pois,Guinée,0,200,Livres,,"0,12"
3970,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,16,Fer en taule,Guinée,0,1275,Livres,,"0,18"
3971,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,16,Feves,Guinée,0,185,Tonneaux,,120
3972,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,16,Feves,Guinée,0,6,Septiers,,12
3973,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,16,Flacons a virolles d'etain,Guinée,0,677,En nombre,,"0,15"
3974,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,16,Fotas,Guinée,0,403,Pièces,,10
3975,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,16,Fotas,Guinée,0,926,Livres,,"1,25"
3976,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,16,Fromage de Gruyere,Guinée,0,162,Livres,,"0,3"
3977,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,16,Fromage de Hollande,Guinée,0,210,Livres,,"0,25"
3978,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,16,Gaines de couteaux,Guinée,0,9540,En nombre,,"0,0166667"
3979,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,16,Garas,Guinée,0,200,Pièces,,28
3980,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,16,Gaze de soye,Guinée,0,20,Livres,,40
3981,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,16,Gilets a negres,Guinée,0,36,En nombre,,"3,75"
3982,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,16,Goblets peints,Guinée,0,936,Douzaines,,1
3983,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,16,Guinées ; blanches,Guinée,0,3785,Pièces,,32
3984,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,16,Guinées ; bleues,Guinée,0,730,Pièces,,35
3985,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,16,Guingans,Guinée,0,1694,Pièces,,10
3986,Loïc Charles,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,16,Guingans,Guinée,0,570,Livres,,3
3987,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,16,Habillements,Guinée,500,,,,
3988,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,16,Huile de lin,Guinée,0,100,Cruches,,8
3989,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,16,Huile d'olive,Guinée,0,709,Livres,,"0,5"
3990,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,16,Jambons,Guinée,0,1661,Livres,,"0,4"
3991,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,16,Indienne,Guinée,0,209,Pièces,,30
3992,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,16,Langues,Guinée,0,1,Barils,,40
3993,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,16,Lard,Guinée,0,6186,Livres,,"0,2"
3994,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,16,Limeneas,Guinée,0,355,Pièces,,30
3995,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,16,Limenças,Guinée,0,534,Pièces,,20
3996,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,16,Liqueurs,Guinée,0,11,Flacons,,"1,25"
3997,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,16,Liqueurs,Guinée,0,56,Bouteilles,,"1,25"
3998,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,16,Madras,Guinée,0,50,Pièces,,12
3999,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,16,marchandises mêlées,Guinée,1761,,,,
4000,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,17,Meches a canon,Guinée,0,400,Livres,,"0,2"
4001,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,17,Mercerie,Guinée,0,7769,Livres,,"4,5"
4002,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,17,Mercerie,Guinée,200,,,,
4003,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,17,Miroirs petits,Guinée,0,"24,5",Douzaines,,"1,2"
4004,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,17,Miroirs petits,Guinée,300,,,,
4005,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,17,Mouchoirs ; de Bengale,Guinée,0,186,Pièces,,12
4006,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,17,Mouchoirs ; de Cholet,Guinée,0,4706,Livres,,4
4007,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,17,Mouchoirs ; de Pontichery,Guinée,0,90,Pièces,,18
4008,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,17,Mouchoirs ; de Rouen,Guinée,0,50,Pièces,,14
4009,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,17,Neganepeaux,Guinée,0,1377,Pièces,,28
4010,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,17,Nelei,Guinée,0,15,Pièces,,10
4011,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,17,Nicaneas,Guinée,0,3784,PIèces,,30
4012,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,17,Olivettes,Guinée,0,300,Livres,,1
4013,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,17,Papier blanc,Guinée,0,60,Livres,,"0,6"
4014,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,17,Pierres d'agathe,Guinée,0,2500,En nombre,,"0,25"
4015,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,17,Pierres a fusils,Guinée,0,321000,En nombre,,"0,002"
4016,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,17,Pierres a fusils,Guinée,0,8680,Livres,,"0,1"
4017,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,17,Pipes a fumer,Guinée,0,2924,Grosses,,"2,5"
4018,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,17,Planches de sapin,Guinée,0,225,En nombre,,1
4019,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,17,Plomb en grenaille,Guinée,0,8350,Livres,,"0,3"
4020,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,17,Plomb en roulleau,Guinée,0,240,Livres,,"0,25"
4021,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,17,Plomb en saumon,Guinée,0,580,Livres,,"0,25"
4022,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,17,Potterie ; de gres,Guinée,0,100,Cruches,,"0,25"
4023,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,17,Potterie ; de terre,Guinée,0,36,En nombre,,"0,025"
4024,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,17,Quincaille,Guinée,0,955,Livres,,1
4025,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,17,Rassade,Guinée,0,530,Manes,,20
4026,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,17,Rassade,Guinée,0,18853,Livres,,"0,8"
4027,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,17,Rasoirs,Guinée,0,6,Douzaines,,"2,5"
4028,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,17,Ris,Guinée,0,106640,Livres,,"0,2"
4029,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,17,Salemporis,Guinée,0,558,Pièces,,29
4030,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,17,Sennes a pêcher,Guinée,0,3,En nombre,,40
4031,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,17,Siamoise,Guinée,0,25,Pièces,,30
4032,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,17,Siamoise,Guinée,0,3150,Livres,,4
4033,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,17,Souliers,Guinée,0,39,Paires,,"3,5"
4034,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,17,Sucre terré,Guinée,0,400,Livres,,"0,4"
4035,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,18,Suif,Guinée,0,1153,Livres,,"0,4"
4036,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,18,Tabac de la ferme,Guinée,0,3006,Livres,,"3,2"
4037,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,18,Tabattiere de bois,Guinée,0,24,En nombre,,"0,1"
4038,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,18,Taffias,Guinée,0,9,Bariques,,80
4039,Pascal Fontaine,AD 44 C716,Local/Nantes/Nantes-exports.csv,Local,1764,Exports,Nantes,18,Tambours,Guinée,0,2,En nombre,,6
