numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks,doubleaccounts
293,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,8,Cotonis rayé,Espagne,28,Pièce,17,476,0,,
294,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,8,Chapeaux de mi-castor,Espagne,12,Nombre,10,120,0,,
295,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,8,Chapeaux communs,Espagne,304,Livre,4,1216,0,,
296,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,8,Cuirs de vache en croute,Espagne,8150,Livre,"0,6",4890,0,,
297,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,8,Cartes a jouer,Espagne,100,Livre,1,100,0,Prix unitaire en pourcentage,
298,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,8,Crin,Espagne,300,Livre,"1,5",450,0,,
299,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,8,Clous dorés,Espagne,10,Millier,8,80,0,,
300,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,8,Cuivre ouvré,Espagne,84,Livre,"1,8",80,"71,2",erreur de calcul,
301,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,8,Couteaux comuns,Espagne,1790,Livre,"1,25",2200,"37,5",erreur de calcul,
302,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,8,Chaises de paille,Espagne,"22,5",Douzaine,6,132,3,erreur de calcul,
303,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,8,Cire blanche ouvré,Espagne,1440,Livre,"2,5",3600,0,,
304,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,8,Chandelle,Espagne,600,Livre,"1,75",1050,0,,
305,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,8,Colle forte,Espagne,950,Livre,"0,25",237,"0,5",,
306,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,9,Dentelle de fil,Espagne,400,Aune,6,2400,0,,
307,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,9,Dentelle de fil,Espagne,25,Livre,260,4500,2000,erreur de calcul,
308,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,9,Drap d'Elbeuf,Espagne,"4,25",Aune,15,60,"3,75",erreur de calcul,
309,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,9,Eau de vie,Espagne,413,Barique,70,28910,0,Droits à 3 livres et 5 sous la barique,
310,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,9,Eau de citronelle,Espagne,160,Bouteille ,4,640,0,,
311,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,9,Etamine de laine,Espagne,17126,Aune,2,34252,0,,
312,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,9,Farine,Espagne,80,Quart,16,1280,0,,
313,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,9,Fromage,Espagne,2625,Livre,"0,25",656,"0,25",Prix unitaire en pourcentage,
314,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,9,Feves,Espagne,114,Tonneau,80,9120,0,,
315,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,9,Fil a coudre,Espagne,3185,Livre,"2,5",7962,"0,5",,
316,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,9,Fayence,Espagne,433,Douzaine,4,1732,0,,
317,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,9,Feux,Espagne,2,en nombre,0,48,-48,,
318,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,9,Fers a repasser,Espagne,24,Nombre,"2,5",60,0,,
319,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,9,Faulx a faucher,Espagne,7050,Livre,"0,25",35250,"-33487,5","erreur dans la source, confusion entre livres et sous",
320,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,9,Gourgouran,Espagne,26,Pièce,70,1820,0,,
321,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,9,Guingan,Espagne,543,Pièce,7,3801,0,,
322,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,9,Grisette,Espagne,4,Pièce,55,220,0,,
323,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,9,Gomme gutte,Espagne,300,Livre,2,600,0,,
324,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,9,Huile d'olive,Espagne,75,Livre,"0,6",4550,-4505,erreur de calcul,
325,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,9,Habit de satin brodé,Espagne,2,Nombre,150,300,0,,
326,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,9,Indienne,Espagne,52,Pièce,14,728,0,,
327,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,9,Image de papier,Espagne,90,Livre,10,900,0,,
328,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,9,Indigo,Espagne,25167,Livre,"2,375",59721,"50,63",erreur de calcul,
329,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,9,Lamproyes,Espagne,320,Boite,5,1600,0,,
330,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,9,Librairie,Espagne,2940,Livre,2,5880,0,,
331,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,9,Morue seiche,Espagne,64700,Livre,"0,2",12940,0,Prix unitaire en pourcentage,
332,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,9,Mouchoirs de Pontichery,Espagne,"40,5",Pièce,20,800,10,erreur de calcul,
333,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,9,Mousseline,Espagne,230,Livre,32,7360,0,,
334,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,9,Mercerie fine,Espagne,6141,Livre,6,36846,0,,
335,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,9,Meubles,Espagne,,,0,932,-932,,
336,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,9,Orge,Espagne,75,Tonneau,52,4110,-210,erreur de calcul,
337,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,9,Poivre,Espagne,20900,Livre,1,20900,0,,
338,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,9,Peaux de veau corroyees,Espagne,203,Douzaine,20,4060,0,,
339,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,9,Papier a écrire,Espagne,12550,Livre,"0,5",6275,0,,
340,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,9,Poilles a frire,Espagne,12,Nombre,"0,4",5,"-0,2",,
341,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,9,Porcelaine des Indes,Espagne,1225,Livre,5,6325,-200,erreur de calcul,
342,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,9,Pierres a faulx,Espagne,8000,Livre,0,2000,-2000,,1
343,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,9,Pierres a faulx,Espagne,500,Nombre,0,2000,-2000,,2
344,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,9,Poudre a poudrer,Espagne,180,Livre,"0,3",55,-1,erreur de calcul,
345,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,9,Pierres a fusils,Espagne,2265,Millier,"2,5",5662,"0,5",,
346,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,10,Quincaille,Espagne,25530,Millier,0,10,-10,Prix unitaire en livre,
347,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,10,Robe de chambre d'indienne,Espagne,2,Nombre,25,0,50,,
348,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,10,Rocou,Espagne,42275,Livre,"0,45",19024,"-0,25",,
349,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,10,Rapure de bois de gayac,Espagne,250,Livre,"0,1",25,0,,
350,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,10,Rubarbe,Espagne,300,Livre,70,21000,0,,
351,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,10,Saumon salé,Espagne,33,Tierçon,70,2310,0,,
352,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,10,Sardines pressées,Espagne,51,Barique,50,2550,0,,
353,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,10,Sel,Espagne,428,Muid,20,9560,-1000,erreur de calcul,
354,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,10,Sucre en pain,Espagne,178800,Livre,"0,5",89400,0,,
355,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,10,Sucre terré,Espagne,1958725,Livre,"0,32",626792,0,Prix unitaire en pourcentage,
356,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,10,Sucre teste de forme,Espagne,61850,Livre,"0,26",15481,600,erreur de calcul,
357,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,10,Sucre brut,Espagne,108600,Livre,"0,2",21720,0,Prix unitaire en pourcentage,
358,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,10,Satin,Espagne,7,Pièce,70,490,0,,
359,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,10,Sthephais,Espagne,14,Pièce,18,252,0,,
360,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,10,Soucis,Espagne,20,Pièce,20,400,0,,
361,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,10,Soyerie,Espagne,63,Livre,40,2520,0,,
362,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,10,Soye tanis,Espagne,434,Livre,8,3472,0,,
363,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,10,Squine,Espagne,250,Livre,"0,75",177,"10,5",erreur de calcul,
364,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,10,Thé bou,Espagne,432,Livre,"2,5",1060,20,erreur de calcul,
365,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,10,Thé vert saoulo,Espagne,615,Livre,"2,75",1691,"0,25",,
366,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,10,Tabac en poudre,Espagne,34900,Livre,2,69800,0,,
367,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,10,Tigois,Espagne,114,Pièce,0,3420,-3420,,
368,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,10,Tafetas soulas,Espagne,"28,5",Pièce,0,840,-840,,
369,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,10,Tipis,Espagne,23,Pièce,0,400,-400,,
370,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,10,Toile peinte,Espagne,421,Pièce,30,12630,0,,
371,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,10,Toile de Bretagne,Espagne,225794,Livre,4,143176,760000,erreur de calcul,
372,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,10,Vin de champagne,Espagne,550,Bouteille ,"2,5",1375,0,Droits sur le vin et le vinaigre 49 sous par tonneau,
373,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,10,Vin de Frontignan,Espagne,565,Bouteille ,2,1130,0,Droits sur le vin et le vinaigre 49 sous par tonneau,
374,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,10,Vin de Bordeaux,Espagne,16,Tonneau,150,2400,0,Droits sur le vin et le vinaigre 49 sous par tonneau,
375,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,10,Vin d'Amont,Espagne,14,Tonneau,120,1680,0,Droits sur le vin et le vinaigre 49 sous par tonneau,
376,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,10,Vin nantois,Espagne,431,Tonneau,60,21860,4000,Droits sur le vin et le vinaigre 49 sous par tonneau / erreur de calcul,
377,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,10,Vin du Croisic,Espagne,145,Tonneau,50,7250,0,Droits sur le vin et le vinaigre 49 sous par tonneau,
378,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,10,Vinaigre,Espagne,8,Tonneau,50,480,-80,Droits sur le vin et le vinaigre 49 sous par tonneau / erreur de calcul,
379,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,11,Beuf salé,Portugal,3335,Livre,"0,2",667,0,,
380,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,11,Bonnetterie de laine,Portugal,450,Livre,6,2700,0,,
381,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,11,Confitures,Portugal,50,Livre,"0,7",40,-5,erreur de calcul,
382,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,11,Chataignes,Portugal,50,Boisseau,"0,5",25,0,,
383,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,11,Cauris,Portugal,2000,Livre,"1,2",2400,0,,
384,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,11,Couteaux,Portugal,2034,Livre,"1,25",2540,"2,5",erreur de calcul,
385,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,11,Cuir de vache en croute,Portugal,570,Livre,"0,6",336,6,erreur de calcul,
386,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,11,Cuir verts en poil,Portugal,7,Nombre,12,84,0,,
387,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,11,Etamine de laine,Portugal,2962,Aune,2,5924,0,,
388,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,11,Eau de vie,Portugal,246,Barique,70,17220,0,Droits à 3 livres et 5 sous la barique,
389,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,11,Fayence,Portugal,"20,5",Douzaine,4,80,2,erreur de calcul,
390,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,11,Fer en barre,Portugal,43925,Livre,"0,14",6153,"-3,5",erreur de calcul,
391,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,11,Guinée bleue,Portugal,125,Pièce,15,1875,0,,
392,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,11,Lard,Portugal,300,Livre,"0,25",7500,-7425,erreur de calcul,
393,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,11,Librairie,Portugal,450,Livre,2,0,900,absence de total,
394,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,11,Mouchoirs des Indes,Portugal,2,Pièce,20,40,0,,
395,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,11,Mercerie,Portugal,172,Livre,6,1032,0,,
396,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,11,Noix,Portugal,13,Millier,1,13,0,,
397,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,11,Pekin rayé,Portugal,13,Pièce,70,910,0,,
398,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,11,Peaux d'ours aprêtées,Portugal,40,Nombre,0,160,-160,Pas de prix unitaire indiqué,
399,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,11,Peaux de loup cervier,Portugal,6,Nombre,0,24,-24,Pas de prix unitaire indiqué,
400,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,11,Peaux de loup de bois,Portugal,1,Douzaine,0,30,-30,Pas de prix unitaire indiqué,
401,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,11,Peaux de veau corroyees,Portugal,955,Douzaine,20,19100,0,,
402,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,11,Peaux de mouton passées,Portugal,3450,Livre,"1,25",4312,"0,5",,
403,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,11,Papier,Portugal,2160,Livre,"0,5",1030,50,erreur de calcul,
404,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,11,Porcelaine,Portugal,100,Livre,5,500,0,,
405,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,11,Sucre terré,Portugal,1400,Livre,"0,32",448,0,Prix unitaire en pourcentage,
406,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,11,Sirop de sucre,Portugal,80825,Livre,"0,05",4045,"-3,75",erreur de calcul,
407,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,11,Sarge de laine,Portugal,"7700,5",Aune,"2,5",19250,"1,25",erreur de calcul,
408,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,11,Suif,Portugal,75,Livre,"0,35",26,"0,25",Prix unitaire en pourcentage,
409,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,11,Thé vert,Portugal,1574,Livre,"2,3",3620,"0,2",,
410,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,11,Thé bou,Portugal,1691,Livre,"2,5",4228,"-0,5",,
411,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,11,Toile de Bretagne,Portugal,19587,Livre,4,78348,0,,
412,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,11,Vin de Bordeaux,Portugal,11,Tonneau,150,1650,0,Droits sur le vin et le vinaigre 49 sous par tonneau,
413,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,11,Vin nantois,Portugal,9,Tonneau,60,540,0,Droits sur le vin et le vinaigre 49 sous par tonneau,
414,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,12,Vinaigre,Portugal,44,Tonneau,60,2640,0,Droits sur le vin et le vinaigre 49 sous par tonneau,
415,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,12,Argent vif,Italie,300,Livre,"4,75",1425,0,,
416,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,12,Eau de vie,Italie,56,Barique,70,3920,0,Droits à 3 livres et 5 sous la barique,
417,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,12,Etamine de laine,Italie,6168,Aune,2,12336,0,,
418,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,12,Gomme laque,Italie,3600,Livre,"0,2",720,0,Prix unitaire en pourcentage,
419,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,12,Gomme senegal,Italie,5215,Livre,"2,5",13038,"-0,5",,
420,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,12,Indigo,Italie,9750,Livre,"2,375",0,"23156,25",absence de total,
421,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,12,Poivre,Italie,500,Livre,1,500,0,,
422,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,12,Peaux de veau corroyees,Italie,223,Douzaine,20,4460,0,,
423,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,12,Porcelaine des Indes,Italie,273,Livre,5,1365,0,,
424,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,12,Pierres a fusils,Italie,150,Millier,"2,5",375,0,,
425,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,12,Rocou,Italie,17490,Livre,"0,45",0,"7870,5",absence de total,
426,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,12,Sucre en pain,Italie,8400,Livre,"0,5",4200,0,,
427,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,12,Sucre terré,Italie,983525,Livre,"0,32",314728,0,Prix unitaire en pourcentage,
428,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,12,Sucre teste,Italie,40300,Livre,"0,26",10478,0,Prix unitaire en pourcentage,
429,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,12,Sucre brut,Italie,587300,Livre,"0,2",117460,0,Prix unitaire en pourcentage,
430,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,12,Thé bou,Italie,1984,Livre,"2,5",4960,0,,
431,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,12,Thé vert,Italie,183,Livre,"2,3",420,"0,9",,
432,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,12,Toutenague,Italie,36835,Livre,"1,2",44202,0,Prix unitaire en pourcentage,
433,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,12,Toile de Bretagne,Italie,450,Livre,4,1800,0,,
434,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,12,Vin de Bordeaux,Italie,7,Barique,150,1050,0,Droits à 12 sous et 3 deniers la barique,
435,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,12,Beuf salé,Guinée,130,Baril,20,2600,0,Erreur prix unitaire,
436,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,12,Beure,Guinée,800,Livre,"0,25",200,0,Prix unitaire en pourcentage,
437,Anthony Rebours,20AD44_C706,Local/Nantes/Nantes - Exports – 1732.csv,Local,1732,Exports,Nantes,12,Bazin,Guinée,200,Livre,6,1200,0,,
