numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,origine,marchandises,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks
264,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,9,Bretagne,Plumes d´oye,Flandre imperiale,"240,00",livres,"0,0000000","0,00","0,00",
265,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,9,Bretagne,Plumes d´oye,Angleterre,"150,00",livres,"0,0000000","0,00","0,00",
266,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,9,Bas Poitou,Plumes a lit,Flandre imperiale,"106,00",livres,"0,0000000","0,00","0,00",
267,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,9,Bas Poitou,Plumes a lit,Espagne,"50,00",livres,"0,0000000","0,00","0,00",
268,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,9,Nantes,Poids de fer et en fleau,Irlande,"700,00",livres,"0,0000000","0,00","0,00",
269,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,9,Nantes,Poids crues,Hambourg,"29,00",quintaux,"0,0000000","0,00","0,00",
270,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,9,Nantes,Poids crues,Hambourg,"1,00",caisse,"0,0000000","0,00","0,00",
271,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,9,Nantes,Poids verds,Portugal,"3,00",boisseaux,"0,0000000","0,00","0,00",
272,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,9,Nantes,Pommes,Flandre imperiale,"1,00",quart,"0,0000000","0,00","0,00",
273,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,9,Nantes,Pommes,Hambourg,"1,00",quart,"0,0000000","0,00","0,00",
274,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,9,Pays haut,Potterie de terre,Espagne,"6,00",douzaines,"0,0000000","0,00","0,00",
275,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,9,Nantes,Poudre a poudrer,Irlande,"106,00",livres,"0,0000000","0,00","0,00",
276,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,9,Anjou,Pruneaux damon,Hollande,"135 050,00",livres,"0,0000000","0,00","0,00",
277,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,9,Anjou,Pruneaux damon,Hambourg,"210,00",livres,"0,0000000","0,00","0,00",
278,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,9,Anjou,Pruneaux damon,Flandre imperiale,"7 233,00",livres,"0,0000000","0,00","0,00",
279,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,9,Anjou,Pruneaux damon,Norvège,"3 460,00",livres,"0,0000000","0,00","0,00",
280,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,9,Anjou,Pruneaux damon,Suede,"3 430,00",livres,"0,0000000","0,00","0,00",
281,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,9,St. Catherine,Prunes,Hollande,"9 537,00",livres,"0,0000000","0,00","0,00",
282,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,9,St. Catherine,Prunes,Hambourg,"1 275,00",livres,"0,0000000","0,00","0,00",
283,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,9,St. Catherine,Prunes,Flandre imperiale,"1 564,00",livres,"0,0000000","0,00","0,00",
284,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,9,St. Catherine,Prunes,Espagne,"90,00",livres,"0,0000000","0,00","0,00",
285,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,9,St. Catherine,Prunes,Norvège,"210,00",livres,"0,0000000","0,00","0,00",
286,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,9,St. Catherine,Prunes,Suede,"1 791,00",livres,"0,0000000","0,00","0,00",
287,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,9,Saumur,Quincaillerie,Espagne,"27 735,00",livres,"0,0000000","0,00","0,00",
288,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,9,Isles,Quinquina,Hollande,"450,00",livres,"0,0000000","0,00","0,00",
289,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,9,France,Raves ou oeufs de morue,Espagne,"4,00",barriques,"0,0000000","0,00","0,00",
290,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,9,Bayonne,Raisins,Irlande,"10 000,00",livres,"0,0000000","0,00","0,00",
291,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,9,Nantes,Ratafias,Hambourg,"500,00",livres,"0,0000000","0,00","0,00",
292,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,9,Nantes,Rechaux avec leurs pieds de fer,Espagne,"6,00",en nombre,"0,0000000","0,00","0,00",
293,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,9,Nantes,Retaille de peaux de veaux corroyées,Portugal,"250,00",livres,"0,0000000","0,00","0,00",
294,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,9,Isles,Rocou,Hambourg,"22 567,00",livres,"0,0000000","0,00","0,00",
295,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,9,Isles,Rocou,Livourne,"3 270,00",livres,"0,0000000","0,00","0,00",
296,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,9,Isles,Rocou,Suede,"900,00",livres,"0,0000000","0,00","0,00",
297,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,10,Isles,Rocou,Irlande,"1 220,00",livres,"0,0000000","0,00","0,00",
298,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,10,Isles,Rocou,Espagne,"800,00",livres,"0,0000000","0,00","0,00",
299,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,10,Isles,Rocou,Hollande,"2 250,00",livres,"0,0000000","0,00","0,00",
300,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,10,Isles,Rocou,Geneve,"4 341,00",livres,"0,0000000","0,00","0,00",
301,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,10,Isles,Rocou,Nancy,"413,00",livres,"0,0000000","0,00","0,00",
302,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,10,Isles,Rocou,Livourne,"6 151,00",livres,"0,0000000","0,00","0,00",
303,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,10,Nantes,Rognures de peaux pour colle,Portugal,"500,00",livres,"0,0000000","0,00","0,00",
304,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,10,Tours,Ruban de soye,Espagne,"3,00",livres,"0,0000000","0,00","0,00",
305,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,10,Berry,Saffran,Hollande,"700,00",livres,"0,0000000","0,00","0,00",
306,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,10,Berry,Saffran,Hambourg,"350,00",livres,"0,0000000","0,00","0,00",
307,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,10,Berry,Saffran,Flandre imperiale,"401,00",livres,"0,0000000","0,00","0,00",
308,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,10,Bas Bretagne,Sardine pressée,Espagne,"50,00",barriques,"0,0000000","0,00","0,00",
309,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,10,Marseille,Savons,Espagne,"1 490,00",livres,"0,0000000","0,00","0,00",
310,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,10,Marseille,Savons,Suede,"160,00",livres,"0,0000000","0,00","0,00",
311,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,10,France,Serge,Espagne,"311,00",aunes,"0,0000000","0,00","0,00",
312,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,10,France,Serge,Portugal,"300,00",aunes,"0,0000000","0,00","0,00",
313,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,10,Comte nantais,Sel,Espagne,"2,00",muids,"0,0000000","0,00","0,00",
314,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,10,Comte nantais,Sel,Irlande,"23,50",muids,"0,0000000","0,00","0,00",
315,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,10,Nantes,Sirop de capillaire,Irlande,"2,00",livres,"0,0000000","0,00","0,00",
316,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,10,Nantes,Sirop de capillaire,Hollande,"48,00",livres,"0,0000000","0,00","0,00",
317,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,10,Isles,Sucre brut,Hambourg,"3 321 993,00",livres,"0,0000000","0,00","0,00",
318,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,10,Isles,Sucre brut,Hollande,"5 996 434,00",livres,"0,0000000","0,00","0,00",
319,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,10,Isles,Sucre brut,Flandre imperiale,"533 975,00",livres,"0,0000000","0,00","0,00",
320,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,10,Isles,Sucre brut,Breme,"113 500,00",livres,"0,0000000","0,00","0,00",
321,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,10,Isles,Sucre brut,Suede,"40 000,00",livres,"0,0000000","0,00","0,00",
322,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,10,Isles,Sucre brut,Livourne,"8 600,00",livres,"0,0000000","0,00","0,00",
323,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,10,Isles,Sucre brut,Irlande,"100,00",livres,"0,0000000","0,00","0,00",
324,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,10,Isles,Sucre brut,Espagne,"5,00",livres,"0,0000000","0,00","0,00",
325,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,10,Isles,"Sucre terré blanc, terré ordinaire et teste de forme",Hambourg,"3 525 563,00",livres,"0,0000000","0,00","0,00",
326,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,10,Isles,"Sucre terré blanc, terré ordinaire et teste de forme",Hollande,"2 024 739,00",livres,"0,0000000","0,00","0,00",
327,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,10,Isles,"Sucre terré blanc, terré ordinaire et teste de forme",Espagne,"619 248,00",livres,"0,0000000","0,00","0,00",
328,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,10,Isles,"Sucre terré blanc, terré ordinaire et teste de forme",Livourne,"864 326,00",livres,"0,0000000","0,00","0,00",
329,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,10,Isles,"Sucre terré blanc, terré ordinaire et teste de forme",Flandre imperiale,"69 570,00",livres,"0,0000000","0,00","0,00",
330,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,10,Isles,"Sucre terré blanc, terré ordinaire et teste de forme",Portugal,"380,00",livres,"0,0000000","0,00","0,00",
331,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,10,Isles,"Sucre terré blanc, terré ordinaire et teste de forme",Irlande,"3 178,00",livres,"0,0000000","0,00","0,00",
332,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,10,Isles,"Sucre terré blanc, terré ordinaire et teste de forme",Suede,"101 660,00",livres,"0,0000000","0,00","0,00",
333,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,10,Isles,"Sucre terré blanc, terré ordinaire et teste de forme",Breme,"45 560,00",livres,"0,0000000","0,00","0,00",
334,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,10,Isles,"Sucre terré blanc, terré ordinaire et teste de forme",Besançon,"30 254,00",livres,"0,0000000","0,00","0,00",
335,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,10,Isles,"Sucre terré blanc, terré ordinaire et teste de forme",Geneve,"11 714,00",livres,"0,0000000","0,00","0,00",
336,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,11,Nantes,Sirop melasse,Flandre imperiale,"634 627,00",livres,"0,0000000","0,00","0,00",de la raffinerie de nantes
337,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,11,Nantes,Sirop melasse,Hambourg,"165 726,00",livres,"0,0000000","0,00","0,00",de la raffinerie de nantes
338,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,11,Nantes,Sirop melasse,Irlande,"186 102,00",livres,"0,0000000","0,00","0,00",de la raffinerie de nantes
339,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,11,Nantes,Sirop melasse,Portugal,"70 730,00",livres,"0,0000000","0,00","0,00",de la raffinerie de nantes
340,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,11,Nantes,Sirop melasse,Suede,"66 150,00",livres,"0,0000000","0,00","0,00",de la raffinerie de nantes
341,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,11,Nantes,Sirop melasse,Norvège,"40 099,00",livres,"0,0000000","0,00","0,00",de la raffinerie de nantes
342,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,11,Nantes,Sirop melasse,Hollande,"700,00",livres,"0,0000000","0,00","0,00",de la raffinerie de nantes
343,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,11,Lyon,Soyerie,Irlande,"29,00",livres,"0,0000000","0,00","0,00",
344,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,11,Lyon,Soyerie,Flandre imperiale,"6,00",livres,"0,0000000","0,00","0,00",
345,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,11,Lyon,Soyerie,Portugal,"208,50",livres,"0,0000000","0,00","0,00",
346,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,11,Lyon,Soyerie,Espagne,"96,88",livres,"0,0000000","0,00","0,00",
347,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,11,Lyon,Soyerie,Hollande,"3,38",livres,"0,0000000","0,00","0,00",
348,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,11,Lyon,Soyerie,Breme,"8,00",livres,"0,0000000","0,00","0,00",
349,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,11,Paris,Soyerie confinant,Espagne,,,"0,0000000","160,00","160,00",
350,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,11,Paris,Soyerie confinant,Espagne,,,"0,0000000","16,00","16,00",
351,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,11,Nantes,Souliers hommes,Portugal,"12,00",paires,"0,0000000","0,00","0,00",
352,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,11,Nantes,Souliers hommes,Espagne,"2,00",paires,"0,0000000","0,00","0,00",
353,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,11,Nantes,Soufflet a feu,Portugal,"4,00",douzaines,"0,0000000","0,00","0,00",
354,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,11,Nantes,Soufflet a feu,Espagne,"12,50",douzaines,"0,0000000","0,00","0,00",
355,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,11,Nantes,Suif,Espagne,"50,00",livres,"0,0000000","0,00","0,00",
356,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,11,Havane,Tabac en poudre,Espagne,"40 426,00",livres,"0,0000000","0,00","0,00",de La Havane pour les Isles
357,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,11,Havane,Tabac en poudre,Hollande,"23 770,00",livres,"0,0000000","0,00","0,00",de La Havane pour les Isles
358,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,11,Havane,Tabac en poudre,Hambourg,"3 357,00",livres,"0,0000000","0,00","0,00",de La Havane pour les Isles
359,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,11,Havane,Tabac en poudre,Hambourg,"222,00",livres,"0,0000000","0,00","0,00",de La Havane pour les Isles
360,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,11,St. Domingue,Tabac en endouille,Hollande,"19,00",livres,"0,0000000","0,00","0,00",
361,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,11,St. Domingue,Tabac en endouille,Irlande,"16,00",livres,"0,0000000","0,00","0,00",
362,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,11,St. Domingue,Tabac en endouille,Suede,"13,00",livres,"0,0000000","0,00","0,00",
363,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,11,Hollande,Tabac fabriqué,Irlande,"2,00",rouleaux,"0,0000000","0,00","0,00",
364,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,11,Bretagne,Toile,Espagne,"166 548,00",livres,"0,0000000","0,00","0,00",
365,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,11,Bretagne,Toile,Portugal,"15 141,00",livres,"0,0000000","0,00","0,00",
366,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,11,Bretagne,Toile,Irlande,"2 401,00",livres,"0,0000000","0,00","0,00",
367,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,11,Bretagne,Toile,Hollande,"2 890,00",livres,"0,0000000","0,00","0,00",
368,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,11,Bretagne,Toile,Flandre imperiale,"505,00",livres,"0,0000000","0,00","0,00",
369,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,11,Bretagne,Toile,Livourne,"1 805,00",livres,"0,0000000","0,00","0,00",
370,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,11,Bretagne,Toile,Suede,"16,00",livres,"0,0000000","0,00","0,00",
371,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,12,St. Quintin,Toile baptiste,Irlande,"28,00",livres,"0,0000000","0,00","0,00",
372,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,12,Paris,Toile de crin,Espagne,"260,00",livres,"0,0000000","0,00","0,00",
373,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,12,Anjou,Tussaux,Cadix,"20,00",en nombre,"0,0000000","0,00","0,00",Doute sur la marchandise
374,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,12,Paris,Vaisselle d´argent,Espagne,"1,13",livres,"0,0000000","0,00","0,00",
375,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,12,Marseille et Hollande,Verre de gris,Suede,"120,00",livres,"0,0000000","0,00","0,00",
376,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,12,Marseille et Hollande,Verre de gris,Hambourg,"240,00",livres,"0,0000000","0,00","0,00",
377,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,12,Comte nantais,Verjus,Hollande,"1,00",ancre,"0,0000000","0,00","0,00",
378,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,12,Anjou,Vin,Hollande,"1 501,00",tonneaux,"0,0000000","0,00","0,00",
379,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,12,Anjou,Vin,Hollande,"2,00",barriques,"0,0000000","0,00","0,00",
380,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,12,Anjou,Vin,Flandre,"1 947,00",tonneaux,"0,0000000","0,00","0,00",
381,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,12,Anjou,Vin,Flandre,"3,00",barriques,"0,0000000","0,00","0,00",
382,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,12,Anjou,Vin,Suede,"1 208,00",tonneaux,"0,0000000","0,00","0,00",
383,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,12,Anjou,Vin,Hambourg,"229,00",tonneaux,"0,0000000","0,00","0,00",
384,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,12,Anjou,Vin,Hambourg,"2,00",barriques,"0,0000000","0,00","0,00",
385,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,12,Anjou,Vin,Irlande,"22,00",tonneaux,"0,0000000","0,00","0,00",
386,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,12,Anjou,Vin,Irlande,"2,00",barriques,"0,0000000","0,00","0,00",
387,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,12,Anjou,Vin,Gibraltar,"1,00",tonneaux,"0,0000000","0,00","0,00",
388,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,12,Anjou,Vin,Espagne,"12,00",tonneaux,"0,0000000","0,00","0,00",
389,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,12,Anjou,Vin,Espagne,"2,00",barriques,"0,0000000","0,00","0,00",
390,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,12,Anjou,Vin,Norvège,"22,00",tonneaux,"0,0000000","0,00","0,00",
391,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,12,Anjou,Vin,Norvège,"3,00",barriques,"0,0000000","0,00","0,00",
392,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,12,Anjou,Vin,Lisbonne,"17,00",barriques,"0,0000000","0,00","0,00",
393,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,12,Comte nantais,Vin nantais,Hambourg,"4 442,00",tonneaux,"0,0000000","0,00","0,00",
394,Torsten,AD44 C706,Local/Nantes/Nantes – Sorties – 1734 – bis.csv,Local,1734,Exportations,Nantes,12,Comte nantais,Vin nantais,Hambourg,"1,00",barriques,"0,0000000","0,00","0,00",
