numrodeligne,dataentryby,source,sourcepath,sourcetype,sheet,year,exportsimports,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,remarks
314,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,7,1740,Exports,Dissouchay,Nantes,Espagne,100,Pièces,24,.,
315,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,7,1740,Exports,Eau de vie,Nantes,Espagne,"5,25",Bariques,120,.,
316,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,7,1740,Exports,Etamine de laine,Nantes,Espagne,9252,Aunes,2,.,
317,Loïc Charles,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,7,1740,Exports,Elatchas,Nantes,Espagne,76,Pièces,18,.,
318,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,7,1740,Exports,Ecorce d'arbre,Nantes,Espagne,169,Pièces,15,.,
319,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,7,1740,Exports,Etoupes de chanvre,Nantes,Espagne,850,Livres,"0,09",.,
320,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,7,1740,Exports,Etain ouvré,Nantes,Espagne,32,Livres,"1,25",.,
321,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,7,1740,Exports,Farine,Nantes,Espagne,4,Tonneaux,300,.,
322,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,7,1740,Exports,Farine,Nantes,Espagne,40,Barils,"26,75",.,
323,Loïc Charles,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,7,1740,Exports,Feves,Nantes,Espagne,243,Tonneaux,115,.,
324,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,7,1740,Exports,Fil teint,Nantes,Espagne,1800,Livres,"1,6",.,
325,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,7,1740,Exports,Fayance en vaisselle,Nantes,Espagne,295,Douzaines,4,.,
326,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,7,1740,Exports,Faux à faucher,Nantes,Espagne,3150,Nombres,"1,75",.,
327,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,7,1740,Exports,Feu en Barroir,Nantes,Espagne,2700,Livres,"0,14",.,baril de 450 feuilles
328,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,7,1740,Exports,Gourgouran,Nantes,Espagne,101,Pièces,"87,5",.,
329,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,7,1740,Exports,Guinée bleuë,Nantes,Espagne,180,Pièces,16,.,
330,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,7,1740,Exports,Guigans divers,Nantes,Espagne,412,Pièces,12,.,
331,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,7,1740,Exports,Indigo,Nantes,Espagne,9694,Livres,"4,25",.,
332,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,7,1740,Exports,Lamproyes,Nantes,Espagne,486,Boëtes,4,.,
333,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,7,1740,Exports,Lin,Nantes,Espagne,300,Livres,"0,2",.,
334,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,7,1740,Exports,Lampas,Nantes,Espagne,1,Pièces,160,.,
335,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,7,1740,Exports,Librairie,Nantes,Espagne,375,Livres,2,.,
336,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,7,1740,Exports,Morue sèche,Nantes,Espagne,40000,Livres,"0,16",.,
337,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,7,1740,Exports,Mouchoirs de Cotton,Nantes,Espagne,20,Douzaines,20,.,
338,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,7,1740,Exports,Mouchoirs divers,Nantes,Espagne,61,Pièces,"1,6666667",.,
339,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,7,1740,Exports,Mouchoirs de Pontichery,Nantes,Espagne,330,Pièces,21,.,
340,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,7,1740,Exports,Mouchoirs d'Organdis,Nantes,Espagne,72,Pièces,60,.,
341,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,7,1740,Exports,Mouchoirs de Rouen,Nantes,Espagne,576,Pièces,11,.,
342,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,7,1740,Exports,Malmole ,Nantes,Espagne,6,Pièces,55,.,
343,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,7,1740,Exports,Mercerie ordinaire,Nantes,Espagne,100,Livres,2,.,
344,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,7,1740,Exports,Miroirs,Nantes,Espagne,2,Pièces,125,.,
345,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,7,1740,Exports,Madriers de chêne de 12 pieds,Nantes,Espagne,24,Pièces,3,.,
346,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,7,1740,Exports,Pruneaux de St Catherine,Nantes,Espagne,140,Livres,"0,4",.,
347,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,7,1740,Exports,Poivre,Nantes,Espagne,4025,Livres,"1,45",.,
348,Loïc Charles,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,7,1740,Exports,Pekin,Nantes,Espagne,45,Pièces,70,.,
349,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,7,1740,Exports,Pinasse,Nantes,Espagne,100,Pièces,"16,5",.,
350,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,7,1740,Exports,Plume à lit,Nantes,Espagne,350,Livres,1,.,
351,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,8,1740,Exports,Papier blanc,Nantes,Espagne,1400,Livres,"0,6",.,
352,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,8,1740,Exports,Peau de veau corroyées,Nantes,Espagne,326,Douzaines,25,.,
353,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,8,1740,Exports,Porcelaine,Nantes,Espagne,25,Livres,5,.,
354,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,8,1740,Exports,Plomb en plaques,Nantes,Espagne,86,Livres,"0,25",.,
355,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,8,1740,Exports,Pierre à faux,Nantes,Espagne,2800,Livres,"0,4",.,
356,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,8,1740,Exports,Quinquaillerie,Nantes,Espagne,25425,Livres,2,.,
357,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,8,1740,Exports,Raves de morue,Nantes,Espagne,25,Barils,30,.,
358,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,8,1740,Exports,Rocou,Nantes,Espagne,800,Livres,"0,6",.,
359,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,8,1740,Exports,Sucre en pain,Nantes,Espagne,3100,Livres,"0,7",.,
360,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,8,1740,Exports,Sucre terré,Nantes,Espagne,632625,Livres,"0,365",.,
361,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,8,1740,Exports,Sel du Croisic,Nantes,Espagne,40,Muids,50,.,
362,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,8,1740,Exports,Soucis,Nantes,Espagne,52,Pièces,28,.,
363,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,8,1740,Exports,Souliers d'homme,Nantes,Espagne,48,Paires,"3,5",.,
364,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,8,1740,Exports,Souliers de femmes,Nantes,Espagne,78,Paires,3,.,
365,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,8,1740,Exports,Soufflets à feu,Nantes,Espagne,97,Nombres,"0,75",.,
366,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,8,1740,Exports,Thé,Nantes,Espagne,276,Livres,"5,125",.,
367,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,8,1740,Exports,Toile de Bretagne,Nantes,Espagne,122042,Livres,4,.,
368,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,8,1740,Exports,Toile de coton rayée,Nantes,Espagne,125,Aunes,.,.,pas de valeur unitaire
369,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,8,1740,Exports,Toile peinte indienne,Nantes,Espagne,"191,75",Pièces,17,.,
370,Loïc Charles,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,8,1740,Exports,Thepaïs,Nantes,Espagne,168,Pièces,28,.,
371,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,8,1740,Exports,Vin Nantois,Nantes,Espagne,24,Tonneaux,120,.,
372,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,8,1740,Exports,Vinaigre,Nantes,Espagne,1,Tonneaux,110,.,
373,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,8,1740,Exports,Vinaigre,Nantes,Espagne,41,Quarts,14,.,
374,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,8,1740,Exports,Bonneterie de laine,Nantes,Portugal,3240,Livres,10,.,
375,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,8,1740,Exports,Caffé des Isles,Nantes,Portugal,11912,Livres,"0,55",.,prix indiqué comme inconnu
376,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,8,1740,Exports,Chandelle,Nantes,Portugal,50,Livres,"0,5",.,
377,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,8,1740,Exports,Cuir de vaches tanné,Nantes,Portugal,1310,Livres,"0,5",.,
378,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,8,1740,Exports,Cuir de vache en croute,Nantes,Portugal,1400,Livres,"0,5",.,
379,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,8,1740,Exports,Chaises de paille,Nantes,Portugal,7,Douzaines,12,.,
380,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,8,1740,Exports,Etamine de laine,Nantes,Portugal,7976,Aunes,2,.,
381,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,8,1740,Exports,Futaine,Nantes,Portugal,800,Livres,"3,75",.,
382,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,8,1740,Exports,Indigo,Nantes,Portugal,500,Livres,"4,25",.,
383,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,8,1740,Exports,Mercerie,Nantes,Portugal,360,Livres,2,.,pièces de 15 aunes
384,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,8,1740,Exports,Peau de veau corroyées,Nantes,Portugal,2170,Douzaines,25,.,
385,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,8,1740,Exports,Peaux de mouton passées,Nantes,Portugal,5850,Nombres,.,.,pas de valeur unitaire
386,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,8,1740,Exports,Peignes de bois,Nantes,Portugal,1250,Livres,.,.,pas de valeur unitaire
387,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,8,1740,Exports,Sucre terré,Nantes,Portugal,11000,Livres,"0,365",.,
388,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,8,1740,Exports,Serge de laine,Nantes,Portugal,18025,Aunes,"1,75",.,
389,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,8,1740,Exports,Toile de Bretagne,Nantes,Portugal,23990,Livres,4,.,
390,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,8,1740,Exports,Vin de Champagne,Nantes,Portugal,3,Tonneaux,600,.,
391,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,8,1740,Exports,Vin de Bordeaux,Nantes,Portugal,7,Tonneaux,300,.,
392,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,8,1740,Exports,Caffé des Isles,Nantes,Italie,38200,Livres,"0,55",.,
393,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,8,1740,Exports,Sucre terré,Nantes,Italie,177000,Livres,"0,365",.,
394,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,8,1740,Exports,Sucre brut,Nantes,Italie,80000,Livres,"0,225",.,
395,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,9,1740,Exports,Alibanis,Nantes,Guinée,560,Pièces,11,.,
396,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,9,1740,Exports,Antchibanis,Nantes,Guinée,360,Pièces,8,.,
397,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,9,1740,Exports,Anabas,Nantes,Guinée,9960,Pièces,"1,3",.,
398,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,9,1740,Exports,Arrangas,Nantes,Guinée,100,Pièces,.,.,pas de valeur unitaire
399,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,9,1740,Exports,Boeuf salé,Nantes,Guinée,911,Barils,30,.,
400,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,9,1740,Exports,Beurre,Nantes,Guinée,8875,Livres,"0,31",.,
401,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,9,1740,Exports,Bougie blanche,Nantes,Guinée,2150,Livres,"1,75",.,
402,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,9,1740,Exports,Bougie jaune,Nantes,Guinée,82,Livres,"1,5",.,
403,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,9,1740,Exports,Boutons de fil or et argent,Nantes,Guinée,39,Livres,15,.,
404,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,9,1740,Exports,Baffetas,Nantes,Guinée,241,Pièces,10,.,
405,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,9,1740,Exports,Bajutapeau,Nantes,Guinée,662,Pièces,20,.,
406,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,9,1740,Exports,Braule,Nantes,Guinée,465,Pièces,4,.,
407,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,9,1740,Exports,Boulange,Nantes,Guinée,530,Pièces,7,.,
408,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,9,1740,Exports,Betille,Nantes,Guinée,150,Pièces,25,.,
409,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,9,1740,Exports,Bayette,Nantes,Guinée,69,Pièces,38,.,erreur d'écriture
410,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,9,1740,Exports,Besnes,Nantes,Guinée,25,Pièces,.,.,pas de valeur unitaire
411,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,9,1740,Exports,Bombay,Nantes,Guinée,25,Pièces,.,.,pas de valeur unitaire
412,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,9,1740,Exports,Bassins de cuivre,Nantes,Guinée,22011,Livres,"1,4",.,
413,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,9,1740,Exports,Bassins d'étain,Nantes,Guinée,6315,Livres,"1,3",.,
414,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,9,1740,Exports,Briques,Nantes,Guinée,2,Milliers,18,.,
415,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,9,1740,Exports,Caffé des Isles,Nantes,Guinée,325,Livres,"0,55",.,2 muids 1/3 1/8
416,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,9,1740,Exports,Corail ouvré,Nantes,Guinée,30,Livres,160,.,erreur calcul
417,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,9,1740,Exports,Chandelle,Nantes,Guinée,2219,Livres,"0,5",.,erreur calcul ou écriture
418,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,9,1740,Exports,Couty,Nantes,Guinée,200,Livres,16,.,
419,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,9,1740,Exports,Cottonnade,Nantes,Guinée,200,Pièces,45,.,
420,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,9,1740,Exports,Coroos,Nantes,Guinée,3262,Pièces,"3,5",.,
421,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,9,1740,Exports,Chasselas,Nantes,Guinée,543,Pièces,21,.,
422,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,9,1740,Exports,Chocalate,Nantes,Guinée,20,Pièces,.,.,pas de valeur unitaire
423,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,9,1740,Exports,Caladaris,Nantes,Guinée,250,Pièces,18,.,
424,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,9,1740,Exports,Coupis,Nantes,Guinée,118,Pièces,"13,5",.,
425,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,9,1740,Exports,Cholas,Nantes,Guinée,25,Pièces,13,.,pas de valeur unitaire
426,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,9,1740,Exports,Chapeaux castors,Nantes,Guinée,230,Nombres,20,.,
427,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,9,1740,Exports,Chapeaux à nègre,Nantes,Guinée,168,Douzaines,14,.,
428,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,9,1740,Exports,Cordages de chanvre,Nantes,Guinée,194200,Livres,"0,25",.,
429,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,9,1740,Exports,Cuivre ouvré,Nantes,Guinée,5283,Livres,"1,5",.,erreur calcul
430,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,9,1740,Exports,Couteaux communs,Nantes,Guinée,8666,Douzaines,"1,5",.,
431,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,9,1740,Exports,Cloux de fer,Nantes,Guinée,800,Livres,"0,21",.,
432,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,9,1740,Exports,Canons de fer,Nantes,Guinée,3000,Livres,"1,21",.,
433,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,9,1740,Exports,Cauris,Nantes,Guinée,111100,Livres,"1,55",.,
434,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,9,1740,Exports,Caves garnis de 12 flacons,Nantes,Guinée,160,Pièces,10,.,
435,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,9,1740,Exports,Caves garnis de 9 flacons,Nantes,Guinée,266,Pièces,8,.,
436,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,9,1740,Exports,Caves garnis de 6 flacons,Nantes,Guinée,1711,Pièces,5,.,
437,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,9,1740,Exports,Canettes de terre,Nantes,Guinée,14627,Nombres,"0,375",.,
438,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,9,1740,Exports,Cercles à tonneaux,Nantes,Guinée,22,Fournitures,12,.,
439,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,9,1740,Exports,"Drap de laine, fin",Nantes,Guinée,210,Livres,15,.,
440,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,9,1740,Exports,"Drap de laine, commun",Nantes,Guinée,220,Aunes,9,.,
441,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,9,1740,Exports,Drap de Carcassonne,Nantes,Guinée,560,Aunes,8,.,
442,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,9,1740,Exports,Drap de Carcassonne,Nantes,Guinée,125,Livres,.,.,pas de valeur unitaire
443,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,10,1740,Exports,Drap de Languedoc,Nantes,Guinée,1357,Aunes,6,.,
444,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,10,1740,Exports,Delimineas,Nantes,Guinée,305,Pièces,18,.,
445,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,10,1740,Exports,Despeigne,Nantes,Guinée,27,Pièces,.,.,pas de valeur unitaire
446,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,10,1740,Exports,Eau de vie,Nantes,Guinée,2196,Bariques,120,.,
447,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,10,1740,Exports,Etoffe or argent en soye,Nantes,Guinée,400,Livres,80,.,
448,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,10,1740,Exports,Etoffe de soye,Nantes,Guinée,83,Livres,40,.,
449,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,10,1740,Exports,Etoffe mi soye,Nantes,Guinée,72,Livres,30,.,
450,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,10,1740,Exports,Etain ouvré,Nantes,Guinée,300,Livres,"1,5",.,erreur de marquage d'unité dans le journal (rectifiée ici)
451,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,10,1740,Exports,Farine,Nantes,Guinée,349,Barils,"26,75",.,
452,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,10,1740,Exports,Fèves,Nantes,Guinée,409,Tonneaux,115,.,
453,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,10,1740,Exports,Fil d'or et d'argent,Nantes,Guinée,43,Livres,80,.,
454,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,10,1740,Exports,Foulas,Nantes,Guinée,100,Pièces,15,.,
455,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,10,1740,Exports,Fottes,Nantes,Guinée,440,Pièces,8,.,
456,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,10,1740,Exports,Fusils Boucanniers,Nantes,Guinée,11904,Nombres,12,.,
457,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,10,1740,Exports,Fer en Barres,Nantes,Guinée,82800,Livres,"0,14",.,
458,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,10,1740,Exports,Gruau,Nantes,Guinée,43,Bariques,75,.,
459,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,10,1740,Exports,Galon or et argent,Nantes,Guinée,175,Livres,80,.,
460,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,10,1740,Exports,Guinée bleuë,Nantes,Guinée,1490,Pièces,16,.,
461,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,10,1740,Exports,Guinée blanche,Nantes,Guinée,95,Pièces,40,.,
462,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,10,1740,Exports,Guingans,Nantes,Guinée,6013,Pièces,12,.,
463,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,10,1740,Exports,Garas,Nantes,Guinée,75,Pièces,"10,75",.,
464,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,10,1740,Exports,Guinglas,Nantes,Guinée,7,Pièces,.,.,pas de valeur unitaire
465,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,10,1740,Exports,Huile d'olive,Nantes,Guinée,1145,Livres,"0,75",.,erreur calcul
466,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,10,1740,Exports,Huile à bruler,Nantes,Guinée,1910,Livres,"0,3",.,
467,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,10,1740,Exports,Jambons,Nantes,Guinée,4420,Livres,"0,5",.,
468,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,10,1740,Exports,Indienne,Nantes,Guinée,3671,Pièces,17,.,
469,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,10,1740,Exports,Lard,Nantes,Guinée,17140,Livres,"0,25",.,
470,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,10,1740,Exports,Limeneas,Nantes,Guinée,6561,Pièces,18,.,
471,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,10,1740,Exports,Madras,Nantes,Guinée,390,Pièces,25,.,
472,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,10,1740,Exports,Mouchoirs de Pontichery,Nantes,Guinée,3836,Pièces,21,.,
473,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,10,1740,Exports,Mouchoirs de Bengale,Nantes,Guinée,75,Pièces,28,.,
474,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,10,1740,Exports,Mouchoirs de toile peinte,Nantes,Guinée,59,Pièces,17,.,
475,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,10,1740,Exports,Mouchoirs écorce d'arbre,Nantes,Guinée,10,Pièces,20,.,
476,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,10,1740,Exports,Mouchoirs de Rouen,Nantes,Guinée,41,Pièces,6,.,
477,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,10,1740,Exports,Necanias,Nantes,Guinée,3522,Pièces,"10,5",.,
478,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,10,1740,Exports,Neganipau,Nantes,Guinée,708,Pièces,22,.,
479,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,10,1740,Exports,Pois,Nantes,Guinée,"3,75",Tonneaux,200,.,
480,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,10,1740,Exports,Mercerie fine,Nantes,Guinée,2115,Livres,10,.,
481,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,10,1740,Exports,Mercerie ordinaire,Nantes,Guinée,3820,Livres,2,.,
482,Gabriel Varela,AD 44 C706,Local/Nantes/Nantes-exports.csv,Local,10,1740,Exports,Meubles,Nantes,Guinée,1,Pièces,1258,.,
