numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,value,quantit,quantity_unit,prix_unitaire,probleme
3473,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1762,Imports,Nantes,9,Matreaux,Suede,42,7,En nombre,6,0
3474,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1762,Imports,Nantes,10,Planches de sapin ; de 12 a 13 piés,Suede,712.8,648,nombre,1.1,0
3475,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1762,Imports,Nantes,10,Planches de sapin ; de 6 a 7 piés,Suede,469.8,1044,nombre,0.45,0
3476,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1762,Imports,Nantes,10,Planches de sapin ; de différentes longueurs,Suede,2865,5730,nombre,0.5,0
3477,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1762,Imports,Nantes,10,Saumon salé,Suede,170,850,Livres,0.2,0
3478,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1762,Imports,Nantes,10,Sucre en pain,Suede,342,456,Livres,0.75,0
3479,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,1,Bœuf salé,Angleterre,13500,450,Barils,30,0
3480,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,1,Bœuf salé,Angleterre,182846.8,914234,Livres,0.2,0
3481,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,1,Beure,Angleterre,12000,500,Frequins,24,0
3482,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,1,Beure,Angleterre,23838.3,79461,Livres,0.3,0
3483,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,1,Bled froment,Angleterre,4480,32,Tonneaux,140,0
3484,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,1,Chandelle,Angleterre,8218,23480,Livres,0.35,0
3485,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,1,Charbon de terre,Angleterre,1500,100,Bariques,15,0
3486,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,1,Charbon de terre,Angleterre,982,122.75,Barils,8,0
3487,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,1,Farine,Angleterre,9036,75300,Livres,0.12,0
3488,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,1,Cuirs de bœuf en poil,Angleterre,3649.8,12166,pièces,0.3,0
3489,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,1,Fer en barres,Angleterre,167.4,1116,Livres,0.15,0
3490,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,1,Langues salées,Angleterre,406.5,1355,Livres,0.3,0
3491,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,1,Moële de bœuf,Angleterre,2.8,8,Livres,0.35,0
3492,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,1,Poil de bœuf,Angleterre,206.25,2750,Livres,0.075,0
3493,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,1,Saumon salé,Angleterre,480,3200,Livres,0.15,0
3494,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,1,Suif,Angleterre,15294,50980,Livres,0.3,0
3495,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,2,Anspects,Danemark,111,222,Barres,0.5,0
3496,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,2,Acier,Danemark,76.75,307,Livres,0.25,0
3497,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,2,Avirons,Danemark,104,104,En nombre,1,0
3498,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,2,Bray gras,Danemark,60,3,Barils,20,0
3499,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,2,Chevrons ; de 25 pieds,Danemark,360,144,nombre,2.5,0
3500,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,2,Chevrons ; de 10 pieds,Danemark,234,312,nombre,0.75,0
3501,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,2,Cordages de chanvre,Danemark,330,1100,Livres,0.3,0
3502,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,2,Esparts ; de 18 a 20 pieds,Danemark,424.2,707,nombre,0.6,0
3503,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,2,Esparts ; de 14 pieds,Danemark,15,30,nombre,0.5,0
3504,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,2,Esparts ; de 8 a 9 pieds,Danemark,38.4,96,nombre,0.4,0
3505,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,2,Esparts ; de différentes longueurs,Danemark,9,36,nombre,0.25,0
3506,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,2,Fer en barres,Danemark,810,5400,Livres,0.15,0
3507,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,2,Goudron,Danemark,760,38,Barils,20,0
3508,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,2,Huile de poisson,Danemark,41.5,166,Livres,0.25,0
3509,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,2,Manches de gaffe,Danemark,14.4,72,En nombre,0.2,0
3510,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,2,Mats ; de 40 a 45 pieds,Danemark,250,5,nombre,50,0
3511,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,2,Mats ; de 33 a 43 pieds,Danemark,1280,32,nombre,40,0
3512,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,2,Mats ; de 30 pieds,Danemark,40,2,nombre,20,0
3513,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,2,Mats ; de 16 a 18 pieds,Danemark,240,40,nombre,6,0
3514,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,2,Mats ; de différentes longueurs,Danemark,185,37,nombre,5,0
3515,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,2,Matreaux,Danemark,8,2,En nombre,4,0
3516,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,2,Perches,Danemark,6,12,En nombre,0.5,0
3517,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,2,Planches de sapin ; de 15 pieds,Danemark,75,60,nombre,1.25,0
3518,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,2,Planches de sapin ; de 9 a 10 pieds,Danemark,24152.25,32203,nombre,0.75,0
3519,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,2,Planches de sapin ; de 8 a 9 pieds,Danemark,20621.4,34369,nombre,0.6,0
3520,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,2,Planches de sapin ; de 6 a 7 pieds,Danemark,210,600,nombre,0.35,0
3521,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,2,Planches de sapin ; de 5 a 6 pieds,Danemark,404.2,2021,nombre,0.2,0
3522,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,2,Planches de sapin ; de 4 a 5 pieds,Danemark,162.3,1082,nombre,0.15,0
3523,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,2,Poisson salé,Danemark,35625,2375,Livres,15,0
3524,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,2,Raves a seches,Danemark,60,2,barils,30,0
3525,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,2,Roüets petits,Danemark,5,5,En nombre,1,0
3526,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,3,Avirons,Espagne,402,134,Traques,3,0
3527,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,3,Balais de joncs,Espagne,204.3,227,Douzaines,0.9,0
3528,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,3,Bray gras,Espagne,140,7,Barils,20,0
3529,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,3,Cabillauds,Espagne,193.8,1292,Livres,0.15,0
3530,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,3,Canons de 4 livres de balle,Espagne,600,4,En nombre,150,0
3531,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,3,Cauris,Espagne,63052.5,90075,Livres,0.7,0
3532,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,3,Cercles de bois,Espagne,270,180,Paquets,1.5,0
3533,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,3,Chocolat,Espagne,126,84,Livres,1.5,0
3534,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,3,Citrons,Espagne,890,89,Caisses,10,0
3535,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,3,Citrons,Espagne,77,7700,Livres,0.01,0
3536,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,3,Clous de fer,Espagne,2263.5,9054,Livres,0.25,0
3537,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,3,Cochenille,Espagne,8,8,onces,1,0
3538,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,3,Couperose,Espagne,831.25,11875,Livres,0.07,0
3539,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,3,Fer en ancres,Espagne,35,2800,Livres,0.013,0
3540,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,3,Fer en barres,Espagne,55006.95,366713,Livres,0.15,0
3541,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,3,Figues,Espagne,6922,34610,Livres,0.2,0
3542,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,3,Goudron,Espagne,3240,162,Barils,20,0
3543,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,3,Huile d'olive,Espagne,29670,74175,Livres,0.4,0
3544,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,3,Huile de poisson,Espagne,4072.75,16291,Livres,0.25,0
3545,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,3,Indigo,Espagne,112,28,Livres,4,0
3546,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,3,Laine en suin,Espagne,39781.8,66303,Livres,0.6,0
3547,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,3,Moruë seche,Espagne,6487.5,25950,Livres,0.25,0
3548,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,3,Nattes de joncs,Espagne,12,1,Douzaines,12,0
3549,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,3,Noisettes,Espagne,1128,1880,Boisseaux,0.6,0
3550,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,3,Oranges,Espagne,280,28,Caisses,10,0
3551,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,3,Oranges,Espagne,1506,75300,Livres,0.02,0
3552,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,3,Pierres a éguiser,Espagne,1000,1000,Pièces,1,0
3553,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,3,Planches de sapin ;,Espagne,73.6,184,nombre,0.4,0
3554,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,3,Plomb en saumon,Espagne,2259,9036,Livres,0.25,0
3555,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,3,Raisins secs,Espagne,6340,31700,Livres,0.2,0
3556,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,3,Raves,Espagne,8400,280,Barils,30,0
3557,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,3,Rognons de castor,Espagne,1680,336,En nombre,5,0
3558,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,4,Therebentine,Espagne,663.75,4425,Livres,0.15,0
3559,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,4,Vin d'Espagne,Espagne,3600,18,Bariques,200,0
3560,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,4,Vin d'Espagne,Espagne,680,340,Pots,2,0
3561,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,4,Vin de Rancio,Espagne,250,125,Pots,2,0
3562,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,4,Beure,Flandre Autrichienne,54,180,Livres,0.3,0
3563,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,4,Chair fumée,Flandre Autrichienne,14.8,37,Livres,0.4,0
3564,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,4,Cuivre argenté,Flandre Autrichienne,11.25,7.5,Livres,1.5,0
3565,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,4,Etain en bloc,Flandre Autrichienne,18,24,Livres,0.75,0
3566,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,4,Laine brut,Flandre Autrichienne,378,630,Livres,0.6,0
3567,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,4,Lin cru,Flandre Autrichienne,17.5,50,Livres,0.35,0
3568,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,4,Mats de Beaupré de 42 a 45 pieds,Flandre Autrichienne,200,2,nombre,100,0
3569,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,4,Mats de 60 a 65 pieds,Flandre Autrichienne,3600,12,nombre,300,0
3570,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,4,Matreaux de 45 a 50 pieds,Flandre Autrichienne,300,4,nombre,75,0
3571,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,4,Planches de sapin ; de 21 a 24 pieds,Flandre Autrichienne,789,263,nombre,3,0
3572,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,4,Planches de sapin ; de 18 a 22 pieds,Flandre Autrichienne,375,150,nombre,2.5,0
3573,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,4,Planches de sapin ; de 12 a 20 pieds,Flandre Autrichienne,2899.6,2636,nombre,1.1,0
3574,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,4,Planches de sapin ; de 10 a 14 pieds,Flandre Autrichienne,270,360,nombre,0.75,0
3575,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,4,Planches de sapin ; de 9 a 12 pieds,Flandre Autrichienne,1019.2,1568,nombre,0.65,0
3576,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,4,Planches de sapin ; de 8 a 9 pieds,Flandre Autrichienne,669,1115,nombre,0.6,0
3577,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,4,Quincaille,Flandre Autrichienne,32,32,Livres,1,0
3578,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,4,Saucissons,Flandre Autrichienne,3.6,6,Livres,0.6,0
3579,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,4,Potterie de terre,Flandre Autrichienne,10.8,6,Douzaines,1.8,0
3580,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,4,Acier,Hollande,11265,45060,Livres,0.25,0
3581,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,4,Agaric,Hollande,43.5,58,Livres,0.75,0
3582,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,4,Agathe,Hollande,1000,2000,Livres,0.5,0
3583,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,5,Aiguilles a ralingues,Hollande,80,800,En nombre,0.1,0
3584,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,5,Aimant,Hollande,25,50,Livres,0.5,0
3585,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,5,Ains a pecher,Hollande,6,200,En nombre,0.03,0
3586,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,5,Alun,Hollande,10470,52350,Livres,0.2,0
3587,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,5,Amidon,Hollande,142.2,711,Livres,0.2,0
3588,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,5,Anabas,Hollande,360,30,Pièces,12,0
3589,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,5,Anis étoilé,Hollande,15.5,62,Livres,0.25,0
3590,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,5,Anspects,Hollande,50,100,Barils,0.5,0
3591,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,5,Arsenic,Hollande,299.4,1497,Livres,0.2,0
3592,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,5,Argent vif,Hollande,1252,313,Livres,4,0
3593,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,5,Argenterie vieille,Hollande,395.72,8.44,Marcs,46.9,0
3594,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,5,Assa foetida,Hollande,50,50,Livres,1,0
3595,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,5,Azur,Hollande,21671.25,28895,Livres,0.75,0
3596,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,5,Bajutapeaux,Hollande,1500,50,Pièces,30,0
3597,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,5,Balais de crin,Hollande,10.5,6,Livres,1.75,0
3598,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,5,Baleine coupée,Hollande,1072.5,286,Livres,3.75,0
3599,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,5,Baleine en fanon,Hollande,250,100,Livres,2.5,0
3600,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,5,Barreaux de sapin de 10 pieds,Hollande,96,16,nombre,6,0
3601,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,5,Batons de sapin,Hollande,72.8,728,En nombre,0.1,0
3602,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,5,Baume rouge,Hollande,55,55,Livres,1,0
3603,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,5,Baume de Capahu,Hollande,150,50,Livres,3,0
3604,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,5,Baye de laurier,Hollande,10,100,Livres,0.1,0
3605,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,5,Benjoin,Hollande,227,227,Livres,1,0
3606,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,5,Bœuf fumé,Hollande,94,188,Livres,0.5,0
3607,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,5,Bernes ou tapsel,Hollande,7200,300,Pièces,24,0
3608,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,5,Biere,Hollande,23920,1196,Bariques,20,0
3609,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,5,Bithume de Judée,Hollande,25,50,Livres,0.5,0
3610,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,5,Blanc de baleine,Hollande,139,139,Livres,1,0
3611,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,5,Blanc de plomb,Hollande,1180,11800,Livres,0.1,0
3612,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,5,Bois de Caliatour,Hollande,115,1150,Livres,0.1,0
3613,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,5,Bois de Campeche,Hollande,9847.5,65650,Livres,0.15,0
3614,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,5,Bois de fernambourg,Hollande,322,805,Livres,0.4,0
3615,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,5,Bois de Gayac,Hollande,950,9500,Livres,0.1,0
3616,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,5,Bois jaune,Hollande,187.5,1250,Livres,0.15,0
3617,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,6,Bois d'Inde ; en buches,Hollande,12526,62630,Livres,0.2,0
3618,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,6,Bois d'Inde ; rapé,Hollande,3871.5,15486,Livres,0.25,0
3619,Pascal Fontaine,AD 44 C 716,Local/Nantes/Nantes-imports-1730-1776.csv,Local,1763,Imports,Nantes,6,Bois de sainte marthe,Hollande,75,750,Livres,0.1,0
