numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,value,remarks
348,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Cacao,Possessions Anglaises,1450,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
350,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Caffé,Possessions Anglaises,15200,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
354,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Coton,Possessions Anglaises,41030,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
360,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Sucre brut,Possessions Anglaises,10700,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
367,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Objets divers,Possessions Anglaises,55799,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
152,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Denrées des colonies rum,Possessions Danoises,25000,Marchandises dont l'exportation des colonies pour l'étranger est permise par l'arrêt du 30 août 1787
158,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Denrées des colonies sirop,Possessions Danoises,3203,Marchandises dont l'exportation des colonies pour l'étranger est permise par l'arrêt du 30 août 1793
164,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Denrées des colonies tafia,Possessions Danoises,2350,Marchandises dont l'exportation des colonies pour l'étranger est permise par l'arrêt du 30 août 1799
171,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Chaudières et marmites de ???,Possessions Danoises,1500,2nde classe marchandises originaires de France
178,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Eau de vie,Possessions Danoises,6495,2nde classe marchandises originaires de France
184,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Farine,Possessions Danoises,13662,2nde classe marchandises originaires de France
189,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Fil divers,Possessions Danoises,2400,2nde classe marchandises originaires de France
197,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Huile d'olive,Possessions Danoises,1929,2nde classe marchandises originaires de France
202,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Liqueurs diverses,Possessions Danoises,4314,2nde classe marchandises originaires de France
208,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Marchandises sèches,Possessions Danoises,4000,2nde classe marchandises originaires de France
219,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Savon,Possessions Danoises,37916,2nde classe marchandises originaires de France
225,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Sel,Possessions Danoises,1483,2nde classe marchandises originaires de France
228,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Souliers,Possessions Danoises,2580,2nde classe marchandises originaires de France
233,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Toilerie de toute sorte,Possessions Danoises,29548,2nde classe marchandises originaires de France
241,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Vin de France,Possessions Danoises,12856,2nde classe marchandises originaires de France
247,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Vin de liqueur et étranger,Possessions Danoises,13400,2nde classe marchandises originaires de France
256,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Bêtes de somme,Possessions Danoises,34100,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
261,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Beurre,Possessions Danoises,2410,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
267,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Bois de construction,Possessions Danoises,66643,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
273,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Merrain et feuillard,Possessions Danoises,16222,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
279,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Bois de toute sorte,Possessions Danoises,6134,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
289,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Chairs salées,Possessions Danoises,24983,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
304,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Harengs,Possessions Danoises,5267,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
310,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Huile de poisson et à brûler,Possessions Danoises,480,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
316,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Mays,Possessions Danoises,9201,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
329,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Morue,Possessions Danoises,21075,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
334,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Riz,Possessions Danoises,540,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
338,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Suif,Possessions Danoises,2962,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
343,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Tabac,Possessions Danoises,11730,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
368,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Objets divers,Possessions Danoises,29412,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
150,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Denrées des colonies rum,Possessions Espagnoles,22416,Marchandises dont l'exportation des colonies pour l'étranger est permise par l'arrêt du 30 août 1785
156,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Denrées des colonies sirop,Possessions Espagnoles,33611,Marchandises dont l'exportation des colonies pour l'étranger est permise par l'arrêt du 30 août 1791
162,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Denrées des colonies tafia,Possessions Espagnoles,144810,Marchandises dont l'exportation des colonies pour l'étranger est permise par l'arrêt du 30 août 1797
166,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Chapeaux,Possessions Espagnoles,50900,2nde classe marchandises originaires de France
169,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Chaudières et marmites de ???,Possessions Espagnoles,27049,2nde classe marchandises originaires de France
173,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Dentelles,Possessions Espagnoles,2400,2nde classe marchandises originaires de France
174,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Drap de laine,Possessions Espagnoles,2100,2nde classe marchandises originaires de France
176,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Eau de vie,Possessions Espagnoles,156142,2nde classe marchandises originaires de France
182,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Farine,Possessions Espagnoles,101112,2nde classe marchandises originaires de France
186,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Fer en clous,Possessions Espagnoles,29840,2nde classe marchandises originaires de France
188,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Fil divers,Possessions Espagnoles,16232,2nde classe marchandises originaires de France
191,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Fruits secs,Possessions Espagnoles,17823,2nde classe marchandises originaires de France
195,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Huile d'olive,Possessions Espagnoles,104104,2nde classe marchandises originaires de France
200,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Liqueurs diverses,Possessions Espagnoles,43041,2nde classe marchandises originaires de France
206,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Marchandises sèches,Possessions Espagnoles,309640,2nde classe marchandises originaires de France
210,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Marchandises diverses mêlées,Possessions Espagnoles,36116,2nde classe marchandises originaires de France
212,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Parfumerie diverse,Possessions Espagnoles,24077,2nde classe marchandises originaires de France
215,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Poudre à tirer,Possessions Espagnoles,4720,2nde classe marchandises originaires de France
217,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Savon,Possessions Espagnoles,122752,2nde classe marchandises originaires de France
223,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Sel,Possessions Espagnoles,81782,2nde classe marchandises originaires de France
227,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Souliers,Possessions Espagnoles,28685,2nde classe marchandises originaires de France
231,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Toilerie de toute sorte,Possessions Espagnoles,1221173,2nde classe marchandises originaires de France
237,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Verrerie diverse,Possessions Espagnoles,3438,2nde classe marchandises originaires de France
239,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Vin de France,Possessions Espagnoles,601821,2nde classe marchandises originaires de France
245,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Vin de liqueur et étranger,Possessions Espagnoles,22708,2nde classe marchandises originaires de France
249,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Bestiaux et animaux,Possessions Espagnoles,10150,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
254,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Bêtes de somme,Possessions Espagnoles,1200,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
260,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Beurre,Possessions Espagnoles,9373,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
264,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Bois de construction,Possessions Espagnoles,50000,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
271,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Merrain et feuillard,Possessions Espagnoles,1265,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
277,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Bois de toute sorte,Possessions Espagnoles,17381,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
283,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,"Brai, goudron, térébenthine",Possessions Espagnoles,7190,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
287,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Chairs salées,Possessions Espagnoles,25787,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
293,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Citrons et orange,Possessions Espagnoles,1100,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
299,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Cuirs tannés,Possessions Espagnoles,4657,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
308,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Huile de poisson et à brûler,Possessions Espagnoles,3839,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
314,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Mays,Possessions Espagnoles,8693,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
319,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Nègres,Possessions Espagnoles,148000,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
324,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Poisson divers salé,Possessions Espagnoles,5256,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
327,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Morue,Possessions Espagnoles,25184,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
332,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Riz,Possessions Espagnoles,2882,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
337,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Suif,Possessions Espagnoles,35654,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
341,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Tabac,Possessions Espagnoles,60859,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
347,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Cacao,Possessions Espagnoles,1170,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
353,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Coton,Possessions Espagnoles,7372,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
357,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Indigo,Possessions Espagnoles,35110,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
359,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Sucre brut,Possessions Espagnoles,2190,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
363,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Rocou,Possessions Espagnoles,300,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
365,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Objets divers,Possessions Espagnoles,599788,Marchandises qui ne peuvent être regardées exclusivement comme originaires de France
154,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Denrées des colonies rum,Possessions Hollandaises,120794,Marchandises dont l'exportation des colonies pour l'étranger est permise par l'arrêt du 30 août 1789
160,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Denrées des colonies sirop,Possessions Hollandaises,87365,Marchandises dont l'exportation des colonies pour l'étranger est permise par l'arrêt du 30 août 1795
165,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Denrées des colonies tafia,Possessions Hollandaises,49600,Marchandises dont l'exportation des colonies pour l'étranger est permise par l'arrêt du 30 août 1800
168,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Chapeaux,Possessions Hollandaises,11132,2nde classe marchandises originaires de France
172,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Chaudières et marmites de ???,Possessions Hollandaises,4800,2nde classe marchandises originaires de France
180,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Eau de vie,Possessions Hollandaises,29725,2nde classe marchandises originaires de France
185,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Farine,Possessions Hollandaises,82591,2nde classe marchandises originaires de France
187,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Fer en clous,Possessions Hollandaises,990,2nde classe marchandises originaires de France
190,Cyril Mouton,ANOM Col F 2B 13 (tableaux 37 et 38),Local/Colonies/1788 - Commerce des colonies françaises d'Amérique avec l'étranger.csv,Local,1788,Exports,Colonies Françaises de l'Amérique,5,Fil divers,Possessions Hollandaises,1150,2nde classe marchandises originaires de France
