numrodeligne,dataentryby,source,sourcepath,sourcetype,sheet,Année,exportsimports,marchandises,Direction,pays,quantit,quantity_unit,prix_unitaire,value,problem,remarks
214,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,13,1728,Exports,Poissons frais,Marseille,Pour le Piemont et Geneve,"2800,00",Livres,"0,200","560,00","0,00",
215,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,13,1728,Exports,Poisson salé,Marseille,Pour le Piemont et Geneve,"6400,00",Livres,"0,180","1 152,00","0,00",
216,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,13,1728,Exports,Pistaches,Marseille,Pour le Piemont et Geneve,"10,00",Livres,"0,400","4,00","0,00",
217,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,13,1728,Exports,Prunes Brugnolles,Marseille,Pour le Piemont et Geneve,"2075,00",Livres,"0,280","581,00","0,00",
218,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,13,1728,Exports,Pignon caissés,Marseille,Pour le Piemont et Geneve,"10,00",Livres,"0,350","3,50","0,00",
219,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,13,1728,Exports,Pommes,Marseille,Pour le Piemont et Geneve,"34,50",Charges,"12,000","414,00","0,00",
220,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,13,1728,Exports,Pelleterie Sauvagine,Marseille,Pour le Piemont et Geneve,"240,00",Livres,"0,600","144,00","0,00",
221,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,13,1728,Exports,Pelleterie comune,Marseille,Pour le Piemont et Geneve,"1320,00",Livres,"0,300","396,00","0,00",
222,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,13,1728,Exports,Peaux de veaux tannées,Marseille,Pour le Piemont et Geneve,"84,00",Douzaines,"18,000","1 512,00","0,00",
223,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,13,1728,Exports,Peaux de moutons passées,Marseille,Pour le Piemont et Geneve,"117,00",Douzaines,"9,000","1 053,00","0,00",
224,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,13,1728,Exports,Peaux de mouton en laine,Marseille,Pour le Piemont et Geneve,"109,00",Douzaines,"4,000","436,00","0,00",
225,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,13,1728,Exports,Peaux d'agneau passées,Marseille,Pour le Piemont et Geneve,"144,00",Douzaines,"10,000","1 440,00","0,00",
226,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,13,1728,Exports,Peaux de maroquin de levant,Marseille,Pour le Piemont et Geneve,"65,00",Nombre,"2,500","162,50","0,00",
227,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,13,1728,Exports,Poil en chevre filé,Marseille,Pour le Piemont et Geneve,"8,00",Livres,"6,000","48,00","0,00",
228,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,13,1728,Exports,Plume d'autruche ouvrée,Marseille,Pour le Piemont et Geneve,"2,00",Livres,"80,000","160,00","0,00",
229,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,14,1728,Exports,Pommade,Marseille,Pour le Piemont et Geneve,"18,00",Livres,"1,000","18,00","0,00",
230,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,14,1728,Exports,Poix noire,Marseille,Pour le Piemont et Geneve,"16725,00",Livres,"0,060","1 003,50","0,00",
231,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,14,1728,Exports,Plants d'arbre,Marseille,Pour le Piemont et Geneve,"1,00",Demi charge,"10,000","10,00","-10,00",1/2 charge à 10£
232,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,14,1728,Exports,Pipe a fumer,Marseille,Pour le Piemont et Geneve,"15,00",Livres,"0,750","11,25","0,00",
233,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,14,1728,Exports,Pierres de four,Marseille,Pour le Piemont et Geneve,"8,00",Charges,"25,000","200,00","0,00",
234,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,14,1728,Exports,Quincaille ,Marseille,Pour le Piemont et Geneve,"4,00",Livres,"1,000","4,00","0,00",
235,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,14,1728,Exports,Raisin sec,Marseille,Pour le Piemont et Geneve,"35150,00",Livres,"0,150","5 272,50","0,00",
236,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,14,1728,Exports,Raisin de corinte,Marseille,Pour le Piemont et Geneve,"1675,00",Livres,"0,180","301,50","0,00",
237,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,14,1728,Exports,Raisin frais,Marseille,Pour le Piemont et Geneve,"9200,00",Livres,"0,015","138,00","0,00",
238,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,14,1728,Exports,Reglisse,Marseille,Pour le Piemont et Geneve,"1425,00",Livres,"0,050","71,25","0,00",
239,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,14,1728,Exports,Rubarbe,Marseille,Pour le Piemont et Geneve,"1,00",Livres,"50,000","50,00","0,00",
240,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,14,1728,Exports,Ratine,Marseille,Pour le Piemont et Geneve,"26,00",Livres,"8,000","208,00","0,00",
241,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,14,1728,Exports,Sardine salées,Marseille,Pour le Piemont et Geneve,"34,00",Barrils,"2,500","85,00","0,00",
242,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,14,1728,Exports,Sarge,Marseille,Pour le Piemont et Geneve,"9,00",Pieces,"45,000","405,00","0,00",
243,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,14,1728,Exports,Sarge,Marseille,Pour le Piemont et Geneve,"64,00",Cannées,"3,250","208,00","0,00",
244,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,14,1728,Exports,Sarge,Marseille,Pour le Piemont et Geneve,"137,00",Livres,"2,000","274,00","0,00",
245,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,14,1728,Exports,Savon,Marseille,Pour le Piemont et Geneve,"47360,00",Livres,"0,180","8 524,80","0,00",
246,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,14,1728,Exports,Savonettes de Senteur,Marseille,Pour le Piemont et Geneve,"5,00",Livres,"0,300","1,50","0,00",
247,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,14,1728,Exports,Souffre,Marseille,Pour le Piemont et Geneve,"3725,00",Livres,"0,070","260,75","0,00",
248,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,14,1728,Exports,Souliers,Marseille,Pour le Piemont et Geneve,"10,00",Livres,"2,000","20,00","0,00",
249,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,14,1728,Exports,Truffles noires,Marseille,Pour le Piemont et Geneve,"15,00",Livres,"0,900","13,50","0,00",
250,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,15,1728,Exports,The,Marseille,Pour le Piemont et Geneve,"8,00",Onces,"0,250","2,00","0,00",Estimé
251,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,15,1728,Exports,Toile blanche,Marseille,Pour le Piemont et Geneve,"435,00",Livres,"3,000","1 305,00","0,00",
252,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,15,1728,Exports,Toile  crüe,Marseille,Pour le Piemont et Geneve,"66,00",Livres,"2,000","132,00","0,00",
253,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,15,1728,Exports,Toile peinte,Marseille,Pour le Piemont et Geneve,"82,00",Livres,"2,000","164,00","0,00",
254,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,15,1728,Exports,Toile de poil de chevre,Marseille,Pour le Piemont et Geneve,"13,00",Cannes,"0,500","6,50","0,00",
255,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,15,1728,Exports,Terraille,Marseille,Pour le Piemont et Geneve,"75,00",Charges,"3,000","225,00","0,00",
256,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,15,1728,Exports,Tuilles,Marseille,Pour le Piemont et Geneve,"3600,00",Nombre,"0,020","72,00","0,00",
257,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,15,1728,Exports,Vin muscat,Marseille,Pour le Piemont et Geneve,"2,00",Charges,"50,000","100,00","0,00",
258,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,15,1728,Exports,Vin,Marseille,Pour le Piemont et Geneve,"1203,00",Charges,"9,000","10 827,00","0,00",
259,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,15,1728,Exports,Vin,Marseille,Pour le Piemont et Geneve,"272,00",Millerolles,"6,000","1 632,00","0,00",
260,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,15,1728,Exports,Vinaigre,Marseille,Pour le Piemont et Geneve,"1,50",Millerolles,"1,000","1,50","0,00",
261,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,15,1728,Exports,Verre a boire,Marseille,Pour le Piemont et Geneve,"21241,00",Livres,"1,000","21 241,00","0,00",
262,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,15,1728,Exports,Vaisselle de fayence,Marseille,Pour le Piemont et Geneve,"1285,00",Livres,"0,200","257,00","0,00",
263,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,15,1728,Exports,Anchois,Marseille,Pour l'Italie,"13,00",Barrils,"3,500","45,50","0,00",
264,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,15,1728,Exports,Anguilles salées,Marseille,Pour l'Italie,"180,00",Livres,"0,200","36,00","0,00",
265,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,15,1728,Exports,Amandes,Marseille,Pour l'Italie,"547225,00",Livres,"0,200","109 445,00","0,00",
266,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,15,1728,Exports,Amandes en coques,Marseille,Pour l'Italie,"25400,00",Livres,"0,160","4 064,00","0,00",
267,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,16,1728,Exports,Acier,Marseille,Pour l'Italie,"4475,00",Livres,"0,350","1 566,25","0,00",
268,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,16,1728,Exports,Beure frais,Marseille,Pour l'Italie,"11450,00",Livres,"0,250","2 862,50","0,00",
269,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,16,1728,Exports,Bijouterie,Marseille,Pour l'Italie,"1,00",Valeur,"1 435,000","1 435,00","0,00",
270,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,16,1728,Exports,Bas de Soye,Marseille,Pour l'Italie,"49,00",Livres,"45,000","2 205,00","0,00",
271,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,16,1728,Exports,Bas de fleuret,Marseille,Pour l'Italie,"53,00",Livres,"17,000","901,00","0,00",
272,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,16,1728,Exports,Bas de laine fins,Marseille,Pour l'Italie,"735,00",Livres,"9,000","6 615,00","0,00",
273,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,16,1728,Exports,Bas de laine grossiers,Marseille,Pour l'Italie,"275,00",Livres,"4,000","1 100,00","0,00",
274,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,16,1728,Exports,Bas de coton,Marseille,Pour l'Italie,"6,00",Livres,"1,500","9,00","0,00",
275,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,16,1728,Exports,Bas de peau,Marseille,Pour l'Italie,"180,00",Livres,"6,000","1 080,00","0,00",
276,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,16,1728,Exports,Bonnets de laine,Marseille,Pour l'Italie,"27,00",Livres,"6,000","162,00","0,00",
277,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,16,1728,Exports,Boutons de fils d'argent,Marseille,Pour l'Italie,"1,00",Valeur,"90,000","90,00","0,00",
278,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,16,1728,Exports,Bazanes tannées de veau,Marseille,Pour l'Italie,"362,00",Douzaines,"18,000","6 516,00","0,00",
279,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,16,1728,Exports,Bazanes de moutons,Marseille,Pour l'Italie,"270,00",Douzaines,"9,000","2 430,00","0,00",
280,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,16,1728,Exports,Briques,Marseille,Pour l'Italie,"1,00",Millier,"10,000","10,00","0,00",Estimé
281,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,16,1728,Exports,Batiment de mer,Marseille,Pour l'Italie,"1,00",En nombre,"1 925,000","1 925,00","0,00",
282,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,16,1728,Exports,Bois a bruler,Marseille,Pour l'Italie,"51360,00",Quintaux,"0,006","308,15","0,01",
283,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,16,1728,Exports,Chair salée,Marseille,Pour l'Italie,"3175,00",Livres,"0,200","635,00","0,00",
284,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,16,1728,Exports,Capres,Marseille,Pour l'Italie,"400,00",Livres,"0,350","140,00","0,00",
285,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,16,1728,Exports,Camelot soye et laine,Marseille,Pour l'Italie,"56,00",Livres,"12,000","672,00","0,00",
286,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,17,1728,Exports,Camelot poil et laine,Marseille,Pour l'Italie,"938,00",Livres,"7,000","6 566,00","0,00",
287,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,17,1728,Exports,Camelot escarlate,Marseille,Pour l'Italie,"132,00",Livres,"12,000","1 584,00","0,00",
288,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,17,1728,Exports,Couverture de laine,Marseille,Pour l'Italie,"10,00",Nombre,"8,000","80,00","0,00",
289,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,17,1728,Exports,Couverture de laine,Marseille,Pour l'Italie,"447,00",Livres,"1,250","558,75","0,00",
290,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,17,1728,Exports,Cadis,Marseille,Pour l'Italie,"100,00",Livres,"1,600","160,00","0,00",
291,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,17,1728,Exports,Chapeaux comuns,Marseille,Pour l'Italie,"22,00",Douzaines,"25,000","550,00","0,00",
292,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,17,1728,Exports,Chapeaux comuns,Marseille,Pour l'Italie,"200,00",Livres,"3,000","600,00","0,00",
293,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,17,1728,Exports,Cuirs de vache tannées,Marseille,Pour l'Italie,"137,00",En nombre,"25,000","3 425,00","0,00",
294,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,17,1728,Exports,Cuir fort tanné,Marseille,Pour l'Italie,"4142,00",Livres,"0,500","2 071,00","0,00",
295,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,17,1728,Exports,Cheveux,Marseille,Pour l'Italie,"67,00",Livres,"22,000","1 474,00","0,00",
296,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,17,1728,Exports,Cochenille,Marseille,Pour l'Italie,"912,00",Livres,"30,000","27 360,00","0,00",
297,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,17,1728,Exports,Cire blanche ouvrée,Marseille,Pour l'Italie,"1634,00",Livres,"1,500","2 451,00","0,00",
298,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,17,1728,Exports,Cire d'Espagne,Marseille,Pour l'Italie,"5,00",Livres,"4,000","20,00","0,00",
299,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,17,1728,Exports,Chandelle,Marseille,Pour l'Italie,"620,00",Livres,"0,300","186,00","0,00",
300,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,17,1728,Exports,Cire jaune,Marseille,Pour l'Italie,"460,00",Livres,"1,200","552,00","0,00",
301,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,17,1728,Exports,Cannes de roseau,Marseille,Pour l'Italie,"27,00",Faix,"1,500","40,50","0,00",
302,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,17,1728,Exports,Cannes de roseau,Marseille,Pour l'Italie,"400,00",Livres,"0,030","12,00","0,00",
303,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,17,1728,Exports,Corail gros,Marseille,Pour l'Italie,"3628,00",Livres,"20,000","72 560,00","0,00",
304,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,17,1728,Exports,Cuivre neuf,Marseille,Pour l'Italie,"21850,00",Livres,"0,900","19 665,00","0,00",
305,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,18,1728,Exports,Clouds de fer,Marseille,Pour l'Italie,"3430,00",Livres,"0,250","857,50","0,00",
306,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,18,1728,Exports,Bois de chesne ouvré,Marseille,Pour l'Italie,"347,00",Quintaux,"6,000","2 082,00","0,00",
307,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,18,1728,Exports,Cardes neuves,Marseille,Pour l'Italie,"112,00",Paires,"3,000","336,00","0,00",
308,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,18,1728,Exports,Cardes vieilles,Marseille,Pour l'Italie,"550,00",Livres,"0,300","165,00","0,00",
309,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,18,1728,Exports,Cordage de chanvre,Marseille,Pour l'Italie,"2600,00",Livres,"0,220","572,00","0,00",
310,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,18,1728,Exports,Colombine,Marseille,Pour l'Italie,"10,00",Charetées,"13,000","130,00","0,00",
311,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,18,1728,Exports,Colombine,Marseille,Pour l'Italie,"420,00",Charges,"4,000","1 680,00","0,00",
312,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,18,1728,Exports,Champignons secs,Marseille,Pour l'Italie,"554,00",Livres,"1,250","692,50","0,00",
313,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,18,1728,Exports,Draperie fine,Marseille,Pour l'Italie,"2524,00",Livres,"6,000","15 144,00","0,00",
314,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,18,1728,Exports,Drap cordeillat,Marseille,Pour l'Italie,"4,00",Pieces,"80,000","320,00","0,00",
315,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,18,1728,Exports,Drap cordeillat,Marseille,Pour l'Italie,"270,00",Livres,"2,500","675,00","0,00",
316,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,18,1728,Exports,Dentelle dupuy,Marseille,Pour l'Italie,"3,00",Livres,"45,000","135,00","0,00",
317,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,18,1728,Exports,Eau de vie,Marseille,Pour l'Italie,"41450,00",Livres,"0,200","8 290,00","0,00",
318,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,18,1728,Exports,Esprit de vin,Marseille,Pour l'Italie,"650,00",Livres,"0,450","292,50","0,00",
319,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,18,1728,Exports,"Etoffe or, argent et soye",Marseille,Pour l'Italie,"2,00",Livres,"80,000","160,00","0,00",
320,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1728,Local,18,1728,Exports,Etoffe de soye,Marseille,Pour l'Italie,"31,00",Livres,"40,000","1 240,00","0,00",
