numrodeligne,dataentryby,source,sourcepath,sourcetype,sheet,year,exportsimports,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,problème,remarks
221,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,8,1727,Exports,Ton mariné,Marseille,Le Piemont,"135,00",Livres,"0,750","101,25","0,00",
222,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,8,1727,Exports,Truffles noires,Marseille,Le Piemont,"15,00",Livres,"1,000","15,00","0,00",
223,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,8,1727,Exports,Toille blanche,Marseille,Le Piemont,"840,00",Livres,"3,000","2 520,00","0,00",
224,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,8,1727,Exports,Toille crüe,Marseille,Le Piemont,"123,00",Livres,"2,000","246,00","0,00",
225,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,8,1727,Exports,Terraille,Marseille,Le Piemont,"82,00",Charges,"3,000","246,00","0,00",
226,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,8,1727,Exports,Tuilles,Marseille,Le Piemont,"800,00",Nombre,"0,013","10,00","0,00",
227,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,9,1727,Exports,Volailles,Marseille,Le Piemont,"7522,00",Paires,"1,000","7 522,00","0,00",
228,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,9,1727,Exports,Vin,Marseille,Le Piemont,"1620,00",Charges,"10,000","16 200,00","0,00",
229,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,9,1727,Exports,Vin,Marseille,Le Piemont,"1312,00",Millerolles,"6,000","7 872,00","0,00",
230,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,9,1727,Exports,Vinaigre,Marseille,Le Piemont,"4,00",Charges,"5,000","20,00","0,00",
231,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,9,1727,Exports,Verres a boire,Marseille,Le Piemont,"22075,00",Livres,"1,000","22 075,00","0,00",
232,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,9,1727,Exports,Anchois,Marseille,L'Italie,"71,00",Pots,"1,000","71,00","0,00",
233,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,9,1727,Exports,Amendes cassées,Marseille,L'Italie,"886475,00",Livres,"0,200","177 295,00","0,00",
234,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,9,1727,Exports,Amendes en coques,Marseille,L'Italie,"81850,00",Livres,"0,150","12 277,50","0,00",
235,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,9,1727,Exports,Acier,Marseille,L'Italie,"1950,00",Livres,"0,240","468,00","0,00",
236,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,9,1727,Exports,Auf ouvré,Marseille,L'Italie,"675,00",Livres,"0,070","47,25","0,00",
237,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,9,1727,Exports,Asnes,Marseille,L'Italie,"3,00",Nombre,"36,000","108,00","0,00",
238,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,9,1727,Exports,Beures,Marseille,L'Italie,"36650,00",Livres,"0,250","9 162,50","0,00",
239,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,9,1727,Exports,Bijouteries,Marseille,L'Italie,"1,00",Valeurs,"3 558,000","3 558,00","0,00",
240,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,9,1727,Exports,Bas de Soye,Marseille,L'Italie,"13,00",Livres,"45,000","585,00","0,00",
241,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,9,1727,Exports,Bas de filozelle,Marseille,L'Italie,"4,00",Livres,"17,000","68,00","0,00",
242,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,9,1727,Exports,Bas de laine,Marseille,L'Italie,"24,00",Paires,"5,000","120,00","0,00",
243,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,9,1727,Exports,Bas de laine,Marseille,L'Italie,"1868,00",Livres,"7,000","13 076,00","0,00",
244,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,9,1727,Exports,Bonnets de laine,Marseille,L'Italie,"80,00",Livres,"6,000","480,00","0,00",
245,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,9,1727,Exports,Bas de laine ecarlate,Marseille,L'Italie,"26,00",Livres,"15,000","390,00","0,00",
246,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,9,1727,Exports,Bazannes de veau,Marseille,L'Italie,"515,00",Douzaines,"16,000","8 240,00","0,00",
247,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,9,1727,Exports,Bazannes de mouton,Marseille,L'Italie,"32,00",Douzaines,"6,000","192,00","0,00",
248,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,9,1727,Exports,Bouteilles de verre,Marseille,L'Italie,"17800,00",Livres,"0,250","4 450,00","0,00",
249,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,9,1727,Exports,Baleine coupée,Marseille,L'Italie,"521,00",Livres,"4,000","2 084,00","0,00",
250,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,9,1727,Exports,Bois de construction,Marseille,L'Italie,"414,00",Pieces,"2,000","828,00","0,00",
251,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,9,1727,Exports,Bois a Bastir,Marseille,L'Italie,"1507,00",Douzaines,"4,500","6 787,50","-6,00",Erreur de calcul
252,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,9,1727,Exports,Bois a bruler,Marseille,L'Italie,"75580,00",Quintaux,"0,500","37 790,00","0,00",
253,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,10,1727,Exports,Bois ouvré,Marseille,L'Italie,"1450,00",Livres,"0,040","58,00","0,00",
254,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,10,1727,Exports,Balais de Palme,Marseille,L'Italie,"30,00",Douzaines,"0,500","15,00","0,00",
255,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,10,1727,Exports,Briques,Marseille,L'Italie,"1800,00",Cent,"0,012","21,20","0,40",18 cent a 12£ le mille
256,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,10,1727,Exports,Chapons gras,Marseille,L'Italie,"52,00",Nombre,"2,000","104,00","0,00",
257,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,10,1727,Exports,Chair salée,Marseille,L'Italie,"6825,00",Livres,"0,200","1 365,00","0,00",
258,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,10,1727,Exports,Capres,Marseille,L'Italie,"1200,00",Livres,"0,200","240,00","0,00",
259,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,10,1727,Exports,Champignons secs,Marseille,L'Italie,"685,00",Livres,"0,250","171,25","0,00",
260,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,10,1727,Exports,Cochenille,Marseille,L'Italie,"1255,00",Livres,"32,000","40 160,00","0,00",
261,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,10,1727,Exports,Camelot ecarlatte,Marseille,L'Italie,"52,00",Livres,"12,000","624,00","0,00",
262,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,10,1727,Exports,Camelot soye et laine,Marseille,L'Italie,"875,00",Livres,"10,000","8 750,00","0,00",
263,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,10,1727,Exports,Cadis,Marseille,L'Italie,"11,00",Pieces,"40,000","440,00","0,00",
264,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,10,1727,Exports,Couvertures de laine,Marseille,L'Italie,"240,00",Livres,"1,250","300,00","0,00",
265,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,10,1727,Exports,Chapeaux castor,Marseille,L'Italie,"72,00",Nombre,"18,000","1 296,00","0,00",
266,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,10,1727,Exports,Chapeaux demy castor,Marseille,L'Italie,"52,00",Nombre,"10,000","520,00","0,00",
267,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,10,1727,Exports,Chapeaux poil et laine,Marseille,L'Italie,"1297,00",Nombre,"5,000","6 485,00","0,00",
268,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,10,1727,Exports,Chapeaux de laine,Marseille,L'Italie,"510,00",Livres,"3,000","1 530,00","0,00",
269,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,10,1727,Exports,Cuirs tanné,Marseille,L'Italie,"58,00",Nombre,"30,000","1 740,00","0,00",
270,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,10,1727,Exports,Cuirs tanné,Marseille,L'Italie,"4012,00",Livres,"0,400","1 604,80","0,00",
271,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,10,1727,Exports,Cordage vieux,Marseille,L'Italie,"1300,00",Livres,"0,120","156,00","0,00",
272,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,10,1727,Exports,Cire Jaune,Marseille,L'Italie,"1345,00",Livres,"1,200","1 614,00","0,00",
273,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,10,1727,Exports,Cuivre neuf,Marseille,L'Italie,"22330,00",Livres,"1,000","22 330,00","0,00",
274,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,10,1727,Exports,Cuivre vieux,Marseille,L'Italie,"85,00",Livres,"0,800","68,00","0,00",
275,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,10,1727,Exports,Clouds de fer,Marseille,L'Italie,"3725,00",Livres,"0,240","894,00","0,00",
276,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,10,1727,Exports,Canons de fer,Marseille,L'Italie,"54575,00",Livres,"0,120","6 549,00","0,00",
277,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,10,1727,Exports,Corail fin ouvré,Marseille,L'Italie,"30,00",Livres,"0,600","18,00","0,00",
278,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,10,1727,Exports,Corail gros,Marseille,L'Italie,"685,00",Livres,"0,800","548,00","0,00",
279,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,10,1727,Exports,Corail de jardin,Marseille,L'Italie,"81500,00",Livres,"0,150","12 225,00","0,00",
280,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,10,1727,Exports,Chandelle,Marseille,L'Italie,"750,00",Livres,"0,250","187,50","0,00",
281,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,10,1727,Exports,Cendre commune,Marseille,L'Italie,"10,00",Charges,"6,000","60,00","0,00",
282,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,11,1727,Exports,Colombine,Marseille,L'Italie,"1,00",Chartées,"10,000","10,00","0,00",
283,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,11,1727,Exports,Colombine,Marseille,L'Italie,"187,00",Charges,"4,000","748,00","0,00",
284,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,11,1727,Exports,Draperie de Languedoc,Marseille,L'Italie,"2500,00",Livres,"5,000","12 500,00","0,00",
285,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,11,1727,Exports,Dentelle or et argent,Marseille,L'Italie,"2,50",Livres,"160,000","400,00","0,00",
286,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,11,1727,Exports,Dentelle du havre,Marseille,L'Italie,"2,00",Livres,"200,000","400,00","0,00",
287,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,11,1727,Exports,Dentelle Dupuy,Marseille,L'Italie,"70,00",Livres,"45,000","3 150,00","0,00",
288,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,11,1727,Exports,Eau de la reyne d'Hongrie,Marseille,L'Italie,"50,00",Livres,"0,750","37,50","0,00",
289,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,11,1727,Exports,Esprit de vin,Marseille,L'Italie,"1280,00",Livres,"0,400","512,00","0,00",
290,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,11,1727,Exports,Eau de vie,Marseille,L'Italie,"624885,00",Livres,"0,200","124 977,00","0,00",
291,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,11,1727,Exports,Etoffe or et argent,Marseille,L'Italie,"84,00",Livres,"80,000","6 720,00","0,00",
292,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,11,1727,Exports,Etoffe de Soye,Marseille,L'Italie,"471,00",Livres,"40,000","18 840,00","0,00",
293,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,11,1727,Exports,Etoffe mi soye,Marseille,L'Italie,"40,00",Livres,"17,000","680,00","0,00",
294,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,11,1727,Exports,Etoffe au quart de Soye,Marseille,L'Italie,"3140,00",Livres,"10,000","31 400,00","0,00",
295,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,11,1727,Exports,Etamine de laine,Marseille,L'Italie,"128,00",Livres,"5,000","640,00","0,00",
296,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,11,1727,Exports,Fromage de gruyere,Marseille,L'Italie,"10925,00",Livres,"0,160","1 748,00","0,00",
297,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,11,1727,Exports,Fromage d'auvergne,Marseille,L'Italie,"52940,00",Livres,"0,150","7 941,00","0,00",
298,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,11,1727,Exports,Figues,Marseille,L'Italie,"21950,00",Livres,"0,100","2 195,00","0,00",
299,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,11,1727,Exports,Foin,Marseille,L'Italie,"8,00",Chartées,"10,000","80,00","0,00",
300,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,11,1727,Exports,Foin,Marseille,L'Italie,"305,00",Livres,"1,500","457,50","0,00",
301,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,11,1727,Exports,Fil cru,Marseille,L'Italie,"340,00",Livres,"1,250","425,00","0,00",
302,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,11,1727,Exports,Fil de laton,Marseille,L'Italie,"2100,00",Livres,"0,400","840,00","0,00",
303,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,11,1727,Exports,Fil de fer,Marseille,L'Italie,"470,00",Livres,"0,340","159,80","0,00",
304,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,11,1727,Exports,Fer ouvré,Marseille,L'Italie,"5630,00",Livres,"0,280","1 576,40","0,00",
305,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,11,1727,Exports,Fer en barre,Marseille,L'Italie,"1850,00",Livres,"0,160","296,00","0,00",
306,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,11,1727,Exports,Fer vieux,Marseille,L'Italie,"3450,00",Livres,"0,150","517,50","0,00",
307,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,11,1727,Exports,Fauquets,Marseille,L'Italie,"70,00",Douzaines,"3,000","210,00","0,00",
308,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,11,1727,Exports,Graisse ,Marseille,L'Italie,"2150,00",Livres,"0,250","537,50","0,00",
309,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,11,1727,Exports,Gaze Soye et fil,Marseille,L'Italie,"3,00",Livres,"40,000","120,00","0,00",
310,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,12,1727,Exports,Huille de senteur,Marseille,L'Italie,"420,00",Livres,"0,750","315,00","0,00",
311,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,12,1727,Exports,Huille de poix,Marseille,L'Italie,"500,00",Livres,"0,200","100,00","0,00",
312,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,12,1727,Exports,Jarres,Marseille,L'Italie,"3314,00",Livres,"1,500","4 971,00","0,00",
313,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,12,1727,Exports,Jayet,Marseille,L'Italie,"530,00",Livres,"0,700","371,00","0,00",
314,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,12,1727,Exports,Laton ouvré,Marseille,L'Italie,"33,00",Livres,"1,000","33,00","0,00",
315,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,12,1727,Exports,Liege,Marseille,L'Italie,"5000,00",Livres,"0,140","700,00","0,00",
316,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,12,1727,Exports,Morue,Marseille,L'Italie,"34,00",Livres,"0,160","58,00","-52,56",Prix unitaire illisible
317,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,12,1727,Exports,Moquette,Marseille,L'Italie,"134,00",Livres,"5,000","670,00","0,00",
318,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,12,1727,Exports,Marchandise mélées,Marseille,L'Italie,"1,00",Valeurs,"1 385,000","1 385,00","0,00",
319,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,12,1727,Exports,Mercerie,Marseille,L'Italie,"29658,00",Livres,"6,000","177 948,00","0,00",
320,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,12,1727,Exports,Meules a moulin,Marseille,L'Italie,"3,00",Nombre,"30,000","90,00","0,00",
321,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,12,1727,Exports,Miel,Marseille,L'Italie,"65050,00",Livres,"0,120","7 806,00","0,00",
322,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,12,1727,Exports,Noix,Marseille,L'Italie,"81,00",Sacs,"5,000","405,00","0,00",
323,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,12,1727,Exports,Noix,Marseille,L'Italie,"1,00",Charge,"8,000","8,00","0,00",1 charge estimée à 8£
324,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,12,1727,Exports,Poisson frit,Marseille,L'Italie,"4,00",Barils,"5,000","20,00","0,00",
325,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,12,1727,Exports,Poisson frit,Marseille,L'Italie,"150,00",Livres,"0,220","33,00","0,00",
326,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,12,1727,Exports,Prunes brignolles,Marseille,L'Italie,"1300,00",Livres,"0,250","325,00","0,00",
327,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,12,1727,Exports,Poires,Marseille,L'Italie,"500,00",Livres,"0,070","35,00","0,00",
328,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,12,1727,Exports,Pommes de renette,Marseille,L'Italie,"2,00",Charges,"25,000","50,00","0,00",
329,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,12,1727,Exports,Pelleterie aprestée en Blanc,Marseille,L'Italie,"2450,00",Livres,"0,600","1 470,00","0,00",
330,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,12,1727,Exports,Pelleterie crue,Marseille,L'Italie,"420,00",Livres,"0,300","126,00","0,00",
331,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1727,Local,12,1727,Exports,Peaux de veaux tannées,Marseille,L'Italie,"49,00",Douzaines,"16,000","784,00","0,00",
