numrodeligne,dataentryby,source,sourcepath,sourectype,sheet,year,exportsimports,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,problem,remarks
833,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,30,1741,Exports,Bas d'estame,Marseille,Pour l'Italie,32,Douzaines de paires,18,576,0,
834,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,30,1741,Exports,Bas d'estame,Marseille,Pour l'Italie,9818,Livres,10,98180,0,
835,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,30,1741,Exports,Bas de laine grossiers,Marseille,Pour l'Italie,180,Paires,2,360,0,
836,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,30,1741,Exports,Bas de laine grossiers,Marseille,Pour l'Italie,27194,Livres,"2,25",61186,"0,5",
837,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,30,1741,Exports,Bas de fil,Marseille,Pour l'Italie,240,Douzaines de paires,15,3600,0,
838,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,30,1741,Exports,Bas de fil,Marseille,Pour l'Italie,300,Livres,5,1500,0,
839,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,30,1741,Exports,Bas de coton,Marseille,Pour l'Italie,20,Douzaines de paires,36,720,0,
840,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,30,1741,Exports,Bas de coton,Marseille,Pour l'Italie,1945,Livres,6,11670,0,
841,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,30,1741,Exports,Bonnets de coton,Marseille,Pour l'Italie,1945,Livres,5,9725,0,
842,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,30,1741,Exports,Bonnets de laine,Marseille,Pour l'Italie,5042,Douzaines,24,121008,0,
843,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,30,1741,Exports,Bonnets d'etoffe,Marseille,Pour l'Italie,6,Douzaines,12,72,0,
844,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,30,1741,Exports,Bourre de soye,Marseille,Pour l'Italie,19371,Livres,"1,5",29056,"0,5",
845,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,30,1741,Exports,Batanonis,Marseille,Pour l'Italie,4003,Pieces,"2,5",10007,"0,5",
846,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,30,1741,Exports,Bours en soye,Marseille,Pour l'Italie,189,Pieces,24,4536,0,
847,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,30,1741,Exports,Bours de coton,Marseille,Pour l'Italie,444,Pieces,9,3996,0,
848,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,30,1741,Exports,Bours fil et cotton,Marseille,Pour l'Italie,1217,Pieces,6,7302,0,
849,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,30,1741,Exports,Bours de fil,Marseille,Pour l'Italie,134,Pieces,5,670,0,
850,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,30,1741,Exports,Boutons et galon or et argent,Marseille,Pour l'Italie,3,Livres,100,300,0,
851,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,30,1741,Exports,Boutons de crin,Marseille,Pour l'Italie,264,Livres,24,6336,0,
852,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,30,1741,Exports,Bijouterie,Marseille,Pour l'Italie,370,Livres,50,18500,0,
853,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,30,1741,Exports,Bazannes tannées,Marseille,Pour l'Italie,361,Douzaines,10,3610,0,
854,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,30,1741,Exports,Bazannes tannées,Marseille,Pour l'Italie,55605,Livres,1,55605,0,
855,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,30,1741,Exports,Babouches,Marseille,Pour l'Italie,617,Paires,2,1234,0,
856,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,30,1741,Exports,Baleine coupée,Marseille,Pour l'Italie,2929,Livres,5,14645,0,
857,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,30,1741,Exports,Bouteilles de verre,Marseille,Pour l'Italie,25110,Livres,"0,2",5022,0,
858,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,30,1741,Exports,Bouchons de liege,Marseille,Pour l'Italie,750,Livres,"0,1",75,0,
859,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,31,1741,Exports,Balais de palme,Marseille,Pour l'Italie,238,Douzaines,"0,9",218,"-3,8",Erreur d'arrondie
860,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,31,1741,Exports,Bourdes,Marseille,Pour l'Italie,3400,Livres,"0,05",170,0,
861,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,31,1741,Exports,Bois de Bresil,Marseille,Pour l'Italie,29075,Livres,"0,25",7268,"0,75",
862,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,31,1741,Exports,Bois de campesche,Marseille,Pour l'Italie,167375,Livres,"0,16",26780,0,
863,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,31,1741,Exports,Bois de sapan de siam,Marseille,Pour l'Italie,973,Pieces,3,2919,0,
864,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,31,1741,Exports,Bois fustel,Marseille,Pour l'Italie,8940,Livres,"0,05",447,0,
865,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,31,1741,Exports,Bois de sandal moulû,Marseille,Pour l'Italie,4050,Livres,"0,26",1053,0,
866,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,31,1741,Exports,Briques,Marseille,Pour l'Italie,500,Nombre,"0,02",10,0,300 en nombre a 20£ le mille
867,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,31,1741,Exports,Chair salée,Marseille,Pour l'Italie,516,Livres,"0,25",129,0,
868,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,31,1741,Exports,Citrons,Marseille,Pour l'Italie,50,Milliers,15,750,0,
869,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,31,1741,Exports,Citrons confits,Marseille,Pour l'Italie,500,Livres,"0,75",375,0,
870,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,31,1741,Exports,Confitures,Marseille,Pour l'Italie,7590,Livres,1,7590,0,
871,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,31,1741,Exports,Culs d'artichaux,Marseille,Pour l'Italie,1800,Livres,"0,75",1350,0,
872,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,31,1741,Exports,Capres,Marseille,Pour l'Italie,27125,Livres,"0,22",5967,"0,5",
873,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,31,1741,Exports,Caffé de levant,Marseille,Pour l'Italie,19486,Livres,"1,35",26350,"-43,9",Erreur de calcul
874,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,31,1741,Exports,Caffé de l'amerique,Marseille,Pour l'Italie,464688,Livres,"0,5",232344,0,
875,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,31,1741,Exports,Chocolat,Marseille,Pour l'Italie,400,Livres,"3,5",1400,0,
876,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,31,1741,Exports,Cumin,Marseille,Pour l'Italie,26175,Livres,"0,17",4449,"0,75",
877,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,31,1741,Exports,Cacao,Marseille,Pour l'Italie,150600,Livres,"1,4",210840,0,
878,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,31,1741,Exports,Canelle,Marseille,Pour l'Italie,14202,Livres,"6,5",92313,0,
879,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,31,1741,Exports,Colloquinte,Marseille,Pour l'Italie,850,Livres,"1,5",1275,0,
880,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,31,1741,Exports,Camfre,Marseille,Pour l'Italie,228,Livres,7,1596,0,
881,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,31,1741,Exports,Cochenille,Marseille,Pour l'Italie,17069,Livres,20,341380,0,
882,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,31,1741,Exports,Canfice,Marseille,Pour l'Italie,55125,Livres,"0,25",13781,"0,25",
883,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,31,1741,Exports,Cantarides,Marseille,Pour l'Italie,325,Livres,"4,5",1462,"0,5",
884,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,31,1741,Exports,Cinabrium,Marseille,Pour l'Italie,879,Livres,5,4395,0,
885,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,31,1741,Exports,Carrouge,Marseille,Pour l'Italie,10000,Livres,"0,06",600,0,
886,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,31,1741,Exports,Creme de tartre,Marseille,Pour l'Italie,11425,Livres,"0,35",3998,"0,75",
887,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,31,1741,Exports,Ceruze,Marseille,Pour l'Italie,3780,Livres,"0,2",754,2,Arrondi
888,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,32,1741,Exports,Couperose verte,Marseille,Pour l'Italie,41925,Livres,"0,09",3773,"0,25",
889,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,32,1741,Exports,Cire blanche,Marseille,Pour l'Italie,22500,Livres,"1,5",33750,0,
890,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,32,1741,Exports,Cire jaune,Marseille,Pour l'Italie,459343,Livres,"1,2",551211,"0,6",
891,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,32,1741,Exports,Chandelle,Marseille,Pour l'Italie,1088,Livres,"0,45",489,"0,6",
892,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,32,1741,Exports,Crasse d'huile,Marseille,Pour l'Italie,1200,Livres,"0,06",72,0,
893,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,32,1741,Exports,Colle forte,Marseille,Pour l'Italie,9625,Livres,"0,4",3850,0,
894,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,32,1741,Exports,Colle de poisson,Marseille,Pour l'Italie,53,Livres,3,159,0,
895,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,32,1741,Exports,Corail ouvré,Marseille,Pour l'Italie,90,Livres,160,14400,0,
896,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,32,1741,Exports,Corail terrail,Marseille,Pour l'Italie,581,Livres,1,581,0,
897,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,32,1741,Exports,Corail de jardin,Marseille,Pour l'Italie,3525,Livres,"0,1",352,"0,5",
898,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,32,1741,Exports,Callemande,Marseille,Pour l'Italie,363,Pieces,70,25410,0,
899,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,32,1741,Exports,Couvertures de laine,Marseille,Pour l'Italie,681,Livres,12,8172,0,
900,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,32,1741,Exports,Couvertures de coton,Marseille,Pour l'Italie,31,Nombre,6,186,0,
901,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,32,1741,Exports,Ceintures de laine,Marseille,Pour l'Italie,56,Douzaines,6,336,0,
902,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,32,1741,Exports,Cordonnet de fil,Marseille,Pour l'Italie,100,Livres,"2,5",250,0,
903,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,32,1741,Exports,Cheveux,Marseille,Pour l'Italie,1371,Livres,30,41130,0,
904,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,32,1741,Exports,Crin de cheval,Marseille,Pour l'Italie,2227,Livres,"0,6",1336,"0,2",
905,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,32,1741,Exports,Coton filé,Marseille,Pour l'Italie,533000,Livres,"1,1",586300,0,
906,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,32,1741,Exports,Coton en laine,Marseille,Pour l'Italie,332825,Livres,"0,45",149771,"0,25",
907,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,32,1741,Exports,Chanvre crû,Marseille,Pour l'Italie,1225,Livres,"0,18",220,"0,5",
908,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,32,1741,Exports,Cordages de chanvre,Marseille,Pour l'Italie,45725,Livres,"0,3",13717,"0,5",
909,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,32,1741,Exports,Cordages vieux,Marseille,Pour l'Italie,5475,Livres,"0,075",341,"69,63",Erreur de calcul
910,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,32,1741,Exports,Cordages d'espars,Marseille,Pour l'Italie,1174,Douzaines,5,5870,0,
911,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,32,1741,Exports,Cordes a boyau,Marseille,Pour l'Italie,1250,Livres,25,31250,0,
912,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,32,1741,Exports,Chapeaux demi vigogne,Marseille,Pour l'Italie,2,Douzaines,48,96,0,
913,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,32,1741,Exports,Chapeaux poil et laine,Marseille,Pour l'Italie,2579,Douzaines,36,92844,0,
914,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,32,1741,Exports,Chapeaux communs,Marseille,Pour l'Italie,"41,25",Douzaines,36,1485,0,
915,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,32,1741,Exports,Chapeaux communs,Marseille,Pour l'Italie,120,Livres,4,480,0,
916,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,33,1741,Exports,Chapeaux grossiers,Marseille,Pour l'Italie,16,Douzaines,18,288,0,
917,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,33,1741,Exports,Chapeaux de paille,Marseille,Pour l'Italie,5,Douzaines,6,30,0,
918,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,33,1741,Exports,Cartes marines,Marseille,Pour l'Italie,50,Nombre,"3,5",175,0,
919,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,33,1741,Exports,Cartes a jouer,Marseille,Pour l'Italie,1203,Grosses,18,21654,0,
920,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,33,1741,Exports,Cartes a jouer,Marseille,Pour l'Italie,400,Livres,"1,5",600,0,
921,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,33,1741,Exports,Cartons,Marseille,Pour l'Italie,1800,Livres,"0,15",270,0,
922,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,33,1741,Exports,Culottes de chamois,Marseille,Pour l'Italie,2,Douzaines,144,288,0,
923,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,33,1741,Exports,Cordouans en bazanne,Marseille,Pour l'Italie,3600,en nombre,3,10800,0,
924,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,33,1741,Exports,Cuirs tannés,Marseille,Pour l'Italie,99697,Livres,"0,6",59818,"0,2",
925,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,33,1741,Exports,Cuirs de vache corroyés,Marseille,Pour l'Italie,67,Nombre,26,1742,0,
926,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,33,1741,Exports,Cuirs de vache tannés,Marseille,Pour l'Italie,174,Livres,26,4524,0,
927,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,33,1741,Exports,Cuirs de vache de Russie,Marseille,Pour l'Italie,1274,Livres,1,1274,0,
928,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,33,1741,Exports,Cuirs de beuf en poil,Marseille,Pour l'Italie,13268,Livres,18,238824,0,
929,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,33,1741,Exports,Cuirs de beuf en poil,Marseille,Pour l'Italie,88176,Livres,"0,4",35270,"0,4",
930,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,33,1741,Exports,Cristal,Marseille,Pour l'Italie,200,Livres,2,400,0,
931,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,33,1741,Exports,Cuivre ouvré,Marseille,Pour l'Italie,813,Livres,"1,7",1382,"0,1",
932,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,33,1741,Exports,Cuivre tangoul,Marseille,Pour l'Italie,21912,Livres,"0,55",12051,"0,6",
933,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,33,1741,Exports,Clous de fer,Marseille,Pour l'Italie,48663,Livres,"0,2",9732,"0,6",
934,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,33,1741,Exports,Couteaux communs,Marseille,Pour l'Italie,1018,Grosses,30,30540,0,
935,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,33,1741,Exports,Couteaux communs,Marseille,Pour l'Italie,5763,Livres,2,11530,-4,Arrondi
936,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,33,1741,Exports,Cardes a carder,Marseille,Pour l'Italie,4041,Livres,"0,4",1616,"0,4",
937,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,33,1741,Exports,Cannes a main,Marseille,Pour l'Italie,7,Faix,"0,6",4,"0,2",
938,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,33,1741,Exports,Cornes de mouton,Marseille,Pour l'Italie,9500,Paires,"0,025",237,"0,5",Erreur de calcul
939,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,33,1741,Exports,Couffins de palme,Marseille,Pour l'Italie,80,Douzaines,3,240,0,
940,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,33,1741,Exports,Corbeilles,Marseille,Pour l'Italie,10,Douzaines,6,60,0,
941,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,33,1741,Exports,Chaises de paille,Marseille,Pour l'Italie,241,Douzaines,18,4338,0,
942,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,33,1741,Exports,Cabarets a caffé,Marseille,Pour l'Italie,1,Douzaines,60,60,0,
943,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,33,1741,Exports,Craye,Marseille,Pour l'Italie,400,Livres,"0,12",48,0,
944,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,33,1741,Exports,Cendre gravelée,Marseille,Pour l'Italie,1200,Livres,"0,1",120,0,
945,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,34,1741,Exports,Cendre commune,Marseille,Pour l'Italie,28425,Livres,"0,06",1705,"0,5",
946,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,34,1741,Exports,Charbon de terre,Marseille,Pour l'Italie,55,Mesures,1,55,0,
947,Requia,Archives de la CCI de Marseille - I 21 ,Local/Marseille/Archives_de_la_CCI_de_Marseille-I21/Marseille – Exports – 1741,Local,34,1741,Exports,Charbon de terre,Marseille,Pour l'Italie,30,Chapeaux,"0,5",15,0,
