"numerodeligne","dataentryby","source","sourcepath","sourcetype","sheet","year","exportsimports","marchandises","direction","pays","quantity","quantity_unit","value","prix_unitaire","Remarques"
3827,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",161,1755,"Exports","Toile grosse","Rouen","Isles Françaises",37146,"livres",,2,
3828,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",162,1768,"Exports","Toile grosse","Rouen","Isles Françaises",1740,"livres",,2,
3829,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",162,1772,"Exports","Toile grosse","Rouen","Isles Françaises",1000,"livres",,2,
3830,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",162,1775,"Exports","Toile grosse","Rouen","Isles Françaises",30,"livres",,2,
3831,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",114,1733,"Exports","Toile grosse de lin de Saint Quentin","Rouen","Danemark",,,6,2,
3832,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",162,1772,"Exports","Toile Mortagne","Rouen","Isles Françaises",35680,"livres",,2,
3833,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",162,1775,"Exports","Toile Mortagne","Rouen","Isles Françaises",23000,"livres",,2,
3834,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",132,1755,"Exports","Toile Saint Quentin","Rouen","Savoye & Piémont",6,"livres",,2,
3835,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",162,1768,"Exports","Toile Saint Quentin","Rouen","Isles Françaises",260,"livres",,2,
3836,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",162,1772,"Exports","Toile Vimoutiers","Rouen","Isles Françaises",3885,"livres",,2,
3837,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",162,1775,"Exports","Toile Vimoutiers","Rouen","Isles Françaises",11100,"livres",,2,
3838,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",157,1755,"Exports","Toile voile","Rouen","Guinée",5330,"livres",,2,
3839,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",157,1764,"Exports","Toile voile","Rouen","Guinée",1080,"livres",,2,
3840,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",157,1766,"Exports","Toile voile","Rouen","Guinée",1900,"livres",,2,
3841,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",161,1764,"Exports","Toiles de Vimoutiers","Rouen","Isles Françaises",17645,"livres",,2,
3842,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",158,1768,"Exports","Vin ; Muscat","Rouen","Guinée",60,"pots",,2,
3843,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",161,1755,"Exports","Vin ; Rouge","Rouen","Isles Françaises",25,"pots",,2,
3844,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",157,1763,"Exports","Vin blanc","Rouen","Guinée",30,"pots ",,2,
3845,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",145,1772,"Exports","Vin Bourgogne","Rouen","Russie",16,"pots",,2,
3846,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",137,1772,"Exports","Vin Bourgogne","Rouen","Nord",28,"pots",,2,
3847,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",141,1772,"Exports","Vin Bourgogne","Rouen","Portugal",6,"pots",,2,
3848,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",129,1772,"Exports","Vin Bourgogne","Rouen","Hollande",4,"pots",,2,
3849,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",63,1733,"Imports","Vin d’Espagne","Rouen","Hollande",40,"pots",,2,
3850,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",63,1735,"Imports","Vin d’Espagne","Rouen","Hollande",340,"pots",,2,
3851,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",161,1763,"Exports","Vin de Ville","Rouen","Isles Françaises",78,"pots",,2,
3852,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",63,1733,"Imports","Vin du Cap Breton","Rouen","Hollande",50,"pots",,2,
3853,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",143,1750,"Exports","Vin français ","Rouen","Russie",18,"pots",,2,
3854,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",126,1755,"Exports","Vin français ","Rouen","Hollande",38,"pots",,2,
3855,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",137,1766,"Exports","Vin français ","Rouen","Nord",216,"pots",,2,
3856,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",129,1772,"Exports","Vin français ","Rouen","Hollande",97,"pots",,2,
3857,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",157,1763,"Exports","Vin loge","Rouen","Guinée",48,"pots ",,2,
3858,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",157,1763,"Exports","Vin Loge","Rouen","Guinée",24,"muids",,2,
3859,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",157,1755,"Exports","Vin muscat","Rouen","Guinée",107,"bouteilles",,2,
3860,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",161,1764,"Exports","Vin Muscat","Rouen","Isles Françaises",216,"bouteilles",,2,
3861,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",56,1733,"Imports","Cacao","Rouen","Espagne",30,"livres",,"2,25",
3862,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",56,1733,"Imports","Cacao","Rouen","Portugal",275,"livres",,"2,25",
3863,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",56,1734,"Imports","Cacao","Rouen","Espagne",975,"livres",,"2,25",
3864,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",56,1735,"Imports","Cacao","Rouen","Hollande",400,"livres",,"2,25",
3865,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",56,1735,"Imports","Cacao","Rouen","Espagne",1135,"livres",,"2,25",
3866,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",56,1736,"Imports","Cacao","Rouen","Hollande",300,"livres",,"2,25",
3867,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",56,1736,"Imports","Cacao","Rouen","Espagne",220,"livres",,"2,25",
3868,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",56,1736,"Imports","Cacao","Rouen","Ile français d'amérique",3725,"livres",,"2,25",
3869,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",56,1736,"Imports","Cacao","Rouen","Ile français d'amérique",125,"livres",,"2,25",
3870,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",56,1736,"Imports","Cacao","Rouen","Nord",4,"livres",,"2,25",
3871,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",101,1736,"Imports","Cacao","Rouen","hollande",300,"livres",,"2,25",
3872,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",56,1737,"Imports","Cacao","Rouen","Hollande",212,"livres",,"2,25",
3873,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",56,1737,"Imports","Cacao","Rouen","Espagne",350,"livres",,"2,25",
3874,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",56,1737,"Imports","Cacao","Rouen","Ile français d'amérique",402,"livres",,"2,25",
3875,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",100,1733,"Imports","gomme copale","Rouen","hollande",3000,"livres",,"2,25",
3876,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",161,1763,"Exports","Toile coutil","Rouen","Isles Françaises",59674,"livres",,"2,25",
3877,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",148,1764,"Exports","Toile coutil","Rouen","Suisse",456,"livres",,"2,25",
3878,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",158,1770,"Exports","Toile coutil","Rouen","Guinée",176,"livres",,"2,25",
3879,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",162,1770,"Exports","Toile coutil","Rouen","Isles Françaises",12908,"livres",,"2,25",
3880,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",133,1770,"Exports","Toile coutil","Rouen","Savoye & Piémont",215,"livres",,"2,25",
3881,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",162,1772,"Exports","Toile coutil","Rouen","Isles Françaises",14849,"livres",,"2,25",
3882,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",149,1772,"Exports","Toile coutil","Rouen","Suisse",257,"livres",,"2,25",
3883,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",141,1772,"Exports","Toile coutil","Rouen","Portugal",9235,"livres",,"2,25",
3884,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",133,1772,"Exports","Toile coutil","Rouen","Savoye & Piémont",568,"livres",,"2,25",
3885,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",129,1772,"Exports","Toile coutil","Rouen","Hollande",1225,"livres",,"2,25",
3886,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",121,1773,"Exports","Toile coutil","Rouen","Espagne",108,"aulnes",,"2,25",
3887,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",162,1773,"Exports","Toile coutil","Rouen","Isles Françaises",26600,"livres",,"2,25",
3888,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",141,1773,"Exports","Toile coutil","Rouen","Portugal",600,"livres",,"2,25",
3889,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",133,1773,"Exports","Toile coutil","Rouen","Italie",310,"livres",,"2,25",
3890,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",133,1773,"Exports","Toile coutil","Rouen","Savoye & Piémont",671,"livres",,"2,25",
3891,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",125,1773,"Exports","Toile coutil","Rouen","Flandres",103,"livres",,"2,25",
3892,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",121,1775,"Exports","Toile coutil","Rouen","Espagne",37217,"livres",,"2,25",
3893,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",162,1775,"Exports","Toile coutil","Rouen","Isles Françaises",23796,"livres",,"2,25",
3894,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",149,1775,"Exports","Toile coutil","Rouen","Suisse",810,"livres",,"2,25",
3895,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",133,1775,"Exports","Toile coutil","Rouen","Italie",594,"livres",,"2,25",
3896,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",133,1775,"Exports","Toile coutil","Rouen","Savoye & Piémont",345,"livres",,"2,25",
3897,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",129,1775,"Exports","Toile coutil","Rouen","Hollande",150,"livres",,"2,25",
3898,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",160,1750,"Exports","Toile de Bretagne","Rouen","Isles Françaises",33327,"aunes",,"2,25",
3899,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",146,1750,"Exports","Coton en laine","Rouen","Suisse",412,"livres",,"2,5",
3900,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",102,1733,"Imports","dents d'éléphant","Rouen","hollande",25647,"livres",,"2,5",
3901,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",102,1734,"Imports","dents d'éléphant","Rouen","hollande",18925,"livres",,"2,5",
3902,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",102,1735,"Imports","dents d'éléphant","Rouen","hollande",9075,"livres",,"2,5",
3903,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",91,1728,"Imports","Dents d'élèphants","Rouen","angleterre",50,"livres",,"2,5",
3904,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",91,1728,"Imports","Dents d'élèphants","Rouen","hollande",25830,"livres",,"2,5",
3905,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",91,1731,"Imports","Dents d'élèphants","Rouen","angleterre",6350,"livres",,"2,5",
3906,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",91,1731,"Imports","Dents d'élèphants","Rouen","hollande",27562,"livres",,"2,5",
3907,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",91,1733,"Imports","Dents d'élèphants","Rouen","angleterre",4188,"livres",,"2,5",
3908,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",91,1733,"Imports","Dents d'élèphants","Rouen","hollande",25647,"livres",,"2,5",
3909,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",92,1750,"Imports","Dents d'élèphants","Rouen","angleterre",9717,"livres",,"2,5",
3910,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",92,1750,"Imports","Dents d'élèphants","Rouen","hollande",42284,"livres",,"2,5",
3911,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",92,1750,"Imports","Dents d'élèphants","Rouen","ile française",1000,"livres",,"2,5",
3912,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",93,1755,"Imports","Dents d'élèphants","Rouen","Espagne",190,"livres",,"2,5",
3913,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",93,1755,"Imports","Dents d'élèphants","Rouen","hollande",36564,"livres",,"2,5",
3914,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",93,1755,"Imports","Dents d'élèphants","Rouen","Portugal",9560,"livres",,"2,5",
3915,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",93,1763,"Imports","Dents d'élèphants","Rouen","angleterre",4275,"livres",,"2,5",
3916,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",93,1763,"Imports","Dents d'élèphants","Rouen","Flandre",1377,"livres",,"2,5",
3917,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",93,1763,"Imports","Dents d'élèphants","Rouen","hollande",61382,"livres",,"2,5",
3918,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",93,1763,"Imports","Dents d'élèphants","Rouen","Portugal",4970,"livres",,"2,5",
3919,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",93,1764,"Imports","Dents d'élèphants","Rouen","Flandre",7900,"livres",,"2,5",
3920,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",93,1764,"Imports","Dents d'élèphants","Rouen","hollande",38259,"livres",,"2,5",
3921,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",93,1764,"Imports","Dents d'élèphants","Rouen","Portugal",187,"livres",,"2,5",
3922,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",93,1766,"Imports","Dents d'élèphants","Rouen","angleterre",5552,"livres",,"2,5",
3923,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",93,1766,"Imports","Dents d'élèphants","Rouen","Flandre",12740,"livres",,"2,5",
3924,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",93,1766,"Imports","Dents d'élèphants","Rouen","hollande",60654,"livres",,"2,5",
3925,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",93,1766,"Imports","Dents d'élèphants","Rouen","Portugal",1167,"livres",,"2,5",
3926,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",93,1766,"Imports","Dents d'élèphants","Rouen","ile française",217,"livres",,"2,5",
3927,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",94,1768,"Imports","Dents d'élèphants","Rouen","Flandre",1799,"livres",,"2,5",
3928,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",94,1768,"Imports","Dents d'élèphants","Rouen","hollande",,,44393,"2,5",
3929,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",94,1768,"Imports","Dents d'élèphants","Rouen","Portugal",,,6682,"2,5",
3930,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",94,1768,"Imports","Dents d'élèphants","Rouen","ile française",140,"meules",,"2,5",
3931,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",94,1770,"Imports","Dents d'élèphants","Rouen","Flandre",6750,"livres",,"2,5",
3932,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",94,1770,"Imports","Dents d'élèphants","Rouen","hollande",41225,"livres",,"2,5",
3933,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",94,1770,"Imports","Dents d'élèphants","Rouen","Portugal",2016,"livres",,"2,5",
3934,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",94,1772,"Imports","Dents d'élèphants","Rouen","Flandre",8175,"livres",,"2,5",
3935,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",94,1772,"Imports","Dents d'élèphants","Rouen","hollande",37251,"en nombre",,"2,5",
3936,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",94,1772,"Imports","Dents d'élèphants","Rouen","Portugal",6510,"en nombre",,"2,5",
3937,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",94,1773,"Imports","Dents d'élèphants","Rouen","Espagne",24,"livres",,"2,5",
3938,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",94,1773,"Imports","Dents d'élèphants","Rouen","Flandre",,,25473,"2,5",
3939,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",94,1773,"Imports","Dents d'élèphants","Rouen","hollande",24002,"livres",,"2,5",
3940,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",94,1773,"Imports","Dents d'élèphants","Rouen","Portugal",12745,"grosses",,"2,5",
3941,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",94,1775,"Imports","Dents d'élèphants","Rouen","Flandre",8051,"livres",,"2,5",
3942,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",94,1775,"Imports","Dents d'élèphants","Rouen","hollande",53257,"livres",,"2,5",
3943,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",94,1775,"Imports","Dents d'élèphants","Rouen","Portugal",7650,"livres",,"2,5",
3944,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",94,1775,"Imports","Dents d'élèphants","Rouen","ile française",3870,"livres",,"2,5",
3945,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",87,1728,"Imports","fil de fer à corder","Rouen","Hollande",17650,"livres",,"2,5",
3946,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",87,1733,"Imports","fil de fer à corder","Rouen","Hollande",15800,"livres",,"2,5",
3947,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",100,1733,"Imports","fil de fer à cordes","Rouen","hollande",15800,"livres",,"2,5",
3948,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",100,1734,"Imports","fil de fer à cordes","Rouen","hollande",22225,"livres",,"2,5",
3949,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",100,1735,"Imports","fil de fer à cordes","Rouen","hollande",9400,"livres",,"2,5",
3950,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",100,1736,"Imports","fil de fer à cordes","Rouen","hollande",8650,"livres",,"2,5",
3951,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",119,1750,"Exports","Fin ordinaire","Rouen","Espagne",618,"livres",,"2,5",
3952,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",100,1733,"Imports","groisil","Rouen","hollande",575,"barils",,"2,5",
3953,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",100,1734,"Imports","groisil","Rouen","hollande",310,"barils",,"2,5",
3954,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",100,1735,"Imports","groisil","Rouen","hollande",290,"barils",,"2,5",
3955,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",100,1736,"Imports","groisil","Rouen","hollande",210,"barils",,"2,5",
3956,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",93,1764,"Imports","Laine de chevron","Rouen","nord",255,"livres",,"2,5",
3957,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",129,1775,"Exports","Laine de Portugal","Rouen","Hollande",10196,"livres",,"2,5",
3958,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",94,1768,"Imports","Laine du Portugal","Rouen","Portugal",25935,"livres",,"2,5",
3959,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",94,1770,"Imports","Laine du Portugal","Rouen","Portugal",23100,"livres",,"2,5",
3960,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",94,1773,"Imports","Laine du Portugal","Rouen","Portugal",60490,"livres",,"2,5",
3961,"Paul Maneuvrier-Hervieu","AD76 7F97 – via Dardel","Local/Rouen/Rouen - via Dardel.csv","Local",94,1775,"Imports","Laine du Portugal","Rouen","Portugal",62130,"livres",,"2,5",
