line_number,source_type,year,customs_region,customs_office,partner,exports_imports,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,customs_office,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,absurd_observation,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
261,Local,1733,Nantes,,Nord avec villes anseatiques et Suède,Exports,Pierres à fusils,,,560,,560,milliers,1,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,7,,,,,Thasectra,,,,,,,,,,,,
262,Local,1733,Nantes,,Nord avec villes anseatiques et Suède,Exports,Poivre,,,2287,,1830,livres,1.25,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,7,,,,,Thasectra,,,,,,,,,,,,
263,Local,1733,Nantes,,Nord avec villes anseatiques et Suède,Exports,Prunes brugnottes,,,50,,100,livres,0.5,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,7,,,,,Thasectra,,,,,,,,,,,,
264,Local,1733,Nantes,,Nord avec villes anseatiques et Suède,Exports,Pruneaux de Sainte Catherine,,,127,,426,livres,0.3,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,7,,,,,Thasectra,,,,,,,,,,,,
265,Local,1733,Nantes,,Nord avec villes anseatiques et Suède,Exports,Pruneaux d'amons,,,,,4690,livres,0.07,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,7,,,,,Thasectra,,"Le prix a l’air bon, les quantités aussi : la valeur (3288) est moins plausible je l’enlève",,,,,,,,,,
266,Local,1733,Nantes,,Nord avec villes anseatiques et Suède,Exports,Raisins secs,,,42,,300,livres,0.17,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,8,,,,,Thasectra,,,,,,,,,,,,
267,Local,1733,Nantes,,Nord avec villes anseatiques et Suède,Exports,Rubans de soye,,,3250,,50,livres,65,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,8,,,,,Thasectra,,Le prix est bon c’est plus près d 65 que de 5 pour les autres observations,,,,,,,,,,
268,Local,1733,Nantes,,Nord avec villes anseatiques et Suède,Exports,Rocou,,,25305,,72300,livres,0.35,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,8,,,,,Thasectra,,,,,,,,,,,,
269,Local,1733,Nantes,,Nord avec villes anseatiques et Suède,Exports,Saffran,,,3300,,150,livres,22,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,8,,,,,Thasectra,,,,,,,,,,,,
270,Local,1733,Nantes,,Nord avec villes anseatiques et Suède,Exports,Sel du Croisic,,,5555,,101,muids,55,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,8,,,,,Thasectra,,,,,,,,,,,,
271,Local,1733,Nantes,,Nord avec villes anseatiques et Suède,Exports,Sel du Croisic,,,450,,19,muids,50,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,8,,,,,Thasectra,,Erreur de calcul,,,,,,,,,,
272,Local,1733,Nantes,,Nord avec villes anseatiques et Suède,Exports,Sel du Croisic,,,5600,,140,muids,40,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,8,,,,,Thasectra,,,,,,,,,,,,
273,Local,1733,Nantes,,Nord avec villes anseatiques et Suède,Exports,Sel du Croisic,,,9375,,375,muids,25,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,8,,,,,Thasectra,,,,,,,,,,,,
274,Local,1733,Nantes,,Nord avec villes anseatiques et Suède,Exports,Sel de Bourgneuf,,,18650,,373,charges,50,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,8,,,,,Thasectra,,,,,,,,,,,,
275,Local,1733,Nantes,,Nord avec villes anseatiques et Suède,Exports,Sel de Bourgneuf,,,2280,,60,charges,38,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,8,,,,,Thasectra,,,,,,,,,,,,
276,Local,1733,Nantes,,Nord avec villes anseatiques et Suède,Exports,Sucre blanc en pain,,,,,82600,livres,0.58,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,8,,,,,Thasectra,,"Le prix a l’air bon, les quantités aussi : la valeur (16688) est moins plausible je l’enlève",,,,,,,,,,
277,Local,1733,Nantes,,Nord avec villes anseatiques et Suède,Exports,Sucre terré,,,893606,,3081400,livres,0.29,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,8,,,,,Thasectra,,,,,,,,,,,,
278,Local,1733,Nantes,,Nord avec villes anseatiques et Suède,Exports,Sucre teste de forme,,,85314,,449025,livres,0.19,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,8,,,,,Thasectra,,,,,,,,,,,,
279,Local,1733,Nantes,,Nord avec villes anseatiques et Suède,Exports,Sucre brus,,,362562,,2900500,livres,0.125,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,8,,,,,Thasectra,,,,,,,,,,,,
280,Local,1733,Nantes,,Nord avec villes anseatiques et Suède,Exports,Sirop de sucre,,,5592,,111850,livres,0.05,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,8,,,,,Thasectra,,,,,,,,,,,,
281,Local,1733,Nantes,,Nord avec villes anseatiques et Suède,Exports,Satin rayé,,,3724,,49,pièces,76,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,8,,,,,Thasectra,,,,,,,,,,,,
282,Local,1733,Nantes,,Nord avec villes anseatiques et Suède,Exports,Satin uni,,,3430,,49,pièces,70,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,8,,,,,Thasectra,,,,,,,,,,,,
283,Local,1733,Nantes,,Nord avec villes anseatiques et Suède,Exports,Salampouris ,,,83646,,4647,pièces,18,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,8,,,,,Thasectra,,,,,,,,,,,,
284,Local,1733,Nantes,,Nord avec villes anseatiques et Suède,Exports,Soucy,,,3400,,100,pièces,34,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,8,,,,,Thasectra,,,,,,,,,,,,
285,Local,1733,Nantes,,Nord avec villes anseatiques et Suède,Exports,Sanas,,,1500,,75,pièces,20,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,8,,,,,Thasectra,,,,,,,,,,,,
286,Local,1733,Nantes,,Nord avec villes anseatiques et Suède,Exports,Soye tuny,,,29700,,2970,livres,10,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,8,,,,,Thasectra,,,,,,,,,,,,
287,Local,1733,Nantes,,Nord avec villes anseatiques et Suède,Exports,Sequine,,,410,,410,livres,1,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,8,,,,,Thasectra,,,,,,,,,,,,
288,Local,1733,Nantes,,Nord avec villes anseatiques et Suède,Exports,Savon,,,90,,275,livres,0.33,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,8,,,,,Thasectra,,,,,,,,,,,,
289,Local,1733,Nantes,,Nord avec villes anseatiques et Suède,Exports,Thé camhou,,,4535,,907,livres,5,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,8,,,,,Thasectra,,,,,,,,,,,,
290,Local,1733,Nantes,,Nord avec villes anseatiques et Suède,Exports,Thé Pekin,,,14110,,2822,livres,5,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,8,,,,,Thasectra,,,,,,,,,,,,
291,Local,1733,Nantes,,Nord avec villes anseatiques et Suède,Exports,Thé soutchon,,,10136,,1448,livres,7,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,8,,,,,Thasectra,,,,,,,,,,,,
292,Local,1733,Nantes,,Nord avec villes anseatiques et Suède,Exports,Thé sonlu,,,26502,,7940,livres,3.3,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,8,,,,,Thasectra,,,,,,,,,,,,
293,Local,1733,Nantes,,Nord avec villes anseatiques et Suède,Exports,Thé bou,,,17312,,5410,livres,3.45,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,8,,,,,Thasectra,,,,,,,,,,,,
294,Local,1733,Nantes,,Nord avec villes anseatiques et Suède,Exports,Thé divers,,,94849,,27897,livres,3.4,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,8,,,,,Thasectra,,,,,,,,,,,,
295,Local,1733,Nantes,,Nord avec villes anseatiques et Suède,Exports,Tabac en poudre,,,1342,,3357,livres,0.4,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,8,,,,,Thasectra,,,,,,,,,,,,
296,Local,1733,Nantes,,Nord avec villes anseatiques et Suède,Exports,Toile de coton des Indes,,,116910,,3897,pièces,30,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,8,,,,,Thasectra,,,,,,,,,,,,
297,Local,1733,Nantes,,Nord avec villes anseatiques et Suède,Exports,Toile de coton des Indes,,,5260,,2630,aunes,2,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,8,,,,,Thasectra,,,,,,,,,,,,
298,Local,1733,Nantes,,Nord avec villes anseatiques et Suède,Exports,Toile de coton des Indes,,,0,,12558,livres,0,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,8,,,,,Thasectra,,,,,,,,,,,,
299,Local,1733,Nantes,,Nord avec villes anseatiques et Suède,Exports,Toile de Bretagne,,,880,,220,livres,4,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,8,,,,,Thasectra,,,,,,,,,,,,
300,Local,1733,Nantes,,Nord avec villes anseatiques et Suède,Exports,Vin d'amons,,,41400,,207,tonneaux,200,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,8,,,,,Thasectra,,,,,,,207,tonneaux,2.45,,,
301,Local,1733,Nantes,,Nord avec villes anseatiques et Suède,Exports,Vin nantois,,,31800,,318,tonneaux,100,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,8,,,,,Thasectra,,,,,,,318,tonneaux,2.45,,,
302,Local,1733,Nantes,,Nord avec villes anseatiques et Suède,Exports,Vinaigre,,,840,,7,tonneaux,120,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,8,,,,,Thasectra,,droits de 49 sols sur vin et vinaigre et de 3 livres et 5 sols par barrique sur l'eau de vie,,,,,7,tonneaux,2.45,,,
303,Local,1733,Nantes,,Nord avec villes anseatiques et Suède,Exports,Vert de gris,,,,,120,livres,1.1,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,8,,,,,Thasectra,,"Le prix a l’air bon, même si les quantités sont faibles (mais restent plausibles). J’enlève la valeur (2640) qui doit être une erreur de calcul",,,,,,,,,,
304,Local,1733,Nantes,,Danemark,Exports,Confitures,,,170,,340,livres,0.5,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,9,,,,,Thasectra,,,,,,,,,,,,
305,Local,1733,Nantes,,Danemark,Exports,Citrons salés,,,0,,5,bariques,0,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,9,,,,,Thasectra,,,,,,,,,,,,
306,Local,1733,Nantes,,Danemark,Exports,Chataignes,,,320,,40,boisseaux,8,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,9,,,,,Thasectra,,,,,,,,,,,,
307,Local,1733,Nantes,,Danemark,Exports,Drap d'Abbeville,,,80,,4,aunes,20,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,9,,,,,Thasectra,,,,,,,,,,,,
308,Local,1733,Nantes,,Danemark,Exports,Eau de vie,,,12800,,160,bariques,80,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,9,,,,,Thasectra,,droits à 3 livres et 5 sols par barique,,,,,160,barique,3.25,,,
309,Local,1733,Nantes,,Danemark,Exports,Pruneaux de Sainte Catherine,,,24,,80,livres,0.3,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,9,,,,,Thasectra,,,,,,,,,,,,
310,Local,1733,Nantes,,Danemark,Exports,Pruneaux d'amons,,,108,,1550,livres,0.07,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,9,,,,,Thasectra,,,,,,,,,,,,
311,Local,1733,Nantes,,Danemark,Exports,Sel,,,2500,,50,charges,50,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,9,,,,,Thasectra,,,,,,,,,,,,
312,Local,1733,Nantes,,Danemark,Exports,Sel,,,90,,201,muids,45,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,9,,,,,Thasectra,,,,,,,,,,,,
313,Local,1733,Nantes,,Danemark,Exports,Sirop de sucre,,,2173,,43460,livres,0.05,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,9,,,,,Thasectra,,,,,,,,,,,,
314,Local,1733,Nantes,,Danemark,Exports,Toile de Bretagne,,,275,,55,livres,4,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,9,,,,,Thasectra,,Erreur de calcul,,,,,,,,,,
315,Local,1733,Nantes,,Danemark,Exports,Verre à vitres,,,240,,6,paniers,40,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,9,,,,,Thasectra,,,,,,,,,,,,
316,Local,1733,Nantes,,Danemark,Exports,Vin d'amons,,,17200,,86,tonneaux,200,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,9,,,,,Thasectra,,,,,,,86,tonneaux,2.45,,,
317,Local,1733,Nantes,,Danemark,Exports,Vin nantois,,,5200,,52,tonneaux,100,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,9,,,,,Thasectra,,droits à 49 sols par tonneaux,,,,,52,tonneaux,2.45,,,
318,Local,1733,Nantes,,Espagne,Exports,Ains à pescher,,,90,,,,,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,9,,,,,Thasectra,,,,,,,,,,,,
319,Local,1733,Nantes,,Espagne,Exports,Arbres fruitiers,,,100,,,,,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,9,,,,,Thasectra,,,,,,,,,,,,
320,Local,1733,Nantes,,Espagne,Exports,Bled froment,,,212400,,1800,tonneaux,118,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,9,,,,,Thasectra,,,,,,,,,,,,
321,Local,1733,Nantes,,Espagne,Exports,Beurre,,,912,,3800,livres,0.27,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,9,,,,,Thasectra,,,,,,,,,,,,
322,Local,1733,Nantes,,Espagne,Exports,Bazin,,,525,,25,pièces,21,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,9,,,,,Thasectra,,,,,,,,,,,,
323,Local,1733,Nantes,,Espagne,Exports,Bonnets de laine,,,780,,130,livres,6,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,9,,,,,Thasectra,,,,,,,,,,,,
324,Local,1733,Nantes,,Espagne,Exports,Bas de soye ,,,112,,7,paires,16,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,9,,,,,Thasectra,,,,,,,,,,,,
325,Local,1733,Nantes,,Espagne,Exports,Bougie de cire blanche,,,188,,105,livres,1.8,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,9,,,,,Thasectra,,,,,,,,,,,,
326,Local,1733,Nantes,,Espagne,Exports,Bouteilles de verre,,,16,,83,douzaines,0.2,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,9,,,,,Thasectra,,,,,,,,,,,,
327,Local,1733,Nantes,,Espagne,Exports,Blanc d'Espagne,,,31,,625,livres,0.05,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,9,,,,,Thasectra,,,,,,,,,,,,
328,Local,1733,Nantes,,Espagne,Exports,Bouchons de Liege,,,5,,1,milliers,5,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,9,,,,,Thasectra,,,,,,,,,,,,
329,Local,1733,Nantes,,Espagne,Exports,Confitures,,,80,,160,livres,0.5,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,9,,,,,Thasectra,,,,,,,,,,,,
330,Local,1733,Nantes,,Espagne,Exports,Caffé  ,,,3115,,2397,livres,1.3,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,9,,,,,Thasectra,,,,,,,,,,,,
331,Local,1733,Nantes,,Espagne,Exports,Cacao,,,44568,,18570,livres,2.4,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,9,,,,,Thasectra,,,,,,,,,,,,
332,Local,1733,Nantes,,Espagne,Exports,Carosse et harnois,,,2500,,1,estimé,2500,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,9,,,,,Thasectra,,,,,,,,,,,,
333,Local,1733,Nantes,,Espagne,Exports,Caladeris,,,2280,,95,pièces,24,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,9,,,,,Thasectra,,,,,,,,,,,,
334,Local,1733,Nantes,,Espagne,Exports,Chaquelas,,,495,,33,pièces,15,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,9,,,,,Thasectra,,,,,,,,,,,,
335,Local,1733,Nantes,,Espagne,Exports,Couvertures de laine,,,184,,8,en nombre,23,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,9,,,,,Thasectra,,,,,,,,,,,,
336,Local,1733,Nantes,,Espagne,Exports,Ceintures de soye,,,0,,7,en nombre,0,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,10,,,,,Thasectra,,,,,,,,,,,,
337,Local,1733,Nantes,,Espagne,Exports,Cartes de géographie,,,3600,,600,livres,6,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,10,,,,,Thasectra,,,,,,,,,,,,
338,Local,1733,Nantes,,Espagne,Exports,Cuirs de bœuf et vaches tannés,,,3180,,5300,livres,0.6,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,10,,,,,Thasectra,,,,,,,,,,,,
339,Local,1733,Nantes,,Espagne,Exports,Chapeaux communs,,,0,,20,en nombre,0,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,10,,,,,Thasectra,,,,,,,,,,,,
340,Local,1733,Nantes,,Espagne,Exports,Chapeaux communs,,,120,,30,livres,4,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,10,,,,,Thasectra,,,,,,,,,,,,
341,Local,1733,Nantes,,Espagne,Exports,Coton filé,,,,,100,livres,1.4,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,10,,,,,Thasectra,,Erreur de calcul. Prix plausible. J’enlève la valeur (2800),,,,,,,,,,
342,Local,1733,Nantes,,Espagne,Exports,Cire jaune,,,,,7420,livres,1.3,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,10,,,,,Thasectra,,Prix et quantités plausibles. J’enlève la valeur (192 920),,,,,,,,,,
343,Local,1733,Nantes,,Espagne,Exports,Cole forte,,,750,,2000,livres,0.35,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,10,,,,,Thasectra,,,,,,,,,,,,
344,Local,1733,Nantes,,Espagne,Exports,Chaises de paille,,,840,,84,douzaines,10,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,10,,,,,Thasectra,,,,,,,,,,,,
345,Local,1733,Nantes,,Espagne,Exports,Dentelle du Puy,,,14340,,47000,aunes,0.3,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,10,,,,,Thasectra,,,,,,,,,,,,
346,Local,1733,Nantes,,Espagne,Exports,Damas uny,,,3970,,49,pièces,80,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,10,,,,,Thasectra,,,,,,,,,,,,
347,Local,1733,Nantes,,Espagne,Exports,Drap de laine fin,,,840,,42,aunes,20,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,10,,,,,Thasectra,,,,,,,,,,,,
348,Local,1733,Nantes,,Espagne,Exports,Droguerie,,,37,,,,,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,10,,,,,Thasectra,,,,,,,,,,,,
349,Local,1733,Nantes,,Espagne,Exports,Eau de vie,,,20840,,260.5,bariques,80,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,10,,,,,Thasectra,,droits à 3 livres et 5 sols par barique,,,,,80,barique,3.25,,,
350,Local,1733,Nantes,,Espagne,Exports,Etoffe de soye,,,2000,,50,livres,40,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,10,,,,,Thasectra,,,,,,,,,,,,
351,Local,1733,Nantes,,Espagne,Exports,Etoffes diverses des Indes,,,12700,,635,pièces,20,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,10,,,,,Thasectra,,,,,,,,,,,,
352,Local,1733,Nantes,,Espagne,Exports,Echaslas,,,3520,,160,pièces,22,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,10,,,,,Thasectra,,,,,,,,,,,,
353,Local,1733,Nantes,,Espagne,Exports,Etamine de laine,,,2160,,900,aunes,2.4,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,10,,,,,Thasectra,,,,,,,,,,,,
354,Local,1733,Nantes,,Espagne,Exports,Etamine de laine,,,32800,,6560,livres,5,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,10,,,,,Thasectra,,,,,,,,,,,,
355,Local,1733,Nantes,,Espagne,Exports,Eau de la Reine d'hongrie,,,40,,200,fiolles,0.2,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,10,,,,,Thasectra,,,,,,,,,,,,
356,Local,1733,Nantes,,Espagne,Exports,Fèves,,,40880,,511,tonneaux,80,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,10,,,,,Thasectra,,,,,,,,,,,,
357,Local,1733,Nantes,,Espagne,Exports,Farine,,,1395,,15500,livres,0.09,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,10,,,,,Thasectra,,,,,,,,,,,,
358,Local,1733,Nantes,,Espagne,Exports,Fromage,,,40,,200,livres,0.2,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,10,,,,,Thasectra,,,,,,,,,,,,
359,Local,1733,Nantes,,Espagne,Exports,Flanelle,,,,,60,aunes,1.25,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,10,,,,,Thasectra,,Prix et quantités plausibles. J’enlève la valeur 1500),,,,,,,,,,
360,Local,1733,Nantes,,Espagne,Exports,Fil de Rennes,,,5512,,3675,livres,1.5,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,10,,,,,Thasectra,,,,,,,,,,,,
361,Local,1733,Nantes,,Espagne,Exports,Fil cru en masse,,,10220,,7300,livres,1.4,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,10,,,,,Thasectra,,,,,,,,,,,,
362,Local,1733,Nantes,,Espagne,Exports,Fayance,,,920,,230,douzaines,4,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,10,,,,,Thasectra,,,,,,,,,,,,
363,Local,1733,Nantes,,Espagne,Exports,Fer ouvré,,,750,,720,livres,,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,10,,,,,Thasectra,,,,,,,,,,,,
364,Local,1733,Nantes,,Espagne,Exports,Gourgouran,,,3640,,52,pièces,70,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,10,,,,,Thasectra,,,,,,,,,,,,
365,Local,1733,Nantes,,Espagne,Exports,Guinée bleue,,,1080,,60,pièces,18,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,10,,,,,Thasectra,,,,,,,,,,,,
366,Local,1733,Nantes,,Espagne,Exports,Guimgan,,,25500,,2550,pièces,10,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,10,,,,,Thasectra,,,,,,,,,,,,
367,Local,1733,Nantes,,Espagne,Exports,Jacas,,,,,50,pièces,,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,10,,,,,Thasectra,,,,,,,,,,,,
368,Local,1733,Nantes,,Espagne,Exports,Indienne,,,5260,,263,pièces,20,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,10,,,,,Thasectra,,,,,,,,,,,,
369,Local,1733,Nantes,,Espagne,Exports,Jupes d'Indienne,,,2400,,60,en nombre,40,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,10,,,,,Thasectra,,,,,,,,,,,,
370,Local,1733,Nantes,,Espagne,Exports,Jarretières de soye,,,30,,30,paires,1,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,10,,,,,Thasectra,,,,,,,,,,,,
371,Local,1733,Nantes,,Espagne,Exports,Images de livres,,,,,60,pliures,,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,10,,,,,Thasectra,,,,,,,,,,,,
372,Local,1733,Nantes,,Espagne,Exports,Indigo,,,218630,,82502,livres,2.65,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,10,,,,,Thasectra,,,,,,,,,,,,
373,Local,1733,Nantes,,Espagne,Exports,Lamproyes,,,776,,345,boises,2.25,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,10,,,,,Thasectra,,,,,,,,,,,,
374,Local,1733,Nantes,,Espagne,Exports,Limenear,,,5040,,240,pièces,21,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,11,,,,,Thasectra,,,,,,,,,,,,
375,Local,1733,Nantes,,Espagne,Exports,Librairie,,,4544,,2272,livres,2,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,11,,,,,Thasectra,,,,,,,,,,,,
376,Local,1733,Nantes,,Espagne,Exports,Lignes à pescher,,,327,,410,livres,0.8,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,11,,,,,Thasectra,,,,,,,,,,,,
377,Local,1733,Nantes,,Espagne,Exports,Morues seches,,,73840,,113600,livres,0.65,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,11,,,,,Thasectra,,,,,,,,,,,,
378,Local,1733,Nantes,,Espagne,Exports,Mouchoirs de soye,,,17750,,355,pièces,50,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,11,,,,,Thasectra,,,,,,,,,,,,
379,Local,1733,Nantes,,Espagne,Exports,Mouchoirs de Pondichéry,,,1520,,80,pièces,19,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,11,,,,,Thasectra,,,,,,,,,,,,
380,Local,1733,Nantes,,Espagne,Exports,Mercerie fine,,,19464,,3244,livres,6,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,11,,,,,Thasectra,,,,,,,,,,,,
381,Local,1733,Nantes,,Espagne,Exports,Meubles,,,2480,,,,,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,11,,,,,Thasectra,,,,,,,,,,,,
382,Local,1733,Nantes,,Espagne,Exports,"Nœuds de canne, de soye",,,,,15,douzaines,,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,11,,,,,Thasectra,,,,,,,,,,,,
383,Local,1733,Nantes,,Espagne,Exports,Orge,,,2100,,35,tonneaux,60,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,11,,,,,Thasectra,,,,,,,,,,,,
384,Local,1733,Nantes,,Espagne,Exports,Oreillon,,,,,5650,,,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,11,,,,,Thasectra,,,,,,,,,,,,
385,Local,1733,Nantes,,Espagne,Exports,Poivre,,,9590,,7672,livres,1.25,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,11,,,,,Thasectra,,,,,,,,,,,,
386,Local,1733,Nantes,,Espagne,Exports,Pruneaux de Sainte Catherine,,,48,,160,livres,0.3,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,11,,,,,Thasectra,,,,,,,,,,,,
387,Local,1733,Nantes,,Espagne,Exports,Pekin,,,4680,,52,pièces,90,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,11,,,,,Thasectra,,,,,,,,,,,,
388,Local,1733,Nantes,,Espagne,Exports,Peaux de veau corroyées,,,1846,,71,douzaines,26,sources/local/AD44_C706_Nantes_Exports_1733,AD44 C706,11,,,,,Thasectra,,,,,,,,,,,,
