line_number,source_type,year,customs_region,customs_office,partner,export_import,product,origin,width_in_lines,value,value_part_of_bundle,quantity,quantity_unit,Prix unitaire en décimale de Lt,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,absurd_observation,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
236,Local,1770,Rennes,,Isles Françoises de l'amérique,Exports,Tabac rapé,,,104.00,,,,,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,7,,,,,Thasectra,,,,,,,,,,,,
237,Local,1770,Rennes,,Isles Françoises de l'amérique,Exports,Thé verd,,,190.00,,100.00,livres,1.9000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,7,,,,,Thasectra,,,0.00,,,,,,,,,
238,Local,1770,Rennes,,Isles Françoises de l'amérique,Exports,Toile de Bretagne,,,922.50,,123.00,paires,7.5000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,8,,,,,Thasectra,,,0.00,,,,,,,,,
239,Local,1770,Rennes,,Isles Françoises de l'amérique,Exports,Toile de Bretagne,,,"2,325.00",,"1,550.00",aunes,1.5000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,8,,,,,Thasectra,,,0.00,,,,,,,,,
240,Local,1770,Rennes,,Isles Françoises de l'amérique,Exports,Toile de Bretagne blanche,,,"1,878.00",,939.00,aunes,2.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,8,,,,,Thasectra,,,0.00,,,,,,,,,
241,Local,1770,Rennes,,Isles Françoises de l'amérique,Exports,Toile de Bretagne Combourg,,,"2,762.60",,"2,908.00",aunes,0.9500000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,8,,,,,Thasectra,,,0.00,,,,,,,,,
242,Local,1770,Rennes,,Isles Françoises de l'amérique,Exports,Toile de Bretagne étroitte,,,"15,000.00",,"10,000.00",aunes,1.5000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,8,,,,,Thasectra,,,0.00,,,,,,,,,
243,Local,1770,Rennes,,Isles Françoises de l'amérique,Exports,Toile de Bretagne de halle,,,"22,122.65",,"23,287.00",aunes,0.9500000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,8,,,,,Thasectra,,,0.00,,,,,,,,,
244,Local,1770,Rennes,,Isles Françoises de l'amérique,Exports,Toile de Bretagne de Languenau,,,299.00,,266.00,aunes,1.1500000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,8,,,,,Thasectra,,,0.00,,,,,,,,,
245,Local,1770,Rennes,,Isles Françoises de l'amérique,Exports,Toile de Bretagne de 4 fils,,,"1,353.75",,"1,425.00",aunes,0.9500000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,8,,,,,Thasectra,,,0.00,,,,,,,,,
246,Local,1770,Rennes,,Isles Françoises de l'amérique,Exports,Toile de Bretagne viamautures,,,360.00,,240.00,aunes,1.5000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,8,,,,,Thasectra,,,0.00,,,,,,,,,
247,Local,1770,Rennes,,Isles Françoises de l'amérique,Exports,Toile de Bretagne a voile,,,"7,883.30",,"8,298.00",aunes,0.9500000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,8,,,,,Thasectra,,,0.00,,,,,,,,,
248,Local,1770,Rennes,,Isles Françoises de l'amérique,Exports,Toile de Bretagne de ménage,,,"10,130.00",,"5,065.00",aunes,2.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,8,,,,,Thasectra,,,0.00,,,,,,,,,
249,Local,1770,Rennes,,Isles Françoises de l'amérique,Exports,Toile Guinges,,,450.00,,500.00,aunes,0.9000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,8,,,,,Thasectra,,,0.00,,,,,,,,,
250,Local,1770,Rennes,,Isles Françoises de l'amérique,Exports,Toile siamoise,,,604.00,,151.00,aunes,4.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,8,,,,,Thasectra,,,0.00,,,,,,,,,
251,Local,1770,Rennes,,Isles Françoises de l'amérique,Exports,Vin d'agenocel,,,600.00,,6.00,barriques ,100.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,8,,,,,Thasectra,,,0.00,,,,,,,,,
252,Local,1770,Rennes,,Isles Françoises de l'amérique,Exports,Vin d'aubagne,,,"4,125.00",,75.00,barriques ,55.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,8,,,,,Thasectra,,,0.00,,,,,,,,,
253,Local,1770,Rennes,,Isles Françoises de l'amérique,Exports,Vin de Bordeaux,,,"13,700.00",,137.00,barriques ,100.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,8,,,,,Thasectra,,,0.00,,,,,,,,,
254,Local,1770,Rennes,,Isles Françoises de l'amérique,Exports,Vin de Bordeaux de Blaye,,,"2,280.00",,6.00,tonneaux,380.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,8,,,,,Thasectra,,,0.00,,,,,,,,,
255,Local,1770,Rennes,,Isles Françoises de l'amérique,Exports,Vin de Bordeaux de ville,,,"6,000.00",,15.00,tonneaux,400.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,8,,,,,Thasectra,,,0.00,,,,,,,,,
256,Local,1770,Rennes,,Isles Françoises de l'amérique,Exports,Vin de Clerac,,,600.00,,6.00,barriques ,100.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,8,,,,,Thasectra,,,0.00,,,,,,,,,
257,Local,1770,Rennes,,Isles Françoises de l'amérique,Exports,Vin d'Espagne,,,390.00,,260.00,bouteilles,1.5000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,8,,,,,Thasectra,,,0.00,,,,,,,,,
258,Local,1770,Rennes,,Isles Françoises de l'amérique,Exports,Vin de Languedoc,,,"5,400.00",,18.00,tonneaux,300.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,8,,,,,Thasectra,,,0.00,,,,,,,,,
259,Local,1770,Rennes,,Isles Françoises de l'amérique,Exports,Vin de Quercy,,,"3,075.00",,41.00,barriques ,75.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,8,,,,,Thasectra,,,0.00,,,,,,,,,
260,Local,1770,Rennes,,Isles Françoises de l'amérique,Exports,Vin de Rés,,,120.00,,4.00,barriques ,30.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,8,,,,,Thasectra,,,0.00,,,,,,,,,
261,Local,1770,Rennes,,Isles Françoises de l'amérique,Exports,Ustensiles de pêche,,,"5,900.00",,,,,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,8,,,,,Thasectra,,,,,,,,,,,,
262,Local,1770,Rennes,,Guinée,Exports,Armes blanches,,,"2,277.00",,911.00,sabres,2.5000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,8,,,,,Thasectra,,,0.00,,,,,,,,,
263,Local,1770,Rennes,,Guinée,Exports,Armes a feu,,,"25,831.00",,"3,974.00",fusils,6.5000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,8,,,,,Thasectra,,,0.00,,,,,,,,,
264,Local,1770,Rennes,,Guinée,Exports,Bassetas bleu,,,"1,920.00",,80.00,pièces,24.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,8,,,,,Thasectra,,,0.00,,,,,,,,,
265,Local,1770,Rennes,,Guinée,Exports,Bajutapeau,,,"23,647.50",,"1,051.00",pièces,22.5000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,8,,,,,Thasectra,,,0.00,,,,,,,,,
266,Local,1770,Rennes,,Guinée,Exports,Bayette,,,"2,214.00",,123.00,pièces,18.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,8,,,,,Thasectra,,,0.00,,,,,,,,,
267,Local,1770,Rennes,,Guinée,Exports,Ballavia,,,132.00,,44.00,aunes,3.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,8,,,,,Thasectra,,,0.00,,,,,,,,,
268,Local,1770,Rennes,,Guinée,Exports,Beuf salé,,,"4,480.00",,112.00,barils,40.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,8,,,,,Thasectra,,,0.00,,,,,,,,,
269,Local,1770,Rennes,,Guinée,Exports,Beuf salé,,,"2,000.00",,,,,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,8,,,,,Thasectra,,,,,,,,,,,,
270,Local,1770,Rennes,,Guinée,Exports,Bombay,,,35.00,,10.00,pièces,3.5000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,8,,,,,Thasectra,,,0.00,,,,,,,,,
271,Local,1770,Rennes,,Guinée,Exports,Bouchons de liege,,,155.75,,44.50,milliers,3.5000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,8,,,,,Thasectra,,,0.00,,,,,,,,,
272,Local,1770,Rennes,,Guinée,Exports,Braule ordinaire,,,"10,353.00",,986.00,pièces,10.5000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,8,,,,,Thasectra,,,0.00,,,,,,,,,
273,Local,1770,Rennes,,Guinée,Exports,Braule lambiq,,,144.00,,12.00,pièces,12.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,8,,,,,Thasectra,,,0.00,,,,,,,,,
274,Local,1770,Rennes,,Guinée,Exports,Canette de grez,,,345.00,,"1,150.00",pièces,0.3000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,8,,,,,Thasectra,,,0.00,,,,,,,,,
275,Local,1770,Rennes,,Guinée,Exports,Canette de grez,,,"2,000.00",,,,,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,8,,,,,Thasectra,,,,,,,,,,,,
276,Local,1770,Rennes,,Guinée,Exports,Cave de 6 flacons,,,"8,398.50",,"1,527.00",en nombre,5.5000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,9,,,,,Thasectra,,,0.00,,,,,,,,,
277,Local,1770,Rennes,,Guinée,Exports,Cauries,,,"38,655.00",,"42,950.00",livres,0.9000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,9,,,,,Thasectra,,,0.00,,,,,,,,,
278,Local,1770,Rennes,,Guinée,Exports,Chapeaux a négres,,,594.00,,33.00,douzaines,18.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,9,,,,,Thasectra,,,0.00,,,,,,,,,
279,Local,1770,Rennes,,Guinée,Exports,Chapeaux a négres,,,200.00,,,,,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,9,,,,,Thasectra,,,,,,,,,,,,
280,Local,1770,Rennes,,Guinée,Exports,Chasselats,,,"45,400.00",,"1,816.00",pièces,25.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,9,,,,,Thasectra,,,0.00,,,,,,,,,
281,Local,1770,Rennes,,Guinée,Exports,Chilas,,,"3,150.00",,350.00,pièces,9.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,9,,,,,Thasectra,,,0.00,,,,,,,,,
282,Local,1770,Rennes,,Guinée,Exports,Chuquelas,,,950.00,,25.00,pièces,38.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,9,,,,,Thasectra,,,0.00,,,,,,,,,
283,Local,1770,Rennes,,Guinée,Exports,Cidre,,,432.00,,18.00,bariques,24.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,9,,,,,Thasectra,,,0.00,,,,,,,,,
284,Local,1770,Rennes,,Guinée,Exports,Cochelies,,,"10,725.00",,650.00,pièces,16.5000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,9,,,,,Thasectra,,,0.00,,,,,,,,,
285,Local,1770,Rennes,,Guinée,Exports,Corail ouvré,,,280.00,,3.50,livres,80.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,9,,,,,Thasectra,,,0.00,,,,,,,,,
286,Local,1770,Rennes,,Guinée,Exports,Coros,,,"9,657.00",,"1,073.00",pièces,9.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,9,,,,,Thasectra,,,0.00,,,,,,,,,
287,Local,1770,Rennes,,Guinée,Exports,Coupis,,,"3,250.00",,325.00,pièces,10.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,9,,,,,Thasectra,,,0.00,,,,,,,,,
288,Local,1770,Rennes,,Guinée,Exports,Couteaux flamands,,,"11,124.00",,"7,416.00",douzaines,1.5000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,9,,,,,Thasectra,,,0.00,,,,,,,,,
289,Local,1770,Rennes,,Guinée,Exports,Couvertures arrégrées,,,834.00,,139.00,pièces,6.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,9,,,,,Thasectra,,,0.00,,,,,,,,,
290,Local,1770,Rennes,,Guinée,Exports,Couvertures rayées,,,30.00,,10.00,pièces,3.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,9,,,,,Thasectra,,,0.00,,,,,,,,,
291,Local,1770,Rennes,,Guinée,Exports,Cuisses d'oye,,,144.00,,18.00,douzaines,8.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,9,,,,,Thasectra,,,0.00,,,,,,,,,
292,Local,1770,Rennes,,Guinée,Exports,Cuivre ouvré,,,"6,888.00",,"4,305.00",livres,1.6000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,9,,,,,Thasectra,,,0.00,,,,,,,,,
293,Local,1770,Rennes,,Guinée,Exports,Cuivrerie,,,"6,300.00",,"3,600.00",livres,1.7500000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,9,,,,,Thasectra,,,0.00,,,,,,,,,
294,Local,1770,Rennes,,Guinée,Exports,Custars,,,"2,375.00",,95.00,pièces,25.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,9,,,,,Thasectra,,,0.00,,,,,,,,,
295,Local,1770,Rennes,,Guinée,Exports,Drap bleu,,,450.00,,25.00,aunes,18.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,9,,,,,Thasectra,,,0.00,,,,,,,,,
296,Local,1770,Rennes,,Guinée,Exports,Drap de Carcassonne,,,"2,806.50",,467.75,aunes,6.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,9,,,,,Thasectra,,,0.00,,,,,,,,,
297,Local,1770,Rennes,,Guinée,Exports,Eau de vie,,,"61,698.00",,"11,752.00",Veltes,5.2500000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,9,,,,,Thasectra,,,0.00,,,,,,,,,
298,Local,1770,Rennes,,Guinée,Exports,Eau de vie,,,"27,632.00",,"86,350.00",livres,0.3200000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,9,,,,,Thasectra,,,0.00,,,,,,,,,
299,Local,1770,Rennes,,Guinée,Exports,Etain ouvré,,,220.00,,220.00,livres,1.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,9,,,,,Thasectra,,,0.00,,,,,,,,,
300,Local,1770,Rennes,,Guinée,Exports,Etamine de l'aine,,,"11,400.00",,190.00,pièces,60.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,9,,,,,Thasectra,,,0.00,,,,,,,,,
301,Local,1770,Rennes,,Guinée,Exports,Etoffe de soye diverse,,,"4,200.00",,840.00,aunes,5.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,9,,,,,Thasectra,,,0.00,,,,,,,,,
302,Local,1770,Rennes,,Guinée,Exports,Etoffe de soye gros de Tours,,,618.00,,103.00,aunes,6.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,9,,,,,Thasectra,,,0.00,,,,,,,,,
303,Local,1770,Rennes,,Guinée,Exports,Etoffe de soye ras de Cicile,,,270.00,,30.00,aunes,9.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,9,,,,,Thasectra,,,0.00,,,,,,,,,
304,Local,1770,Rennes,,Guinée,Exports,Etoffe de soye taffetas,,,"2,460.00",,492.00,aunes,5.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,9,,,,,Thasectra,,,0.00,,,,,,,,,
305,Local,1770,Rennes,,Guinée,Exports,Atoffe de soye damas,,,150.00,,1.00,pièces,150.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,9,,,,,Thasectra,,,0.00,,,,,,,,,
306,Local,1770,Rennes,,Guinée,Exports,Atoffe de soye damas,,,510.00,,34.00,aunes,15.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,9,,,,,Thasectra,,,0.00,,,,,,,,,
307,Local,1770,Rennes,,Guinée,Exports,Etoffe de soye,,,900.00,,,,,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,9,,,,,Thasectra,,,,,,,,,,,,
308,Local,1770,Rennes,,Guinée,Exports,Etoffe mi soye,,,"1,000.00",,40.00,pièces,25.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,9,,,,,Thasectra,,,0.00,,,,,,,,,
309,Local,1770,Rennes,,Guinée,Exports,Farine,,,"3,638.00",,107.00,barils,34.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,9,,,,,Thasectra,,,0.00,,,,,,,,,
310,Local,1770,Rennes,,Guinée,Exports,Farine,,,975.00,,"5,200.00",livres,0.1875000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,9,,,,,Thasectra,,,0.00,,,,,,,,,
311,Local,1770,Rennes,,Guinée,Exports,Fer en barres,,,"7,191.00",,"31,960.00",livres,0.2250000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,9,,,,,Thasectra,,,0.00,,,,,,,,,
312,Local,1770,Rennes,,Guinée,Exports,Feves,,,"24,600.00",,82.00,lats,300.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,9,,,,,Thasectra,,,0.00,,,,,,,,,
313,Local,1770,Rennes,,Guinée,Exports,Feves,,,"1,080.00",,"16,200.00",livres,0.0666667,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,9,,,,,Thasectra,,,0.00,,,,,,,,,
314,Local,1770,Rennes,,Guinée,Exports,Fromage,,,202.50,,675.00,livres,0.3000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,9,,,,,Thasectra,,,0.00,,,,,,,,,
315,Local,1770,Rennes,,Guinée,Exports,Gaudron,,,510.00,,30.00,barils,17.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,9,,,,,Thasectra,,,0.00,,,,,,,,,
316,Local,1770,Rennes,,Guinée,Exports,Guinée bleue,,,"86,260.00",,"4,540.00",pièces,19.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,9,,,,,Thasectra,,,0.00,,,,,,,,,
317,Local,1770,Rennes,,Guinée,Exports,Huile d'olive,,,"1,367.50",,"1,092.00",bouteilles,1.2500000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,9,,,,,Thasectra,,,0.00,,,,,,,,,
318,Local,1770,Rennes,,Guinée,Exports,Jambon,,,"1,800.00",,300.00,en nombre,6.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,10,,,,,Thasectra,,,0.00,,,,,,,,,
319,Local,1770,Rennes,,Guinée,Exports,Indienne,,,"32,844.00",,"1,173.00",pièces,28.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,10,,,,,Thasectra,,,0.00,,,,,,,,,
320,Local,1770,Rennes,,Guinée,Exports,Lard,,,698.50,,"2,540.00",livres,0.2750000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,10,,,,,Thasectra,,,0.00,,,,,,,,,
321,Local,1770,Rennes,,Guinée,Exports,Liménas,,,"27,300.00",,"1,050.00",pièces,26.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,10,,,,,Thasectra,,Produit douteux,0.00,,,,,,,,,
322,Local,1770,Rennes,,Guinée,Exports,Liqueur,,,"5,936.00",,"2,968.00",bouteilles,2.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,10,,,,,Thasectra,,,0.00,,,,,,,,,
323,Local,1770,Rennes,,Guinée,Exports,Manteaux galonnés,,,520.00,,13.00,en nombre,40.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,10,,,,,Thasectra,,,0.00,,,,,,,,,
324,Local,1770,Rennes,,Guinée,Exports,Manteaux unis,,,56.00,,2.00,en nombre,28.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,10,,,,,Thasectra,,,0.00,,,,,,,,,
325,Local,1770,Rennes,,Guinée,Exports,Marchandises meslées,,,406.00,,,,,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,10,,,,,Thasectra,,,,,,,,,,,,
326,Local,1770,Rennes,,Guinée,Exports,Mânes,,,"7,800.00",,"5,200.00",livres,1.5000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,10,,,,,Thasectra,,,0.00,,,,,,,,,
327,Local,1770,Rennes,,Guinée,Exports,Mercerie,,,"1,350.00",,,,,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,10,,,,,Thasectra,,,,,,,,,,,,
328,Local,1770,Rennes,,Guinée,Exports,Mouchoirs de Bengale,,,"9,888.00",,206.00,douzaines,48.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,10,,,,,Thasectra,,,0.00,,,,,,,,,
329,Local,1770,Rennes,,Guinée,Exports,Mouchoirs de Romats,,,"5,460.00",,390.00,pièces,14.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,10,,,,,Thasectra,,,0.00,,,,,,,,,
330,Local,1770,Rennes,,Guinée,Exports,Nantpin,,,316.00,,79.00,pièces,4.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,10,,,,,Thasectra,,,0.00,,,,,,,,,
331,Local,1770,Rennes,,Guinée,Exports,Neganepeau,,,"13,860.00",,630.00,pièces,22.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,10,,,,,Thasectra,,,0.00,,,,,,,,,
332,Local,1770,Rennes,,Guinée,Exports,Nicaneas grand,,,"76,890.00",,"3,495.00",pièces,22.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,10,,,,,Thasectra,,,0.00,,,,,,,,,
333,Local,1770,Rennes,,Guinée,Exports,Nicaneas petit,,,"7,150.00",,650.00,pièces,11.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,10,,,,,Thasectra,,,0.00,,,,,,,,,
334,Local,1770,Rennes,,Guinée,Exports,Nikonas,,,"1,610.00",,70.00,pièces,23.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,10,,,,,Thasectra,,,0.00,,,,,,,,,
335,Local,1770,Rennes,,Guinée,Exports,Perkpin,,,585.00,,4.50,pièces,130.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,10,,,,,Thasectra,,,0.00,,,,,,,,,
336,Local,1770,Rennes,,Guinée,Exports,Photas,,,"4,928.00",,448.00,pièces,11.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,10,,,,,Thasectra,,,0.00,,,,,,,,,
337,Local,1770,Rennes,,Guinée,Exports,Pierres a fusils,,,157.50,,90.00,milliers,1.7500000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,10,,,,,Thasectra,,,0.00,,,,,,,,,
338,Local,1770,Rennes,,Guinée,Exports,Pipes a fumer,,,420.00,,120.00,grosses,3.5000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,10,,,,,Thasectra,,,0.00,,,,,,,,,
339,Local,1770,Rennes,,Guinée,Exports,Plomb en grenaille,,,"1,113.00",,"3,710.00",livres,0.3000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,10,,,,,Thasectra,,,0.00,,,,,,,,,
340,Local,1770,Rennes,,Guinée,Exports,Poire,,,157.50,,"2,100.00",livres,0.0750000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,10,,,,,Thasectra,,,0.00,,,,,,,,,
341,Local,1770,Rennes,,Guinée,Exports,Poudre a canon,,,"39,837.00",,"39,837.00",livres,1.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,10,,,,,Thasectra,,,0.00,,,,,,,,,
342,Local,1770,Rennes,,Guinée,Exports,Rassade,,,"3,060.00",,204.00,masses,15.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,10,,,,,Thasectra,,,0.00,,,,,,,,,
343,Local,1770,Rennes,,Guinée,Exports,Rassade,,,384.00,,320.00,livres,1.2000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,10,,,,,Thasectra,,,0.00,,,,,,,,,
344,Local,1770,Rennes,,Guinée,Exports,Ris,,,"9,591.00",,"47,955.00",livres,0.2000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,10,,,,,Thasectra,,,0.00,,,,,,,,,
345,Local,1770,Rennes,,Guinée,Exports,Satemporie,,,510.00,,30.00,pièces,17.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,10,,,,,Thasectra,,,0.00,,,,,,,,,
346,Local,1770,Rennes,,Guinée,Exports,Satin,,,490.00,,7.00,pièces,70.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,10,,,,,Thasectra,,,0.00,,,,,,,,,
347,Local,1770,Rennes,,Guinée,Exports,Satin,,,"2,992.45",,617.00,aunes,4.8500000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,10,,,,,Thasectra,,,0.00,,,,,,,,,
348,Local,1770,Rennes,,Guinée,Exports,Savon,,,"4,475.25",,"10,530.00",livres,0.4250000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,10,,,,,Thasectra,,,0.00,,,,,,,,,
349,Local,1770,Rennes,,Guinée,Exports,Sempiterne,,,400.00,,25.00,pièces,16.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,10,,,,,Thasectra,,,0.00,,,,,,,,,
350,Local,1770,Rennes,,Guinée,Exports,Souffre,,,"1,350.00",,"13,500.00",livres,0.1000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,10,,,,,Thasectra,,,0.00,,,,,,,,,
351,Local,1770,Rennes,,Guinée,Exports,Sucre terré,,,300.40,,700.00,livres,0.4291667,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,10,,,,,Thasectra,,,0.00,,,,,,,,,
352,Local,1770,Rennes,,Guinée,Exports,Tabac de cantine,,,"1,530.00",,"2,550.00",livres,0.6000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,10,,,,,Thasectra,,,0.00,,,,,,,,,
353,Local,1770,Rennes,,Guinée,Exports,Taffia,,,"1,662.50",,475.00,Veltes,3.5000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,10,,,,,Thasectra,,,0.00,,,,,,,,,
354,Local,1770,Rennes,,Guinée,Exports,Tapis de velours,,,"2,801.00",,,,,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,10,,,,,Thasectra,,,,,,,,,,,,
355,Local,1770,Rennes,,Guinée,Exports,Tapsels,,,"45,057.00",,"1,959.00",pièces,23.0000000,sources/local/AD44_C717_Rennes_Exports_1770,AD44 C717,10,,,,,Thasectra,,,0.00,,,,,,,,,
