numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks,doubleaccounts
265,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,7,Avoine,Espagne,"162,00",Tonneau,"35,000","5 670,00","0,00",,
266,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,7,Arins,Espagne,"100,00",Pièce,"20,000","2 000,00","0,00",,
267,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,7,Arnas,Espagne,"24,00",Pièce,"14,000","336,00","0,00",,
268,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,7,Armosin,Espagne,"7,00",Pièce,"25,000","185,00","-10,00",erreur de calcul,
269,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,7,Bled froment,Espagne,"6240,00",Tonneau,"115,000","655 200,00","62 400,00",erreur de calcul,
270,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,7,Bled seigle,Espagne,"75,00",Tonneau,"60,000","4 500,00","0,00",,
271,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,7,Bœuf salé,Espagne,"750,00",Livre,"0,100","75,00","0,00",,
272,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,7,Beure salé,Espagne,"280,00",Livre,"0,180","50,00","0,40",Prix unitaire en pourcentage,
273,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,7,Bafetas,Espagne,"304,00",Pièce,"9,000","2 736,00","0,00",,
274,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,7,Bajutapaux,Espagne,"89,00",Pièce,"14,000","1 246,00","0,00",,
275,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,7,Bas de soye,Espagne,"5,00",Paire,"14,000","70,00","0,00",,
276,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,7,Bureau de bois de chene,Espagne,"1,00",Nombre,"60,000","60,00","0,00",,
277,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,7,Bois de Bresil,Espagne,"7450,00",Livre,"0,150","1 117,00","0,50",Prix unitaire en pourcentage,
278,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,7,Bouteille de verre,Espagne,"500,00",Nombre,"0,200","100,00","0,00",,
279,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,7,Confitures,Espagne,"300,00",Livre,"1,000","300,00","0,00",,
280,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,7,Caffé des Isles,Espagne,"7400,00",Livre,"0,750","5 550,00","0,00",,
281,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,7,Camelot de laine,Espagne,"1130,00",Livre,"8,000","9 040,00","0,00",,
282,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,7,Camelot des Indes,Espagne,"40,00",Pièce,"30,000","1 200,00","0,00",,
283,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,7,Chasselas,Espagne,"480,00",Pièce,"15,000","7 200,00","0,00",,
284,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,7,Choquelas,Espagne,"168,00",Pièce,"22,000","3 696,00","0,00",,
285,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,7,Caladaris,Espagne,"160,00",Pièce,"30,000","4 800,00","0,00",,
286,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,8,Chitte,Espagne,"90,00",Pièce,"46,000","4 416,00","-276,00",erreur de calcul,
287,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,8,Cirsaca,Espagne,"19,00",Pièce,"40,000","760,00","0,00",,
288,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,8,Calemandre,Espagne,"105,00",Aune,"2,000","210,00","0,00",,
289,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,8,Chemises de toile de coton,Espagne,"3,00",Douzaine,"80,000","240,00","0,00",,
290,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,8,Cotonade,Espagne,"395,00",Aune,"2,000","790,00","0,00",,
291,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,8,Couty,Espagne,"300,00",Livre,"1,750","425,00","100,00",erreur de calcul,
292,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,8,Cotton filé,Espagne,"225,00",Livre,"1,500","337,00","0,50",,
293,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,8,Chapeaux demi castor,Espagne,"148,00",Nombre,"8,000","1 184,00","0,00",,
294,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,8,Cuir de vache en grain,Espagne,"6160,00",Livre,"0,700","4 312,00","0,00",Prix unitaire en pourcentage,
295,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,8,Cordage,Espagne,"425,00",Livre,"0,190","80,00","0,75",Prix unitaire en pourcentage,
296,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,8,Chaises de paille,Espagne,"7,00",Douzaine,"10,000","70,00","0,00",,
297,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,8,Cire jeaune,Espagne,"900,00",Livre,"1,250","1 125,00","0,00",,
298,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,8,Chandelle,Espagne,"350,00",Livre,"0,400","140,00","0,00",,
299,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,8,Damas des Indes,Espagne,"28,00",Pièce,"65,000","1 820,00","0,00",,
300,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,8,Darins,Espagne,"62,00",Pièce,"0,000","0,00","0,00",Pas de prix,
301,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,8,Drap de Lodeve,Espagne,"903,00",Aune,"7,000","6 321,00","0,00",,
302,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,8,Eau de vie,Espagne,"963,00",Barique,"65,000","59 466,00","3 129,00","Droits à 3 livres et 5 sous par bariques = 3129,75 livres",
303,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,8,Eau de la reine d'Hongrie,Espagne,"230,00",Livre,"2,500","575,00","0,00",,
304,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,8,Etamine de laine,Espagne,"13300,00",Aune,"1,150","15 295,00","0,00",,
305,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,8,Evantails fins,Espagne,"2,00",Douzaine,"72,000","144,00","0,00",,
306,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,8,Ecorces d'arbre rayées,Espagne,"87,00",Pièce,"20,000","1 740,00","0,00",,
307,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,8,Fichus rayés,Espagne,"52,00",Pièce,"15,000","770,00","10,00",erreur de calcul,
308,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,8,Fichus de soye,Espagne,"31,00",Pièce,"36,000","1 116,00","0,00",,
309,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,8,Fichus de soye,Espagne,"237,00",Nombre,"1,800","8 532,00","-8 105,40",Erreur prix unitaire ,
310,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,8,Fil a coudre,Espagne,"8005,00",Livre,"1,500","12 007,00","0,50",,
311,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,8,Feves,Espagne,"522,00",Tonneau,"100,000","52 200,00","0,00",,
312,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,8,Farine,Espagne,"135,00",Tonneau,"240,000","42 400,00","-10 000,00",erreur de calcul,
313,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,8,Fayence,Espagne,"314,00",Douzaine,"3,500","1 099,00","0,00",,
314,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,8,Fer en barres,Espagne,"61500,00",Livre,"0,130","7 995,00","0,00",Prix unitaire en pourcentage,
315,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,8,Gourgouran,Espagne,"65,50",Pièce,"60,000","3 930,00","0,00",,
316,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,8,Guinée bleue,Espagne,"307,00",Pièce,"21,000","6 447,00","0,00",,
317,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,8,Guingam,Espagne,"1659,00",Pièce,"10,000","16 590,00","0,00",,
318,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,8,Galon d'argent,Espagne,,,"0,000","150,00","-150,00",,
319,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,8,Huile de noix,Espagne,"125,00",Livre,"0,300","36,00","1,50",erreur de calcul,
320,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,8,Indigo,Espagne,"6085,00",Livre,"3,250","19 776,00","0,25",,
321,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,8,Lamproyes,Espagne,"94,00",Boite,"2,500","235,00","0,00",,
322,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,8,Librairie,Espagne,"6380,00",Livre,"2,000","12 760,00","0,00",,
323,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,8,Mercerie ordinaire,Espagne,"188551,00",Livre,"2,000","37 710,00","339 392,00",Erreur prix total,
324,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,8,Mouchoirs mazulipatan,Espagne,"69,00",Pièce,"30,000","2 070,00","0,00",,
325,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,8,Mouchoirs de soye,Espagne,"117,00",Pièce,"50,000","5 850,00","0,00",,
326,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,8,Mouchoirs de Pontichery,Espagne,"100,00",Pièce,"22,000","2 200,00","0,00",,
327,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,8,Mouchoirs de fil organdi,Espagne,"814,00",Pièce,"31,400","19 558,00","6 001,60",erreur de calcul,
328,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,8,Mouchoirs de Bengale,Espagne,"120,00",Pièce,"10,000","1 200,00","0,00",,
329,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,8,Merrain ganivelle,Espagne,"13500,00",Douelle,"0,070","945,00","0,00",,
330,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,8,Morue seche,Espagne,"5000,00",Livre,"0,220","1 100,00","0,00",,
331,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,8,Noix,Espagne,"86,00",Millier,"1,250","107,00","0,50",,
332,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,8,Neganipau,Espagne,"80,00",Pièce,"14,000","1 120,00","0,00",,
333,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,9,Parse,Espagne,"34,00",Pièce,"50,000","1 700,00","0,00",,
334,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,9,Patisoye,Espagne,"29,00",Pièce,"80,000","2 320,00","0,00",,
335,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,9,Pinasse,Espagne,"8,00",Pièce,"20,000","160,00","0,00",,
336,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,9,Platille,Espagne,"96,00",Pièce,"4,500","432,00","0,00",,
337,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,9,Peaux de veau corroyées,Espagne,"75,00",Douzaine,"30,000","2 250,00","0,00",,
338,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,9,Papier a ecrire,Espagne,"7800,00",Livre,"0,550","4 290,00","0,00",Prix unitaire en pourcentage,
339,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,9,Poudrer a poudre,Espagne,"200,00",Livre,"0,300","60,00","0,00",,
340,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,9,Porcelaine des Indes,Espagne,"510,00",Livre,"5,000","2 550,00","0,00",,
341,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,9,Pierres a faulx,Espagne,"5500,00",Nombre,"0,600","3 300,00","0,00",,
342,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,9,Poivre,Espagne,"9900,00",Livre,"1,200","11 880,00","0,00",,
343,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,9,Pruneaux de Ste Catherine,Espagne,"100,00",Livre,"0,450","45,00","0,00",,
344,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,9,Quincaille,Espagne,"19470,00",Livre,"1,000","19 470,00","0,00",,
345,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,9,Reglisse,Espagne,"1450,00",Livre,"0,300","435,00","0,00",,
346,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,9,Rocou,Espagne,"6150,00",Livre,"0,350","2 152,00","0,50",,
347,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,9,Rave de morue,Espagne,"12,00",Barique,"0,000","1 015,00","-1 015,00",12 bariques à 35 livre l'unités + 17 barils à 35 livres l'unité,1
348,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,9,Rave de morue,Espagne,"17,00",Barils,"0,000","1 015,00","-1 015,00",12 bariques à 35 livre l'unités + 17 barils à 35 livres l'unité,2
349,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,9,Sucre en pain,Espagne,"68775,00",Livre,"0,500","34 387,00","0,50",Prix unitaire en pourcentage,
350,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,9,Sucre terré,Espagne,"1288000,00",Livre,"0,240","309 120,00","0,00",Prix unitaire en pourcentage,
351,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,9,Sucre teste,Espagne,"42800,00",Livre,"0,190","8 132,00","0,00",Prix unitaire en pourcentage,
352,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,9,Sucre brut,Espagne,"17700,00",Livre,"0,150","2 655,00","0,00",Prix unitaire en pourcentage,
353,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,9,Satin des Indes,Espagne,"98,00",Pièce,"60,000","5 880,00","0,00",,
354,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,9,Stinquerque,Espagne,"29,00",Pièce,"0,900","14,00","12,10",erreur de calcul,
355,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,9,Southoy,Espagne,"2,00",Pièce,"25,000","50,00","0,00",,
356,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,9,Soyerie,Espagne,"24,00",Livre,"40,000","960,00","0,00",,
357,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,9,Soufflets de cheminée,Espagne,"24,00",Nombre,"0,400","9,00","0,60",,
358,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,9,Thé divers,Espagne,"3626,00",Livre,"3,000","10 878,00","0,00",,
359,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,9,Tapaïs,Espagne,"43,00",Pièce,"30,000","1 290,00","0,00",,
360,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,9,Tapis peints,Espagne,"2,00",Nombre,"6,000","12,00","0,00",,
361,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,9,Toile peinte,Espagne,"332,00",Nombre,"18,000","5 976,00","0,00",,
362,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,9,Toile de Bretagne,Espagne,"192640,00",Livre,"4,000","770 560,00","0,00",,
363,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,9,Vin d'amont,Espagne,"66,00",Tonneau,"200,000","13 200,00","0,00",Droits sur le vin et vinaigre à 49 sous le tonneau,
364,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,9,Vin nantois,Espagne,"17,00",Tonneau,"70,000","1 190,00","0,00",Droits sur le vin et vinaigre à 49 sous le tonneau,
365,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,9,Vinaigre,Espagne,"14,50",Tonneau,"60,000","836,00","34,00","Droits sur le vin et vinaigre à 49 sous le tonneau = 34,9125 livres",
366,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,9,Vaisselle d'argent,Espagne,"214,00",Marc,"57,000","12 198,00","0,00",,
367,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,9,Avoine,Portugal,"22,00",Tonneau,"35,000","770,00","0,00",,
368,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,9,Bled froment,Portugal,"4347,00",Tonneau,"115,000","499 905,00","0,00",,
369,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,9,Bled mercit,Portugal,"5,00",Tonneau,"75,000","375,00","0,00",,
370,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,9,Bled seigle,Portugal,"4,00",Tonneau,"60,000","240,00","0,00",,
371,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,9,Biscuit de mer,Portugal,"12000,00",Livre,"0,080","960,00","0,00",Prix unitaire en pourcentage,
372,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,9,Bœuf salé,Portugal,"2700,00",Livre,"0,100","270,00","0,00",Prix unitaire en pourcentage,
373,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,9,Beurre de Bretagne,Portugal,"1000,00",Livre,"0,400","400,00","0,00",Prix unitaire en pourcentage,
374,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,9,Bray sec,Portugal,"2000,00",Livre,"0,073","145,00","0,00",,
375,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,10,Bafetas,Portugal,"100,00",Pièce,"9,000","900,00","0,00",,
376,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,10,Bas de St Meant,Portugal,"42,00",Douzaines de paires,"36,000","1 512,00","0,00",,
377,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,10,Buzes,Portugal,"49,00",Nombre,"0,000","0,00","0,00",Pas de prix,
378,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,10,Confitures,Portugal,"20,00",Livre,"1,000","20,00","0,00",,
379,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,10,Chataignes,Portugal,"43,00",Boisseau,"0,350","15,00","0,05",,
380,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,10,Caffé de moka,Portugal,"3940,00",Livre,"1,750","6 895,00","0,00",,
381,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,10,Caffé des Isles,Portugal,"13530,00",Livre,"0,750","10 147,00","0,50",,
382,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,10,Caffé de Bourbon,Portugal,"2140,00",Livre,"0,700","1 502,00","-4,00",erreur de calcul,
383,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,10,Calemandre,Portugal,"20,00",Aune,"2,000","40,00","0,00",,
384,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,10,Cotonade,Portugal,"22,00",Aune,"2,000","44,00","0,00",,
385,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,10,Cartes a jouer,Portugal,"1400,00",Livre,"1,250","1 750,00","0,00",,
386,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,10,Cordage,Portugal,"200,00",Livre,"0,190","38,00","0,00",Prix unitaire en pourcentage,
387,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,10,Cuir de vache en grain,Portugal,"440,00",Livre,"0,700","308,00","0,00",Prix unitaire en pourcentage,
388,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,10,Cire a cacheter,Portugal,"120,00",Livre,"3,500","420,00","0,00",,
389,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,10,Cuivre en chaudron,Portugal,"30,00",Livre,"1,400","42,00","0,00",,
390,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,10,Eau de vie,Portugal,"611,00",Barique,"65,000","37 830,00","1 885,00",Droits à 3 livres et 5 sous par bariques / erreur de calcul,
391,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,10,Etamine de laine,Portugal,"15900,00",Aune,"1,150","18 285,00","0,00",,
392,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,10,Feves,Portugal,"103,00",Tonneau,"100,000","10 300,00","0,00",,
393,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,10,Farine,Portugal,"2000,00",Livre,"0,090","180,00","0,00",Prix unitaire en pourcentage,
394,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,10,Fil de Rennes,Portugal,"1000,00",Livre,"1,500","1 500,00","0,00",,
395,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,10,Fayence,Portugal,"8,00",Douzaine,"3,500","22,00","6,00",erreur de calcul,
396,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,10,Indigo,Portugal,"300,00",Livre,"3,250","975,00","0,00",,
397,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,10,Lard,Portugal,"6300,00",Livre,"0,150","945,00","0,00",Prix unitaire en pourcentage,
398,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,10,Limeneas,Portugal,"60,00",Pièce,"19,000","1 140,00","0,00",,
399,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,10,Mouchoirs de Pontichery,Portugal,"1,00",Pièce,"22,000","22,00","0,00",,
400,Anthony Rebours,AD44 C706,Local/Nantes/Nantes - Exports - 1736.csv,Local,1736,Exports,Nantes,10,Mouchoirs de Rouen,Portugal,"17,00",Douzaine,"7,000","119,00","0,00",,
