numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,sheet,marchandises,pays,value,quantit,total,quantity_unit,leurvaleursubtotal_1,leurvaleursubtotal_2,leurvaleursubtotal_3,remarks,doubleaccounts
2920,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,194,Toile ; de lin ; baptiste et linog,Suède,13695,525,19706903,livres,3930335,7234566,,Tissus : valeurs en aunes/pièces/livres présentes,0
2921,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,194,Toile ; de lin ; baptiste et linog,Prusse,72531,2564,19706903,livres,3930335,7234566,,Tissus : valeurs en aunes/pièces/livres présentes,0
2922,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,194,Toile ; de lin ; baptiste et linog,Russie,39988,1025.5,19706903,livres,3930335,7234566,,Tissus : valeurs en aunes/pièces/livres présentes,0
2923,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,194,Toile ; de lin ; baptiste et linog,Amérique,13546,396,19706903,livres,3930335,7234566,,Tissus : valeurs en aunes/pièces/livres présentes,0
2924,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,194,Toile ; de coton ; diverse,Espagne,343971,41989,19706903,livres,964513,1536495,,Tissus : valeurs en aunes/pièces/livres présentes,0
2925,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,194,Toile ; de coton ; diverse,Portugal,206300,25770,19706903,livres,964513,1536495,,Tissus : valeurs en aunes/pièces/livres présentes,0
2926,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,194,Toile ; de coton ; diverse,Sardaigne,96157,14750,19706903,livres,964513,1536495,,Tissus : valeurs en aunes/pièces/livres présentes,0
2927,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,194,Toile ; de coton ; diverse,Toscane,5397,771,19706903,livres,964513,1536495,,Tissus : valeurs en aunes/pièces/livres présentes,0
2928,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,194,Toile ; de coton ; diverse,Naples,1603,229,19706903,livres,964513,1536495,,Tissus : valeurs en aunes/pièces/livres présentes,0
2929,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,194,Toile ; de coton ; diverse,Angleterre,43962,,19706903,,964513,1536495,,Tissus : valeurs en aunes/pièces/livres présentes,0
2930,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,194,Toile ; de coton ; diverse,Hollande,9825,1385,19706903,livres,964513,1536495,,Tissus : valeurs en aunes/pièces/livres présentes,0
2931,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,194,Toile ; de coton ; diverse,Empreur,119750,15008,19706903,livres,964513,1536495,,Tissus : valeurs en aunes/pièces/livres présentes,0
2932,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,194,Toile ; de coton ; diverse,Pologne,90618,10714,19706903,livres,964513,1536495,,Tissus : valeurs en aunes/pièces/livres présentes,0
2933,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,194,Toile ; de coton ; diverse,Suisse,46744,5167,19706903,livres,964513,1536495,,Tissus : valeurs en aunes/pièces/livres présentes,0
2934,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,194,Toile ; de coton ; diverse,Danemark,42,6,19706903,livres,964513,1536495,,Tissus : valeurs en aunes/pièces/livres présentes,0
2935,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,194,Toile ; de coton ; diverse,Suède,144,14,19706903,livres,964513,1536495,,Tissus : valeurs en aunes/pièces/livres présentes,0
2936,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,194,Toile ; de coton ; bazin,Espagne,11736,701,19706903,livres,66062,1536495,,Tissus : valeurs en aunes/pièces/livres présentes,0
2937,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,194,Toile ; de coton ; bazin,Sardaigne,24900,2675,19706903,livres,66062,1536495,,Tissus : valeurs en aunes/pièces/livres présentes,0
2938,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,194,Toile ; de coton ; bazin,Toscane,5622,603,19706903,livres,66062,1536495,,Tissus : valeurs en aunes/pièces/livres présentes,0
2939,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,194,Toile ; de coton ; bazin,Etats ecclésiastiques,6516,758,19706903,livres,66062,1536495,,Tissus : valeurs en aunes/pièces/livres présentes,0
2940,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,194,Toile ; de coton ; bazin,Angleterre,874,460,19706903,aunes,66062,1536495,,Tissus : valeurs en aunes/pièces/livres présentes,0
2941,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,194,Toile ; de coton ; bazin,Empreur,11571,1048,19706903,livres,66062,1536495,,Tissus : valeurs en aunes/pièces/livres présentes,0
2942,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,194,Toile ; de coton ; bazin,Suisse,4843,240,19706903,livres,66062,1536495,,Tissus : valeurs en aunes/pièces/livres présentes,0
2943,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,194,Toile ; de coton ; ...,Espagne,2077,100,19706903,livres,34501,1536495,,Tissus : valeurs en aunes/pièces/livres présentes,0
2944,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,194,Toile ; de coton ; ...,Angleterre,32400,,19706903,,34501,1536495,,Tissus : valeurs en aunes/pièces/livres présentes,0
2945,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,194,Toile ; de coton ; ...,Suisse,24,3,19706903,livres,34501,1536495,,Tissus : valeurs en aunes/pièces/livres présentes,0
2946,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,194,Toile ; de coton ; ***,Espagne,178767,5989,19706903,livres,471419,1536495,,Tissus : valeurs en aunes/pièces/livres présentes,0
2947,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,194,Toile ; de coton ; ***,Sardaigne,17749,325,19706903,livres,471419,1536495,,Tissus : valeurs en aunes/pièces/livres présentes,0
2948,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,194,Toile ; de coton ; ***,Gènes,42230,807,19706903,livres,471419,1536495,,Tissus : valeurs en aunes/pièces/livres présentes,0
2949,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,194,Toile ; de coton ; ***,Angleterre,199508,,19706903,,471419,1536495,,Tissus : valeurs en aunes/pièces/livres présentes,0
2950,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,194,Toile ; de coton ; ***,Hollande,7200,120,19706903,livres,471419,1536495,,Tissus : valeurs en aunes/pièces/livres présentes,0
2951,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,194,Toile ; de coton ; ***,Empreur,780,21,19706903,livres,471419,1536495,,Tissus : valeurs en aunes/pièces/livres présentes,0
2952,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,194,Toile ; de coton ; ***,Pologne,2400,46,19706903,livres,471419,1536495,,Tissus : valeurs en aunes/pièces/livres présentes,0
2953,Fatima Zahra,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,194,Toile ; de coton ; ***,Suisse,22785,391,19706903,livres,471419,1536495,,Tissus : valeurs en aunes/pièces/livres présentes,0
2954,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,196,Toiles ; De fil et coton ; Diverses,Portugal,18385,3535,19706903,livres,545580,1702205,,Tissus : valeurs en aunes/pièces/livres présentes,0
2955,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,196,Toiles ; De fil et coton ; Diverses,Sardaigne,422186,62499,19706903,livres,545580,1702205,,Tissus : valeurs en aunes/pièces/livres présentes,0
2956,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,196,Toiles ; De fil et coton ; Diverses,Genes,3530,1506,19706903,livres,545580,1702205,,Tissus : valeurs en aunes/pièces/livres présentes,0
2957,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,196,Toiles ; De fil et coton ; Diverses,Toscane,13734,2289,19706903,livres,545580,1702205,,Tissus : valeurs en aunes/pièces/livres présentes,0
2958,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,196,Toiles ; De fil et coton ; Diverses,Etat***,5526,921,19706903,livres,545580,1702205,,Tissus : valeurs en aunes/pièces/livres présentes,0
2959,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,196,Toiles ; De fil et coton ; Diverses,Naples,1602,267,19706903,livres,545580,1702205,,Tissus : valeurs en aunes/pièces/livres présentes,0
2960,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,196,Toiles ; De fil et coton ; Diverses,Venise,1860,310,19706903,livres,545580,1702205,,Tissus : valeurs en aunes/pièces/livres présentes,0
2961,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,196,Toiles ; De fil et coton ; Diverses,Hollande,15992,815,19706903,livres,545580,1702205,,Tissus : valeurs en aunes/pièces/livres présentes,0
2962,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,196,Toiles ; De fil et coton ; Diverses,Empreur,10219,1274,19706903,livres,545580,1702205,,Tissus : valeurs en aunes/pièces/livres présentes,0
2963,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,196,Toiles ; De fil et coton ; Diverses,Pologne,34117,4432,19706903,livres,545580,1702205,,Tissus : valeurs en aunes/pièces/livres présentes,0
2964,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,196,Toiles ; De fil et coton ; Diverses,Suisse,18429,1330,19706903,livres,545580,1702205,,Tissus : valeurs en aunes/pièces/livres présentes,0
2965,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,196,Toiles ; De fil et coton ; Siamoise,Espagne,222232,41188,19706903,livres,526625,1702205,,Tissus : valeurs en aunes/pièces/livres présentes,0
2966,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,196,Toiles ; De fil et coton ; Siamoise,Sardaigne,35037,6744,19706903,livres,526625,1702205,,Tissus : valeurs en aunes/pièces/livres présentes,0
2967,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,196,Toiles ; De fil et coton ; Siamoise,Genes,2458,447,19706903,livres,526625,1702205,,Tissus : valeurs en aunes/pièces/livres présentes,0
2968,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,196,Toiles ; De fil et coton ; Siamoise,Naples,15543,2826,19706903,livres,526625,1702205,,Tissus : valeurs en aunes/pièces/livres présentes,0
2969,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,196,Toiles ; De fil et coton ; Siamoise,Barbarie,14338,2607,19706903,livres,526625,1702205,,Tissus : valeurs en aunes/pièces/livres présentes,0
2970,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,196,Toiles ; De fil et coton ; Siamoise,Angleterre,29923,,19706903,,526625,1702205,,Tissus : valeurs en aunes/pièces/livres présentes,0
2971,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,196,Toiles ; De fil et coton ; Siamoise,Hollande,23961,3149,19706903,livres,526625,1702205,,Tissus : valeurs en aunes/pièces/livres présentes,0
2972,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,196,Toiles ; De fil et coton ; Siamoise,Empreur,89742,11561,19706903,livres,526625,1702205,,Tissus : valeurs en aunes/pièces/livres présentes,0
2973,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,196,Toiles ; De fil et coton ; Siamoise,Suisse,90907,3242,19706903,livres,526625,1702205,,Tissus : valeurs en aunes/pièces/livres présentes,0
2974,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,196,Toiles ; De fil et coton ; Siamoise,Dannemark,2484,414,19706903,livres,526625,1702205,,Tissus : valeurs en aunes/pièces/livres présentes,0
2975,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,196,Toiles ; De crin,Portugal,3993,1141,19706903,livres,,,,Tissus : valeurs en aunes/pièces/livres présentes,0
2976,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,196,Toiles ; Cirée,Espagne,295200,186000,19706903,livres,301297,,,Tissus : valeurs en aunes/pièces/livres présentes,0
2977,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,196,Toiles ; Cirée,Hollande,3500,100,19706903,livres,301297,,,Tissus : valeurs en aunes/pièces/livres présentes,0
2978,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,196,Toiles ; Cirée,Empreur,1007,438,19706903,livres,301297,,,Tissus : valeurs en aunes/pièces/livres présentes,0
2979,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,196,Toiles ; Cirée,Suisse,1590,1060,19706903,livres,301297,,,Tissus : valeurs en aunes/pièces/livres présentes,0
2980,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,196,Toiles ; De coton ; Du Levant,Sardaigne,4947,3298,19706903,livres,11626,11626,,Tissus : valeurs en aunes/pièces/livres présentes,0
2981,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,196,Toiles ; De coton ; Du Levant,Genes,1837,1225,19706903,livres,11626,11626,,Tissus : valeurs en aunes/pièces/livres présentes,0
2982,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,196,Toiles ; De coton ; Du Levant,Toscane,1450,967,19706903,livres,11626,11626,,Tissus : valeurs en aunes/pièces/livres présentes,0
2983,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,196,Toiles ; De coton ; Du Levant,Etat***,1408,939,19706903,livres,11626,11626,,Tissus : valeurs en aunes/pièces/livres présentes,0
2984,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,196,Toiles ; De coton ; Du Levant,Naples,1984,1323,19706903,livres,11626,11626,,Tissus : valeurs en aunes/pièces/livres présentes,0
2985,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,196,Toiles ; Des Indes ; Diverses du commerce étranger,Suisse,5090,53,19706903,pièces,56090,,,Tissus : valeurs en aunes/pièces/livres présentes,0
2986,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,198,Toiles ; Des Indes ; Nankin,Empreur,39000,6500,19706903,livres,56090,,,Tissus : valeurs en aunes/pièces/livres présentes,0
2987,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,198,Toiles ; Des Indes ; Perse du commerce étranger,Angleterre,12000,1200,19706903,livres,56090,,,Tissus : valeurs en aunes/pièces/livres présentes,0
2988,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,200,Ustensiles de sécheurs,Espagne,2000,,9939,,,,,,0
2989,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,200,Ustensiles de sécheurs,Angleterre,2000,,9939,,,,,,0
2990,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,200,Ustensiles de sécheurs,Empreur,5939,,9939,,,,,,0
2991,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,200,Verre ; Divers,Espagne,2419,,434440,,27879,,,,0
2992,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,200,Verre ; Divers,Sardaigne,391,,434440,,27879,,,,0
2993,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,200,Verre ; Divers,Toscane,282,,434440,,27879,,,,0
2994,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,200,Verre ; Divers,Etat***,1079,,434440,,27879,,,,0
2995,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,200,Verre ; Divers,Naples,712,,434440,,27879,,,,0
2996,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,200,Verre ; Divers,Barbarie,1539,,434440,,27879,,,,0
2997,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,200,Verre ; Divers,Angleterre,2133,,434440,,27879,,,,0
2998,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,200,Verre ; Divers,Villes ausiatiques,12204,33900,434440,livres,27879,,,,0
2999,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,200,Verre ; Divers,Suisse,5360,,434440,,27879,,,,0
3000,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,200,Verre ; Divers,Dannemark,42,,434440,,27879,,,,0
3001,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,200,Verre ; Divers,Russie,1628,,434440,,27879,,,,0
3002,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,200,Verre ; Divers,Amériques,90,100,434440,livres,27879,,,,0
3003,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,200,Verre ; A vitre,Espagne,3766,15299,434440,livres,217665,,,,0
3004,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,200,Verre ; A vitre,Sardaigne,1534,3835,434440,livres,217665,,,,0
3005,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,200,Verre ; A vitre,Genes,2240,5660,434440,livres,217665,,,,0
3006,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,200,Verre ; A vitre,Angleterre,3354,,434440,,217665,,,,0
3007,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,200,Verre ; A vitre,Hollande,180365,,434440,,217665,,,,0
3008,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,200,Verre ; A vitre,Empreur,4710,124,434440,paniers,217665,,,,0
3009,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,200,Verre ; A vitre,Pologne,1850,4815,434440,livres,217665,,,,0
3010,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,200,Verre ; A vitre,Dannemark,972,2700,434440,livres,217665,,,,0
3011,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,200,Verre ; A vitre,Suisse,4484,10900,434440,livres,217665,,,,0
3012,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,200,Verre ; A vitre,Amériques,14390,8600,434440,livres,217665,,,,0
3013,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,200,Verre ; Ouvré ; Divers,Espagne,1210,3250,434440,livres,20209,149985,,,0
3014,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,200,Verre ; Ouvré ; Divers,Pologne,18999,12666,434440,livres,20209,149985,,,0
3015,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,200,Verre ; Ouvré ; D'assortiment,Pologne,2592,3240,434440,livres,149985,,,,0
3016,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,200,Verre ; Ouvré ; En bouteilles,Espagne,6448,14800,434440,en nombre,127184,149985,,,0
3017,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,200,Verre ; Ouvré ; En bouteilles,Sardaigne,90383,384663,434440,en nombre,127184,149985,,,0
3018,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,200,Verre ; Ouvré ; En bouteilles,Genes,4238,18600,434440,en nombre,127184,149985,,,0
3019,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,200,Verre ; Ouvré ; En bouteilles,Etat***,2956,13435,434440,en nombre,127184,149985,,,0
3020,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,200,Verre ; Ouvré ; En bouteilles,Naples,1142,4761,434440,en nombre,127184,149985,,,0
3021,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,200,Verre ; Ouvré ; En bouteilles,Levant,3014,12560,434440,en nombre,127184,149985,,,0
3022,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,200,Verre ; Ouvré ; En bouteilles,Angleterre,1233,4932,434440,en nombre,127184,149985,,,0
3023,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,200,Verre ; Ouvré ; En bouteilles,Hollande,1455,6060,434440,en nombre,127184,149985,,,0
3024,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,200,Verre ; Ouvré ; En bouteilles,Villes ausiatiques,600,2184,434440,en nombre,127184,149985,,,0
3025,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,200,Verre ; Ouvré ; En bouteilles,Suisse,12096,55470,434440,en nombre,127184,149985,,,0
3026,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,200,Verre ; Ouvré ; En bouteilles,Dannemark,152,548,434440,en nombre,127184,149985,,,0
3027,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,200,Verre ; Ouvré ; En bouteilles,Russie,15,60,434440,en nombre,127184,149985,,,0
3028,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,200,Verre ; Ouvré ; En bouteilles,Amériques,3452,14050,434440,en nombre,127184,149985,,,0
3029,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,202,Verre ; Ouvré ; Dammes-jeannes,Espagne,10250,2050,434440,en nombre,27592,38911,,,0
3030,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,202,Verre ; Ouvré ; Dammes-jeannes,Sardaigne,5589,1597,434440,en nombre,27592,38911,,,0
3031,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,202,Verre ; Ouvré ; Dammes-jeannes,Genes,3892,1112,434440,en nombre,27592,38911,,,0
3032,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,202,Verre ; Ouvré ; Dammes-jeannes,Toscane,1872,535,434440,en nombre,27592,38911,,,0
3033,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,202,Verre ; Ouvré ; Dammes-jeannes,Levant,4739,1354,434440,en nombre,27592,38911,,,0
3034,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,202,Verre ; Ouvré ; Dammes-jeannes,Amériques,1250,250,434440,en nombre,27592,38911,,,0
3035,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,202,Verre ; Ouvré ; En gobeleterie ***,Espagne,3737,15098,434440,livres,10742,38911,,,0
3036,Hichem Omri,AN F12 250,National/Objet Général/AN Paris/F_12_250_1787/1787.csv,Objet Général,1787,Exports,202,Verre ; Ouvré ; En gobeleterie ***,Sardaigne,1327,7376,434440,livres,10742,38911,,,0
