numrodeligne,dataentryby,sources,sourcepath,sourcetype,sheet,year,exportsimports,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,problem,remarks
547,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,24,1747,Exports,Gingembre,Marseille,Italie,5120,Livres,"0,3",1536,0,
548,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,24,1747,Exports,Glaces de miroir,Marseille,Italie,505,Livres,5,2525,0,
549,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,24,1747,Exports,Gomme arabique,Marseille,Italie,7832,Livres,"0,4",3132,"0,8",
550,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,24,1747,Exports,Gourdes,Marseille,Italie,132,Nombre,"0,15",19,"0,8",
551,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,25,1747,Exports,Grabeau d'encens,Marseille,Italie,7708,Livres,"0,15",1156,"0,2",
552,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,25,1747,Exports,Grabeau d'indigo,Marseille,Italie,854,Livres,"2,5",2135,0,
553,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,25,1747,Exports,Grabeau de mhirre,Marseille,Italie,130,Livres,1,130,0,
554,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,25,1747,Exports,Grabeau de sené,Marseille,Italie,528,Livres,"0,6",316,"0,8",
555,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,25,1747,Exports,Graine d'aspic,Marseille,Italie,5100,Livres,"0,1",510,0,
556,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,25,1747,Exports,Graine d'avignon,Marseille,Italie,400,Livres,"0,25",100,0,
557,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,25,1747,Exports,Graine de chanvre,Marseille,Italie,2200,Livres,"0,1",220,0,
558,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,25,1747,Exports,Graine de jardin,Marseille,Italie,2460,Livres,1,2460,0,
559,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,25,1747,Exports,Graine jaune,Marseille,Italie,1140,Livres,"0,25",285,0,
560,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,25,1747,Exports,Graine de luzerne,Marseille,Italie,400,Livres,"0,05",20,0,
561,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,25,1747,Exports,Graine de moutarde,Marseille,Italie,2003,Livres,"0,2",400,"0,6",
562,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,25,1747,Exports,Gratoirs,Marseille,Italie,40,Douzaines,12,480,0,
563,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,25,1747,Exports,Grignons,Marseille,Italie,15000,Livres,"0,08",1200,0,
564,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,25,1747,Exports,Gruau,Marseille,Italie,4725,Livres,"0,08",378,0,
565,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,25,1747,Exports,Harans fumes ,Marseille,Italie,90,Livres,25,2250,0,
566,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,25,1747,Exports,Herbages,Marseille,Italie,3,Charges,10,30,0,
567,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,25,1747,Exports,Huile de lin,Marseille,Italie,2530,Livres,"0,3",759,0,
568,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,25,1747,Exports,Huile d'olive,Marseille,Italie,193,Milleroles,38,7334,0,
569,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,25,1747,Exports,Huile d'olive,Marseille,Italie,6680,Livres,"0,4",2672,0,
570,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,25,1747,Exports,Huile de poisson,Marseille,Italie,800,Livres,"0,2",160,0,
571,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,25,1747,Exports,Jalap,Marseille,Italie,200,Livres,"2,5",500,0,
572,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,25,1747,Exports,Jambons,Marseille,Italie,6042,Livres,"0,4",2416,"0,8",
573,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,25,1747,Exports,Jarres,Marseille,Italie,85,Barrils,"1,5",127,"0,5",
574,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,26,1747,Exports,Indienne,Marseille,Italie,7062,Pieces,18,127116,0,
575,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,26,1747,Exports,Indigo,Marseille,Italie,37994,Livres,"4,5",170973,0,
576,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,26,1747,Exports,Jongs,Marseille,Italie,4,Douzaines,90,360,0,
577,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,26,1747,Exports,Ipecacuana,Marseille,Italie,738,Livres,3,2214,0,
578,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,26,1747,Exports,Jujubes,Marseille,Italie,320,Livres,"0,15",38,10,Erreur de calcul
579,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,26,1747,Exports,Jus de reglisse,Marseille,Italie,1893,Livres,"0,75",1419,"0,75",
580,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,26,1747,Exports,Laine d'agnelin,Marseille,Italie,1998,Livres,"0,75",1498,"0,5",
581,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,26,1747,Exports,Laine filée,Marseille,Italie,150,Livres,"1,5",225,0,
582,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,26,1747,Exports,Laine lavée,Marseille,Italie,49369,Livres,"1,1",54305,"0,9",
583,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,26,1747,Exports,Laine de segovie,Marseille,Italie,19900,Livres,1,19900,0,
584,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,26,1747,Exports,Laine surge,Marseille,Italie,61967,Livres,"0,4",24786,"0,8",
585,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,26,1747,Exports,Lard,Marseille,Italie,12585,Livres,"0,3",3775,"0,5",
586,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,26,1747,Exports,Legumes,Marseille,Italie,279750,Livres,"0,1",27975,0,
587,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,26,1747,Exports,Librairie,Marseille,Italie,15197,Livres,2,30394,0,
588,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,26,1747,Exports,Liege,Marseille,Italie,10000,Livres,"0,15",1500,0,
589,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,26,1747,Exports,Lin peigné,Marseille,Italie,3412,Livres,"0,75",2559,0,
590,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,26,1747,Exports,Liqueurs a boire,Marseille,Italie,36673,Livres,"0,75",27504,"0,75",
591,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,26,1747,Exports,Litarge,Marseille,Italie,1275,Livres,"0,12",153,0,
592,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,26,1747,Exports,Lustres de Venize,Marseille,Italie,3100,Livres,"1,5",4650,0,
593,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,26,1747,Exports,Mane de calabre,Marseille,Italie,232,Livres,"1,5",348,0,
594,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,26,1747,Exports,Maugrebine,Marseille,Italie,50,Pieces,20,1000,0,
595,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,26,1747,Exports,Mercerie,Marseille,Italie,75580,Livres,"3,5",264530,0,
596,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,27,1747,Exports,Merevillons,Marseille,Italie,43,Charges,15,645,0,
597,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,27,1747,Exports,Merevillons,Marseille,Italie,3900,Livres,"0,05",195,0,
598,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,27,1747,Exports,Meubles,Marseille,Italie,1,Valeur,100,100,0,
599,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,27,1747,Exports,Miel,Marseille,Italie,162456,Livres,"0,15",24368,"0,4",
600,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,27,1747,Exports,Millet,Marseille,Italie,16925,Livres,"0,125",2112,"3,63",Arrondi?
601,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,27,1747,Exports,Miny,Marseille,Italie,196,Livres,"0,2",39,"0,2",
602,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,27,1747,Exports,Miroirs,Marseille,Italie,700,Livres,"1,5",1050,0,
603,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,27,1747,Exports,Morüe seche,Marseille,Italie,36762,Livres,"0,15",5514,"0,3",
604,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,27,1747,Exports,Morüe verte,Marseille,Italie,31500,Livres,"0,25",7875,0,
605,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,27,1747,Exports,Mouchoirs de coton,Marseille,Italie,95,Pieces,16,1530,-10,Erreur de calcul
606,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,27,1747,Exports,Mouchoirs fil et coton,Marseille,Italie,135,Pieces,1,135,0,
607,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,27,1747,Exports,Mouchoirs d'indienne,Marseille,Italie,59,Pieces,24,1416,0,
608,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,27,1747,Exports,Mouchoirs de soye,Marseille,Italie,1574,Douzaines,28,44072,0,
609,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,27,1747,Exports,Moulin a caffé,Marseille,Italie,12,Douzaines,3,36,0,
610,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,27,1747,Exports,Mousseline,Marseille,Italie,234,Pieces,80,18720,0,
611,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,27,1747,Exports,Moutarde,Marseille,Italie,173,Livres,"0,3",51,"0,9",
612,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,27,1747,Exports,Noir de fumée,Marseille,Italie,750,Livres,"0,4",300,0,
613,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,27,1747,Exports,Noisettes,Marseille,Italie,"1,5",Charges,18,29,-2,Arrondi
614,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,27,1747,Exports,Noisettes,Marseille,Italie,14000,Livres,"0,06",840,0,
615,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,27,1747,Exports,Ocre,Marseille,Italie,11483,Livres,"0,1",1148,"0,3",
616,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,27,1747,Exports,Œufs,Marseille,Italie,3100,Nombre,"0,038",116,"0,25",
617,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,27,1747,Exports,Oignons,Marseille,Italie,15,Charges,10,150,0,
618,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,27,1747,Exports,Oignons,Marseille,Italie,300,Livres,"0,05",15,0,
619,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,28,1747,Exports,Oignons de fleurs,Marseille,Italie,145,Livres,"0,5",72,"0,5",
620,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,28,1747,Exports,Oignons de tubereuses,Marseille,Italie,50,Livres,"0,5",25,0,
621,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,28,1747,Exports,Olives,Marseille,Italie,19550,Livres,"0,15",2932,"0,5",
622,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,28,1747,Exports,Orges,Marseille,Italie,965,Charges,18,17370,0,
623,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,28,1747,Exports,Oüates,Marseille,Italie,650,Livres,"1,5",975,0,
624,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,28,1747,Exports,Oyes salées,Marseille,Italie,34,Livres,"1,5",51,0,
625,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,28,1747,Exports,Ozier,Marseille,Italie,1200,Livres,"0,1",120,0,
626,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,28,1747,Exports,Paniers d'espars,Marseille,Italie,600,Livres,"0,1",60,0,
627,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,28,1747,Exports,Panne en soye,Marseille,Italie,4510,Livres,16,72160,0,
628,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,28,1747,Exports,Papier a ecrire,Marseille,Italie,3827,Rames,6,22962,0,
629,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,28,1747,Exports,Parapluyes,Marseille,Italie,20,Douzaines,30,600,0,
630,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,28,1747,Exports,Parchemin,Marseille,Italie,150,Livres,"1,5",275,-50,Erreur de calcul
631,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,28,1747,Exports,Peaux d'aigneau en laine,Marseille,Italie,2350,Livres,"0,9",2115,0,
632,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,28,1747,Exports,Peaux de chameau en poil,Marseille,Italie,600,Livres,"0,15",90,0,
633,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,28,1747,Exports,Peaux de chamois,Marseille,Italie,5987,Livres,"1,25",7483,"0,75",
634,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,28,1747,Exports,Peaux de maroquin,Marseille,Italie,10105,Livres,"1,5",15157,"0,5",
635,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,28,1747,Exports,Peaux de mouton aprestées,Marseille,Italie,20,Douzaines,50,1000,0,
636,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,28,1747,Exports,Peaux de mouton aprestées,Marseille,Italie,36114,Livres,1,36114,0,
637,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,28,1747,Exports,Peaux de veau tannées,Marseille,Italie,55233,Livres,"0,9",49709,"0,7",
638,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,28,1747,Exports,Peignes de buis,Marseille,Italie,3645,Livres,"0,2",729,0,
639,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,28,1747,Exports,Pelleterie aprestées,Marseille,Italie,7027,Livres,"2,5",17567,"0,5",
640,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,28,1747,Exports,Pierres a eguiser,Marseille,Italie,2,Pieces,2,4,0,
641,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,28,1747,Exports,Pierres a fusils,Marseille,Italie,3350,Livres,"0,1",335,0,
642,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,29,1747,Exports,Pierre a huille,Marseille,Italie,60025,Livres,"0,25",15006,"0,25",
643,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,29,1747,Exports,Pierre ponce,Marseille,Italie,180,Livres,3,540,0,
644,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,29,1747,Exports,Pignons d'epine,Marseille,Italie,28563,Livres,"0,2",5712,"0,6",
645,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,29,1747,Exports,Pignons d'inde,Marseille,Italie,200,Livres,3,600,0,
646,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,29,1747,Exports,Pipes a fumer,Marseille,Italie,100,Grosses,3,300,0,
647,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,29,1747,Exports,piretre racine,Marseille,Italie,100,Livres,"0,2",20,0,
648,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,29,1747,Exports,Planches de sapin,Marseille,Italie,150,Douzaines,10,1500,0,
649,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,29,1747,Exports,Plomb en grenaille,Marseille,Italie,22096,Livres,"0,25",5424,100,Erreur de calcul
650,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,29,1747,Exports,Plomb en saumon,Marseille,Italie,175,Livres,"0,225",39,"0,38",
651,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,29,1747,Exports,Plumes a lit,Marseille,Italie,2200,Livres,"0,2",440,0,
652,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,29,1747,Exports,Poil de castor,Marseille,Italie,450,Livres,5,2250,0,
653,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,29,1747,Exports,Poil de chevre,Marseille,Italie,620,Livres,3,1860,0,
654,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,29,1747,Exports,Poissons frais,Marseille,Italie,162,Livres,"0,15",24,"0,3",
655,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,29,1747,Exports,Poissons salés,Marseille,Italie,36105,Livres,"0,2",7221,0,
656,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,29,1747,Exports,Poivre,Marseille,Italie,31356,Livres,"1,6",50169,"0,6",
657,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,29,1747,Exports,Poivre gerofflé,Marseille,Italie,550,Livres,2,1100,0,
658,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,29,1747,Exports,Poix raisine,Marseille,Italie,39236,Livres,"0,09",3531,"0,24",
659,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,29,1747,Exports,Pomade,Marseille,Italie,524,Livres,"0,5",262,0,
660,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,29,1747,Exports,Pommes,Marseille,Italie,3,Charges,18,54,0,
661,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,29,1747,Exports,Pommes,Marseille,Italie,3775,Livres,"0,06",226,"0,5",
662,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,29,1747,Exports,Poudre a canon,Marseille,Italie,261,Livres,1,261,0,
663,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,29,1747,Exports,Poudre a poudrer,Marseille,Italie,150,Livres,"0,35",52,"0,5",
664,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,29,1747,Exports,Poussiere d'encens,Marseille,Italie,2536,Livres,"0,2",507,"0,2",
665,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,29,1747,Exports,Prunes,Marseille,Italie,15849,Livres,"0,2",3169,"0,8",
666,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,30,1747,Exports,Quincaille de fer et acier,Marseille,Italie,106434,Livres,1,106434,0,
667,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,30,1747,Exports,Quinquina,Marseille,Italie,10481,Livres,4,41924,0,
668,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,30,1747,Exports,Racine de lizary,Marseille,Italie,234,Livres,"0,25",58,"0,5",
669,Requia,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1747,Local,30,1747,Exports,Raisins fraix,Marseille,Italie,1,Charges,7,7,0,
