numrodeligne,dataentryby,source,sourcepath,sourcetype,exportsimports,sheet,year,marchandises,direction,pays,quantit,quantity_unit,Droits unitaires,value,probleme,remarks
199,Anthony Rebours,2C635,"Local/Grenoble, Lyon & Valence/Grenoble – Entrées – 1726.csv",Local,Imports,14,1725-1726,Noyaux de noix,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"296,65",Quintaux,"0,250","0,00","0,00",Mesure d'origine livre
200,Anthony Rebours,2C635,"Local/Grenoble, Lyon & Valence/Grenoble – Entrées – 1726.csv",Local,Imports,14,1725-1726,Noyaux de noix,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"18,40",Quintaux,"0,250","0,00","0,00",Mesure d'origine livre
201,Anthony Rebours,2C635,"Local/Grenoble, Lyon & Valence/Grenoble – Entrées – 1726.csv",Local,Imports,14,1725-1726,Noyaux de noix,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"261,00",Livres,"0,000","0,00","0,00",Droits 5 % de la valeur
202,Anthony Rebours,2C635,"Local/Grenoble, Lyon & Valence/Grenoble – Entrées – 1726.csv",Local,Imports,14,1725-1726,Ouvrage de soye,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"14,00",Livres,"1,333","0,00","0,00",
203,Anthony Rebours,2C635,"Local/Grenoble, Lyon & Valence/Grenoble – Entrées – 1726.csv",Local,Imports,14,1725-1726,Œufs,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"750,00",Nombres,"0,001","0,00","0,00",Prix pour le cent
204,Anthony Rebours,2C635,"Local/Grenoble, Lyon & Valence/Grenoble – Entrées – 1726.csv",Local,Imports,15,1725-1726,Pierres a eguiser,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"7,45",Quintaux,"0,250","0,00","0,00",Mesure d'origine livre
205,Anthony Rebours,2C635,"Local/Grenoble, Lyon & Valence/Grenoble – Entrées – 1726.csv",Local,Imports,15,1725-1726,Pierres a eguiser,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"23,65",Quintaux,"0,875","0,00","0,00",Mesure d'origine livre
206,Anthony Rebours,2C635,"Local/Grenoble, Lyon & Valence/Grenoble – Entrées – 1726.csv",Local,Imports,15,1725-1726,Pierres a eguiser,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"1,50",Quintaux,"0,500","0,00","0,00",Mesure d'origine livre
207,Anthony Rebours,2C635,"Local/Grenoble, Lyon & Valence/Grenoble – Entrées – 1726.csv",Local,Imports,15,1725-1726,Pierres a eguiser,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"5,00",Quintaux,"0,500","0,00","0,00",Mesure d'origine livre
208,Anthony Rebours,2C635,"Local/Grenoble, Lyon & Valence/Grenoble – Entrées – 1726.csv",Local,Imports,15,1725-1726,Pierres a eguiser,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"3,26",Quintaux,"0,500","0,00","0,00",Mesure d'origine livre
209,Anthony Rebours,2C635,"Local/Grenoble, Lyon & Valence/Grenoble – Entrées – 1726.csv",Local,Imports,15,1725-1726,Pierre a batir,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"76,00",Milliers,"0,100","0,00","0,00",Prix pour le mil
210,Anthony Rebours,2C635,"Local/Grenoble, Lyon & Valence/Grenoble – Entrées – 1726.csv",Local,Imports,15,1725-1726,Pierre a faucher,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"4,80",Quintaux,"0,400","0,00","0,00",Mesure d'origine livre
211,Anthony Rebours,2C635,"Local/Grenoble, Lyon & Valence/Grenoble – Entrées – 1726.csv",Local,Imports,15,1725-1726,Pierres de tailles a effiler,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"0,10",Quintaux,"0,400","0,00","0,00",Mesure d'origine livre
212,Anthony Rebours,2C635,"Local/Grenoble, Lyon & Valence/Grenoble – Entrées – 1726.csv",Local,Imports,15,1725-1726,Poix blanche,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"1,25",Quintaux,"0,600","0,00","0,00",Mesure d'origine livre
213,Anthony Rebours,2C635,"Local/Grenoble, Lyon & Valence/Grenoble – Entrées – 1726.csv",Local,Imports,15,1725-1726,Poix blanche,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"2,00",Quintaux,"0,600","0,00","0,00",Mesure d'origine livre
214,Anthony Rebours,2C635,"Local/Grenoble, Lyon & Valence/Grenoble – Entrées – 1726.csv",Local,Imports,15,1725-1726,Poix raisine,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"16,76",Quintaux,"1,038","0,00","0,00",Mesure d'origine livre
215,Anthony Rebours,2C635,"Local/Grenoble, Lyon & Valence/Grenoble – Entrées – 1726.csv",Local,Imports,15,1725-1726,Poix raisine,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"0,40",Quintaux,"0,750","0,00","0,00",Mesure d'origine livre
216,Anthony Rebours,2C635,"Local/Grenoble, Lyon & Valence/Grenoble – Entrées – 1726.csv",Local,Imports,15,1725-1726,Poix etrangere,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"4,25",Quintaux,"0,600","0,00","0,00",Mesure d'origine livre
217,Anthony Rebours,2C635,"Local/Grenoble, Lyon & Valence/Grenoble – Entrées – 1726.csv",Local,Imports,15,1725-1726,Poix noire,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"2,50",Quintaux,"1,400","0,00","0,00",Mesure d'origine livre
218,Anthony Rebours,2C635,"Local/Grenoble, Lyon & Valence/Grenoble – Entrées – 1726.csv",Local,Imports,15,1725-1726,Peaux de mouton,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"18,00",Nombres,"0,000","0,00","0,00",Droits 2 livres 6 sous 8 deniers le quintal
219,Anthony Rebours,2C635,"Local/Grenoble, Lyon & Valence/Grenoble – Entrées – 1726.csv",Local,Imports,15,1725-1726,Peaux crues de mouton ,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"122,80",Quintaux,"0,450","0,00","0,00",Mesure d'origine livre
220,Anthony Rebours,2C635,"Local/Grenoble, Lyon & Valence/Grenoble – Entrées – 1726.csv",Local,Imports,15,1725-1726,Peau de veau habillées,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"3,25",Douzaines,"0,300","0,00","0,00",Droits 6 sous la douzaine
221,Anthony Rebours,2C635,"Local/Grenoble, Lyon & Valence/Grenoble – Entrées – 1726.csv",Local,Imports,15,1725-1726,Peau de veau passant par transit,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"6,00",Nombres,"1,000","0,00","0,00",Prix unitaire à la douzaine
222,Anthony Rebours,2C635,"Local/Grenoble, Lyon & Valence/Grenoble – Entrées – 1726.csv",Local,Imports,15,1725-1726,Peaux de brebis,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"15,00",Nombres,"0,113","0,00","0,00",Prix unitaire à la douzaine
223,Anthony Rebours,2C635,"Local/Grenoble, Lyon & Valence/Grenoble – Entrées – 1726.csv",Local,Imports,15,1725-1726,Peaux crues,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"9880,00",Nombres,"0,450","0,00","0,00",Prix unitaire à la douzaine
224,Anthony Rebours,2C635,"Local/Grenoble, Lyon & Valence/Grenoble – Entrées – 1726.csv",Local,Imports,15,1725-1726,Peaux de bouc,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"36,00",Nombres,"0,600","0,00","0,00",Prix unitaire à la douzaine
225,Anthony Rebours,2C635,"Local/Grenoble, Lyon & Valence/Grenoble – Entrées – 1726.csv",Local,Imports,15,1725-1726,Peaux de chamois,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"4,00",Nombres,"3,000","0,00","0,00",Prix unitaire à la douzaine
226,Anthony Rebours,2C635,"Local/Grenoble, Lyon & Valence/Grenoble – Entrées – 1726.csv",Local,Imports,15,1725-1726,Peaux pelleteries,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"3,06",Quintaux,"2,333","0,00","0,00",Mesure d'origine livre
227,Anthony Rebours,2C635,"Local/Grenoble, Lyon & Valence/Grenoble – Entrées – 1726.csv",Local,Imports,15,1725-1726,Peaux en poil,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"5,15",Quintaux,"2,333","0,00","0,00",Mesure d'origine livre
228,Anthony Rebours,2C635,"Local/Grenoble, Lyon & Valence/Grenoble – Entrées – 1726.csv",Local,Imports,15,1725-1726,Poil de chameau,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"17,75",Quintaux,"0,625","0,00","0,00",Mesure d'origine livre
229,Anthony Rebours,2C635,"Local/Grenoble, Lyon & Valence/Grenoble – Entrées – 1726.csv",Local,Imports,15,1725-1726,Poissons,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"19,00",Quintaux,"0,125","0,00","0,00",Mesure d'origine livre
230,Anthony Rebours,2C635,"Local/Grenoble, Lyon & Valence/Grenoble – Entrées – 1726.csv",Local,Imports,16,1725-1726,Poivre leger,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"0,29",Quintaux,"5,500","0,00","0,00",Mesure d'origine livre
231,Anthony Rebours,2C635,"Local/Grenoble, Lyon & Valence/Grenoble – Entrées – 1726.csv",Local,Imports,16,1725-1726,Poivre en grains,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"0,02",Quintaux,"0,700","0,00","0,00",Mesure d'origine livre
232,Anthony Rebours,2C635,"Local/Grenoble, Lyon & Valence/Grenoble – Entrées – 1726.csv",Local,Imports,16,1725-1726,Poudre a poudrer,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"30,00",Livres,"0,008","0,00","0,00",
233,Anthony Rebours,2C635,"Local/Grenoble, Lyon & Valence/Grenoble – Entrées – 1726.csv",Local,Imports,16,1725-1726,Plombs a tirer,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"15,00",Livres,"0,500","0,00","0,00",
234,Anthony Rebours,2C635,"Local/Grenoble, Lyon & Valence/Grenoble – Entrées – 1726.csv",Local,Imports,16,1725-1726,Planches de sapin,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"334,00",Livres,"0,000","0,00","0,00",Droits a 5 sous le pourcentage
235,Anthony Rebours,2C635,"Local/Grenoble, Lyon & Valence/Grenoble – Entrées – 1726.csv",Local,Imports,16,1725-1726,Planches de sapin,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"48,00",Livres,"0,000","0,00","0,00",Droits 2 livres et 10 sous le pourcentage
236,Anthony Rebours,2C635,"Local/Grenoble, Lyon & Valence/Grenoble – Entrées – 1726.csv",Local,Imports,16,1725-1726,Pots de terre,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"76000,00",Nombres,"0,100","0,00","0,00",
237,Anthony Rebours,2C635,"Local/Grenoble, Lyon & Valence/Grenoble – Entrées – 1726.csv",Local,Imports,16,1725-1726,Quincaillerie,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"23,10",Quintaux,"2,000","0,00","0,00",Mesure d'origine livre
238,Anthony Rebours,2C635,"Local/Grenoble, Lyon & Valence/Grenoble – Entrées – 1726.csv",Local,Imports,16,1725-1726,Quincaillerie,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"23,70",Quintaux,"2,000","0,00","0,00",Mesure d'origine livre
239,Anthony Rebours,2C635,"Local/Grenoble, Lyon & Valence/Grenoble – Entrées – 1726.csv",Local,Imports,16,1725-1726,Quincaillerie,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"1,12",Quintaux,"2,000","0,00","0,00",Mesure d'origine livre
240,Anthony Rebours,2C635,"Local/Grenoble, Lyon & Valence/Grenoble – Entrées – 1726.csv",Local,Imports,16,1725-1726,Quincaillerie,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"17,85",Quintaux,"2,000","0,00","0,00",Mesure d'origine livre
241,Anthony Rebours,2C635,"Local/Grenoble, Lyon & Valence/Grenoble – Entrées – 1726.csv",Local,Imports,16,1725-1726,Quincaillerie,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"0,25",Quintaux,"2,000","0,00","0,00",Mesure d'origine livre
242,Anthony Rebours,2C635,"Local/Grenoble, Lyon & Valence/Grenoble – Entrées – 1726.csv",Local,Imports,17,1725-1726,Ris,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"352,60",Quintaux,"0,333","0,00","0,00",Mesure d'origine livre
243,Anthony Rebours,2C635,"Local/Grenoble, Lyon & Valence/Grenoble – Entrées – 1726.csv",Local,Imports,17,1725-1726,Ris,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"276,30",Quintaux,"0,333","0,00","0,00",Mesure d'origine livre
244,Anthony Rebours,2C635,"Local/Grenoble, Lyon & Valence/Grenoble – Entrées – 1726.csv",Local,Imports,17,1725-1726,Ris,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"21,70",Quintaux,"0,333","0,00","0,00",Mesure d'origine livre
245,Anthony Rebours,2C635,"Local/Grenoble, Lyon & Valence/Grenoble – Entrées – 1726.csv",Local,Imports,17,1725-1726,Ris,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"3,25",Quintaux,"0,333","0,00","0,00",Mesure d'origine livre
246,Anthony Rebours,2C635,"Local/Grenoble, Lyon & Valence/Grenoble – Entrées – 1726.csv",Local,Imports,17,1725-1726,Ris,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"2,00",Quintaux,"1,038","0,00","0,00",Mesure d'origine livre
247,Anthony Rebours,2C635,"Local/Grenoble, Lyon & Valence/Grenoble – Entrées – 1726.csv",Local,Imports,17,1725-1726,Ris,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"7,50",Quintaux,"1,783","0,00","0,00",Mesure d'origine livre
248,Anthony Rebours,2C635,"Local/Grenoble, Lyon & Valence/Grenoble – Entrées – 1726.csv",Local,Imports,17,1725-1726,Ris,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"27,50",Quintaux,"0,700","0,00","0,00",Mesure d'origine livre
249,Anthony Rebours,2C635,"Local/Grenoble, Lyon & Valence/Grenoble – Entrées – 1726.csv",Local,Imports,17,1725-1726,Ris,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"29,97",Quintaux,"0,700","0,00","0,00",Mesure d'origine livre
250,Anthony Rebours,2C635,"Local/Grenoble, Lyon & Valence/Grenoble – Entrées – 1726.csv",Local,Imports,17,1725-1726,Ris,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"595,16",Quintaux,"0,175","0,00","0,00",Mesure d'origine livre
251,Anthony Rebours,2C635,"Local/Grenoble, Lyon & Valence/Grenoble – Entrées – 1726.csv",Local,Imports,17,1725-1726,Ris,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"1,00",Quintaux,"0,700","0,00","0,00",Mesure d'origine livre
252,Anthony Rebours,2C635,"Local/Grenoble, Lyon & Valence/Grenoble – Entrées – 1726.csv",Local,Imports,17,1725-1726,Ris,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"78,80",Quintaux,"0,333","0,00","0,00",Mesure d'origine livre
253,Anthony Rebours,2C635,"Local/Grenoble, Lyon & Valence/Grenoble – Entrées – 1726.csv",Local,Imports,17,1725-1726,Ris,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"602,96",Quintaux,"1,038","0,00","0,00",Mesure d'origine livre
254,Anthony Rebours,2C635,"Local/Grenoble, Lyon & Valence/Grenoble – Entrées – 1726.csv",Local,Imports,17,1725-1726,Rossoly de Thurin,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"0,24",Quintaux,"0,800","0,00","0,00",Mesure d'origine livre
255,Anthony Rebours,2C635,"Local/Grenoble, Lyon & Valence/Grenoble – Entrées – 1726.csv",Local,Imports,17,1725-1726,Raisins,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"1,00",Quintaux,"0,400","0,00","0,00",Mesure d'origine livre
256,Anthony Rebours,2C635,"Local/Grenoble, Lyon & Valence/Grenoble – Entrées – 1726.csv",Local,Imports,17,1725-1726,Ratine,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"0,14",Quintaux,"5,000","0,00","0,00",Mesure d'origine livre
257,Anthony Rebours,2C635,"Local/Grenoble, Lyon & Valence/Grenoble – Entrées – 1726.csv",Local,Imports,17,1725-1726,Rognures de peaux,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"1,50",Quintaux,"0,200","0,00","0,00",Mesure d'origine livre
258,Anthony Rebours,2C635,"Local/Grenoble, Lyon & Valence/Grenoble – Entrées – 1726.csv",Local,Imports,18,1725-1726,Sucres et confitures,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"8,81",Quintaux,"3,113","0,00","0,00",Mesure d'origine livre
259,Anthony Rebours,2C635,"Local/Grenoble, Lyon & Valence/Grenoble – Entrées – 1726.csv",Local,Imports,18,1725-1726,Sucre noix,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"0,62",Quintaux,"4,000","0,00","0,00",Mesure d'origine livre
260,Anthony Rebours,2C635,"Local/Grenoble, Lyon & Valence/Grenoble – Entrées – 1726.csv",Local,Imports,18,1725-1726,Sucre en pain,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"0,02",Quintaux,"22,800","0,00","0,00",Mesure d'origine livre
261,Anthony Rebours,2C635,"Local/Grenoble, Lyon & Valence/Grenoble – Entrées – 1726.csv",Local,Imports,18,1725-1726,Suif,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"11,70",Quintaux,"0,500","0,00","0,00",Mesure d'origine livre
262,Anthony Rebours,2C635,"Local/Grenoble, Lyon & Valence/Grenoble – Entrées – 1726.csv",Local,Imports,18,1725-1726,Suif,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"1,45",Quintaux,"1,250","0,00","0,00",Mesure d'origine livre
263,Anthony Rebours,2C635,"Local/Grenoble, Lyon & Valence/Grenoble – Entrées – 1726.csv",Local,Imports,18,1725-1726,Suifs et graisses,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"1,00",Quintaux,"1,038","0,00","0,00",Mesure d'origine livre
264,Anthony Rebours,2C635,"Local/Grenoble, Lyon & Valence/Grenoble – Entrées – 1726.csv",Local,Imports,18,1725-1726,Soyes,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"0,03",Quintaux,"1,250","0,00","0,00",Mesure d'origine livre
265,Anthony Rebours,2C635,"Local/Grenoble, Lyon & Valence/Grenoble – Entrées – 1726.csv",Local,Imports,18,1725-1726,Soye de porc etrangere,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"0,20",Quintaux,"10,000","0,00","0,00",Mesure d'origine livre
266,Anthony Rebours,2C635,"Local/Grenoble, Lyon & Valence/Grenoble – Entrées – 1726.csv",Local,Imports,18,1725-1726,Serges du pays,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"11,00",Cannes,"0,050","0,00","0,00",
267,Anthony Rebours,2C635,"Local/Grenoble, Lyon & Valence/Grenoble – Entrées – 1726.csv",Local,Imports,18,1725-1726,Serges de Savoye,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"1,00",Pièces,"0,150","0,00","0,00",
268,Anthony Rebours,2C635,"Local/Grenoble, Lyon & Valence/Grenoble – Entrées – 1726.csv",Local,Imports,18,1725-1726,Savon,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"0,15",Quintaux,"7,000","0,00","0,00",Mesure d'origine livre
269,Anthony Rebours,2C635,"Local/Grenoble, Lyon & Valence/Grenoble – Entrées – 1726.csv",Local,Imports,18,1725-1726,Savon,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"0,15",Quintaux,"7,000","0,00","0,00",Mesure d'origine livre
270,Anthony Rebours,2C635,"Local/Grenoble, Lyon & Valence/Grenoble – Entrées – 1726.csv",Local,Imports,18,1725-1726,Sardines,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"26,00",Barils,"0,075","0,00","0,00",
271,Anthony Rebours,2C635,"Local/Grenoble, Lyon & Valence/Grenoble – Entrées – 1726.csv",Local,Imports,18,1725-1726,Sceaux de bois,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"187,50",Douzaines,"0,100","0,00","0,00",
272,Anthony Rebours,2C635,"Local/Grenoble, Lyon & Valence/Grenoble – Entrées – 1726.csv",Local,Imports,18,1725-1726,Souffre,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"0,15",Quintaux,"0,950","0,00","0,00",Mesure d'origine livre
273,Anthony Rebours,2C635,"Local/Grenoble, Lyon & Valence/Grenoble – Entrées – 1726.csv",Local,Imports,18,1725-1726,Seil de bois,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"25,00",Douzaines,"0,025","0,00","0,00",doute sur la marchandise
274,Anthony Rebours,2C635,"Local/Grenoble, Lyon & Valence/Grenoble – Entrées – 1726.csv",Local,Imports,19,1725-1726,Toilles,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"321,50",Livres,"2,075","0,00","0,00",
275,Anthony Rebours,2C635,"Local/Grenoble, Lyon & Valence/Grenoble – Entrées – 1726.csv",Local,Imports,19,1725-1726,Toilles de toute sorte,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"4,00",Pièces,"0,750","0,00","0,00",
276,Anthony Rebours,2C635,"Local/Grenoble, Lyon & Valence/Grenoble – Entrées – 1726.csv",Local,Imports,19,1725-1726,Toilles,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"0,20",Quintaux,"1,750","0,00","0,00",Mesure d'origine livre
277,Anthony Rebours,2C635,"Local/Grenoble, Lyon & Valence/Grenoble – Entrées – 1726.csv",Local,Imports,19,1725-1726,Toilles de Piemont,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"30,00",Pièces,"0,350","0,00","0,00",
278,Anthony Rebours,2C635,"Local/Grenoble, Lyon & Valence/Grenoble – Entrées – 1726.csv",Local,Imports,19,1725-1726,Toilles d'Allemagne,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"1,50",Pièces,"0,400","0,00","0,00",
279,Anthony Rebours,2C635,"Local/Grenoble, Lyon & Valence/Grenoble – Entrées – 1726.csv",Local,Imports,19,1725-1726,Toilles de chanvre,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"11,00",Aunes,"0,000","0,00","0,00",Droits 4 livres la pièce
280,Anthony Rebours,2C635,"Local/Grenoble, Lyon & Valence/Grenoble – Entrées – 1726.csv",Local,Imports,19,1725-1726,Toille d'etoupe,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"0,20",Quintaux,"4,000","0,00","0,00",Mesure d'origine livre
281,Anthony Rebours,2C635,"Local/Grenoble, Lyon & Valence/Grenoble – Entrées – 1726.csv",Local,Imports,19,1725-1726,Therebantines,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"0,25",Quintaux,"1,225","0,00","0,00",Mesure d'origine livre
282,Anthony Rebours,2C635,"Local/Grenoble, Lyon & Valence/Grenoble – Entrées – 1726.csv",Local,Imports,19,1725-1726,Therebantines,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"1,00",Quintaux,"1,225","0,00","0,00",Mesure d'origine livre
283,Anthony Rebours,2C635,"Local/Grenoble, Lyon & Valence/Grenoble – Entrées – 1726.csv",Local,Imports,19,1725-1726,Tableaux,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"8,00",Livres,"1,000","0,00","0,00",
284,Anthony Rebours,2C635,"Local/Grenoble, Lyon & Valence/Grenoble – Entrées – 1726.csv",Local,Imports,19,1725-1726,Thé,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"0,13",Quintaux,"22,800","0,00","0,00",Mesure d'origine livre
285,Anthony Rebours,2C635,"Local/Grenoble, Lyon & Valence/Grenoble – Entrées – 1726.csv",Local,Imports,19,1725-1726,Terrailles communes,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"12,00",Quintaux,"0,125","0,00","0,00",Mesure d'origine livre
286,Anthony Rebours,2C635,"Local/Grenoble, Lyon & Valence/Grenoble – Entrées – 1726.csv",Local,Imports,20,1725-1726,Vins,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"58,75",Charges,"3,000","0,00","0,00",
287,Anthony Rebours,2C635,"Local/Grenoble, Lyon & Valence/Grenoble – Entrées – 1726.csv",Local,Imports,20,1725-1726,Vins,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"0,38",Quintaux,"0,500","0,00","0,00",Prix unitaire au quintal
288,Anthony Rebours,2C635,"Local/Grenoble, Lyon & Valence/Grenoble – Entrées – 1726.csv",Local,Imports,20,1725-1726,Vins,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"20,00",Saumes,"0,500","0,00","0,00",Prix unitaire au quintal
289,Anthony Rebours,2C635,"Local/Grenoble, Lyon & Valence/Grenoble – Entrées – 1726.csv",Local,Imports,20,1725-1726,Vins,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"58,00",Saumes,"0,500","0,00","0,00",Prix unitaire au quintal
290,Anthony Rebours,2C635,"Local/Grenoble, Lyon & Valence/Grenoble – Entrées – 1726.csv",Local,Imports,20,1725-1726,Vins,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"22,50",Saumes,"0,500","0,00","0,00",Prix unitaire au quintal
291,Anthony Rebours,2C635,"Local/Grenoble, Lyon & Valence/Grenoble – Entrées – 1726.csv",Local,Imports,20,1725-1726,Vins,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"19,00",Septiers,"0,250","0,00","0,00",
292,Anthony Rebours,2C635,"Local/Grenoble, Lyon & Valence/Grenoble – Entrées – 1726.csv",Local,Imports,20,1725-1726,Vins,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"2,00",Charges,"0,000","0,00","0,00",Droits 10 sous le quintal
293,Anthony Rebours,2C635,"Local/Grenoble, Lyon & Valence/Grenoble – Entrées – 1726.csv",Local,Imports,20,1725-1726,Vin et vinaigre,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"16,00",Barraux,"0,200","0,00","0,00",
294,Anthony Rebours,2C635,"Local/Grenoble, Lyon & Valence/Grenoble – Entrées – 1726.csv",Local,Imports,20,1725-1726,Verre a boire,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"0,40",Quintaux,"10,000","0,00","0,00",Mesure d'origine livre
295,Anthony Rebours,2C635,"Local/Grenoble, Lyon & Valence/Grenoble – Entrées – 1726.csv",Local,Imports,20,1725-1726,Verre a boire,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"1,85",Quintaux,"1,500","0,00","0,00",Mesure d'origine livre
296,Anthony Rebours,2C635,"Local/Grenoble, Lyon & Valence/Grenoble – Entrées – 1726.csv",Local,Imports,20,1725-1726,Verre d'allemagne,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"3,10",Quintaux,"10,000","0,00","0,00",Mesure d'origine livre
297,Anthony Rebours,2C635,"Local/Grenoble, Lyon & Valence/Grenoble – Entrées – 1726.csv",Local,Imports,20,1725-1726,Verre en bouteille,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"0,70",Charrette,"0,600","0,00","0,00",
