numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,value,quantit,quantity_unit,prix_unitaire,problème,remarks,doubleaccounts
243,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",10,cuirs ; de vache ; en poil,Suisse et Genève,1920,160,pièces,12,0,,0
244,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",10,cuirs ; de vaches ; tannés,Suisse et Genève,72,4,pièces,18,0,,0
245,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",10,cuivre ; vieux,Suisse et Genève,791,791,Livres,1,0,,0
246,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",10,culotte ; de peau,Suisse et Genève,180,30,paires,6,0,,0
247,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",10,dentelle ; commune,Suisse et Genève,500,50,Livres,10,0,,0
248,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",10,Dorure ; fausse,Suisse et Genève,1280,64,Livres,20,0,,0
249,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",10,Dorure ; fine,Suisse et Genève,48300,402.5,Livres,120,0,,0
250,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",10,Draperie ; ecarlate,Suisse et Genève,4512,376,Livres,12,0,,0
251,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",10,Draperie ; ordinaire,Suisse et Genève,291321,32369,Livres,9,0,,0
252,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",10,Draperie ; petite,Suisse et Genève,67575,22525,Livres,3,0,,0
253,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",10,Droguerie,Suisse et Genève,18956,,en valeur,0,,,0
254,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",11,droguet ; fil et laine,Suisse et Genève,16,8,Livres,2,0,,0
255,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",11,eau ; de senteur,Suisse et Genève,412,206,Livres,2,0,,0
256,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",11,eau de vie,Suisse et Genève,10237.5,1575,barriques,650,0,,0
257,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",11,eau de vie,Suisse et Genève,5922.8,14807,Livres,4,0,,0
258,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",11,ecaille ; de tortüe,Suisse et Genève,87.5,57,Livres,15,2,erreur de multiplication du copiste,0
259,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",11,encens,Suisse et Genève,412.5,550,Livres,75,0,,0
260,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",11,esprit ; de vin,Suisse et Genève,52.8,88,Livres,6,0,,0
261,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",11,etaing ; ouvré,Suisse et Genève,61.2,51,Livres,12,0,,0
262,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",11,etaing ; vieux,Suisse et Genève,7.2,12,Livres,6,0,,0
263,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",11,etamine ; de laine,Suisse et Genève,664,166,Livres,4,0,,0
264,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",11,Etoffe ; or et argent,Suisse et Genève,39720,496.5,Livres,80,0,,0
265,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",11,Etoffe ; de soye,Suisse et Genève,377187.5,754375,Livres,50,0,,0
266,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",11,Etoffe ; my soye,Suisse et Genève,30420,1521,Livres,20,0,,0
267,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",11,faulx ; a faucher,Suisse et Genève,1.5,6,Livres,25,0,,0
268,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",11,fayence ; en vaiselle,Suisse et Genève,570,114,douzaines,5,0,,0
269,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",11,fayence ; en vaiselle,Suisse et Genève,280,560,Livres,.5,0,,0
270,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",11,fer ; ouvré,Suisse et Genève,6,30,Livres,.2,0,,0
271,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",11,fer ; vieux,Suisse et Genève,24.3,486,Livres,5,0,,0
272,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",11,figues,Suisse et Genève,2.4,16,Livres,15,0,,0
273,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",11,fil ; blanc,Suisse et Genève,543.5,361,Livres,15,2,erreur de multiplication du copiste,0
274,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",11,fil ; de chanvre,Suisse et Genève,25,50,Livres,.5,0,,0
275,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",11,fil ; de chevre,Suisse et Genève,932,233,Livres,4,0,,0
276,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",11,fleuret,Suisse et Genève,154,22,Livres,7,0,,0
277,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",11,foin,Suisse et Genève,208,26,charretées,8,0,,0
278,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",11,fromage,Suisse et Genève,18378.75,73515,Livres,25,0,,0
279,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",11,fromage ; de chevre,Suisse et Genève,1227.9,4093,douzaines,18,-61395,erreur de multiplication du copiste,0
280,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",11,fruit ; sec,Suisse et Genève,175.5,1170,Livres,15,0,,0
281,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",11,futaillerie ; grossiere,Suisse et Genève,97.84999999999999,6525,grosses,15,-3,arrondi,0
282,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",11,futaillerie ; grossiere,Suisse et Genève,83.5,835,Livres,1,0,,0
283,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",11,gallet ; de Levant,Suisse et Genève,14340,17925,Livres,.8,0,,0
284,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",11,Gallon ; d'argent,Suisse et Genève,240,2,Livres,120,0,,0
285,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",11,gaze ; de soye,Suisse et Genève,3187.5,6375,Livres,50,0,,0
286,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",12,gingembre,Suisse et Genève,2822.85,6273,Livres,45,0,,0
287,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",12,graine ; de chanvre,Suisse et Genève,146.25,65,mesures,225,0,,0
288,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",12,graine ; de chanvre,Suisse et Genève,70,70,setiers,1,0,,0
289,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",12,graine ; de chanvre,Suisse et Genève,150,600,Livres,.25,0,,0
290,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",12,graine ; de fenoüil,Suisse et Genève,354,354,Livres,1,0,,0
291,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",12,graine ; de jardin,Suisse et Genève,1278,1278,Livres,1,0,,0
292,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",12,graine ; de luzerne,Suisse et Genève,70,140,Livres,.5,0,,0
293,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",12,graine ; de murier,Suisse et Genève,16.5,22,Livres,75,0,,0
294,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",12,grives,Suisse et Genève,12,4,douzaines,3,0,,0
295,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",12,grossil,Suisse et Genève,1.25,25,barril,5,0,,0
296,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",12,hardes ; vieilles,Suisse et Genève,168,,en valeur,0,,1 quart de barril,0
297,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",12,horloge ; neuf,Suisse et Genève,30,1,pièce,30,0,,0
298,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",12,huile ; de noix,Suisse et Genève,66.5,190,Livres,35,0,,0
299,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",12,huille ; d'olive,Suisse et Genève,20544.3,45654,Livres,45,0,,0
300,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",12,huille ; de poisson,Suisse et Genève,4435.5,14785,Livres,3,0,,0
301,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",12,images ; peintes,Suisse et Genève,80,80,Livres,1,0,,0
302,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",12,indigo,Suisse et Genève,28415,5683,Livres,5,0,,0
303,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",12,jus ; de citron,Suisse et Genève,366,4880,Livres,.075,0,7 livres 10 sous les cent livres,0
304,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",12,laine ; de chevron,Suisse et Genève,49.8,249,Livres,2,0,20 livres les 100 livres poid,0
305,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",12,laine ; filée,Suisse et Genève,8.75,25,Livres,35,0,35 livres les 100 livres poid,0
306,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",12,laine ; du Levant,Suisse et Genève,2581.8,8606,Livres,3,0,30 livres les 100 livres poid,0
307,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",12,lampes ; de terre,Suisse et Genève,2.4,12,Livres,2,0,,0
308,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",12,liège ; en planche,Suisse et Genève,12,80,Livres,.15,0,,0
309,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",12,linge ; vieux,Suisse et Genève,4,16,Livres,.25,0,,0
310,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",12,liqueurs,Suisse et Genève,1213,2426,Livres,.5,0,,0
311,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",12,liziere ; de drap,Suisse et Genève,110,110,Livres,1,0,,0
312,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",12,mercerie ; ordinaire,Suisse et Genève,33248,8312,Livres,4,0,,0
313,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",12,Mercerie et quincaille,Suisse et Genève,180338.25,,en valeur,0,,,0
314,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",12,merles,Suisse et Genève,4,4,douzaines,1,0,,0
315,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",12,metail ; de fonte,Suisse et Genève,300,200,Livres,1.5,0,,0
316,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",12,meuble ; vieux,Suisse et Genève,275,,en valeur,0,,,0
317,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",13,Meules ; de moulin,Suisse et Genève,200,4,Livres,50,0,de 5 pieds de diametre,0
318,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",13,Miel,Suisse et Genève,1245,4150,Livres,.3,0,,0
319,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",13,mouchoirs ; fil et coton,Suisse et Genève,5,1,douzaine,5,0,,0
320,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",13,mousseline,Suisse et Genève,480,8,Livres,60,0,,0
321,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",13,moutons,Suisse et Genève,855,114,pièces,7.5,0,,0
322,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",13,nipes,Suisse et Genève,18723,,en valeur,0,,,0
323,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",13,noix,Suisse et Genève,6,2,muids,3,0,,0
324,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",13,noix,Suisse et Genève,60,300,Livres,.2,0,,0
325,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",13,œufs,Suisse et Genève,619.35,24775,Livres,25,-2,arrondi,0
326,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",13,olives,Suisse et Genève,3.2,16,Livres,2,0,,0
327,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",13,orseille,Suisse et Genève,338,845,Livres,.4,0,,0
328,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",13,ouvrage ; de fleuret,Suisse et Genève,330,33,Livres,10,0,,0
329,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",13,paille,Suisse et Genève,20,4,charretées,5,0,,0
330,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",13,panne ; d'Amiens,Suisse et Genève,150,20,Livres,5.5,40,erreur de multiplication du copiste,0
331,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",13,papier ; blanc,Suisse et Genève,2422.5,3230,Livres,75,0,,0
332,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",13,papier ; gris cassé,Suisse et Genève,24562.5,98250,Livres,25,0,,0
333,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",13,pastel,Suisse et Genève,500,500,Livres,1,0,,0
334,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",13,peaux ; de chevre ; en poil,Suisse et Genève,630,52.5,douzaines,12,0,,0
335,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",13,peaux ; de chevreau,Suisse et Genève,90,7.5,douzaines,12,0,,0
336,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",13,peaux ; de lievre ; crües,Suisse et Genève,8585,8585,Livres,1,0,,0
337,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",13,peaux ; de loup cervier,Suisse et Genève,186,31,peaux,6,0,,0
338,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",13,peaux ; de mouton ; en laine,Suisse et Genève,168,14,douzaines,12,0,,0
339,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",13,peaux ; dours,Suisse et Genève,310,31,pièces,10,0,,0
340,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",13,peaux ; de parchemin,Suisse et Genève,195,195,Livres,1,0,,0
341,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",13,peaux ; de renard,Suisse et Genève,250,250,Livres,1,0,,0
342,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",13,peaux ; de sauvagines,Suisse et Genève,4,4,livres,1,0,,0
343,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",13,peu ; de veau ; en poil,Suisse et Genève,696,58,douzaines,12,0,,0
344,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",13,pelleterie ; aprestée,Suisse et Genève,4180,4180,Livres,1,0,,0
345,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",13,pelleterie ; crüe,Suisse et Genève,2185,4370,Livres,.5,0,,0
346,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",14,Perdrix,Suisse et Genève,37,37,pièces,1,0,,0
347,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",14,Perruques ; en laine,Suisse et Genève,18,12,pièces,1.5,0,,0
348,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",14,pistaches,Suisse et Genève,110.4,184,Livres,6,0,,0
349,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",14,planches ; de sapin,Suisse et Genève,12,12,Livres,1,0,,0
350,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",14,plumes ; d'oye,Suisse et Genève,2187.6,1823,Livres,12,0,,0
351,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",14,poils ; de chameau,Suisse et Genève,5103,1458,Livres,3.5,0,,0
352,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",14,poisson ; salle,Suisse et Genève,18,36,Livres,.5,0,,0
353,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",14,poix ; raisine,Suisse et Genève,66.25,265,Livres,25,0,,0
354,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",14,porcs ; gras,Suisse et Genève,31520,788,pièces,40,0,,0
355,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",14,porcelets,Suisse et Genève,127,127,pièces,1,0,,0
356,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",14,potterie ; de terre,Suisse et Genève,1188,99,charges,12,0,,0
357,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",14,potterie ; de terre,Suisse et Genève,2396,1198,douzaines,2,0,,0
358,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",14,potterie ; de terre,Suisse et Genève,5,50,Livres,.1,0,,0
359,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",14,poudre ; de senteur,Suisse et Genève,6.75,27,Livres,25,0,,0
360,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",14,provision ; de bouche,Suisse et Genève,38242,,en valeur,0,,,0
361,Loïc,BM Lyon ms 1490,"Local/Grenoble, Lyon & Valence/Lyon Sorties 1752.csv",Local,1752,Exports,"Lyon, Grenoble et Valence",14,quincaille ; d'acier,Suisse et Genève,18,18,Livres,1,0,,0
