numrodeligne,dataentryby,source,sourcepath,sourcetype,exportsimports,sheet,year,marchandises,direction,pays,quantit,quantity_unit,Droits unitaires,value,probleme,remarks
189,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,13,1726 – 1725 à 1726,Meullardes,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,17,Pièces,"0,8",0,0,
190,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,13,1726 – 1725 à 1726,Mortiers de marbre,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,1,Pièces,"0,1",0,0,
191,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,13,1726 – 1725 à 1726,Meules a taillandier,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,33,Pièces,"0,125",0,0,
192,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,13,1726 – 1725 à 1726,Meules a taillandier,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,6,Pièces,"0,125",0,0,
193,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,13,1726 – 1725 à 1726,Mitraille,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"0,75",Quintaux,1,0,0,
194,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,14,1726 – 1725 à 1726,Noix mondées,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"32,25",Quintaux,"0,1",0,0,Mesure d'origine livre
195,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,14,1726 – 1725 à 1726,Noix mondées,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"6,35",Quintaux,"0,1",0,0,Mesure d'origine livre
196,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,14,1726 – 1725 à 1726,Noix mondées,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"29,95",Quintaux,"0,1",0,0,Mesure d'origine livre
197,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,14,1726 – 1725 à 1726,Noix en coquilles,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,,,0,0,0,Aucun chiffres
198,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,14,1726 – 1725 à 1726,Noix en coquilles,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"0,5",Muids,"0,25",0,0,
199,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,14,1726 – 1725 à 1726,Noyaux de noix,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"296,65",Quintaux,"0,25",0,0,Mesure d'origine livre
200,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,14,1726 – 1725 à 1726,Noyaux de noix,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"18,4",Quintaux,"0,25",0,0,Mesure d'origine livre
201,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,14,1726 – 1725 à 1726,Noyaux de noix,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,261,Livres,0,0,0,Droits 5 % de la valeur
202,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,14,1726 – 1725 à 1726,Ouvrage de soye,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,14,Livres,"1,333",0,0,
203,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,14,1726 – 1725 à 1726,Œufs,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,750,Nombres,"0,001",0,0,Prix pour le cent
204,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,15,1726 – 1725 à 1726,Pierres a eguiser,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"7,45",Quintaux,"0,25",0,0,Mesure d'origine livre
205,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,15,1726 – 1725 à 1726,Pierres a eguiser,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"23,65",Quintaux,"0,875",0,0,Mesure d'origine livre
206,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,15,1726 – 1725 à 1726,Pierres a eguiser,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"1,5",Quintaux,"0,5",0,0,Mesure d'origine livre
207,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,15,1726 – 1725 à 1726,Pierres a eguiser,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,5,Quintaux,"0,5",0,0,Mesure d'origine livre
208,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,15,1726 – 1725 à 1726,Pierres a eguiser,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"3,26",Quintaux,"0,5",0,0,Mesure d'origine livre
209,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,15,1726 – 1725 à 1726,Pierre a batir,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,76,Milliers,"0,1",0,0,Prix pour le mil
210,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,15,1726 – 1725 à 1726,Pierre a faucher,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"4,8",Quintaux,"0,4",0,0,Mesure d'origine livre
211,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,15,1726 – 1725 à 1726,Pierres de tailles a effiler,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"0,1",Quintaux,"0,4",0,0,Mesure d'origine livre
212,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,15,1726 – 1725 à 1726,Poix blanche,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"1,25",Quintaux,"0,6",0,0,Mesure d'origine livre
213,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,15,1726 – 1725 à 1726,Poix blanche,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,2,Quintaux,"0,6",0,0,Mesure d'origine livre
214,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,15,1726 – 1725 à 1726,Poix raisine,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"16,76",Quintaux,"1,038",0,0,Mesure d'origine livre
215,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,15,1726 – 1725 à 1726,Poix raisine,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"0,4",Quintaux,"0,75",0,0,Mesure d'origine livre
216,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,15,1726 – 1725 à 1726,Poix etrangere,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"4,25",Quintaux,"0,6",0,0,Mesure d'origine livre
217,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,15,1726 – 1725 à 1726,Poix noire,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"2,5",Quintaux,"1,4",0,0,Mesure d'origine livre
218,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,15,1726 – 1725 à 1726,Peaux de mouton,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,18,Nombres,0,0,0,Droits 2 livres 6 sous 8 deniers le quintal
219,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,15,1726 – 1725 à 1726,Peaux crues de mouton ,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"122,8",Quintaux,"0,45",0,0,Mesure d'origine livre
220,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,15,1726 – 1725 à 1726,Peau de veau habillées,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"3,25",Douzaines,"0,3",0,0,Droits 6 sous la douzaine
221,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,15,1726 – 1725 à 1726,Peau de veau passant par transit,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,6,Nombres,1,0,0,Prix unitaire à la douzaine
222,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,15,1726 – 1725 à 1726,Peaux de brebis,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,15,Nombres,"0,113",0,0,Prix unitaire à la douzaine
223,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,15,1726 – 1725 à 1726,Peaux crues,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,9880,Nombres,"0,45",0,0,Prix unitaire à la douzaine
224,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,15,1726 – 1725 à 1726,Peaux de bouc,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,36,Nombres,"0,6",0,0,Prix unitaire à la douzaine
225,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,15,1726 – 1725 à 1726,Peaux de chamois,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,4,Nombres,3,0,0,Prix unitaire à la douzaine
226,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,15,1726 – 1725 à 1726,Peaux pelleteries,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"3,06",Quintaux,"2,333",0,0,Mesure d'origine livre
227,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,15,1726 – 1725 à 1726,Peaux en poil,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"5,15",Quintaux,"2,333",0,0,Mesure d'origine livre
228,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,15,1726 – 1725 à 1726,Poil de chameau,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"17,75",Quintaux,"0,625",0,0,Mesure d'origine livre
229,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,15,1726 – 1725 à 1726,Poissons,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,19,Quintaux,"0,125",0,0,Mesure d'origine livre
230,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,16,1726 – 1725 à 1726,Poivre leger,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"0,29",Quintaux,"5,5",0,0,Mesure d'origine livre
231,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,16,1726 – 1725 à 1726,Poivre en grains,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"0,02",Quintaux,"0,7",0,0,Mesure d'origine livre
232,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,16,1726 – 1725 à 1726,Poudre a poudrer,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,30,Livres,"0,008",0,0,
233,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,16,1726 – 1725 à 1726,Plombs a tirer,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,15,Livres,"0,5",0,0,
234,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,16,1726 – 1725 à 1726,Planches de sapin,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,334,Livres,0,0,0,Droits a 5 sous le pourcentage
235,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,16,1726 – 1725 à 1726,Planches de sapin,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,48,Livres,0,0,0,Droits 2 livres et 10 sous le pourcentage
236,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,16,1726 – 1725 à 1726,Pots de terre,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,76000,Nombres,"0,1",0,0,
237,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,16,1726 – 1725 à 1726,Quincaillerie,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"23,1",Quintaux,2,0,0,Mesure d'origine livre
238,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,16,1726 – 1725 à 1726,Quincaillerie,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"23,7",Quintaux,2,0,0,Mesure d'origine livre
239,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,16,1726 – 1725 à 1726,Quincaillerie,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"1,12",Quintaux,2,0,0,Mesure d'origine livre
240,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,16,1726 – 1725 à 1726,Quincaillerie,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"17,85",Quintaux,2,0,0,Mesure d'origine livre
241,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,16,1726 – 1725 à 1726,Quincaillerie,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"0,25",Quintaux,2,0,0,Mesure d'origine livre
242,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,17,1726 – 1725 à 1726,Ris,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"352,6",Quintaux,"0,333",0,0,Mesure d'origine livre
243,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,17,1726 – 1725 à 1726,Ris,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"276,3",Quintaux,"0,333",0,0,Mesure d'origine livre
244,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,17,1726 – 1725 à 1726,Ris,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"21,7",Quintaux,"0,333",0,0,Mesure d'origine livre
245,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,17,1726 – 1725 à 1726,Ris,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"3,25",Quintaux,"0,333",0,0,Mesure d'origine livre
246,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,17,1726 – 1725 à 1726,Ris,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,2,Quintaux,"1,038",0,0,Mesure d'origine livre
247,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,17,1726 – 1725 à 1726,Ris,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"7,5",Quintaux,"1,783",0,0,Mesure d'origine livre
248,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,17,1726 – 1725 à 1726,Ris,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"27,5",Quintaux,"0,7",0,0,Mesure d'origine livre
249,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,17,1726 – 1725 à 1726,Ris,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"29,97",Quintaux,"0,7",0,0,Mesure d'origine livre
250,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,17,1726 – 1725 à 1726,Ris,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"595,16",Quintaux,"0,175",0,0,Mesure d'origine livre
251,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,17,1726 – 1725 à 1726,Ris,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,1,Quintaux,"0,7",0,0,Mesure d'origine livre
252,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,17,1726 – 1725 à 1726,Ris,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"78,8",Quintaux,"0,333",0,0,Mesure d'origine livre
253,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,17,1726 – 1725 à 1726,Ris,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"602,96",Quintaux,"1,038",0,0,Mesure d'origine livre
254,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,17,1726 – 1725 à 1726,Rossoly de Thurin,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"0,24",Quintaux,"0,8",0,0,Mesure d'origine livre
255,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,17,1726 – 1725 à 1726,Raisins,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,1,Quintaux,"0,4",0,0,Mesure d'origine livre
256,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,17,1726 – 1725 à 1726,Ratine,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"0,14",Quintaux,5,0,0,Mesure d'origine livre
257,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,17,1726 – 1725 à 1726,Rognures de peaux,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"1,5",Quintaux,"0,2",0,0,Mesure d'origine livre
258,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,18,1726 – 1725 à 1726,Sucres et confitures,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"8,81",Quintaux,"3,113",0,0,Mesure d'origine livre
259,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,18,1726 – 1725 à 1726,Sucre noix,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"0,62",Quintaux,4,0,0,Mesure d'origine livre
260,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,18,1726 – 1725 à 1726,Sucre en pain,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"0,02",Quintaux,"22,8",0,0,Mesure d'origine livre
261,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,18,1726 – 1725 à 1726,Suif,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"11,7",Quintaux,"0,5",0,0,Mesure d'origine livre
262,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,18,1726 – 1725 à 1726,Suif,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"1,45",Quintaux,"1,25",0,0,Mesure d'origine livre
263,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,18,1726 – 1725 à 1726,Suifs et graisses,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,1,Quintaux,"1,038",0,0,Mesure d'origine livre
264,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,18,1726 – 1725 à 1726,Soyes,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"0,03",Quintaux,"1,25",0,0,Mesure d'origine livre
265,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,18,1726 – 1725 à 1726,Soye de porc etrangere,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"0,2",Quintaux,10,0,0,Mesure d'origine livre
266,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,18,1726 – 1725 à 1726,Serges du pays,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,11,Cannes,"0,05",0,0,
267,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,18,1726 – 1725 à 1726,Serges de Savoye,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,1,Pièces,"0,15",0,0,
268,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,18,1726 – 1725 à 1726,Savon,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"0,15",Quintaux,7,0,0,Mesure d'origine livre
269,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,18,1726 – 1725 à 1726,Savon,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"0,15",Quintaux,7,0,0,Mesure d'origine livre
270,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,18,1726 – 1725 à 1726,Sardines,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,26,Barils,"0,075",0,0,
271,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,18,1726 – 1725 à 1726,Sceaux de bois,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"187,5",Douzaines,"0,1",0,0,
272,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,18,1726 – 1725 à 1726,Souffre,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"0,15",Quintaux,"0,95",0,0,Mesure d'origine livre
273,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,18,1726 – 1725 à 1726,Seil de bois,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,25,Douzaines,"0,025",0,0,doute sur la marchandise
274,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,19,1726 – 1725 à 1726,Toilles,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"321,5",Livres,"2,075",0,0,
275,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,19,1726 – 1725 à 1726,Toilles de toute sorte,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,4,Pièces,"0,75",0,0,
276,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,19,1726 – 1725 à 1726,Toilles,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"0,2",Quintaux,"1,75",0,0,Mesure d'origine livre
277,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,19,1726 – 1725 à 1726,Toilles de Piemont,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,30,Pièces,"0,35",0,0,
278,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,19,1726 – 1725 à 1726,Toilles d'Allemagne,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"1,5",Pièces,"0,4",0,0,
279,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,19,1726 – 1725 à 1726,Toilles de chanvre,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,11,Aunes,0,0,0,Droits 4 livres la pièce
280,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,19,1726 – 1725 à 1726,Toille d'etoupe,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"0,2",Quintaux,4,0,0,Mesure d'origine livre
281,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,19,1726 – 1725 à 1726,Therebantines,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,"0,25",Quintaux,"1,225",0,0,Mesure d'origine livre
282,Anthony Rebours,2C635,"Local - out/Grenoble, Lyon & Valence/Grenoble - Entrées - 1725-1726.csv",Local - out,Imports,19,1726 – 1725 à 1726,Therebantines,"Grenoble, Marseille et Lyon",Etats du Roy de Sardaigne,1,Quintaux,"1,225",0,0,Mesure d'origine livre
