numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,sheet,marchandises,pays,value,total,leurvaleursubtotal_1,leurvaleursubtotal_2,leurvaleursubtotal_3,remarks,DoubleAccounts
1754,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,59,Peaux ; de veau ; tannées,Nord,1518,1938817,,216483,1145778,,0
1755,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,59,Peaux ; de veau ; tannées,Savoye,49790,1938817,,216483,1145778,,0
1756,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,59,Peaux ; pelleterie ; aprestée,Allemagne,47440,1938817,,333362,443430,,0
1757,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,59,Peaux ; pelleterie ; aprestée,Espagne,5020,1938817,,333362,443430,,0
1758,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,59,Peaux ; pelleterie ; aprestée,Flandre,7880,1938817,,333362,443430,,0
1759,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,59,Peaux ; pelleterie ; aprestée,Italie,150970,1938817,,333362,443430,,0
1760,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,59,Peaux ; pelleterie ; aprestée,Genes,2000,1938817,,333362,443430,,0
1761,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,59,Peaux ; pelleterie ; aprestée,Levant,2500,1938817,,333362,443430,,0
1762,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,59,Peaux ; pelleterie ; aprestée,Nord,3510,1938817,,333362,443430,,0
1763,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,59,Peaux ; pelleterie ; aprestée,Savoye,32910,1938817,,333362,443430,,0
1764,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,59,Peaux ; pelleterie ; aprestée,Suisse,81132,1938817,,333362,443430,,0
1765,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,59,Peau ; pelleterie ; crüe,Savoye,73185,1938817,,110068,443430,,0
1766,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,59,Peau ; pelleterie ; crüe,Suisse,36883,1938817,,110068,443430,,0
1767,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,59,Peignes ; de bois,Espagne,37218,63752,,,,,0
1768,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,59,Peignes ; de bois,Naples,2352,63752,,,,,0
1769,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,59,Peignes ; de bois,Genes,2070,63752,,,,,0
1770,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,59,Peignes ; de bois,Levant,14550,63752,,,,,0
1771,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,59,Peignes ; de bois,Portugal,3790,63752,,,,,0
1772,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,59,Peignes ; de bois,Savoye,3772,63752,,,,,0
1773,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,59,Pierres ; à batir,Allemagne,3916,103559,,3916,,,0
1774,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,59,Pierres ; à f. chaux,Flandre,43120,103559,,43120,,,0
1775,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,60,Pierres ; à fusils,Espagne,8625,103559,,31321,,,0
1776,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,60,Pierres ; à fusils,Flandre,1604,103559,,31321,,,0
1777,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,60,Pierres ; à fusils,Hollande,3692,103559,,31321,,,0
1778,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,60,Pierres ; à fusils,Italie,5553,103559,,31321,,,0
1779,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,60,Pierres ; à fusils,Naples,2642,103559,,31321,,,0
1780,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,60,Pierres ; à fusils,Levant,4612,103559,,31321,,,0
1781,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,60,Pierres ; à fusils,Nord,4593,103559,,31321,,,0
1782,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,60,Pierres ; à paver,Flandre,17820,103559,,25202,,,0
1783,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,60,Pierres ; à paver,Hollande,1600,103559,,25202,,,0
1784,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,60,Pierres ; à paver,Isles,5782,103559,,25202,,,0
1785,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,60,Pipes ; à fumer,Indes,32992,537298,,,,,0
1786,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,60,Pipes ; à fumer,Isles,9425,537298,,,,,0
1787,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,60,Pipes ; à fumer,Guinée,11312,537298,,,,,0
1788,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,60,Planches ; de sapin,Espagne,3659,433641,,,,,0
1789,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,60,Planches ; de sapin,Levant,4536,433641,,,,,0
1790,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,60,Planches ; de sapin,Savoye,8821,433641,,,,,0
1791,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,60,Planches ; de sapin,Isles,416625,433641,,,,,0
1792,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,63,Plants ; de murier,Savoye,7128,7128,,,,,0
1793,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,63,Plâtre,Nord,1134,1134,,,,,0
1794,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,63,Plocq,Isles,2060,2060,,,,,0
1795,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,63,Plomb ; en grenaille,Indes,2332,319111,,173343,,,0
1796,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,63,Plomb ; en grenaille,Naples,1116,319111,,173343,,,0
1797,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,63,Plomb ; en grenaille,Levant,49441,319111,,173343,,,0
1798,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,63,Plomb ; en grenaille,Isles,92358,319111,,173343,,,0
1799,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,63,Plomb ; en grenaille,Guinée,28096,319111,,173343,,,0
1800,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,63,Plomb ; en rouleaux,Isles,3215,319111,,18767,,,0
1801,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,63,Plomb ; en rouleaux,Guinée,15552,319111,,18767,,,0
1802,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,63,Plomb ; en saumon,Indes,19665,319111,,127001,,,0
1803,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,63,Plomb ; en saumon,Levant,107336,319111,,127001,,,0
1804,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,63,Plumes ; d'autruche ; aprestées,Allemagne,33240,216760,,81785,,,0
1805,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,63,Plumes ; d'autruche ; aprestées,Angleterre,15280,216760,,81785,,,0
1806,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,63,Plumes ; d'autruche ; aprestées,Espagne,8805,216760,,81785,,,0
1807,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,63,Plumes ; d'autruche ; aprestées,Flandre,11540,216760,,81785,,,0
1808,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,63,Plumes ; d'autruche ; aprestées,Hollande,2780,216760,,81785,,,0
1809,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,63,Plumes ; d'autruche ; aprestées,Portugal,5020,216760,,81785,,,0
1810,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,63,Plumes ; d'autruche ; aprestées,Russie,5120,216760,,81785,,,0
1811,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,63,Plumes ; à lin,Allemagne,4615,216760,,134975,,,0
1812,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,63,Plumes ; à lin,Angleterre,94421,216760,,134975,,,0
1813,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,63,Plumes ; à lin,Espagne,18149,216760,,134975,,,0
1814,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,63,Plumes ; à lin,Flandre,15407,216760,,134975,,,0
1815,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,63,Plumes ; à lin,Suisse,2383,216760,,134975,,,0
1816,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,64,Poil ; de lapin,Espagne,3600,4760,,,,,0
1817,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,64,Poil ; de lapin,Hollande,1160,4760,,,,,0
1818,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,64,Poisson ;frais,Espagne,15045,37564,,15045,,,0
1819,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,64,Poisson ; fris,Genes,1750,37564,,1750,,,0
1820,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,64,Poisson ; salé,Espagne,7899,37564,,20469,,,0
1821,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,64,Poisson ; salé,Hollande,3203,37564,,20469,,,0
1822,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,64,Poisson ; salé,Nord,5060,37564,,20469,,,0
1823,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,64,Poisson ; salé,Savoye,4307,37564,,20469,,,0
1824,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,64,Poivre,Angleterre,3878,1062211,,,,,0
1825,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,64,Poivre,Espagne,231925,1062211,,,,,0
1826,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,64,Poivre,Italie,46960,1062211,,,,,0
1827,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,64,Poivre,Naples,81665,1062211,,,,,0
1828,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,64,Poivre,Genes,66370,1062211,,,,,0
1829,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,64,Poivre,Venise,19341,1062211,,,,,0
1830,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,64,Poivre,Levant,439033,1062211,,,,,0
1831,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,64,Poivre,Savoye,170647,1062211,,,,,0
1832,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,64,Poivre,Suisse,1392,1062211,,,,,0
1833,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,64,Poix,Italie,18336,29649,,,,,0
1834,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,64,Poix,Genes,1168,29649,,,,,0
1835,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,64,Poix,Levant,8712,29649,,,,,0
1836,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,64,Poix,Savoye,1433,29649,,,,,0
1837,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,64,Pomade,Espagne,2424,10297,,,,,0
1838,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,64,Pomade,Hollande,1597,10297,,,,,0
1839,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,64,Pomade,Genes,2964,10297,,,,,0
1840,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,64,Pomade,Savoye,3312,10297,,,,,0
1841,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,64,Porcs ; gras,Allemagne,743362,1353886,,1261845,,,0
1842,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,64,Porcs ; gras,Angleterre,12210,1353886,,1261845,,,0
1843,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,64,Porcs ; gras,Espagne,85420,1353886,,1261845,,,0
1844,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,64,Porcs ; gras,Flandre,40495,1353886,,1261845,,,0
1845,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,64,Porcs ; gras,Savoye,25260,1353886,,1261845,,,0
1846,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,64,Porcs ; gras,Suisse,355098,1353886,,1261845,,,0
1847,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,64,Porcs ; salé,Espagne,10287,1353886,,92041,,,0
1848,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,64,Porcs ; salé,Indes,2275,1353886,,92041,,,0
1849,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,64,Porcs ; salé,Genes,23108,1353886,,92041,,,0
1850,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,64,Porcs ; salé,Isles,49511,1353886,,92041,,,0
1851,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,64,Porcs ; salé,Guinée,6860,1353886,,92041,,,0
1852,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,64,Porcelaine,Allemagne,11775,146788,,,,,0
1853,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,64,Porcelaine,Angleterre,34170,146788,,,,,0
1854,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,64,Porcelaine,Espagne,14846,146788,,,,,0
1855,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,64,Porcelaine,Flandre,4350,146788,,,,,0
1856,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,64,Porcelaine,Hollande,10362,146788,,,,,0
1857,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,64,Porcelaine,Italie,6575,146788,,,,,0
1858,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,64,Porcelaine,Genes,5500,146788,,,,,0
1859,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,64,Porcelaine,Levant,10350,146788,,,,,0
1860,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,64,Porcelaine,Nord,4400,146788,,,,,0
1861,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,64,Porcelaine,Portugal,1375,146788,,,,,0
1862,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,64,Porcelaine,Russie,15335,146788,,,,,0
1863,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,64,Porcelaine,Savoye,2185,146788,,,,,0
1864,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,64,Porcelaine,Suede,4750,146788,,,,,0
1865,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,64,Porcelaine,Suisse,1850,146788,,,,,0
1866,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,64,Porcelaine,Isles,18965,146788,,,,,0
1867,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,64,Potin,Flandre,1315,1315,,,,,0
1868,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,64,Potterie ; de grez,Isles,1238,115862,,1238,,,0
1869,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,64,Potterie ; de terre,Allemagne,1224,115862,,30186,,,0
1870,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,64,Potterie ; de terre,Angleterre,2992,115862,,30186,,,0
1871,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,64,Potterie ; de terre,Espagne,2510,115862,,30186,,,0
1872,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,64,Potterie ; de terre,Naples,1800,115862,,30186,,,0
1873,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,64,Potterie ; de terre,Levant,1274,115862,,30186,,,0
1874,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,64,Potterie ; de terre,Savoye,20386,115862,,30186,,,0
1875,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,64,Potterie ; et formes à sucre,Isles,84438,115862,,84438,,,0
1876,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,64,Poudre ; d'Ailhaud,Espagne,51000,423620,,66000,,,0
1877,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,64,Poudre ; d'Ailhaud,Genes,15000,423620,,66000,,,0
1878,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,64,Poudre ; à canon,Indes,22000,423620,,317171,,,0
1879,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,64,Poudre ; à canon,Isles,52328,423620,,317171,,,0
1880,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,64,Poudre ; à canon,Guinée,242843,423620,,317171,,,0
1881,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,64,Poudre ; à poudrer,Allemagne,1332,423620,,40449,,,0
1882,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,64,Poudre ; à poudrer,Espagne,2764,423620,,40449,,,0
1883,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,64,Poudre ; à poudrer,Indes,1261,423620,,40449,,,0
1884,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,64,Poudre ; à poudrer,Italie,2405,423620,,40449,,,0
1885,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,64,Poudre ; à poudrer,Genes,3502,423620,,40449,,,0
1886,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,64,Poudre ; à poudrer,Suisse,5023,423620,,40449,,,0
1887,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,64,Poudre ; à poudrer,Isles,24162,423620,,40449,,,0
1888,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,64,Provisions,Allemagne,206368,383085,,,,,0
1889,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,64,Provisions,Geneve,8604,383085,,,,,0
1890,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,64,Provisions,Hollande,1690,383085,,,,,0
1891,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,64,Provisions,Indes,4430,383085,,,,,0
1892,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,64,Provisions,Italie,9705,383085,,,,,0
1893,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,64,Provisions,Savoye,19609,383085,,,,,0
1894,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,64,Provisions,Suisse,126229,383085,,,,,0
1895,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,64,Provisions,Isles,6450,383085,,,,,0
1896,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,64,Quincaille ; de cuivre,Indes,1677,684815,,45903,,,0
1897,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,64,Quincaille ; de cuivre,Isles,44226,684815,,45903,,,0
1898,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,64,Quincaille ; de fer,Allemagne,1671,684815,,39279,,,0
1899,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,64,Quincaille ; de fer,Flandre,1095,684815,,39279,,,0
1900,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,64,Quincaille ; de fer,Indes,1113,684815,,39279,,,0
1901,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,64,Quincaille ; de fer,Suisse,13824,684815,,39279,,,0
1902,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,64,Quincaille ; de fer,Isles,21576,684815,,39279,,,0
1903,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,64,Quincaille ; de fer et acier,Allemagne,1035,684815,,599633,,,0
1904,Jérémy Hervelin,IIHS-122C,National/Objet Général/IIHS - Amsterdam/1769.csv,Objet Général,1769,Exports,64,Quincaille ; de fer et acier,Espagne,200246,684815,,599633,,,0
