numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,sheet,marchandises,pays,value,quantit,total,quantity_unit,remarks,doubleaccounts
2555,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,91,Vin ; d'Orléans,Flandre,6650,33.25,6650,poinçons,,0
2556,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,91,Vin ; de Provence,Indes,26976,90,28376,barriques,Unités de compte : équivalent à 1873 Millerolles,0
2557,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,91,Vin ; de Provence,Isles,1400,28,28376,barriques,,0
2558,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,91,Vin ; de Quercy,Indes,8837,25.25,10937,tonneaux,,0
2559,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,91,Vin ; de Quercy,Isles,2100,28,10937,barriques,,0
2560,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,91,Vin ; de Roussillon,Espagne,9483,526.75,55201,charges,,0
2561,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,91,Vin ; de Roussillon,Italie,45718,457.166,55201,muids,,0
2562,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,91,Vin ; de Ré,Danemark,1820,26,122570,tonneaux,,0
2563,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,91,Vin ; de Ré,Hollande,48300,690,122570,tonneaux,,0
2564,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,91,Vin ; de Ré,Nord,72450,1035,122570,tonneaux,,0
2565,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,91,Vin ; de Saintonges,Hollande,1980,24.75,1980,tonneaux,,0
2566,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,91,Vin ; ordinaire,Angleterre,6490,43.5,259920,muids,,0
2567,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,91,Vin ; ordinaire,Guinée,107868,719.125,259920,muids,,0
2568,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,91,Vin ; ordinaire,Hollande,1537,10.25,259920,muids,,0
2569,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,91,Vin ; ordinaire,Indes,17550,95,259920,muids,Unités de compte : équivalent à 78 + 1/4 Tonl,0
2570,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,91,Vin ; ordinaire,Isles,121500,810.1660000000001,259920,muids,,0
2571,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,91,Vin ; ordinaire,Nord,4975,33.166,259920,muids,,0
2572,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,91,Vin ; rouge,Espagne,1392,116,2499548,millerolles,,0
2573,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,91,Vin ; rouge,Gènes,427688,35640,2499548,millerolles,,0
2574,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,91,Vin ; rouge,Hollande,148032,12336,2499548,millerolles,,0
2575,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,91,Vin ; rouge,Isles,1276224,106352,2499548,millerolles,,0
2576,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,91,Vin ; rouge,Italie,494040,41170,2499548,millerolles,,0
2577,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,91,Vin ; rouge,Levant,36798,3066,2499548,millerolles,,0
2578,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,91,Vin ; rouge,Naples,2322,193,2499548,millerolles,,0
2579,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,91,Vin ; rouge,Nord,26040,2170,2499548,millerolles,,0
2580,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,91,Vin ; rouge,Portugal,1380,115,2499548,millerolles,,0
2581,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,91,Vin ; rouge,Russie,2112,176,2499548,millerolles,,0
2582,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,91,Vin ; rouge,Savoye,81996,8199.5,2499548,millerolles,,0
2583,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,91,Vin ; rouge,Venise,1524,127,2499548,millerolles,,0
2584,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,91,Vinaigre,Allemagne,1198,21,93828,poinçons,,0
2585,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,91,Vinaigre,Angleterre,4845,48.5,93828,muids,,0
2586,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,91,Vinaigre,Danemark,4600,45.75,93828,tonneaux,,0
2587,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,91,Vinaigre,Espagne,1216,10,93828,tonneaux,,0
2588,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,91,Vinaigre,Flandre,3850,38.5,93828,tonneaux,,0
2589,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,91,Vinaigre,Hollande,12505,120,93828,tonneaux,,0
2590,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,91,Vinaigre,Nord,17138,155.66,93828,tonneaux,,0
2591,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,91,Vinaigre,Russie,16600,166,93828,tonneaux,,0
2592,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,91,Vinaigre,Savoye,1650,165,93828,millerolles,,0
2593,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,91,Vinaigre,Suède,7270,65,93828,tonneaux,,0
2594,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,92,Ustancilles ; de pêche,Isles,28600,,28600,,,0
2595,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,92,Vinaigre,Guinée,1360,17,93828,muids,,0
2596,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,92,Vinaigre,Isles,5066,50.333,93828,tonneaux,,0
2597,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,92,Vinaigre,Suisse,16530,275.5,93828,poinçons,,0
2598,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,92,Volailles,Allemagne,3606,3606,18600,en nombre,,0
2599,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,92,Volailles,Angleterre,12828,885,18600,douzaines,,0
2600,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Exports,92,Volailles,Savoye,2166,4332,18600,en nombre,,0
1,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,3,Acier,Allemagne,34856,109500,532123,livres,,0
2,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,3,Acier,Danemark,3461,6922,532123,livres,,0
3,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,3,Acier,Espagne,3675,10500,532123,livres,,0
4,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,3,Acier,Flandre,4030,10077,532123,livres,,0
5,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,3,Acier,Gènes,21938,62680,532123,livres,,0
6,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,3,Acier,Hollande,172298,451153,532123,livres,,0
7,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,3,Acier,Italie,9310,26600,532123,livres,,0
8,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,3,Acier,Levant,1038,2967,532123,livres,,0
9,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,3,Acier,Nord,8249,22414,532123,livres,,0
10,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,3,Acier,Russie,2253,5633,532123,livres,,0
11,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,3,Acier,Suisse,9616,32055,532123,livres,,0
12,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,3,Acier,Suède,235814,633005,532123,livres,,0
13,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,3,Acier,Venise,25585,73100,532123,livres,,0
14,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,3,Agneaux,Savoye,2340,468,2340,en nombre,,0
15,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,3,Aigre ; de vitriol,Flandre,1462,2925,1462,livres,,0
16,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,3,Aiguilles,Allemagne,207204,88638,234634,livres,,0
17,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,3,Aiguilles,Flandre,25440,5088,234634,livres,,0
18,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,3,Aiguilles,Hollande,1990,436,234634,livres,,0
19,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,3,Ails,Espagne,3680,18400,4727,fanons,A vérifier,0
20,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,3,Ails,Gènes,1047,20950,4727,livres,,0
21,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,3,Aloës,Flandre,1575,1050,29321,livres,,0
22,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,3,Aloës,Hollande,13267,7933,29321,livres,,0
23,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,3,Aloës,Indes,12840,2140,29321,livres,,0
24,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,3,Aloës,Nord,1639,1639,29321,livres,,0
25,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,3,Alun,Allemagne,11026,48620,561859,livres,,0
26,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,3,Alun,Angleterre,140034,707622,561859,livres,,0
27,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,3,Alun,Espagne,36448,182240,561859,livres,,0
28,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,3,Alun,Flandre,56213,280706,561859,livres,,0
29,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,3,Alun,Gènes,2820,14100,561859,livres,,0
30,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,3,Alun,Hollande,24310,131053,561859,livres,,0
31,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,3,Alun,Italie,125385,626925,561859,livres,,0
32,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,3,Alun,Levant,131562,657810,561859,livres,,0
33,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,3,Alun,Naples,5200,26000,561859,livres,,0
34,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,3,Alun,Nord,8426,41549,561859,livres,,0
35,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,3,Alun,Suède,20435,104845,561859,livres,,0
36,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,4,Amadou,Allemagne,19634,43681,24993,livres,,0
37,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,4,Amadou,Espagne,1166,1580,24993,livres,,0
38,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,4,Amadou,Naples,4193,5990,24993,livres,,0
39,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,4,Amandes,Espagne,174832,572851,285857,livres,,0
40,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,4,Amandes,Gènes,3180,15900,285857,livres,,0
41,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,4,Amandes,Hollande,76684,127807,285857,livres,,0
42,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,4,Amandes,Italie,1720,8600,285857,livres,,0
43,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,4,Amandes,Levant,25238,126190,285857,livres,,0
44,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,4,Amandes,Naples,1020,5100,285857,livres,,0
45,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,4,Amandes,Portugal,2038,4134,285857,livres,,0
46,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,4,Amandes,Savoye,1145,5725,285857,livres,,0
47,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,4,Amidon,Allemagne,1593,6475,3767,livres,,0
48,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,4,Amidon,Hollande,2174,5786,3767,livres,,0
49,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,4,Amomum,Espagne,1680,280,1680,livres,,0
50,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,4,Anchois,Espagne,49300,10933,53960,barils,,0
51,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,4,Anchois,Italie,4660,9320,53960,livres,,0
52,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,4,Anis,Espagne,31940,146280,40030,livres,,0
53,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,4,Anis,Hollande,2212,885,40030,livres,,0
54,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,4,Anis,Italie,1488,7440,40030,livres,,0
55,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,4,Anis,Levant,4390,21950,40030,livres,,0
56,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,4,Arcenic,Hollande,4360,17115,7723,livres,,0
57,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,4,Arcenic,Nord,3363,13455,7723,livres,,0
58,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,4,Ardoises,Angleterre,4230,134950,10119,en nombre,,0
59,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,4,Ardoises,Savoye,5889,19630,10119,livres,,0
60,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,4,Argent ; vif,Allemagne,28110,8000,86519,livres,,0
61,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,4,Argent ; vif,Gènes,30000,6000,86519,livres,,0
62,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,4,Argent ; vif,Hollande,2459,596,86519,livres,,0
63,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,4,Argent ; vif,Nord,23200,58,86519,barils,,0
64,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,4,Argent ; vif,Venise,2750,550,86519,livres,,0
65,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,5,Argenterie,Allemagne,1332,27.75,150696,marcs,,0
66,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,5,Argenterie,Angleterre,50050,917,150696,marcs,,0
67,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,5,Argenterie,Danemark,15000,300,150696,marcs,,0
68,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,5,Argenterie,Flandre,31164,623.5,150696,marcs,,0
69,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,5,Argenterie,Hollande,35000,700,150696,marcs,,0
70,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,5,Argenterie,Italie,16100,322,150696,marcs,,0
71,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,5,Argenterie,Venise,2050,41,150696,marcs,,0
72,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,5,Armes ; blanches,Allemagne,45855,18296,56168,livres,,0
73,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,5,Armes ; blanches,Hollande,10313,6533,56168,livres,,0
74,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,5,Armes ; à feu,Allemagne,332375,110858,437440,livres,,0
75,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,5,Armes ; à feu,Hollande,95465,82915,437440,livres,,0
76,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,5,Armes ; à feu,Nord,9600,6400,437440,livres,,0
77,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,5,Arquifou,Allemagne,1352,9017,138934,livres,,0
78,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,5,Arquifou,Angleterre,75210,501400,138934,livres,,0
79,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,5,Arquifou,Espagne,11137,74250,138934,livres,,0
80,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,5,Arquifou,Hollande,3867,25780,138934,livres,,0
81,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,5,Arquifou,Italie,2275,15168,138934,livres,,0
82,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,5,Arquifou,Levant,6000,40000,138934,livres,,0
83,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,5,Arquifou,Savoye,39093,260620,138934,livres,,0
84,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,5,Asnes,Savoye,3720,93,3720,en nombre,,0
85,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,5,Assafetida,Levant,4200,2800,4200,livres,,0
86,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,5,Avirons,Danemark,3745,1119,44048,en nombre,,0
87,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,5,Avirons,Espagne,25690,2090,44048,traques,lorsque les avirons sont comptés par trois,0
88,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,5,Avirons,Naples,13488,2248,44048,paires,,0
89,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,5,Avirons,Russie,1125,900,44048,en nombre,,0
90,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,5,Avoine,Espagne,29160,1822.5,147640,charges,,0
91,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,5,Avoine,Hollande,66002,1345955,147640,livres,,0
92,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,5,Avoine,Naples,20145,1343,147640,charges,,0
93,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,5,Avoine,Nord,32333,692091,147640,livres,,0
94,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,5,Azur,Allemagne,1056,1760,180681,livres,,0
95,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,5,Azur,Danemark,5876,11752,180681,livres,,0
96,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,5,Azur,Flandre,7560,11047,180681,livres,,0
97,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,5,Azur,Hollande,150860,194769,180681,livres,,0
98,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,5,Azur,Nord,15329,20569,180681,livres,,0
99,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,6,Baguettes ; de fusils,Italie,16000,32000,16000,en nombre,,0
100,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,6,Balais,Espagne,49219,22557,60787,douzaines,", il faut transcrire le mot en entier.",0
101,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,6,Balais,Flandre,1268,16915,60787,en nombre,,0
102,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,6,Balais,Italie,3631,4135,60787,douzaines,,0
103,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,6,Balais,Naples,6669,7411,60787,douzaines,,0
104,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,6,Baleine ; coupée,Hollande,134660,34019,700950,livres,,0
105,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,6,Baleine ; coupée,Nord,1725,690,700950,livres,,0
106,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,6,Baleine ; en fanon,Flandre,9160,4580,700950,livres,,0
107,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,6,Baleine ; en fanon,Hollande,127968,59960,700950,livres,,0
108,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,6,Baleine ; en fanon,Nord,11582,5460,700950,livres,,0
109,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,6,Baleine ; en fanon,Portugal,415855,164165,700950,livres,,0
110,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,6,Bas ; de fil et coton,Espagne,1000,200,307877,livres,,0
111,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,6,Bas ; de fil et coton,Gènes,17790,3558,307877,livres,,0
112,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,6,Bas ; de fil et coton,Italie,150170,30034,307877,livres,,0
113,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,6,Bas ; de fil et coton,Levant,1000,250,307877,livres,,0
114,David Cassagnes,NEHA 122F,National/Objet Général/IIHS - Amsterdam/1773.csv,Objet Général,1773,Imports,6,Bas ; de fil et coton,Savoye,117543,23722,307877,livres,,0
