Numéro des lignes,Data entry by,Source,Year,Export-Imports,Sheet,Marchandises,,Pays,,Leur Valeur,Leur Valeur (sub-total 1),Leur Valeur (sub-total 2),Leur Valeur (sub-total 3),Total,Remarks
880,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,46,Harangs ; blancs,,Genes,,6 000,19 800,,,21 096,
881,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,46,Harangs ; blancs,,Savoye,,2 200,19 800,,,21 096,
882,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,46,Harangs ; blancs,,Suède,,2 000,19 800,,,21 096,
883,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,46,Harangs ; sors,,Hollande,,1 296,,,,21 096,
884,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,46,Herbes ; capilaire,,Genes,,1 170,3 100,,,12 575,
885,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,46,Herbes ; capilaire,,Savoye,,1 930,3 100,,,12 575,
886,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,46,Herbes ; d'orseille,,Flandre,,2 225,3 465,,,12 575,
887,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,46,Herbes ; d'orseille,,Hollande,,1 240,3 465,,,12 575,
888,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,46,Herbes ; perelle,,Espagne,,6 010,,,,12 575,
889,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,47,Horlogerie,,Genes,,2 374,,,,115 215,
890,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,47,Horlogerie,,Savoye,,74 260,,,,115 215,
891,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,47,Horlogerie,,Suisse,,38 581,,,,115 215,
892,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,47,Houblon,,Flandre,,,,,,39 528,
893,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,47,Huile ; d'amande,,Genes,,11 900,,,,16 277 686,
894,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,47,Huile ; de geroffle,,Hollande,,1 400,,,,16 277 686,
895,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,47,Huile ; de graine,,Flandre,,1 323,8 909,,,16 277 686,
896,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,47,Huile ; de graine,,Hollande,,7 586,8 909,,,16 277 686,
897,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,47,Huile ; de laurier,,Hollande,,4 610,,,,16 277 686,
898,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,47,Huile ; de lin,,Flandre,,8 715,143 110,,,16 277 686,
899,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,47,Huile ; de lin,,Hollande,,83 755,143 110,,,16 277 686,
900,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,47,Huile ; de lin,,Italie,,2 820,143 110,,,16 277 686,
901,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,47,Huile ; de lin,,Naples,,47 820,143 110,,,16 277 686,
902,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,47,Huile ; de noix,,Savoye,,3 407,,,,16 277 686,
903,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,47,Huile ; d'olive,,Espagne,,1 227 078,14 782 946,,,16 277 686,
904,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,47,Huile ; d'olive,,Hollande,,1 732,14 782 946,,,16 277 686,
905,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,47,Huile ; d'olive,,Italie,,6 668 857,14 782 946,,,16 277 686,
906,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,47,Huile ; d'olive,,Naples,,3 300 520,14 782 946,,,16 277 686,
907,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,47,Huile ; d'olive,,Genes,,1 119 200,14 782 946,,,16 277 686,
908,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,47,Huile ; d'olive,,Venise,,767 200,14 782 946,,,16 277 686,
909,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,47,Huile ; d'olive,,Levant,,1 277 200,14 782 946,,,16 277 686,
910,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,47,Huile ; d'olive,,Portugal,,3 363,14 782 946,,,16 277 686,
911,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,47,Huile ; d'olive,,Savoye,,417 796,14 782 946,,,16 277 686,
912,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,47,Huile ; de poisson,,Angleterre,,15 592,1 096 926,,,16 277 686,
913,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,47,Huile ; de poisson,,Danemark,,25 449,1 096 926,,,16 277 686,
914,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,47,Huile ; de poisson,,Espagne,,270 200,1 096 926,,,16 277 686,
915,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,47,Huile ; de poisson,,Flandre,,23 120,1 096 926,,,16 277 686,
916,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,47,Huile ; de poisson,,Hollande,,163 947,1 096 926,,,16 277 686,
917,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,47,Huile ; de poisson,,Genes,,48 780,1 096 926,,,16 277 686,
918,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,47,Huile ; de poisson,,Nord,,2 318,1 096 926,,,16 277 686,
919,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,47,Huile ; de poisson,,Portugal,,273 264,1 096 926,,,16 277 686,
920,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,47,Huile ; de poisson,,Savoye,,107 087,1 096 926,,,16 277 686,
921,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,47,Huile ; de poisson,,Suède,,7 073,1 096 926,,,16 277 686,
922,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,47,Huile ; de poisson,,Suisse,,160 096,1 096 926,,,16 277 686,
923,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,48,Huile ; de rabelle,,Hollande,,6 583,,,,16 277 686,
924,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,48,Huile ; de vitriol,,Angleterre,,34 524,217 895,,,16 277 686,
925,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,48,Huile ; de vitriol,,Flandre,,22 196,217 895,,,16 277 686,
926,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,48,Huile ; de vitriol,,Hollande,,37 975,217 895,,,16 277 686,
927,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,48,Huile ; de vitriol,,Italie,,80 400,217 895,,,16 277 686,
928,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,48,Huile ; de vitriol,,Savoye,,42 800,217 895,,,16 277 686,
929,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,48,Huitres,,Angleterre,,,,,,13 734,
930,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,48,Jais,,Espagne,,,,,,6 608,
931,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,48,Jalap,,Espagne,,59 612,,,,72 201,
932,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,48,Jalap,,Hollande,,1 609,,,,72 201,
933,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,48,Jalap,,Genes,,10 980,,,,72 201,
934,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,48,Jambons,,Allemagne,,3 771,,,,13 096,
935,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,48,Jambons,,Espagne,,2 491,,,,13 096,
936,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,48,Jambons,,Hollande,,2 982,,,,13 096,
937,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,48,Jambons,,Nord,,3 852,,,,13 096,
938,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,48,Jaune de Naples,,Naples,,,,,,4 941,
939,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,48,Inde fine,,Hollande,,,,,,5 866,
940,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,49,Indigo,,Espagne,,55 330,,,,8 759 542,
941,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,49,Indigo,,Flandre,,42 989,,,,8 759 542,
942,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,49,Indigo,,Hollande,,3 938,,,,8 759 542,
943,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,49,Indigo,,Italie,,11 740,,,,8 759 542,
944,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,49,Indigo,,Isles,,8 645 545,,,,8 759 542,
945,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,49,Instruments de musique,,Allemagne,,74 462,,,,77 462,
946,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,49,Instruments de musique,,Angleterre,,3 000,,,,77 462,
947,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,49,Joncs à faire chaises,,Flandre,,,,,,5 784,
948,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,49,Jonquine,,Espagne,,,,,,,No value for Espagne
949,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,49,Ipecacuanna,,Hollande,,1 140,,,,7 151,
950,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,49,Ipecacuanna,,Genes,,3 380,,,,7 151,
951,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,49,Ipecacuanna,,Portugal,,2 631,,,,7 151,
952,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,49,Iris,,Italie,,,,,,13 991,
953,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,49,Jus ; de citrons,,Espagne,,14 400,81 285,,,147 723,
954,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,49,Jus ; de citrons,,Italie,,1 200,81 285,,,147 723,
955,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,49,Jus ; de citrons,,Naples,,65 685,81 285,,,147 723,
956,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,49,Jus ; de reglisse,,Espagne,,7 141,66 438,,,147 723,
957,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,49,Jus ; de reglisse,,Italie,,41 837,66 438,,,147 723,
958,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,49,Jus ; de reglisse,,Naples,,15 300,66 438,,,147 723,
959,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,49,Jus ; de reglisse,,Genes,,2 160,66 438,,,147 723,
960,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,49,Lacque ; platte,,Venise,,,,,,1 800,
961,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,49,Laine ; d'agnelin,,Nord,,12 425,,,,20 893 664,
962,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,49,Laine ; d'allemagne,,Hollande,,1 125,981 504,,,20 893 664,
963,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,49,Laine ; d'allemagne,,Nord,,980 379,981 504,,,20 893 664,
964,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,49,Laine ; de Carmenie,,Hollande,,6 030,,,,20 893 664,
965,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,49,Laine ; de chevrons,,Espagne,,15 600,236 223,,,20 893 664,
966,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,49,Laine ; de chevrons,,Levant,,220 623,236 223,,,20 893 664,
967,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,49,Laine ; commune,,Espagne,,3 168,,,,20 893 664,
968,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,49,Laine ; d'Espagne,,Espagne,,9 615 560,9 644 260,,,20 893 664,
969,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,49,Laine ; d'Espagne,,Hollande,,23 625,9 644 260,,,20 893 664,
970,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,49,Laine ; d'Espagne,,Portugal,,5 075,9 644 260,,,20 893 664,
971,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,49,Laine ; filée,,Angleterre,,9 196,16 816,,,20 893 664,
972,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,49,Laine ; filée,,Hollande,,7 620,16 816,,,20 893 664,
973,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,50,Laine ; lavée,,Espagne,,2 624,2 060 277,,,20 893 664,
974,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,50,Laine ; lavée,,Flandre,,2 625,2 060 277,,,20 893 664,
975,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,50,Laine ; lavée,,Italie,,468 465,2 060 277,,,20 893 664,
976,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,50,Laine ; lavée,,Naples,,756 098,2 060 277,,,20 893 664,
977,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,50,Laine ; lavée,,Genes,,35 227,2 060 277,,,20 893 664,
978,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,50,Laine ; lavée,,Levant,,780 010,2 060 277,,,20 893 664,
979,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,50,Laine ; lavée,,Portugal,,13 503,2 060 277,,,20 893 664,
980,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,50,Laine ; lavée,,Savoye,,1 725,2 060 277,,,20 893 664,
981,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,50,Laine ; du Nord,,Nord,,97 875,,,,20 893 664,
982,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,50,Laine ; peignée,,Allemagne,,3 466,34 030,,,20 893 664,
983,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,50,Laine ; peignée,,Angleterre,,30 564,34 030,,,20 893 664,
984,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,50,Laine ; peluche?,,Savoye,,32 250,35 540,,,20 893 664,
985,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,50,Laine ; peluche?,,Suisse,,3 290,35 540,,,20 893 664,
986,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,50,Laine ; de Portugal,,Portugal,,281 130,,,,20 893 664,
987,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,50,Laine ; de Segovie,,Espagne,,533 868,,,,20 893 664,
988,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,50,Laine ; en suin ???,,Angleterre,,6 682,163 029,,,20 893 664,
989,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,50,Laine ; en suin ???,,Espagne,,150 092,163 029,,,20 893 664,
990,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,50,Laine ; en suin ???,,Hollande,,6 255,163 029,,,20 893 664,
991,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,50,Laine ; surge,,Espagne,,1 103 953,6 707 977,,,20 893 664,
992,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,50,Laine ; surge,,Italie,,26 852,6 707 977,,,20 893 664,
993,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,50,Laine ; surge,,Genes,,60 585,6 707 977,,,20 893 664,
994,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,50,Laine ; surge,,Levant,,5 516 587,6 707 977,,,20 893 664,
995,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,50,Laine ; de vigogne,,Espagne,,79 512,,,,20 893 664,
996,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,50,Langues salées,,Angleterre,,,,,,2 796,
997,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,50,Lard,,Angleterre,,25 975,,,,43 975,
998,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,50,Lard,,Genes,,18 000,,,,43 975,
999,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,50,Lattes,,Allemagne,,,,,,3 508,
1000,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,50,Legumes,,Allemagne,,47 052,,,,311 283,
1001,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,50,Legumes,,Angleterre,,33 180,,,,311 283,
1002,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,50,Legumes,,Espagne,,5 330,,,,311 283,
1003,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,50,Legumes,,Hollande,,123 625,,,,311 283,
1004,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,50,Legumes,,Italie,,5 120,,,,311 283,
1005,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,50,Legumes,,Naples,,16 021,,,,311 283,
1006,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,50,Legumes,,Genes,,22 755,,,,311 283,
1007,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,50,Legumes,,Levant,,27 068,,,,311 283,
1008,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,51,Legumes,,Nord,,13 356,,,,311 283,
1009,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,51,Legumes,,Savoye,,17 776,,,,311 283,
1010,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,51,Léton ; ouvré,,Hollande,,1 232,,,,2 867,
1011,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,51,Léton ; ouvré,,Nord,,1 635,,,,2 867,
1012,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,51,Librairie,,Hollande,,70 548,,,,166 778,
1013,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,51,Librairie,,Italie,,16 430,,,,166 778,
1014,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,51,Librairie,,Naples,,11 990,,,,166 778,
1015,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,51,Librairie,,Genes,,9 440,,,,166 778,
1016,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,51,Librairie,,Venise,,3 000,,,,166 778,
1017,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,51,Librairie,,Nord,,1 600,,,,166 778,
1018,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,51,Librairie,,Savoye,,35 568,,,,166 778,
1019,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,51,Librairie,,Suède,,1 000,,,,166 778,
1020,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,51,Librairie,,Suisse,,17 202,,,,166 778,
1021,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,51,Liège,,Espagne,,,,,,61 889,
1022,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,51,Limes,,Hollande,,18 051,,,,37 249,
1023,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,51,Limes,,Venise,,2 400,,,,37 249,
1024,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,51,Limes,,Nord,,16 798,,,,37 249,
1025,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,51,Lin ; cru,,Hollande,,30 952,45 830,,,115 254,
1026,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,51,Lin ; cru,,Genes,,3 000,45 830,,,115 254,
1027,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,51,Lin ; cru,,Levant,,5 811,45 830,,,115 254,
1028,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,51,Lin ; cru,,Nord,,6 067,45 830,,,115 254,
1029,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,51,Lin ; peigné,,Hollande,,40 461,,,,115 254,
1030,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,51,Lin ; en pelottes,,Flandre,,23 076,,,,115 254,
1031,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,51,Lin ; en rames,,Hollande,,5 887,,,,115 254,
1032,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,52,Liqueurs,,Allemagne,,3 740,,,,60 051,Last digit was cut off
1033,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,52,Liqueurs,,Hollande,,,,,,60 051,No value for Hollande
1034,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,52,Liqueurs,,Italie,,6 358,,,,60 051,
1035,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,52,Liqueurs,,Genes,,5 422,,,,60 051,
1036,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,52,Liqueurs,,Levant,,1 312,,,,60 051,
1037,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,52,Liqueurs,,Savoye,,10 060,,,,60 051,
1038,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,52,Liqueurs,,Isles,,33 159,,,,60 051,
1039,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,52,Litarge,,Flandre,,9 891,,,,26 535,Last digit was cut off
1040,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,52,Litarge,,Hollande,,16 644,,,,26 535,Last digit was cut off
1041,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,52,Livres en blanc,,Flandre,,,,,,1385?,Last digit was cut off
1042,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,52,Lozes,,Savoye,,,,,,5250?,Last digit was cut off
1043,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,52,Lustres,,Genes,,,,,,13800?,Last digit was cut off
1044,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,52,Macis,,Hollande,,,,,,291?,Last digit was cut off
1045,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,52,Màne,,Italie,,459 686,,,,2 043 240,Last digit was cut off
1046,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,52,Màne,,Naples,,1 338 781,,,,2 043 240,Last digit was cut off
1047,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,52,Màne,,Genes,,243 243,,,,2 043 240,Last digit was cut off
1048,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,52,Mâne,,Savoye,,1 530,,,,2 043 240,Last digit was cut off
1049,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,52,Maquereaux ; salés,,Danemark,,64 454,,,,71 454,
1050,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,52,Maquereaux ; salés,,Espagne,,7 000,,,,71 454,
1051,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,52,Marbre brut,,Allemagne,,3 698,16 795,,,152 690,Last digit was cut off
1052,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,52,Marbre brut,,Italie,,9 965,16 795,,,152 690,Last digit was cut off
1053,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,52,Marbre brut,,Genes,,2 017,16 795,,,152 690,Last digit was cut off
1054,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,52,Marbre brut,,Suisse,,1 115,16 795,,,152 690,Last digit was cut off
1055,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,53,Marbre ; ouvré,,Flandre,,53 913,135 895,,,152 690,Last digit was cut off
1056,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,53,Marbre ; ouvré,,Italie,,4 846,135 895,,,152 690,Last digit was cut off
1057,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,53,Marbre ; ouvré,,Naples,,1 896,135 895,,,152 690,Last digit was cut off
1058,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,53,Marbre ; ouvré,,Genes,,75 240,135 895,,,152 690,Last digit was cut off
1059,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,53,Marchandises ; à l'estimation?,,Allemagne,,125 152,572 925,,,582 285,Last digit was cut off
1060,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,53,Marchandises ; à l'estimation?,,Angleterre,,73 937,572 925,,,582 285,
1061,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,53,Marchandises ; à l'estimation?,,Danemark,,6 692,572 925,,,582 285,
1062,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,53,Marchandises ; à l'estimation?,,Espagne,,43 344,572 925,,,582 285,
1063,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,53,Marchandises ; à l'estimation?,,Flandre,,55 920,572 925,,,582 285,
1064,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,53,Marchandises ; à l'estimation?,,Geneve,,1 554,572 925,,,582 285,
1065,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,53,Marchandises ; à l'estimation?,,Hollande,,69 501,572 925,,,582 285,
1066,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,53,Marchandises ; à l'estimation?,,Italie,,37 066,572 925,,,582 285,
1067,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,53,Marchandises ; à l'estimation?,,Naples,,12 640,572 925,,,582 285,
1068,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,53,Marchandises ; à l'estimation?,,Genes,,27 391,572 925,,,582 285,
1069,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,53,Marchandises ; à l'estimation?,,Venise,,5 494,572 925,,,582 285,
1070,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,53,Marchandises ; à l'estimation?,,Levant,,13 063,572 925,,,582 285,
1071,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,53,Marchandises ; à l'estimation?,,Nord,,17 783,572 925,,,582 285,
1072,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,53,Marchandises ; à l'estimation?,,Portugal,,7 857,572 925,,,582 285,
1073,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,53,Marchandises ; à l'estimation?,,Russie,,693,572 925,,,582 285,
1074,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,53,Marchandises ; à l'estimation?,,Savoye,,42 764,572 925,,,582 285,
1075,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,53,Marchandises ; à l'estimation?,,Suède,,6 190,572 925,,,582 285,
1076,Annick Davis,122-A-Bruyard-IIHS Amsterdam,1767,Imports,53,Marchandises ; à l'estimation?,,Suisse,,17 113,572 925,,,582 285,
