Numéro de ligne,Data entry by,Source,Year,Export-Import,Sheet,Marchandises,,,,,Pays,,Quantité,,Leur valeur,Leur Valeur (sub-total 1),Leur Valeur (sub-total 2),Leur Valeur (sub-total 3),Total,Remarks,
428,Fatima zahra,IIHS-122G,1774,Imports,19,Colle ; de poisson,,,,,Flandre,,945,,4 725,122 700,,,294 850,,
429,Fatima zahra,IIHS-122G,1774,Imports,19,Colle ; de poisson,,,,,Hollande,,18 729,,91 250,122 700,,,294 850,,
430,Fatima zahra,IIHS-122G,1774,Imports,19,Colle ; de poisson,,,,,Naples,,1 200,,6 000,122 700,,,294 850,,
431,Fatima zahra,IIHS-122G,1774,Imports,19,Colle ; de poisson,,,,,Genes,,300,,1 500,122 700,,,294 850,,
432,Fatima zahra,IIHS-122G,1774,Imports,19,Colle ; de poisson,,,,,Russie,,3 845,,19 225,122 700,,,294 850,,
433,Fatima zahra,IIHS-122G,1774,Imports,19,Colombine,,,,,Espagne,,341 570,,17 078,,,,,,
434,Fatima zahra,IIHS-122G,1774,Imports,19,Coloquintes,,,,,Espagne,,5 020,,5 020,,,,,,
435,Fatima zahra,IIHS-122G,1774,Imports,19,Confitures ,,,,,Allemagne,,7 613,,5 838,,,,59 673,,
436,Fatima zahra,IIHS-122G,1774,Imports,19,Confitures ,,,,,Italie,,15 934,,15 934,,,,59 673,,
437,Fatima zahra,IIHS-122G,1774,Imports,19,Confitures ,,,,,Genes,,22 885,,22 885,,,,59 673,,
438,Fatima zahra,IIHS-122G,1774,Imports,19,Confitures ,,,,,Savoye,,1 483,,1 483,,,,59 673,,
439,Fatima zahra,IIHS-122G,1774,Imports,19,Confitures ,,,,,Isles,,18 380,,13 533,,,,59 673,,
440,Fatima zahra,IIHS-122G,1774,Imports,19,Conterie,,,,,Italie,,5 480,,5 480,,,,7 480,,
441,Fatima zahra,IIHS-122G,1774,Imports,19,Conterie,,,,,Genes,,2 000,,2 000,,,,7 480,,
442,Fatima zahra,IIHS-122G,1774,Imports,19,Coque Levent,,,,,Hollande,,1 130,,1 695,,,,5 332,,
443,Fatima zahra,IIHS-122G,1774,Imports,19,Coque Levent,,,,,Levant,,7 275,,3 637,,,,5 332,,
444,Fatima zahra,IIHS-122G,1774,Imports,19,Coquilles de mer,,,,,Hollande,,2 040,,1 224,,,,,,
445,Fatima zahra,IIHS-122G,1774,Imports,19,Cozail brut,,,,,Italie,,2 820,,1 410,,,,28 045,,
446,Fatima zahra,IIHS-122G,1774,Imports,19,Cozail brut,,,,,Levant,,26 635,,26 635,,,,28 045,,
447,Fatima zahra,IIHS-122G,1774,Imports,20,Corbeilles d'ozier,,,,,Genes,,1 140,,13 680,,,,,,
448,Fatima zahra,IIHS-122G,1774,Imports,20,Cordages ; d'auf,,,,,Espagne,,520 960,,52 096,,,,145 860,,
449,Fatima zahra,IIHS-122G,1774,Imports,20,Cordage ; de chanvre,,,,,Danemark,,5 421,,1 626,93 764,,,145 860,,
450,Fatima zahra,IIHS-122G,1774,Imports,20,Cordage ; de chanvre,,,,,Hollande,,4 000,,1 200,93 764,,,145 860,,
451,Fatima zahra,IIHS-122G,1774,Imports,20,Cordage ; de chanvre,,,,,Italie,,9 580,,2 874,93 764,,,145 860,,
452,Fatima zahra,IIHS-122G,1774,Imports,20,Cordage ; de chanvre,,,,,Naples,,219 200,,65 760,93 764,,,145 860,,
453,Fatima zahra,IIHS-122G,1774,Imports,20,Cordage ; de chanvre,,,,,Genes,,14 956,,4 486,93 764,,,145 860,,
454,Fatima zahra,IIHS-122G,1774,Imports,20,Cordage ; de chanvre,,,,,Savoye,,59 395,,17 818,93 764,,,145 860,,
455,Fatima zahra,IIHS-122G,1774,Imports,20,Cordes à boyaux,,,,,Naples,,1 498,,8 988,,,,,,
456,Fatima zahra,IIHS-122G,1774,Imports,20,Cornes ; de beuf,,,,,Angleterre,,29 819,,2 981,5 816,,,43 154,,
457,Fatima zahra,IIHS-122G,1774,Imports,20,Cornes ; de beuf,,,,,Savoye,,56 714,,2 835,5 816,,,43 154,,
458,Fatima zahra,IIHS-122G,1774,Imports,20,Cornes ; de cerf,,,,,Venise,,4 925,,1 970,,,,43 154,,
459,Fatima zahra,IIHS-122G,1774,Imports,20,Cornes ; à lanterne,,,,,Flandre,,3 156,,4 733,21 554,,,43 154,,
460,Fatima zahra,IIHS-122G,1774,Imports,20,Cornes ; à lanterne,,,,,Hollande,,5 888,,14 331,21 554,,,43 154,,
461,Fatima zahra,IIHS-122G,1774,Imports,20,Cornes ; à lanterne,,,,,Nord,,16 600,,2 490,21 554,,,43 154,,
462,Fatima zahra,IIHS-122G,1774,Imports,20,Cornes ; de mouton,,,,,Espagne,,74 990,,7 499,13 814,,,43 154,,
463,Fatima zahra,IIHS-122G,1774,Imports,20,Cornes ; de mouton,,,,,Levant,,85 150,,3 515,13 814,,,43 154,,
464,Fatima zahra,IIHS-122G,1774,Imports,20,Cornes ; de mouton,,,,,Portugal,,28 000,,2 800,13 814,,,43 154,,
465,Fatima zahra,IIHS-122G,1774,Imports,20,Coton ; filé,,,,,Allemagne,,"2 958,50",,8 707,1 469 344,,,15 369 910,,
466,Fatima zahra,IIHS-122G,1774,Imports,20,Coton ; filé,,,,,Hollande,,420,,1 680,1 469 344,,,15 369 910,,
467,Fatima zahra,IIHS-122G,1774,Imports,20,Coton ; filé,,,,,Italie,,68 397,,75 236,1 469 344,,,15 369 910,,
468,Fatima zahra,IIHS-122G,1774,Imports,20,Coton ; filé,,,,,Naples,,9 242,,10 166,1 469 344,,,15 369 910,,
469,Fatima zahra,IIHS-122G,1774,Imports,20,Coton ; filé,,,,,Genes,,4 917,,5 408,1 469 344,,,15 369 910,,
470,Fatima zahra,IIHS-122G,1774,Imports,20,Coton ; filé,,,,,Venise,,4 500,,4 950,1 469 344,,,15 369 910,,
471,Fatima zahra,IIHS-122G,1774,Imports,20,Coton ; filé,,,,,Levant,,1 185 220,,1 303 742,1 469 344,,,15 369 910,,
472,Fatima zahra,IIHS-122G,1774,Imports,20,Coton ; filé,,,,,Portugal,,14 560,,16 016,1 469 344,,,15 369 910,,
473,Fatima zahra,IIHS-122G,1774,Imports,20,Coton ; filé,,,,,Savoye,,13 637,,26 819,1 469 344,,,15 369 910,,
474,Fatima zahra,IIHS-122G,1774,Imports,20,Coton ; filé,,,,,Suisse,,16 620,,16 620,1 469 344,,,15 369 910,,
475,Fatima zahra,IIHS-122G,1774,Imports,21,Coton ; de laine,,,,,Hollande,,25 800,,51 600,13 900 566,,,15 369 910,,
476,Fatima zahra,IIHS-122G,1774,Imports,21,Coton ; de laine,,,,,Levant,,5 518 495,,5 518 495,13 900 566,,,15 369 910,,
477,Fatima zahra,IIHS-122G,1774,Imports,21,Coton ; de laine,,,,,Portugal,,1 228 035,,2 763 078,13 900 566,,,15 369 910,,
478,Fatima zahra,IIHS-122G,1774,Imports,21,Coton ; de laine,,,,,Isles,,3 474 690,,5 567 393,13 900 566,,,15 369 910,,
479,Fatima zahra,IIHS-122G,1774,Imports,21,Couperose,,,,,Angleterre,,388 274,,31 359,,,,184 044,,
480,Fatima zahra,IIHS-122G,1774,Imports,21,Couperose,,,,,Flandre,,713 859,,62 270,,,,184 044,,
481,Fatima zahra,IIHS-122G,1774,Imports,21,Couperose,,,,,Hollande,,853 153,,71 141,,,,184 044,,
482,Fatima zahra,IIHS-122G,1774,Imports,21,Couperose,,,,,Nord,,222 360,,19 274,,,,184 044,,
483,Fatima zahra,IIHS-122G,1774,Imports,21,Courdouan,,,,,Levant,,425,,12 750,,,,,,
484,Fatima zahra,IIHS-122G,1774,Imports,21,Couteaux,,,,,Hollande,,6 709,,6 709,,,,12 112,,
485,Fatima zahra,IIHS-122G,1774,Imports,21,Couteaux,,,,,Nord,,2 802,,4 203,,,,12 112,,
486,Fatima zahra,IIHS-122G,1774,Imports,21,Couteaux,,,,,Savoye,,600,,1 200,,,,12 112,,
487,Fatima zahra,IIHS-122G,1774,Imports,21,Couvertures ; de coton,,,,,Levant,,1 905,,2 976,,,,62 140,,
488,Fatima zahra,IIHS-122G,1774,Imports,21,Couvertures ; de laine,,,,,Allemagne,,40,,1 200,59 164,,,62 140,,
489,Fatima zahra,IIHS-122G,1774,Imports,21,Couvertures ; de laine,,,,,Espagne,,3 707,,7 414,59 164,,,62 140,,
490,Fatima zahra,IIHS-122G,1774,Imports,21,Couvertures ; de laine,,,,,Naples,,33 700,,50 550,59 164,,,62 140,,
491,Fatima zahra,IIHS-122G,1774,Imports,21,Creusets,,,,,Nord,,5 933,,1 780,,,,,,
492,Fatima zahra,IIHS-122G,1774,Imports,21,Crin,,,,,Geneve,,1 875,,1 500,,,,121 415,,
493,Fatima zahra,IIHS-122G,1774,Imports,21,Crin,,,,,Hollande,,14 884,,13 004,,,,121 415,,
494,Fatima zahra,IIHS-122G,1774,Imports,21,Crin,,,,,Naples,,14 850,,11 137,,,,121 415,,
495,Fatima zahra,IIHS-122G,1774,Imports,22,Crin,,,,,Levant,,6 785,,5 088,,,,121 415,,
496,Fatima zahra,IIHS-122G,1774,Imports,22,Crin,,,,,Nord,,40 225,,21 337,,,,121 415,,
497,Fatima zahra,IIHS-122G,1774,Imports,22,Crin,,,,,Russie,,126 550,,64 525,,,,121 415,,
498,Fatima zahra,IIHS-122G,1774,Imports,22,Crin,,,,,Savoye,,3 840,,3 072,,,,121 415,,
499,Fatima zahra,IIHS-122G,1774,Imports,22,Crin,,,,,Suisse,,2 190,,1 752,,,,121 415,,
500,Fatima zahra,IIHS-122G,1774,Imports,22,Cuirs ; de beuf ; en poil,,,,,Angleterre,,1 801,,53 032,3 435 643,3 469 678,,3 505 487,,
501,Fatima zahra,IIHS-122G,1774,Imports,22,Cuirs ; de beuf ; en poil,,,,,Espagne,,41 121,,629 046,3 435 643,3 469 678,,3 505 487,,
502,Fatima zahra,IIHS-122G,1774,Imports,22,Cuirs ; de beuf ; en poil,,,,,Hollande,,3 362,,37 182,3 435 643,3 469 678,,3 505 487,,
503,Fatima zahra,IIHS-122G,1774,Imports,22,Cuirs ; de beuf ; en poil,,,,,Italie,,156 460,,23 469,3 435 643,3 469 678,,3 505 487,,
504,Fatima zahra,IIHS-122G,1774,Imports,22,Cuirs ; de beuf ; en poil,,,,,Genes,,249 960,,35 616,3 435 643,3 469 678,,3 505 487,,
505,Fatima zahra,IIHS-122G,1774,Imports,22,Cuirs ; de beuf ; en poil,,,,,Venise,,200,,2 800,3 435 643,3 469 678,,3 505 487,,
506,Fatima zahra,IIHS-122G,1774,Imports,22,Cuirs ; de beuf ; en poil,,,,,Levant,,5 064 472,,1 262 368,3 435 643,3 469 678,,3 505 487,,
507,Fatima zahra,IIHS-122G,1774,Imports,22,Cuirs ; de beuf ; en poil,,,,,Nord,,4 310,,43 100,3 435 643,3 469 678,,3 505 487,,
508,Fatima zahra,IIHS-122G,1774,Imports,22,Cuirs ; de beuf ; en poil,,,,,Portugal,,64 553,,913 274,3 435 643,3 469 678,,3 505 487,,
509,Fatima zahra,IIHS-122G,1774,Imports,22,Cuirs ; de beuf ; en poil,,,,,Savoye,,3 345,,2 230,3 435 643,3 469 678,,3 505 487,,
510,Fatima zahra,IIHS-122G,1774,Imports,22,Cuirs ; de beuf ; en poil,,,,,Suede,,2 009,,28 126,3 435 643,3 469 678,,3 505 487,,
511,Fatima zahra,IIHS-122G,1774,Imports,22,Cuirs ; de beuf ; en poil,,,,,Isles,,32 335,,398 200,3 435 643,3 469 678,,3 505 487,,
512,Fatima zahra,IIHS-122G,1774,Imports,22,Cuirs ; de beuf ; en poil,,,,,Indes,,720,,7 200,3 435 643,3 469 678,,3 505 487,,
513,Fatima zahra,IIHS-122G,1774,Imports,22,Cuirs ; de beuf ; tannés,,,,,Flandre,,,,16 191,34 035,3 469 678,,3 505 487,,
514,Fatima zahra,IIHS-122G,1774,Imports,22,Cuirs ; de beuf ; tannés,,,,,Savoye,,915,,1 372,34 035,3 469 678,,3 505 487,,
515,Fatima zahra,IIHS-122G,1774,Imports,22,Cuirs ; de beuf ; tannés,,,,,Isles,,32 944,,16 472,34 035,3 469 678,,3 505 487,,
516,Fatima zahra,IIHS-122G,1774,Imports,22,Cuirs ; de Russie,,,,,Hollande,,12 216,,12 216,33 162,,,3 505 487,,
517,Fatima zahra,IIHS-122G,1774,Imports,22,Cuirs ; de Russie,,,,,Nord,,19 703,,19 703,33 162,,,3 505 487,,
518,Fatima zahra,IIHS-122G,1774,Imports,22,Cuirs ; de Russie,,,,,Russie,,1 243,,1 243,33 162,,,3 505 487,,
519,Fatima zahra,IIHS-122G,1774,Imports,23,Cuirs ; de vache ; en poil,,,,,Espagne,,,,1 047,2 647,,,3 505 487,,
520,Fatima zahra,IIHS-122G,1774,Imports,23,Cuirs ; de vache ; en poil,,,,,Italie,,8 000,,1 600,2 647,,,3 505 487,,
521,Fatima zahra,IIHS-122G,1774,Imports,23,Cuivre ; en batterie,,,,,Allemagne,,1 562,,2 516,3 734,,,2 769 905,,
522,Fatima zahra,IIHS-122G,1774,Imports,23,Cuivre ; en batterie,,,,,Hollande,,696,,1 218,3 734,,,2 769 905,,
523,Fatima zahra,IIHS-122G,1774,Imports,23,Cuivre ; brut,,,,,Hollande,,168 099,,204 564,251 553,,,2 769 905,,
524,Fatima zahra,IIHS-122G,1774,Imports,23,Cuivre ; brut,,,,,Nord,,29 836,,40 225,251 553,,,2 769 905,,
525,Fatima zahra,IIHS-122G,1774,Imports,23,Cuivre ; brut,,,,,Suede,,4 832,,6 764,251 553,,,2 769 905,,
526,Fatima zahra,IIHS-122G,1774,Imports,23,Cuivre ; en chaudrons,,,,,Allemagne,,2 221,,3 331,,,,2 769 905,,
527,Fatima zahra,IIHS-122G,1774,Imports,23,Cuivre ; en feuilles,,,,,Danemark,,19 197,,24 956,50 122,,,2 769 905,,
528,Fatima zahra,IIHS-122G,1774,Imports,23,Cuivre ; en feuilles,,,,,Hollande,,19 360,,25 166,50 122,,,2 769 905,,
529,Fatima zahra,IIHS-122G,1774,Imports,23,Cuivre ; en fando,,,,,Allemagne,,800,,1 120,,,,2 769 905,,
530,Fatima zahra,IIHS-122G,1774,Imports,23,Cuivre ; de fourure,,,,,Allemagne,,462 478,,649 031,780 847,,,2 769 905,,
531,Fatima zahra,IIHS-122G,1774,Imports,23,Cuivre ; de fourure,,,,,Flandre,,87 877,,131 816,780 847,,,2 769 905,,
532,Fatima zahra,IIHS-122G,1774,Imports,23,Cuivre ; en mamaye,,,,,Nord,,1 315,,1 315,,,,2 769 905,,
533,Fatima zahra,IIHS-122G,1774,Imports,23,Cuivre ; ouvré,,,,,Hollande,,12 992,,19 487,22 607,,,2 769 905,,
534,Fatima zahra,IIHS-122G,1774,Imports,23,Cuivre ; ouvré,,,,,Venise,,800,,1 200,22 607,,,2 769 905,,
535,Fatima zahra,IIHS-122G,1774,Imports,23,Cuivre ; ouvré,,,,,Nord,,1 200,,1 920,22 607,,,2 769 905,,
536,Fatima zahra,IIHS-122G,1774,Imports,23,Cuivre ; en planche,,,,,Espagne,,39 475,,43 467,576 500,,,2 769 905,,
537,Fatima zahra,IIHS-122G,1774,Imports,23,Cuivre ; en planche,,,,,Hollande,,17 947,,25 125,576 500,,,2 769 905,,
538,Fatima zahra,IIHS-122G,1774,Imports,23,Cuivre ; en planche,,,,,Nord,,288 067,,403 221,576 500,,,2 769 905,,
539,Fatima zahra,IIHS-122G,1774,Imports,23,Cuivre ; en planche,,,,,Suede,,48 551,,67 970,576 500,,,2 769 905,,
540,Fatima zahra,IIHS-122G,1774,Imports,23,Cuivre ; en planche,,,,,Suisse,,26 191,,36 717,576 500,,,2 769 905,,
541,Fatima zahra,IIHS-122G,1774,Imports,23,Cuivre ; en plaques,,,,,Hollande,,6 200,,8 680,398 680,,,2 769 905,,
542,Fatima zahra,IIHS-122G,1774,Imports,23,Cuivre ; en plaques,,,,,Suede,,7 800,,390 000,398 680,,,2 769 905,,
543,Fatima zahra,IIHS-122G,1774,Imports,23,Cuivre ; en platines,,,,,Hollande,,21 663,,24 912,,,,2 769 905,,
544,Fatima zahra,IIHS-122G,1774,Imports,23,Cuivre ; en rozette,,,,,Danemark,,10 693,,13 900,127 913,,,2 769 905,,
545,Fatima zahra,IIHS-122G,1774,Imports,23,Cuivre ; en rozette,,,,,Espagne,,18 265,,18 265,127 913,,,2 769 905,,
546,Fatima zahra,IIHS-122G,1774,Imports,23,Cuivre ; en rozette,,,,,Hollande,,47 164,,57 395,127 913,,,2 769 905,,
547,Fatima zahra,IIHS-122G,1774,Imports,23,Cuivre ; en rozette,,,,,Nord,,34 479,,38 353,127 913,,,2 769 905,,
548,Fatima zahra,IIHS-122G,1774,Imports,23,Cuivre ; tangoul,,,,,Espagne,,117 182,,105 463,319 827,,,2 769 905,,
549,Fatima zahra,IIHS-122G,1774,Imports,23,Cuivre ; tangoul,,,,,Levant,,155 859,,138 949,319 827,,,2 769 905,,
550,Fatima zahra,IIHS-122G,1774,Imports,23,Cuivre ; tangoul,,,,,Nord,,74 965,,67 468,319 827,,,2 769 905,,
551,Fatima zahra,IIHS-122G,1774,Imports,23,Cuivre ; tangoul,,,,,Suede,,8 830,,7 947,319 827,,,2 769 905,,
552,Fatima zahra,IIHS-122G,1774,Imports,23,Cuivre ; vieux,,,,,Allemagne,,8 945,,8 073,207 444,,,2 769 905,,
553,Fatima zahra,IIHS-122G,1774,Imports,23,Cuivre ; vieux,,,,,Angleterre,,2 500,,2 250,207 444,,,2 769 905,,
554,Fatima zahra,IIHS-122G,1774,Imports,23,Cuivre ; vieux,,,,,Flandre,,2 355,,2 079,207 444,,,2 769 905,,
555,Fatima zahra,IIHS-122G,1774,Imports,23,Cuivre ; vieux,,,,,Hollande,,215 463,,191 610,207 444,,,2 769 905,,
556,Fatima zahra,IIHS-122G,1774,Imports,23,Cuivre ; vieux,,,,,Suisse,,3 814,,3 432,207 444,,,2 769 905,,
557,Fatima zahra,IIHS-122G,1774,Imports,24,Cumin,,,,,Hollande,,12 841,,3 852,,,,11 502,,
558,Fatima zahra,IIHS-122G,1774,Imports,24,Cumin,,,,,Levant,,47 815,,7 650,,,,11 502,,
559,Fatima zahra,IIHS-122G,1774,Imports,24,Curcuma,,,,,Hollande,,16 190,,9 975,,,,,,
560,Fatima zahra,IIHS-122G,1774,Imports,24,Dattes,,,,,Genes,,20 400,,6 120,,,,29 820,,
561,Fatima zahra,IIHS-122G,1774,Imports,24,Dattes,,,,,Levant,,118 502,,23 700,,,,29 820,,
562,Fatima zahra,IIHS-122G,1774,Imports,24,Dents ; d'élephant,,,,,Espagne,,375,,1 500,161 497,,,178 522,,
563,Fatima zahra,IIHS-122G,1774,Imports,24,Dents ; d'élephant,,,,,Flandre,,4 835,,18 655,161 497,,,178 522,,
564,Fatima zahra,IIHS-122G,1774,Imports,24,Dents ; d'élephant,,,,,Hollande,,31 761,,123 192,161 497,,,178 522,,
565,Fatima zahra,IIHS-122G,1774,Imports,24,Dents ; d'élephant,,,,,Levant,,263,,2 630,161 497,,,178 522,,
566,Fatima zahra,IIHS-122G,1774,Imports,24,Dents ; d'élephant,,,,,Portugal,,3 880,,15 520,161 497,,,178 522,,
567,Fatima zahra,IIHS-122G,1774,Imports,24,Dents ; de morphil,,,,,Isles,,5 450,,17 025,,,,178 522,,
568,Fatima zahra,IIHS-122G,1774,Imports,24,Dentelle ; de fil ; blanc,,,,,Flandre,,"394,50",,315 550,367 310,367 310,,367 310,,
569,Fatima zahra,IIHS-122G,1774,Imports,24,Dentelle ; de fil ; blanc,,,,,Savoye,,2 439,,48 780,367 310,367 310,,367 310,,
570,Fatima zahra,IIHS-122G,1774,Imports,24,Dentelle ; de fil ; blanc,,,,,Suisse,,"87,50",,2 980,367 310,367 310,,367 310,,
571,Fatima zahra,IIHS-122G,1774,Imports,25,Dez à coudre,,,,,Hollande,,1 765,,1 173,,,,,,
572,Fatima zahra,IIHS-122G,1774,Imports,25,Dominoterie,,,,,Allemagne,,298,,1 690,,,,,,
573,Fatima zahra,IIHS-122G,1774,Imports,25,Drap ; de laine ; d'Angleterre,,,,,Angleterre,,75,,1 500,11 430,,,75 882,,
574,Fatima zahra,IIHS-122G,1774,Imports,25,Drap ; de laine ; d'Hollande,,,,,Hollande,,585,,9 930,11 430,,,75 882,,
575,Fatima zahra,IIHS-122G,1774,Imports,26,Drap ; draperie ; layette,,,,,Nord,,81,,1 458,64 452,,,75 882,,
576,Fatima zahra,IIHS-122G,1774,Imports,27,Drap ; draperie ; ordinaire,,,,,Espagne,,410,,2 050,16 600,64 452,,75 882,,
577,Fatima zahra,IIHS-122G,1774,Imports,27,Drap ; draperie ; ordinaire,,,,,Italie,,290,,1 450,16 600,64 452,,75 882,,
578,Fatima zahra,IIHS-122G,1774,Imports,27,Drap ; draperie ; ordinaire,,,,,Naples,,500,,2 500,16 600,64 452,,75 882,,
579,Fatima zahra,IIHS-122G,1774,Imports,27,Drap ; draperie ; ordinaire,,,,,Levant,,1 000,,5 000,16 600,64 452,,75 882,,
580,Fatima zahra,IIHS-122G,1774,Imports,27,Drap ; draperie ; ordinaire,,,,,Savoye,,800,,5 600,16 600,64 452,,75 882,,
581,Fatima zahra,IIHS-122G,1774,Imports,27,Drap ; draperie ; petite,,,,,Italie,,1 050,,3 150,5 400,64 452,,75 882,,
582,Fatima zahra,IIHS-122G,1774,Imports,27,Drap ; draperie ; petite,,,,,Levant,,750,,2 250,5 400,64 452,,75 882,,
583,Fatima zahra,IIHS-122G,1774,Imports,27,Drap ; draperie ; ratine,,,,,Geneve,,752,,9 024,40 994,64 452,,75 882,,
584,Fatima zahra,IIHS-122G,1774,Imports,27,Drap ; draperie ; ratine,,,,,Hollande,,3 197,,31 970,40 994,64 452,,75 882,,
585,Fatima zahra,IIHS-122G,1774,Imports,28,Drapeaux vieux ,,,,,Espagne,,23 000,,5 750,,,,17 534,,
586,Fatima zahra,IIHS-122G,1774,Imports,28,Drapeaux vieux ,,,,,Geneve,,11 520,,1 728,,,,17 534,,
587,Fatima zahra,IIHS-122G,1774,Imports,28,Drapeaux vieux ,,,,,Savoye,,67 043,,10 056,,,,17 534,,
588,Fatima zahra,IIHS-122G,1774,Imports,28,Drogueries,,,,,Espagne,,1 505,,1 505,,,,158 732,,
589,Fatima zahra,IIHS-122G,1774,Imports,28,Drogueries,,,,,Hollande,,61 579,,78 254,,,,158 732,,
590,Fatima zahra,IIHS-122G,1774,Imports,28,Drogueries,,,,,Italie,,5 569,,5 569,,,,158 732,,
591,Fatima zahra,IIHS-122G,1774,Imports,28,Drogueries,,,,,Genes,,6 225,,6 225,,,,158 732,,
592,Fatima zahra,IIHS-122G,1774,Imports,28,Drogueries,,,,,Levant,,48 875,,48 875,,,,158 732,,
593,Fatima zahra,IIHS-122G,1774,Imports,28,Drogueries,,,,,Nord,,7 813,,13 464,,,,158 732,,
594,Fatima zahra,IIHS-122G,1774,Imports,28,Drogueries,,,,,Savoye,,4 840,,4 840,,,,158 732,,
595,Fatima zahra,IIHS-122G,1774,Imports,28,Eau ; de Bussingne,,,,,Allemagne,,7 368,,2 210,,,,62 454,,
596,Fatima zahra,IIHS-122G,1774,Imports,28,Eau ; de cerizes,,,,,Suisse,,5 525,,2 762,,,,62 454,,
597,Fatima zahra,IIHS-122G,1774,Imports,28,Eau ; de fleur d'orange,,,,,Espagne,,790,,1 580,47 715,,,62 454,,
598,Fatima zahra,IIHS-122G,1774,Imports,28,Eau ; de fleur d'orange,,,,,Italie,,16 233,,17 799,47 715,,,62 454,,
599,Fatima zahra,IIHS-122G,1774,Imports,28,Eau ; de fleur d'orange,,,,,Genes,,25 372,,12 686,47 715,,,62 454,,
600,Fatima zahra,IIHS-122G,1774,Imports,28,Eau ; de fleur d'orange,,,,,Levant,,19 750,,9 875,47 715,,,62 454,,
601,Fatima zahra,IIHS-122G,1774,Imports,28,Eau ; de fleur d'orange,,,,,Savoye,,11 550,,5 775,47 715,,,62 454,,
602,Fatima zahra,IIHS-122G,1774,Imports,28,Eau ; forte,,,,,Angleterre,,1 850,,1 528,8 698,,,62 454,,
603,Fatima zahra,IIHS-122G,1774,Imports,28,Eau ; forte,,,,,Hollande,,1 556,,1 556,8 698,,,62 454,,
604,Fatima zahra,IIHS-122G,1774,Imports,28,Eau ; forte,,,,,Nord,,4 614,,4 614,8 698,,,62 454,,
605,Fatima zahra,IIHS-122G,1774,Imports,28,Eau ; forte,,,,,Savoye,,1 000,,1 000,8 698,,,62 454,,
606,Fatima zahra,IIHS-122G,1774,Imports,28,Eau ; de spa,,,,,Flandre,,2 138,,1 069,,,,62 454,,
607,Fatima zahra,IIHS-122G,1774,Imports,29,Eau de vie,,,,,Allemagne,,"46,75",,7 012,,,,2 205 749,,
608,Fatima zahra,IIHS-122G,1774,Imports,29,Eau de vie,,,,,Espagne,,"14 658,25",,2 198 737,,,,2 205 749,,
609,Fatima zahra,IIHS-122G,1774,Imports,29,Ecailles de tortues,,,,,Espagne,,3 562,,41 344,,,,137 222,,
610,Fatima zahra,IIHS-122G,1774,Imports,29,Ecailles de tortues,,,,,Flandre,,991,,10 278,,,,137 222,,
611,Fatima zahra,IIHS-122G,1774,Imports,29,Ecailles de tortues,,,,,Hollande,,4 691,,41 852,,,,137 222,,
612,Fatima zahra,IIHS-122G,1774,Imports,29,Ecailles de tortues,,,,,Isles,,5 529,,43 748,,,,137 222,,
613,Fatima zahra,IIHS-122G,1774,Imports,29,Echalats,,,,,Allemagne,,102,,5 230,,,,,,
614,Fatima zahra,IIHS-122G,1774,Imports,29,Ecorces de chesne,,,,,Allemagne,,31,,1 670,,,,3 914,,
615,Fatima zahra,IIHS-122G,1774,Imports,29,Ecorces de chesne,,,,,Flandre,,748,,2 244,,,,3 914,,
616,Fatima zahra,IIHS-122G,1774,Imports,29,Encens,,,,,Levant,,87 002,,52 201,,,,58 201,,
617,Fatima zahra,IIHS-122G,1774,Imports,29,Encens,,,,,Indes,,5 000,,6 000,,,,58 201,,
618,Fatima zahra,IIHS-122G,1774,Imports,29,Epicerie,,,,,Hollande,,82 564,,186 617,,,,247 720,,
619,Fatima zahra,IIHS-122G,1774,Imports,29,Epicerie,,,,,Nord,,27 157,,61 103,,,,247 720,,
620,Fatima zahra,IIHS-122G,1774,Imports,29,Eponges,,,,,Allemagne,,9 956,,9 956,,,,52 988,,
621,Fatima zahra,IIHS-122G,1774,Imports,29,Eponges,,,,,Italie,,1 400,,1 400,,,,52 988,,
622,Fatima zahra,IIHS-122G,1774,Imports,29,Eponges,,,,,Naples,,5 800,,5 800,,,,52 988,,
623,Fatima zahra,IIHS-122G,1774,Imports,29,Eponges,,,,,Levant,,35 832,,35 832,,,,52 988,,
624,Fatima zahra,IIHS-122G,1774,Imports,29,Escabilles,,,,,Flandre,,79,,7 900,,,,,,
625,Fatima zahra,IIHS-122G,1774,Imports,30,Escayolles,,,,,Levant,,452 590,,45 259,,,,,,
626,Fatima zahra,IIHS-122G,1774,Imports,30,Esparts,,,,,Espagne,,868,,34 720,,,,,,
627,Fatima zahra,IIHS-122G,1774,Imports,30,Esprit ; de bergamottes,,,,,Italie,,180,,2 700,150 180,,,192 495,,
628,Fatima zahra,IIHS-122G,1774,Imports,30,Esprit ; de bergamottes,,,,,Naples,,7 710,,138 780,150 180,,,192 495,,
629,Fatima zahra,IIHS-122G,1774,Imports,30,Esprit ; de bergamottes,,,,,Genes,,580,,8 700,150 180,,,192 495,,
630,Fatima zahra,IIHS-122G,1774,Imports,30,Esprit ; de citrons,,,,,Savoye,,2 821,,42 315,,,,192 495,,
631,Fatima zahra,IIHS-122G,1774,Imports,30,Essence,,,,,Naples,,580,,1 740,,,,,,
632,Fatima zahra,IIHS-122G,1774,Imports,30,Estampes,,,,,Allemagne,,918,,5 463,,,,43 988,,
