Data entry by,Source,Year,Sheet,Marchandises,Pays,Quantité,Leur valeur,Leur Valeur (sub-total 1),Leur Valeur (sub-total 2),Total,Remarks
Milewski,122E,1771,42,Esprit ; de bergamottes,Naples,3 812,68 616,84 741,,102 081,
Milewski,122E,1771,42,Esprit ; de bergamottes,Genes,725,10 875,84 741,,102 081,
Milewski,122E,1771,42,Esprit ; de fl. D'orange,Savoye,200,3 000,,,102 081,
Milewski,122E,1771,42,Esprit ; de vin,Espagne,,13 050,,,102 081,
Milewski,122E,1771,42,Esprit ; de vitriol,Hollande,1 290,1 290,,,102 081,
Milewski,122E,1771,42,Essence,Italie,1 750,12 250,,,17 281,
Milewski,122E,1771,42,Essence,Genes,380,1 140,,,17 281,
Milewski,122E,1771,42,Essence,Savoye,1 797,3 891,,,17 281,
Milewski,122E,1771,42,Estampes,Allemagne,8 245,49 470,,,84 050,
Milewski,122E,1771,42,Estampes,Angleterre,2 207,22 070,,,84 050,
Milewski,122E,1771,42,Estampes,Flandre,112,8 750,,,84 050,
Milewski,122E,1771,42,Estampes,Hollande,160,1 600,,,84 050,
Milewski,122E,1771,42,Estampes,Savoye,360,2 160,,,84 050,
Milewski,122E,1771,42,Etaim ; en bloc,Angleterre,704 737,602 540,839 904,,879 469,
Milewski,122E,1771,42,Etaim ; en bloc,Flandre,22 037,22 037,839 904,,879 469,
Milewski,122E,1771,42,Etaim ; en bloc,Hollande,202 748,151 705,839 904,,879 469,
Milewski,122E,1771,42,Etaim ; en bloc,Italie,47 819,35 864,839 904,,879 469,
Milewski,122E,1771,42,Etaim ; en bloc,Genes,14 800,14 800,839 904,,879 469,
Milewski,122E,1771,42,Etaim ; en bloc,Savoye,12 932,12 958,839 904,,879 469,
Milewski,122E,1771,42,Etaim ; des Indes,Hollande,18 557,23 288,,,879 469,
Milewski,122E,1771,42,Etaim ; de Melac,Hollande,1 060,1 060,,,879 469,
Milewski,122E,1771,42,Etaim ; ouvré,Allemagne,1 614,2 422,11 720,,879 469,
Milewski,122E,1771,42,Etaim ; ouvré,Flandre,1 400,2 100,11 720,,879 469,
Milewski,122E,1771,42,Etaim ; ouvré,Hollande,7 628,7 198,11 720,,879 469,
Milewski,122E,1771,42,Etaim ; vieux,Allemagne,4 373,3 497,,,879 469,
Milewski,122E,1771,43,Etamine ; de laine,Hollande,917,55 020,,,55 020,
Milewski,122E,1771,43,Etoffe ; de soye ; diverses,Espagne,347,13 900,492 460,2 917 925,2 941 580,
Milewski,122E,1771,43,Etoffe ; de soye ; diverses,Hollande,632,37 920,492 460,2 917 925,2 941 580,
Milewski,122E,1771,43,Etoffe ; de soye ; diverses,Italie,1 587,63 480,492 460,2 917 925,2 941 580,
Milewski,122E,1771,43,Etoffe ; de soye ; diverses,Genes,2 834,113 360,492 460,2 917 925,2 941 580,
Milewski,122E,1771,43,Etoffe ; de soye ; diverses,Venise,260,10 400,492 460,2 917 925,2 941 580,
Milewski,122E,1771,43,Etoffe ; de soye ; diverses,Levant,1 300,52 000,492 460,2 917 925,2 941 580,
Milewski,122E,1771,43,Etoffe ; de soye ; diverses,Savoye,5 035,201 400,492 460,2 917 925,2 941 580,
Milewski,122E,1771,44,Etoffe ; de soye ; des Indes,Indes,,18 000,,2 917 925,2 941 580,
Milewski,122E,1771,44,Etoffe ; de soye ; de Levant,Levant,,2 009 040,,2 917 925,2 941 580,
Milewski,122E,1771,44,Etoffe ; de soye ; satin,Levant,1 365,40 950,,2 917 925,2 941 580,
Milewski,122E,1771,44,Etoffe ; de soye ; velour,Hollande,10,4 000,357 475,2 917 925,2 941 580,
Milewski,122E,1771,44,Etoffe ; de soye ; velour,Italie,34,13 600,357 475,2 917 925,2 941 580,
Milewski,122E,1771,44,Etoffe ; de soye ; velour,Genes,839,335 875,357 475,2 917 925,2 941 580,
Milewski,122E,1771,44,Etoffe ; de soye ; velour,Savoye,10,4 000,357 475,2 917 925,2 941 580,
Milewski,122E,1771,46,Etoffe ; meslée de soye; ?,Hollande,3 483,17 415,17 415,,2 941 580,
Milewski,122E,1771,46,Etoffe ; de coton ; cotonne,Levant,156,6 240,6 240,,2 941 580,
Milewski,122E,1771,47,Euphorbe,Levant,18 810,5 643,,,,
Milewski,122E,1771,47,Farine,Angleterre,3 145 329,629 003,,,648 003,
Milewski,122E,1771,47,Farine,Italie,11 000,5 500,,,648 003,
Milewski,122E,1771,47,Farine,Naples,23 400,11 700,,,648 003,
Milewski,122E,1771,47,Farine,Genes,9 000,1 800,,,648 003,
Milewski,122E,1771,47,Faulx,Nord,128 539,75 806,,,92 381,
Milewski,122E,1771,47,Faulx,Savoye,17 662,13 246,,,92 381,
Milewski,122E,1771,47,Faulx,Suisse,4 369,3 329,,,92 381,
Milewski,122E,1771,48,Fayance,Allemagne,46 711,23 355,,,47 178,
Milewski,122E,1771,48,Fayance,Espagne,4 200,1 500,,,47 178,
Milewski,122E,1771,48,Fayance,Flandre,3 123,1 873,,,47 178,
Milewski,122E,1771,48,Fayance,Hollande,26 700,17 950,,,47 178,
Milewski,122E,1771,48,Fayance,Genes,5 000,2 500,,,47 178,
Milewski,122E,1771,48,Fer ; en ,Espagne,46 550,12 757,15 807,,5 247 134,
Milewski,122E,1771,48,Fer ; en ,Hollande,5 160,1 032,15 807,,5 247 134,
Milewski,122E,1771,48,Fer ; en ,Genes,10 090,2 018,15 807,,5 247 134,
Milewski,122E,1771,48,Fer ; en barres,Allemagne,1 506 830,226 024,4 561 665,,5 247 134,
Milewski,122E,1771,48,Fer ; en barres,Danemark,262 897,58 310,4 561 665,,5 247 134,
Milewski,122E,1771,48,Fer ; en barres,Espagne,13 532 316,2 516 701,4 561 665,,5 247 134,
Milewski,122E,1771,48,Fer ; en barres,Flandre,259 160,38 873,4 561 665,,5 247 134,
Milewski,122E,1771,48,Fer ; en barres,Hollande,1 108 495,189 956,4 561 665,,5 247 134,
Milewski,122E,1771,48,Fer ; en barres,Italie,50 580,7 587,4 561 665,,5 247 134,
Milewski,122E,1771,48,Fer ; en barres,Genes,273 520,41 028,4 561 665,,5 247 134,
Milewski,122E,1771,48,Fer ; en barres,Nord,172 677,35 639,4 561 665,,5 247 134,
Milewski,122E,1771,48,Fer ; en barres,Russie,3 355 301,528 552,4 561 665,,5 247 134,
Milewski,122E,1771,48,Fer ; en barres,Savoye,218 307,32 746,4 561 665,,5 247 134,
Milewski,122E,1771,48,Fer ; en barres,Suede,4 987 633,886 249,4 561 665,,5 247 134,
Milewski,122E,1771,48,Fer ; en batterie,Allemagne,227 888,45 577,,,5 247 134,
Milewski,122E,1771,48,Fer ; battu,Flandre,19 590,4 897,,,5 247 134,
Milewski,122E,1771,48,Fer ; blanc,Allemagne,102,8 364,278 234,,5 247 134,
Milewski,122E,1771,48,Fer ; blanc,Flandre,18 944,4 160,278 234,,5 247 134,
Milewski,122E,1771,48,Fer ; blanc,Hollande,363,,278 234,,5 247 134,
Milewski,122E,1771,48,Fer ; blanc,Hollande,66 236,86 688,278 234,,5 247 134,2 qtités pour hollande
Milewski,122E,1771,48,Fer ; blanc,Naples,2 400,1 440,278 234,,5 247 134,
Milewski,122E,1771,48,Fer ; blanc,Levant,45 600,27 360,278 234,,5 247 134,
Milewski,122E,1771,48,Fer ; blanc,Nord,524,,278 234,,5 247 134,
Milewski,122E,1771,48,Fer ; blanc,Nord,72 200,,278 234,,5 247 134,
Milewski,122E,1771,48,Fer ; blanc,Nord,4 794,122 032,278 234,,5 247 134,3 qtités pour nord
Milewski,122E,1771,48,Fer ; blanc,Russie,151,15 100,278 234,,5 247 134,
Milewski,122E,1771,48,Fer ; blanc,Savoye,5 400,3 240,278 234,,5 247 134,
Milewski,122E,1771,48,Fer ; blanc,Suede,12,,278 234,,5 247 134,
Milewski,122E,1771,48,Fer ; blanc,Suede,14 000,9 850,278 234,,5 247 134,2 qtités pour Suède
Milewski,122E,1771,49,Fer ; en bocages,Allemagne,4 564,1 141,,,5 247 134,
Milewski,122E,1771,49,Fer ; en cercles,Angleterre,26 372,5 274,28 113,,5 247 134,
Milewski,122E,1771,49,Fer ; en cercles,Hollande,89 092,22 839,28 113,,5 247 134,
Milewski,122E,1771,49,Fer ; coulé,Allemagne,258 640,25 864,48 154,,5 247 134,
Milewski,122E,1771,49,Fer ; coulé,Flandre,129 310,13 106,48 154,,5 247 134,
Milewski,122E,1771,49,Fer ; coulé,Hollande,28 064,7 286,48 154,,5 247 134,
Milewski,122E,1771,49,Fer ; coulé,Nord,8 452,1 898,48 154,,5 247 134,
Milewski,122E,1771,49,Fer ; en enclumes,Hollande,40 238,5 072,,,5 247 134,
Milewski,122E,1771,49,Fer ; en étaux,Hollande,3 665,1 027,,,5 247 134,
Milewski,122E,1771,49,Fer ; en feuilles,Hollande,14 211,2 273,,,5 247 134,
Milewski,122E,1771,49,Fer ; en fleaux,Hollande,3 944,2 366,,,5 247 134,
Milewski,122E,1771,49,Fer ; en lames,Angleterre,14 070,2 110,,,5 247 134,
Milewski,122E,1771,49,Fer ; noir,Allemagne,34 670,9 358,72 980,,5 247 134,
Milewski,122E,1771,49,Fer ; noir,Hollande,32 895,3 537,72 980,,5 247 134,
Milewski,122E,1771,49,Fer ; noir,Nord,2 710,1 355,72 980,,5 247 134,
Milewski,122E,1771,49,Fer ; noir,Russie,635,50 800,72 980,,5 247 134,
Milewski,122E,1771,49,Fer ; noir,Suede,22,,72 980,,5 247 134,
Milewski,122E,1771,49,Fer ; noir,Suede,23 080,7 930,72 980,,5 247 134,2 qtités pour Suède
Milewski,122E,1771,49,Fer ; ouvré,Hollande,74 562,19 087,42 381,,5 247 134,
Milewski,122E,1771,49,Fer ; ouvré,Italie,60 130,15 155,42 381,,5 247 134,
Milewski,122E,1771,49,Fer ; ouvré,Genes,11 370,2 842,42 381,,5 247 134,
Milewski,122E,1771,49,Fer ; ouvré,Venise,11 128,2 887,42 381,,5 247 134,
Milewski,122E,1771,49,Fer ; ouvré,Savoye,8 185,2 410,42 381,,5 247 134,
Milewski,122E,1771,49,Fer ; en plaques,Hollande,126 530,22 847,,,5 247 134,
Milewski,122E,1771,49,Fer ; en platines,Flandre,146 210,43 863,,,5 247 134,
Milewski,122E,1771,49,Fer ; en poeles à frire,Hollande,65 914,23 576,28 862,,5 247 134,
Milewski,122E,1771,49,Fer ; en poeles à frire,Suisse,17 621,5 286,28 862,,5 247 134,
Milewski,122E,1771,49,Fer ; en sucs,Suisse,2 895,1 158,,,5 247 134,
Milewski,122E,1771,49,Fer ; en taule,Flandre,20 393,5 404,38 607,,5 247 134,
Milewski,122E,1771,49,Fer ; en taule,Hollande,92 728,26 744,38 607,,5 247 134,
Milewski,122E,1771,49,Fer ; en taule,Suede,17 370,6 459,38 607,,5 247 134,
Milewski,122E,1771,49,Ficelle,Genes,4 875,2 437,,,5 732,
Milewski,122E,1771,49,Ficelle,Levant,6 590,3 295,,,5 732,
Milewski,122E,1771,50,Fil ; à coudre ; blanc,Angleterre,1 340,2 680,99 269,289 231,1 413 863,
Milewski,122E,1771,50,Fil ; à coudre ; blanc,Flandre,22 519,61 419,99 269,289 231,1 413 863,
Milewski,122E,1771,50,Fil ; à coudre ; blanc,Hollande,12 120,24 240,99 269,289 231,1 413 863,
Milewski,122E,1771,50,Fil ; à coudre ; blanc,Italie,710,1 570,99 269,289 231,1 413 863,
Milewski,122E,1771,50,Fil ; à coudre ; blanc,Genes,4 680,9 360,99 269,289 231,1 413 863,
Milewski,122E,1771,50,Fil ; à coudre ; de couleur,Allemagne,17 357,43 392,44 412,289 231,1 413 863,
Milewski,122E,1771,50,Fil ; à coudre ; de couleur,Savoye,340,1 020,44 412,289 231,1 413 863,
Milewski,122E,1771,50,Fil ; à coudre ; épinal,Flandre,58 220,145 550,289 231,,1 413 863,
Milewski,122E,1771,50,Fil ; de chanvre,Allemagne,13 619,20 019,28 406,,1 413 863,
Milewski,122E,1771,50,Fil ; de chanvre,Savoye,11 183,8 387,28 406,,1 413 863,
Milewski,122E,1771,50,Fil ; de charrette,Allemagne,3 146,5 717,,,1 413 863,
Milewski,122E,1771,50,Fil ; de chevre,Genes,510,1 530,939 570,,1 413 863,
Milewski,122E,1771,50,Fil ; de chevre,Levant,312 680,938 040,939 570,,1 413 863,
Milewski,122E,1771,50,Fil ; à dentelle,Flandre,35,2 800,18 325,,1 413 863,
Milewski,122E,1771,50,Fil ; à dentelle,Hollande,1 035,15 525,18 325,,1 413 863,
Milewski,122E,1771,50,Fil ; d'étaupes,Allemagne,13 313,7 576,,,1 413 863,
Milewski,122E,1771,50,Fil ; de lin ; bis,Allemagne,114 575,40 101,125 038,,1 413 863,
Milewski,122E,1771,50,Fil ; de lin ; blanc,Allemagne,68 237,20 470,125 038,,1 413 863,
Milewski,122E,1771,50,Fil ; de lin ; retord,Flandre,24 675,64 467,125 038,,1 413 863,
Milewski,122E,1771,50,Fil ; de fer,Allemagne,35 170,17 584,123 646,,1 215 012,
Milewski,122E,1771,50,Fil ; de fer,Flandre,1 614,3 228,123 646,,1 215 012,
Milewski,122E,1771,50,Fil ; de fer,Hollande,120 184,59 386,123 646,,1 215 012,
Milewski,122E,1771,50,Fil ; de fer,Nord,6 162,2 156,123 646,,1 215 012,
Milewski,122E,1771,50,Fil ; de fer,Suisse,103 230,41 292,123 646,,1 215 012,
Milewski,122E,1771,50,Fil ; de léton,Allemagne,116 427,116 427,1 091 366,,1 215 012,
Milewski,122E,1771,50,Fil ; de léton,Hollande,27 361,56 101,1 091 366,,1 215 012,
Milewski,122E,1771,50,Fil ; de léton,Nord,39 425,67 497,1 091 366,,1 215 012,
Milewski,122E,1771,50,Fil ; de léton,Suede,332 089,851 341,1 091 366,,1 215 012,
Milewski,122E,1771,50,Filets ; d'espars,Espagne,842 125,33 685,,,41 715,
Milewski,122E,1771,50,Filets ; à sardineaux,Genes,201,8 030,,,41 715,
Milewski,122E,1771,51,Filozelle,Geneve,18 032,126 224,,,408 975,
Milewski,122E,1771,51,Filozelle,Suisse,40 393,282 751,,,408 975,
Milewski,122E,1771,51,Flambeaux,Naples,1 900,3 800,,,,
Milewski,122E,1771,51,Fleurs ; artifficielles,Genes,900,45 000,55 000,,91 868,
Milewski,122E,1771,51,Fleurs ; artifficielles,Savoye,200,10 000,55 000,,91 868,
Milewski,122E,1771,51,Fleurs ; de canelle,Savoye,1 420,25 560,28 277,,91 868,
Milewski,122E,1771,51,Fleurs ; de canelle,Genes,151,2 717,28 277,,91 868,
Milewski,122E,1771,51,Fleurs ; de muscades,Hollande,504,6 048,,,91 868,
Milewski,122E,1771,51,Fleurs ; de souffre,Flandre,10 175,2 543,,,91 868,
Milewski,122E,1771,51,Foin,Allemagne,113,,,,10 044,
Milewski,122E,1771,51,Foin,Allemagne,235,10 044,,,10 044,2 qtités pour Allemagne
Milewski,122E,1771,51,Folicule de sené,Italie,11 700,58 500,,,110 135,
Milewski,122E,1771,51,Folicule de sené,Levant,10 067,50 335,,,110 135,
Milewski,122E,1771,51,Folicule de sené,Savoye,260,1 300,,,110 135,
Milewski,122E,1771,51,Fourures de soye,Levant,9 015,13 522,,,,
Milewski,122E,1771,51,Fromage ; commun,Allemagne,19 694,7 568,157 095,,1 746 524,
Milewski,122E,1771,51,Fromage ; commun,Espagne,6 500,2 325,157 095,,1 746 524,
Milewski,122E,1771,51,Fromage ; commun,Flandre,6 302,2 229,157 095,,1 746 524,
Milewski,122E,1771,51,Fromage ; commun,Italie,25 337,6 442,157 095,,1 746 524,
Milewski,122E,1771,51,Fromage ; commun,Genes,20 157,8 062,157 095,,1 746 524,
Milewski,122E,1771,51,Fromage ; commun,Savoye,479 980,130 469,157 095,,1 746 524,
Milewski,122E,1771,51,Fromage ; de Gruyere,Geneve,57 312,17 193,444 914,,1 746 524,
Milewski,122E,1771,51,Fromage ; de Gruyere,Suisse,1 391 222,427 721,444 914,,1 746 524,
Milewski,122E,1771,51,Fromage ; d'Hollande,Hollande,3 048 969,1 144 515,,,1 746 524,
Milewski,122E,1771,52,Fruits ;,Allemagne,,4 448,45 597,,1 042 549,
Milewski,122E,1771,52,Fruits ;,Genes,660 700,33 485,45 597,,1 042 549,
Milewski,122E,1771,52,Fruits ;,Savoye,273 705,7 664,45 597,,1 042 549,
Milewski,122E,1771,52,Fruits ; secs,Espagne,1 844 829,362 644,996 952,,1 042 549,
Milewski,122E,1771,52,Fruits ; secs,Flandre,134 520,20 985,996 952,,1 042 549,
Milewski,122E,1771,52,Fruits ; secs,Italie,77 680,14 846,996 952,,1 042 549,
Milewski,122E,1771,52,Fruits ; secs,Naples,3 304 985,440 358,996 952,,1 042 549,
Milewski,122E,1771,52,Fruits ; secs,Genes,375 340,62 696,996 952,,1 042 549,
Milewski,122E,1771,52,Fruits ; secs,Levant,99 612,19 922,996 952,,1 042 549,
Milewski,122E,1771,52,Fruits ; secs,Portugal,489 658,51 680,996 952,,1 042 549,
Milewski,122E,1771,52,Fruits ; secs,Savoye,855 790,23 821,996 952,,1 042 549,
Milewski,122E,1771,52,Futailles,Italie,1 127,7 889,,,,
Milewski,122E,1771,52,Galbanum,Levant,6 625,9 937,,,,
Milewski,122E,1771,52,Galles,Hollande,2 162,2 162,,,558 901,
Milewski,122E,1771,52,Galles,Italie,7 000,6 300,,,558 901,
Milewski,122E,1771,52,Galles,Naples,88 650,35 460,,,558 901,
Milewski,122E,1771,52,Galles,Genes,5 900,5 310,,,558 901,
Milewski,122E,1771,52,Galles,Levant,1 177 060,470 824,,,558 901,
Milewski,122E,1771,52,Galles,Savoye,109 295,38 845,,,558 901,
Milewski,122E,1771,52,Galons ; dorure ; or et argt,Angleterre,26,3 180,3 180,,6 780,
Milewski,122E,1771,52,Galons ; de filzelle,Savoye,180,3 600,,,6 780,
Saadia Mai,122E,1771,53,Gans; communs,Suisse,,1 498,,,1 498,
Saadia Mai,122E,1771,53,Garance,Allemagne,129 100,116 190,,,1 003 473,
Saadia Mai,122E,1771,53,Garance,Espagne,48 960,19 584,,,1 003 473,
Saadia Mai,122E,1771,53,Garance,Flandre,2 640,2 640,,,1 003 473,
Saadia Mai,122E,1771,53,Garance,Hollande,923 101,632 359,,,1 003 473,
Saadia Mai,122E,1771,53,Garance,Genes,5 430,2 172,,,1 003 473,
Saadia Mai,122E,1771,53,Garance,Levant,577 570,230 528,,,1 003 473,
Saadia Mai,122E,1771,53,Geroffle,Hollande,69 926,705 154,,,,
Saadia Mai,122E,1771,53,Gingembre,Isles,35 721,10 200,,,,
Saadia Mai,122E,1771,54,Gomme; aragon,Levant,30 268,45 402,,,593 050,
Saadia Mai,122E,1771,54,Gomme; ?,Levant,4 080,6 120,,,593 050,
Saadia Mai,122E,1771,54,Gomme; arabique ,Hollande,21 019,25 732,277 983,,593 050,
Saadia Mai,122E,1771,54,Gomme; arabique ,Italie ,2 700,2 430,277 983,,593 050,
Saadia Mai,122E,1771,54,Gomme; arabique ,Levant,416 369,249 821,277 983,,593 050,
Saadia Mai,122E,1771,54,Gomme; de barbarie,Levant,99 390,44 725,,,593 050,
Saadia Mai,122E,1771,54,Gomme; copale,Italie ,655,1 965,4 115,,593 050,
Saadia Mai,122E,1771,54,Gomme; copale,Portugal,1 075,2 150,4 115,,593 050,
Saadia Mai,122E,1771,54,Gomme; eterni,Espagne,755,1 510,5 451,,593 050,
Saadia Mai,122E,1771,54,Gomme; eterni,Hollande,7 778,3 941,5 451,,593 050,
Saadia Mai,122E,1771,54,Gomme; de gayac,Isles,7 585,16 183,,,593 050,
Saadia Mai,122E,1771,54,Gomme; gutte,Espagne,2 685,10 740,11 880,,593 050,
Saadia Mai,122E,1771,54,Gomme; gutte,Hollande,190,1 140,11 880,,593 050,
Saadia Mai,122E,1771,54,Gomme; lacque,Flandre,3 925,7 850,20 530,,593 050,
Saadia Mai,122E,1771,54,Gomme; lacque,Hollande,1 840,3 680,20 530,,593 050,
Saadia Mai,122E,1771,54,Gomme; lacque,Italie,2 000,4 000,20 530,,593 050,
Saadia Mai,122E,1771,54,Gomme; lacque,Naples,1 700,3 400,20 530,,593 050,
Saadia Mai,122E,1771,54,Gomme; lacque,Venise,800,1 600,20 530,,593 050,
Saadia Mai,122E,1771,54,Gomme; sandarac,Hollande,1 000,1 500,13 393,,593 050,
Saadia Mai,122E,1771,54,Gomme; sandarac,Levant,7 929,11 893,13 393,,593 050,
Saadia Mai,122E,1771,54,Gomme; de Sénegal,Flandre,50 905,71 267,129 084,,593 050,
Saadia Mai,122E,1771,54,Gomme; de Sénegal,Hollande,57 817,57 817,129 084,,593 050,
Saadia Mai,122E,1771,54,Gomme; thurique,Levant,36 368,18 184,,,593 050,
Saadia Mai,122E,1771,54,Grabeau; de cochenille,Espagne,7 747,77 470,,,96 780,
Saadia Mai,122E,1771,54,Grabeau; d'encens,Levant,56 878,5 687,,,96 780,
Saadia Mai,122E,1771,54,Grabeau; de gomme,Levant,11 360,2 272,,,96 780,
Saadia Mai,122E,1771,54,Grabeau; d'indigo,Italie,620,2 480,4 880,,96 780,
Saadia Mai,122E,1771,54,Grabeau; d'indigo,Savoye,600,2 400,4 880,,96 780,
Saadia Mai,122E,1771,54,Grabeau; de sené,Levant,86 044,3 906,,,96 780,
Saadia Mai,122E,1771,54,Grabeau; de tartre,Italie,17 100,2 565,,,96 780,
Saadia Mai,122E,1771,54,Graine; d'alKerme,Genes,500,2 000,,,264 695,
Saadia Mai,122E,1771,54,Graine; de chanvre,Naples,46 800,4 680,,,264 695,
Saadia Mai,122E,1771,54,Graine; de choux,Hollande,,,,,264 695,
Saadia Mai,122E,1771,54,Graine; de cochenille,Savoye,200,2 000,,,264 695,
Saadia Mai,122E,1771,54,Graine; de colzat,Allemagne,1 400,1 400,,,264 695,
Saadia Mai,122E,1771,55,Graine; de jardin,Flandre,2 650,1 400,,,264 695,
Saadia Mai,122E,1771,55,Graine; jaune,Espagne,82 260,9 678,,,264 695,
Saadia Mai,122E,1771,55,Graine; de lin,Angleterre,8 800,8 800,240 357,,264 695,
Saadia Mai,122E,1771,55,Graine; de lin,Flandre,53 800,9 100,240 357,,264 695,
Saadia Mai,122E,1771,55,Graine; de lin,Hollande,510 843,215 103,240 357,,264 695,
Saadia Mai,122E,1771,55,Graine; de lin,Nord,49 030,7 354,240 357,,264 695,
Saadia Mai,122E,1771,55,Graine; de moutarde,Hollande,1 250,1 875,,,264 695,
Saadia Mai,122E,1771,55,Graine; de navette,Allemagne,2 175,1 305,,,264 695,
Saadia Mai,122E,1771,55,Graisse,Savoye,9 650,1 930,,,,
Saadia Mai,122E,1771,55,Granille de cochenille,Espagne,3 750,37 500,,,42 180,
Saadia Mai,122E,1771,55,Granille de cochenille,Levant,468,4 680,,,42 180,
Saadia Mai,122E,1771,55,Grenat,Savoye,260,13 000,,,,
Saadia Mai,122E,1771,55,Gruau,Hollande,25 305,8 480,,,,
Saadia Mai,122E,1771,55,Habillemence,Allemagne,,12 278,,,14 193,
Saadia Mai,122E,1771,55,Habillemence,Levant,,,,,14 193,
Saadia Mai,122E,1771,55,Habillemence,Savoye,,1 915,,,14 193,
Saadia Mai,122E,1771,56,Harangs; blancs,Angleterre,580,23 200,92 773,,92 773,
Saadia Mai,122E,1771,56,Harangs; blancs,Flandre,25,1 250,92 773,,92 773,
Saadia Mai,122E,1771,56,Harangs; blancs,Hollande,30,1 200,92 773,,92 773,
Saadia Mai,122E,1771,56,Harangs; blancs,Suede,1 678,67 123,92 773,,92 773,
Saadia Mai,122E,1771,56,Herbes; capilaire,Flandre,,2 484,3 504,,11 232,
Saadia Mai,122E,1771,56,Herbes; capilaire,Hollande,,1 020,3 504,,11 232,
Saadia Mai,122E,1771,56,Herbes; perelle,Portugal,25 760,7 728,,,11 232,
Saadia Mai,122E,1771,56,Horlogerie,Allemagne,,3 260,,,199 785,
Saadia Mai,122E,1771,56,Horlogerie,Geneve,,13 185,,,199 785,
Saadia Mai,122E,1771,56,Horlogerie,Savoye,3 509,140 369,,,199 785,
Saadia Mai,122E,1771,56,Horlogerie,Suisse,,42 971,,,199 785,
Saadia Mai,122E,1771,56,Houblon,Flandre,155 718,70 597,,,73 097,
Saadia Mai,122E,1771,56,Houblon,Hollande,5 000,2 500,,,73 097,
Saadia Mai,122E,1771,56,Huile; d'amande,Genes,1 200,2 400,,,11 864 288,
Saadia Mai,122E,1771,56,Huile; de cacao,Isles,364,1 092,,,11 864 288,
Saadia Mai,122E,1771,56,Huile; de geroffle,Hollande,93,1 860,,,11 864 288,
Saadia Mai,122E,1771,56,Huile; de graine,Flandre,6 617,2 948,319 678,,11 864 288,
Saadia Mai,122E,1771,56,Huile; de graine,Hollande,650 480,316 730,319 678,,11 864 288,
Saadia Mai,122E,1771,56,Huile; de laurier,Allemagne,2 830,5 660,10 425,,11 864 288,
Saadia Mai,122E,1771,56,Huile; de laurier,Hollande,4 903,4 765,10 425,,11 864 288,
Saadia Mai,122E,1771,56,Huile; de lin,Hollande,192 014,76 397,124 973,,11 864 288,
Saadia Mai,122E,1771,56,Huile; de lin,Naples,85 856,25 756,124 973,,11 864 288,
Saadia Mai,122E,1771,56,Huile; de lin,Genes,9 400,2 820,124 973,,11 864 288,
Saadia Mai,122E,1771,56,Huile; de lin,Levant,,,124 973,,11 864 288,
Saadia Mai,122E,1771,56,Huile; de lin,Russie,250,20 000,124 973,,11 864 288,
Saadia Mai,122E,1771,56,Huile; de navette,Hollande,184 933,73 749,,,11 864 288,
Saadia Mai,122E,1771,57,Huile; d'olive,Espagne,89,,10 307 273,,11 864 288,
,122E,,57,Huile; d'olive,Espagne,147,,10 307 273,,11 864 288,
,122E,,57,Huile; d'olive,Espagne,16 336,18 832,10 307 273,,11 864 288,3 qtités pour Espagne
Saadia Mai,122E,1771,57,Huile; d'olive,Italie,8 761 088,3 695 211,10 307 273,,11 864 288,
Saadia Mai,122E,1771,57,Huile; d'olive,Naples,153 810,615 240,10 307 273,,11 864 288,
Saadia Mai,122E,1771,57,Huile; d'olive,Genes,26 877,1 075 080,10 307 273,,11 864 288,
Saadia Mai,122E,1771,57,Huile; d'olive,Venise,15 359,630 120,10 307 273,,11 864 288,
Saadia Mai,122E,1771,57,Huile; d'olive,Levant,103 400,4 136 020,10 307 273,,11 864 288,
Saadia Mai,122E,1771,57,Huile; d'olive,Portugal,22 648,14 930,10 307 273,,11 864 288,
Saadia Mai,122E,1771,57,Huile; d'olive,Savoye,8 046,121 840,10 307 273,,11 864 288,
Saadia Mai,122E,1771,57,Huile; de poisson,Angleterre,30,4 880,947 796,,11 864 288,
Saadia Mai,122E,1771,57,Huile; de poisson,Espagne,122,15 860,947 796,,11 864 288,
Saadia Mai,122E,1771,57,Huile; de poisson,Flandre,94 603,29 692,947 796,,11 864 288,
Saadia Mai,122E,1771,57,Huile; de poisson,Hollande,989 300,329 011,947 796,,11 864 288,
Saadia Mai,122E,1771,57,Huile; de poisson,Genes,12 200,3 050,947 796,,11 864 288,
Saadia Mai,122E,1771,57,Huile; de poisson,Nord,33 150,10 690,947 796,,11 864 288,
Saadia Mai,122E,1771,57,Huile; de poisson,Portugal,501 541,187 393,947 796,,11 864 288,
Saadia Mai,122E,1771,57,Huile; de poisson,Savoye,360 000,90 000,947 796,,11 864 288,
Saadia Mai,122E,1771,57,Huile; de poisson,Isles,1 108 880,277 220,947 796,,11 864 288,
Saadia Mai,122E,1771,57,Huile; de rabette,Hollande,255 216,63 804,65 729,,11 864 288,
Saadia Mai,122E,1771,57,Huile; de rabette,Nord,7 700,1 925,65 729,,11 864 288,
Saadia Mai,122E,1771,57,Huile; de Rhodes,Hollande,,1 048,,,11 864 288,
Saadia Mai,122E,1771,57,Huile; de vitriol,Hollande,2 507,8 265,,,11 864 288,
Saadia Mai,122E,1771,57,Jais,Espagne,101 340,15 201,,,,
