numrodeligne,dataentryby,source,SourcePath,SourceType,year,exportsimports,sheet,marchandises,pays,value,total,leurvaleursubtotal_1,leurvaleursubtotal_2,remarks,DoubleAccounts
1938,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,67,Quincaille ; de fer,Flandre,2400,554916,40892,,,0
1939,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,67,Quincaille ; de fer,Isles,38492,554916,40892,,,0
1940,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,67,Quincaille ; de fer et acier,Allemagne,2234,554916,513024,,,0
1941,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,67,Quincaille ; de fer et acier,Espagne,208738,554916,513024,,,0
1942,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,67,Quincaille ; de fer et acier,Hollande,1800,554916,513024,,,0
1943,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,67,Quincaille ; de fer et acier,Italie,24296,554916,513024,,,0
1944,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,67,Quincaille ; de fer et acier,Naples,34842,554916,513024,,,0
1945,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,67,Quincaille ; de fer et acier,Genes,22219,554916,513024,,,0
1946,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,67,Quincaille ; de fer et acier,Levant,38131,554916,513024,,,0
1947,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,67,Quincaille ; de fer et acier,Portugal,1792,554916,513024,,,0
1948,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,67,Quincaille ; de fer et acier,Savoye,12024,554916,513024,,,0
1949,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,67,Quincaille ; de fer et acier,Suisse,13216,554916,513024,,,0
1950,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,67,Quincaille ; de fer et acier,Isles,138351,554916,513024,,,0
1951,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,67,Quincaille ; de fer et acier,Guinée,15381,554916,513024,,,0
1952,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,67,Quinquina,Espagne,11700,28515,,,,0
1953,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,67,Quinquina,Hollande,1260,28515,,,,0
1954,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,67,Quinquina,Naples,14505,28515,,,,0
1955,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,67,Quinquina,Levant,1050,28515,,,,0
1956,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,67,Raves ; de morüe,Espagne,5183,5183,,,,0
1957,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,67,Reglisse,Flandre,1635,8768,,,,0
1958,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,67,Reglisse,Hollande,3285,8768,,,,0
1959,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,67,Reglisse,Genes,1343,8768,,,,0
1960,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,67,Reglisse,Portugal,1000,8768,,,,0
1961,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,67,Reglisse,Savoye,1505,8768,,,,0
1962,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,67,Remedes,Isles,15350,15350,,,,0
1963,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,68,Rubarbe,Espagne,1000,10828,,,,0
1964,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,68,Rubarbe,Naples,2100,10828,,,,0
1965,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,68,Rubarbe,Genes,2640,10828,,,,0
1966,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,68,Rubarbe,Savoye,5088,10828,,,,0
1967,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,68,Riz,Angleterre,11074,121782,,,,0
1968,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,68,Riz,Espagne,25893,121782,,,,0
1969,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,68,Riz,Italie,3872,121782,,,,0
1970,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,68,Riz,Genes,3436,121782,,,,0
1971,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,68,Riz,Guinée,77507,121782,,,,0
1972,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,68,Rocou,Danemark,2757,177152,,,,0
1973,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,68,Rocou,Espagne,20577,177152,,,,0
1974,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,68,Rocou,Flandre,7091,177152,,,,0
1975,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,68,Rocou,Hollande,39077,177152,,,,0
1976,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,68,Rocou,Italie,14059,177152,,,,0
1977,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,68,Rocou,Naples,1105,177152,,,,0
1978,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,68,Rocou,Genes,38187,177152,,,,0
1979,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,68,Rocou,Venise,21892,177152,,,,0
1980,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,68,Rocou,Levant,2337,177152,,,,0
1981,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,68,Rocou,Nord,16325,177152,,,,0
1982,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,68,Rocou,Savoye,2355,177152,,,,0
1983,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,68,Rocou,Suède,1414,177152,,,,0
1984,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,68,Rocou,Suisse,9976,177152,,,,0
1985,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,68,Roües,Isles,7400,7400,,,,0
1986,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,68,Rozeaux,Flandre,1440,1440,,,,0
1987,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,68,Rubans ; or et argent,Allemagne,1000,1374111,122800,,,0
1988,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,68,Rubans ; or et argent,Espagne,100320,1374111,122800,,,0
1989,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,68,Rubans ; or et argent,Flandre,7920,1374111,122800,,,0
1990,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,68,Rubans ; or et argent,Hollande,3000,1374111,122800,,,0
1991,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,68,Rubans ; or et argent,Italie,10560,1374111,122800,,,0
1992,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,68,Rubans ; de fil,Espagne,6556,1374111,8634,,,0
1993,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,68,Rubans ; de fil,Flandre,2078,1374111,8634,,,0
1994,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,69,Rubans ; de soye,Allemagne,257809,1374111,1242677,,,0
1995,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,69,Rubans ; de soye,Angleterre,9434,1374111,1242677,,,0
1996,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,69,Rubans ; de soye,Danemark,1500,1374111,1242677,,,0
1997,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,69,Rubans ; de soye,Espagne,394770,1374111,1242677,,,0
1998,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,69,Rubans ; de soye,Flandre,44763,1374111,1242677,,,0
1999,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,69,Rubans ; de soye,Hollande,51310,1374111,1242677,,,0
2000,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,69,Rubans ; de soye,Italie,136380,1374111,1242677,,,0
2001,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,69,Rubans ; de soye,Naples,8280,1374111,1242677,,,0
2002,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,69,Rubans ; de soye,Levant,2880,1374111,1242677,,,0
2003,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,69,Rubans ; de soye,Nord,1106,1374111,1242677,,,0
2004,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,69,Rubans ; de soye,Portugal,310891,1374111,1242677,,,0
2005,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,69,Rubans ; de soye,Russie,3375,1374111,1242677,,,0
2006,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,69,Rubans ; de soye,Savoye,2984,1374111,1242677,,,0
2007,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,69,Rubans ; de soye,Suisse,11280,1374111,1242677,,,0
2008,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,69,Rubans ; de soye,Isles,5915,1374111,1242677,,,0
2009,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,69,Saffran,Allemagne,220227,450655,,,,0
2010,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,69,Saffran,Angleterre,4500,450655,,,,0
2011,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,69,Saffran,Danemark,1650,450655,,,,0
2012,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,69,Saffran,Flandre,23018,450655,,,,0
2013,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,69,Saffran,Hollande,5020,450655,,,,0
2014,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,69,Saffran,Suède,3660,450655,,,,0
2015,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,69,Saffran,Suisse,192580,450655,,,,0
2016,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,69,Saffranon,Danemark,8289,93832,,,,0
2017,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,69,Saffranon,Hollande,56503,93832,,,,0
2018,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,69,Saffranon,Naples,6544,93832,,,,0
2019,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,69,Saffranon,Genes,1747,93832,,,,0
2020,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,69,Saffranon,Nord,10350,93832,,,,0
2021,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,69,Saffranon,Suède,1512,93832,,,,0
2022,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,69,Saffranon,Suisse,8887,93832,,,,0
2023,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,70,Sardines ; sallées,Espagne,4448,9883,,,,0
2024,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,70,Sardines ; sallées,Isles,5435,9883,,,,0
2025,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,70,Saucissons,Espagne,4815,4815,,,,0
2026,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,70,Saumon ; frais,Espagne,4584,27013,,,,0
2027,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,70,Saumon ; salé,Isles,22429,27013,,,,0
2028,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,70,Savon ; blanc,Angleterre,41883,769380,,,,0
2029,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,70,Savon ; marbré,Allemagne,9443,769380,727497,,,0
2030,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,70,Savon ; marbré,Angleterre,11853,769380,727497,,,0
2031,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,70,Savon ; marbré,Danemark,15126,769380,727497,,,0
2032,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,70,Savon ; marbré,Espagne,31874,769380,727497,,,0
2033,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,70,Savon ; marbré,Hollande,296762,769380,727497,,,0
2034,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,70,Savon ; marbré,Italie,28677,769380,727497,,,0
2035,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,70,Savon ; marbré,Genes,4365,769380,727497,,,0
2036,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,70,Savon ; marbré,Levant,3135,769380,727497,,,0
2037,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,70,Savon ; marbré,Nord,38527,769380,727497,,,0
2038,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,70,Savon ; marbré,Savoye,23299,769380,727497,,,0
2039,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,70,Savon ; marbré,Suède,22007,769380,727497,,,0
2040,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,70,Savon ; marbré,Suisse,116458,769380,727497,,,0
2041,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,70,Savon ; marbré,Isles,124106,769380,727497,,,0
2042,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,70,Savon ; marbré,Guinée,1865,769380,727497,,,0
2043,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,70,Savonnettes,Espagne,3840,8909,,,,0
2044,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,70,Savonnettes,Italie,1220,8909,,,,0
2045,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,70,Savonnettes,Savoye,3849,8909,,,,0
2046,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,70,Scamonée,Espagne,2000,5100,,,,0
2047,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,70,Scamonée,Portugal,3100,5100,,,,0
2048,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,70,Sel,Angleterre,63001,686036,,,,0
2049,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,70,Sel,Danemark,67815,686036,,,,0
2050,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,70,Sel,Espagne,10535,686036,,,,0
2051,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,70,Sel,Hollande,78727,686036,,,,0
2052,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,71,Sel,Nord,370621,686036,,,,0
2053,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,71,Sel,Suède,16290,686036,,,,0
2054,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,71,Sel,Isles,79047,686036,,,,0
2055,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,71,Sel ; ammoniac,Danemark,2425,29300,23321,,,0
2056,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,71,Sel ; ammoniac,Hollande,11146,29300,23321,,,0
2057,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,71,Sel ; ammoniac,Portugal,9750,29300,23321,,,0
2058,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,71,Sel ; medecinal,Naples,5979,29300,,,,0
2059,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,71,Selles ; de cheval,Isles,17226,17226,,,,0
2060,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,71,Sené,Genes,3840,3840,,,,0
2061,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,71,Sirop ; d'alkerme ?,Hollande,3315,656150,8073,,,0
2062,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,71,Sirop ; d'alkerme ?,Genes,3018,656150,8073,,,0
2063,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,71,Sirop ; d'alkerme ?,Nord,1740,656150,8073,,,0
2064,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,71,Sirop ; de capilaire,Angleterre,2628,656150,60768,,,0
2065,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,71,Sirop ; de capilaire,Espagne,6300,656150,60768,,,0
2066,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,71,Sirop ; de capilaire,Italie,6947,656150,60768,,,0
2067,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,71,Sirop ; de capilaire,Naples,1360,656150,60768,,,0
2068,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,71,Sirop ; de capilaire,Genes,4049,656150,60768,,,0
2069,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,71,Sirop ; de capilaire,Venise,2200,656150,60768,,,0
2070,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,71,Sirop ; de capilaire,Levant,26859,656150,60768,,,0
2071,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,71,Sirop ; de capilaire,Nord,2849,656150,60768,,,0
2072,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,71,Sirop ; de capilaire,Savoye,7576,656150,60768,,,0
2073,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,71,Sirop ; melasse,Danemark,24885,656150,587309,,,0
2074,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,71,Sirop ; melasse,Flandre,63048,656150,587309,,,0
2075,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,71,Sirop ; melasse,Hollande,31319,656150,587309,,,0
2076,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,71,Sirop ; melasse,Italie,11988,656150,587309,,,0
2077,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,71,Sirop ; melasse,Naples,77339,656150,587309,,,0
2078,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,71,Sirop ; melasse,Genes,3797,656150,587309,,,0
2079,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,71,Sirop ; melasse,Levant,77650,656150,587309,,,0
2080,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,71,Sirop ; melasse,Nord,277129,656150,587309,,,0
2081,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,71,Sirop ; melasse,Portugal,3510,656150,587309,,,0
2082,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,71,Sirop ; melasse,Suède,16644,656150,587309,,,0
2083,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,72,Son,Espagne,1590,1590,,,,0
2084,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,72,Soude,Italie,4895,22711,,,,0
2085,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,72,Soude,Genes,6897,22711,,,,0
2086,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,72,Soude,Savoye,10919,22711,,,,0
2087,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,72,Soufflets,Isles,1800,1800,,,,0
2088,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,72,Souffre,Danemark,1938,49205,,,,0
2089,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,72,Souffre,Espagne,19776,49205,,,,0
2090,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,72,Souffre,Hollande,6816,49205,,,,0
2091,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,72,Souffre,Levant,3662,49205,,,,0
2092,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,72,Souffre,Nord,17013,49205,,,,0
2093,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,72,Souliers,Allemagne,4820,186909,,,,0
2094,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,72,Souliers,Angleterre,4444,186909,,,,0
2095,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,72,Souliers,Espagne,4371,186909,,,,0
2096,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,72,Souliers,Genes,1962,186909,,,,0
2097,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,72,Souliers,Savoye,2718,186909,,,,0
2098,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,72,Souliers,Isles,168594,186909,,,,0
2099,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,72,Soye ; aprestée,Espagne,6000,503493,355956,,,0
2100,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,72,Soye ; aprestée,Italie,97360,503493,355956,,,0
2101,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,72,Soye ; aprestée,Naples,2800,503493,355956,,,0
2102,Annick Davis,IIHS-122A,National/Objet Général/IIHS - Amsterdam/1767.csv,Objet Général,1767,Exports,72,Soye ; aprestée,Genes,106296,503493,355956,,,0
