numrodeligne,dataentryby,source,sourcepath,sourcetype,exportsimports,sheet,year,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks,doubleaccount
627,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,20,Juillet 1714,Toile de Morlaix,Rennes,Angleterre,45,Aunes,0,0,0,,
628,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,20,Juillet 1714,Toile de halle,Rennes,Angleterre,2654,Aunes,0,0,0,,
629,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,20,Juillet 1714,Toile a serpiliere,Rennes,Angleterre,40,Aunes,0,0,0,,
630,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,20,Juillet 1714,Toile a voile,Rennes,Angleterre,780,Aunes,0,0,0,,
631,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,20,Juillet 1714,Toile de Leon,Rennes,Angleterre,800,Aunes,0,0,0,,
632,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,20,Juillet 1714,Vin de Bordeaux,Rennes,Angleterre,"8,5",Tonneaux,0,0,0,,
633,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,20,Juillet 1714,Graine de lin vieille,Rennes,Hollande,150,Barils,0,0,0,,
634,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,20,Juillet 1714,Gaudron,Rennes,Hollande,12,Barils,0,0,0,,
635,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,20,Juillet 1714,Papier,Rennes,Hollande,2800,Rames,0,0,0,,
636,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,20,Juillet 1714,Souffre,Rennes,Hollande,10000,Livres,0,0,0,,
637,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,20,Juillet 1714,Bas de soie,Rennes,Hollande,1013,Paires,0,0,0,,
638,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,20,Juillet 1714,Couverture de satin,Rennes,Hollande,5,Nombres,0,0,0,,
639,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,20,Juillet 1714,Cravatte de tafetas noir,Rennes,Hollande,50,Nombres,0,0,0,,
640,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,20,Juillet 1714,Chites Keabadis,Rennes,Hollande,34,Pièces,0,0,0,,
641,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,20,Juillet 1714,Chaquelas,Rennes,Hollande,5,Pièces,0,0,0,,
642,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,20,Juillet 1714,Damas,Rennes,Hollande,284,Pièces,0,0,0,,
643,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,20,Juillet 1714,Guingan,Rennes,Hollande,14,Pièces,0,0,0,,
644,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,20,Juillet 1714,Gorgoran,Rennes,Hollande,6,Pièces,0,0,0,Mesure d'origine livre,
645,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,20,Juillet 1714,Grisette,Rennes,Hollande,154,Pièces,0,0,0,,
646,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,20,Juillet 1714,Mocade rouge,Rennes,Hollande,1,Pièces,0,0,0,,
647,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,20,Juillet 1714,Mouchoir de soie,Rennes,Hollande,532,Nombres,0,0,0,,
648,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,20,Juillet 1714,Pekin,Rennes,Hollande,199,Pièces,0,0,0,,
649,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,20,Juillet 1714,Papier brodés a figures de soie,Rennes,Hollande,7,Feuïlles,0,0,0,,
650,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,20,Juillet 1714,Satin brodé,Rennes,Hollande,2,Pièces,0,0,0,,
651,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,20,Juillet 1714,Satin blanc unis,Rennes,Hollande,2,Pièces,0,0,0,,
652,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,20,Juillet 1714,Satin rayé,Rennes,Hollande,15,Pièces,0,0,0,,
653,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,20,Juillet 1714,Soie a coudre,Rennes,Hollande,89,Livres,0,0,0,,
654,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,21,Juillet 1714,Tapis de palampoux,Rennes,Hollande,47,Nombres,0,0,0,,
655,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,21,Juillet 1714,Tapis de satin brodé,Rennes,Hollande,2,Nombres,0,0,0,,
656,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,21,Juillet 1714,Tafetas petit,Rennes,Hollande,31,Pièces,0,0,0,,
657,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,21,Juillet 1714,Tafetas rayé,Rennes,Hollande,2,Pièces,0,0,0,,
658,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,21,Juillet 1714,Toile de coton bleue,Rennes,Hollande,10,Pièces,0,0,0,,
659,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,21,Juillet 1714,Toile ouvré ; chemises,Rennes,Hollande,2000,Nombres,0,0,0,,
660,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,21,Juillet 1714,Toile de bretagne large,Rennes,Hollande,21000,Pièces,0,0,0,,
661,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,21,Juillet 1714,Toile de Rouën,Rennes,Hollande,20500,Aunes,0,0,0,,
662,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,21,Juillet 1714,Toile de laval,Rennes,Hollande,2400,Aunes,0,0,0,,
663,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,21,Juillet 1714,Toile cholet,Rennes,Hollande,400,Pièces,0,0,0,,
664,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,21,Juillet 1714,Toile naval,Rennes,Hollande,10000,Aunes,0,0,0,,
665,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,21,Juillet 1714,Toile rosconne,Rennes,Hollande,30000,Aunes,0,0,0,,
666,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,21,Juillet 1714,Toile de Leon,Rennes,Hollande,2000,Aunes,0,0,0,,
667,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,21,Juillet 1714,Velours,Rennes,Hollande,2,Pièces,0,0,0,,
668,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,21,Juillet 1714,Papier gris,Rennes,Portugal,12000,Rames,0,0,0,,
669,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,21,Juillet 1714,Papier blanc,Rennes,Flandre autrichienne,37,Rames,0,0,0,,
670,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,21,Juillet 1714,Toile de Leon,Rennes,Flandre autrichienne,400,Aunes,0,0,0,,
671,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,21,Juillet 1714,Toile de pontivi,Rennes,Flandre autrichienne,120,Aunes,0,0,0,,
672,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,21,Juillet 1714,Toile a voile,Rennes,Flandre autrichienne,600,Aunes,0,0,0,,
673,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,21,Juillet 1714,Vin de Bordeaux,Rennes,Flandre autrichienne,4,Tonneaux,0,0,0,,
674,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,21,Aout 1714,Chaises de paille,Rennes,Angleterre,"1,5",Douzaines,0,0,0,,
675,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,21,Aout 1714,Figues,Rennes,Angleterre,150,Livres,0,0,0,,
676,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,21,Aout 1714,Fil de Rennes de couleur,Rennes,Angleterre,200,Livres,0,0,0,,
677,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,21,Aout 1714,Fil blanc,Rennes,Angleterre,6,Livres,0,0,0,,
678,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,21,Aout 1714,Huile d'olive,Rennes,Angleterre,36,Livres,0,0,0,,
678,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,21,Aout 1714,Miel,Rennes,Angleterre,800,Livres,0,0,0,,
679,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,21,Aout 1714,Moulage,Rennes,Angleterre,300,Quartiers,0,0,0,,
680,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,21,Aout 1714,Poires,Rennes,Angleterre,20,Paniers,0,0,0,,
681,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,21,Aout 1714,Pommes,Rennes,Angleterre,22,Paniers,0,0,0,,
682,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,21,Aout 1714,Plumes a lit,Rennes,Angleterre,40,Livres,0,0,0,,
683,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,22,Aout 1714,Raisin,Rennes,Angleterre,775,Livres,0,0,0,,
684,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,22,Aout 1714,Savon,Rennes,Angleterre,750,Livres,0,0,0,,
685,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,22,Aout 1714,Thé,Rennes,Angleterre,6,Livres,0,0,0,,
686,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,22,Aout 1714,Toile de bretagne étroite,Rennes,Angleterre,100,Pièces,0,0,0,,
687,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,22,Aout 1714,Toile de Rouën,Rennes,Angleterre,45,Aunes,0,0,0,,
688,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,22,Aout 1714,Toile crée,Rennes,Angleterre,200,Aunes,0,0,0,,
689,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,22,Aout 1714,Toile de Leon,Rennes,Angleterre,100,Aunes,0,0,0,,
690,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,22,Aout 1714,Toile de halle,Rennes,Angleterre,2650,Aunes,0,0,0,,
691,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,22,Aout 1714,Toile de Couti,Rennes,Angleterre,120,Aunes,0,0,0,,
692,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,22,Aout 1714,Toile a serpillere,Rennes,Angleterre,200,Aunes,0,0,0,,
693,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,22,Aout 1714,Vin de Bordeaux,Rennes,Angleterre,"7,75",Tonneaux,0,0,0,,
694,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,22,Aout 1714,Acier,Rennes,Espagne et Indes Occidentales,6080,Livres,0,0,0,,
695,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,22,Aout 1714,Boutons d'argent,Rennes,Espagne et Indes Occidentales,,,0,1000,-1000,,
696,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,22,Aout 1714,Boutons d'argent faux,Rennes,Espagne et Indes Occidentales,,,0,1500,-1500,,
697,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,22,Aout 1714,Beuf salé,Rennes,Espagne et Indes Occidentales,12600,Livres,0,0,0,,
698,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,22,Aout 1714,Beure,Rennes,Espagne et Indes Occidentales,8274,Livres,0,0,0,,
699,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,22,Aout 1714,Bas de soie,Rennes,Espagne et Indes Occidentales,963,Paires,0,0,0,,
700,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,22,Aout 1714,Bayette,Rennes,Espagne et Indes Occidentales,20,Pièces,0,0,0,,
701,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,22,Aout 1714,Cire blanche,Rennes,Espagne et Indes Occidentales,3000,Livres,0,0,0,,
702,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,22,Aout 1714,Cire en bougie,Rennes,Espagne et Indes Occidentales,500,Livres,0,0,0,,
703,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,22,Aout 1714,Camelot de Smirne,Rennes,Espagne et Indes Occidentales,375,Pièces,0,0,0,,
704,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,22,Aout 1714,Camelot de Doüay,Rennes,Espagne et Indes Occidentales,48,Pièces,0,0,0,,
705,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,22,Aout 1714,Cadis,Rennes,Espagne et Indes Occidentales,48,Pièces,0,0,0,,
706,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,22,Aout 1714,Calemande,Rennes,Espagne et Indes Occidentales,6,Pièces,0,0,0,,
707,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,22,Aout 1714,Chapeaux de castor,Rennes,Espagne et Indes Occidentales,850,Nombres,0,0,0,,
708,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,22,Aout 1714,Chapeaux de loutre,Rennes,Espagne et Indes Occidentales,200,Nombres,0,0,0,,
709,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,22,Aout 1714,Chapeaux communs,Rennes,Espagne et Indes Occidentales,200,Nombres,0,0,0,,
710,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,22,Aout 1714,Cristaux,Rennes,Espagne et Indes Occidentales,800,Livres,0,0,0,,
711,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,22,Aout 1714,Couteaux flamands,Rennes,Espagne et Indes Occidentales,649,Douzaines,0,0,0,,
712,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,22,Aout 1714,Dentelle de France,Rennes,Espagne et Indes Occidentales,4124,Pièces,0,0,0,,
713,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,22,Aout 1714,Dentelle de Caën,Rennes,Espagne et Indes Occidentales,120,Livres,0,0,0,,
714,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,22,Aout 1714,Damas,Rennes,Espagne et Indes Occidentales,867,Pièces,0,0,0,,
715,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,22,Aout 1714,Drap écarlatte de France,Rennes,Espagne et Indes Occidentales,47,Aunes,0,0,0,,
716,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,22,Aout 1714,Drap de France,Rennes,Espagne et Indes Occidentales,71,Aunes,0,0,0,,
717,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,22,Aout 1714,Drap de Carcasonne,Rennes,Espagne et Indes Occidentales,112,Pièces,0,0,0,,
718,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,22,Aout 1714,Dauphine,Rennes,Espagne et Indes Occidentales,30,Pièces,0,0,0,,
719,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,22,Aout 1714,Eau de vie,Rennes,Espagne et Indes Occidentales,"7,75",Tonneaux,0,0,0,,
720,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,22,Aout 1714,Etamine de Reims,Rennes,Espagne et Indes Occidentales,20,Pièces,0,0,0,,
721,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,22,Aout 1714,Eventails,Rennes,Espagne et Indes Occidentales,100,Nombres,0,0,0,,
722,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,23,Aout 1714,Farine,Rennes,Espagne et Indes Occidentales,15600,Livres,0,0,0,,
723,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,23,Aout 1714,Fil de couleur de Rennes,Rennes,Espagne et Indes Occidentales,400,Livres,0,0,0,Pas le même prix original/copie,
724,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,23,Aout 1714,Fil blanc,Rennes,Espagne et Indes Occidentales,1300,Livres,0,0,0,Pas le même prix original/copie,
725,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,23,Aout 1714,Fer ouvré,Rennes,Espagne et Indes Occidentales,4742,Livres,0,0,0,,
726,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,23,Aout 1714,Fer blanc,Rennes,Espagne et Indes Occidentales,2,Barils,0,0,0,,
727,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,23,Aout 1714,Fer en barres,Rennes,Espagne et Indes Occidentales,104670,Livres,0,0,0,,
728,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,23,Aout 1714,Gorgoran,Rennes,Espagne et Indes Occidentales,7,Pièces,0,0,0,,
729,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,23,Aout 1714,Grisette,Rennes,Espagne et Indes Occidentales,249,Pièces,0,0,0,,
730,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,23,Aout 1714,Indienne,Rennes,Espagne et Indes Occidentales,1,Pièces,0,0,0,,
731,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,23,Aout 1714,Lard,Rennes,Espagne et Indes Occidentales,28500,Livres,0,0,0,,
732,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,23,Aout 1714,Livres espagnols,Rennes,Espagne et Indes Occidentales,2,Caisses,0,2000,-2000,,
733,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,23,Aout 1714,Listonnerie,Rennes,Espagne et Indes Occidentales,180,Livres,0,0,0,,
734,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,23,Aout 1714,Mouchoir de soie,Rennes,Espagne et Indes Occidentales,104,Nombres,0,0,0,,
735,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,23,Aout 1714,mouchoir de fleuret,Rennes,Espagne et Indes Occidentales,27,Nombres,0,0,0,,
736,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,23,Aout 1714,Poivre,Rennes,Espagne et Indes Occidentales,439,Livres,0,0,0,,
737,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,23,Aout 1714,Pekin,Rennes,Espagne et Indes Occidentales,625,Pièces,0,0,0,,
738,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,23,Aout 1714,Primaselle,Rennes,Espagne et Indes Occidentales,1,Pièces,0,0,0,,
739,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,23,Aout 1714,Perpetuane,Rennes,Espagne et Indes Occidentales,78,Pièces,0,0,0,,
740,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,23,Aout 1714,Peluche sur soie,Rennes,Espagne et Indes Occidentales,6,Pièces,0,0,0,,
741,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,23,Aout 1714,Peluche sur laine,Rennes,Espagne et Indes Occidentales,768,Livres,0,0,0,,
742,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,23,Aout 1714,Papier,Rennes,Espagne et Indes Occidentales,262,Rames,0,0,0,,
743,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,23,Aout 1714,Planches de sapin,Rennes,Espagne et Indes Occidentales,200,Nombres,0,0,0,,
744,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,23,Aout 1714,Rubans avec de l'or,Rennes,Espagne et Indes Occidentales,1,Caisses,0,2500,-2500,,
745,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,23,Aout 1714,Robe de chambre de Damas,Rennes,Espagne et Indes Occidentales,1,Nombres,0,0,0,,
746,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,23,Aout 1714,Rubans de soie,Rennes,Espagne et Indes Occidentales,180,Livres,0,0,0,,
747,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,23,Aout 1714,Soie a coudre,Rennes,Espagne et Indes Occidentales,1174,Livres,0,0,0,,
748,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,23,Aout 1714,Sempiterne,Rennes,Espagne et Indes Occidentales,130,Pièces,0,0,0,Pièces et livres en unités de mesure,
749,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,23,Aout 1714,Serge,Rennes,Espagne et Indes Occidentales,1963,Pièces,0,0,0,,
750,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,23,Aout 1714,Tafetas noir,Rennes,Espagne et Indes Occidentales,20,Nombres,0,0,0,,
751,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,23,Aout 1714,Tafetas petit,Rennes,Espagne et Indes Occidentales,25,Pièces,0,0,0,,
752,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,23,Aout 1714,Tafetas lustré,Rennes,Espagne et Indes Occidentales,15,Pièces,0,0,0,,
753,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,23,Aout 1714,Tapis de satin brodé,Rennes,Espagne et Indes Occidentales,2,Nombres,0,0,0,,
754,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,23,Aout 1714,Tapis d'indienne,Rennes,Espagne et Indes Occidentales,1,Nombres,0,0,0,,
755,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,23,Aout 1714,Turbans de soie,Rennes,Espagne et Indes Occidentales,3,Nombres,0,0,0,,
756,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,23,Aout 1714,Toile de batiste,Rennes,Espagne et Indes Occidentales,80,Pièces,0,0,0,,
757,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,23,Aout 1714,Toile de bretagne large,Rennes,Espagne et Indes Occidentales,5500,Pièces,0,0,0,,
758,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,23,Aout 1714,Toile de bretagne large,Rennes,Espagne et Indes Occidentales,16000,Aunes,0,0,0,,
759,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,23,Aout 1714,Toile de bretagne étroite,Rennes,Espagne et Indes Occidentales,1342,Pièces,0,0,0,,
760,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,23,Aout 1714,Toile de Rouen,Rennes,Espagne et Indes Occidentales,36332,Aunes,0,0,0,,
761,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,23,Aout 1714,Toile de rosconne,Rennes,Espagne et Indes Occidentales,71000,Aunes,0,0,0,,
762,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,23,Aout 1714,Toile écruë,Rennes,Espagne et Indes Occidentales,4173,Aunes,0,0,0,,
763,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,23,Aout 1714,Toile crée large,Rennes,Espagne et Indes Occidentales,60500,Aunes,0,0,0,,
764,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,24,Aout 1714,Toile de cholet,Rennes,Espagne et Indes Occidentales,960,Pièces,0,0,0,,
765,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,24,Aout 1714,Toile de marigni,Rennes,Espagne et Indes Occidentales,14250,Aunes,0,0,0,,
766,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,24,Aout 1714,Toile de Morlaix,Rennes,Espagne et Indes Occidentales,2750,Aunes,0,0,0,,
767,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,24,Aout 1714,Toile de halle,Rennes,Espagne et Indes Occidentales,4636,Aunes,0,0,0,,
768,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,24,Aout 1714,Toile naval,Rennes,Espagne et Indes Occidentales,1975,Aunes,0,0,0,,
769,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,24,Aout 1714,Toile de langeneau,Rennes,Espagne et Indes Occidentales,2044,Aunes,0,0,0,,
770,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,24,Aout 1714,Toile de senigat,Rennes,Espagne et Indes Occidentales,1000,Aunes,0,0,0,,
771,Anthony Rebours,AD44 C706,Local - out/Rennes – Sorties – 1714.csv,Local,Exports,24,Aout 1714,Toile de haut brin,Rennes,Espagne et Indes Occidentales,1373,Aunes,0,0,0,,
