dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,bureaux,sheet,marchandises,pays,value,quantit,quantity_unit,remarks,problemes,unit_price
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Cannes,9,Fers; En plaques,Marseille,"1 267,00","36,20",Quintal,Unité d'origine Livre,"0,00","35,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Barcelonette,13,Fil de chanvre,Etats du roi de Sardaigne,"121,00","121,00",Livre,,"0,00","1,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Cannes,9,Fil de chanvre,Sardaigne,"142,00","71,00",Livre,,"0,00","2,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,St Rapheau,5,Fil rez,Etats du roi de Sardaigne,"600,00","400,00",Livre,,"0,00","1,5000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,18,Fil écru,Marseille,"124,00","17,00",Livre,,"124,00","0,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,18,Fleur d'orange,Hollande,"11 825,00","275,00",Quintal,Unité d'origine Livre,"0,00","43,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Cannes,9,Fleur d'orange,Sardaigne,"6 455,00","16 137,00",Livre,,"0,20","0,4000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Barcelonette,13,Fromage,Etats du roi de Sardaigne,"1 161,00","32,24",Quintal,Unité d'origine Livre,"0,36","36,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Entreveaux,15,Fromage,Etats du roi de Sardaigne,"3 960,00","13 201,00",Livre,,"-0,30","0,3000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,St Tropez,2,Fromage,Marseille,"898,00","22,45",Quintal,Unité d'origine Livre,"0,00","40,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,St Rapheau,5,Fromage,Marseille,"904,00","20,09",Quintal,Unité d'origine Livre,"-0,05","45,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Cannes,9,Fromage; D'Hollande,Gênes,"100,00","2,00",Quintal,Unité d'origine Livre,"0,00","50,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Cannes,9,Fromage; D'Hollande,Marseille,"2 549,00","50,98",Quintal,Unité d'origine Livre,"0,00","50,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,18,Fromage; D'Hollande,Marseille,"31 199,00","519,98",Quintal,Unité d'origine Livre,"0,20","60,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Cannes,9,Fromage; D'Hollande,Sardaigne,"2 717,00","54,15",Quintal,Unité d'origine Livre,"9,50","50,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,18,Fromage; De Sardaigne,Marseille,"158,00","3,16",Quintal,Unité d'origine Livre,"0,00","50,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Cannes,9,Fromage; De gruyere,Marseille,"1 255,00","20,92",Quintal,Unité d'origine Livre,"-0,20","60,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,18,Fromage; De gruyere,Marseille,"13 821,00","230,35",Quintal,Unité d'origine Livre,"0,00","60,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Barcelonette,13,Fruits secs chateignes,Etats du roi de Sardaigne,"3 214,00","267,88",Quintal,Unité d'origine Livre,"-0,56","12,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,St Rapheau,5,Fruits; Crus; Chateignes,Etats du roi de Sardaigne,"715,00","71,50",Quintal,Unité d'origine Livre,"0,00","10,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,St Rapheau,5,Fruits; Crus; Citron,Gênes,"835,00","16 700,00",Nombre,Prix unitaire en pourcentage du nombre,"-82 665,00","5,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,St Rapheau,5,Fruits; Crus; Orange,Gênes,"600,00","12 000,00",Nombre,Prix unitaire en pourcentage du nombre,"-59 400,00","5,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Cannes,9,Fruits; Divers,Gênes,"300,00",,Valeur,,"300,00","0,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,St Tropez,2,Fruits; Divers,Marseille,"268,00",,Valeur,,"268,00","0,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,St Rapheau,5,Fruits; Divers,Marseille,"475,00",,Valeur,,"475,00","0,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Cannes,9,Fruits; Divers,Marseille,"754,00",,Valeur,,"754,00","0,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,St Tropez,2,Fruits; Divers,Sardaigne,"165,00",,Valeur,,"165,00","0,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Cannes,9,Fruits; Divers,Sardaigne,"681,00",,Valeur,,"681,00","0,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,St Tropez,2,Fruits; Pomme,Gênes,"949,00","189,80",Quintal,Unité d'origine Livre,"0,00","5,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Cannes,9,Fruits; Secs; Chateignes,Corse,"4 650,00","310,00",Quintal,,"0,00","15,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,18,Fruits; Secs; Chateignes,Corse,"275,00","46,16",Quintal,Unité d'origine Livre,"-1,96","6,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Cannes,9,Fruits; Secs; Chateignes,Gênes,"4 208,00","280,50",Quintal,Unité d'origine Livre,"0,50","15,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,18,Fruits; Secs; Chateignes,Gênes,"2 673,00","445,55",Quintal,Unité d'origine Livre,"-0,30","6,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Cannes,9,Fruits; Secs; Chateignes,Marseille,"1 380,00","92,00",Quintal,Unité d'origine Livre,"0,00","15,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Cannes,9,Fruits; Secs; Chateignes,Sardaigne,"3 639,00","242,58",Quintal,Unité d'origine Livre,"0,30","15,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,18,Fruits; Secs; Chateignes,Sardaigne,"921,00","153,50",Quintal,Unité d'origine Livre,"0,00","6,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,18,Fruits; Secs; Datttes,Marseille,"1 666,00","41,65",Quintal,Unité d'origine Livre,"0,00","40,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,18,Fruits; Secs; Noisettes,Marseille,"916,00","22,90",Quintal,Unité d'origine Livre,"0,00","40,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Cannes,9,Fruits; Verts; Citron,Gênes,"188,00","7 500,00",Nombre,Prix unitaire pour Mille,"-187 312,00","25,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Cannes,9,Fruits; Verts; Citron,Sardaigne,"1 122,00","44 880,00",Nombre,Prix unitaire pour Mille,"-1 120 878,00","25,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,18,Fruits; Verts; Citrons,Gênes,"2 580,00","51 600,00",Nombre,Prix unitaire pour Mille en Nombre,"-2 577 420,00","50,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,18,Fruits; Verts; Citrons,Marseille,"1 600,00","32 000,00",Nombre,Prix unitaire pour Mille en Nombre,"-1 598 400,00","50,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,18,Fruits; Verts; Citrons,Sardaigne,"1 065,00","21 300,00",Nombre,Prix unitaire pour Mille en Nombre,"-1 063 935,00","50,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Cannes,9,Fruits; Verts; Oranges,,"1 288,00","32 200,00",Nombre,Prix unitaire pour Cent,"-127 512,00","4,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,18,Fruits; Verts; Oranges,Gênes,"2 724,00","45 400,00",Nombre,Prix unitaire pour Mille en Nombre,"-2 721 276,00","60,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Cannes,9,Fruits; Verts; Oranges,Marseille,"480,00","12 000,00",Nombre,Prix unitaire pour Cent,"-47 520,00","4,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,18,Fruits; Verts; Oranges,Sardaigne,"660,00","11 000,00",Nombre,Prix unitaire pour Mille en Nombre,"-659 340,00","60,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,18,Fruits; Verts; Pommes,Gênes,"7 204,00","1 202,45",Quintal,Unité d'origine Livre,"-10,70","6,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,18,Fruits; Verts; Pommes,Marseille,"170,00","28,28",Quintal,Unité d'origine Livre,"0,32","6,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,18,Fruits; Verts; Pommes,Sardaigne,"606,00","101,00",Quintal,Unité d'origine Livre,"0,00","6,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Cannes,9,Futailles,Marseille,"132,00",,Valeur,,"132,00","0,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Cannes,9,Futailles,Naples Sicile Parmes,"120,00",,Valeur,,"120,00","0,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Cannes,9,Futailles,Sardaigne,"286,00",,Valeur,,"286,00","0,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,18,Futailles ?,Marseille,"2 880,00","192,00",Nombre,,"0,00","15,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Cannes,10,Graine; De chanvre,Sardaigne,"2 542,00","169,44",Quintal,Unité d'origine Livre,"0,40","15,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Cannes,10,Graine; De longue,Marseille,"498,00","24,88",Quintal,Unité d'origine Livre,"0,40","20,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Barcelonette,13,Graines diverses,Etats du roi de Sardaigne,"951,00",,Valeur,,"951,00","0,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,19,Graines; Chanvre,Marseille,"143,00","5,71",Quintal,Unité d'origine Livre,"0,25","25,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,19,Graines; De canari,Marseille,"372,00","31,00",Quintal,Unité d'origine Livre,"0,00","12,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,19,Graines; De longue,Marseille,"1 467,00","122,24",Quintal,Unité d'origine Livre,"0,12","12,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,19,Graines; De longue,Naples Sicile Parmes,"528,00","44,00",Quintal,Unité d'origine Livre,"0,00","12,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,19,Grains; Bled,Barbaris,"163,00","13,80",Quintal,Unité d'origine Livre,"-30,20","14,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,19,Grains; Bled,Espagne,"63 817,00","4 558,41",Quintal,Unité d'origine Livre,"-0,74","14,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,19,Grains; Bled,Gênes,"170 686,00","12 191,86",Quintal,Unité d'origine Livre,"-0,04","14,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,19,Grains; Bled,Les 4 villes anséatiques,"25 200,00","1 800,00",Quintal,Unité d'origine Livre,"0,00","14,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,19,Grains; Bled,Levant,"50 457,00","3 604,10",Quintal,Unité d'origine Livre,"-0,40","14,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,19,Grains; Bled,Marseille,"885 733,00","63 266,69",Quintal,Unité d'origine Livre,"-0,66","14,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,19,Grains; Bled,Milanes Toscane,"521 876,00","37 276,87",Quintal,Unité d'origine Livre,"-0,18","14,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,19,Grains; Bled,Naples Sicile Parmes,"688 021,00","48 430,41",Quintal,Unité d'origine Livre,"9 995,26","14,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,19,Grains; Bled,Sardaigne,"68 729,00","4 909,19",Quintal,Unité d'origine Livre,"0,34","14,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Barcelonette,13,Grains; Bled;,Etats du roi de Sardaigne,"690,00","4 600,00",Livre,,"690,00","0,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,St Rapheau,5,Grains; Bled; Froment,Etats du roi de Sardaigne,"312,00","25,09",Quintal,Unité d'origine Livre,"-1,63","12,5000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Cannes,10,Grains; Bled; Froment,Gênes,"39 336,00","2 622,40",Quintal,Unité d'origine Livre,"0,00","15,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,St Rapheau,5,Grains; Bled; Froment,Marseille,"116 580,00","9 326,40",Quintal,Unité d'origine Livre,"0,00","12,5000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Cannes,10,Grains; Bled; Froment,Marseille,"164 762,00","10 984,17",Quintal,Unité d'origine Livre,"-0,55","15,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Cannes,10,Grains; Bled; Froment,Sardaigne,"162 699,00","10 846,63",Quintal,Unité d'origine Livre,"-0,45","15,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Cannes,10,Grains; Bled; Orge,Sardaigne,"288,00","36,00",Quintal,Unité d'origine Livre,"0,00","8,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,St Rapheau,5,Grains; Bled; Ris,Etats du roi de Sardaigne,"26 559,00","1 327,95",Quintal,Unité d'origine Livre,"0,00","20,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Barcelonette,13,Grains; Bled; Ris,Etats du roi de Sardaigne,"7 798,00","433,25",Quintal,Unité d'origine Livre,"-0,50","18,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Cannes,10,Grains; Bled; Ris,Sardaigne,"30 196,00","1 342,06",Quintal,Unité d'origine Livre,"-0,35","22,5000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Entreveaux,15,Grains; Froment,Etats du roi de Sardaigne,"250,00",,Valeur,,"250,00","0,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,St Tropez,2,Grains; Froment,Gênes,"5 989,00","460,50",Quintal,,"2,50","13,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,St Tropez,2,Grains; Froment,Marseille,"642,00","49,40",Quintal,Unité d'origine Livre,"-0,20","13,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,St Tropez,2,Grains; Froment,Sardaigne,"6 974,00","536,50",Quintal,Unité d'origine Livre,"-0,50","13,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,19,Grains; Orge,Marseille,"100,00","10,00",Quintal,Unité d'origine Livre,"0,00","10,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Entreveaux,15,Grains; Ris,Etats du roi de Sardaigne,"358,00","1 789,00",Livre,,"0,20","0,2000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,19,Grains; Ris,Gênes,"18 800,00","940,00",Quintal,Unité d'origine Livre,"0,00","20,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,19,Grains; Ris,Marseille,"2 828,00","141,40",Quintal,Unité d'origine Livre,"0,00","20,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,19,Grains; Ris,Milanes Toscane,"500,00","25,00",Quintal,Unité d'origine Livre,"0,00","20,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,St Tropez,2,Grains; Ris,Sardaigne,"5 880,00","294,00",Quintal,,"0,00","20,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,19,Grains; Ris,Sardaigne,"76 339,00","3 816,97",Quintal,Unité d'origine Livre,"-0,40","20,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,19,Grains; Seigle,Marseille,"6 581,00","731,25",Quintal,Unité d'origine Livre,"-0,25","9,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,19,Graisse,Corse,"4 702,00","104,50",Quintal,Unité d'origine Livre,"-0,50","45,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,19,Graisse,Marseille,"1 098,00","24,40",Quintal,Unité d'origine Livre,"0,00","45,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Cannes,10,Graisses; De cochon,Gênes,"2 965,00","5 930,00",Livre,,"0,00","0,5000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Cannes,10,Graisses; De cochon,Sardaigne,"4 949,00","9 898,00",Livre,,"0,00","0,5000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Cannes,10,Graisses; Diverses,Sardaigne,"749,00",,Valeur,,"749,00","0,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Barcelonette,13,Huile de noix,Etats du roi de Sardaigne,"475,00","9,50",Quintal,Unité d'origine Livre,"0,00","50,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,St Rapheau,5,Huile de poisson,Marseille,"1 309,00","43,62",Quintal,Unité d'origine Livre,"0,40","30,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,19,Huile; D'olive,Marseille,"129,00","2,58",Quintal,Unité d'origine Livre,"0,00","50,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,19,Huile; De lin,Marseille,"2 303,00","38,38",Quintal,Unité d'origine Livre,"0,20","60,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Toulon,19,Huile; De poisson,Marseille,"2 123,00","66,25",Quintal,Unité d'origine Livre,"3,00","32,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Cannes,10,Huiles; De girofle,Marseille,"1 080,00","54,00",Livre,,"0,00","20,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Cannes,10,Huiles; De jasmin,Marseille,"1 500,00","75,00",Livre,,"0,00","20,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Cannes,10,Huiles; De poisson,Marseille,"2 050,00","45,56",Quintal,Unité d'origine Livre,"-0,20","45,0000000"
Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Toulon.csv,National par direction,1789,Importations,Toulon,Cannes,10,Huiles; Diverses,Marseille,"304,00",,Valeur,,"304,00","0,0000000"
