numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,bureaux,sheet,marchandises,pays,value,quantit,quantity_unit,remarks,problemes,unit_price
209,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,10,Drogues; Diverses,Marseille,"1 566,00",,Valeur,,"1 566,00","0,0000000"
210,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,10,Drogues; Borax,Marseille,"1 593,00","177,00",Livre,,"0,00","9,0000000"
211,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,10,Drogues; Chimiques huile de vitriol,Marseille,"631,00",,Valeur,,"631,00","0,0000000"
212,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,10,Drogues; Sel amoniac,Marseille,"1 746,00","873,00",Livre,,"0,00","2,0000000"
213,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,10,Drogues; Sel; De saturne,Marseille,"13 500,00","7 500,00",Livre,,"0,00","1,8000000"
214,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,10,Drogues; Sel; De tartre,Marseille,"4 172,00","4 172,00",Livre,,"0,00","1,0000000"
215,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,10,Drogues; Diverses gommes,Marseille,"1 437,00","463,00",,,"1 437,00","0,0000000"
216,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,10,Drogues; Diverses gommes; Adragante,Marseille,"16 749,00","5 583,00",Livre,,"0,00","3,0000000"
217,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,10,Drogues; Diverses gommes; Arabiques,Marseille,"7 838,00","32,66",Quintal,Unité d'origine Livre,"-0,40","240,0000000"
218,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,10,Drogues; Médicinales; Diverses,Marseille,"7 062,00",,Valeur,,"7 062,00","0,0000000"
219,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,10,Drogues; Médicinales; Aloës,Marseille,"1 415,00","5,66",Quintal,Unité d'origine Livre,"0,00","250,0000000"
220,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,10,Drogues; Médicinales; Camphre,Marseille,"1 980,00","495,00",Livre,,"0,00","4,0000000"
221,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,10,Drogues; Médicinales; Canefice,Marseille,"4 649,00","4 649,00",Livre,,"0,00","1,0000000"
222,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,10,Drogues; Médicinales; Carrabe,Marseille,"210,00","42,04",Quintal,Unité d'origine Livre,"-0,20","5,0000000"
223,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,10,Drogues; Médicinales; Carrabe,Gênes,"550,00","110,00",Quintal,Unité d'origine Livre,"0,00","5,0000000"
224,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,10,Drogues; Médicinales; Civadille,Marseille,"788,00","394,00",Livre,,"0,00","2,0000000"
225,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,10,Drogues; Médicinales; Jalap,Marseille,"1 082,00","197,00",Livre,,"-100,00","6,0000000"
226,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,10,Drogues; Médicinales; Ipecacuanha,Marseille,"2 674,00","429,00",Livre,,"100,00","6,0000000"
227,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,10,Drogues; Médicinales; Manne,Marseille,"62 909,00","30 973,00",Livre,,"-30 010,00","3,0000000"
228,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,10,Drogues; Médicinales; Mousse,Marseille,"5 030,00","2 515,00",Livre,,"0,00","2,0000000"
229,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,10,Drogues; Médicinales; Pignons,Marseille,"821,00","82,18",Quintal,Unité d'origine Livre,"-0,80","10,0000000"
230,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,10,Drogues; Médicinales; Pignons,Espagne,"1 608,00","161,83",Quintal,Unité d'origine Livre,"-10,30","10,0000000"
231,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,10,Drogues; Médicinales; Quinoa,Marseille,"18 630,00","2 070,00",Livre,,"0,00","9,0000000"
232,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,10,Drogues; Médicinales; Quinoa,Espagne,"1 980,00","220,00",Livre,,"0,00","9,0000000"
233,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,10,Drogues; Médicinales; Rubarbe,Marseille,"776,00","3,61",Quintal,Unité d'origine Livre,"-0,15","215,0000000"
234,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,10,Drogues; Médicinales; Saffran,Marseille,"270,00","9,00",Livre,,"0,00","30,0000000"
235,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,10,Drogues; Médicinales; Saffran,Milanes Toscane,"405,00","13,50",Livre,,"0,00","30,0000000"
236,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,10,Drogues; Médicinales; Sené,Marseille,"29 084,00","7 521,00",Livre,,"-1 000,00","4,0000000"
237,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,10,Drogues; Médicinales; Storax,Marseille,"756,00","252,00",Livre,,"0,00","3,0000000"
238,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,10,Drogues; Médicinales; Sucre de reglisse,Marseille,"10 312,00","137,50",Quintal,Unité d'origine Livre,"-0,50","75,0000000"
239,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,10,Drogues; Médicinales; Tamarin,Marseille,"4 597,00","57,34",Quintal,Unité d'origine Livre,"9,80","80,0000000"
240,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,10,Drogues; Métalliques; Argent vif,Marseille,"11 194,00","3 398,00",Livre,,"1 000,00","3,0000000"
241,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,10,Drogues; Métalliques; Litarge,Marseille,"388,00","850,00",,,"388,00","0,0000000"
242,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,10,Drogues; Métalliques; Vitriol,Marseille,"2 112,00","42,24",Quintal,Unité d'origine Livre,"0,00","50,0000000"
243,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,10,Drogues; Odorantes; Encens,Marseille,"2 224,00","44,49",Quintal,Unité d'origine Livre,"-0,50","50,0000000"
244,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,10,Drogues; Pour peintures et teintures; Diverses,Marseille,"3 168,00",,Valeur,,"3 168,00","0,0000000"
245,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,10,Drogues; Pour peintures et teintures; Alquifoux,Marseille,"32 297,00","1 614,87",Quintal,Unité d'origine Livre,"-0,40","20,0000000"
246,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,10,Drogues; Pour peintures et teintures; Alun,Marseille,"33 686,00","1 403,59",Quintal,Unité d'origine Livre,"-0,16","24,0000000"
247,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,10,Drogues; Pour peintures et teintures; Alun,Espagne,"74 338,00","3 097,43",Quintal,,"-0,32","24,0000000"
248,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,10,Drogues; Pour peintures et teintures; Arsenic,Marseille,"1 383,00","18,45",Quintal,Unité d'origine Livre,"-0,75","75,0000000"
249,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,10,Drogues; Pour peintures et teintures; Azur,Marseille,"1 872,00","24,96",Quintal,Unité d'origine Livre,"0,00","75,0000000"
250,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,10,Drogues; Pour peintures et teintures; Bleu de Prusse,Marseille,"1 352,00","2,96",Quintal,Unité d'origine Livre,"20,00","450,0000000"
251,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,10,Drogues; Pour peintures et teintures; Cerise,Marseille,"15 720,00","524,02",Quintal,Unité d'origine Livre,"-0,60","30,0000000"
252,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,10,Drogues; Pour peintures et teintures; Vermillon,Marseille,"1 092,00","182,00",Livre,Unité d'origine Livre,"0,00","6,0000000"
253,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,10,Drogues; Pour peintures et teintures; Cochenille,Marseille,"1 368,00","57,00",Livre,,"0,00","24,0000000"
254,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,10,Drogues; Pour peintures et teintures; Galle,Marseille,"30 272,00","378,41",Quintal,Unité d'origine Livre,"-0,80","80,0000000"
255,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,10,Drogues; Pour peintures et teintures; Indeplatte,Marseille,"4 370,00","17,48",Quintal,Unité d'origine Livre,"0,00","250,0000000"
256,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,11,Drogues; Pour peintures et teintures; Indigo,Marseille,"7 777,00","1 111,00",Livre,,"0,00","7,0000000"
257,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,11,Drogues; Pour peintures et teintures; Indigo,Amérique,"1 190,00","170,00",Livre,,"0,00","7,0000000"
258,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,11,Drogues; Pour peintures et teintures; Marine d'alizari,Marseille,"10 643,00","212,86",Quintal,Unité d'origine Livre,"0,00","50,0000000"
259,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,11,Drogues; Pour peintures et teintures; Rouge brun,Marseille,"378,00","25,20",Quintal,Unité d'origine Livre,"0,00","15,0000000"
260,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,11,Drogues; Pour peintures et teintures; Rocou,Marseille,"1 127,00","15,03",Quintal,Unité d'origine Livre,"-0,25","75,0000000"
261,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,11,Drogues; Pour peintures et teintures; ?,Marseille,"3 040,00","304,01",Quintal,Unité d'origine Livre,"-0,10","10,0000000"
262,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,11,Drogues; Pour peintures et teintures; Tartre,Marseille,"2 625,00","231,27",Quintal,Unité d'origine Livre,"-2 000,40","20,0000000"
263,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,11,Drogues; Pour peintures et teintures; Tartre,Milanes Toscane,"689,00","34,45",Quintal,Unité d'origine Livre,"0,00","20,0000000"
264,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,11,Eau de fleur d'orange,Marseille,"3 492,00","3 492,00",Livre,,"0,00","1,0000000"
265,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,11,Eau de fleur d'orange,Sardaigne,"1 478,00","1 478,00",Livre,,"0,00","1,0000000"
266,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,11,Eau de fleur d'orange,Gênes,"5 758,00","5 758,00",Livre,,"0,00","1,0000000"
267,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,11,Ecaille de tortue,Espagne,"232,00","58,00",Livre,,"0,00","4,0000000"
268,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,11,Epicerie; Canelle,Marseille,"3 720,00","310,00",Livre,,"0,00","12,0000000"
269,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,11,Epicerie; Girofle,Marseille,"6 708,00","559,00",Livre,,"0,00","12,0000000"
270,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,11,Epicerie; Gingembre,Marseille,"1 437,00","12,50",Quintal,Unité d'origine Livre,"-0,50","115,0000000"
271,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,11,Epicerie; Muscade,Marseille,"1 476,00","123,00",Livre,,"0,00","12,0000000"
272,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,11,Epicerie; Piment,Marseille,"6 648,00","88,64",Quintal,Unité d'origine Livre,"0,00","75,0000000"
273,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,11,Epicerie; Piment,Espagne,"3 600,00","48,00",Quintal,Unité d'origine Livre,"0,00","75,0000000"
274,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,11,Epicerie; Poivre,Marseille,"133 179,00","887,86",Quintal,Unité d'origine Livre,"0,00","150,0000000"
275,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,11,Epicerie; Poivre giroflé,Marseille,"6 810,00","90,59",Quintal,Unité d'origine Livre,"15,75","75,0000000"
276,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,11,Eponges,Marseille,"1 177,00","9,42",Quintal,Unité d'origine Livre,"-0,50","125,0000000"
277,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,11,Essence,Marseille,"1 260,00","42,00",Livre,,"0,00","30,0000000"
278,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,11,Estampes,Marseille,"1 600,00","320,00",Livre,,"0,00","5,0000000"
279,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,11,Etain en verges,Marseille,"22 811,00","253,46",Quintal,Unité d'origine Livre,"-0,40","90,0000000"
280,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,11,Etain en verges,Angleterre,"1 913,00","21,26",Quintal,Unité d'origine Livre,"-0,40","90,0000000"
281,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,11,Etoupe de chanvre,Marseille,"249,00","16,62",Quintal,Unité d'origine Livre,"-0,30","15,0000000"
282,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,11,Etoupe de chanvre,Marseille,"1 500,00","100,00",Quintal,Unité d'origine Livre,"0,00","15,0000000"
283,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,11,Farine,Marseille,"19 832,00","881,49",Quintal,Unité d'origine Livre,"-1,53","22,5000000"
284,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,11,Farine,Espagne,"2 705,00","120,16",Quintal,Unité d'origine Livre,"1,40","22,5000000"
285,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,11,Farine,Amérique,"30 394,00","1 350,95",Quintal,Unité d'origine Livre,"-2,38","22,5000000"
286,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,11,Fayance,Marseille,"6 675,00","222,53",Quintal,Unité d'origine Livre,"-0,90","30,0000000"
287,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,11,Fayance,Angleterre,"624,00",,Valeur,,"624,00","0,0000000"
288,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,11,Fer; Blanc,Marseille,"6 850,00","171,26",Quintal,Unité d'origine Livre,"-0,40","40,0000000"
289,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,11,Fer; Blanc,Angleterre,"1 056,00","26,40",Quintal,Unité d'origine Livre,"0,00","40,0000000"
290,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,11,Fer; En barres,Marseille,"90 021,00","5 626,34",Quintal,Unité d'origine Livre,"-0,44","16,0000000"
291,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,11,Fer; En barres,Etats de l'empereur,"1 548,00","96,81",Quintal,Unité d'origine Livre,"-0,96","16,0000000"
292,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,11,Fer; En barres,Suède,"8 112,00","507,00",Quintal,Unité d'origine Livre,"0,00","16,0000000"
293,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,11,Fer; En barres,Russie,"1 722,00","107,65",Quintal,Unité d'origine Livre,"-0,40","16,0000000"
294,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,11,Fer; En cercles,Marseille,"4 200,00","120,00",Quintal,Unité d'origine Livre,"0,00","35,0000000"
295,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,11,Fer; En cercles,Sardaigne,"3 171,00","90,60",Quintal,Unité d'origine Livre,"0,00","35,0000000"
296,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,11,Fer; Coulé,Marseille,"1 380,00","60,00",Quintal,Unité d'origine Livre,"0,00","23,0000000"
297,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,11,Fer; En plaques,Marseille,"5 216,00","130,42",Quintal,Unité d'origine Livre,"-0,80","40,0000000"
298,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,11,Fer; En tôle,Marseille,"4 062,00","135,40",Quintal,Unité d'origine Livre,"0,00","30,0000000"
299,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,11,Fer; Vieux,Marseille,"1 185,00","182,19",Quintal,Unité d'origine Livre,"0,77","6,5000000"
300,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,11,Ficelle,Marseille,"1 297,00","21,63",Quintal,Unité d'origine Livre,"-0,80","60,0000000"
301,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,11,Fil blanc,Marseille,"318,00","139,00",,,"318,00","0,0000000"
302,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,11,Filets,Gênes,"360,00",,Valeur,,"360,00","0,0000000"
303,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,11,Fleurs sèches,Marseille,"897,00","17,95",Quintal,Unité d'origine Livre,"-0,50","50,0000000"
304,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,11,Fromage; Hollande,Marseille,"1 023,00","21,47",Quintal,Unité d'origine Livre,"-50,50","50,0000000"
305,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,11,Fromage; Hollande,Angleterre,"900,00","18,00",Quintal,Unité d'origine Livre,"0,00","50,0000000"
306,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,11,Fromage; Hollande,Hollande,"4 842,00","96,85",Quintal,Unité d'origine Livre,"-0,50","50,0000000"
307,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,11,Fromage; De parmesan,Marseille,"259,00","4,33",Quintal,Unité d'origine Livre,"-0,80","60,0000000"
308,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,11,Fruits; Confits; Confitures,Marseille,"1 397,00","1 397,00",Livre,,"0,00","1,0000000"
309,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,12,Fruits;Confits; Confitures,Gênes,"2 085,00","2 085,00",Livre,,"0,00","1,0000000"
310,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,12,Fruits; Confits; Au vinaigre,Marseille,"192,00","3,85",Quintal,Unité d'origine Livre,"-0,50","50,0000000"
311,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Montpellier.csv,National par direction,1789,Importations,Montpellier,Cette,12,Fruits; Verts; Oranges,Marseille,"42 258,00","708 650,00",Nombre,Prix unitaire en pourcentage du nombre?,"-5 272 617,00","7,5000000"
