numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,bureaux,sheet,marchandises,pays,value,quantit,origine,total,quantity_unit,probleme,remarks,prix_unitaire,doubleaccounts
270,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Lille,Dunkerque,14,Liqueurs,angleterre,216,60,,,livres,,,,0
270,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Lille,Dunkerque,14,Liqueurs,etatsdelempereur,960,480,,,pintes,,,,0
24,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Bordeaux,Bordeaux,5,Liqueurs ; anisette,Angleterre,700,500,Guyenne,1050,pinte,1050,"pas de prixprix implicite de 1 lt 8 sous, soit 1,4 lt la pinte",0,
24,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Bordeaux,Bordeaux,5,Liqueurs ; anisette,Espagne,350,250,Guyenne,1050,pinte,1050,"pas de prixprix implicite de 1 lt 8 sous, soit 1,4 lt la pinte",0,
23,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Bordeaux,Bordeaux,5,Liqueurs ; diverses,4 villes Anséatiques,876,732,Guyenne,16662,pinte,"-2656,8",erreur de calcul,"1,2",
23,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Bordeaux,Bordeaux,5,Liqueurs ; diverses,Angleterre,4132,4442,Guyenne,16662,pinte,"-2656,8",erreur de calcul,"1,2",
23,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Bordeaux,Bordeaux,5,Liqueurs ; diverses,Danemark et Norvège,2073,1777,Guyenne,16662,pinte,"-2656,8",erreur de calcul,"1,2",
23,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Bordeaux,Bordeaux,5,Liqueurs ; diverses,Espagne,6977,6972,Guyenne,16662,pinte,"-2656,8",erreur de calcul,"1,2",
23,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Bordeaux,Bordeaux,5,Liqueurs ; diverses,Etats de l'Empereur en Allemagne et Flandre,210,180,Guyenne,16662,pinte,"-2656,8",erreur de calcul,"1,2",
23,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Bordeaux,Bordeaux,5,Liqueurs ; diverses,Etats du Roi de Prusse,501,417,Guyenne,16662,pinte,"-2656,8",erreur de calcul,"1,2",
23,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Bordeaux,Bordeaux,5,Liqueurs ; diverses,Etats-Unis d'Amérique,585,487,Guyenne,16662,pinte,"-2656,8",erreur de calcul,"1,2",
23,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Bordeaux,Bordeaux,5,Liqueurs ; diverses,Hollande,1035,864,Guyenne,16662,pinte,"-2656,8",erreur de calcul,"1,2",
23,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Bordeaux,Bordeaux,5,Liqueurs ; diverses,"Petites Isles, Lorient, Dunkerque et Bayonne",3948,3308,Guyenne,16662,pinte,"-2656,8",erreur de calcul,"1,2",
23,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Bordeaux,Bordeaux,5,Liqueurs ; diverses,Russie,204,170,Guyenne,16662,pinte,"-2656,8",erreur de calcul,"1,2",
23,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Bordeaux,Bordeaux,5,Liqueurs ; diverses,Suède,69,58,Guyenne,16662,pinte,"-2656,8",erreur de calcul,"1,2",
48,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Marseille,Lambesc,5,Liqueurs ; diverses,Marseille,1639,,,,,1639,,0,
24,Jérémy Hervelin,AN F12 1667 et CCI Marseille I 31,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Marseille,Marseille,27,Litarge,Angleterre,924,4195,,,livre,,Drogueries et epiceries,,
271,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Lille,Dunkerque,14,Livres,angleterre,4410,126,,,livres,,,,0
271,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Lille,Dunkerque,14,Livres,etatsdelempereur,5440,,,,,,,,0
271,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Lille,Dunkerque,14,Livres,hollande,1600,950,,,livres,,,,0
12,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Marseille,Marseille - Poids et Casse,13,Livres,Marseille,3080,14,Languedoc,,quintal,0,,220,
13,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Marseille,Marseille - Poids et Casse,13,Livres,Marseille,10463,"47,56",Lyonnais,,quintal,"-0,2",,220,
52,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Valenciennes,Givet,7,Livres ; en feuilles,allemagne,32341,32149,,32341,livres,,,,0
66,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Lille,Baisieux,55,Longs ; vieux,etatsdelempereur,200,400,,200,livres,,,,0
272,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Lille,Dunkerque,14,Machine ; à feu,angleterre,950,,,,,,,,0
273,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Lille,Dunkerque,14,Machine ; pour fabriquer le tabac,angleterre,3200,,,,,,,,0
324,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Rouen,Rouen,31,Maqueraux ; salés,danemarketnorvge,10080,84000,,10080,livres,,,,0
48,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Valenciennes,Maubeuge,13,Marbre,etatsdelempereur,2556,19,Hainault,,pieds,,,,0
49,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Valenciennes,Maubeuge,13,Marbre,etatsdelempereur,1768,132,Flandre,,pieds,,,,0
216,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Lille,Dunkerque-Basseville,32,Marbre ; brut,espagne,3500,1751,,3500,pieds cubes,,,,0
33,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Marseille,Marseille - Domaine d'occident,29,Marbre ; brut,Espagne et les Etats dépendants,160,10,,19301,quintal,"0,52",erreur de calcul,16,
33,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Marseille,Marseille - Domaine d'occident,29,Marbre ; brut,Etat de Barbarie,14207,"887,94",,19301,quintal,"0,52",erreur de calcul,16,
33,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Marseille,Marseille - Domaine d'occident,29,Marbre ; brut,"Milan, Toscane et Lucques",2267,"141,67",,19301,quintal,"0,52",erreur de calcul,16,
33,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Marseille,Marseille - Domaine d'occident,29,Marbre ; brut,"Naples, Sicile et Parme",2667,"166,67",,19301,quintal,"0,52",erreur de calcul,16,
34,Jérémy Hervelin,AN F12 1667 et CCI Marseille I 31,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Marseille,Marseille,24,Marbre ; brut,Espagne,1025,"68,34",,381173,quintal,0,,15,
34,Jérémy Hervelin,AN F12 1667 et CCI Marseille I 31,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Marseille,Marseille,24,Marbre ; brut,Genes,29606,"1973,72",,381173,quintal,0,,15,
34,Jérémy Hervelin,AN F12 1667 et CCI Marseille I 31,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Marseille,Marseille,24,Marbre ; brut,"Milan, Toscane et Lucques",350205,"23347,02",,381173,quintal,0,,15,
34,Jérémy Hervelin,AN F12 1667 et CCI Marseille I 31,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Marseille,Marseille,24,Marbre ; brut,"Naples, Sicile et Parme",212,"14,17",,381173,quintal,0,,15,
34,Jérémy Hervelin,AN F12 1667 et CCI Marseille I 31,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Marseille,Marseille,24,Marbre ; brut,États du Roi de Sardaigne,125,"8,34",,381173,quintal,0,,15,
263,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Rouen,Rouen,27,Marbre ; brut,marseilles,40878,6813,,,pots,,,,0
55,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Valenciennes,Givet,7,Marbre ; brut,allemagne,5008,1252,,5008,pieds,,,,0
59,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Valenciennes,Maubeuge,4,Marbre ; brut,allemagne,2730,455,,12372,pieds,,,,0
59,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Valenciennes,Maubeuge,4,Marbre ; brut,etatsdelempereur,9642,1607,,12372,pieds,,,,0
10,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Amiens,Boulogne sur Mer,6,Marbre ; ouvré,Angleterre,180,,Isle de France,,,,,,
58,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Lille,Subordonnés de Dunkerque,20,Marbre ; ouvré,dunkerque,246,21,,,????,,,,0
252,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Lille,Lille,10,Marbre ; ouvré,etatsdelempereur,423,,Flandre,423,,,,,0
34,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Marseille,Marseille - Domaine d'occident,29,Marbre ; ouvré,Bayonne,561,2042,,1616,livre,1616,"pas de prix prix implicite de environ 27 lt 10 sous, soit 27,5 lt le quintal",0,
34,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Marseille,Marseille - Domaine d'occident,29,Marbre ; ouvré,Levant,241,875,,1616,livre,1616,"pas de prix prix implicite de environ 27 lt 10 sous, soit 27,5 lt le quintal",0,
34,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Marseille,Marseille - Domaine d'occident,29,Marbre ; ouvré,"Milan, Toscane et Lucques",1375,5000,,1616,livre,1616,"pas de prix prix implicite de environ 27 lt 10 sous, soit 27,5 lt le quintal",0,
35,Jérémy Hervelin,AN F12 1667 et CCI Marseille I 31,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Marseille,Marseille,24,Marbre ; ouvré,Etat Ecclésiastique,3703,"148,12",,4946,quintal,0,erreur de calcul,25,
35,Jérémy Hervelin,AN F12 1667 et CCI Marseille I 31,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Marseille,Marseille,24,Marbre ; ouvré,"Milan, Toscane et Lucques",1243,"49,71",,4946,quintal,0,erreur de calcul,25,
56,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Valenciennes,Givet,7,Marbre ; ouvré,etatsdelempereur,484,,,484,,,,,0
85,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Valenciennes,Valenciennes,15,Marbre ; ouvré,etatsdelempereur,2328,,,2328,,,,,0
40,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Auch,Tarascon,3,Marchandise ; à la valeur,Espagne,991,,,,,,,0,
11,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Amiens,Boulogne sur Mer,6,Marchandises ; à la valeur,Angleterre,1276,,,,,,,,
11,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Amiens,Boulogne sur Mer,6,Marchandises ; à la valeur,Danemark,164,,,,,,,,
11,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Amiens,Boulogne sur Mer,6,Marchandises ; à la valeur,Dunkerque,270,,,,,,,,
11,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Amiens,Boulogne sur Mer,6,Marchandises ; à la valeur,Hollande,110,,,,,,,,
9,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Auch,Tarbes,9,Marchandises ; à la valeur,Espagne,209,,,,,,,0,
24,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Auch,Saint Girons,5,Marchandises ; à la valeur,Espagne,779,,,,,,,0,
32,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Auch,Saint Béat,7,Marchandises ; à la valeur,Espagne,906,,,,,,,0,
29,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Bordeaux,Bordeaux,22,Marchandises ; à la valeur,4 villes anséatiques,1196,,,26337,,26337,"pas de prix, ni de quantité",0,
29,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Bordeaux,Bordeaux,22,Marchandises ; à la valeur,Amérique,4267,,,26337,,26337,"pas de prix, ni de quantité",0,
29,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Bordeaux,Bordeaux,22,Marchandises ; à la valeur,Angleterre,3766,,,26337,,26337,"pas de prix, ni de quantité",0,
29,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Bordeaux,Bordeaux,22,Marchandises ; à la valeur,Bayonne et Lorien,1453,,,26337,,26337,"pas de prix, ni de quantité",0,
29,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Bordeaux,Bordeaux,22,Marchandises ; à la valeur,Danemark,370,,,26337,,26337,"pas de prix, ni de quantité",0,
29,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Bordeaux,Bordeaux,22,Marchandises ; à la valeur,Espagne,849,,,26337,,26337,"pas de prix, ni de quantité",0,
29,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Bordeaux,Bordeaux,22,Marchandises ; à la valeur,Etats de l'Empereur,235,,,26337,,26337,"pas de prix, ni de quantité",0,
29,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Bordeaux,Bordeaux,22,Marchandises ; à la valeur,Hollande,13988,,,26337,,26337,"pas de prix, ni de quantité",0,
29,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Bordeaux,Bordeaux,22,Marchandises ; à la valeur,Prusse,955,,,26337,,26337,"pas de prix, ni de quantité",0,
29,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Bordeaux,Bordeaux,22,Marchandises ; à la valeur,Russie,122,,,26337,,26337,"pas de prix, ni de quantité",0,
29,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Bordeaux,Bordeaux,22,Marchandises ; à la valeur,Suède,589,,,26337,,26337,"pas de prix, ni de quantité",0,
6,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Caen,Avranches,10,Marchandises ; à la valeur,Petites Isles,96,,,,,,,0,
7,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Caen,Caen,8,Marchandises ; à la valeur,Angleterre,110,,,,,,,0,
7,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Caen,Caen,8,Marchandises ; à la valeur,Dunkerque,45,,,,,,,0,
7,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Caen,Caen,8,Marchandises ; à la valeur,Hollande,20,,,,,,,0,
18,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Caen,Cherbourg,4,Marchandises ; à la valeur,Angleterre,1454,,,,,,,0,
18,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Caen,Cherbourg,4,Marchandises ; à la valeur,Danemark,83,,,,,,,0,
18,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Caen,Cherbourg,4,Marchandises ; à la valeur,Lorient,44,,,,,,,0,
31,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Caen,Granville,6,Marchandises ; à la valeur,Angleterre,1523,,,,,,,0,
10,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Lille,Douay,34,Marchandises ; à la valeur,etatsdelempereur,309,,,,,,,,0
12,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Lille,Bailleul,27,Marchandises ; à la valeur,etatsdelempereur,962,,,,,,,,0
13,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Lille,Armentière,3,Marchandises ; à la valeur,dunkerque,133,,,,,,,,0
13,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Lille,Armentière,3,Marchandises ; à la valeur,etatsdelempereur,156,,,,,,,,0
15,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Lille,Steenfort,36,Marchandises ; à la valeur,dunkerque,215,,,,,,,,0
15,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Lille,Steenfort,36,Marchandises ; à la valeur,etatsdelempereur,398,,,,,,,,0
28,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Lille,Graveline,29,Marchandises ; à la valeur,danemarketnorvge,117,,,117,,,,,0
28,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Lille,Graveline,29,Marchandises ; à la valeur,dunkerque,635,,,117,,,,,0
59,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Lille,Subordonnés de Dunkerque,20,Marchandises ; à la valeur,dunkerque,573,,,261,,,,,0
59,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Lille,Subordonnés de Dunkerque,20,Marchandises ; à la valeur,etatsdelempereur,261,,,261,,,,,0
70,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Lille,Turcoing,32,Marchandises ; à la valeur,etatsdelempereur,660,,,,,,,,0
95,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Lille,Baisieux,16,Marchandises ; à la valeur,etatsdelempereur,874,,,874,,,,,0
253,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Lille,Lille,10,Marchandises ; à la valeur,etatsdelempereur,6707,,Isle de France,6707,,,,,0
254,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Lille,Lille,10,Marchandises ; à la valeur,dunkerque,437,,Flandre,2296,,,,,0
254,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Lille,Lille,10,Marchandises ; à la valeur,etatsdelempereur,2296,,Flandre,2296,,,,,0
255,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Lille,Lille,10,Marchandises ; à la valeur,etatsdelempereur,120,,Lyonnais,203,,,,,0
255,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Lille,Lille,10,Marchandises ; à la valeur,hollande,83,,Lyonnais,203,,,,,0
19,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Lille,Armentière,47,Marchandises ; à la valeur,etatsdelempereur,669,,,,,,,,0
34,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Lille,Douay,25,Marchandises ; à la valeur,etatsdelempereur,940,,,,,,,,0
35,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Lille,Steenfort,52,Marchandises ; à la valeur,etatsdelempereur,1326,,,,,,,,0
36,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Lille,Graveline,57,Marchandises ; à la valeur,danemarketnorvge,205,,,1162,,,,,0
36,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Lille,Graveline,57,Marchandises ; à la valeur,dunkerque,131,,,1162,,,,,0
36,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Lille,Bailleul,48,Marchandises ; à la valeur,etatsdelempereur,762,,,,,,,,0
36,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Lille,Graveline,57,Marchandises ; à la valeur,hollande,957,,,1162,,,,,0
44,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Lille,Turcoing,50,Marchandises ; à la valeur,etatsdelempereur,775,,,855,,,,,0
44,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Lille,Turcoing,50,Marchandises ; à la valeur,hollande,80,,,855,,,,,0
68,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Lille,Baisieux,55,Marchandises ; à la valeur,etatsdelempereur,993,,,993,,,,,0
100,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Lille,Subordonnés de Dunkerque,38,Marchandises ; à la valeur,dunkerquemarseille,771,,,977,,,,,0
100,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Lille,Subordonnés de Dunkerque,38,Marchandises ; à la valeur,etatsdelempereur,565,,,977,,,,,0
100,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Lille,Subordonnés de Dunkerque,38,Marchandises ; à la valeur,hollande,319,,,977,,,,,0
100,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Lille,Subordonnés de Dunkerque,38,Marchandises ; à la valeur,sude,93,,,977,,,,,0
122,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Lille,Lille,44,Marchandises ; à la valeur,etatsdelempereur,4526,,,4526,,,,,0
217,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Lille,Dunkerque-Basseville,32,Marchandises ; à la valeur,marseilles,333,,,,,,,,0
218,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Lille,Dunkerque-Basseville,32,Marchandises ; à la valeur,angleterre,110,,,1214,,,,,0
218,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Lille,Dunkerque-Basseville,32,Marchandises ; à la valeur,dunkerque,1596,,,1214,,,,,0
218,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Lille,Dunkerque-Basseville,32,Marchandises ; à la valeur,etatsdelempereur,221,,,1214,,,,,0
218,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Lille,Dunkerque-Basseville,32,Marchandises ; à la valeur,hollande,785,,,1214,,,,,0
218,Jérémy Hervelin,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Imports,Lille,Dunkerque-Basseville,32,Marchandises ; à la valeur,les4villesansatiques,98,,,1214,,,,,0
4,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Marseille,Septemes,19,Marchandises ; à la valeur,Marseille,1040,,,,,1040,,0,
31,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Marseille,Arles,2,Marchandises ; à la valeur,Marseille,356,,,,,356,,0,
35,Jérémy Hervelin,AN F12 1666,National par direction/AN/F_12_1666 et 1667/1789.csv,National par direction,1789,Exports,Marseille,Marseille - Domaine d'occident,29,Marchandises ; à la valeur,Angleterre,92,,,621,,621,"pas de prix, ni de quantité",0,
