numrodeligne,dataentryby,source,sourcepath,sourcetype,exportsimports,year,direction,bureaux,sheet,marchandises,pays,quantit,quantity_unit,prix_unitaire,value,problème,remarks
252,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,13,Chocolat,Allemagne,1010,Livres,3,3030,0,
253,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,13,Cire jaune,Bouillon,850,Livres,"2,2",1870,0,
254,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,13,Cordes,Evechés,4884,Livres,"0,5",2442,0,50 livres le quintal
255,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,13,Colle forte,Etats de l'empereur,4325,Livres,"0,4",1730,0,40 livres le quintal
256,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,13,Coton,Evechés,1082,Livres,3,3246,0,
257,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,13,Cornes plattes,Etats de l'empereur,400,Livres,"0,6",240,0,
258,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,13,Coutellerie,Allemagne,180,Livres,3,540,0,
259,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,14,Cuirs de boeufs secs,Bouillon,12,Nombre,24,288,0,
260,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,14,Cuirs de boeufs secs,Etats de l'empereur,196,Nombre,20,3920,0,
261,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,14,Cuivre,Alsace,725,Livres,"1,3",944,"1,5",
262,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,14,Cuivre,Etats de l'empereur,1725,Livres,"1,3",2242,"-0,5",
263,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,14,Cuivre,Allemagne,614050,Livres,"1,3",798265,0,
264,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,14,Dominoterie,Etats de l'empereur,100,Livres,2,200,0,
265,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,14,Drogues diverses,Etats de l'empereur,1,Valeur,780,780,0,
266,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,14,Drogues diverses,Allemagne,1,Valeur,443,443,0,
267,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,14,Drogue chimique eau forte,Etats de l'empereur,480,Livres,1,480,0,
268,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,14,Drogue chimique eau forte,Allemagne,7263,Livres,1,7263,0,
269,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,14,Drogue pour peinture et teinture alun,Allemagne,8050,Livres,"0,26",2093,0,26 livres le quintal
270,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,14,Drogue pour peinture cochenille,Etats de l'empereur,1020,Livres,20,20400,0,
271,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,14,Drogue pour peinture cochenille,Allemagne,150,Livres,20,3000,0,
272,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,14,Drogue pour peinture Garance,Alsace,4745,Livres,"0,3",1423,"-0,5",30 livres le quintal
273,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,14,Drogue pour peinture Garance,Hollande,680,Livres,"0,3",204,0,30 livres le quintal
274,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,14,Drogue pour peinture indigo,Evechés,200,Livres,8,1600,0,
275,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,14,Drogue pour peinture indigo,Etats de l'empereur,7158,Livres,10,71580,0,
276,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,14,Drogue pour peinture blanc de plomb,Etats de l'empereur,4375,Livres,"0,5",2187,"-0,5",
277,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,14,Drap de Louviers 40 lignes,Allemagne,24,Aunes,28,672,0,
278,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,14,Drap de Sedan 25 lignes,Alsace,"11,5",Aunes,24,276,0,
279,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,14,Drap de Sedan 220 lignes,Evechés,135,Aunes,24,3240,0,
280,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,14,Drap de Sedan 78 lignes,Allemagne,51,Aunes,24,1224,0,
281,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,14,Drap calimouk de Sedan 20 lignes,Evechés,10,Aunes,12,120,0,
282,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,14,Drap calimouk de Sedan 350 lignes,Allemagne,195,Aunes,12,2340,0,
283,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,14,Eau de vie,Bouillon,"3,33",Pots,,840,,
284,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,14,Eau de vie,Etats de l'empereur,"84,58",Pintes,,20300,,
285,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,14,Eau de vie,Evechés,"10,83",Pintes,,3300,,
286,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,14,Eau de cologne,Allemagne,1,Valeur,342,342,0,
287,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,14,Epicerie poivre,Etats de l'empereur,9669,Livres,,25471,,
288,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,14,Ecorces,Bouillon,139400,Livres,"0,0225",3136,"-0,5",45 sous le quintal
289,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,14,Ecorce,Etats de l'empereur,1,Valeur,560,0,-560,
290,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,14,Estampes,Evechés,275,Livres,,800,,Pas de prix unitaire
291,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,14,Etain,Etats de l'empereur,775,Livres,"0,8",620,0,
292,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,14,Etain,Allemagne,7720,Livres,"0,8",5983,-193,Erreur de calcul
293,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,14,Etoffe de laine flanelle 900 lignes,Evechés,1018,Aunes,"2,5",2545,0,
294,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,14,Etoupe de chanvre,Evechés,1500,Livres,"0,15",225,0,15 livres le quintal
295,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,14,Fayance,Etats de l'empereur,370,Livres,,180,,Pas de prix unitaire
296,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,14,Fayance,Allemagne,750,Livres,,400,,
297,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,14,Fer en verges,Evechés,1257100,Livres,"0,225",282847,"-0,5",22 livres et 10 sous le quintal
298,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,14,Fer en verges,Etats de l'empereur,2139350,Livres,"0,225",481354,"0,25",22 livres et 10 sous le quintal
299,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,14,Fer ouvré,Evechés,3600,Livres,,216,,Pas de prix unitaire
300,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,14,Fil de lin blanc,Hollande,230,Livres,,2400,,
301,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,14,Fil de lin blanc,Allemagne,19971,Livres,"2,5",49927,"-0,5",
302,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,14,Fourage foin,Evechés,2506000,Livres,"0,015",37590,0,30 sous le quintal
303,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,14,Fourage paille,Clermontois,188000,Livres,"0,0075",1410,0,15 sous le quintal
304,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,14,Fourage paille,Evechés,474000,Livres,"0,0075",3555,0,15 sous le quintal
305,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,14,Fromage,Hollande,548,Livres,"0,6",329,"0,2",
306,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,14,Fromage,La Suisse,200,Livres,"0,6",120,0,
307,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,14,Gaze de soye,Evechés,130,Aunes,2,260,0,
308,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,14,Graines avoine,Clermontois,152040,Livres,"0,06",9122,"-0,4",6 livres le quintal
309,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,14,Graines avoine,Evechés,329640,Livres,"0,06",19778,"-0,4",6 livres le quintal
310,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,14,Graines froment,Evechés,1627800,Livres,"0,125",203475,0,12 livres et 10 sous le quintal
311,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,14,Graines froment,Clermontois,794000,Livres,"0,125",99250,0,12 livres et 10 sous le quintal
312,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,15,Graines orge,Clermontois,171570,Livres,"0,075",12868,"0,25",7 livres et 10 sous le quintal
313,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,15,Graines orge,Evechés,366010,Livres,"0,075",27376,"-74,75",Erreur de calcul
314,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,15,Graines seigle,Clermontois,45400,Livres,"0,09",4356,270,Erreur de calcul
315,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,15,Graines seigle,Evechés,68800,Livres,"0,09",6192,0,
316,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,15,Gants de peau,Evechés,113,Aunes,"0,75",1017,"932,25",Erreur de calcul
317,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,15,Huile à bruler,Clermontois,784,Livres,"0,45",353,"0,2",45 livres le quintal
318,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,15,Huile à bruler,Evechés,39292,Livres,"0,45",17681,"-0,4",45 livres le quintal
319,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,15,Huile d'olive,Sardaigne,967,Livres,"0,8",774,"0,4",
320,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,15,Huile d'olive,Genes,7250,Livres,"0,8",5800,0,
321,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,15,Huile d'olive,Etats de l'empereur,2040,Livres,"0,8",1632,0,
322,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,15,Huile de poisson,Etats de l'empereur,496,Livres,"0,45",223,"-0,2",
323,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,15,Instruments de musique,Lorraine,1,Valeur,1232,1232,0,
324,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,15,Laine d'Espagne,Etats de l'empereur,138610,Livres,5,693050,0,
325,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,15,Laine d'ardenny,Bouillon,12260,Livres,"1,4",17164,0,
326,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,15,Laine d'ardenny,Etats de l'empereur,1100,Livres,"1,4",1540,0,
327,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,15,Legumes haricots,Clermontois,24550,Livres,"0,1",2455,0,10 livres le quintal
328,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,15,Legumes haricots,Evechés,74500,Livres,"0,1",7450,0,10 livres le quintal
329,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,15,Legumes pois,Evechés,23600,Livres,"0,1",2360,0,10 livres le quintal
330,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,15,Legumes pois,Clermontois,12600,Livres,"0,1",1260,0,10 livres le quintal
331,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,15,Legumes pommes de terre,Bouillon,1,Valeur,1268,1268,0,
332,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,15,Librairie,Bouillon,4453,Livres,"2,25",10019,"-0,25",
333,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,15,Librairie,Hollande,1588,Livres,"2,25",3573,0,
334,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,15,Librairie,Allemagne,1482,Livres,"2,25",3334,"-0,5",
335,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,15,Librairie,La Prusse,300,Livres,"2,25",675,0,
336,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,15,Liqueur,Allemagne,58,Bouteilles,3,174,0,
337,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,15,Marchandises diverses,Alsace,1,Valeur,159,159,0,
338,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,15,Marchandises diverses,Etats de l'empereur,1,Valeur,543,543,0,
339,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,15,Marchandises diverses,Allemagne,1,Valeur,345,345,0,
340,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,15,Marchandises diverses,La Suisse,1,Valeur,75,75,0,
341,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,15,Marchandises diverses,Evechés,1,Valeur,801,801,0,
342,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,15,Marchandises diverses,Bouillon,1,Valeur,172,172,0,
343,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,15,Mercerie melée,Lorraine,500,Livres,3,1500,0,
344,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,15,Mercerie melée,Etats de l'empereur,115,Livres,3,345,0,
345,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,15,Mercerie melée,Allemagne,8160,Livres,3,24480,0,
346,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,15,Mercerie de fer dés à coudre,Allemagne,7630,Livres,1,7630,0,
347,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,15,Mercerie a laine de cordonnier,Allemagne,450,Livres,"2,4",1080,0,
348,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,15,Mercerie fine aiguille,Allemagne,58139,Livres,4,232556,0,
349,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,15,Miel,Bouillon,1350,Livres,"0,6",910,100,Erreur de calcul
350,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,15,Ouvrages divers,Evechés,1,Valeur,556,556,0,
351,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,15,Ouvrages divers,Etats de l'empereur,1,Valeur,132,132,0,
352,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,15,Ouvrages divers,Allemagne,1,Valeur,199,199,0,
353,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,15,Papier,Hollande,86975,Livres,"0,75",65231,"-0,25",
354,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,15,Papier,Etats de l'empereur,10780,Livres,"0,75",8085,0,
355,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,15,Parfumerie poudre,Evechés,300,Livres,,120,,
356,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,15,Passementerie de filoselle,Allemagne,365,Livres,,3590,,
357,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,15,Passementerie de fil,Allemagne,1123,Livres,,3958,,
358,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,15,Passementerie de laine,Allemagne,657,Livres,,2400,,
359,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,15,Peaux diverses,Bouillon,1,Valeur,937,937,0,
360,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,15,Peaux diverses,Evechés,1,Valeur,324,324,0,
361,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,15,Plomb,Allemagne,6159,Livres,"0,35",2670,"514,35",Erreur de calcul
362,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,15,Poil d'Autruche en laine à faire liziere,Les 4 villes anséatiques,67979,Livres,"1,1",74777,"0,1",110 livres le quintal
363,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,16,Poisson de mer morue 196 lignes,Hollande,5819,Livres,"0,35",2233,"196,35",35 livres le quintal; erreur de calcul
364,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,16,Poisson de mer morue,Etats de l'empereur,750,Livres,"0,35",262,"-0,5",35 livres le quintal
365,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,16,Poisson de mer morue,Allemagne,1556,Livres,"0,35",545,"0,4",
366,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,16,Quincaillerie de cuivre en fil,Allemagne,24800,Livres,"1,3",33200,960,Erreur de calcul
367,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,16,Quincaillerie de fer,Evechés,850,Livres,1,850,0,
368,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,16,Quincaillerie de fer,Allemagne,2029,Livres,1,2029,0,
369,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,16,Quincaillerie faulx,Alsace,14600,Livres,1,14600,0,
370,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,16,Quincaillerie faulx,Allemagne,34745,Livres,1,34745,0,
371,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,16,Quincaillerie limes,Evechés,442,Livres,"0,6",376,"110,8",Erreur de calcul
372,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,16,Quincaillerie limes,Allemagne,10355,Livres,"0,6",6213,0,
373,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,16,Quincaillerie limes,La Prusse,890,Livres,"0,6",534,0,
374,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,16,Ruban de fil,Allemagne,252267,Livres,"2,5",630667,"-0,5",
375,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,16,Ruban de filoselle,Allemagne,17,Livres,,180,,Pas de prix unitaire
376,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,16,Ruban de laine,Allemagne,96452,Livres,"2,7",260320,"-100,4",Erreur de calcul
377,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,16,Ruban de soye,Alsace,207,Livres,45,9315,0,
378,Laura,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports – Charleville.csv,National par direction,Imports,1789,Charleville,Sedan,16,Ruban de soye,Allemagne,86,Livres,45,3870,0,
