numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,bureaux,sheet,marchandises,pays,value,quantit,quantity_unit,remarks,problemes,unit_price,doubleaccounts
223,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Subordonné à celui de Lorient,9,Morphil ou dents d'elephants,Lorient,"300,00","60,00",Livre,,"0,00","5,0000000",
224,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Subordonné à celui de Lorient,9,Légumes; Haricots,Lorient,"1 265,00","126,50",Quintal,Unité d'origine Livre,"0,00","10,0000000",
225,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Subordonné à celui de Lorient,9,Légumes; Lentilles,Lorient,"206,00","10,30",Quintal,Unité d'origine Livre,"0,00","20,0000000",
226,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Subordonné à celui de Lorient,9,Liége,Bayonne,"210,00","10,90",Quintal,Unité d'origine Livre,"-8,00","20,0000000",
227,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Subordonné à celui de Lorient,9,Marchandises à la valeur,Lorient,"916,00",,Valeur,,,,
228,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Subordonné à celui de Lorient,9,Marchandises à la valeur,Norvège,"86,00",,Valeur,,,,
229,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Subordonné à celui de Lorient,9,Peaux de veaux en vert,Lorient,"410,00","205,00",Nombre,,"0,00","2,0000000",
230,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Subordonné à celui de Lorient,9,Pierres à meules,Espagne,"2 460,00","820,00",Nombre,,"0,00","3,0000000",
231,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Subordonné à celui de Lorient,10,Poisson salé; Rogue de maquereaux et de stocfich,Lorient,"6 800,00","340,00",Quintal,Unité d'origine Livre,"0,00","20,0000000",
232,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Subordonné à celui de Lorient,10,Poisson salé; Rogue de maquereaux et de stocfich,Norvège,"263 460,00","13 179,00",Quintal,Unité d'origine Livre,"-120,00","20,0000000",
233,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Subordonné à celui de Lorient,10,Poisson salé; Sardine pressée,Lorient,"2 520,00","8 640,00",Livre,,,,
234,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Subordonné à celui de Lorient,10,Poisson salé; Stocfich,Norvège,"2 174,00","108,70",Quintal,Unité d'origine Livre,"0,00","20,0000000",
235,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Subordonné à celui de Lorient,10,Roseaux,Espagne,"2 400,00","400,00",Quintal,Unité d'origine Livre,"0,00","6,0000000",
236,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Subordonné à celui de Lorient,10,Savon,Marseille,"119 229,00","1 987,15",Quintal,Unité d'origine Livre,"0,00","60,0000000",
237,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Subordonné à celui de Lorient,10,Sel,Petites Isles,"2 060,00","1 648,00",Quintal,Unité d'origine Livre,"0,00","1,2500000",
238,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Subordonné à celui de Lorient,10,Sel,Angleterre,"145,00","116,30",Quintal,Unité d'origine Livre,"-0,38","1,2500000",
239,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Subordonné à celui de Lorient,10,Souffre,Marseille,"74,00","4,93",Quintal,Unité d'origine Livre,"0,05","15,0000000",
240,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Subordonné à celui de Lorient,10,Souffre,Petites Isles,"212,00","14,11",Quintal,Unité d'origine Livre,"0,35","15,0000000",
241,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Subordonné à celui de Lorient,10,Toilles à voile,Lorient,"5 874,00","3 916,00",Aune,,"0,00","1,5000000",
242,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Subordonné à celui de Lorient,10,Vin ordinaire,Petites Isles,"66 677,00","2 756,26",Muid,,"526,67","24,0000000",
243,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Subordonné à celui de Lorient,10,Vin ordinaire,Lorient,"306,00","51,00",Velte,Unités d'origine Muid et Pinte,"0,00","6,0000000",
244,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Subordonné à celui de Lorient,10,Vin de Bordeaux,Lorient,"9 442,00","65,60",Muid,Plus 174 Pintes,"1 241,48","125,0000000",
245,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Subordonné à celui de Lorient,10,Vin du cap,Hollande,"840,00","420,00",Bouteille,,"0,00","2,0000000",
246,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Subordonné à celui de Lorient,10,Vin de liqueurs,Espagne,"1 110,00","370,00",Pintes,Unités d'origine Muid et Pinte,,,
247,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Quimper,12,Bierre,Lorient,"200,00","6,00",Muid,,,,
248,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Quimper,12,Bois de construction en planches,Lorient,"1 649,00","2 688,00",Nombre,,,,
249,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Quimper,12,Bois de construction en planches,Hollande,"442,00","410,00",Nombre,,,,
250,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Quimper,12,Bois de construction en planches,Danemark,"2 592,00","5 190,00",Nombre,,,,
251,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Quimper,12,Bray goudron ?,Lorient,"2 375,00","40 033,00",Livre,,,,
252,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Quimper,12,Bray goudron ?,Danemark,"760,00","7 833,00",Livre,,,,
253,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Quimper,12,Cendres diverses,Lorient,"1 148,00","3 900,00",Livre,,,,
254,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Quimper,12,Charbon de terre,Angleterre,"1 345,00","73,00",?,Plus 2700,,,
255,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Quimper,12,Cordages,Lorient,"200,00","2 000,00",Livre,,,,
256,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Quimper,12,Cordages,Hollande,"1 558,00","3 052,00",Livre,,,,
257,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Quimper,12,Fayence,Lorient,"450,00",,Valeur,,,,
258,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Quimper,12,Fer; En barres,Lorient,"3 296,00","16 688,00",Livre,,,,
259,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Quimper,12,Fer; En barres,Espagne,"800,00","4 333,00",Livre,,,,
260,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Quimper,12,Fer; En barres,Hollande,"2 466,00","12 333,00",Livre,,,,
261,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Quimper,12,Fer; En barres,France,"765,00","4 000,00",Livre,,,,
262,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Quimper,12,Fer; En barres,Hollande,"1 764,00","8 912,00",Livre,,,,
263,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Quimper,12,Fer; Divers,Espagne,"1 693,00","8 666,00",Livre,,,,
264,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Quimper,12,Marchandises à la valeur,Lorient,"903,00",,Valeur,,,,
265,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Quimper,12,Marchandises à la valeur,Petites Isles,"159,00",,Valeur,,,,
266,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Quimper,12,Marchandises à la valeur,Espagne,"209,00",,Valeur,,,,
267,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Quimper,12,Ouvrages en bois,Lorient,"240,00",,Valeur,,,,
268,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Quimper,12,Pierres à éguiser,Espagne,"129,00",,Valeur,,,,
269,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Quimper,12,Poissons de mer en rogue de maquereaux,Petites Isles,"460,00","8,00",Barrique,Plus 80 Tonneaux?,,,
270,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Quimper,12,Poissons de mer en rogue de maquereaux,Hollande,"38 149,00","778,00",Barils,,,,
271,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Quimper,12,Poissons de mer en rogue de maquereaux,Danemark,"157 526,00","4 308,00",Barils,,,,
272,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Quimper,12,Sel,Petites Isles,"874,00","21,00",Muid,,,,
273,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Quimper,12,Vin,Petites Isles,"1 872,00","42,00",Muid,Plus 150 bouteilles,,,
274,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Brest et dépendances,14,Acier,Hollande,"1 092,00","36,40",Quintal,Unité d'origine Livre,"0,00","30,0000000",
275,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Brest et dépendances,14,Acier,Etats du roi de Suede,"5 458,00","181,92",Quintal,Unité d'origine Livre,"0,40","30,0000000",
276,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Brest et dépendances,14,Amandes en coques,Marseille,"124,00","41,29",Quintal,Unité d'origine Livre,"0,13","3,0000000",
277,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Brest et dépendances,14,Amandes cassées,Marseille,"135,00","3,00",Quintal,Unité d'origine Livre,"0,00","45,0000000",
278,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Brest et dépendances,14,Armes blanches,Angleterre,"150,00",,Valeur,,,,
279,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Brest et dépendances,14,Bierre,Lorient,"768,00",,?,Unités d'origine Muid et Pinte,,,
280,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Brest et dépendances,14,Bierre,Dunkerque,"36,00",,?,Unités d'origine Muid et Pinte,,,
281,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Brest et dépendances,14,Bierre,Hollande,"816,00",,?,Unités d'origine Muid et Pinte,,,
282,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Brest et dépendances,14,Bierre,Les 4 villes anséatiques,"42,00",,?,Unités d'origine Muid et Pinte,,,
283,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Brest et dépendances,14,Bois divers de construction,Angleterre,"13 642,00",,Valeur,,,,
284,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Brest et dépendances,14,Bois divers de construction,Hollande,"4 140,00",,Valeur,,,,
285,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Brest et dépendances,14,Bois divers de construction,Les 4 villes anséatiques,"352 075,00",,Valeur,,,,
286,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Brest et dépendances,14,Bois divers de construction,Norvège,"236,00",,Valeur,,,,
287,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Brest et dépendances,14,Bois divers de construction,Russie,"32 120,00",,Valeur,,,,
288,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Brest et dépendances,14,Bois de sapin en planches,Dunkerque,"100,00","100,00",Nombre,,"0,00","1,0000000",
289,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Brest et dépendances,14,Bois de sapin en planches,Bayonne,"325,00","325,00",Nombre,,"0,00","1,0000000",
290,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Brest et dépendances,14,Bois de sapin en planches,Angleterre,"674,00","674,00",Nombre,,"0,00","1,0000000",
291,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Brest et dépendances,14,Bois de sapin en planches,Hollande,"312,00","312,00",Nombre,,"0,00","1,0000000",
292,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Brest et dépendances,14,Bois de sapin en planches,Norvège,"82 895,00","82 895,00",Nombre,,"0,00","1,0000000",
293,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Brest et dépendances,14,Bois de sapin en planches,Etats du roi de Suède,"29 268,00","29 268,00",Nombre,,"0,00","1,0000000",
294,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Brest et dépendances,14,Bois de sapin en planches,Etats du roi de Prusse,"4 605,00","4 605,00",Nombre,,"0,00","1,0000000",
295,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Brest et dépendances,14,Bois de sapin en planches,Russie,"101 210,00","101 210,00",Nombre,,"0,00","1,0000000",
296,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Brest et dépendances,14,Bois en avirons,Espagne,"216,00","54,00",Nombre,,"0,00","4,0000000",
297,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Brest et dépendances,14,Bois en avirons,Norvège,"656,00","164,00",Nombre,,"0,00","4,0000000",
298,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Brest et dépendances,14,Bois en manches de gaffe,Norvège,"177,00","142,00",Nombre,,"-0,50","1,2500000",
299,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Brest et dépendances,14,Bois en manches de gaffe,Russie,"3 875,00","3 100,00",Nombre,,"0,00","1,2500000",
300,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Brest et dépendances,14,Bois en mâts,Russie,"93 000,00","620,00",Nombre,,"0,00","150,0000000",
301,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Brest et dépendances,14,Bois en materiaux,Russie,"60 200,00","1 505,00",Nombre,,"0,00","40,0000000",
302,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Brest et dépendances,14,Bois en cercles,Dunkerque,"238,00","15 960,00",Nombre,Prix unitaire pour Mille en nombre,"-239 162,00","15,0000000",
303,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Brest et dépendances,14,Bois en cercles,Hollande,"780,00","52 000,00",Nombre,Prix unitaire pour Mille en nombre,"-779 220,00","15,0000000",
304,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Brest et dépendances,14,Bois merrain,Les 4 villes anséatiques,"54 385,00","54 385,00",Nombre,,"0,00","1,0000000",
305,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Brest et dépendances,14,Boutons de coco,Hollande,"6 000,00","500,00",Grosse,,"0,00","12,0000000",
306,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Brest et dépendances,14,Bray; Gras,Hollande,"924,00","123,20",Quintal,Unité d'origine Livre,"0,00","7,5000000",
307,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Brest et dépendances,14,Bray; Goudron,Bayonne,"192,00","19,20",Quintal,Unité d'origine Livre,"0,00","10,0000000",
308,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Brest et dépendances,14,Bray; Goudron,Hollande,"19 980,00","1 998,00",Quintal,Unité d'origine Livre,"0,00","10,0000000",
309,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Brest et dépendances,14,Bray; Goudron,Norvège,"30 700,00","3 070,00",Quintal,Unité d'origine Livre,"0,00","10,0000000",
310,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Brest et dépendances,14,Bray; Goudron,Etats du roi de Suède,"360,00","36,00",Quintal,Unité d'origine Livre,"0,00","10,0000000",
311,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Brest et dépendances,14,Bray; Résine,Bayonne,"938,00","12 600,00",?,,"-944 062,00","75,0000000",
312,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Brest et dépendances,14,Chanvre en masse,Angleterre,"98 000,00","2 800,00",Quintal,Unité d'origine Livre,"0,00","35,0000000",
313,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Brest et dépendances,14,Charbon de terre,Angleterre,"22 960,00","574,00",Tonneau,,"0,00","40,0000000",
314,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Brest et dépendances,14,Colle forte,Marseille,"2 368,00","59,22",Quintal,Unité d'origine Livre,"-0,80","40,0000000",
315,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Brest et dépendances,14,Coton filé,Marseille,"270,00","90,00",Livre,,"0,00","3,0000000",
316,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Brest et dépendances,14,Coton en laine,Marseille,"2 319,00","2 319,00",Livre,,"0,00","1,0000000",
317,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Brest et dépendances,14,Cuivre ouvré,Lorient,"2 908,00","2 424,00",Livre,,"-0,80","1,2000000",
318,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Brest et dépendances,14,Cuivre clous,Angleterre,"135 182,00","100 135,00",Livre,,"-0,25","1,3500000",
319,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Brest et dépendances,14,Drogues médicinales diverses,Lorient,"575,00",,Valeur,,,,
320,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Brest et dépendances,14,Drogues médicinales diverses,Marseille,"435,00",,Valeur,,,,
321,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Brest et dépendances,14,Drogues médicinales diverses,Angleterre,"210,00",,Valeur,,,,
322,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Brest et dépendances,14,Drogues médicinales diverses,Hollande,"50,00",,Valeur,,,,
323,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Brest et dépendances,14,Drogues pour la peinture et teinture;,Marseille,"331,00",,Valeur,,,,
324,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Brest et dépendances,14,Drogues pour la peinture et teinture;,Hollande,"692,00",,Valeur,,,,
325,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Brest et dépendances,14,Drogues pour la peinture et teinture;,Les 4 villes anséatiques,"90,00",,Valeur,,,,
326,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Brest et dépendances,14,Drogues pour la peinture et teinture; Cerise,Hollande,"4 484,00","128,12",Quintal,Unité d'origine Livre,"-0,20","35,0000000",
327,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Brest et dépendances,14,Drogues pour la peinture et teinture; Couperose,Hollande,"714,00","1 900,00",Livre,,,,
328,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Brest et dépendances,14,Drogues pour la peinture et teinture; Litharge,Hollande,"1 298,00","64,92",Quintal,Unité d'origine Livre,"-0,40","20,0000000",
329,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Brest et dépendances,14,Eau de vie simple,Marseille,"168,00","42,00",Velte,Unités d'origine Muid et Pinte,"0,00","4,0000000",
330,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Brest et dépendances,14,Eau de vie simple,Bayonne,"600,00","150,00",Velte,Unités d'origine Muid et Pinte,"0,00","4,0000000",
331,Anthony Rebours,AN F12 1667,National par direction/AN/F_12_1666 et 1667/1789 - Imports - Lorient.csv,National par direction,1789,Importations,Lorient,Brest et dépendances,14,Eau de vie simple,Petites Isles,"5 112,00","1 278,00",Velte,Unités d'origine Muid et Pinte,"0,00","4,0000000",
