goods_simpl_classification,nbr_occurences_simpl,canada_classification,details_provenance,obsolete,imports_des_colonies,nbr_occurences_canada
gobelets de cuivre,1,,,non,0,386596
gobelets de faïence,1,,,non,0,386596
gobelets de fayaux,0,,,oui,0,386596
gobelets de grès,1,,,non,0,386596
gobelets de porcelaine,1,,,non,0,386596
gobelets de terre,3,,,non,0,386596
gobelets de verre,51,,,non,0,386596
gobelets en verre de cristal,1,,,non,0,386596
gobelets et lampes de verre,3,,,non,0,386596
gobelets et verres,21,,,non,0,386596
gobelets et verres à boire,1,,,non,0,386596
gobelets et verres de cristal,3,,,non,0,386596
gobelets peints,1,,,non,0,386596
gogorans,81,,,non,1,386596
gomme,675,Hors Canada,,non,1,154386
gomme à ???,1,,,non,0,386596
gomme adragant,331,,,non,0,386596
gomme amandes,1,,,non,,386596
gomme ammoniac,107,,,non,0,386596
gomme animée,7,,,non,0,386596
gomme animée ou courbaril,1,,,non,0,386596
gomme arabique,609,Hors Canada,,non,1,154386
gomme arabique par Marseille,1,,,non,0,386596
gomme atimaix,1,,,non,0,386596
gomme brique,2,,,non,1,386596
gomme carans,2,,,non,0,386596
gomme chimique,6,,,non,0,386596
gomme clinique,1,,,non,1,386596
gomme commune,104,,,non,0,386596
gomme conviola,2,,,non,0,386596
gomme copale,217,Hors Canada,,non,1,154386
gomme couperose,1,,,non,0,386596
gomme d'acacia,11,,,non,0,386596
gomme d'acacia acajou adragante et arabique,1,,,non,0,386596
gomme d'acajou,4,Hors Canada,tropiques,non,1,154386
gomme d'adragant,1,,,non,0,386596
gomme d'amandier,62,,,non,0,386596
gomme d'ambrette,2,,,non,0,386596
gomme d'Amérique,1,,,non,0,386596
gomme d'ammoniac,1,,,non,0,386596
gomme d'Arabie,0,,,oui,0,386596
gomme d'élémi,2,,,non,0,386596
gomme de Barbarie,82,,,non,0,386596
gomme de caragne,1,,,non,0,386596
gomme de cèdre,27,,,non,0,386596
gomme de Cenzier,1,,,non,0,386596
gomme de cerisier,1,,,non,0,386596
gomme de cochenille,1,,,non,0,386596
gomme de Copahu,1,,,non,0,386596
gomme de dragon,1,,,non,0,386596
gomme de gaiac,0,,,oui,0,386596
gomme de gaïac,66,Hors Canada,tropiques,non,1,154386
gomme de galbanum,1,,,non,0,386596
gomme de geda,5,,,non,0,386596
gomme de giette,1,,,non,0,386596
gomme de gutte,1,,,non,0,386596
gomme de palme,1,,,non,0,386596
gomme de palmier,1,,,non,0,386596
gomme de pays,5,,,non,0,386596
gomme de sandarac,6,,,non,0,386596
gomme de seraza,2,,,non,0,386596
gomme de toute espèce,1,,,non,0,386596
gomme demi,1,,,non,0,386596
gomme des Indes,2,,,non,0,386596
gomme dite laque,1,,,non,0,386596
gomme du Levant,1,,,non,0,386596
gomme du Levant thurique,1,,,non,0,386596
gomme du pays,4,,,non,0,386596
gomme du Sénégal,298,Hors Canada,Afrique,non,1,154386
gomme ederée,11,,,non,0,386596
gomme élastique,11,Hors Canada,,non,1,154386
gomme élémi,97,Hors Canada,Asie,non,1,154386
gomme elemy,1,,,non,0,386596
gomme émeri,2,,,non,,386596
gomme emery,0,,,oui,0,386596
gomme en feuilles,2,,,non,0,386596
gomme en grabeau,1,,,non,0,386596
gomme en pâte,2,,,non,0,386596
gomme esquinante,1,,,non,0,386596
gomme euphorbe,2,,,non,0,386596
gomme exotique,8,,,non,1,386596
gomme galanga,1,,,non,0,386596
gomme galle,3,,,non,0,386596
gomme gedda,13,,,non,0,386596
gomme gutte,122,,,non,1,386596
gomme herbes grandes,1,,,non,0,386596
gomme keraque,1,,,non,0,386596
gomme laque,302,Hors Canada,Asie,non,1,154386
gomme laque en bois,1,,,non,0,386596
gomme laque en feuilles,3,,,non,0,386596
gomme laque plate,1,,,non,0,386596
gomme myrrhe,2,,,non,0,386596
gomme odorie,1,,,non,0,386596
gomme opoponax,4,,,non,0,386596
gomme pour peintures et teinture,1,,,non,0,386596
gomme pure d'amandier et de cerisier,2,,,non,0,386596
gomme pure exotique,4,,,non,1,386596
gomme pure exotique des entrepôts,1,,,non,0,386596
gomme quile,1,,,non,0,386596
gomme racines d'alizari,1,,,non,0,386596
gomme rouge,6,,,non,0,386596
gomme sagapenum,5,,,non,0,386596
gomme sandaraque,141,,,non,0,386596
gomme Sénégal,0,,,oui,0,386596
gomme séraphine,9,,,non,0,386596
gomme séraphique,8,,,non,0,386596
gomme tacamaca,8,,,non,0,386596
gomme tandarac,2,,,non,0,386596
gomme thurique,146,,,non,0,386596
gomme topal,1,,,non,0,386596
gomme verdet,1,,,non,0,386596
gondole de faïence,1,,,non,0,386596
gonds,1,,,non,0,386596
goudron,1188,Hors Canada,,non,1,154386
goudron de Suède,1,,,non,0,386596
goudron et poix,1,,,non,0,386596
goudron et poix et résines,6,,,non,0,386596
goules,1,,,non,0,386596
goupil,1,,,non,0,386596
gourde,1,,,non,0,386596
gourgouran,0,,,oui,0,386596
gournable,21,,,non,0,386596
gournable de chêne,3,,,non,0,386596
gournable de sapin,1,,,non,0,386596
gournables de bois,1,,,non,0,386596
gousses,3,,,non,0,386596
gousses ???,1,,,non,0,386596
gousses arabiques,21,,,non,0,386596
gousses de sandaraque,1,,,non,0,386596
gousses du Sénégal,2,,,non,0,386596
gousses gatte,1,,,non,0,386596
gousses lagne,2,,,non,0,386596
gouttières ou goulots,1,,,non,0,386596
gouvernail vieux,1,,,non,0,386596
grabeau d'aspic,1,,,non,0,386596
grabeau d'émail,1,,,non,,386596
grabeau d'encens,115,,,non,0,386596
grabeau d'indigo,99,,,non,0,386596
grabeau d'ivoire,2,,,non,0,386596
grabeau de canefice,12,,,non,0,386596
grabeau de cire,105,,,non,0,386596
grabeau de cochenille,97,,,non,0,386596
grabeau de corail,30,,,non,0,386596
grabeau de galipot,1,,,non,0,386596
grabeau de gomme,18,,,non,0,386596
grabeau de jalap,1,,,non,,386596
grabeau de mine,1,,,non,0,386596
grabeau de mioche,1,,,non,,386596
grabeau de mirthre,0,,,oui,0,386596
grabeau de myrrhe,0,,,oui,0,386596
grabeau de myrthe,4,,,non,0,386596
grabeau de quinquina,3,,,non,0,386596
grabeau de rhubarbe,1,,,non,0,386596
grabeau de sel ammoniac,7,,,non,0,386596
grabeau de séné,135,,,non,0,386596
grabeau de storax,1,,,non,0,386596
grabeau de tartre,26,,,non,0,386596
grabeau de vermillon,1,,,non,0,386596
grabeau encens,1,,,non,0,386596
grabeau manelle,1,,,non,0,386596
grai gras,1,,,non,0,386596
grain,0,,,oui,0,386596
graine,45,,,non,0,386596
graine ???,2,,,non,0,386596
graine à chapelets,24,Hors Canada,,non,1,154386
graine à chapelets pour l'entrepôt pour Guinée,2,,,non,0,386596
graine à chapelier,1,,,non,0,386596
graine à chapelles,2,Hors Canada,,non,1,154386
graine à couteaux,1,,,non,0,386596
graine alpiste,1,,,non,0,386596
graine arabique,1,,,non,0,386596
graine blanche,1,,,non,0,386596
graine commune,1,,,non,0,386596
graine d'abrus,1,,,non,0,386596
graine d'absinthe,1,,,non,0,386596
graine d'acacia,1,,,non,1,386596
graine d'alipiste,1,,,non,0,386596
graine d'alizari,6,,,non,0,386596
graine d'alkermès,0,,,oui,0,386596
graine d'alpiste,24,,,non,0,386596
graine d'ambrette,29,Hors Canada,,non,1,154386
graine d'ameas,1,,,non,0,386596
graine d'amome,3,,,non,0,386596
graine d'angélique,2,,,non,0,386596
graine d'anis,61,,,non,0,386596
graine d'anis carvi coriandre etc.,2,,,non,0,386596
graine d'anis vert,2,,,non,0,386596
graine d'artichaut,1,,,non,0,386596
graine d'asperges,2,,,non,0,386596
graine d'aspic,42,,,non,0,386596
graine d'Avignon,147,,,non,0,386596
graine d'écarlate,3,,,non,0,386596
graine d'encens,1,,,non,0,386596
graine d'eparette,1,,,non,0,386596
graine d'épicerie,1,,,non,0,386596
graine d'escayolle,1,,,non,0,386596
graine d'esparceil,9,,,non,0,386596
graine d'étain,1,,,non,0,386596
graine d'Inde,1,,,non,0,386596
graine d'indigo,7,Hors Canada,,non,1,154386
graine d'ivoire,2,,,non,0,386596
graine d'oignon,26,,,non,0,386596
graine d'oiseau,9,,,non,0,386596
graine d'oliette,1,,,non,0,386596
graine d'oliette et de sénegré,1,,,non,0,386596
graine de,1,,,non,0,386596
graine de beau,1,,,non,0,386596
graine de becs,1,,,non,0,386596
graine de bois,1,,,non,1,386596
graine de bois d'Inde,7,,,non,1,386596
graine de bois de hêtre,4,,,non,0,386596
graine de bois des Indes,10,Hors Canada,Indes,non,1,154386
graine de bois du Brésil,1,,,non,0,386596
graine de bouquette,2,,,non,0,386596
graine de brim,1,,,non,1,386596
graine de brion,1,Hors Canada,,non,1,154386
graine de brocoli,1,,,non,0,386596
graine de buisson,25,,,non,0,386596
graine de caillou,1,,,non,0,386596
graine de campêche,4,Hors Canada,tropiques,non,1,154386
graine de canarico,2,,,non,0,386596
graine de canaris,42,,,non,0,386596
graine de cardamome,1,,,non,0,386596
graine de carotte,1,,,non,0,386596
graine de carrombe,1,,,non,0,386596
graine de cassave,1,,,non,0,386596
graine de chanvre,256,,,non,0,386596
graine de chanvre colza navette et oliette,1,,,non,0,386596
graine de chanvre et de trèfle,1,,,non,0,386596
graine de chapelets,24,Hors Canada,,non,1,154386
graine de choux,102,,,non,0,386596
graine de choux-fleurs,11,,,non,0,386596
graine de citron,1,,,non,0,386596
graine de clave,1,,,non,0,386596
graine de cochenille,13,,,non,0,386596
graine de cocon,1,,,non,0,386596
graine de colza,20,,,non,0,386596
graine de colza et ?,1,,,non,0,386596
graine de coriandre,2,,,non,0,386596
graine de coton,14,Hors Canada,,non,1,154386
graine de coton et de garance,2,,,non,0,386596
graine de cumin,12,,,non,0,386596
graine de d'Alma Christi,0,Hors Canada,tropiques,oui,0,154386
graine de diverse,4,,,non,0,386596
graine de fenouil,38,,,non,0,386596
graine de fenugrec,2,,,non,0,386596
graine de foin,47,,,non,0,386596
graine de foin de luzerne et de trèfle,1,,,non,0,386596
graine de forestale,2,,,non,0,386596
graine de France,1,,,non,0,386596
graine de genièvre,228,,,non,0,386596
graine de genièvre graine comestible,1,,,non,0,386596
graine de grenier,3,,,non,,386596
graine de houblon,1,,,non,0,386596
graine de houx,1,,,non,0,386596
graine de jardin,1045,Hors Canada,,non,1,154386
graine de jardin et de fleurs,4,,,non,0,386596
graine de kin,1,,,non,0,386596
graine de laitue,5,,,non,0,386596
graine de lapin,1,,,non,0,386596
graine de laurier,4,,,non,0,386596
graine de laurier dite bekelaers,1,,,non,0,386596
graine de léen,5,,,non,0,386596
graine de légumes,2,,,non,0,386596
graine de lin,716,Hors Canada,,non,1,154386
graine de lin à battre huile,1,,,non,0,386596
graine de lin et à semer,1,,,non,0,386596
graine de lin et grasse,25,,,non,0,386596
graine de lin vieille,1,,,non,0,386596
graine de longue,13,,,non,0,386596
graine de lupin,4,,,non,0,386596
graine de luzerne,98,,,non,0,386596
graine de luzerne et de trèfle,130,,,non,0,386596
graine de melon,4,,,non,0,386596
graine de moutarde,267,,,non,0,386596
graine de mûriers,1,,,non,0,386596
graine de musc,2,,,non,1,386596
graine de muscade,1,,,non,0,386596
graine de navette,60,,,non,0,386596
graine de pain,1,,,non,1,386596
graine de Palma Christi,1,,,non,1,386596
graine de paradis,8,,,non,0,386596
graine de pécan,1,,,non,0,386596
graine de perles,4,,,non,0,386596
graine de perroquet,14,,,non,0,386596
graine de Perse,1,,,non,0,386596
graine de pigeon,1,,,non,0,386596
graine de pirrette,1,,,non,0,386596
graine de pivoine,1,,,non,0,386596
graine de prairie,35,,,non,0,386596
graine de prairie et de trèfle et luzerne,22,,,non,0,386596
graine de pré,4,,,non,0,386596
graine de rabette,8,,,non,0,386596
graine de rosette,1,,,non,0,386596
graine de safranum,1,,,non,0,386596
graine de sagou,1,,,non,0,386596
graine de sainfoin,9,,,non,0,386596
graine de Saint-Domingue,1,Hors Canada,antilles,non,1,154386
graine de sapin,1,,,non,0,386596
graine de sapotille,1,Hors Canada,tropiques,non,1,154386
graine de scammonée,1,,,non,,386596
graine de semaille,1,,,non,0,386596
graine de senegré,0,,,oui,0,386596
graine de sénegré,4,,,non,0,386596
graine de silvestre,2,,,non,0,386596
graine de soude,2,,,non,0,386596
graine de tabac,0,,,oui,0,386596
graine de tasse,1,,,non,0,386596
graine de trèfle,326,,,non,0,386596
graine de trèfle et de luzerne,1,,,non,0,386596
graine de tremaine,10,,,non,0,386596
graine de trioter,1,,,non,0,386596
graine de truelle,1,,,non,0,386596
graine de truffe,5,,,non,0,386596
graine de truffle,0,,,oui,0,386596
graine de vermillon,3,,,non,0,386596
graine de vermillon ou d'eolatte,1,,,non,0,386596
graine de vers à soie,37,Hors Canada,Asie,non,1,154386
graine de vesse,4,,,non,0,386596
graine de zedoria,1,,,non,0,386596
graine des Canaries,33,,,non,0,386596
graine des Îles,2,,,non,1,386596
graine des Indes,1,,,non,0,386596
graine diverse,415,Intraitable,,non,1,6283
graine diverse et de jardin,25,Intraitable,,non,1,6283
graine douce,2,,,non,0,386596
graine du jardin,2,,,non,0,386596
graine du soucrillon,1,,,non,0,386596
graine écarlate,7,,,non,0,386596
graine et graine de lin,10,,,non,0,386596
graine et semence froide,1,,,non,0,386596
graine fenouil,2,,,non,0,386596
graine fermentale,1,,,non,0,386596
graine forestale,2,,,non,0,386596
graine forestale et de pastel et de garance,2,,,non,0,386596
graine grainette,2,,,non,0,386596
graine grasse,66,Hors Canada,,non,0,154386
graine huile d'olive,1,,,non,0,386596
graine jaune,226,Hors Canada,,non,1,154386
graine jaune d'Avignon,68,,,non,0,386596
graine jaune d'Avignon ou nerprun,19,,,non,0,386596
graine jaune de laitue,1,,,non,0,386596
graine jaune dit wauwe,1,,,non,0,386596
graine jaune longue,1,,,non,,386596
graine longue,67,,,non,0,386596
graine menue,1,,,non,0,386596
graine metillon,1,,,non,0,386596
graine pour teinture,17,,,non,0,386596
graine rouge,3,Hors Canada,,non,1,154386
graine triole,1,,,non,0,386596
graine truffe,1,,,non,0,386596
graine vermillon,1,,,non,0,386596
graine verte,2,,,non,0,386596
graine vieille de lin,1,,,non,0,386596
graines de lupin et légumes secs,2,,,non,0,386596
grainette,4,,,non,0,386596
grainette d'Avignon,1,,,non,0,386596
grainette jaune,2,,,non,0,386596
grains,6,,,non,0,386596
grains à chapelets,3,Hors Canada,,non,1,154386
grains ails,3,,,non,0,386596
grains autre que céréales,2,,,non,0,386596
grains avoine,70,,,non,0,386596
grains avoine et froment,1,,,non,0,386596
grains baillarge,1,,,non,0,386596
grains blé,292,Hors Canada,,non,1,154386
grains blé de Turquie,2,,,non,0,386596
grains blé et autre grain,140,,,non,0,386596
grains blé et autres,56,,,non,0,386596
grains blé et froment,2,,,non,0,386596
grains blé et riz,9,,,non,0,386596
grains blé mercit,1,,,non,0,386596
grains blé mescli,1,,,non,0,386596
grains cuscute,2,Hors Canada,tropiques,non,1,154386
grains d'Avignon,1,,,non,0,386596
grains d'Espagne,34,,,non,0,386596
grains d'Inde,71,,,non,0,386596
grains de cire,19,,,non,1,386596
grains de cire blanche,4,,,non,0,386596
grains de coton,1,Hors Canada,,non,1,154386
grains de genièvre,0,,,oui,0,386596
grains de jardin,0,,,oui,0,386596
grains de la Corse,1,,,non,0,386596
grains de lin,5,,,non,0,386596
grains de millet gros,1,,,non,0,386596
grains de plomb,20,,,non,0,386596
grains de prune,2,,,non,0,386596
grains de Riga,2,,,non,0,386596
grains de séné,1,,,non,0,386596
grains de trèfle,1,,,non,0,386596
grains de verre,29,,,non,0,386596
grains de verre à chapelet,1,,,non,0,386596
grains divers,56,Hors Canada,,non,1,154386
grains dur à tailler,2,,,non,0,386596
grains en advestures de toute espèce,1,,,non,0,386596
grains épeautre,3,,,non,0,386596
grains farine fromage etc.,1,,,non,0,386596
grains froment,1796,Hors Canada,,non,1,154386
grains froment de la Corse,1,,,non,0,386596
grains froment en gerbe,1,,,non,0,386596
grains froment et méteil,1,,,non,0,386596
grains froment par Bayonne et Marseille,1,,,non,0,386596
grains froment par Marseille,3,,,non,0,386596
grains froment seigle,1,,,non,0,386596
grains grenaille,2,,,non,0,386596
grains maïs,113,,,non,1,386596
grains maïs par Marseille,1,,,non,0,386596
grains maïs seigle,2,,,non,0,386596
grains menu,1,,,non,0,386596
grains méteil,49,,,non,0,386596
grains métillon,1,,,non,0,386596
grains métillon en gerbe,1,,,non,0,386596
grains millet,308,,,non,0,386596
grains millet gros,3,,,non,0,386596
grains millet ordinaire,1,,,non,,386596
grains mondé et perlé,8,,,non,0,386596
grains orge,738,,,non,0,386596
grains orge en gerbe,1,,,non,0,386596
grains orge et soucrion,2,,,non,0,386596
grains orge et soucrion en gerbe,1,,,non,0,386596
grains orge germé,14,,,non,0,386596
grains orge paillarge,1,,,non,0,386596
grains orge par Marseille,1,,,non,0,386596
grains orge par Marseilles,0,,,oui,0,386596
grains orge perlé et mondé,31,,,non,0,386596
grains petits,1,,,non,0,386596
grains riz,2058,Hors Canada,,non,1,154386
grains sarrasin,53,,,non,0,386596
grains seigle,600,,,non,0,386596
grains seigle avarié,1,,,non,0,386596
grains seigle en gerbe,1,,,non,0,386596
grains seigle en gerbes,1,,,non,0,386596
grains seigle et blé,1,,,non,0,386596
grains seigle par Marseille,1,,,non,0,386596
grains soucrillon,7,,,non,0,386596
graisse,334,,,non,0,386596
graisse à chapeler,1,,,non,1,386596
graisse blanche,2,,,non,0,386596
graisse d'autruche,1,,,non,0,386596
graisse d'oint,1,,,non,0,386596
graisse d'ours,2,Exclusivement Canada,,non,1,7532
graisse de baleine,1,,,non,0,386596
graisse de boucherie,51,,,non,0,386596
graisse de cacao,1,Hors Canada,,non,1,154386
graisse de chanvre,3,,,non,0,386596
graisse de cheval d'ours et de pied de bœuf,3,,,non,0,386596
graisse de cire,1,,,non,0,386596
graisse de cochon,6,,,non,0,386596
graisse de gras de peau,6,,,non,0,386596
graisse de jardin,1,,,non,0,386596
graisse de mouton,5,,,non,0,386596
graisse de pied de bœuf,1,,,non,0,386596
graisse de poisson,11,,,non,0,386596
graisse de poisson de pêche étrangère,1,,,non,0,386596
graisse de poisson de pêche française,2,,,non,0,386596
graisse de poisson des pays hors d'Europe,1,,,non,0,386596
graisse de porcs,110,,,non,0,386596
graisse de tasson et autres,1,,,non,0,386596
graisse de toute sorte sauf graisse de bœuf d'ours de gras de peau et suif brut,2,,,non,0,386596
graisse de toute sorte sauf graisse de cheval d'ours de gras de peau et suif brut,1,,,non,0,386596
graisse de toute sorte sauf gras de peau et suif brut,2,,,non,0,386596
graisse douce,3,,,non,0,386596
graisse douce de cochon,1,,,non,,386596
graisse et chair salée de porcs,1,,,non,0,386596
graisse et suif,1,,,non,0,386596
graisse fine,2,,,non,0,386596
graisse fondue,1,,,non,0,386596
graisse ou vieux-oint,0,,,oui,0,386596
graisse salée,1,,,non,0,386596
grande voile de vaisseaux,1,,,non,0,386596
granille de cochenille,44,,,non,0,386596
granit,1,,,non,0,386596
grannette de coton,1,,,non,0,386596
graphite,7,,,non,0,386596
grappins,4,,,non,0,386596
grappins de fer,56,,,non,0,386596
gras de tours,1,,,non,0,386596
gras rouge,1,,,non,0,386596
gras-double,7,,,non,0,386596
grattes,1,,,non,0,386596
grattes en fer,2,,,non,0,386596
grattoirs,3,,,non,0,386596
grattoirs de fer,1,,,non,,386596
gravelée,152,,,non,0,386596
gravelée et potasse et védasse,0,,,oui,0,386596
gravelée potasse et védasse,139,,,non,0,386596
gravelle,17,,,non,0,386596
gravures,2,,,non,0,386596
gravures encadrées,1,,,non,0,386596
gravures et lithographies,2,,,non,0,386596
gravures noires ou coloriées,6,,,non,0,386596
gravures peintures et sculptures,54,,,non,1,386596
grèles,1,,,non,0,386596
grèles à café,1,,,non,0,386596
grelin,4,,,non,0,386596
grelots,52,,,non,0,386596
grelots de cuivre,60,,,non,0,386596
grelots de laiton,1,,,non,0,386596
grelots et sonnettes,1,,,non,,386596
grenade,37,,,non,0,386596
grenade à feu,1,,,non,0,386596
grenade de coton,1,,,non,0,386596
grenade de fer,12,,,non,0,386596
grenade de Florence,1,,,non,0,386596
grenade étoffe,2,,,non,0,386596
grenade fruit,7,,,non,0,386596
grenade pour la Compagnie des Indes,1,,,non,0,386596
grenades de fonte,1,,,non,0,386596
grenadier et laurier et jasmin etc,2,,,non,0,386596
grenaille,7,,,non,0,386596
grenaille d'acier et de fer,1,,,non,0,386596
grenaille de cochenille,3,,,non,0,386596
grenat,15,,,non,0,386596
grenat et rubis,1,,,non,0,386596
grenat faux,2,,,non,0,386596
grenat faux et autres pierres fausses non montées,1,,,non,0,386596
grenat fin,3,,,non,0,386596
grenat fin monté,1,,,non,0,386596
grenat fin non monté,1,,,non,0,386596
grès,1,,,non,0,386596
grès à laver,4,,,non,0,386596
grès en pavé,3,,,non,0,386596
grès rouge,1,,,non,0,386596
grignons,5,,,non,0,386596
grillages,1,,,non,0,386596
grillages de fer,2,,,non,0,386596
grillages en fer,1,,,non,0,386596
grilles,1,,,non,0,386596
grilles de fer,56,,,non,0,386596
grilles de fer à moulins à sucre,1,,,non,,386596
grilles de fer de fonte,4,,,non,0,386596
grilles de fer pour moulins à sucre,1,,,non,0,386596
grilles et tambours de fer,1,,,non,0,386596
grillons,1,,,non,0,386596
grillons de fonte,1,,,non,0,386596
grinza,1,,,non,0,386596
gris,3,,,non,0,386596
grisette,53,,,non,1,386596
grisette de Flandre,1,,,non,0,386596
grisette de laine,2,,,non,0,386596
grisette de soie,10,,,non,0,386596
grisons,2,,,non,0,386596
grives,3,,,non,0,386596
groisil,1,,,non,0,386596
groisil de verre,2,,,non,0,386596
groison,2,,,non,0,386596
gros de Mours,0,,,oui,0,386596
gros de Naples,1,,,non,0,386596
gros de Tours,5,,,non,0,386596
gros détours,0,,,oui,0,386596
gros rouge,5,,,non,0,386596
gros tors,2,,,non,0,386596
groseille,1,,,non,0,386596
grosgrain,1,,,non,0,386596
grosil,20,,,non,0,386596
grosse de soie,1,,,non,,386596
gruau,283,,,non,0,386596
gruau d'avoine,1,,,non,0,386596
gruau de grains comestible,2,,,non,0,386596
gruau de grains sarrasin,1,,,non,0,386596
gruau de millet,1,,,non,0,386596
gruau et fécule,6,,,non,0,386596
grulleau,0,,,oui,0,386596
gruyère,3,,,non,0,386596
guajocum utilisé pour traiter la syphilis,1,,,non,0,386596
guéridon,4,,,non,0,386596
guéridon de sapin,1,,,non,0,386596
guéridon et tables,1,,,non,,386596
guéridon peint,1,,,non,0,386596
guêtres,18,,,non,0,386596
guêtres de coton,1,,,non,0,386596
guêtres de cuir,3,,,non,0,386596
guêtres de toile,3,,,non,0,386596
gueuse de fer,1,,,non,0,386596
guftas,1,,,non,0,386596
guidive des prises,1,,,non,,386596
guigan de Bengale,0,,,oui,,386596
guignolet en ratafia,4,,,non,0,386596
guignolet en ratafia de cerise,3,,,non,0,386596
guildive,16,Hors Canada,antilles,non,1,154386
guildive de prise,0,,,oui,0,386596
guin ???,1,,,non,0,386596
guina,1,,,non,0,386596
guincastafs,1,,,non,0,386596
guindeaux,2,,,non,0,386596
guinée,181,,,non,1,386596
Guinée,0,,,oui,0,386596
guinée blanche,92,,,non,0,386596
Guinée blanche,0,,,oui,0,386596
guinée blanche des Indes,4,,,non,0,386596
Guinée blanche des Indes,0,,,oui,0,386596
guinée blanche et bleue,1,,,non,0,386596
Guinée blanche et bleue,0,,,oui,0,386596
guinée blanche et bleue des Indes,4,,,non,0,386596
Guinée blanche et bleue des Indes,0,,,oui,0,386596
guinée blanche ordinaire,2,,,non,0,386596
guinée bleue,187,,,non,1,386596
Guinée bleue,0,,,oui,0,386596
guinée bleue de coton,1,,,non,0,386596
Guinée bleue de coton,0,,,oui,0,386596
guinée bleue des Indes,1,,,non,0,386596
Guinée bleue des Indes,0,,,oui,0,386596
guinée bleue imitant celle des Indes,1,,,non,0,386596
Guinée bleue imitant celle des Indes,0,,,oui,0,386596
guinée de coton,2,,,non,0,386596
guinée des Indes,1,,,non,0,386596
Guinée des Indes,0,,,oui,0,386596
guinée imitant celle des Indes,2,,,non,0,386596
Guinée imitant celle des Indes,0,,,oui,0,386596
guinée masulipatan,1,,,non,0,386596
guinée Sénégal,1,,,non,0,386596
Guinée Sénégal,0,,,oui,0,386596
guinée tachée,1,,,non,0,386596
Guinée tachée,0,,,oui,0,386596
guingan,581,Hors Canada,France,non,1,154386
guingan blanc,1,,,non,0,386596
guingan bleu,1,,,non,0,386596
guingan de Bengale,2,,,non,,386596
guingan de coton,1,,,non,0,386596
guingan de fil,24,,,non,0,386596
guingan de Grenade,1,,,non,,386596
guingan de lin,19,,,non,0,386596
guingan de Madras,23,,,non,0,386596
guingan de Masulipatan,1,,,non,0,386596
guingan de Pondichéry,26,,,non,0,386596
guingan de Pondichéry et de Madras,1,,,non,0,386596
guingan de prises,0,,,oui,0,386596
guingan de Rouen,3,,,non,0,386596
guingan des Indes,3,,,non,0,386596
guingan des prises,1,,,non,,386596
guingan du Bengale,8,,,non,0,386596
guingan en Madras,1,,,non,0,386596
guingan peint,2,,,non,,386596
guingan pièces,1,,,non,0,386596
guinimos,1,,,non,0,386596
guipon,6,,,non,0,386596
guisine,1,,,non,0,386596
guitare,8,,,non,0,386596
guitare de fer,3,,,non,0,386596
guitares,0,,,oui,0,386596
gullots,1,,,non,0,386596
habassis,5,,,non,0,386596
habillement,0,,,oui,0,386596
habillement brodé d'argent et d'or,0,,,oui,0,386596
habillement brodé d'or,0,,,oui,0,386596
habillement brodé de soie,0,,,oui,0,386596
habillement d'argent et d'or,0,,,oui,0,386596
habillement d'or,0,,,oui,0,386596
habillement de drap noir,1,,,non,,386596
habillement de nègre,0,,,oui,0,386596
habillement de nègre en étoffe,0,,,oui,0,386596
habillement de soie,0,,,oui,0,386596
habillement de toile de chanvre,0,,,oui,0,386596
habillement de troupes,0,,,oui,0,386596
habillement et lingerie,0,Intraitable,,oui,0,6283
habillement et lingerie et effets militaires,0,,,oui,0,386596
habillement pour nègre,0,,,oui,0,386596
habillement riche,0,,,oui,0,386596
habillement supporté,0,,,oui,0,386596
habillements,0,,,oui,0,386596
habillements neufs,0,,,oui,0,386596
habillements supportés,0,,,oui,0,386596
habillements supportés à la valeur,0,,,oui,0,386596
habillements supportés au kilogramme,0,,,oui,0,386596
habillés,1,,,non,0,386596
habit de droguet,0,,,oui,0,386596
habit de gogorans,0,,,oui,0,386596
habits,438,,,non,0,386596
habits à nègre,1,,,non,0,386596
habits brodés d'argent et d'or,1,,,non,0,386596
habits brodés d'or,15,,,non,0,386596
habits brodés de soie,6,,,non,0,386596
habits complets,3,,,non,0,386596
habits complets et neufs,2,,,non,0,386596
habits d'argent et d'or,1,,,non,0,386596
habits d'étamine,1,,,non,0,386596
habits d'homme,0,,,oui,0,386596
habits d'homme avec argent et or,0,,,oui,0,386596
habits d'or,3,,,non,0,386596
habits de camelot,1,,,non,0,386596
habits de camelot complet,1,,,non,,386596
habits de cour,1,,,non,0,386596
habits de drap,12,,,non,0,386596
habits de drap d'Elbeuf,1,,,non,0,386596
habits de drap galonné,1,,,non,0,386596
habits de drap galonnés d'argent et d'or,1,,,non,0,386596
habits de drap neuf,1,,,non,0,386596
habits de drap uni,2,,,non,0,386596
habits de droguet,1,,,non,0,386596
habits de droguet de soie,1,,,non,0,386596
habits de femme,0,,,oui,0,386596
habits de gogorans,2,,,non,0,386596
habits de laine,1,,,non,0,386596
habits de laine pour nègre,1,,,non,0,386596
habits de livrée,1,,,non,0,386596
habits de livrée et ornements d'église,2,,,non,0,386596
habits de nègre,1,,,non,0,386596
habits de nègre en étoffe,1,,,non,0,386596
habits de négresse,1,,,non,,386596
habits de peau,3,,,non,0,386596
habits de peau complets,1,,,non,0,386596
habits de peaux de mouton,1,,,non,0,386596
habits de Pékin brodés,1,,,non,0,386596
