Inconnu,marchandises,definition,
0,herbe,"Savary, volume 2, 1748 : « Les herbes médicinales sont celles que les Médecins & Apothicaires font entrer dans leurs remèdes. » Qualifie également le foin, les herbes potagères... ",
0,herbe capilaire,"Savary, volume 2, 1748 : « Plantes qui coiffent en filets déliés & pour ainsi dire semblables, les cheveux […]. Les capillaires servent à faire des sirops auxquels on attribue de grandes propriétés »Clamant Frères, 1810. ",
0,herbe d'acacia,Acacia Gum (Grieve). Gum Acacia is a demulcent and serves by the viscidity of its solution to cover and sheathe inflamed surfaces (Grieve). Listed in Pechey. ,
0,herbe gaude,Herbe à jaunir utilisée en teinture ,
0,herbe vaude,"D’après le Littré, « vaude » est un des noms donnés à gaude, qui est, toujours d’après le Littré, un « terme de botanique. Espèce de réséda croissant naturellement dans les lieux incultes, employée pour la teinture en jaune, reseda luteola, L. (résédacées). »",
0,herminette,"Savary, volume 3, 1748 : « Outil qui sert aux charpentiers » ",
0,hermodatte,"Nom donné, dans le commerce de la droguerie, à des tubercules qui sont apportés du Levant par Marseille, et que beaucoup pensent provenir d'une espèce de colchique. ",
1,hipouditte,,
1,histoire naturelle,Livre ?  Impossible de décider sans plus de détails.,
1,hôpitaux,"S’il s’agit de « hopitaux de cuivre », voir ci dessous. Seul, le terme « hopitaux » ne semble faire référence à rien d’autre qu’au pluriel d’hopital… C’est pourquoi il s’agit probablement d’une erreur en faveur de la première possibilité. ",
1,hôpitaux de cuivre,"Souvent écrit « cuivre en hopitaux ». Il s’agit certainement d’une manière de présenter le cuivre, ou d’une façon de le vendre, dans un certain état, en une certaine quantité. Les dictionnaires ne donnent pas plus de détails.",
1,hubalingue,"Il ne semble pas y avoir d’erreur de retranscription (source : http://charente-maritime.fr/archinoe/visu_affiche.php?PHPSID=v8pmv0ai79t0ejakdhk2kh9iq5&param=visu&page=1, page 6) mais l’écriture du copiste reste difficilement lisible. C’est la seule occurrence de la BDD.",
0,huile d'amande,"Savary, volume 1, 1748 : « mais l'huile d'amende douce tirée sans feu, est employée à bien des usages différents, soit dans la Médecine, soit chez les parfumeurs […] les maux d'oreilles ». ",
0,huile d'amande,"Savary, volume 1, 1748 : « mais l'huile d'amende douce tirée sans feu, est employée à bien des usages différents, soit dans la Médecine, soit chez les parfumeurs […] les maux d'oreilles ». ",
0,huile d'amande douce,"Savary, volume 1, 1748 : « mais l'huile d'amende douce tirée sans feu, est employée à bien des usages différents, soit dans la Médecine, soit chez les parfumeurs […] les maux d'oreilles ». ",
0,huile d'ours,"Savary, volume 3, 1748 :  «les épicier-droguistes en vendent auss la graisse ou suif […] cet axonge est un souverain remède pour la guérison des humeurs froides & des rhumatismes l'on s'en sert pour la goute & on l'employe dans plusieurs comp ",
0,huile de baleine,Blanc de baleine : Le blanc de baleine ou spermaceti est une substance blanche présente dans la tête de certains cétacés comme le cachalot ou l'hyperoodon. ,
0,huile de copahu,"Savary, volume 1, 1748 : « On tire du Benjoin des fleurs blanches propres pour les asthmatiques et une huile, qui est une espèce de baume pour les plaies. » + purgatif. Utilisé également en teinture ",
0,huile de corne de cerf,"Savary, volume 2, 1723 : CERF « Un esprit, un sel, une huile & un espèce de spode ou cendre propres à la médecine.  » ",
0,huile de girofle,"Savary, volume 2, 1723 : « L'huile de girofle se tire par distilation. […] On s'en sert en Médecine et on la croit souveraine pour les maux de tête mais surtout elle est d'un grand usage en parfumerie  » ",
0,huile de noix,"Wallis List: 1725 Rate Book has Nucis Muscatae liquidum. ECCO: A precise form is drug in 1792 Customs and Excise. discussed in Monro, Donald. A treatise on medical and pharmaceutical chymistry, 1788. Unclear what nut is referred to and may be a ",
0,huile de saturne,"sel de saturne dissout dans de l’huile de therebentine ou mis à la cave pour le mettre en liqueur (Histoire générale des drogues simples et composées, Pierre Pomet, 1735, p. 277)",
0,huile de saxafrax,"David de Planis Campy, médecin du roi, Les Oeuvres de David de Planis Campy , 1646 : « [L'effet] de Saxafrax est singulier aux obstruction, pour corroborer & fortifier les parties internes, contre les sueures tierces, il est très propre aux mal ",
0,huile de scorpion,"Savary, volume 3, 1748 : Contre-poison aux piqures ",
0,huile de senteur,"Wallis List: All 'other Perfum'd Oils, not otherwise rated' are given the ol jessamin rate in the 1725 rate book ",
0,huile de souffre,"Savary, volume 3, 1748 :  « On tire du souffre par les opérations chimiques, des huiles, des esprits, des sels, des laits & des baumes dont on peut voir les manières dans la pharmacopée ou dans l'Histoire Générale des Drogues du Sieur Pomer » ",
0,huile succin,Le succin est Autre nom pour AMBRE JAUNE ou KARABE (ambre jaune vieilli) . L’huile de succin est un médicament antispasmodique,
1,hypochetia,,
0,hypocristis,"Cf. P.H.Wallis  : Elle était connue sous le nom de sucs d'hypocistis, l'un des multiples constituants de la thériaque de la pharmacopée maritime occidentale au xviiie siècle. ",
0,impériale,A la fois une serge et une monnaie ,
0,inde,Couleur bleu foncé ,
0,inde,"Espèce de bois propre à la teinture, Savary, Dictionnaire vol. 2, article ""Inde"". Remplacé partout par ""bois des Indes"" car impossible de distinguer les deux catégories. ",
0,Inde de Java,"L’inde est une « couleur bleue que l'on tire de l'indigo. L'inde est une fécule que l'on tire de la même plante [l'indigotier] ; mais, pour l'obtenir, on n'emploie exactement que les feuilles de la plante, au lieu que, pour la préparation de l'indigo, on emploie les feuilles et la tige, Dict. des arts et mét. Indigotier » (Littré), tandis que Java est une île d’Indonésie.",
1,Inde fine,"Ici, il s’agit certainement de la « fécule que l'on tire de la même plante [l'indigotier] ; mais, pour l'obtenir, on n'emploie exactement que les feuilles de la plante, au lieu que, pour la préparation de l'indigo, on emploie les feuilles et la tige, Dict. des arts et mét. Indigotier. » (Littré.",
1,Inde florée,"Ici, il s’agit certainement de la « fécule que l'on tire de la même plante [l'indigotier] ; mais, pour l'obtenir, on n'emploie exactement que les feuilles de la plante, au lieu que, pour la préparation de l'indigo, on emploie les feuilles et la tige, Dict. des arts et mét. Indigotier. » (Littré.",
0,Inde-plate,« Colorant obtenu par mélange de bleu d’émail et d'indigo. » (dictionnaire classique de la langue française),
0,indes fine,"Inde : C'est encore une drogue propre à la teinture, qui est faite à partir des feuilles d'un arbrisseau nommé Indigo ou Anil. (Savary) ",
1,injubes,,
0,ipécacuana,"Savary, volume 2, 1748 : IPECACUANHA « Racine qui vienne du Brésil, et qui est un souverain spécifique pour guérir les dysenteries. » ",
1,iranis,,
1,isaris,"La retranscription ne semble pas en cause (Source : Objet Général -- 1758 -- BMRouen_Ms_Montbret_155-2 (B&W).pdf, page 73). Le Dicolatin parle des isaris comme de peuples de l’Inde (http://www.dicolatin.fr/FR/LAK/0/ISARIS/index.htm). Il n’y a que deux occurrences dans la BDD, (même source à un an d’intervale)",
0,isatis, « genre de plantes de la famille des Brassicaceae notamment utilisée pour la teinture » (wikipedia) ,
1,issarions,,
1,ivese,,
1,jaillet,,
0,jalap,"plante à fleur, Encyclopédie, article ""Jalap"" ; Savary, volume 2, 1748 : « ou SOLANUM MEXICAMON. Racine très purgative qu'on apporte des Indes Occidentales & de l'Ile de Madère. […]  On tire du Jalap […] une résine liquide qu'on estime plus que le Jalap même »  ",
1,jamard,probablement jamavar,
1,"jamavar, jamarard, jamassar, jamavart, janamar","Jamavar or Jamawar, a special type of shawl made in Kashmir (Wikipedia engl.)",
0,jarbes (en),gerbes (en). ,
0,jarosse,"« Fabacée (légumineuse) fourragère, gesse chiche, gesse vulgaire ou vesce craque qu'on sème pour la couper en vert » (wiki)",
0,jaspé (camelot),"Un camelot jaspé est un camelot « qui imite par ses nuances le jaspe » (Littré), le jaspe étant une pierre aux couleurs très particulières.  ",
1,jatape,,
0,"jayet, joyet","Jais, article ""Jayet"", Encyclopédie [N.B. ",
1,jets de terre,,
1,jets de voile,,
0,jonquette,apparemment synonyme de jonc,
0,jonquine,Autre forme du mot Jonquillle ,
1,juillienne,Peut-être « julienne » le poisson ,
0,jujubes,"Wallis List : Le jujube est employé en décoction comme adoucissant. À la Réunion, le fruit sert à la préparation du rhum arrangé. Il fait partie, avec la datte, le raisin sec et la figue sèche, des quatre fruits pectoraux. ",
1,julaux,,
,julienne,"nom à Monsieur de Julienne (1686-1766), le propriétaire d'une manufacture de draps, voisine de la Manufacture des Gobelins, qui possédait le secret des techniques de teinture en écarlate et en bleu roi sous Louis XV1.",
1,jus d'agriolle,"presque certainement ""agriotte"" = cerise aigre ou griotte, CNRTL article ""agriotte""",
1,kalmouk,,
1,kichorchais,,
1,kicoutis,,
1,kilis,,
0,koruoté,"Erreur de retranscription : on peut lire «korots » dans le registre (Source : http://charente-maritime.fr/archinoe/visu_affiche.php?PHPSID=v8pmv0ai79t0ejakdhk2kh9iq5&param=visu&page=1). A rapprocher des termes corots, coroots et assimilés.",
0,la douzaine,Sert simplement à quantifier une marchandise (une douzaine d’oeufs par exemple),
0,labdanum,"Cf. P.H.Wallis  : Labdanum, also called ladanum or ladan, is a sticky brown resin obtained from the shrubs Cistus ladanifer (western Mediterranean) and Cistus creticus (eastern Mediterranean), species of rockrose. It has a long history of use i ",
0,"lackmoés, lacmoëre, lacmoës, lackmoes, lackmoes et lacmoë","Très dur à identifier… autre nom (Flandres) pour du tournesol. Voir message Pfister, AC Dunkerque, n°206, pièce 53… Ou aussi lacmoes et lakmoës, très certainement le terme néerlandais pour évoquer la teinture de tournesol (surtout utilisée par les Hollandais) utilisée comme indicateur de pH (papier tournesol) et extrait de lichens. (Wikipédia)",
1,laimois,Peut être une erreur de retranscription ? Source : Objet Général -- 1757 – BMRouen_Ms_Montbret_155-1bB&W.pdf ,
1,"laine surge, laine de surge","article ""Surge"", Encyclopédie ATILF, ""on appelle laines surges, les laines grasses ou en suin, qui se vendent sans être lavées ni dégraissées""",
0,lainerie,"D’après le Littré, c’est un « nom collectif désignant toute sorte de marchandises de laine. »",
0,lampareille,Encyclopédie de Diderot et d'Alembert : « Manufacture en laine » ,
0,lampareille,"étoffe de Flandres, Encyclopédie, article ""Lampareille"", ""petits camelots légers qui se fabriquent en Flandres"". ",
1,lancet à rozer voile,"Il ne semble pas y avoir d’erreur de retranscription (Source : http://charente-maritime.fr/archinoe/visu_affiche.php?PHPSID=v8pmv0ai79t0ejakdhk2kh9iq5&param=visu&page=1, page 5). Cependant, ce terme n’est jamais évoqué dans les dictionnaires, et n’apparaît qu’une seule fois dans la BDD.",
1,lanchez,,
0,lanillas,"Nom espagnol : désigne un camelot commun, droguet, étoffe de laine propre à faire des habits d'été. ",
0,lanillas,"petites étoffes de laine de nankin, Félix Renouard de Sainte-Croix, Voyage commercial et politique aux Indes Orientales, aux Iles Philippines, à la Chine avec des notions sur la Cochinchine et le Tonkin, vol. 3, p. 209. Paris ",
0,lanis à cacheter,"Erreur de retranscription : il fallait lire « panis à cacheter », terme présent ailleurs dans la BDD (panis est un synonyme de panic, voir le Littré)",
0,lapis lazule,Cf. P.H.Wallis  : semi-precious stone ,
0,laton,"Laiton. Encyclopédie, article ""Épinglier"". ",
1,lauroi,"« fleaux de fer » est un terme connu, qui revient souvent dans la BDD. En revanche, « lauroi » n’apparait qu’une seule fois. Ainsi, on peut douter de la qualité de la retranscription voire même de l’écriture du copiste (source : Bayonne -- 1755 -- Exports -- AD64_2_ETP_1_104 (B&W).pdf, page 3).",
1,lauroi de fléaux de fer,"« fleaux de fer » est un terme connu, qui revient souvent dans la BDD. En revanche, « lauroi » n’apparait qu’une seule fois. Ainsi, on peut douter de la qualité de la retranscription voire même de l’écriture du copiste (source : Bayonne -- 1755 -- Exports -- AD64_2_ETP_1_104 (B&W).pdf, page 3).",
0,lauze,Lauze : « Sorte de pierres plates et longues qui servent à faire des bordures. On en trouve des carrières à Proveyzieux et à Fontaine » (Dictionnaire du patois des environs de Grenoble) ,
0,lavande,"Wiki : Elle aurait des propriétés antiseptiques, bactéricides, désinfectantes, calmantes, antispasmodiques et carminatives. ",
1,lave-place,"Dans la BDD, la marchandise est intitulée « batons à lave-place ». Peut être s’agit il d’une erreur de retranscription, en faveur de « bâtons à lave-glace » ?",
0,lechefrite ,"« Ustensile de cuisine qui est faite ordinairement de fer, & qui sert à recevoir la graisse de la viande qu'on fait rostir à la broche », extrait du Dictionnaire de l’académie française, 1ère éd. (1694), p. 636. ",
0,legatine sur laine,D’après le CNRTL : Étoffe mêlée de laine et de coton ou de soie (TLFI),
1,lelarge,"Peut être une erreur de retranscription en faveur de « letarde » ? (Source : Objet Général -- 1774 -- IIHS_122G (B&W).pdf, page 48). Lelarge n’apparaît que deux fois dans la BDD, et dans la même source.",
1,lemenas,,
0,lentille,Cf. P.H.Wallis  drug in 1792 Customs and Excise list ,
1,leole,"Pas d’erreur de retranscription (Source : Objet Général -- 1755 -- B&W – BMRouen_Ms_Montbret_155-1.pdf, page 83). Ce n’est cependant pas un terme connu des différents dictionnaires, et il n’y a qu’une seule occurrence dans la BDD.",
0,lettre (bois de),"bois de Guyane, Xycol. ",
1,liagne,,
1,libans,"Il n’y a aucun doute sur la retranscription (Exemple de source : Objet -- 1749 -- Espagne – SB_8MS85.pdf, page 35).  « Libans » n’apparaît que deux fois dans la BDD, alors qu’ « alibans » apparaît bien plus souvent. Faut-il les rapprocher ?",
1,lic,,
0,"licanias, licane","arbuste de la famille des Chrysobalanaceae, dont plusieurs espèces sont utilisées pour la teinture et/ou la nourriture. Cf. pour le fruit http ",
0,lien ,"« Il se fabrique du verre en table de plusieurs sortes… Il s’en fait aussi de diverses couleurs, qui toutes aussi bien que le blanc se vendent au ballot ou ballon, avec cette différence que les ballons de verre blanc contiennent vingt-cinq liens, & le lien six tables & que pour le verre de couleur, il n’y a que 12 liens & demi au ballon, et trois tables au lien. » Savary, Dictionnaire 3. ",
1,liettus,,
0,limaneas,"Aussi limancais ou limaces : cotonnades rayées aussi, de meilleure qualité, si on les rapproche des lemanee décrites par Chaudhuri. De 12 aunes sur 7/8 en 1741, et de petit prix, de 4, 9 à et 13 livres (en 1768, 1761, 1767). (ESTABLET, Colette. Les toiles de coton In : Répertoire des tissus indiens importés en France entre 1687 et 1769‎ [en ligne]. Aix-en-Provence : Institut de recherches et d'études sur le monde arabe et musulman, 2017 (généré le 12 juillet 2017).)",
1,limansas,Fort probablement graphie variante de limeneas,
0,limeneas,Sorte d'indienne ,
0,limeneas,Toile des Indes destinée au commerce de traite (Guinée) ,
0,lin,Plante bien connue dont la tige fournit un fil servant à fabriquer des toiles fines et des dentelles,
1,lina,"Aucune erreur de retranscription (Source : Objet Général -- 1759 – BMRouen_Ms_Montbret_155-2.pdf, page 57). Pourtant, le terme n’apparaît qu’une fois dans la BDD centrale. Il ne peut être confondu avec « lin » étant donné que le copiste a aussi écrit « lin » plus haut sur la page.",
1,"lincas, lincas des Indes",,
0,lincern,Erreur de retranscription : il est écrit « lin cru »,
1,linéas,"Il ne semble pas y avoir d’erreur de retranscription (Source : http://charente-maritime.fr/archinoe/visu_affiche.php?PHPSID=sfqr0fqrefn0f3t46ngst3h4c4&param=visu&page=1, page 4). Cependant, c’est la seule occurrence de la BDD, et le terme est inconnu des dictionnaires.",
0,linenas,Nouvelle entrée dans la normalisation orthographique : linenas correspond à limeneas,
1,lines,"La retranscription ne paraît pas en cause (2 sources : Nantes -- 1776 -- Exports -- AD44_C717 (B&W).pdf, page 18 ET Nantes -- 1745 -- Exports -- AD44_C706 (B&W).pdf, page 7). En revanche, ce sont les deux seules occurrences de la BDD.",
0,"linnineuse, linnieuse","ligneuse (attesté au 19e siècle comme nom générique pour les étoffes de chanvre, lin coton)? Ou en rapport avec le lin, ""linieu""? Ou alors relié à ""ligneul"", fil grossier (Encyclopédie, article ""ligneul"")? ",
1,linsul,"Gros doute sur la retranscription (Source : Bayonne -- 1774 -- Exports -- AD64_2_ETP_1_105 (B&W).pdf, page 4). L’écriture du copiste est très mauvaise. En outre, il n’y a qu’une seule occurrence dans la BDD, et le terme est inconnu des dictionnaires, ce qui accrédite la thèse du’une erreur de retranscription.",
0,liqueur sirop mélasse,"Cf. P.H.Wallis : wiki : Historically, the Middle English term treacle was used by herbalists and apothecaries to describe a medicine (also called theriac or theriaca), composed of many ingredients, that was used as an antidote treatment for poi ",
1,lisse,"soit armature de tapisserie, soit pièce de bois pour navire (CNRTL, article ""lisse"")",
0,lissoir de verre,"Savary, volume 3, 1748 : « Lisoires, que quelques-uns écrivent et prononcent lissoirs. Ce sont des pièces de bois d'orme placées au dessus des essieux d'un carosse. » ",
1,listonnerie,"""PASSEMENTERIE ET LISTONNERIE . Le tarif réunit , sous cette dénomination , les galons , ganses , jarretières , aigi1llettes , franges , rubans, et tous autres ouvrages de passementerie et de rubannerie""; article ""Passementerie et Listonnerie, in Magnien et Deu, Dictionnaire des productions de la nature et de l'art, vol. 2 1ère partie.",
0,"litarge, litharge","préparation de plomb, Encyclopédie, article ""Litharge"". ",
0,litharge,"Savary, volume 3, 1748 : OU LITARGE « La litarge artificielle est d'un grand usage soit dans la médecine soit parmi quantité d'ouvriers, comme les potiers, les teinturiers, pelletiers, peintres... » Pas de définition concrète, les auteurs ne co ",
0,litharge d'or,Wikipédia : « le litharge d'or est un mélange de litharge et de minium » ,
1,litrage,"Il n’y a pas d’erreur de retranscription (Source : http://charente-maritime.fr/archinoe/visu_affiche.php?PHPSID=sfqr0fqrefn0f3t46ngst3h4c4&param=visu&page=1, page 7). En revanche, il s’agit très certainement d’une faute du copiste, en faveur de litarge. A trancher.",
0,livarde,"corde d'étoupe utilisée en corderie (Savary, article Corderie 1760)",
0,lizal,"toile du Levant citée dans Savary T. 1, commerce d'Alexandrette, p. 758",
0,"locarnans, locornans","toile de Locronan, Bretagne (Lokorn en breton). Cf. http ",
1,long vieux,??? Marchandise introuvable dans la bdd ,
1,longs vieux,,
1,loriaque,,
1,loupin,Cf. P.H.Wallis  : usage en médecine ??? ,
1,loupine,,
1,loupins,,
1,louveas,"Il ne semble pas y avoir d’erreur de retranscription (Source : Objet Général -- 1755 -- B&W – BMRouen_Ms_Montbret_155-1.pdf, page 85). Pourtant, ce terme n’est présent qu’une fois dans la BDD centrale, et ne trouve pas de définition dans les dictionnaires.",
1,lozes,,
1,luspeck,,
0,lustrine,"Savry, volume 3, 1748 : « Sorte de nouvelle étoffe de soie » ",
1,luttes,,
1,luzes,,
0,mâche,Le savary ne parle pas de salade mais de mache fer ,
1,mache de fer,Peut-être « mache-fer » ,
1,"machemillier, machemillers, machenette (bois de)",Une seule occurrence pour chacun. Termes inconnus des dictionnaires. ,
1,machicot,,
1,madarine,"Retranscription correcte, peut être le copiste a-t-il voulu écrire « mandarine » ? Il n’y a qu’une seule occurrence dans la BDD ",
0,mahaleb, « épice aromatique tirée du noyeau de la cerise noire du bois de Sainte Lucie. » (définition web) ,
0,"mahy, mahi, matry, mabi, maby","maïs, ""Mays"" in Savary, Dictionnaire 3. ",
0,maiclais,Erreur de retranscription : il faut lire « matelas »,
0,mail,"maillet utilisé pour le jeu de mail (croquet); Encyclopédie ATILF, article ""mail""",
1,maillicot,,
0,"mairain, merain, merrain","Bois de chêne, de châtaignier, débité en planches et utilisé surtout dans la tonnellerie, CNRTL, article ""Merrain"". ",
1,malbroug,"On peut penser qu’il n’y a pas d’erreur de retranscription (source : Objet Général -- 1759 -- BMRouen_Ms_Montbret_155-2 (B&W).pdf, page  78). Pourtant, les deux occurrences de cette source sont les deux seules de la BDD. Peut être est-ce une marchandise locale.",
1,malemole,"Tissu de coton des Indes plutôt fin (Gazette de Saint-Domingue du mercredi 11 avril 1764, p. 87, dans une discussion sur le coton)",
1,malmoll,,
1,malreaux,,
0,manade,"La 9ème édition  du Dictionnaire de l'Académie française, article “Manade” : “ XIXe siècle. Emprunté du provençal manado. En Provence, et notamment en Camargue, troupeau de taureaux et de chevaux vivant en plein air et que conduisent des gardians.”",
0,maneque,« Nom que les Hollandais donnent à une espèce de muscade... » (aussi écrit MANNEKEN) (Savary),
1,maneque,"anse, d'après Wikipedia basé sur Frédéric Godefroy, Dictionnaire de l’ancienne langue française et de tous ses dialectes du IXe au XVe siècle, F. Vieweg, Paris, 1881-1902",
1,mangarbine,,
1,manicot,"Il y a peut être une erreur de retranscription (Source : Objet Général -- 1757 – BMRouen_Ms_Montbret_155-1bB&W.pdf, page 89). en effet, ce terme n’est présent nulle part ailleurs dans la BDD et ne trouve pas de définition dans les dictionnaires.",
1,manicot,,
0,maniguette,"« La maniguette (Aframomum melegueta) est une plante vivace qui produit une gousse brune qui contient de nombreuses petites graines. On retrouve cette plante en Afrique subtropicale (où elle est souvent utilisée comme aphrodisiaque), elle est du genre Aframomum et appartient à la même famille botanique que le gingembre, les Zingiberaceae. La maniguette est aussi appelée plante du paradis ou graine de paradis. Sa graine est utilisée comme condiment. On l'appelle parfois malaguette, poivre de Guinée ou encore poivre du paradis. » (Wikipédia)",
0,manille,"Savary, volume 3, 1748 : « Espèce de grand anneau de cuivre jaune » ",
0,maniquette,"Savary, volume 3, 1748 : « Sorte de poivre qu'on apporte des côtes d'Afrique » ",
0,manne,"Savary, volume 3, 1748 : « C'est aussi une gomme ou drogue médicinale […] cette drogue purgative  est une liqueur blanche qui coule d'elle même ou par incision des branches et des feuilles des fresnes. » ; mais aussi ""espece de corbeille ou de grand panier d'osier"", Encyclopédie ATILF, articles ""Manne"" (employé en vannerie, chapellerie et marine...)",
0,manœuvre en grelin,"d'après CNRTL Acad. 4e éd., article ""manœuvre"" = ""Terme de Marine, qui se dit Des cordages destinés à manier les voiles, & à faire les autres services du vaisseau""; article ""grelin"" = ""Le plus petit des câbles d'un vaisseau""",
1,manoudis,,
1,manouf,,
1,mantes,,
0,maquet,"Le Dictionnaire du Moyen Français (DMF), article “Maquet” : “ MAQUET, subst. masc.""Meule, tas de foin""”",
0,marbre à jouer,merbels à jouer ,
0,marc,"Unité de mesure, poids de cuivre ou monnaie scandinave et d'hambourg ",
0,marc divers,"Unité de mesure, poids de cuivre ou monnaie scandinave et d'hambourg ",
0,marcassite,Sulfure de fer ,
1,marcerie,Peut-être «mercerie» ,
0,marchandise des indes aloës,"Savary, volume 1, 1748 : « ALOES : Ce nom est commun à trois choses différentes à un arbre […], une drogue fort utile dans la médecine […] et à une plante. » ",
0,marchandise des indes toile des indes caladarit,"Encyclopédie méthodique ou par ordre de matières : commerce, volume 3 , 1784« Les toiles de coton blanches diffèrent de nom comme de qualités. Les plus connues se nomment : Coupis, Chillas, Tapsels, CALADARIS, Guinées, Fercales, Mauris, Salampo ",
0,marée fraiche,"Savary, volume 3, 1748 : « Poissons qui se pêche dans la mer. » ",
0,marègue,Marègue : Gros tissu de laine de diverses natures originaire du sud ouest (Pyrénnée ou Languedoc). ,
1,mares,,
1,mares,,
1,mares divers,,
1,mareule,"Doute sur la retranscription (Objet Général -- 1780 – AN_F12_248.pdf, page 85). De plus, il n’y a qu’une seule occurrence dans la BDD.",
,marle,forme canadienne/ancienne pour merle ?,
0,marly,"sorte de gaze, Bertrand, Descriptions, vol. 14, 1780, p. 179. ",
1,Marly plâtrée,,
1,maronic,,
0,Marquette (eau de ),"composition médicinale de l'abbaye de Maquette-les-Lille, Medic@, http://www.biusante.parisdescartes.fr/histoire/medica/index.php, article ""Marquette"".",
1,marquise,Meuble ? ,
1,marraye,,
0,marrègue,"grosse étoffe, Jean-Baptiste Baïlac, Nouvelle chronique de la ville de Bayonne, Bayonne ",
1,marregues,,
0,masse de bois,"Plusieurs significations : verroterie, marteau (Savary, tome 3). Etant donnée la composition cela semble être la seconde option ",
0,masse de mail,"Plusieurs significations : verroterie, marteau (Savary, tome 3). Etant donnée la composition cela semble être la seconde option ",
0,massiau,« Masse parallélépipédique de métal résultant de l'opération du cinglage » (d'apr. Duval 1959),
0,massicot,Protoxyde naturel du plomb pour teintures ,
1,massie,,
1,massis,,
1,massy,"Cela ne semble pas être une erreur de retranscription (Source : http://charente-maritime.fr/archinoe/visu_affiche.php?PHPSID=sfqr0fqrefn0f3t46ngst3h4c4&param=visu&page=1, page 4). Cependant,  « massy » n’apparaît qu’une fois dans la BDD, et sa définition est inconnue. A noter que le terme « macis » existe (Arille de la noix muscade, surtout utilisé comme aromate ou condiment, CNRTL)",
1,massy,,
1,mastaquy,,
0,mastic,"Savary, volume 3, 1748 :  « Espèce de gomme […] il est de quelque usage en médecine où l'on l'emploie particulièrement pour apaiser les maux de dents » ",
1,mastrre,,
0,"masulipalan, masulipatan, masulipaton, masutipatan","toile de coton des Indes, Académie française, 1762, article ""Masulipatan"". Graphie choisie ""Masulipatan"". ",
1,mateaux,,
0,matereau,Petit mat (https://fr.wiktionary.org/wiki/m%C3%A2tereau) ,
0,mathe (bois de),bois de Sainte-Marthe ,
1,matocaux,"La retranscription est très litigieuse (Source : http://charente-maritime.fr/archinoe/visu_affiche.php?PHPSID=sfqr0fqrefn0f3t46ngst3h4c4&param=visu&page=1, page 2). C’est là seule occurrence de la BDD.",
0,"matraux, materaux","Mâtereau, ""Mât de faible hauteur et de petit diamètre ou portion de mât de faibles dimensions"", article ""Mât"", CNRTL. ",
1,matre,"On trouve « matre » et « peaux de matre » dans la BDD, à plusieurs reprises et dans diverses sources. Ainsi, les retranscriptions ne semblent pas en cause (Exemple de source : http://charente-maritime.fr/archinoe/visu_affiche.php?PHPSID=sfqr0fqrefn0f3t46ngst3h4c4&param=visu&page=1, page 5). Ce mot n’a pourtant aucune définition connue. En revanche, le « martre » existe, et là est sûrement l’erreur des différents copistes, puiqu’il s’agit « d’une des espèces de petits quadrupèdes carnassiers au pelage fin et recherché, appartenant à la famille des mustélidés. Peau, queue, fourrure de martre. Les zibelines sont les plus belles des martres. Fourrure de cet animal. » (wikipédia), ce qui colle parfaitement avec le contexte. Je crée une nouvelle entrée dans la normalisation orthographique.",
1,maugrebine,"Féminin de Maugrebin, ie maghrebain ? https://fr.wiktionary.org/wiki/Maugrebine ",
0,maune,« poids dont on se sert dans les Etats du Mogol. Ils pèsent 55 livres d’Angleterre ou 50 livres de Paris 1/20. » (Savary),
1,maur,Introuvable dans la BDD centrale. Est-il accompagné d’un autre terme ?,
,"MAURELLE, subst. fém.","BOT. Variété de croton des garrigues méditerranéennes, de la famille des Euphorbiacées, utilisée comme plante tinctoriale. (Ds Littré). Synon. tournesol* des teinturiers.",
0,mauris,Dans le Savry « Percalles – Mauris : Toiles de coton blanches » ,
1,Mazamet,"Terme présent dans deux sources de La Rochelle, en 1719 et en 1730. Il s’agit d’une ville dans le Tarn, mais il est difficile de savoir à quelle marchandise elle peut se rapporter.",
0,mazon,"Erreur de retranscription : il fallait lire « maron », qui est certainement une faute d’orthographe du copiste, qui a voulu écrire marron (faute déjà corrigée par la normalisation orthographique)",
0,mechoacam ou macadossin,"Racine médicinale, Dictionnaire Savary 1720 ",
1,meffles,,
1,megelanne,"Pas d’erreur de retranscription (Source : Objet Général -- 1756 – BMRouen_Ms_Montbret_155-1bB&W.pdf, age 82). Pourtant, le terme n’apparaît qu’une fois dans la base de données, à destination de l’Espagne. Sa définition est inconnue. ",
0,membrure,"CNRTL Acad 4e ed article ""membrure"", Pièce de bois épaisse; un peu différent dans Encyclopédie ATILF article ""Membrure"", ""sorte de mesure dont on se sert sur les ports pour mesurer la voie de bois de corde"", (mais de toute façon c'est du bois)",
1,ménage,Probablement « toiles de ménage » qui sont des toiles de chanvre ou de lin (Savary) ,
1,menie,,
,menutés,Petites choses,
,meriezes,???,
