quantity_unit,quantity_unit_ortho,source_bdc,nbr_bdc_quantity_unit,nbr_bdc_quantity_unit_ortho
tinnes,tinnes,1,1,2
Toilette,toilette,1,2,2
toises,toises,1,31,37
Toises,toises,1,6,37
Toisons,toisons,1,1,1
tomes,tomes,1,2,3
Tomes,tomes,1,1,3
tommes,tommes,1,1,2
Tommes,tommes,1,1,2
tonaux,tonneaux,1,6,4969
toneaux,tonneaux,1,1,4969
Tones?,tones,1,1,1
tonnaux,tonneaux,1,1,4969
tonne,tonne,1,8,114
Tonne,tonne,1,6,114
tonneau,tonneaux,1,17,4969
Tonneau,tonneaux,1,566,4969
tonneaux,tonneaux,1,2192,4969
Tonneaux,tonneaux,1,2144,4969
Tonneaux a 20 qu,tonneaux a 20 quarts,1,1,1
tonneaux de 2000 livres,,1,1,159820
Tonneaux de 5250 livres,tonneaux de 5250 livres,1,1,1
Tonneaux de haut,tonneaux de haut,1,1,1
Tonneaux de ville,tonneaux de ville,1,1,1
tonneaux fonds,tonneaux fonds,1,1,1
tonnes,tonne,1,74,114
Tonnes,tonne,1,26,114
tonneux,tonneaux,1,1,4969
topettes,,1,1,159820
Torche,,1,3,159820
torches,torches,1,1,4
Torches,torches,1,2,4
Touches,torches,1,1,4
Toupette,,1,1,159820
Toyette?,topettes,1,1,5
Tracques,traques,1,1,247
traque,traques,1,12,247
Traque,traques,1,5,247
traquer,traques,0,0,0
traques,traques,1,168,247
Traques,traques,1,60,247
Treilles,treilles,1,1,2
treittes,treilles,1,1,2
unité,unité,1,1,1
urnes,urnes,1,1,1
V,valeur,0,0,0
vaches,vaches,1,23,23
val,valeur,1,1,565
valeur,valeur,1,331,565
Valeur,valeur,1,76,565
Valeur Cy,valeur cy,0,0,0
valeur de,valeur,0,0,0
Valeur de,valeur,0,0,0
valeur en livre tournois,,1,5,159820
valeur en livres,,1,1,159820
valeur en livres tournois,,1,6,159820
valeur livres,,1,1,159820
valeurs,valeur,1,152,565
Valeurs,valeur,0,0,0
valeurs en livres,,1,1,159820
valeurs en livres tournois,,1,1,159820
Valleur,valeur,0,0,0
vals,vals,1,1,1
varres,varres,1,1,1
vases,,1,1,159820
vbarils,barils,1,1,6730
Vbarils,barils,1,1,6730
veaux,veaux,1,8,8
velles,veltes,1,1,889
velte,veltes,1,8,889
Velte,veltes,1,110,889
veltes,veltes,1,443,889
Veltes,veltes,1,326,889
Veltes le demi,veltes le demi,1,1,1
veltres,veltes,1,1,889
verges,verges,1,23,45
Verges,verges,1,22,45
verres,verres,1,2,2
vie?,pièces,1,1,21287
vielles,,1,1,159820
vieux?,pièces,1,1,21287
violons,violons,1,6,6
Vivants,vivants,1,1,1
vogues,vogues,1,1,1
voiture,voitures,1,1,23
voitures,voitures,1,20,23
Voitures,voitures,1,1,23
vollilles,vollilles,1,1,1
volumes,volume,1,12,14
Volumes,volume,1,2,14
W,w,1,2,2
wagons,wagons,1,8,8
yunes,yunes,1,1,1
