simplification,nbr_occurences_simpl,sitc,sitc_FR,sitc_EN,revolutionempire,RE_aggregate,nbr_occurences_RE_aggregate
meulières,1,6k,"Articles minéraux non métalliques manufacturés, n.d.a.",Other industrial products,Ouvrages divers et mélangés,Industrie française et étrangère,213317
meuniers,8,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Animaux,Bêtes de somme,7608
microscope,1,8,Articles manufacturés divers n.d.a,Various manufactures,Ouvrages divers et mélangés,Industrie française et étrangère,213317
miel,1376,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Miel,Subsistances,213261
miel blanc,123,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Miel,Subsistances,213261
miel brouche,103,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Miel,Subsistances,213261
miel brun,129,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Miel,Subsistances,213261
miel brut,5,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Miel,Subsistances,213261
miel commun,1,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Miel,Subsistances,213261
miel cru,4,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Miel,Subsistances,213261
miel cuit,4,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Miel,Subsistances,213261
miel de Narbonne,7,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Miel,Subsistances,213261
miel façonné,7,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Miel,Subsistances,213261
mignonette,1,6i,Autres filés ou tissés,Other threads and fabrics,Dentelles,Objets manufacturés,111009
mignonette au quart de soie,1,6f,Filés ou tissés de soie et soie mélangée,Silk threads and fabrics,Dentelles,Objets manufacturés,111009
mignonette avec un brin de soie,1,6f,Filés ou tissés de soie et soie mélangée,Silk threads and fabrics,Dentelles,Objets manufacturés,111009
mignonette de laine,1,6e,Filés ou tissés de laine et de poil,Wool threads and fabrics,Étoffes de laine,Objets manufacturés,111009
mignonette de soie,1,6f,Filés ou tissés de soie et soie mélangée,Silk threads and fabrics,Dentelles,Objets manufacturés,111009
mignonette des prises,2,6i,Autres filés ou tissés,Other threads and fabrics,Dentelles,Objets manufacturés,111009
mignonette étoffe,10,6i,Autres filés ou tissés,Other threads and fabrics,Dentelles,Objets manufacturés,111009
mignonnette,38,6i,Autres filés ou tissés,Other threads and fabrics,Dentelles,Objets manufacturés,111009
mignotte étoffe,4,6i,Autres filés ou tissés,Other threads and fabrics,Dentelles,Objets manufacturés,111009
migon,18,9c,Divers incertains et inconnus,Various uncertain and unknown,Produits inconnus,Divers,65687
mil,3,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Blé et autres grains comestibles,Subsistances,213261
mille gants,3,9c,Divers incertains et inconnus,Various uncertain and unknown,Produits inconnus,Divers,65687
milleret,1,6i,Autres filés ou tissés,Other threads and fabrics,Textiles manufacturés divers et mélangés,Objets manufacturés,111009
millet,10,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Blé et autres grains comestibles,Subsistances,213261
millet gros,51,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Blé et autres grains comestibles,Subsistances,213261
millet petit,20,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Blé et autres grains comestibles,Subsistances,213261
mine,3,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels",Matières premières diverses,Matières premières,167569
mine d'alquifoux,1,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels","Alquifoux, mine de plomb et graphite",Matières premières,167569
mine d'asphalte,1,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels",Matières premières diverses,Matières premières,167569
mine de Prusse,1,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels",Matières premières diverses,Matières premières,167569
mine de borde,1,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels",Matières premières diverses,Matières premières,167569
mine de cuivre,4,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels",Cuivre,Métaux,18777
mine de cuivre rouge,2,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels",Cuivre,Métaux,18777
mine de fer,184,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels",Fer,Métaux,18777
mine de plomb,391,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels","Alquifoux, mine de plomb et graphite",Matières premières,167569
mine de plomb noire,2,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels","Alquifoux, mine de plomb et graphite",Matières premières,167569
mine de plomb rouge,2,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels","Alquifoux, mine de plomb et graphite",Matières premières,167569
mine de roche,3,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels",Matières premières diverses,Matières premières,167569
mine en grabeau,1,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels",Matières premières diverses,Matières premières,167569
mine lavée,1,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels",Matières premières diverses,Matières premières,167569
minerai de fer brut ou lavé,2,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels",Fer,Métaux,18777
minerai de fer chromaté,2,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels",Fer,Métaux,18777
minerai de fer sulfuré,1,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels",Fer,Métaux,18777
minerai de plomb,9,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels",Plomb,Métaux,18777
minium,365,5,Produits chimiques transformés n.d.a.,Processed chemical products,Matières brutes et transformées pour teinture,Matières premières,167569
minium et mine orange,4,5,Produits chimiques transformés n.d.a.,Processed chemical products,Matières brutes et transformées pour teinture,Matières premières,167569
minium rouge divisé,3,5,Produits chimiques transformés n.d.a.,Processed chemical products,Matières brutes et transformées pour teinture,Matières premières,167569
minot,20,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,"Farine, gruau, biscuits et pâtes",Subsistances,213261
minutier,3,6c,Papier,Paper products,Librairie,Industrie française et étrangère,213317
minéraux,2,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels",Matières premières diverses,Matières premières,167569
mioche en grabeau,1,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels",Matières premières diverses,Matières premières,167569
mireau,2,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels",Matières premières diverses,Matières premières,167569
mirke,1,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels",Matières premières diverses,Matières premières,167569
miroirs,207,8,Articles manufacturés divers n.d.a,Various manufactures,"Meubles, glaces et miroirs",Industrie française et étrangère,213317
miroirs communs,3,8,Articles manufacturés divers n.d.a,Various manufactures,"Meubles, glaces et miroirs",Industrie française et étrangère,213317
miroirs d'1 pied et demi,1,8,Articles manufacturés divers n.d.a,Various manufactures,"Meubles, glaces et miroirs",Industrie française et étrangère,213317
miroirs d'Allemagne,1,8,Articles manufacturés divers n.d.a,Various manufactures,"Meubles, glaces et miroirs",Industrie française et étrangère,213317
miroirs de 2 pieds,1,8,Articles manufacturés divers n.d.a,Various manufactures,"Meubles, glaces et miroirs",Industrie française et étrangère,213317
miroirs de 25 pieds de haut et 1 de large,1,8,Articles manufacturés divers n.d.a,Various manufactures,"Meubles, glaces et miroirs",Industrie française et étrangère,213317
miroirs de poche,3,8,Articles manufacturés divers n.d.a,Various manufactures,"Meubles, glaces et miroirs",Industrie française et étrangère,213317
miroirs de toilette,7,8,Articles manufacturés divers n.d.a,Various manufactures,"Meubles, glaces et miroirs",Industrie française et étrangère,213317
miroirs de traite,5,8,Articles manufacturés divers n.d.a,Various manufactures,"Meubles, glaces et miroirs",Industrie française et étrangère,213317
miroirs encadrés,238,8,Articles manufacturés divers n.d.a,Various manufactures,"Meubles, glaces et miroirs",Industrie française et étrangère,213317
miroirs grands,5,8,Articles manufacturés divers n.d.a,Various manufactures,"Meubles, glaces et miroirs",Industrie française et étrangère,213317
miroirs grands de plus de 3 millimètres d'épaisseurs,2,8,Articles manufacturés divers n.d.a,Various manufactures,"Meubles, glaces et miroirs",Industrie française et étrangère,213317
miroirs petits,221,8,Articles manufacturés divers n.d.a,Various manufactures,"Meubles, glaces et miroirs",Industrie française et étrangère,213317
miroirs petits sans distinction,2,8,Articles manufacturés divers n.d.a,Various manufactures,"Meubles, glaces et miroirs",Industrie française et étrangère,213317
miroirs à bordures dorées,6,8,Articles manufacturés divers n.d.a,Various manufactures,"Meubles, glaces et miroirs",Industrie française et étrangère,213317
miroirs à bordures dorées et grands,1,8,Articles manufacturés divers n.d.a,Various manufactures,"Meubles, glaces et miroirs",Industrie française et étrangère,213317
miroirs à bordures dorées et petits,1,8,Articles manufacturés divers n.d.a,Various manufactures,"Meubles, glaces et miroirs",Industrie française et étrangère,213317
miroirs à cadres dorés,10,8,Articles manufacturés divers n.d.a,Various manufactures,"Meubles, glaces et miroirs",Industrie française et étrangère,213317
miroirs à cadres dorés de 2 pieds de haut,1,8,Articles manufacturés divers n.d.a,Various manufactures,"Meubles, glaces et miroirs",Industrie française et étrangère,213317
mistelle,2,1,Boissons et tabac,Beverages and tobacco,Boissons diverses et mélangées,Subsistances,213261
mistre,1,9c,Divers incertains et inconnus,Various uncertain and unknown,Produits inconnus,Divers,65687
mitaines,1,8,Articles manufacturés divers n.d.a,Various manufactures,Gants,Industrie française et étrangère,213317
mitaines bordées de soie par paires,3,8,Articles manufacturés divers n.d.a,Various manufactures,Gants,Industrie française et étrangère,213317
mitaines brodées,1,8,Articles manufacturés divers n.d.a,Various manufactures,Gants,Industrie française et étrangère,213317
mitaines de peau,3,8,Articles manufacturés divers n.d.a,Various manufactures,Gants,Industrie française et étrangère,213317
mitaines de peau lisérées de soie,1,8,Articles manufacturés divers n.d.a,Various manufactures,Gants,Industrie française et étrangère,213317
mitaines de soie,2,8,Articles manufacturés divers n.d.a,Various manufactures,Gants,Industrie française et étrangère,213317
mitaines de taffetas,2,8,Articles manufacturés divers n.d.a,Various manufactures,Gants,Industrie française et étrangère,213317
mitaines garnies de ruban,1,8,Articles manufacturés divers n.d.a,Various manufactures,Gants,Industrie française et étrangère,213317
mitaines garnies de soie,9,8,Articles manufacturés divers n.d.a,Various manufactures,Gants,Industrie française et étrangère,213317
mitaines liserées,1,8,Articles manufacturés divers n.d.a,Various manufactures,Gants,Industrie française et étrangère,213317
mitons de soie,3,8,Articles manufacturés divers n.d.a,Various manufactures,Gants,Industrie française et étrangère,213317
mitons à pierres fausses par paires de velours,1,8,Articles manufacturés divers n.d.a,Various manufactures,Gants,Industrie française et étrangère,213317
mitraille,2,6j,"Métaux, produits métalliques et outils",Metal products,Métaux divers et mélangés,Métaux,18777
mitraille de cuivre,109,6j,"Métaux, produits métalliques et outils",Metal products,Métaux divers et mélangés,Métaux,18777
mitraille vieille en batterie de cuisine,1,6j,"Métaux, produits métalliques et outils",Metal products,Métaux divers et mélangés,Métaux,18777
mitrailles de cuivre,113,6j,"Métaux, produits métalliques et outils",Metal products,Métaux divers et mélangés,Métaux,18777
mitrailles de cuivre pur vieux,1,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels",Métaux divers et mélangés,Métaux,18777
mittes,2,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages divers et mélangés,Industrie française et étrangère,213317
mittières de fer,1,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,213317
mobilier,1015,8,Articles manufacturés divers n.d.a,Various manufactures,"Meubles, glaces et miroirs",Industrie française et étrangère,213317
mobilier vieux,16,8,Articles manufacturés divers n.d.a,Various manufactures,"Meubles, glaces et miroirs",Industrie française et étrangère,213317
mocs de brode,1,9c,Divers incertains et inconnus,Various uncertain and unknown,Produits inconnus,Divers,65687
mode de bœuf,1,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Chairs et œufs,Subsistances,213261
modes de Montauban,1,8,Articles manufacturés divers n.d.a,Various manufactures,Ouvrages divers et mélangés,Industrie française et étrangère,213317
modes de cordonnier,1,,,,,[vide],6697
modes de plâtre,1,,,,,[vide],6697
modes de porcelaine,1,,,,,[vide],6697
"modes, peaux, porcelaine, ruban 16 onces",1,9b,Divers mélangés,Mixed flows,Divers mélangés,Divers,65687
modèle de château de carton,1,8,Articles manufacturés divers n.d.a,Various manufactures,Librairie,Industrie française et étrangère,213317
modèle de plâtre,1,8,Articles manufacturés divers n.d.a,Various manufactures,Ouvrages divers et mélangés,Industrie française et étrangère,213317
modèle de sculpture,1,8,Articles manufacturés divers n.d.a,Various manufactures,Objets d'art et d'histoire naturelle,Industrie française et étrangère,213317
moelle,1,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Chairs et œufs,Subsistances,213261
moelle de bœuf,10,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Chairs et œufs,Subsistances,213261
moellons,6,6k,"Articles minéraux non métalliques manufacturés, n.d.a.",Other industrial products,Matières premières diverses,Matières premières,167569
moellons de brique,2,6k,"Articles minéraux non métalliques manufacturés, n.d.a.",Other industrial products,Ouvrages divers et mélangés,Industrie française et étrangère,213317
moellons pierres meulières etc.,2,6k,"Articles minéraux non métalliques manufacturés, n.d.a.",Other industrial products,Ouvrages divers et mélangés,Industrie française et étrangère,213317
moellons à faire chaux,92,2,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels",Matières premières diverses,Matières premières,167569
moellons à faire des bâtiments,2,6k,"Articles minéraux non métalliques manufacturés, n.d.a.",Other industrial products,Matières premières diverses,Matières premières,167569
mogette,4,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Légumes,Subsistances,213261
moines ???,2,9c,Divers incertains et inconnus,Various uncertain and unknown,Produits inconnus,Divers,65687
moines garnis de fer-blanc,1,8,Articles manufacturés divers n.d.a,Various manufactures,Ouvrages divers et mélangés,Industrie française et étrangère,213317
moire,2,6f,Filés ou tissés de soie et soie mélangée,Silk threads and fabrics,Étoffes de soie,Objets manufacturés,111009
moire blanche,2,6f,Filés ou tissés de soie et soie mélangée,Silk threads and fabrics,Étoffes de soie,Objets manufacturés,111009
moire d'argent,1,6f,Filés ou tissés de soie et soie mélangée,Silk threads and fabrics,Étoffes de soie,Objets manufacturés,111009
molenaers,30,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Animaux,Bêtes de somme,7608
molleton,214,6i,Autres filés ou tissés,Other threads and fabrics,Textiles manufacturés divers et mélangés,Objets manufacturés,111009
molleton de capiton,4,6i,Autres filés ou tissés,Other threads and fabrics,Textiles manufacturés divers et mélangés,Objets manufacturés,111009
molleton de coton,24,6g,Filés ou tissés de coton,Coton threads and fabrics,Textiles manufacturés divers et mélangés,Objets manufacturés,111009
molleton de coton et de fil,1,,,,,[vide],6697
molleton de laine,79,6e,Filés ou tissés de laine et de poil,Wool threads and fabrics,Textiles manufacturés divers et mélangés,Objets manufacturés,111009
molleton de laine imprimé,2,6e,Filés ou tissés de laine et de poil,Wool threads and fabrics,Textiles manufacturés divers et mélangés,Objets manufacturés,111009
molleton de soie,1,6f,Filés ou tissés de soie et soie mélangée,Silk threads and fabrics,Soieries diverses,Objets manufacturés,111009
molleton et taffetas de laine,3,6e,Filés ou tissés de laine et de poil,Wool threads and fabrics,Textiles manufacturés divers et mélangés,Objets manufacturés,111009
molleton frisé,1,6i,Autres filés ou tissés,Other threads and fabrics,Textiles manufacturés divers et mélangés,Objets manufacturés,111009
mollues,1,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Pêche et fruits de mer,Subsistances,213261
momade,0,9c,Divers incertains et inconnus,Various uncertain and unknown,Produits inconnus,Divers,65687
momie,7,5,Produits chimiques transformés n.d.a.,Processed chemical products,Manne et médicaments,Drogues médicinales,18976
moncayard,5,6h,Autres filés ou tissés mélangés de fibres végétales dont toiles,Other vegetal threads and fabrics,Étoffes diverses,Objets manufacturés,111009
mongette,44,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Subsistances diverses et mélangées,Subsistances,213261
mongistere,7,9c,Divers incertains et inconnus,Various uncertain and unknown,Produits inconnus,Divers,65687
monnaies,1,9a,Monnaies et métaux précieux,Precious metals,Monnaies et métaux précieux,Matières d'or et d'argent,3292
monnaies au type étranger,95,9a,Monnaies et métaux précieux,Precious metals,Monnaies et métaux précieux,Matières d'or et d'argent,3292
monnaies d'argent,32,9a,Monnaies et métaux précieux,Precious metals,Monnaies et métaux précieux,Matières d'or et d'argent,3292
monnaies d'argent en espèces coursables,3,9a,Monnaies et métaux précieux,Precious metals,Monnaies et métaux précieux,Matières d'or et d'argent,3292
monnaies d'argent et d'or et au type étranger,7,9a,Monnaies et métaux précieux,Precious metals,Monnaies et métaux précieux,Matières d'or et d'argent,3292
monnaies d'argent par Calais,2,9a,Monnaies et métaux précieux,Precious metals,Monnaies et métaux précieux,Matières d'or et d'argent,3292
monnaies d'argent par Strasbourg et Metz,1,9a,Monnaies et métaux précieux,Precious metals,Monnaies et métaux précieux,Matières d'or et d'argent,3292
monnaies d'argent par Valenciennes,1,9a,Monnaies et métaux précieux,Precious metals,Monnaies et métaux précieux,Matières d'or et d'argent,3292
monnaies d'or,18,9a,Monnaies et métaux précieux,Precious metals,Monnaies et métaux précieux,Matières d'or et d'argent,3292
monnaies d'or par Calais,1,9a,Monnaies et métaux précieux,Precious metals,Monnaies et métaux précieux,Matières d'or et d'argent,3292
monnaies d'or quadruple,3,9a,Monnaies et métaux précieux,Precious metals,Monnaies et métaux précieux,Matières d'or et d'argent,3292
monnaies de billon,3,9a,Monnaies et métaux précieux,Precious metals,Monnaies et métaux précieux,Matières d'or et d'argent,3292
monnaies de cuivre,54,9a,Monnaies et métaux précieux,Precious metals,Monnaies et métaux précieux,Matières d'or et d'argent,3292
monnaies de cuivre de Suède,4,9a,Monnaies et métaux précieux,Precious metals,Monnaies et métaux précieux,Matières d'or et d'argent,3292
monnaies de cuivre jaune,1,9a,Monnaies et métaux précieux,Precious metals,Monnaies et métaux précieux,Matières d'or et d'argent,3292
monnaies de cuivre ouvré,1,9a,Monnaies et métaux précieux,Precious metals,Monnaies et métaux précieux,Matières d'or et d'argent,3292
monnaies de cuivre pur,4,9a,Monnaies et métaux précieux,Precious metals,Monnaies et métaux précieux,Matières d'or et d'argent,3292
monnaies du Portugal,1,9a,Monnaies et métaux précieux,Precious metals,Monnaies et métaux précieux,Matières d'or et d'argent,3292
montichon,2,9c,Divers incertains et inconnus,Various uncertain and unknown,Produits inconnus,Divers,65687
montres,2,8,Articles manufacturés divers n.d.a,Various manufactures,Horlogerie,Industrie française et étrangère,213317
montres d'argent,21,8,Articles manufacturés divers n.d.a,Various manufactures,Horlogerie,Industrie française et étrangère,213317
montres d'argent et d'or,1,8,Articles manufacturés divers n.d.a,Various manufactures,Horlogerie,Industrie française et étrangère,213317
montres d'or,21,8,Articles manufacturés divers n.d.a,Various manufactures,Horlogerie,Industrie française et étrangère,213317
montres d'or ordinaires,2,8,Articles manufacturés divers n.d.a,Various manufactures,Horlogerie,Industrie française et étrangère,213317
montres d'or à répétition,2,8,Articles manufacturés divers n.d.a,Various manufactures,Horlogerie,Industrie française et étrangère,213317
montres de cuivre,5,8,Articles manufacturés divers n.d.a,Various manufactures,Horlogerie,Industrie française et étrangère,213317
montres de mer,2,8,Articles manufacturés divers n.d.a,Various manufactures,Horlogerie,Industrie française et étrangère,213317
montres de métal,1,8,Articles manufacturés divers n.d.a,Various manufactures,Horlogerie,Industrie française et étrangère,213317
montres de poche,6,8,Articles manufacturés divers n.d.a,Various manufactures,Horlogerie,Industrie française et étrangère,213317
montres de poche à caisse d'argent,126,8,Articles manufacturés divers n.d.a,Various manufactures,Horlogerie,Industrie française et étrangère,213317
montres de poche à caisse d'or,126,8,Articles manufacturés divers n.d.a,Various manufactures,Horlogerie,Industrie française et étrangère,213317
montres de poches à caisse de pinsbeck,37,8,Articles manufacturés divers n.d.a,Various manufactures,Horlogerie,Industrie française et étrangère,213317
montres et pendules,1,8,Articles manufacturés divers n.d.a,Various manufactures,Horlogerie,Industrie française et étrangère,213317
montres maillées,1,8,Articles manufacturés divers n.d.a,Various manufactures,Horlogerie,Industrie française et étrangère,213317
moques de grès,1,6k,"Articles minéraux non métalliques manufacturés, n.d.a.",Other industrial products,"Porcelaine, poterie, faïence et ouvrages de terre",Industrie française et étrangère,213317
moquette,199,6e,Filés ou tissés de laine et de poil,Wool threads and fabrics,Étoffes de laine,Objets manufacturés,111009
moquette de fil et de laine,4,6i,Autres filés ou tissés,Other threads and fabrics,Textiles manufacturés divers et mélangés,Objets manufacturés,111009
moquette de fil et laine,1,6i,Autres filés ou tissés,Other threads and fabrics,Textiles manufacturés divers et mélangés,Objets manufacturés,111009
moquette de laine,2,6e,Filés ou tissés de laine et de poil,Wool threads and fabrics,Étoffes de laine,Objets manufacturés,111009
moquette de laine et de fil,1,6e,Filés ou tissés de laine et de poil,Wool threads and fabrics,Étoffes de laine,Objets manufacturés,111009
moquette grasse de laine et fil,1,6e,Filés ou tissés de laine et de poil,Wool threads and fabrics,Étoffes de laine,Objets manufacturés,111009
moquette rouge,2,6e,Filés ou tissés de laine et de poil,Wool threads and fabrics,Étoffes de laine,Objets manufacturés,111009
moquette verte,1,6e,Filés ou tissés de laine et de poil,Wool threads and fabrics,Étoffes de laine,Objets manufacturés,111009
morceaux,1,9c,Divers incertains et inconnus,Various uncertain and unknown,Divers incertains,Divers,65687
morceaux cousus,2,6a,"Cuirs, peaux et produits dérivés hors sellerie",Leather products except saddlery,"Cuirs, peaux et pelleterie",Industrie française et étrangère,213317
morceaux cousus de hamsters,2,6a,"Cuirs, peaux et produits dérivés hors sellerie",Leather products except saddlery,"Cuirs, peaux et pelleterie",Industrie française et étrangère,213317
morceaux cousus de lapins et lièvres,2,6a,"Cuirs, peaux et produits dérivés hors sellerie",Leather products except saddlery,"Cuirs, peaux et pelleterie",Industrie française et étrangère,213317
morceaux cousus dos et ventre de petits-gris,2,6a,"Cuirs, peaux et produits dérivés hors sellerie",Leather products except saddlery,"Cuirs, peaux et pelleterie",Industrie française et étrangère,213317
morceaux d'espars,1,7,Machines et moyens de transport y compris sellerie,Machines and transportation,Bois divers hors combustible,Matières premières,167569
morceaux de bois ordinaire de 6 à 7 pieds,1,6b,"Produits du bois, liège, jonc","Wood, cork and cane products",Bois divers hors combustible,Matières premières,167569
morceaux de bois puant de 6 pieds,1,6b,"Produits du bois, liège, jonc","Wood, cork and cane products","Ouvrages de bois, liège et jonc",Industrie française et étrangère,213317
morceaux de planches,1,6b,"Produits du bois, liège, jonc","Wood, cork and cane products",Bois divers hors combustible,Matières premières,167569
morceaux de sapin,4,6b,"Produits du bois, liège, jonc","Wood, cork and cane products",Bois divers hors combustible,Matières premières,167569
morenine de soie,1,6f,Filés ou tissés de soie et soie mélangée,Silk threads and fabrics,Soieries diverses,Objets manufacturés,111009
morilles,16,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Subsistances diverses et mélangées,Subsistances,213261
morilles et mousserons et truffes,1,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Subsistances diverses et mélangées,Subsistances,213261
morilles et mousserons frais,1,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Subsistances diverses et mélangées,Subsistances,213261
morilles et mousserons secs ou marinés,2,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Subsistances diverses et mélangées,Subsistances,213261
morilles et truffes,1,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Subsistances diverses et mélangées,Subsistances,213261
mors de brides,122,7,Machines et moyens de transport y compris sellerie,Machines and transportation,Ouvrages métalliques,Industrie française et étrangère,213317
mors de brides dorés,1,7,Machines et moyens de transport y compris sellerie,Machines and transportation,Ouvrages métalliques,Industrie française et étrangère,213317
mors et brides,3,7,Machines et moyens de transport y compris sellerie,Machines and transportation,Ouvrages métalliques,Industrie française et étrangère,213317
mortiers,2,9c,Divers incertains et inconnus,Various uncertain and unknown,Divers incertains,Divers,65687
mortiers de bois,1,6b,"Produits du bois, liège, jonc","Wood, cork and cane products","Ouvrages de bois, liège et jonc",Industrie française et étrangère,213317
mortiers de bronze,1,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,213317
mortiers de fer,6,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,213317
mortiers de fonte,6,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,213317
mortiers de marbre,134,6k,"Articles minéraux non métalliques manufacturés, n.d.a.",Other industrial products,Marbre brut et ouvré,Matières premières,167569
mortiers de métal,1,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,213317
mortiers de métal et pilon,1,6j,"Métaux, produits métalliques et outils",Metal products,Ouvrages métalliques,Industrie française et étrangère,213317
mortiers de pierre,27,6k,"Articles minéraux non métalliques manufacturés, n.d.a.",Other industrial products,Ouvrages divers et mélangés,Industrie française et étrangère,213317
mortiers de terre,1,6k,"Articles minéraux non métalliques manufacturés, n.d.a.",Other industrial products,Ouvrages divers et mélangés,Industrie française et étrangère,213317
mortiers et pilon,1,9c,Divers incertains et inconnus,Various uncertain and unknown,Ouvrages divers et mélangés,Industrie française et étrangère,213317
morue,442,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Pêche et fruits de mer,Subsistances,213261
morue ???,1,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Pêche et fruits de mer,Subsistances,213261
morue avariée,1,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Pêche et fruits de mer,Subsistances,213261
morue avec harengs des prises,1,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Pêche et fruits de mer,Subsistances,213261
morue blanche,1,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Pêche et fruits de mer,Subsistances,213261
morue de Hollande,5,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Pêche et fruits de mer,Subsistances,213261
morue de pêche française,11,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Pêche et fruits de mer,Subsistances,213261
morue douce,1,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Pêche et fruits de mer,Subsistances,213261
morue en pacotille,8,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Pêche et fruits de mer,Subsistances,213261
morue en pavé,1,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Pêche et fruits de mer,Subsistances,213261
morue en saumure,4,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Pêche et fruits de mer,Subsistances,213261
morue et stockfisch,181,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Pêche et fruits de mer,Subsistances,213261
morue joues sèche,1,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Pêche et fruits de mer,Subsistances,213261
morue marinée et salée,5,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Pêche et fruits de mer,Subsistances,213261
morue par Bayonne,1,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Pêche et fruits de mer,Subsistances,213261
morue salée,67,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Pêche et fruits de mer,Subsistances,213261
morue salée d'Islande,1,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Pêche et fruits de mer,Subsistances,213261
morue sèche,1137,0a,Autres produits alimentaires et animaux,Other foodstuff and live animals,Pêche et fruits de mer,Subsistances,213261
