simplification,product_simplification,product_revolutionempire,export_import,customs_region,partner_grouping,metric,conv_simplification_to_metric,remarks_unit
pintes,arak,Eaux-de-vie et liqueurs,Exports,Rennes,Hollande,,,
pintes,arak,Eaux-de-vie et liqueurs,Imports,Rouen,Nord,,,
pintes,eau de Barbade,Eaux-de-vie et liqueurs,Imports,Bordeaux,Amériques,,,
pintes,eau de Barbade,Eaux-de-vie et liqueurs,Imports,Caen,Angleterre,litres,.9313,D'après Portet
pintes,eau de citronnelle,Eaux-de-vie et liqueurs,Imports,Bordeaux,Amériques,,,
pintes,eau-de-vie antiscorbutique,Eaux-de-vie et liqueurs,Exports,Nantes,Afrique,,,
pintes,eau-de-vie commune,Eaux-de-vie et liqueurs,Exports,Nantes,Amériques,,,
pintes,eau-de-vie commune,Eaux-de-vie et liqueurs,Exports,Nantes,États-Unis d'Amérique,,,
pintes,eau-de-vie commune,Eaux-de-vie et liqueurs,Exports,Rennes,Afrique,,,
pintes,eau-de-vie commune,Eaux-de-vie et liqueurs,Exports,Rennes,Asie,,,
pintes,eau-de-vie d'Espagne,Eaux-de-vie et liqueurs,Exports,Rouen,Angleterre,,,
pintes,eau-de-vie d'Espagne,Eaux-de-vie et liqueurs,Imports,Bordeaux,Hollande,,,
pintes,eau-de-vie d'Espagne,Eaux-de-vie et liqueurs,Imports,Flandre,Espagne,,,
pintes,eau-de-vie d'Hendaye et simple,Eaux-de-vie et liqueurs,Exports,Nantes,Afrique,,,
pintes,eau-de-vie d'Hendaye,Eaux-de-vie et liqueurs,Exports,,Amériques,,,
pintes,eau-de-vie d'Hendaye,Eaux-de-vie et liqueurs,Exports,Bayonne,Amériques,,,
pintes,eau-de-vie d'Hendaye,Eaux-de-vie et liqueurs,Exports,Bayonne,France,,,
pintes,eau-de-vie d'Hendaye,Eaux-de-vie et liqueurs,Exports,Bordeaux,Afrique,,,
pintes,eau-de-vie d'Hendaye,Eaux-de-vie et liqueurs,Exports,Bordeaux,Amériques,,,
pintes,eau-de-vie d'Hendaye,Eaux-de-vie et liqueurs,Exports,Caen,France,,,
pintes,eau-de-vie d'Hendaye,Eaux-de-vie et liqueurs,Exports,,Divers,,,
pintes,eau-de-vie d'Hendaye,Eaux-de-vie et liqueurs,Exports,France,Afrique,,,
pintes,eau-de-vie d'Hendaye,Eaux-de-vie et liqueurs,Exports,,Hollande,,,
pintes,eau-de-vie d'Hendaye,Eaux-de-vie et liqueurs,Exports,La Rochelle,Amériques,,,
pintes,eau-de-vie d'Hendaye,Eaux-de-vie et liqueurs,Exports,Nantes,Afrique,,,
pintes,eau-de-vie d'Hendaye,Eaux-de-vie et liqueurs,Exports,Nantes,Amériques,,,
pintes,eau-de-vie d'Hendaye,Eaux-de-vie et liqueurs,Exports,Nantes,Espagne,,,
pintes,eau-de-vie d'Hendaye,Eaux-de-vie et liqueurs,Exports,Rennes,Afrique,,,
pintes,eau-de-vie d'Hendaye,Eaux-de-vie et liqueurs,Exports,Rouen,Afrique,,,
pintes,eau-de-vie d'Hendaye,Eaux-de-vie et liqueurs,Imports,Bayonne,France,,,
pintes,eau-de-vie d'Hendaye,Eaux-de-vie et liqueurs,Imports,Bordeaux,Angleterre,,,
pintes,eau-de-vie d'Hendaye,Eaux-de-vie et liqueurs,Imports,Bordeaux,France,,,
pintes,eau-de-vie d'Hendaye,Eaux-de-vie et liqueurs,Imports,La Rochelle,Espagne,,,
pintes,eau-de-vie d'Hendaye,Eaux-de-vie et liqueurs,Imports,Lorient,France,,,
pintes,eau-de-vie d'Hendaye,Eaux-de-vie et liqueurs,Imports,Nantes,Espagne,,,
pintes,eau-de-vie d'Hendaye,Eaux-de-vie et liqueurs,Imports,Nantes,France,,,
pintes,eau-de-vie d'Hendaye,Eaux-de-vie et liqueurs,Imports,Rouen,France,,,
pintes,eau-de-vie d'Hendaye,Eaux-de-vie et liqueurs,Imports,Saint-Malo,France,,,
pintes,"eau-de-vie de ""?"" en pots",Eaux-de-vie et liqueurs,Imports,Rouen,Hollande,,,
pintes,eau-de-vie de Charente,Eaux-de-vie et liqueurs,Exports,La Rochelle,Angleterre,,,
pintes,eau-de-vie de Charente,Eaux-de-vie et liqueurs,Exports,La Rochelle,Flandre et autres états de l'Empereur,,,
pintes,eau-de-vie de Charente,Eaux-de-vie et liqueurs,Exports,La Rochelle,Hollande,,,
pintes,eau-de-vie de Charente,Eaux-de-vie et liqueurs,Exports,La Rochelle,Nord,,,
pintes,eau-de-vie de cidre,Eaux-de-vie et liqueurs,Exports,France,Afrique,,,
pintes,eau-de-vie de cidre,Eaux-de-vie et liqueurs,Exports,Rouen,Afrique,,,
pintes,eau-de-vie de cidre,Eaux-de-vie et liqueurs,Exports,Rouen,Amériques,,,
pintes,eau-de-vie de Cognac,Eaux-de-vie et liqueurs,Exports,,Divers,,,
pintes,eau-de-vie de Cognac,Eaux-de-vie et liqueurs,Exports,La Rochelle,Nord,,,
pintes,eau-de-vie de Cognac,Eaux-de-vie et liqueurs,Imports,Nantes,Amériques,,,
pintes,eau-de-vie de Dantzig,Eaux-de-vie et liqueurs,Imports,Rouen,Hollande,,,
pintes,eau-de-vie de Dantzig,Eaux-de-vie et liqueurs,Imports,Rouen,Nord,,,
pintes,eau-de-vie de genièvre et de grains,Eaux-de-vie et liqueurs,Exports,,Afrique,,,
pintes,eau-de-vie de genièvre et de grains,Eaux-de-vie et liqueurs,Exports,,Divers,,,
pintes,eau-de-vie de genièvre et de grains,Eaux-de-vie et liqueurs,Imports,,Divers,,,
pintes,eau-de-vie de genièvre relifiée,Eaux-de-vie et liqueurs,Imports,Amiens,Hollande,,,
pintes,eau-de-vie de genièvre simple,Eaux-de-vie et liqueurs,Exports,Nantes,Afrique,,,
pintes,eau-de-vie de genièvre simple,Eaux-de-vie et liqueurs,Exports,Rouen,Afrique,,,
pintes,eau-de-vie de genièvre simple,Eaux-de-vie et liqueurs,Exports,Rouen,Amériques,,,
pintes,eau-de-vie de genièvre,Eaux-de-vie et liqueurs,Exports,,Afrique,,,
pintes,eau-de-vie de genièvre,Eaux-de-vie et liqueurs,Exports,Amiens,Angleterre,,,
pintes,eau-de-vie de genièvre,Eaux-de-vie et liqueurs,Exports,,Angleterre,,,
pintes,eau-de-vie de genièvre,Eaux-de-vie et liqueurs,Exports,,États-Unis d'Amérique,,,
pintes,eau-de-vie de genièvre,Eaux-de-vie et liqueurs,Exports,,Flandre et autres états de l'Empereur,,,
pintes,eau-de-vie de genièvre,Eaux-de-vie et liqueurs,Exports,Flandre,Angleterre,,,
pintes,eau-de-vie de genièvre,Eaux-de-vie et liqueurs,Exports,France,Afrique,,,
pintes,eau-de-vie de genièvre,Eaux-de-vie et liqueurs,Exports,Le Havre,Afrique,,,
pintes,eau-de-vie de genièvre,Eaux-de-vie et liqueurs,Exports,Lorient,Angleterre,,,
pintes,eau-de-vie de genièvre,Eaux-de-vie et liqueurs,Exports,,Nord,,,
pintes,eau-de-vie de genièvre,Eaux-de-vie et liqueurs,Exports,,Portugal,,,
pintes,eau-de-vie de genièvre,Eaux-de-vie et liqueurs,Exports,Rennes,Angleterre,,,
pintes,eau-de-vie de genièvre,Eaux-de-vie et liqueurs,Exports,Rouen,Afrique,,,
pintes,eau-de-vie de genièvre,Eaux-de-vie et liqueurs,Imports,Amiens,Angleterre,,,
pintes,eau-de-vie de genièvre,Eaux-de-vie et liqueurs,Imports,Amiens,France,,,
pintes,eau-de-vie de genièvre,Eaux-de-vie et liqueurs,Imports,Amiens,Hollande,,,
pintes,eau-de-vie de genièvre,Eaux-de-vie et liqueurs,Imports,,Angleterre,,,
pintes,eau-de-vie de genièvre,Eaux-de-vie et liqueurs,Imports,,Flandre et autres états de l'Empereur,,,
pintes,eau-de-vie de genièvre,Eaux-de-vie et liqueurs,Imports,Flandre,Angleterre,,,
pintes,eau-de-vie de genièvre,Eaux-de-vie et liqueurs,Imports,Flandre,Flandre et autres états de l'Empereur,,,
pintes,eau-de-vie de genièvre,Eaux-de-vie et liqueurs,Imports,Flandre,France,,,
pintes,eau-de-vie de genièvre,Eaux-de-vie et liqueurs,Imports,,Hollande,,,
pintes,eau-de-vie de genièvre,Eaux-de-vie et liqueurs,Imports,Lorient,France,,,
pintes,eau-de-vie de genièvre,Eaux-de-vie et liqueurs,Imports,Lorient,Hollande,,,
pintes,eau-de-vie de genièvre,Eaux-de-vie et liqueurs,Imports,,Nord,,,
pintes,eau-de-vie de genièvre,Eaux-de-vie et liqueurs,Imports,Rennes,Hollande,,,
pintes,eau-de-vie de genièvre,Eaux-de-vie et liqueurs,Imports,Rouen,Angleterre,,,
pintes,eau-de-vie de genièvre,Eaux-de-vie et liqueurs,Imports,Rouen,États-Unis d'Amérique,,,
pintes,eau-de-vie de genièvre,Eaux-de-vie et liqueurs,Imports,Rouen,Hollande,,,
pintes,eau-de-vie de grains,Eaux-de-vie et liqueurs,Exports,,Angleterre,,,
pintes,eau-de-vie de grains,Eaux-de-vie et liqueurs,Exports,,Flandre et autres états de l'Empereur,,,
pintes,eau-de-vie de grains,Eaux-de-vie et liqueurs,Imports,,Italie,,,
pintes,eau-de-vie de grains,Eaux-de-vie et liqueurs,Imports,,Nord,,,
pintes,eau-de-vie de Ré,Eaux-de-vie et liqueurs,Exports,La Rochelle,Angleterre,,,
pintes,eau-de-vie de Ré,Eaux-de-vie et liqueurs,Exports,La Rochelle,Nord,,,
pintes,eau-de-vie de Rochefort,Eaux-de-vie et liqueurs,Exports,La Rochelle,Angleterre,,,
pintes,eau-de-vie de Rochefort,Eaux-de-vie et liqueurs,Exports,La Rochelle,Hollande,,,
pintes,eau-de-vie de Rochefort,Eaux-de-vie et liqueurs,Exports,La Rochelle,Nord,,,
pintes,eau-de-vie de vin par Marseille,Eaux-de-vie et liqueurs,Imports,,Italie,,,
pintes,eau-de-vie de vin,Eaux-de-vie et liqueurs,Exports,,Allemagne,,,
pintes,eau-de-vie de vin,Eaux-de-vie et liqueurs,Exports,Amiens,Angleterre,,,
pintes,eau-de-vie de vin,Eaux-de-vie et liqueurs,Exports,,Angleterre,,,
pintes,eau-de-vie de vin,Eaux-de-vie et liqueurs,Exports,,Espagne,,,
pintes,eau-de-vie de vin,Eaux-de-vie et liqueurs,Exports,,États-Unis d'Amérique,,,
pintes,eau-de-vie de vin,Eaux-de-vie et liqueurs,Exports,,Flandre et autres états de l'Empereur,,,
pintes,eau-de-vie de vin,Eaux-de-vie et liqueurs,Exports,Flandre,Angleterre,,,
pintes,eau-de-vie de vin,Eaux-de-vie et liqueurs,Exports,,Hollande,,,
pintes,eau-de-vie de vin,Eaux-de-vie et liqueurs,Exports,,Italie,,,
pintes,eau-de-vie de vin,Eaux-de-vie et liqueurs,Exports,,Levant et Barbarie,,,
pintes,eau-de-vie de vin,Eaux-de-vie et liqueurs,Exports,,Nord,,,
pintes,eau-de-vie de vin,Eaux-de-vie et liqueurs,Exports,,Portugal,,,
pintes,eau-de-vie de vin,Eaux-de-vie et liqueurs,Exports,Rouen,Afrique,,,
pintes,eau-de-vie de vin,Eaux-de-vie et liqueurs,Exports,Rouen,Amériques,,,
pintes,eau-de-vie de vin,Eaux-de-vie et liqueurs,Exports,,Suisse,,,
pintes,eau-de-vie de vin,Eaux-de-vie et liqueurs,Imports,,Angleterre,,,
pintes,eau-de-vie de vin,Eaux-de-vie et liqueurs,Imports,,Espagne,,,
pintes,eau-de-vie de vin,Eaux-de-vie et liqueurs,Imports,,Flandre et autres états de l'Empereur,,,
pintes,eau-de-vie de vin,Eaux-de-vie et liqueurs,Imports,,Hollande,,,
pintes,eau-de-vie de vin,Eaux-de-vie et liqueurs,Imports,,Nord,,,
pintes,eau-de-vie de vin,Eaux-de-vie et liqueurs,Imports,,Portugal,,,
pintes,eau-de-vie des prises,Eaux-de-vie et liqueurs,Imports,Rennes,Angleterre,,,
pintes,eau-de-vie diverse,Eaux-de-vie et liqueurs,Exports,Bordeaux,Angleterre,,,
pintes,eau-de-vie double,Eaux-de-vie et liqueurs,Exports,,Afrique,,,
pintes,eau-de-vie double,Eaux-de-vie et liqueurs,Exports,,Allemagne,,,
pintes,eau-de-vie double,Eaux-de-vie et liqueurs,Exports,,Amériques,,,
pintes,eau-de-vie double,Eaux-de-vie et liqueurs,Exports,Amiens,Angleterre,,,
pintes,eau-de-vie double,Eaux-de-vie et liqueurs,Exports,,Angleterre,,,
pintes,eau-de-vie double,Eaux-de-vie et liqueurs,Exports,Besançon,Allemagne,,,
pintes,eau-de-vie double,Eaux-de-vie et liqueurs,Exports,Besançon,France,,,
pintes,eau-de-vie double,Eaux-de-vie et liqueurs,Exports,Bordeaux,Angleterre,,,
pintes,eau-de-vie double,Eaux-de-vie et liqueurs,Exports,Bordeaux,États-Unis d'Amérique,,,
pintes,eau-de-vie double,Eaux-de-vie et liqueurs,Exports,Bordeaux,Hollande,,,
pintes,eau-de-vie double,Eaux-de-vie et liqueurs,Exports,Bordeaux,Nord,,,
pintes,eau-de-vie double,Eaux-de-vie et liqueurs,Exports,,Divers,,,
pintes,eau-de-vie double,Eaux-de-vie et liqueurs,Exports,,Espagne,,,
pintes,eau-de-vie double,Eaux-de-vie et liqueurs,Exports,,Flandre et autres états de l'Empereur,,,
pintes,eau-de-vie double,Eaux-de-vie et liqueurs,Exports,France,Afrique,,,
pintes,eau-de-vie double,Eaux-de-vie et liqueurs,Exports,France,Amériques,,,
pintes,eau-de-vie double,Eaux-de-vie et liqueurs,Exports,Grenoble,Italie,,,
pintes,eau-de-vie double,Eaux-de-vie et liqueurs,Exports,Grenoble,Suisse,,,
pintes,eau-de-vie double,Eaux-de-vie et liqueurs,Exports,,Hollande,,,
pintes,eau-de-vie double,Eaux-de-vie et liqueurs,Exports,,Italie,,,
pintes,eau-de-vie double,Eaux-de-vie et liqueurs,Exports,La Rochelle,Angleterre,,,
pintes,eau-de-vie double,Eaux-de-vie et liqueurs,Exports,La Rochelle,Flandre et autres états de l'Empereur,,,
pintes,eau-de-vie double,Eaux-de-vie et liqueurs,Exports,La Rochelle,France,,,
pintes,eau-de-vie double,Eaux-de-vie et liqueurs,Exports,La Rochelle,Hollande,,,
pintes,eau-de-vie double,Eaux-de-vie et liqueurs,Exports,La Rochelle,Nord,,,
pintes,eau-de-vie double,Eaux-de-vie et liqueurs,Exports,La Rochelle,Portugal,,,
pintes,eau-de-vie double,Eaux-de-vie et liqueurs,Exports,Lorient,Angleterre,,,
pintes,eau-de-vie double,Eaux-de-vie et liqueurs,Exports,Marseille,France,,,
pintes,eau-de-vie double,Eaux-de-vie et liqueurs,Exports,Montpellier,Angleterre,,,
pintes,eau-de-vie double,Eaux-de-vie et liqueurs,Exports,Montpellier,États-Unis d'Amérique,,,
pintes,eau-de-vie double,Eaux-de-vie et liqueurs,Exports,Montpellier,Flandre et autres états de l'Empereur,,,
pintes,eau-de-vie double,Eaux-de-vie et liqueurs,Exports,Montpellier,France,,,
pintes,eau-de-vie double,Eaux-de-vie et liqueurs,Exports,Montpellier,Hollande,,,
pintes,eau-de-vie double,Eaux-de-vie et liqueurs,Exports,Montpellier,Italie,,,
pintes,eau-de-vie double,Eaux-de-vie et liqueurs,Exports,Montpellier,Nord,,,
pintes,eau-de-vie double,Eaux-de-vie et liqueurs,Exports,Nantes,France,,,
pintes,eau-de-vie double,Eaux-de-vie et liqueurs,Exports,Nantes,Portugal,,,
pintes,eau-de-vie double,Eaux-de-vie et liqueurs,Exports,,Nord,,,
pintes,eau-de-vie double,Eaux-de-vie et liqueurs,Exports,Saint-Malo,Afrique,,,
pintes,eau-de-vie double,Eaux-de-vie et liqueurs,Imports,Amiens,Espagne,,,
pintes,eau-de-vie double,Eaux-de-vie et liqueurs,Imports,,Divers,,,
pintes,eau-de-vie double,Eaux-de-vie et liqueurs,Imports,,Espagne,,,
pintes,eau-de-vie et liqueurs,Eaux-de-vie et liqueurs,Imports,Saint-Domingue,[vide],,,
pintes,eau-de-vie par Marseille,Eaux-de-vie et liqueurs,Imports,,États-Unis d'Amérique,,,
pintes,eau-de-vie rectifiée,Eaux-de-vie et liqueurs,Exports,Marseille,France,,,
pintes,eau-de-vie rectifiée,Eaux-de-vie et liqueurs,Exports,Toulon,France,,,
pintes,eau-de-vie rectifiée,Eaux-de-vie et liqueurs,Exports,Toulon,Italie,,,
pintes,eau-de-vie royale,Eaux-de-vie et liqueurs,Exports,Bordeaux,Angleterre,,,
pintes,eau-de-vie royale,Eaux-de-vie et liqueurs,Exports,Bordeaux,États-Unis d'Amérique,,,
pintes,eau-de-vie royale,Eaux-de-vie et liqueurs,Exports,Bordeaux,Nord,,,
pintes,eau-de-vie scorbutique,Eaux-de-vie et liqueurs,Exports,Nantes,Afrique,,,
pintes,eau-de-vie simple de vin,Eaux-de-vie et liqueurs,Exports,,Afrique,,,
pintes,eau-de-vie simple,Eaux-de-vie et liqueurs,Exports,,Afrique,,,
pintes,eau-de-vie simple,Eaux-de-vie et liqueurs,Exports,,Allemagne,,,
pintes,eau-de-vie simple,Eaux-de-vie et liqueurs,Exports,,Amériques,,,
pintes,eau-de-vie simple,Eaux-de-vie et liqueurs,Exports,Amiens,Angleterre,,,
pintes,eau-de-vie simple,Eaux-de-vie et liqueurs,Exports,Amiens,Espagne,,,
pintes,eau-de-vie simple,Eaux-de-vie et liqueurs,Exports,Amiens,États-Unis d'Amérique,,,
pintes,eau-de-vie simple,Eaux-de-vie et liqueurs,Exports,Amiens,France,,,
pintes,eau-de-vie simple,Eaux-de-vie et liqueurs,Exports,Amiens,Nord,,,
pintes,eau-de-vie simple,Eaux-de-vie et liqueurs,Exports,,Angleterre,,,
pintes,eau-de-vie simple,Eaux-de-vie et liqueurs,Exports,,Asie,,,
pintes,eau-de-vie simple,Eaux-de-vie et liqueurs,Exports,Bayonne,Allemagne,,,
pintes,eau-de-vie simple,Eaux-de-vie et liqueurs,Exports,Bayonne,Amériques,,,
pintes,eau-de-vie simple,Eaux-de-vie et liqueurs,Exports,Bayonne,Espagne,,,
pintes,eau-de-vie simple,Eaux-de-vie et liqueurs,Exports,Bayonne,États-Unis d'Amérique,,,
pintes,eau-de-vie simple,Eaux-de-vie et liqueurs,Exports,Bayonne,France,,,
pintes,eau-de-vie simple,Eaux-de-vie et liqueurs,Exports,Bayonne,Nord,,,
pintes,eau-de-vie simple,Eaux-de-vie et liqueurs,Exports,Besançon,Allemagne,,,
pintes,eau-de-vie simple,Eaux-de-vie et liqueurs,Exports,Besançon,France,,,
pintes,eau-de-vie simple,Eaux-de-vie et liqueurs,Exports,Besançon,Suisse,,,
pintes,eau-de-vie simple,Eaux-de-vie et liqueurs,Exports,Bordeaux,Afrique,,,
pintes,eau-de-vie simple,Eaux-de-vie et liqueurs,Exports,Bordeaux,Amériques,,,
pintes,eau-de-vie simple,Eaux-de-vie et liqueurs,Exports,Bordeaux,Angleterre,,,
pintes,eau-de-vie simple,Eaux-de-vie et liqueurs,Exports,Bordeaux,Espagne,,,
pintes,eau-de-vie simple,Eaux-de-vie et liqueurs,Exports,Bordeaux,États-Unis d'Amérique,,,
pintes,eau-de-vie simple,Eaux-de-vie et liqueurs,Exports,Bordeaux,Flandre et autres états de l'Empereur,,,
pintes,eau-de-vie simple,Eaux-de-vie et liqueurs,Exports,Bordeaux,France,,,
pintes,eau-de-vie simple,Eaux-de-vie et liqueurs,Exports,Bordeaux,Hollande,,,
pintes,eau-de-vie simple,Eaux-de-vie et liqueurs,Exports,Bordeaux,Nord,,,
pintes,eau-de-vie simple,Eaux-de-vie et liqueurs,Exports,Caen,France,,,
pintes,eau-de-vie simple,Eaux-de-vie et liqueurs,Exports,Châlons,Allemagne,,,
pintes,eau-de-vie simple,Eaux-de-vie et liqueurs,Exports,Châlons,France,,,
pintes,eau-de-vie simple,Eaux-de-vie et liqueurs,Exports,Châlons,Suisse,,,
pintes,eau-de-vie simple,Eaux-de-vie et liqueurs,Exports,Charleville,Flandre et autres états de l'Empereur,,,
pintes,eau-de-vie simple,Eaux-de-vie et liqueurs,Exports,Charleville,France,,,
pintes,eau-de-vie simple,Eaux-de-vie et liqueurs,Exports,,Divers,,,
pintes,eau-de-vie simple,Eaux-de-vie et liqueurs,Exports,,Espagne,,,
pintes,eau-de-vie simple,Eaux-de-vie et liqueurs,Exports,,États-Unis d'Amérique,,,
pintes,eau-de-vie simple,Eaux-de-vie et liqueurs,Exports,,Flandre et autres états de l'Empereur,,,
pintes,eau-de-vie simple,Eaux-de-vie et liqueurs,Exports,Flandre,Flandre et autres états de l'Empereur,,,
pintes,eau-de-vie simple,Eaux-de-vie et liqueurs,Exports,France,Afrique,,,
pintes,eau-de-vie simple,Eaux-de-vie et liqueurs,Exports,France,Amériques,,,
pintes,eau-de-vie simple,Eaux-de-vie et liqueurs,Exports,Grenoble,Italie,,,
pintes,eau-de-vie simple,Eaux-de-vie et liqueurs,Exports,Grenoble,Suisse,,,
pintes,eau-de-vie simple,Eaux-de-vie et liqueurs,Exports,,Hollande,,,
pintes,eau-de-vie simple,Eaux-de-vie et liqueurs,Exports,,Italie,,,
pintes,eau-de-vie simple,Eaux-de-vie et liqueurs,Exports,La Rochelle,Afrique,,,
pintes,eau-de-vie simple,Eaux-de-vie et liqueurs,Exports,La Rochelle,Amériques,,,
pintes,eau-de-vie simple,Eaux-de-vie et liqueurs,Exports,La Rochelle,Angleterre,,,
pintes,eau-de-vie simple,Eaux-de-vie et liqueurs,Exports,La Rochelle,Espagne,,,
pintes,eau-de-vie simple,Eaux-de-vie et liqueurs,Exports,La Rochelle,États-Unis d'Amérique,,,
pintes,eau-de-vie simple,Eaux-de-vie et liqueurs,Exports,La Rochelle,Flandre et autres états de l'Empereur,,,
pintes,eau-de-vie simple,Eaux-de-vie et liqueurs,Exports,La Rochelle,France,,,
pintes,eau-de-vie simple,Eaux-de-vie et liqueurs,Exports,La Rochelle,Hollande,,,
pintes,eau-de-vie simple,Eaux-de-vie et liqueurs,Exports,La Rochelle,Nord,,,
pintes,eau-de-vie simple,Eaux-de-vie et liqueurs,Exports,Langres,Allemagne,,,
pintes,eau-de-vie simple,Eaux-de-vie et liqueurs,Exports,Langres,Flandre et autres états de l'Empereur,,,
pintes,eau-de-vie simple,Eaux-de-vie et liqueurs,Exports,Le Havre,Afrique,,,
pintes,eau-de-vie simple,Eaux-de-vie et liqueurs,Exports,Le Havre,Amériques,,,
pintes,eau-de-vie simple,Eaux-de-vie et liqueurs,Exports,Lorient,Angleterre,,,
pintes,eau-de-vie simple,Eaux-de-vie et liqueurs,Exports,Lyon,Suisse,,,
pintes,eau-de-vie simple,Eaux-de-vie et liqueurs,Exports,Marseille,France,,,
pintes,eau-de-vie simple,Eaux-de-vie et liqueurs,Exports,Montpellier,Angleterre,,,
pintes,eau-de-vie simple,Eaux-de-vie et liqueurs,Exports,Montpellier,Espagne,,,
pintes,eau-de-vie simple,Eaux-de-vie et liqueurs,Exports,Montpellier,États-Unis d'Amérique,,,
pintes,eau-de-vie simple,Eaux-de-vie et liqueurs,Exports,Montpellier,Flandre et autres états de l'Empereur,,,
pintes,eau-de-vie simple,Eaux-de-vie et liqueurs,Exports,Montpellier,France,,,
pintes,eau-de-vie simple,Eaux-de-vie et liqueurs,Exports,Montpellier,Hollande,,,
pintes,eau-de-vie simple,Eaux-de-vie et liqueurs,Exports,Montpellier,Italie,,,
pintes,eau-de-vie simple,Eaux-de-vie et liqueurs,Exports,Montpellier,Nord,,,
pintes,eau-de-vie simple,Eaux-de-vie et liqueurs,Exports,Nantes,Afrique,,,
pintes,eau-de-vie simple,Eaux-de-vie et liqueurs,Exports,Nantes,Amériques,,,
pintes,eau-de-vie simple,Eaux-de-vie et liqueurs,Exports,Nantes,Espagne,,,
pintes,eau-de-vie simple,Eaux-de-vie et liqueurs,Exports,Nantes,États-Unis d'Amérique,,,
pintes,eau-de-vie simple,Eaux-de-vie et liqueurs,Exports,Nantes,Flandre et autres états de l'Empereur,,,
pintes,eau-de-vie simple,Eaux-de-vie et liqueurs,Exports,Nantes,France,,,
pintes,eau-de-vie simple,Eaux-de-vie et liqueurs,Exports,Nantes,Hollande,,,
pintes,eau-de-vie simple,Eaux-de-vie et liqueurs,Exports,Nantes,Nord,,,
pintes,eau-de-vie simple,Eaux-de-vie et liqueurs,Exports,,Nord,,,
pintes,eau-de-vie simple,Eaux-de-vie et liqueurs,Exports,,Outre-mers,,,
pintes,eau-de-vie simple,Eaux-de-vie et liqueurs,Exports,,Portugal,,,
pintes,eau-de-vie simple,Eaux-de-vie et liqueurs,Exports,Rouen,Afrique,,,
pintes,eau-de-vie simple,Eaux-de-vie et liqueurs,Exports,Rouen,Amériques,,,
pintes,eau-de-vie simple,Eaux-de-vie et liqueurs,Exports,Rouen,Angleterre,,,
pintes,eau-de-vie simple,Eaux-de-vie et liqueurs,Exports,Rouen,Asie,,,
pintes,eau-de-vie simple,Eaux-de-vie et liqueurs,Exports,Rouen,Hollande,,,
pintes,eau-de-vie simple,Eaux-de-vie et liqueurs,Exports,Rouen,Nord,,,
pintes,eau-de-vie simple,Eaux-de-vie et liqueurs,Exports,Rouen,Portugal,,,
pintes,eau-de-vie simple,Eaux-de-vie et liqueurs,Exports,Rouen,Suisse,,,
pintes,eau-de-vie simple,Eaux-de-vie et liqueurs,Exports,Saint-Malo,Afrique,,,
pintes,eau-de-vie simple,Eaux-de-vie et liqueurs,Exports,Saint-Malo,Amériques,,,
pintes,eau-de-vie simple,Eaux-de-vie et liqueurs,Exports,Saint-Malo,Angleterre,,,
pintes,eau-de-vie simple,Eaux-de-vie et liqueurs,Exports,Saint-Malo,États-Unis d'Amérique,,,
pintes,eau-de-vie simple,Eaux-de-vie et liqueurs,Exports,Saint-Malo,Nord,,,
pintes,eau-de-vie simple,Eaux-de-vie et liqueurs,Exports,,Suisse,,,
pintes,eau-de-vie simple,Eaux-de-vie et liqueurs,Exports,Toulon,Angleterre,,,
pintes,eau-de-vie simple,Eaux-de-vie et liqueurs,Exports,Toulon,Flandre et autres états de l'Empereur,,,
pintes,eau-de-vie simple,Eaux-de-vie et liqueurs,Exports,Toulon,France,,,
pintes,eau-de-vie simple,Eaux-de-vie et liqueurs,Exports,Toulon,Hollande,,,
pintes,eau-de-vie simple,Eaux-de-vie et liqueurs,Exports,Toulon,Italie,,,
pintes,eau-de-vie simple,Eaux-de-vie et liqueurs,Exports,Toulon,Levant et Barbarie,,,
pintes,eau-de-vie simple,Eaux-de-vie et liqueurs,Imports,,Allemagne,,,
pintes,eau-de-vie simple,Eaux-de-vie et liqueurs,Imports,Amiens,Espagne,,,
pintes,eau-de-vie simple,Eaux-de-vie et liqueurs,Imports,Amiens,France,,,
pintes,eau-de-vie simple,Eaux-de-vie et liqueurs,Imports,Bayonne,France,,,
pintes,eau-de-vie simple,Eaux-de-vie et liqueurs,Imports,Caen,France,,,
pintes,eau-de-vie simple,Eaux-de-vie et liqueurs,Imports,,Divers,,,
pintes,eau-de-vie simple,Eaux-de-vie et liqueurs,Imports,,Espagne,,,
pintes,eau-de-vie simple,Eaux-de-vie et liqueurs,Imports,,Flandre et autres états de l'Empereur,,,
pintes,eau-de-vie simple,Eaux-de-vie et liqueurs,Imports,Grenoble,Italie,,,
pintes,eau-de-vie simple,Eaux-de-vie et liqueurs,Imports,,Hollande,,,
pintes,eau-de-vie simple,Eaux-de-vie et liqueurs,Imports,La Rochelle,France,,,
pintes,eau-de-vie simple,Eaux-de-vie et liqueurs,Imports,Lorient,France,,,
pintes,eau-de-vie simple,Eaux-de-vie et liqueurs,Imports,Marseille,France,,,
pintes,eau-de-vie simple,Eaux-de-vie et liqueurs,Imports,Nantes,France,,,
pintes,eau-de-vie simple,Eaux-de-vie et liqueurs,Imports,Rouen,Espagne,,,
pintes,eau-de-vie simple,Eaux-de-vie et liqueurs,Imports,Rouen,France,,,
