numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,sheet,marchandises,quantit,quantity_unit,bureaux,doubleaccounts
791,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,9,Genisses,26,génisses,"Languedoc, Provence et Roussillon",0
792,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,9,Genisses,70,génisses,"Lyon, Valence et Bresse",0
793,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,9,Genisses,16,génisses,Rethelois,0
794,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,9,Goudran,661,barils,Amiens et Soissons,0
795,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,9,Goudran,110,barils,Bayonne et Arzac,0
796,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,9,Goudran,84,barils,Caën par Mer,0
797,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,9,Goudran,41,barils,Caën par Terre,0
798,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,9,Goudran,124,barils,Convoy de Bordeaux,0
799,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,9,Goudran,1239,barils,La Rochelle,0
800,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,9,Goudran,115,barils,"Languedoc, Provence et Roussillon",0
801,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,9,Goudran,473,barils,Mayne et Anjou,0
802,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,9,Goudran,1111,barils,Nantes,0
803,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,9,Goudran,170,barils,Poitou,0
804,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,9,Goudran,3091,barils,Rouen,0
805,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,9,Goudran,121,barils,Tonne-Charente,0
806,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,9,Harancs ; blancs,3824,barils,Amiens et Soissons,0
807,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,9,Harancs ; blancs,10,barils,Bayonne et Arzac,0
808,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,9,Harancs ; blancs,5,barils,Bourges et Moulins,0
809,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,9,Harancs ; blancs,93,barils,Caën par Mer,0
810,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,9,Harancs ; blancs,427,barils,Caën par Terre,0
811,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,9,Harancs ; blancs,14,barils,Chaalons et Troyes,0
812,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,9,Harancs ; blancs,4738,barils,Convoy de Bordeaux,0
813,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,9,Harancs ; blancs,9908,barils,La Rochelle,0
814,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,9,Harancs ; blancs,429,barils,"Languedoc, Provence et Roussillon",0
815,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,9,Harancs ; blancs,4529,barils,Mayne et Anjou,0
816,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,9,Harancs ; blancs,10804,barils,Nantes,0
817,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,9,Harancs ; blancs,364,barils,Poitou,0
818,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,9,Harancs ; blancs,45,barils,Rethelois,0
819,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,9,Harancs ; blancs,29041,barils,Rouen,0
820,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,9,Harancs ; blancs,913,barils,Tonne-Charente,0
821,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,9,Harancs ; fors,23,barils,Amiens et Soissons,0
822,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,9,Harancs ; fors,1,barils,Bourges et Moulins,0
823,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,9,Harancs ; fors,20,barils,Caën par Mer,0
824,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,9,Harancs ; fors,27,barils,Caën par Terre,0
825,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,9,Harancs ; fors,2986,barils,Convoy de Bordeaux,0
826,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,9,Harancs ; fors,2210,barils,La Rochelle,0
827,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,9,Harancs ; fors,667,barils,"Languedoc, Provence et Roussillon",0
828,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,9,Harancs ; fors,710,barils,Mayne et Anjou,0
829,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,9,Harancs ; fors,1538,barils,Nantes,0
830,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,9,Harancs ; fors,7,barils,Poitou,0
831,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,9,Harancs ; fors,1,barils,Rethelois,0
832,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,9,Harancs ; fors,1319,barils,Rouen,0
833,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,9,Huille ; d'Olive,271406,livres,Amiens et Soissons,0
834,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,9,Huille ; d'Olive,61800,livres,Bayonne et Arzac,0
835,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,9,Huille ; d'Olive,147032,livres,Bourges et Moulins,0
836,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,9,Huille ; d'Olive,69961,livres,Caën par Mer,0
837,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,9,Huille ; d'Olive,51768,livres,Caën par Terre,0
838,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,9,Huille ; d'Olive,43750,livres,Convoy de Bordeaux,0
839,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,9,Huille ; d'Olive,1760,livres,Dijon et Chalons-sur_saone,0
840,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,9,Huille ; d'Olive,1103200,livres,La Rochelle,0
841,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,9,Huille ; d'Olive,286692,livres,"Languedoc, Provence et Roussillon",0
842,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,9,Huille ; d'Olive,202180,livres,"Lyon, Valence et Bresse",0
843,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,9,Huille ; d'Olive,198211,livres,Mayne et Anjou,0
844,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,9,Huille ; d'Olive,558249,livres,Nantes,0
845,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,9,Huille ; d'Olive,24034,livres,Poitou,0
846,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,9,Huille ; d'Olive,1203,livres,Rethelois,0
847,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,9,Huille ; d'Olive,2321936,livres,Rouen,0
848,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,9,Huille ; d'Olive,10316,livres,Tonne-Charente,0
849,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,9,Huille ; de Baleine,1232,barriques,Amiens et Soissons,0
850,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,9,Huille ; de Baleine,636,barriques,Bayonne et Arzac,0
851,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,9,Huille ; de Baleine,128,barriques,Caën par Mer,0
852,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,9,Huille ; de Baleine,19,barriques,Caën par Terre,0
853,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,9,Huille ; de Baleine,1161,barriques,Convoy de Bordeaux,0
854,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,9,Huille ; de Baleine,943,barriques,Mayne et Anjou,0
855,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,9,Huille ; de Baleine,1093,barriques,Nantes,0
856,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,9,Huille ; de Baleine,7902,barriques,Rouen,0
857,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,9,Huille ; de Graine,497,barriques,Amiens et Soissons,0
858,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,9,Huille ; de Graine,12,barriques,Caën par Mer,0
859,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,9,Huille ; de Graine,59,barriques,Chaalons et Troyes,0
860,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,9,Huille ; de Graine,154,barriques,Rethelois,0
861,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,9,Huille ; de Poisson,13,barriques,Amiens et Soissons,0
862,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,9,Huille ; de Poisson,207,barriques,Caën par Mer,0
863,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,9,Huille ; de Poisson,16,barriques,Convoy de Bordeaux,0
864,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,9,Huille ; de Poisson,127,barriques,La Rochelle,0
865,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,9,Huille ; de Poisson,2748,barriques,"Languedoc, Provence et Roussillon",0
866,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,9,Huille ; de Poisson,256,barriques,Mayne et Anjou,0
867,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,9,Huille ; de Poisson,1090,barriques,Nantes,0
868,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,9,Huille ; de Poisson,162,barriques,Poitou,0
869,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,9,Huille ; de Poisson,130,barriques,Rouen,0
870,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,9,Huille ; de Poisson,8,barriques,Tonne-Charente,0
871,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,9,Jambons,9902,livres,Amiens et Soissons,0
872,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,9,Jambons,5428,livres,Bourges et Moulins,0
873,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,9,Jambons,635,livres,Caën par Mer,0
874,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,9,Jambons,57,livres,Caën par Terre,0
875,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,9,Jambons,3034,livres,Chaalons et Troyes,0
876,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,9,Jambons,50,livres,Convoy de Bordeaux,0
877,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,9,Jambons,810,livres,Dijon et Chalons-sur_saone,0
878,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,9,Jambons,3330,livres,La Rochelle,0
879,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,9,Jambons,628,livres,"Lyon, Valence et Bresse",0
880,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,9,Jambons,570,livres,Mayne et Anjou,0
881,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,9,Jambons,15575,livres,Nantes,0
882,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,9,Jambons,30875,livres,Poitou,0
883,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,9,Jambons,1310,livres,Rethelois,0
884,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,9,Jambons,136374,livres,Rouen,0
885,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,9,Jambons,260,livres,Tonne-Charente,0
886,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,9,Jumens,1,juments,Caën par Mer,0
887,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,9,Jumens,107,juments,Chaalons et Troyes,0
888,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,9,Jumens,155,juments,Dijon et Chalons-sur_saone,0
889,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,9,Jumens,21,juments,"Languedoc, Provence et Roussillon",0
890,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,9,Jumens,12,juments,"Lyon, Valence et Bresse",0
891,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,9,Jumens,13,juments,Mayne et Anjou,0
892,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,9,Jumens,5,juments,Poitou,0
893,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,9,Jumens,18,juments,Rethelois,0
894,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,10,Laine ; d'Autriche,101439,livres,Amiens et Soissons,0
895,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,10,Laine ; d'Autriche,10650,livres,Caën par Terre,0
896,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,10,Laine ; d'Autriche,1250,livres,Dijon et Chalons-sur_saone,0
897,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,10,Laine ; d'Autriche,4320,livres,Mayne et Anjou,0
898,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,10,Laine ; d'Autriche,330324,livres,Rouen,0
899,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,10,Laine ; de Vigogne,78,livres,Caën par Terre,0
900,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,10,Laine ; de Vigogne,2,livres,La Rochelle,0
901,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,10,Laine ; de Vigogne,25,livres,"Lyon, Valence et Bresse",0
902,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,10,Laines ; d'Aignelin,3120,livres,Amiens et Soissons,0
903,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,10,Laines ; d'Aignelin,5830,livres,Bourges et Moulins,0
904,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,10,Laines ; d'Aignelin,26250,livres,Caën par Mer,0
905,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,10,Laines ; d'Aignelin,18210,livres,Caën par Terre,0
906,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,10,Laines ; d'Aignelin,1183,livres,Chaalons et Troyes,0
907,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,10,Laines ; d'Aignelin,28345,livres,La Rochelle,0
908,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,10,Laines ; d'Aignelin,17528,livres,Mayne et Anjou,0
909,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,10,Laines ; d'Aignelin,6230,livres,Nantes,0
910,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,10,Laines ; d'Aignelin,195536,livres,Poitou,0
911,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,10,Laines ; d'Aignelin,9300,livres,Rethelois,0
912,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,10,Laines ; d'Aignelin,81808,livres,Rouen,0
913,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,10,Laines ; d'Aignelin,1725,livres,Tonne-Charente,0
914,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,9,Laines ; de toutes sortes,453254,livres,Amiens et Soissons,0
915,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,9,Laines ; de toutes sortes,515400,livres,Bayonne et Arzac,0
916,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,9,Laines ; de toutes sortes,2367,livres,Bourges et Moulins,0
917,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,9,Laines ; de toutes sortes,46544,livres,Caën par Mer,0
918,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,9,Laines ; de toutes sortes,259586,livres,Caën par Terre,0
919,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,9,Laines ; de toutes sortes,47647,livres,Chaalons et Troyes,0
920,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,9,Laines ; de toutes sortes,48060,livres,Convoy de Bordeaux,0
921,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,9,Laines ; de toutes sortes,1937,livres,Dijon et Chalons-sur_saone,0
922,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,9,Laines ; de toutes sortes,511533,livres,La Rochelle,0
923,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,9,Laines ; de toutes sortes,2015504,livres,"Languedoc, Provence et Roussillon",0
924,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,9,Laines ; de toutes sortes,425,livres,"Lyon, Valence et Bresse",0
925,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,9,Laines ; de toutes sortes,53858,livres,Mayne et Anjou,0
926,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,9,Laines ; de toutes sortes,170844,livres,Nantes,0
927,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,9,Laines ; de toutes sortes,135119,livres,Poitou,0
928,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,9,Laines ; de toutes sortes,45750,livres,Rethelois,0
929,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,9,Laines ; de toutes sortes,1331158,livres,Rouen,0
930,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,9,Laines ; de toutes sortes,6323,livres,Tonne-Charente,0
931,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,9,Laiton ; braisé,1056,livres,Dijon et Chalons-sur_saone,0
932,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,9,Laiton ; braisé,229,livres,"Languedoc, Provence et Roussillon",0
933,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,9,Laiton ; braisé,662,livres,"Lyon, Valence et Bresse",0
934,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,9,Laiton ; braisé,9062,livres,Rouen,0
935,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,9,Laiton ; braisé,15700,livres,Tonne-Charente,0
936,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,10,Ligature ; de fil et soye,25,pièces,Amiens et Soissons,0
937,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,10,Ligature ; de fil et soye,2,pièces,Convoy de Bordeaux,0
938,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,10,Ligature ; de fil et soye,333,pièces,Paris,0
939,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,10,Ligature ; de fil et soye,2,pièces,Rouen,0
940,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,10,Ligature ou Droguet ; de fil et laine,1588,pièces,Amiens et Soissons,0
941,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,10,Ligature ou Droguet ; de fil et laine,69,pièces,Convoy de Bordeaux,0
942,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,10,Ligature ou Droguet ; de fil et laine,1723,pièces,Paris,0
943,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,10,Lin ; de toutes sortes,352448,livres,Amiens et Soissons,0
944,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,10,Lin ; de toutes sortes,1200,livres,Bourges et Moulins,0
945,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,10,Lin ; de toutes sortes,100,livres,Caën par Mer,0
946,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,10,Lin ; de toutes sortes,2242,livres,Caën par Terre,0
947,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,10,Lin ; de toutes sortes,4702,livres,Chaalons et Troyes,0
948,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,10,Lin ; de toutes sortes,22895,livres,Convoy de Bordeaux,0
949,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,10,Lin ; de toutes sortes,1111,livres,Dijon et Chalons-sur_saone,0
950,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,10,Lin ; de toutes sortes,36470,livres,La Rochelle,0
951,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,10,Lin ; de toutes sortes,67686,livres,"Languedoc, Provence et Roussillon",0
952,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,10,Lin ; de toutes sortes,13707,livres,"Lyon, Valence et Bresse",0
953,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,10,Lin ; de toutes sortes,23127,livres,Mayne et Anjou,0
954,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,10,Lin ; de toutes sortes,77573,livres,Nantes,0
955,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,10,Lin ; de toutes sortes,2239,livres,Paris,0
956,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,10,Lin ; de toutes sortes,5111,livres,Poitou,0
957,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,10,Lin ; de toutes sortes,788,livres,Rethelois,0
958,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,10,Lin ; de toutes sortes,10864,livres,Rouen,0
959,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,10,Lin ; de toutes sortes,216,livres,Tonne-Charente,0
960,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,10,Linge ; de Toille ; d'Estoupes,183,livres,Chaalons et Troyes,0
961,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,10,Linge ; de toutes sortes,4931,livres,Amiens et Soissons,0
962,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,10,Linge ; de toutes sortes,110,livres,Bourges et Moulins,0
963,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,10,Linge ; de toutes sortes,50,livres,Caën par Terre,0
964,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,10,Linge ; de toutes sortes,2151,livres,Chaalons et Troyes,0
965,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,10,Linge ; de toutes sortes,355,livres,Dijon et Chalons-sur_saone,0
966,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,10,Linge ; de toutes sortes,10,livres,La Rochelle,0
967,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,10,Linge ; de toutes sortes,18,livres,"Lyon, Valence et Bresse",0
968,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,10,Linge ; de toutes sortes,4250,livres,Mayne et Anjou,0
969,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,10,Linge ; de toutes sortes,60,livres,Nantes,0
970,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,10,Linge ; de toutes sortes,2287,livres,Paris,0
971,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,10,Linge ; de toutes sortes,1225,livres,Poitou,0
972,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,10,Linge ; de toutes sortes,525,livres,Rethelois,0
973,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,10,Linge ; de toutes sortes,14,livres,Rouen,0
974,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,10,Linge ; de toutes sortes,160,livres,Tonne-Charente,0
975,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,10,Lingettes,18,pièces,Caën par Terre,0
976,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,10,Lingettes,33,pièces,Convoy de Bordeaux,0
977,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,10,Lingettes,2,pièces,Nantes,0
978,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,10,Lingettes,75,pièces,Rouen,0
979,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,10,Lingettes,12,pièces,Tonne-Charente,0
980,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,10,Marroquins,168,maroquins,Amiens et Soissons,0
981,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,10,Marroquins,1054,maroquins,Bourges et Moulins,0
982,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,10,Marroquins,48,maroquins,Caën par Mer,0
983,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,10,Marroquins,9,maroquins,Caën par Terre,0
984,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,10,Marroquins,101,maroquins,Convoy de Bordeaux,0
985,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,10,Marroquins,108,maroquins,La Rochelle,0
986,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,10,Marroquins,5425,maroquins,"Languedoc, Provence et Roussillon",0
987,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,10,Marroquins,754,maroquins,"Lyon, Valence et Bresse",0
988,Jérémy Hervelin,AN F12 1834A,Out/1671.csv,Out,1671,Imports,10,Marroquins,124,maroquins,Mayne et Anjou,0
