marchandises	marchandises_normalisees_inter	marchandises_normalisees	product_prix	dutchtranslation	englishproduct	unit	alternativenames	source_rg_1774	source_rgbase	source_france	source_france_direction	source_sound	v14	v15	remarques	nbr_lignes_fr
Saquins	Argent ; or ; sequins	Monnaie ; Sequin						0	0	1	0					1
Sardines	Sardines	Poisson ; de mer; sardine						0	0	1	0					1
Sardines ; Salées	Sardines ; salées	Poisson ; de mer; salé ; sardine						0	0	1	0					3
Sardines ; sallées	Sardines ; salées	Poisson ; de mer; salé ; sardine						0	0	1	0					1
Sardines ; salées	Sardines ; salées	Poisson ; de mer; salé ; sardine						0	0	1	0					1
Sardines ; salés	Sardines ; salées	Poisson ; de mer; salé ; sardine						0	0	1	0					3
Sardines salées	Sardines ; salées	Poisson ; de mer; salé ; sardine						0	0	1	0					1
Sardines salés	Sardines ; salées	Poisson ; de mer; salé ; sardine						0	0	1	0					2
Sarrasin	Sarrasin	Grains ; sarrasin										1				1
Sasses	Sas	Sas						0	0	1	0					1
Satin	Satin	Satin						0	0	1	0	1				3
Satin ; brodé ; en or	Satin ; brodé ; en or	Satin ; brodé ; en or						0	0	1	0					1
Saucisses	Saucisses	Saucisses						0	0	1	0	1				1
Saucisson	Saucissons	Saucissons						0	0	1	0					3
Saucissons	Saucissons	Saucissons						0	0	1	0					1
Saulx	Seaux	Seaux						0	0	1	0					2
Saumare	Saumare	Saumure						0	0	1	0					1
Saumon	Saumon	Saumon						0	0	1	0	1				1
Saumon ; frais	Saumon ; frais	Saumon ; frais						0	0	1	0					2
Saumon ; fumé	Saumon ; frais	Saumon ; frais						0	0	1	0					2
Saumon ; fumée	Saumon ; salé	Saumon ; salé						0	0	1	0					1
Saumon ; salé	Saumon ; salé	Saumon ; salé						0	0	1	0					1
Saumons	Saumons	Saumon										1				1
Saumons ; Salés	Saumon ; salé	Saumon ; salé						0	0	1	0					27
Saumons ; frais	Saumon ; frais	Saumon ; frais						0	0	1	0					1
Saumons ; fumés	Saumon ; fumé	Saumon ; fumé						0	0	1	0					1
Saumons ; mariné	Saumon ; mariné	Saumon ; mariné						0	0	1	0					9
Saumons ; marinés	Saumon ; mariné	Saumon ; mariné						0	0	1	0					10
Saumons ; salée	Saumon ; salé	Saumon ; salé						0	0	1	0					2
Saumons ; salés	Saumon ; salé	Saumon ; salé						0	0	1	0					2
Saumoule	Semoule	Semoule						0	0	1	0					2
Saumure	Saumure	Saumure						0	0	1	0					2
Savon	Savon	Savon						0	0	1	1	1				5
Savon ; blanc	Savon ; blanc	Savon ; blanc						0	0	1	0					3
Savon ; d'Alicante	Savon ; d'Alicante	Savon ; d'Alicante						0	0	1	0					10
Savon ; d'alicant	Savon ; blanc	Savon ; blanc						0	0	1	0					1
Savon ; d'alicante	Savon ; d'alicante	Savon ; d'Alicante						0	0	1	0					10
Savon ; madré	Savon ; d'alicante	Savon ; d'Alicante						0	0	1	0					3
Savon ; marbré	Savon ; marbré	Savon ; marbré						0	0	1	0					2
Savon ; mol	Savon ; marbré	Savon ; marbré						0	0	1	0					1
Savon ; noir	Savon ; noir	Savon ; noir						0	0	1	0					1
Savon blanc	Savon ; blanc	Savon ; blanc						0	0	1	0	1				1
Savon d`Espagne	Savon ; d`Espagne	Savon ; d’Espagne										1				1
Savon d’Espagne	Savon ; d’Espagne	Savon ; d’Espagne										1				1
Savon et cuir	Savon ; et cuir	Savon et cuir										1				12
Savon et pruneaux	Savon et pruneaux	Savon et pruneaux										1				
Savon vert	Savon ; vert	Savon ; vert										1				2
Savon. verd	Savon ; vert	Savon ; vert						0	0	1	0					8
Savonettes	Savonettes	Savonnettes						0	0	1	0					3
Savonnettes	Savonettes	Savonnettes						0	0	1	0					1
Savons	Savon	Savon						0	0	1	0					2
Saxafras	Saxafras	Saxafras						0	0	1	0					118
Sayessa	Sayessa	Sayessa						0	0	1	0					3
Sayette fin	Saindoux	Saindoux										1				1
Sayndoux	Saindoux	Saindoux						0	0	1	0					1
Scamoncé	Scamoncé	Scamonée						0	0	1	0					98
Scamonée	Scamonée	Scamonée						0	0	1	0					90
Scarfs	Scarfs	Scarfs										1				7
Scaux ; de bois	Sceaux ; de bois	Seaux ; de bois						0	0	1	0					5
Sceaux ; de bois	Sceaux ; de bois	Seaux ; de bois						0	0	1	0					6
Sceaux de bois	Seaux ; de bois	Seaux ; de bois						0	0	1	0					4
Schine	Chine	Chine						0	0	1	0					4
Schiste	Schiste	Schiste										1				1
Scielle	Scielle	Scielle						0	0	1	0					1
Scies	Scies	Quincailleries ; de fer ; scies						0	0	1	0					2
Seaux	Seaux	Seaux						0	0	1	0	1				1
Seaux ; de bois	Seaux ; de bois	Seaux ; de bois						0	0	1	0					59
Seaux de bois	Seaux ; de bois	Seaux ; de bois						0	0	1	0					3
Sebestre	Sebestes	Sebestes						0	0	1	0					1
Sebete	Sebestes	Sebestes						0	0	1	0					61
Secretaires	Secrétaires	Secrétaires						0	0	1	0					3
Seigle	Seigle	Grains ; seigle									1	1				20
Seigle et blé	Seigle ; et blé	Grains ; seigle et blé										1				
Seigle et bâtons	Seigle ; et bâtons	Marchandises diverses										1				
Seigle et orge	Seigle ; et orge	Grains ; seigle et orge										1				1
Seindoux	Saindoux	Saindoux						0	0	1	0					1
Seines	Seines	Seines										1				3
Sekt	Sekt	Sekt										1				4
Sel	Sel	Sel						0	0	1	1	1				7
Sel ; ammoniac	Drogues ; chimiques ; Sel ammoniac	Drogue ; chimique ; sel ammoniac						0	0	1	0					6
Sel ; ammonisé	Sel ; ammoniac	Drogue ; chimique ; sel ammoniac						0	0	1	0					27
Sel ; antartique	Sel ; antarctique	Sel ; antarctique						0	0	1	0					1
Sel ; armoniac	Sel ; ammoniac	Drogue ; chimique ; sel ammoniac						0	0	1	0					2
Sel ; blanc	Sel ; blanc	Sel ; blanc									1					2
Sel ; chimique	Sel ; chimique	Sel ; chimique						0	0	1	0					2
Sel ; d'Angleterre	Sel ; chimique	Sel ; chimique						0	0	1	0					10
Sel ; d'Oleron	Sel ; chimique	Sel ; chimique						0	0	1	0					1
Sel ; d'angleterre	Sel ; d'Angleterre	Sel ; d'Angleterre						0	0	1	0					2
Sel ; d'yposum	Sel ; d'ypossum	Sel ; d'ypossum						0	0	1	0					2
Sel ; d'ypsum	Sel ; d'ypossum	Sel ; d'ypossum						0	0	1	0					7
Sel ; de	Sel ; de ?	Sel						0	0	1	0					1
Sel ; de Franche Comté	Sel ; de Franche-Comté	Sel ; de Franche-Comté						0	0	1	0					1
Sel ; de Globert	Sel ; de Globert	Sel ; de Globert						0	0	1	0					2
Sel ; de Poulinguen	Sel ; de Poulinguen	Sel ; de Poulinguen						0	0	1	0					2
Sel ; de Rez	Sel ; de Rez	Sel ; de Rez						0	0	1	0					1
Sel ; de Satturne	Sel ; de saturne	Sel ; de saturne						0	0	1	0					1
Sel ; de Saturne	Sels ; de saturne	Drogue ; chimique ; Sel saturne						0	0	1	0					108
Sel ; de carabé	Sel ; de carabé	Sel ; de carabé						0	0	1	0					15
Sel ; de glauber	Sel ; de Globert	Sel ; de Globert						0	0	1	0					2
Sel ; de globert	Sel ; de globert	Sel ; de Globert						0	0	1	0					10
Sel ; de lorraine	Sel ; de Lorraine	Sel ; de Lorraine						0	0	1	0					2
Sel ; de nitres	Sel ; de nitres	Sel ; de nitres						0	0	1	0					15
Sel ; de roche	Sel ; de roche	Sel ; de roche						0	0	1	0					3
Sel ; de samoine	Sel ; de samoine	Sel ; de samoine						0	0	1	0					2
Sel ; de saturne	Sels ; de saturne	Drogue ; chimique ; Sel saturne						0	0	1	0					2
Sel ; de sauvene	Sel ; de saturne	Sel ; de saturne						0	0	1	0					6
Sel ; de seignette	Sel ; de seignette	Sel ; de seignette						0	0	1	0					2
Sel ; de tamarin	Sel ; de tamarin	Sel ; de tamarin						0	0	1	0					1
Sel ; de tartre	Sel ; de tartre	Sel ; de tartre						0	0	1	0					9
Sel ; de verre	Sel ; de verre	Sel ; de verre						0	0	1	0					3
Sel ; geme	Sel ; de verre	Sel ; de verre						0	0	1	0					1
Sel ; gemme	Sel ; gemme	Sel ; gemme						0	0	1	0					4
Sel ; gris	Sel ; gris	Sel ; gris									1					68
Sel ; grum	Sel ; gemme	Sel ; gemme						0	0	1	0					1
Sel ; géme	Sel ; gemme	Sel ; gemme						0	0	1	0					22
Sel ; medecinal	Sel ; médicinal	Sel ; médicinal						0	0	1	0					6
Sel ; medicinal	Sel ; médicinal	Sel ; médicinal						0	0	1	0					1
Sel ; mineral	Sel ; minéral	Sel ; minéral						0	0	1	0					2
Sel ; misay	Sel ; mistry	Sel ; mistry						0	0	1	0					11
Sel ; mistry	Sel ; mistry	Sel ; mistry						0	0	1	0					12
Sel ; ordinaire	Sel ; ordinaire	Sel ; ordinaire						0	0	1	0					3
Sel ; peccain	Sel ; peccain	Sel ; peccain						0	0	1	0					22
Sel ; sucsin	Sel ; sucsin	Sel ; sucsin						0	0	1	0					13
Sel ; volatile	Sel; volatile	Sel; volatile						0	0	1	0					1
Sel d`Espagne	Sel ; d'Espagne	Sel ; d'Espagne										1				4
Sel de France	Sel ; de France	Sel ; de France										1				1
Sel de Lunenbourg	Sel ; de Lunenbourg	Sel ; de Lunenbourg										1				7
Sel de tamarin	Sel ; de tamarin	Sel ; de tamarin						0	0	1	0					1
Sel. armoniac	Sel ; ammoniac	Drogue ; chimique ; sel ammoniac						0	0	1	0					2
Selle ; de cheval	Selle ; de cheval	Selle ; de cheval						0	0	1	0					2
Selleries	Selleries	Sellerie														32
Selles ; de cheval	Selle ; de cheval	Selle ; de cheval						0	0	1	0					6
Selles ; à cheval	Selle ; de cheval	Selle ; de cheval						0	0	1	0					2
Selles de cheval	Selle ; de cheval	Selle ; de cheval						0	0	1	0					4
Selles de cheveaux	Selle ; de cheval	Selle ; de cheval						0	0	1	0					15
Sellet et télescope	Sellet et télescope	Sellet et télescope														1
Selpetre	Salpêtre	Salpêtre						0	0	1	0					6
Selpêtre	Salpêtre	Salpêtre						0	0	1	0					1
Sels ; armoniac	Sel ; ammoniac	Drogue ; chimique ; sel ammoniac						0	0	1	0					1
Sels ; artique	Sel ; ammoniac	Drogue ; chimique ; sel ammoniac						0	0	1	0					1
Sels ; d'absinte	Sel ; ammoniac	Drogue ; chimique ; sel ammoniac						0	0	1	0					1
Sels ; d'angleterre	Sel ; d'Angleterre	Sel ; d'Angleterre						0	0	1	0					5
Sels ; d'armoniac	Sel ; d'Angleterre	Sel ; d'Angleterre						0	0	1	0					1
Sels ; d'ypsum	Sel ; d'ypossum	Sel ; d'ypossum						0	0	1	0					4
Sels ; de Saturne	Sels ; de saturne	Drogue ; chimique ; Sel saturne						0	0	1	0					1
Sels ; de globert	Sel ; de Globert	Sel ; de Globert						0	0	1	0					14
Sels ; de nitre	Sel ; de Globert	Sel ; de Globert						0	0	1	0					1
Sels ; de saturne	Sels ; de saturne	Drogue ; chimique ; Sel saturne						0	0	1	0					1
Sels ; de tamarin	Sel ; de tamarin	Sel ; de tamarin						0	0	1	0					1
Sels ; de verre	Sel ; de verre	Sel ; de verre						0	0	1	0					1
Sels ; en grabeau	Sel ; en grabeau	Sel ; en grabeau						0	0	1	0					16
Sels ; grum	Sel ; gemme	Sel ; gemme						0	0	1	0					16
Sels ; mestry	Sel ; mistry	Sel ; mistry						0	0	1	0					2
Sels ; vegetal	Sel ; végétal	Sel ; végétal						0	0	1	0					7
Sels chimiques	Sel ; chimique	Sel ; chimique						0	0	0	0					1
Semailles d’oignon	Semailles ; d’oignon	Graine ; d'oignon										1				9
Semen ; cantra	Semen ; contra	Drogue ; médicinale ; Semen contra						0	0	1	0					1
Semen ; contra	Semen ; contra	Drogue ; médicinale ; Semen contra						0	0	1	0					1
Semen contra	Semen ; contra	Drogue ; médicinale ; Semen contra						0	0	1	0					2
Semen coutra	Semen ; contra	Drogue ; médicinale ; Semen contra						0	0	1	0					2
Semen-contra	Semen ; contra	Drogue ; médicinale ; Semen contra						0	0	1	0					6
Semen-coutra	Semen-coutra	Drogue ; médicinale ; Semen contra						0	0	1	0					1
Semence ; de perles	Semence ; de perles	Semence ; de perles						0	0	1	0					7
Semence ; froides	Semence ; froides	Semence ; froides						0	0	1	0					13
Semences ; de perles	Semence ; de perles	Semence ; de perles						0	0	1	0					5
Semences ; froides	Semence ; froides	Semence ; froides						0	0	1	0					1
Semences froides	Semence ; froides	Semence ; froides						0	0	1	0					1
Semencine	Semencine	Semencine						0	0	1	0					8
Semencontra	Semen ; contra	Drogue ; médicinale ; Semen contra						0	0	1	0					7
Semendaci	Semen ; contra	Drogue ; médicinale ; Semen contra						0	0	1	0					1
Semoires	Semoirs	Semoirs						0	0	1	0					1
Semoule	Semoule	Semoule						0	0	1	0					4
Semoulle	Semoule	Semoule						0	0	1	0					7
Sempiterne	Sempiterne	Sempiterne						0	0	1	0					12
Sendaline	Sempiterne	Sempiterne						0	0	1	0					10
Sennes ; à pescher	Séné ; à pêcher	Séné ; à pêcher						0	0	1	0					1
Sennes à pescher	Séné ; à pêcher	Séné ; à pêcher						0	0	1	0					2
Sené	Séné	Drogue ; médicinale ; séné						0	0	1	0					1
Sequins	Argent ; or ; sequins	Argent ; sequins						0	0	1	0					2
Serans	Serins	Serins						0	0	1	0					1
Serans à peigner le lin	Serins ; à peigner le lin	Serins ; à peigner le lin						0	0	1	0					1
Serans à peignes le lin	Serins ; à peigner le lin	Serins ; à peigner le lin						0	0	1	0					1
Serge	Serge	Drap ; serge										1				1
Serge ; de Lille	Serge ; de Lille	Drap ; serge ; de Lille						0	0	1	0					5
Serge ; de l'Ille	Serge ; de l'Ille	Drap ; serge ; de Lille						0	0	1	0					4
Serge ; de laine	Serge ; de laine	Drap ; serge						0	0	1	0					2
Serge ; de soye	Serge ; de soie	Étoffe ; serge de soie						0	0	1	0					6
Serge ; drapé	Serge ; drapé	Drap ; serge						0	0	1	0					1
Serge ; drapée	Serge ; drapé	Drap ; serge						0	0	1	0					111
Serge ; à doubler	Serge ; à doubler	Drap ; serge ; à doubler						0	0	1	0					1
Serhe ; de Montauban	Serge ; de Montauban	Drap ; serge ; de Montauban						0	0	1	0					2
Serinettes	Serinettes	Serinettes						0	0	1	0					1
Seringues	Seringues	Seringues						0	0	1	0					4
Seringues ; d'étaim	Seringues ; d'étaim	Seringues ; d'étain						0	0	1	0					8
Seringues d'etaim	Seringues ; d'étaim	Seringues ; d'étain						0	0	1	0					2
Serpentera virgina	Serpentera virgina	Serpentera virgina						0	0	1	0					40
Serpentin ; à disti.	Serpentin ; à disti.	Serpentin ; à distiller						0	0	1	0					1
Serpes	Serpes	Serpes						0	0	1	0					1
Serratule de teinture	Serratule ; de teinture	Serratule ; de teinture										1				2
Serrures	Serrures	Ouvrage ; de serrurerie						0	0	1	0					3
Serviettes	Serviettes	Serviette						0	0	1	0					2
Serviettes (de table)	Serviettes ; de table	Serviette ; de table										1				1
Serviettes ; a napes	Serviettes ; à nappes	Serviette ; à nappe						0	0	1	0					6
Seïndoux	Saindoux	Saindoux						0	0	1	0					1
Siamoise	Siamoise	Toile ; de fil de coton ; siamoise						0	0	1	0					3
Silex	Silex	Silex										1				11
Simple fil	Simple fil	Fil										1				1
Siné	Séné	Drogue ; médicinale ; séné						0	0	1	0					1
Siramonbas	Siramonbas	Siramonbas						0	0	1	0					1
Sirop	Sirop	Sirop										1				8
Sirop ; capilaire	Sirop ; de capillaire	Sirop ; de capillaire						0	0	1	0					1
Sirop ; d'Alkerne	Sirop ; d'alherme	Sirop ; d'alherme						0	0	1	0					1
Sirop ; d'alKerme	Sirop ; d'alherme	Sirop ; d'alherme						0	0	1	0					4
Sirop ; d'alherme	Sirop ; d'alherme	Sirop ; d'alherme						0	0	1	0					171
Sirop ; d'alkerme	Sirop ; d'alherme	Sirop ; d'alherme						0	0	1	0					3
Sirop ; d'alkerme ?	Sirop ; d'alherme	Sirop ; d'alherme						0	0	1	0					7
Sirop ; d'altea	Sirop ; d'alherme	Sirop ; d'alherme						0	0	1	0					95
Sirop ; d'amont	Sirop ; d'amont	Sirop ; d'amont						0	0	1	0					3
Sirop ; d'orgeat	Sirop ; d'orgeat	Sirop ; d'orgeat						0	0	1	0					1
Sirop ; de Violette	Sirop ; de violette	Sirop ; de violette						0	0	1	0					
Sirop ; de calabre	Sirop ; de calabre	Sirop ; de calabre						0	0	1	0					209
Sirop ; de calbasse	Sirop ; de calabre	Sirop ; de calabre						0	0	1	0					3
Sirop ; de capilaire	Sirop ; de capillaire	Sirop ; de capillaire						0	0	1	0					1
Sirop ; de capilaires	Sirop ; de capillaire	Sirop ; de capillaire						0	0	1	0					
Sirop ; de capillaire	Sirop ; de capillaire	Sirop ; de capillaire						0	0	1	0					
Sirop ; de capitaine	Sirop ; de capitaine	Sirop ; de capitaine						0	0	1	0					
Sirop ; de citron	Sirop ; de citron	Sirop ; de citron						0	0	1	0					
Sirop ; de coriande	Sirop ; de coriande	Sirop ; de coriande						0	0	1	0					
Sirop ; de melasse	Sirop ; mélasse	Sirop ; mélasse						0	0	1	0					
Sirop ; des Isles	Sirop ; des Iles	Sirop ; des Iles						0	0	1	0					
Sirop ; des isles	Sirop ; des Iles	Sirop ; des Iles						0	0	1	0					
Sirop ; melasse	Sirop ; mélasse	Sirop ; mélasse						0	0	1	0					
Sirop ; melssae	Sirop ; mélasse	Sirop ; mélasse						0	0	1	0					
Sirop ; mélasse	Sirop ; mélasse	Sirop ; mélasse						0	0	1	0					1
Sirop de capilaire	Sirop ; de capillaire	Sirop ; de capillaire						0	0	1	0					
Sirops	Sirop	Sirop						0	0	0	0					
Sistresay	Sistresay	Sistresay						0	0	1	0					
Sistresaye	Sistresay	Sistresay						0	0	1	0					
Sivadille	Sivadille	Drogue ; médicinale ; Cévadille						0	0	1	0					
Socs de charrues	Socs ; de charrues	Soc ; de charrue						0	0	1	0					
Socs de charrüe	Socs ; de charrues	Soc ; de charrue						0	0	1	0					
Socs de cherrues	Socs ; de charrues	Soc ; de charrue						0	0	1	0					
Soes de charues	Socs ; de charrues	Soc ; de charrue						0	0	1	0					
Soie	Soie	Soie						0	0	0	0	1				
Soie ; de la chaine	Soie ; de la chaîne	Soie ; de la chaîne														
Soie ; de porc	Soie ; de porc	Soie ; de porc														
Soie ; des indes	Soie ; des Indes	Soie ; des Indes						0	0	1	0					
Soie ; dite fleuret	Soie ; fleuret	Soie ; fleuret						0	0	1	0					
Soie ; diverse	Soie ; diverse	Soie						0	0	1	0					
Soie ; en cocon	Soie ; en cocon	Soie ; en cocon						0	0	1	0					
Soie ; en suaze (?)	Soie ; en suaze (?)	Soie ; en suaze (?)						0	0	1	0					
Soie ; filozelle	Soie ; filoselle	Soie ; filoselle						0	0	1	0					
Soie ; ouvrée	Soie ; ouvrée	Soie ; ouvrée									1					
Soie ; à coudre	Soie ; à coudre	Soie ; à coudre									1					
Soie ; écrue	Soie ; écrue	Soie ; écrue														
Soie brut	Soie ; brute	Soie ; brute										1				275
Soie brute	Soie ; brute	Soie ; brute										1				2
Soie de Chine	Soie ; de Chine	Soie ; de Chine										1				2
Soie et filoselle	Soie ; filoselle	Soie ; filoselle						0	0	0	0					21
Soie filée	Soie ; filée	Soie ; filée										1				3
Soie pour tisser	Soie ; pour tisser	Soie ; pour tisser										1				1
Soie transformée	Soie ; ouvrée	Soie ; ouvrée										1				
Soie à coudre	Soie ; à coudre	Soie ; à coudre										1				
Soieries ; des Indes	Soieries ; des Indes	Soieries ; des Indes														
Soieries ; diverses	Soieries ; diverses	Soieries ; diverses														
Soieries et coton ; des Indes	Soieries et coton ; des Indes	Soieries et coton ; des Indes														11
Soirie en étoffe, mouchoirs,gazes et rubans	Soierie en étoffe, mouchoirs, gazes et rubans	Soierie en étoffe, Mouchoir, gazes et rubans						0	0	0	0					20
Soja	Soja	Soja										1				3
Soles	Soles	Poisson ; Soles										1				3
Solivaux	Soliveaux	Soliveaux						0	0	1	0					7
Soliveaux	Soliveaux	Soliveaux						0	0	1	0					14
Soliveaux ; de sapin	Soliveaux ; de sapin	Soliveaux ; de sapin						0	0	1	0					6
Soliveaux de sapin	Soliveaux ; de sapin	Soliveaux ; de sapin						0	0	1	0					15
Solives ; de sapin	Soliveaux ; de sapin	Soliveaux ; de sapin						0	0	1	0					1
Solives de bois de tilleul	Soliveaux ; de tilleul	Soliveaux ; de sapin	Soliveaux ; de sapin									1				4
Son	Son	Son						0	0	1	0					16
Sonde	Sonde	Sonde						0	0	1	0					5
Sonnettes	Sonnettes	Sonnettes						0	0	1	0					17
Sorte de baie de poivre utilisé à la fois comme épice et médicament	Sorte de baie de poivre utilisé à la fois comme épice et médicament	Épice ; poivre										1				7
Sorte de baume	Sorte de baume	Baume										1				14
Sorte de bière	Sorte de bière	Bière										1				12
Sorte de bois	Sorte de bois	Bois										1				2
Sorte de bois ?	Sorte de bois ?	Bois										1				3
Sorte de cuir	Sorte de cuir	Cuir										1				2
Sorte de herbe ?	Sorte de herbe ?	Herbe										1				1
Sorte de laine	Sorte de laine	Laine										1				1
Sorte de lin	Sorte de lin	Lin										1				14
Sorte de morue séché	Sorte de morue séché	Poisson ; de mer ; séché ; morue										1				1
Sorte de poisson	Sorte de poisson	Poisson										1				1
Sorte de satin	Sorte de satin	Satin										1				2
Sorte de toile	Sorte de toile	Toile										1				15
Sorte de toile (tissu)	Sorte de toile (tissu)	Toile										1				2
Sorte de vin	Sorte de vin	Vin										1				2
Sotiveaux	Soliveaux	Soliveaux						0	0	1	0					1
Soucis	Soucis	Soucis						0	0	1	0					1
Soucy	Soucis	Soucis						0	0	1	0					1
Soude	Soude	Soude						0	0	1	0	1				1
Soude et tartre	Soude ; et tartre	Soude ; et tarte										1				
Soudure	Soudure	Soudure						0	0	1	0					1
Soufflets	Soufflets	Soufflets						0	0	1	0					2
Soufflets ; de forge	Soufflet ; de forge	Soufflet ; de forge						0	0	1	0					1
Soufflets ; petits	Soufflet ; petits	Soufflet ; petits						0	0	1	0					7
Souffre	Souffre	Souffre						0	0	1	0					4
Souffre ; ?	Souffre ; ?	Souffre									1					1
Souffre ; divers	Souffre ; divers	Souffre									1					1
Souffre ; en canon	Souffre ; en fanon	Souffre ; en fanon									1					1
Souffre ; en fanon	Souffre ; en fanon	Souffre ; en fanon									1					2
Souffre ; en fleur	Souffre ; en fleur	Souffre ; en fleur									1					4
Souffre ; raffiné	Souffre ; raffiné	Souffre ; raffiné									1					3
Souffre et salpetre	Souffre et salpêtre	Souffre et salpêtre						0	0	0	0					1
Souffres ; en fanon	Souffres ; en fanon	Souffre ; en fanon									1					2
Soufre	Souffre	Souffre						0	0	1	0	1				1
Souliers	Souliers	Souliers						0	0	1	0					1
Souliers ; brodés	Souliers ; brodés	Souliers ; brodés						0	0	1	0					1
Souliers ; d'enfans	Souliers ; d'enfants	Souliers ; d'enfants						0	0	1	0					1
Souliers ; de maroquin	Souliers ; de maroquin	Souliers ; de maroquin						0	0	1	0					1
Souliers ; neufs	Souliers ; neufs	Souliers ; neufs						0	0	1	0					4
Souliers ; ordinaires	Souliers ; ordinaires	Souliers ; ordinaires						0	0	1	0					13
Souliers ; vieux	Souliers ; vieux	Souliers ; vieux						0	0	1	0					3
Souliers et bottes	Souliers et bottes	Souliers et bottes														2
Soulliers ; neuf	Souliers ; neufs	Souliers ; neufs						0	0	1	0					1
Soulliers ; neufs	Souliers ; neufs	Souliers ; neufs						0	0	1	0					2
Soulliers ; vieux	Souliers ; vieux	Souliers ; vieux						0	0	1	0					2
Soye ; Dites filozelle	Soie ; filoselle	Soie ; filoselle						0	0	1	0					2
Soye ; Diverses	Soie ; diverse	Soie ; diverse						0	0	1	0					1
Soye ; NanKin	Soie ; Nankin	Soie ; Nankin						0	0	1	0					1
Soye ; Nankin	Soie ; Nankin	Soie ; Nankin						0	0	1	0					5
Soye ; a coudre	Soie ; à coudre	Soie ; à coudre						0	0	1	0					1
Soye ; apressée	Soie ; apprêtée	Soie ; apprêtée						0	0	1	0					15
Soye ; aprestée	Soie ; apprêtée	Soie ; apprêtée						0	0	1	0					1
Soye ; aprestées	Soie ; apprêtée	Soie ; apprêtée						0	0	1	0					1
Soye ; aprêtée	Soie ; apprêtée	Soie ; apprêtée						0	0	1	0					1
Soye ; blanche	Soie ; blanche	Soie ; blanche						0	0	1	0					4
Soye ; crue	Soie ; crue	Soie ; crue						0	0	1	0					4
Soye ; crüe	Soie ; crue	Soie ; crue						0	0	1	0					6
Soye ; de Bengale	Soie ; de Bengale	Soie ; de Bengale									1					4
Soye ; de Nankin	Soie ; de Nankin	Soie ; de Nankin									1					3
Soye ; de fleuret	Soie ; de fleuret	Soie ; fleuret						0	0	1	0					
Soye ; de poc	Soie ; de porc	Soie ; de porc						0	0	1	0					18
Soye ; de porc	Soie ; de porc	Soie ; de porc									1					1
Soye ; de porc ?	Soie ; de porc	Soie ; de porc						0	0	1	0					5
Soye ; en fleures	Soie ; en fleuret	Soie ; fleuret						0	0	1	0					1
Soye ; en fleuret	Soie ; en fleuret	Soie ; fleuret						0	0	1	0					2
Soye ; en rames	Soie ; en rames	Soie ; en rames						0	0	1	0					3
Soye ; et fleures	Soie ; en fleuret	Soie ; fleuret						0	0	1	0					3
Soye ; filée	Soie ; filée	Soie ; filée						0	0	1	0					21
Soye ; fleurs ?	Soie ; en fleuret	Soie ; fleuret						0	0	1	0					8
Soye ; graise	Soie ; grège	Soie ; grège						0	0	1	0					
Soye ; graize	Soie ; grège	Soie ; grège						0	0	1	0					
Soye ; greze	Soie ; grège	Soie ; grège						0	0	1	0					1
Soye ; grise ?	Soie ; grège	Soie ; grège						0	0	1	0					12
Soye ; lorce	Soie ; torce	Soie ; torce						0	0	1	0					3
Soye ; mankin	Soie ; Nankin	Soie ; Nankin						0	0	1	0					2
Soye ; nankin	Soie ; Nankin	Soie ; Nankin						0	0	1	0					1
Soye ; organsine	Soie ; Nankin	Soie ; Nankin						0	0	1	0					
Soye ; soye et fleuret	Soie ; en fleures	Soie ; fleuret						0	0	1	0					
Soye ; tanier	Soie ; tapis	Soie ; tapis						0	0	1	0					73
Soye ; tanir	Soie ; tapis	Soie ; tapis						0	0	1	0					7
Soye ; tanis	Soie ; tapis	Soie ; tapis						0	0	1	0					1
Soye ; tapis	Soie ; tapis	Soie ; tapis						0	0	1	0					
Soye ; teinte	Soie ; teinte	Soie ; teinte						0	0	1	0					1
Soye ; trame ?	Soie ; trame de	Soie ; trame de						0	0	1	0					
Soye ; à broder	Soie ; à broder	Soie ; à broder						0	0	1	0					1
Soye ; à coudre	Soie ; à coudre	Soie ; à coudre						0	0	1	0					3
Soye ; écru	Soie ; crue	Soie ; crue									1					1
Soye de porc	Soie ; de porc	Soie ; de porc						0	0	1	0					1
Soye de pos	Soie ; de porc	Soie ; de porc						0	0	1	0					1
Soye, Ilankin	Soie ; Nankin	Soie ; Nankin						0	0	1	0					1
Soyerie	Soierie	Soierie						0	0	1	0					30
Soyes ; Cocons	Soie ; cocons	Soie ; cocons						0	0	1	0					1
Soyes ; Diverses	Soie ; diverse	Soie ; diverse						0	0	1	0					4
Soyes ; Filoselle	Soie ; filoselle	Soie ; filoselle						0	0	1	0					110
Soyrie	Soierie	Soierie						0	0	1	0					2
Spalme	Spalme	Spalme						0	0	1	0					1
Spalte	Spalte	Spalte						0	0	1	0					2
Spardilles	Spardilles	Spardilles						0	0	1	0					3
Spath zinc/ smithsonite	Spath ; zinc ; smithsonite	Spath ; zinc ; smithsonite										1				1
Spermaceti	Spermaceti	Spermaceti						0	0	1	0					1
Spicacellica	Spicaceltica	Spicaceltica						0	0	1	0					1
Spicaceltica	Spicaceltica	Spicaceltica						0	0	1	0					
Spicaceltina	Spicaceltica	Spicaceltica						0	0	1	0					
Spicajudica	Spicaceltica	Spicaceltica						0	0	1	0					
