Numéro de ligne,Data entry by,Source,exportimports,Year,Sheet,Marchandises,Pays,Quantité,Leur Valeur,Leur Valeur (sub-total 1),Leur Valeur (sub-total 2),Total,Remarks
2351,Saadia Mai,Montbret 1552349,Exports,1754,76,Habits,Suisse,,120.00,0.00,0.00,15130.00,
2352,Saadia Mai,Montbret 1552350,Exports,1754,76,Haches,Espagne,,6.60,0.00,0.00,30162.30,
2353,Saadia Mai,Montbret 1552351,Exports,1754,76,Haches,Isles,,30155.70,0.00,0.00,30162.30,
2354,Saadia Mai,Montbret 1552352,Exports,1754,76,Hamacks,Isles,,16334.00,0.00,0.00,0.00,
2355,Saadia Mai,Montbret 1552353,Exports,1754,76,Hamans,Hollande,,10560.00,0.00,0.00,0.00,
2356,Saadia Mai,Montbret 1552354,Exports,1754,76,Harangs ; blancs,Allemagne,,18185.00,52005.50,0.00,90193.50,
2357,Saadia Mai,Montbret 1552355,Exports,1754,76,Harangs ; blancs,Flandre,,315.00,52005.50,0.00,90193.50,
2358,Saadia Mai,Montbret 1552356,Exports,1754,76,Harangs ; blancs,Isles,,22531.50,52005.50,0.00,90193.50,
2359,Saadia Mai,Montbret 1552357,Exports,1754,76,Harangs ; blancs,Savoye,,162.00,52005.50,0.00,90193.50,
2360,Saadia Mai,Montbret 1552358,Exports,1754,76,Harangs ; blancs,Suisse,,10812.00,52005.50,0.00,90193.50,
2361,Saadia Mai,Montbret 1552359,Exports,1754,76,Harangs ; Sorte,Allemagne,,1400.00,38188.00,0.00,90193.50,
2362,Saadia Mai,Montbret 1552360,Exports,1754,76,Harangs ; Sorte,Espagne,,6360.00,38188.00,0.00,90193.50,
2363,Saadia Mai,Montbret 1552361,Exports,1754,76,Harangs ; Sorte,Flandre,,240.00,38188.00,0.00,90193.50,
2364,Saadia Mai,Montbret 1552362,Exports,1754,76,Harangs ; Sorte,Isles,,17740.00,38188.00,0.00,90193.50,
2365,Saadia Mai,Montbret 1552363,Exports,1754,76,Harangs ; Sorte,Italie,,7440.00,38188.00,0.00,90193.50,
2366,Saadia Mai,Montbret 1552364,Exports,1754,76,Harangs ; Sorte,Levant,,1488.00,38188.00,0.00,90193.50,
2367,Saadia Mai,Montbret 1552365,Exports,1754,76,Harangs ; Sorte,Suisse,,3520.00,38188.00,0.00,90193.50,
2368,Saadia Mai,Montbret 1552366,Exports,1754,76,Haras,Guinee,,2100.00,0.00,0.00,0.00,
2369,Saadia Mai,Montbret 1552367,Exports,1754,76,Hardes,Allemagne,,150.00,0.00,0.00,1102.00,
2370,Saadia Mai,Montbret 1552368,Exports,1754,76,Hardes,Savoye,,952.00,0.00,0.00,1102.00,
2371,Saadia Mai,Montbret 1552369,Exports,1754,77,Harnois,Allemagne,,100.00,0.00,0.00,6275.00,
2372,Saadia Mai,Montbret 1552370,Exports,1754,77,Harnois,Espagne,,780.00,0.00,0.00,6275.00,
2373,Saadia Mai,Montbret 1552371,Exports,1754,77,Harnois,Isles,,5335.00,0.00,0.00,6275.00,
2374,Saadia Mai,Montbret 1552372,Exports,1754,77,Harnois,Suisse,,60.00,0.00,0.00,6275.00,
2375,Saadia Mai,Montbret 1552373,Exports,1754,77,Herbes ; d'orseille,Allemagne,,421.80,2533.60,0.00,3151.40,
2376,Saadia Mai,Montbret 1552374,Exports,1754,77,Herbes ; d'orseille,Espagne,,179.20,2533.60,0.00,3151.40,
2377,Saadia Mai,Montbret 1552375,Exports,1754,77,Herbes ; d'orseille,Flandre,,8.10,2533.60,0.00,3151.40,
2378,Saadia Mai,Montbret 1552376,Exports,1754,77,Herbes ; d'orseille,Italie,,700.00,2533.60,0.00,3151.40,
2379,Saadia Mai,Montbret 1552377,Exports,1754,77,Herbes ; d'orseille,Nord,,75.00,2533.60,0.00,3151.40,
2380,Saadia Mai,Montbret 1552378,Exports,1754,77,Herbes ; d'orseille,Portugal,,578.00,2533.60,0.00,3151.40,
2381,Saadia Mai,Montbret 1552379,Exports,1754,77,Herbes ; d'orseille,Savoye,,175.00,2533.60,0.00,3151.40,
2382,Saadia Mai,Montbret 1552380,Exports,1754,77,Herbes ; d'orseille,Suede,,91.50,2533.60,0.00,3151.40,
2383,Saadia Mai,Montbret 1552381,Exports,1754,77,Herbes ; d'orseille,Suisse,,305.00,2533.60,0.00,3151.40,
2384,Saadia Mai,Montbret 1552382,Exports,1754,77,Herbes ; a teindre,Flandre,,541.80,0.00,0.00,3151.40,
2385,Saadia Mai,Montbret 1552383,Exports,1754,77,Herbes ; vulneraires,Levant,,76.00,0.00,0.00,3151.40,
2386,Saadia Mai,Montbret 1552384,Exports,1754,77,Horlogeries ; boetes ; d'argent,Hollande,,600.00,600.00,0.00,252518.00,
2387,Saadia Mai,Montbret 1552385,Exports,1754,77,Horlogeries ; diverses,Espagne,,100000.00,248000.00,0.00,252518.00,
2388,Saadia Mai,Montbret 1552386,Exports,1754,77,Horlogeries ; diverses,Italie,,148000.00,248000.00,0.00,252518.00,
2389,Saadia Mai,Montbret 1552387,Exports,1754,77,Horlogeries ; horloges ; de bois,Allemagne,,216.00,312.00,0.00,252518.00,
2390,Saadia Mai,Montbret 1552388,Exports,1754,77,Horlogeries ; horloges ; de fer,Suisse,,96.00,312.00,0.00,252518.00,
2391,Saadia Mai,Montbret 1552389,Exports,1754,77,Horlogeries ; montres ; d'argent,Flandre,,100.00,1640.00,1840.00,252518.00,
2392,Saadia Mai,Montbret 1552390,Exports,1754,77,Horlogeries ; montres ; d'argent,Isles,,1380.00,1640.00,1840.00,252518.00,
2393,Saadia Mai,Montbret 1552391,Exports,1754,77,Horlogeries ; montres ; d'argent,Savoye,,160.00,1640.00,1840.00,252518.00,
2394,Saadia Mai,Montbret 1552392,Exports,1754,77,Horlogeries ; montres ; d'or,Flandre,,200.00,1840.00,0.00,252518.00,
2395,Saadia Mai,Montbret 1552393,Exports,1754,77,Horlogeries ; mouvements ; de montres,Savoye,,270.00,270.00,0.00,252518.00,
2396,Saadia Mai,Montbret 1552394,Exports,1754,77,Horlogeries ; Pendulles,Portugal,,1475.00,0.00,0.00,252518.00,
2397,Saadia Mai,Montbret 1552395,Exports,1754,77,Horlogeries ; ressors de pendules,Flandre,,21.00,0.00,0.00,252518.00,
2398,Milewski,Montbret 1552396,Exports,1754,78,Houblon,Allemagne,,37.50,0.00,0.00,1989.10,
2399,Milewski,Montbret 1552397,Exports,1754,78,Houblon,Danemark,,1496.60,0.00,0.00,1989.10,
2400,Milewski,Montbret 1552398,Exports,1754,78,Houblon,Suede,,455.00,0.00,0.00,1989.10,
2401,Milewski,Montbret 1552399,Exports,1754,78,Housses de cheval,Flandre,,4500.00,0.00,0.00,0.00,
2402,Milewski,Montbret 1552400,Exports,1754,78,Huile ; d'aspic,Hollande,,162.40,0.00,0.00,743005.10,
2403,Milewski,Montbret 1552401,Exports,1754,78,Huile ; de graine,Allemagne,,238.50,70247.95,0.00,743005.10,
2404,Milewski,Montbret 1552402,Exports,1754,78,Huile ; de graine,Angleterre,,651.00,70247.95,0.00,743005.10,
2405,Milewski,Montbret 1552403,Exports,1754,78,Huile ; de graine,Espagne,,38.00,70247.95,0.00,743005.10,
2406,Milewski,Montbret 1552404,Exports,1754,78,Huile ; de graine,Italie,,5065.20,70247.95,0.00,743005.10,
2407,Milewski,Montbret 1552405,Exports,1754,78,Huile ; de graine,Suisse,,64255.25,70247.95,0.00,743005.10,
2408,Milewski,Montbret 1552406,Exports,1754,78,Huile ; de jasmin,Nord,,360.00,0.00,0.00,743005.10,
2409,Milewski,Montbret 1552407,Exports,1754,78,Huile ; de laurier,Hollande,,251.25,0.00,0.00,743005.10,
2410,Milewski,Montbret 1552408,Exports,1754,78,Huile ; de lin,Angleterre,,37.85,18915.05,0.00,743005.10,
2411,Milewski,Montbret 1552409,Exports,1754,78,Huile ; de lin,Espagne,,2413.60,18915.05,0.00,743005.10,
2412,Milewski,Montbret 1552410,Exports,1754,78,Huile ; de lin,Guinée,,218.50,18915.05,0.00,743005.10,
2413,Milewski,Montbret 1552411,Exports,1754,78,Huile ; de lin,Isles,,16245.10,18915.05,0.00,743005.10,
2414,Milewski,Montbret 1552412,Exports,1754,78,Huile ; de loup marin,Italie,,8000.00,0.00,0.00,743005.10,
2415,Milewski,Montbret 1552413,Exports,1754,78,Huile ; de navette,Allemagne,,24.00,543.05,0.00,743005.10,
2416,Milewski,Montbret 1552414,Exports,1754,78,Huile ; de navette,Isles,,519.05,543.05,0.00,743005.10,
2417,Milewski,Montbret 1552415,Exports,1754,78,Huile ; de noix,Espagne,,233.60,1988.70,0.00,743005.10,
2418,Milewski,Montbret 1552416,Exports,1754,78,Huile ; de noix,Hollande,,819.60,1988.70,0.00,743005.10,
2419,Milewski,Montbret 1552417,Exports,1754,78,Huile ; de noix,Isles,,338.00,1988.70,0.00,743005.10,
2420,Milewski,Montbret 1552418,Exports,1754,78,Huile ; de noix,Portugal,,165.00,1988.70,0.00,743005.10,
2421,Milewski,Montbret 1552419,Exports,1754,78,Huile ; de noix,Savoye,,30.00,1988.70,0.00,743005.10,
2422,Milewski,Montbret 1552420,Exports,1754,78,Huile ; de noix,Suisse,,402.50,1988.70,0.00,743005.10,
2423,Milewski,Montbret 1552421,Exports,1754,78,Huile ; d'olive,Allemagne,,129654.80,560596.00,0.00,743005.10,
2424,Milewski,Montbret 1552422,Exports,1754,78,Huile ; d'olive,Angleterre,,3912.15,560596.00,0.00,743005.10,
2425,Milewski,Montbret 1552423,Exports,1754,78,Huile ; d'olive,Danemark,,813.55,560596.00,0.00,743005.10,
2426,Milewski,Montbret 1552424,Exports,1754,78,Huile ; d'olive,Espagne,,6996.00,560596.00,0.00,743005.10,
2427,Milewski,Montbret 1552425,Exports,1754,78,Huile ; d'olive,Flandre,,11947.00,560596.00,0.00,743005.10,
2428,Milewski,Montbret 1552426,Exports,1754,78,Huile ; d'olive,Guinée,,1416.05,560596.00,0.00,743005.10,
2429,Milewski,Montbret 1552427,Exports,1754,78,Huile ; d'olive,Hollande,,13685.50,560596.00,0.00,743005.10,
2430,Milewski,Montbret 1552428,Exports,1754,78,Huile ; d'olive,Isles,,245663.25,560596.00,0.00,743005.10,
2431,Milewski,Montbret 1552429,Exports,1754,78,Huile ; d'olive,Italie,,14606.00,560596.00,0.00,743005.10,
2432,Milewski,Montbret 1552430,Exports,1754,79,Huile ; d'olive,Levant,,36014.40,560596.00,0.00,743005.10,
2433,Milewski,Montbret 1552431,Exports,1754,79,Huile ; d'olive,Nord,,28287.40,560596.00,0.00,743005.10,
2434,Milewski,Montbret 1552432,Exports,1754,79,Huile ; d'olive,Portugal,,158.40,560596.00,0.00,743005.10,
2435,Milewski,Montbret 1552433,Exports,1754,79,Huile ; d'olive,Russie,,812.50,560596.00,0.00,743005.10,
2436,Milewski,Montbret 1552434,Exports,1754,79,Huile ; d'olive,Savoye,,15034.50,560596.00,0.00,743005.10,
2437,Milewski,Montbret 1552435,Exports,1754,79,Huile ; d'olive,Suede,,814.80,560596.00,0.00,743005.10,
2438,Milewski,Montbret 1552436,Exports,1754,79,Huile ; d'olive,Suisse,,50779.70,560596.00,0.00,743005.10,
2439,Milewski,Montbret 1552437,Exports,1754,79,Huile ; de poisson,Allemagne,,720.30,72222.65,0.00,743005.10,
2440,Milewski,Montbret 1552438,Exports,1754,79,Huile ; de poisson,Angleterre,,700.90,72222.65,0.00,743005.10,
2441,Milewski,Montbret 1552439,Exports,1754,79,Huile ; de poisson,Espagne,,11178.00,72222.65,0.00,743005.10,
2442,Milewski,Montbret 1552440,Exports,1754,79,Huile ; de poisson,Italie,,1097.70,72222.65,0.00,743005.10,
2443,Milewski,Montbret 1552441,Exports,1754,79,Huile ; de poisson,Savoye,,1194.00,72222.65,0.00,743005.10,
2444,Milewski,Montbret 1552442,Exports,1754,79,Huile ; de poisson,Suisse,,57331.75,72222.65,0.00,743005.10,
2445,Milewski,Montbret 1552443,Exports,1754,79,Huile ; de senteur,Danemark,,79.00,124.00,0.00,743005.10,
2446,Milewski,Montbret 1552444,Exports,1754,79,Huile ; de senteur,Savoye,,45.00,124.00,0.00,743005.10,
2447,Milewski,Montbret 1552445,Exports,1754,79,Huile ; de rabette,Angleterre,,112.25,0.00,0.00,743005.10,
2448,Milewski,Montbret 1552446,Exports,1754,79,Huile ; de terebenthine,Allemagne,,1066.80,9481.80,0.00,743005.10,
2449,Milewski,Montbret 1552447,Exports,1754,79,Huile ; de terebenthine,Hollande,,7120.00,9481.80,0.00,743005.10,
2450,Milewski,Montbret 1552448,Exports,1754,79,Huile ; de terebenthine,Nord,,232.00,9481.80,0.00,743005.10,
2451,Milewski,Montbret 1552449,Exports,1754,79,Huile ; de terebenthine,Portugal,,888.00,9481.80,0.00,743005.10,
2452,Milewski,Montbret 1552450,Exports,1754,79,Huile ; de terebenthine,Suede,,175.00,9481.80,0.00,743005.10,
2453,Milewski,Montbret 1552451,Exports,1754,79,Huitres ; a la daube,Hollande,,36000.00,40000.00,0.00,40079.00,
2454,Milewski,Montbret 1552452,Exports,1754,79,Huitres ; a la daube,Isles,,4000.00,40000.00,0.00,40079.00,
2455,Milewski,Montbret 1552453,Exports,1754,79,Huitres ; à l'Ecaille,Flandre,,4.00,0.00,0.00,40079.00,
2456,Milewski,Montbret 1552454,Exports,1754,79,Huitres ; marinée,Danemark,,75.00,0.00,0.00,40079.00,
2457,Milewski,Montbret 1552455,Exports,1754,79,Jais,Espagne,,8551.00,0.00,0.00,19516.00,
2458,Milewski,Montbret 1552456,Exports,1754,79,Jais,Italie,,10965.00,0.00,0.00,19516.00,
2459,Milewski,Montbret 1552457,Exports,1754,79,Jalap,Espagne,,750.00,0.00,0.00,4900.00,
2460,Milewski,Montbret 1552458,Exports,1754,79,Jalap,Isles,,125.00,0.00,0.00,4900.00,
2461,Milewski,Montbret 1552459,Exports,1754,79,Jalap,Italie,,3737.50,0.00,0.00,4900.00,
2462,Milewski,Montbret 1552460,Exports,1754,79,Jalap,Nord,,287.50,0.00,0.00,4900.00,
2463,Milewski,Montbret 1552461,Exports,1754,80,Jambons,Allemagne,,54.90,0.00,0.00,112533.65,
2464,Milewski,Montbret 1552462,Exports,1754,80,Jambons,Angleterre,,244.15,0.00,0.00,112533.65,
2465,Milewski,Montbret 1552463,Exports,1754,80,Jambons,Espagne,,41089.75,0.00,0.00,112533.65,
2466,Milewski,Montbret 1552464,Exports,1754,80,Jambons,Guinée,,1413.20,0.00,0.00,112533.65,
2467,Milewski,Montbret 1552465,Exports,1754,80,Jambons,Hollande,,717.50,0.00,0.00,112533.65,
2468,Milewski,Montbret 1552466,Exports,1754,80,Jambons,Isles,,55927.45,0.00,0.00,112533.65,
2469,Milewski,Montbret 1552467,Exports,1754,80,Jambons,Italie,,542.00,0.00,0.00,112533.65,
2470,Milewski,Montbret 1552468,Exports,1754,80,Jambons,Levant,,2260.50,0.00,0.00,112533.65,
2471,Milewski,Montbret 1552469,Exports,1754,80,Jambons,Nord,,32.00,0.00,0.00,112533.65,
2472,Milewski,Montbret 1552470,Exports,1754,80,Jambons,Portugal,,9835.00,0.00,0.00,112533.65,
2473,Milewski,Montbret 1552471,Exports,1754,80,Jambons,Suisse,,417.20,0.00,0.00,112533.65,
2474,Milewski,Montbret 1552472,Exports,1754,80,Jarres de terre,Isles,,3060.00,0.00,0.00,12399.00,
2475,Milewski,Montbret 1552473,Exports,1754,80,Jarres de terre,Italie,,9339.00,0.00,0.00,12399.00,
2476,Milewski,Montbret 1552474,Exports,1754,80,Jarretieres ; de fleurs,Allemagne,,200.00,245.25,0.00,1306.75,
2477,Milewski,Montbret 1552475,Exports,1754,80,Jarretieres ; de fleurs,Isles,,45.25,245.25,0.00,1306.75,
2478,Milewski,Montbret 1552476,Exports,1754,80,Jarretieres ; de soye,Allemagne,,529.00,1061.50,0.00,1306.75,
2479,Milewski,Montbret 1552477,Exports,1754,80,Jarretieres ; de soye,Isles,,532.50,1061.50,0.00,1306.75,
2480,Milewski,Montbret 1552478,Exports,1754,80,Jaspe ouvré,Flandre,,336.00,0.00,0.00,0.00,
2481,Milewski,Montbret 1552479,Exports,1754,80,Jets de voile,Isles,,178200.00,0.00,0.00,0.00,
2482,Milewski,Montbret 1552480,Exports,1754,80,Images ; de papier,Angleterre,,12.00,2012.00,0.00,2012.00,
2483,Milewski,Montbret 1552481,Exports,1754,80,Images ; de papier,Isles,,2000.00,2012.00,0.00,2012.00,
2484,Milewski,Montbret 1552482,Exports,1754,80,Indienne,Angleterre,,242700.00,0.00,0.00,681459.00,
2485,Milewski,Montbret 1552483,Exports,1754,80,Indienne,Espagne,,24624.00,0.00,0.00,681459.00,
2486,Milewski,Montbret 1552484,Exports,1754,80,Indienne,Guinée,,237471.00,0.00,0.00,681459.00,
2487,Milewski,Montbret 1552485,Exports,1754,80,Indienne,Italie,,163668.00,0.00,0.00,681459.00,
2488,Milewski,Montbret 1552486,Exports,1754,80,Indienne,Levant,,12156.00,0.00,0.00,681459.00,
2489,Milewski,Montbret 1552487,Exports,1754,80,Indienne,Portugal,,840.00,0.00,0.00,681459.00,
2490,Milewski,Montbret 1552488,Exports,1754,81,Indigo,Allemagne,,42690.00,0.00,0.00,9304106.00,
2491,Milewski,Montbret 1552489,Exports,1754,81,Indigo,Angleterre,,1519742.00,0.00,0.00,9304106.00,
2492,Milewski,Montbret 1552490,Exports,1754,81,Indigo,Danemark,,354346.00,0.00,0.00,9304106.00,
2493,Milewski,Montbret 1552491,Exports,1754,81,Indigo,Espagne,,9846.00,0.00,0.00,9304106.00,
2494,Milewski,Montbret 1552492,Exports,1754,81,Indigo,Flandre,,45021.00,0.00,0.00,9304106.00,
2495,Milewski,Montbret 1552493,Exports,1754,81,Indigo,Hollande,,903989.00,0.00,0.00,9304106.00,
2496,Milewski,Montbret 1552494,Exports,1754,81,Indigo,Italie,,821228.00,0.00,0.00,9304106.00,
2497,Milewski,Montbret 1552495,Exports,1754,81,Indigo,Levant,,1737423.00,0.00,0.00,9304106.00,
2498,Milewski,Montbret 1552496,Exports,1754,81,Indigo,Nord,,3454475.00,0.00,0.00,9304106.00,
2499,Milewski,Montbret 1552497,Exports,1754,81,Indigo,Portugal,,800.00,0.00,0.00,9304106.00,
2500,Milewski,Montbret 1552498,Exports,1754,81,Indigo,Russie,,210840.00,0.00,0.00,9304106.00,
2501,Milewski,Montbret 1552499,Exports,1754,81,Indigo,Savoye,,13118.00,0.00,0.00,9304106.00,
2502,Milewski,Montbret 1552500,Exports,1754,81,Indigo,Suede,,106531.00,0.00,0.00,9304106.00,
2503,Milewski,Montbret 1552501,Exports,1754,81,Indigo,Suisse,,84057.00,0.00,0.00,9304106.00,
2504,Milewski,Montbret 1552502,Exports,1754,81,Instrumens de musique ; divers,Allemagne,,184.00,7265.00,0.00,7265.00,
2505,Milewski,Montbret 1552503,Exports,1754,81,Instrumens de musique ; divers,Angleterre,,441.00,7265.00,0.00,7265.00,
2506,Milewski,Montbret 1552504,Exports,1754,81,Instrumens de musique ; divers,Flandre,,240.00,7265.00,0.00,7265.00,
2507,Milewski,Montbret 1552505,Exports,1754,81,Instrumens de musique ; divers,Isles,,6400.00,7265.00,0.00,7265.00,
2508,Milewski,Montbret 1552506,Exports,1754,81,Jongs a fre chaises,Flandre,,607.50,0.00,0.00,0.00,
2509,Milewski,Montbret 1552507,Exports,1754,81,Jris,Flandre,,36.00,0.00,0.00,1093.50,
2510,Milewski,Montbret 1552508,Exports,1754,81,Jris,Hollande,,967.50,0.00,0.00,1093.50,
2511,Milewski,Montbret 1552509,Exports,1754,81,Jris,Italie,,90.00,0.00,0.00,1093.50,
2512,Milewski,Montbret 1552510,Exports,1754,81,Jujubes,Suisse,,49.00,0.00,0.00,0.00,
2513,Milewski,Montbret 1552511,Exports,1754,81,Jupons,Angleterre,,72.00,0.00,0.00,3666.00,
2514,Milewski,Montbret 1552512,Exports,1754,81,Jupons,Espagne,,2580.00,0.00,0.00,3666.00,
2515,Milewski,Montbret 1552513,Exports,1754,81,Jupons,Flandre,,714.00,0.00,0.00,3666.00,
2516,Milewski,Montbret 1552514,Exports,1754,81,Jupons,Portugal,,300.00,0.00,0.00,3666.00,
2517,Milewski,Montbret 1552515,Exports,1754,82,Jus ; de citrons,Nord,,1220.80,0.00,0.00,15935.50,
2518,Milewski,Montbret 1552516,Exports,1754,82,Jus ; de reglisse,Angleterre,,240.10,14714.70,0.00,15935.50,
2519,Milewski,Montbret 1552517,Exports,1754,82,Jus ; de reglisse,Hollande,,8940.75,14714.70,0.00,15935.50,
2520,Milewski,Montbret 1552518,Exports,1754,82,Jus ; de reglisse,Italie,,636.30,14714.70,0.00,15935.50,
2521,Milewski,Montbret 1552519,Exports,1754,82,Jus ; de reglisse,Nord,,4533.55,14714.70,0.00,15935.50,
2522,Milewski,Montbret 1552520,Exports,1754,82,Jus ; de reglisse,Portugal,,364.00,14714.70,0.00,15935.50,
2523,Milewski,Montbret 1552521,Exports,1754,82,Lacque platte,Allemagne,,9.00,0.00,0.00,2657.60,
2524,Milewski,Montbret 1552522,Exports,1754,82,Lacque platte,Angleterre,,3.60,0.00,0.00,2657.60,
2525,Milewski,Montbret 1552523,Exports,1754,82,Lacque platte,Espagne,,100.00,0.00,0.00,2657.60,
2526,Milewski,Montbret 1552524,Exports,1754,82,Lacque platte,Flandre,,120.00,0.00,0.00,2657.60,
2527,Milewski,Montbret 1552525,Exports,1754,82,Lacque platte,Italie,,2425.00,0.00,0.00,2657.60,
2528,Milewski,Montbret 1552526,Exports,1754,82,Laine ; a broder,Italie,,1560.00,0.00,0.00,836096.30,Le total aurait dû être de 837096-6
2529,Milewski,Montbret 1552527,Exports,1754,82,Laine ; brute,Angleterre,,6.00,0.00,0.00,836096.30,
2530,Milewski,Montbret 1552528,Exports,1754,82,Laine ; de chevron,Espagne,,31347.00,102145.00,0.00,836096.30,
2531,Milewski,Montbret 1552529,Exports,1754,82,Laine ; de chevron,Hollande,,16812.00,102145.00,0.00,836096.30,
2532,Milewski,Montbret 1552530,Exports,1754,82,Laine ; de chevron,Italie,,50304.00,102145.00,0.00,836096.30,
2533,Milewski,Montbret 1552531,Exports,1754,82,Laine ; de chevron,Nord,,3252.00,102145.00,0.00,836096.30,
2534,Milewski,Montbret 1552532,Exports,1754,82,Laine ; de chevron,Suisse,,430.00,102145.00,0.00,836096.30,
2535,Milewski,Montbret 1552533,Exports,1754,82,Laine ; commune,Espagne,,38.00,878.00,0.00,836096.30,
2536,Milewski,Montbret 1552534,Exports,1754,82,Laine ; commune,Isles,,840.00,878.00,0.00,836096.30,
2537,Milewski,Montbret 1552535,Exports,1754,82,Laine ; d'Espagne,Hollande,,186700.00,281500.00,0.00,836096.30,
2538,Milewski,Montbret 1552536,Exports,1754,82,Laine ; d'Espagne,Portugal,,94800.00,281500.00,0.00,836096.30,
2539,Milewski,Montbret 1552537,Exports,1754,82,Laine ; filée,Allemagne,,110.00,6346.00,0.00,836096.30,
2540,Milewski,Montbret 1552538,Exports,1754,82,Laine ; filée,Angleterre,,22.00,6346.00,0.00,836096.30,
2541,Milewski,Montbret 1552539,Exports,1754,82,Laine ; filée,Isles,,4916.00,6346.00,0.00,836096.30,
2542,Milewski,Montbret 1552540,Exports,1754,82,Laine ; filée,Italie,,1290.00,6346.00,0.00,836096.30,
2543,Milewski,Montbret 1552541,Exports,1754,82,Laine ; filée,Savoye,,8.00,6346.00,0.00,836096.30,
2544,Milewski,Montbret 1552542,Exports,1754,83,Laine ; lavée,Espagne,,10606.80,178573.50,0.00,836096.30,le total devrait être 179573 - 10
2545,Milewski,Montbret 1552543,Exports,1754,83,Laine ; lavée,Hollande,,7458.00,178573.50,0.00,836096.30,
2546,Milewski,Montbret 1552544,Exports,1754,83,Laine ; lavée,Italie,,158208.70,178573.50,0.00,836096.30,
2547,Milewski,Montbret 1552545,Exports,1754,83,Laine ; lavée,Levant,,3300.00,178573.50,0.00,836096.30,
2548,Milewski,Montbret 1552546,Exports,1754,83,Laine ; de Levant,Suisse,,655.80,0.00,0.00,836096.30,
2549,Milewski,Montbret 1552547,Exports,1754,83,Laine ; peignée,Allemagne,,4496.50,0.00,0.00,836096.30,
2550,Milewski,Montbret 1552548,Exports,1754,83,Laine ; de Segovie,Espagne,,512.00,170473.60,0.00,836096.30,
2551,Milewski,Montbret 1552549,Exports,1754,83,Laine ; de Segovie,Italie,,8320.00,170473.60,0.00,836096.30,
2552,Milewski,Montbret 1552550,Exports,1754,83,Laine ; de Segovie,Levant,,161641.60,170473.60,0.00,836096.30,
2553,Milewski,Montbret 1552551,Exports,1754,83,Laine ; surge,Espagne,,8244.40,82668.40,0.00,836096.30,
2554,Milewski,Montbret 1552552,Exports,1754,83,Laine ; surge,Hollande,,944.00,82668.40,0.00,836096.30,
2555,Milewski,Montbret 1552553,Exports,1754,83,Laine ; surge,Italie,,73480.00,82668.40,0.00,836096.30,
2556,Milewski,Montbret 1552554,Exports,1754,83,Laine ; à tapisserie,Allemagne,,4746.00,6793.50,0.00,836096.30,
2557,Milewski,Montbret 1552555,Exports,1754,83,Laine ; à tapisserie,Espagne,,1543.50,6793.50,0.00,836096.30,
2558,Milewski,Montbret 1552556,Exports,1754,83,Laine ; à tapisserie,Flandre,,164.00,6793.50,0.00,836096.30,
2559,Milewski,Montbret 1552557,Exports,1754,83,Laine ; à tapisserie,Suisse,,340.00,6793.50,0.00,836096.30,
2560,Milewski,Montbret 1552558,Exports,1754,83,Lames ; d'Epée,Isles,,125.00,0.00,0.00,3790.00,
2561,Milewski,Montbret 1552559,Exports,1754,83,Lames ; de sabre,Guinée,,3040.00,3665.00,0.00,3790.00,
2562,Milewski,Montbret 1552560,Exports,1754,83,Lames ; de sabre,Isles,,625.00,3665.00,0.00,3790.00,
2563,Milewski,Montbret 1552561,Exports,1754,83,Lampareille,Espagne,,468600.00,0.00,0.00,610400.00,
2564,Milewski,Montbret 1552562,Exports,1754,83,Lampareille,Flandre,,18080.00,0.00,0.00,610400.00,
2565,Milewski,Montbret 1552563,Exports,1754,83,Lampareille,Levant,,123400.00,0.00,0.00,610400.00,
2566,Milewski,Montbret 1552564,Exports,1754,83,Lampareille,Portugal,,320.00,0.00,0.00,610400.00,
2567,Milewski,Montbret 1552565,Exports,1754,83,Lampas,Hollande,,14880.00,0.00,0.00,24960.00,
2568,Milewski,Montbret 1552566,Exports,1754,83,Lampas,Nord,,10080.00,0.00,0.00,24960.00,
2569,Milewski,Montbret 1552567,Exports,1754,84,Lamproyes,Espagne,,1428.00,0.00,0.00,0.00,
2570,Milewski,Montbret 1552568,Exports,1754,84,Langues ; salées,Espagne,,180.00,11988.50,0.00,11988.50,
2571,Milewski,Montbret 1552569,Exports,1754,84,Langues ; salées,Guinée,,651.00,11988.50,0.00,11988.50,
2572,Milewski,Montbret 1552570,Exports,1754,84,Langues ; salées,Isles,,11157.50,11988.50,0.00,11988.50,
2573,Milewski,Montbret 1552571,Exports,1754,84,Lanillas,Espagne,,10220.00,0.00,0.00,0.00,
2574,Milewski,Montbret 1552572,Exports,1754,84,Lanternes,Nord,,45.00,0.00,0.00,0.00,
2575,Milewski,Montbret 1552573,Exports,1754,84,Lard,Allemagne,,134.10,0.00,0.00,453784.60,
2576,Milewski,Montbret 1552574,Exports,1754,84,Lard,Espagne,,21734.70,0.00,0.00,453784.60,
2577,Milewski,Montbret 1552575,Exports,1754,84,Lard,Flandre,,88.00,0.00,0.00,453784.60,
2578,Milewski,Montbret 1552576,Exports,1754,84,Lard,Guinée,,4582.50,0.00,0.00,453784.60,
2579,Milewski,Montbret 1552577,Exports,1754,84,Lard,Hollande,,25.00,0.00,0.00,453784.60,
2580,Milewski,Montbret 1552578,Exports,1754,84,Lard,Isles,,424690.50,0.00,0.00,453784.60,
