year,marchandises,value,quantit,quantity_unit_
1761,Huile ; d'olive ; blanc ; de Gènes,,,
1761,Huile ; de baleine ; vers Hambourg,,,
1761,Indigo,,,
1761,Minium,,,
1761,Oxyde ; de plomb,,,
1761,Plombs,,,
1761,Poivre ; blanc-noir,,,
1761,Potasse ; vers Hambourg,,,
1761,Riz ; vers Hambourg,,,
1761,Safran ; orange,,,
1761,Savon ; vers Hambourg,,,
1761,Sucre ; cru blanc ; du Brésil,,,
1761,Suif ; pour faire du savon,,,
1761,Sumac,,,
1761,Tabac ; de Virginie ; vers Hambourg,,,
1761,Tartre ; vers Hambourg,,,
1761,Thé ; boue,,,
1761,Térébenthine,,,
1761,Vert-de-gris,,,
1761,Vin ; de France ; vers Hambourg,,,
1761,Vinaigre ; vers Hambourg,,,
1761,Vitriol ; blanc,,,
1762,Alun,1260,5801.2119,livres
1762,Beurre; vers Hambourg,35700,506.44232,livres
1762,Blanc ; de baleine ; vers Hambourg,0,0,livres
1762,Bois ; de Pernanbuco,0,0,livres
1762,Bougie ; de suif,0,0,livres
1762,Cacao ; vers Hambourg,0,0,livres
1762,Café ; vers Hambourg,8050,15456,livres
1762,Cochenille,0,0,livres
1762,Coton ; autre et de Méditerranée,0,0,livres
1762,Coton ; autre et de Méditerranée,0,0,livres
1762,Eau ; de vie ; vers Hambourg,326165,166526.05,livres
1762,Fer ; vers Hambourg,0,0,livres
1762,"Fruits ; divers ; amandes, pelures, raisins, prunes",43467,695018.19,livres
1762,"Fruits ; divers ; amandes, pelures, raisins, prunes",0,0,livres
1762,"Fruits ; divers ; amandes, pelures, raisins, prunes",115155,473156.97,livres
1762,"Fruits ; divers ; amandes, pelures, raisins, prunes",5700,43638.074,livres
1762,Galle,0,0,livres
1762,Gingembre,450,1674.3716,livres
1762,Gomme ; vers Hambourg,400,1244.4363,livres
1762,Goudron ; de Suède ; vers Hambourg,0,0,last
1762,Grammes argent ; mark banco,8.270007133483887,,
1762,Huile ; d'olive ; blanc ; de Gènes,25568,92717.57,livres
1762,Huile ; de baleine ; vers Hambourg,0,0,tonneaux
1762,Indigo,54775,8885.1582,livres
1762,Minium,0,0,livres
1762,Oxyde ; de plomb,0,0,livres
1762,Plombs,50,1.7659701,livres
1762,Poivre ; blanc-noir,1200,1415.0396,livres
1762,Potasse ; vers Hambourg,0,0,livres
1762,Riz ; vers Hambourg,21050,209430.03,livres
1762,Safran ; orange,3000,286.47958,livres
1762,Savon ; vers Hambourg,12480,62495.793,livres
1762,Sucre ; cru blanc ; du Brésil,61000,154503.92,livres
1762,Suif ; pour faire du savon,1460,21.541298,livres
1762,Sumac,0,0,livres
1762,Tabac ; de Virginie ; vers Hambourg,80887,444911.53,livres
1762,Tartre ; vers Hambourg,6565,31681.197,livres
1762,Thé ; boue,800,512.99146,livres
1762,Térébenthine,6180,93729.383,livres
1762,Vert-de-gris,4850,4671.0664,livres
1762,Vin ; de France ; vers Hambourg,1022310,43477.75,oxhoft
1762,Vinaigre ; vers Hambourg,10615,513.96863,tierce
1762,Vitriol ; blanc,0,0,livres
1763,Alun,4250,19374.324,livres
1763,Beurre; vers Hambourg,47400,596.97968,livres
1763,Blanc ; de baleine ; vers Hambourg,0,0,livres
1763,Bois ; de Pernanbuco,0,0,livres
1763,Bois ; de teinture ; vers Hambourg,23310,,
1763,Bougie ; de suif,100,1.7160275,livres
1763,Cacao ; vers Hambourg,0,0,livres
1763,Café ; vers Hambourg,467868,916639.38,livres
1763,Cochenille,0,0,livres
1763,Coton ; autre et de Méditerranée,0,0,livres
1763,Coton ; autre et de Méditerranée,2000,3259.3279,livres
1763,Eau ; de vie ; vers Hambourg,147105,69529.016,livres
1763,Fer ; vers Hambourg,0,0,livres
1763,"Fruits ; divers ; amandes, pelures, raisins, prunes",60160,274846.72,livres
1763,"Fruits ; divers ; amandes, pelures, raisins, prunes",4525,29266.596,livres
1763,"Fruits ; divers ; amandes, pelures, raisins, prunes",61724,988048.31,livres
1763,"Fruits ; divers ; amandes, pelures, raisins, prunes",175,1143.2164,livres
1763,Galle,110,121.19984,livres
1763,Gingembre,0,0,livres
1763,Gomme ; vers Hambourg,0,0,livres
1763,Goudron ; de Suède ; vers Hambourg,0,0,last
1763,Grammes argent ; mark banco,8.23964786529541,,
1763,Huile ; d'olive ; blanc ; de Gènes,15406,60264.375,livres
1763,Huile ; de baleine ; vers Hambourg,0,0,tonneaux
1763,Indigo,246625,40005.516,livres
1763,Minium,0,0,livres
1763,Oxyde ; de plomb,0,0,livres
1763,Plombs,0,0,livres
1763,Poivre ; blanc-noir,150,171.20845,livres
1763,Potasse ; vers Hambourg,0,0,livres
1763,Riz ; vers Hambourg,15000,169659.13,livres
1763,Safran ; orange,1250,114.96632,livres
1763,Savon ; vers Hambourg,16350,86299.938,livres
1763,Sucre ; cru blanc ; du Brésil,1428866.5,4768029,livres
1763,Suif ; pour faire du savon,0,0,livres
1763,Sumac,0,0,livres
1763,Tabac ; de Virginie ; vers Hambourg,51425,294102.22,livres
1763,Tartre ; vers Hambourg,2565,13507.745,livres
1763,Thé ; boue,0,0,livres
1763,Térébenthine,5675,90154.492,livres
1763,Vert-de-gris,5525,5168.4067,livres
1763,Vin ; de France ; vers Hambourg,702240,25744.531,oxhoft
1763,Vinaigre ; vers Hambourg,13285,636.03778,tierce
1763,Vitriol ; blanc,0,0,livres
1764,Alun,,,
1764,Beurre; vers Hambourg,,,
1764,Blanc ; de baleine ; vers Hambourg,,,
1764,Bois ; de Pernanbuco,,,
1764,Bougie ; de suif,,,
1764,Cacao ; vers Hambourg,,,
1764,Café ; vers Hambourg,,,
1764,Cochenille,,,
1764,Coton ; autre et de Méditerranée,,,
1764,Coton ; autre et de Méditerranée,,,
1764,Eau ; de vie ; vers Hambourg,,,
1764,Fer ; vers Hambourg,,,
1764,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,
1764,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,
1764,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,
1764,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,
1764,Galle,,,
1764,Gingembre,,,
1764,Gomme ; vers Hambourg,,,
1764,Goudron ; de Suède ; vers Hambourg,,,
1764,Grammes argent ; mark banco,8.469736099243164,,
1764,Huile ; d'olive ; blanc ; de Gènes,,,
1764,Huile ; de baleine ; vers Hambourg,,,
1764,Indigo,,,
1764,Minium,,,
1764,Oxyde ; de plomb,,,
1764,Plombs,,,
1764,Poivre ; blanc-noir,,,
1764,Potasse ; vers Hambourg,,,
1764,Riz ; vers Hambourg,,,
1764,Safran ; orange,,,
1764,Savon ; vers Hambourg,,,
1764,Sucre ; cru blanc ; du Brésil,,,
1764,Suif ; pour faire du savon,,,
1764,Sumac,,,
1764,Tabac ; de Virginie ; vers Hambourg,,,
1764,Tartre ; vers Hambourg,,,
1764,Thé ; boue,,,
1764,Térébenthine,,,
1764,Vert-de-gris,,,
1764,Vin ; de France ; vers Hambourg,,,
1764,Vinaigre ; vers Hambourg,,,
1764,Vitriol ; blanc,,,
1765,Alun,,,
1765,Beurre; vers Hambourg,,,
1765,Blanc ; de baleine ; vers Hambourg,,,
1765,Bois ; de Pernanbuco,,,
1765,Bougie ; de suif,,,
1765,Cacao ; vers Hambourg,,,
1765,Café ; vers Hambourg,,,
1765,Cochenille,,,
1765,Coton ; autre et de Méditerranée,,,
1765,Coton ; autre et de Méditerranée,,,
1765,Eau ; de vie ; vers Hambourg,,,
1765,Fer ; vers Hambourg,,,
1765,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,
1765,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,
1765,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,
1765,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,
1765,Galle,,,
1765,Gingembre,,,
1765,Gomme ; vers Hambourg,,,
1765,Goudron ; de Suède ; vers Hambourg,,,
1765,Grammes argent ; mark banco,8.368680000305176,,
1765,Huile ; d'olive ; blanc ; de Gènes,,,
1765,Huile ; de baleine ; vers Hambourg,,,
1765,Indigo,,,
1765,Minium,,,
1765,Oxyde ; de plomb,,,
1765,Plombs,,,
1765,Poivre ; blanc-noir,,,
1765,Potasse ; vers Hambourg,,,
1765,Riz ; vers Hambourg,,,
1765,Safran ; orange,,,
1765,Savon ; vers Hambourg,,,
1765,Sucre ; cru blanc ; du Brésil,,,
1765,Suif ; pour faire du savon,,,
1765,Sumac,,,
1765,Tabac ; de Virginie ; vers Hambourg,,,
1765,Tartre ; vers Hambourg,,,
1765,Thé ; boue,,,
1765,Térébenthine,,,
1765,Vert-de-gris,,,
1765,Vin ; de France ; vers Hambourg,,,
1765,Vinaigre ; vers Hambourg,,,
1765,Vitriol ; blanc,,,
1766,Alun,,,
1766,Beurre; vers Hambourg,,,
1766,Blanc ; de baleine ; vers Hambourg,,,
1766,Bois ; de Pernanbuco,,,
1766,Bougie ; de suif,,,
1766,Cacao ; vers Hambourg,,,
1766,Café ; vers Hambourg,,,
1766,Cochenille,,,
1766,Coton ; autre et de Méditerranée,,,
1766,Coton ; autre et de Méditerranée,,,
1766,Eau ; de vie ; vers Hambourg,,,
1766,Fer ; vers Hambourg,,,
1766,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,
1766,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,
1766,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,
1766,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,
1766,Galle,,,
1766,Gingembre,,,
1766,Gomme ; vers Hambourg,,,
1766,Goudron ; de Suède ; vers Hambourg,,,
1766,Grammes argent ; mark banco,7.994585990905762,,
1766,Huile ; d'olive ; blanc ; de Gènes,,,
1766,Huile ; de baleine ; vers Hambourg,,,
1766,Indigo,,,
1766,Minium,,,
1766,Oxyde ; de plomb,,,
1766,Plombs,,,
1766,Poivre ; blanc-noir,,,
1766,Potasse ; vers Hambourg,,,
1766,Riz ; vers Hambourg,,,
1766,Safran ; orange,,,
1766,Savon ; vers Hambourg,,,
1766,Sucre ; cru blanc ; du Brésil,,,
1766,Suif ; pour faire du savon,,,
1766,Sumac,,,
1766,Tabac ; de Virginie ; vers Hambourg,,,
1766,Tartre ; vers Hambourg,,,
1766,Thé ; boue,,,
1766,Térébenthine,,,
1766,Vert-de-gris,,,
1766,Vin ; de France ; vers Hambourg,,,
1766,Vinaigre ; vers Hambourg,,,
1766,Vitriol ; blanc,,,
1767,Alun,,,
1767,Beurre; vers Hambourg,,,
1767,Blanc ; de baleine ; vers Hambourg,,,
1767,Bois ; de Pernanbuco,,,
1767,Bougie ; de suif,,,
1767,Cacao ; vers Hambourg,,,
1767,Café ; vers Hambourg,,,
1767,Cochenille,,,
1767,Coton ; autre et de Méditerranée,,,
1767,Coton ; autre et de Méditerranée,,,
1767,Eau ; de vie ; vers Hambourg,,,
1767,Fer ; vers Hambourg,,,
1767,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,
1767,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,
1767,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,
1767,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,
1767,Galle,,,
1767,Gingembre,,,
1767,Gomme ; vers Hambourg,,,
1767,Goudron ; de Suède ; vers Hambourg,,,
1767,Grammes argent ; mark banco,7.912850379943848,,
1767,Huile ; d'olive ; blanc ; de Gènes,,,
1767,Huile ; de baleine ; vers Hambourg,,,
1767,Indigo,,,
1767,Minium,,,
1767,Oxyde ; de plomb,,,
1767,Plombs,,,
1767,Poivre ; blanc-noir,,,
1767,Potasse ; vers Hambourg,,,
1767,Riz ; vers Hambourg,,,
1767,Safran ; orange,,,
1767,Savon ; vers Hambourg,,,
1767,Sucre ; cru blanc ; du Brésil,,,
1767,Suif ; pour faire du savon,,,
1767,Sumac,,,
1767,Tabac ; de Virginie ; vers Hambourg,,,
1767,Tartre ; vers Hambourg,,,
1767,Thé ; boue,,,
1767,Térébenthine,,,
1767,Vert-de-gris,,,
1767,Vin ; de France ; vers Hambourg,,,
1767,Vinaigre ; vers Hambourg,,,
1767,Vitriol ; blanc,,,
1768,Alun,,,
1768,Beurre; vers Hambourg,,,
1768,Blanc ; de baleine ; vers Hambourg,,,
1768,Bois ; de Pernanbuco,,,
1768,Bougie ; de suif,,,
1768,Cacao ; vers Hambourg,,,
1768,Café ; vers Hambourg,,,
1768,Cochenille,,,
1768,Coton ; autre et de Méditerranée,,,
1768,Coton ; autre et de Méditerranée,,,
1768,Eau ; de vie ; vers Hambourg,,,
1768,Fer ; vers Hambourg,,,
1768,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,
1768,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,
1768,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,
1768,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,
1768,Galle,,,
1768,Gingembre,,,
1768,Gomme ; vers Hambourg,,,
1768,Goudron ; de Suède ; vers Hambourg,,,
1768,Grammes argent ; mark banco,8.217023849487305,,
1768,Huile ; d'olive ; blanc ; de Gènes,,,
1768,Huile ; de baleine ; vers Hambourg,,,
1768,Indigo,,,
1768,Minium,,,
1768,Oxyde ; de plomb,,,
1768,Plombs,,,
1768,Poivre ; blanc-noir,,,
1768,Potasse ; vers Hambourg,,,
1768,Riz ; vers Hambourg,,,
1768,Safran ; orange,,,
1768,Savon ; vers Hambourg,,,
1768,Sucre ; cru blanc ; du Brésil,,,
1768,Suif ; pour faire du savon,,,
1768,Sumac,,,
1768,Tabac ; de Virginie ; vers Hambourg,,,
1768,Tartre ; vers Hambourg,,,
1768,Thé ; boue,,,
1768,Térébenthine,,,
1768,Vert-de-gris,,,
1768,Vin ; de France ; vers Hambourg,,,
1768,Vinaigre ; vers Hambourg,,,
1768,Vitriol ; blanc,,,
1769,Alun,775,2922.4797,livres
1769,Beurre; vers Hambourg,79480,1270.9695,livres
1769,Blanc ; de baleine ; vers Hambourg,0,0,livres
1769,Bois ; de Pernanbuco,0,0,livres
1769,Bois ; de teinture ; vers Hambourg,400,,
1769,Bougie ; de suif,0,0,livres
1769,Cacao ; vers Hambourg,800,2294.0884,livres
1769,Café ; vers Hambourg,2323299,3982798.3,livres
1769,Cochenille,0,0,livres
1769,Coton ; autre et de Méditerranée,2650,3238.957,livres
1769,Coton ; autre et de Méditerranée,300,600.64758,livres
1769,Eau ; de vie ; vers Hambourg,173940,60844.988,livres
1769,Fer ; vers Hambourg,0,0,livres
1769,"Fruits ; divers ; amandes, pelures, raisins, prunes",0,0,livres
1769,"Fruits ; divers ; amandes, pelures, raisins, prunes",21530,122885.13,livres
1769,"Fruits ; divers ; amandes, pelures, raisins, prunes",37575,414067,livres
1769,"Fruits ; divers ; amandes, pelures, raisins, prunes",8630,32952.211,livres
1769,Galle,7050,15135.803,livres
1769,Gingembre,0,0,livres
1769,Gomme ; vers Hambourg,7825,11845.052,livres
1769,Goudron ; de Suède ; vers Hambourg,0,0,last
1769,Grammes argent ; mark banco,8.288331031799316,,
1769,Huile ; d'olive ; blanc ; de Gènes,8885,28783.012,livres
1769,Huile ; de baleine ; vers Hambourg,0,0,tonneaux
1769,Indigo,176125,28372.543,livres
1769,Minium,800,7209.5293,livres
1769,Oxyde ; de plomb,0,0,livres
1769,Plombs,0,0,livres
1769,Poivre ; blanc-noir,1600,1099.7489,livres
1769,Potasse ; vers Hambourg,0,0,livres
1769,Riz ; vers Hambourg,9750,115253.43,livres
1769,Safran ; orange,0,0,livres
1769,Savon ; vers Hambourg,5275,25069.279,livres
1769,Sucre ; cru blanc ; du Brésil,4803230,19052206,livres
1769,Suif ; pour faire du savon,0,0,livres
1769,Sumac,2505,52553.328,livres
1769,Tabac ; de Virginie ; vers Hambourg,42975,206942.73,livres
1769,Tartre ; vers Hambourg,200,1369.8296,livres
1769,Thé ; boue,17275,19003.791,livres
1769,Térébenthine,7020,95096.906,livres
1769,Vert-de-gris,2250,2200.1494,livres
1769,Vin ; de France ; vers Hambourg,524500,19134.004,oxhoft
1769,Vinaigre ; vers Hambourg,7230,307.5369,tierce
1769,Vitriol ; blanc,0,0,livres
1770,Alun,600,2401.1909,livres
1770,Beurre; vers Hambourg,5100,78.317917,livres
1770,Blanc ; de baleine ; vers Hambourg,0,0,livres
1770,Bois ; de Pernanbuco,0,0,livres
1770,Bois ; de teinture ; vers Hambourg,8000,,
1770,Bougie ; de suif,20,.30447379,livres
1770,Cacao ; vers Hambourg,2300,6942.8721,livres
1770,Café ; vers Hambourg,2659295,4326988.5,livres
1770,Cochenille,0,0,livres
1770,Coton ; autre et de Méditerranée,0,0,livres
1770,Coton ; autre et de Méditerranée,0,0,livres
1770,Eau ; de vie ; vers Hambourg,18865,6567.1587,livres
1770,Fer ; vers Hambourg,0,0,livres
1770,"Fruits ; divers ; amandes, pelures, raisins, prunes",0,0,livres
1770,"Fruits ; divers ; amandes, pelures, raisins, prunes",30341,557495.56,livres
1770,"Fruits ; divers ; amandes, pelures, raisins, prunes",17940,61240.844,livres
1770,"Fruits ; divers ; amandes, pelures, raisins, prunes",17440,125310.23,livres
1770,Galle,14850,30824.109,livres
1770,Gingembre,0,0,livres
1770,Gomme ; vers Hambourg,6625,10669.927,livres
1770,Goudron ; de Suède ; vers Hambourg,0,0,last
1770,Grammes argent ; mark banco,8.431554794311523,,
1770,Huile ; d'olive ; blanc ; de Gènes,8120,28005.889,livres
1770,Huile ; de baleine ; vers Hambourg,0,0,tonneaux
1770,Indigo,176160,28329.338,livres
1770,Minium,2300,21696.475,livres
1770,Oxyde ; de plomb,0,0,livres
1770,Plombs,0,0,livres
1770,Poivre ; blanc-noir,125,132.70549,livres
1770,Potasse ; vers Hambourg,0,0,livres
1770,Riz ; vers Hambourg,220,2892.051,livres
1770,Safran ; orange,3000,142.77351,livres
1770,Savon ; vers Hambourg,6260,29986.316,livres
1770,Sucre ; cru blanc ; du Brésil,4787600,18638540,livres
1770,Suif ; pour faire du savon,160,2.4357903,livres
1770,Sumac,0,0,livres
1770,Tabac ; de Virginie ; vers Hambourg,29890,168424.02,livres
1770,Tartre ; vers Hambourg,800,5838.8408,livres
1770,Thé ; boue,18450,18864.066,livres
1770,Térébenthine,6150,85495.039,livres
1770,Vert-de-gris,5350,5138.5488,livres
1770,Vin ; de France ; vers Hambourg,529420,21227.512,oxhoft
1770,Vinaigre ; vers Hambourg,13680,602.21869,tierce
1770,Vitriol ; blanc,0,0,livres
1771,Alun,2600,10561.825,livres
1771,Beurre; vers Hambourg,41650,571.62524,livres
1771,Blanc ; de baleine ; vers Hambourg,0,0,livres
1771,Bois ; de Pernanbuco,0,0,livres
1771,Bois ; de teinture ; vers Hambourg,2300,,
1771,Bougie ; de suif,40,.65370828,livres
1771,Cacao ; vers Hambourg,700,1982.915,livres
1771,Café ; vers Hambourg,2307025,3691240,livres
1771,Cochenille,0,0,livres
1771,Coton ; autre et de Méditerranée,4900,8513.3105,livres
1771,Coton ; autre et de Méditerranée,1030,1718.5194,livres
1771,Eau ; de vie ; vers Hambourg,83110,21222.537,livres
1771,Fer ; vers Hambourg,0,0,livres
1771,"Fruits ; divers ; amandes, pelures, raisins, prunes",0,0,livres
1771,"Fruits ; divers ; amandes, pelures, raisins, prunes",0,0,livres
1771,"Fruits ; divers ; amandes, pelures, raisins, prunes",34607,456673.09,livres
1771,"Fruits ; divers ; amandes, pelures, raisins, prunes",12150,30914.139,livres
1771,Galle,20820,24778.752,livres
1771,Gingembre,50,241.63983,livres
1771,Gomme ; vers Hambourg,5000,7903.8389,livres
1771,Goudron ; de Suède ; vers Hambourg,0,0,last
1771,Grammes argent ; mark banco,8.450602531433105,,
1771,Huile ; d'olive ; blanc ; de Gènes,8436,25171.781,livres
1771,Huile ; de baleine ; vers Hambourg,0,0,tonneaux
1771,Indigo,141850,22772.547,livres
1771,Minium,700,6639.2241,livres
1771,Oxyde ; de plomb,0,0,livres
1771,Plombs,500,19.52713,livres
1771,Poivre ; blanc-noir,200,222.69389,livres
1771,Potasse ; vers Hambourg,0,0,livres
1771,Riz ; vers Hambourg,3100,31628.656,livres
1771,Safran ; orange,100,6.3800354,livres
1771,Savon ; vers Hambourg,6030,24695.785,livres
1771,Sucre ; cru blanc ; du Brésil,4778735,18265772,livres
1771,Suif ; pour faire du savon,0,0,livres
1771,Sumac,0,0,livres
1771,Tabac ; de Virginie ; vers Hambourg,59458,336857.63,livres
1771,Tartre ; vers Hambourg,600,4229.521,livres
1771,Thé ; boue,22150,21972.992,livres
1771,Térébenthine,8515,116713.28,livres
1771,Vert-de-gris,8100,7822.2139,livres
1771,Vin ; de France ; vers Hambourg,370370,10959.196,oxhoft
1771,Vinaigre ; vers Hambourg,3615,154.22198,tierce
1771,Vitriol ; blanc,0,0,livres
1772,Alun,,,
1772,Beurre; vers Hambourg,,,
1772,Blanc ; de baleine ; vers Hambourg,,,
1772,Bois ; de Pernanbuco,,,
1772,Bougie ; de suif,,,
1772,Cacao ; vers Hambourg,,,
1772,Café ; vers Hambourg,,,
1772,Cochenille,,,
1772,Coton ; autre et de Méditerranée,,,
1772,Coton ; autre et de Méditerranée,,,
1772,Eau ; de vie ; vers Hambourg,,,
1772,Fer ; vers Hambourg,,,
1772,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,
1772,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,
1772,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,
1772,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,
1772,Galle,,,
1772,Gingembre,,,
1772,Gomme ; vers Hambourg,,,
1772,Goudron ; de Suède ; vers Hambourg,,,
1772,Grammes argent ; mark banco,8.441067695617676,,
1772,Huile ; d'olive ; blanc ; de Gènes,,,
1772,Huile ; de baleine ; vers Hambourg,,,
1772,Indigo,,,
1772,Minium,,,
1772,Oxyde ; de plomb,,,
1772,Plombs,,,
1772,Poivre ; blanc-noir,,,
1772,Potasse ; vers Hambourg,,,
1772,Riz ; vers Hambourg,,,
1772,Safran ; orange,,,
1772,Savon ; vers Hambourg,,,
1772,Sucre ; cru blanc ; du Brésil,,,
1772,Suif ; pour faire du savon,,,
1772,Sumac,,,
1772,Tabac ; de Virginie ; vers Hambourg,,,
1772,Tartre ; vers Hambourg,,,
1772,Thé ; boue,,,
1772,Térébenthine,,,
1772,Vert-de-gris,,,
1772,Vin ; de France ; vers Hambourg,,,
1772,Vinaigre ; vers Hambourg,,,
1772,Vitriol ; blanc,,,
1773,Alun,3425,13886.623,livres
1773,Beurre; vers Hambourg,56700,1031.3535,livres
1773,Blanc ; de baleine ; vers Hambourg,0,0,livres
1773,Bois ; de Pernanbuco,4000,15841.585,livres
1773,Bois ; de teinture ; vers Hambourg,4300,,
1773,Bougie ; de suif,25,.33362937,livres
1773,Cacao ; vers Hambourg,2925,7687.8115,livres
1773,Café ; vers Hambourg,2121850,4737153.5,livres
1773,Cochenille,0,0,livres
1773,Coton ; autre et de Méditerranée,0,0,livres
1773,Coton ; autre et de Méditerranée,10950,20927.107,livres
1773,Eau ; de vie ; vers Hambourg,74080,27741.504,livres
1773,Fer ; vers Hambourg,0,0,livres
1773,"Fruits ; divers ; amandes, pelures, raisins, prunes",0,0,livres
1773,"Fruits ; divers ; amandes, pelures, raisins, prunes",11562,84313.313,livres
1773,"Fruits ; divers ; amandes, pelures, raisins, prunes",29770,87966.492,livres
1773,"Fruits ; divers ; amandes, pelures, raisins, prunes",62455,872953.25,livres
1773,Galle,7590,20116.242,livres
1773,Gingembre,0,0,livres
1773,Gomme ; vers Hambourg,300,519.45032,livres
1773,Goudron ; de Suède ; vers Hambourg,0,0,last
1773,Grammes argent ; mark banco,8.441067695617676,,
1773,Huile ; d'olive ; blanc ; de Gènes,19162,44402.23,livres
1773,Huile ; de baleine ; vers Hambourg,0,0,tonneaux
1773,Indigo,302160,48342.531,livres
1773,Minium,2925,29733.561,livres
1773,Oxyde ; de plomb,0,0,livres
1773,Plombs,0,0,livres
1773,Poivre ; blanc-noir,60,72.561928,livres
1773,Potasse ; vers Hambourg,0,0,livres
1773,Riz ; vers Hambourg,6700,84247.484,livres
1773,Safran ; orange,1100,100.30073,livres
1773,Savon ; vers Hambourg,8130,29877.256,livres
1773,Sucre ; cru blanc ; du Brésil,4584495,18534290,livres
1773,Suif ; pour faire du savon,0,0,livres
1773,Sumac,900,17160.762,livres
1773,Tabac ; de Virginie ; vers Hambourg,36224,225248.09,livres
1773,Tartre ; vers Hambourg,100,692.33234,livres
1773,Thé ; boue,2950,2754.9133,livres
1773,Térébenthine,4250,59403.59,livres
1773,Vert-de-gris,8800,7631.0435,livres
1773,Vin ; de France ; vers Hambourg,604746,21271.76,oxhoft
1773,Vinaigre ; vers Hambourg,8680,320.71497,tierce
1773,Vitriol ; blanc,950,3392.8569,livres
1774,Alun,,,
1774,Beurre; vers Hambourg,,,
1774,Blanc ; de baleine ; vers Hambourg,,,
1774,Bois ; de Pernanbuco,,,
1774,Bougie ; de suif,,,
1774,Cacao ; vers Hambourg,,,
1774,Café ; vers Hambourg,,,
1774,Cochenille,,,
1774,Coton ; autre et de Méditerranée,,,
1774,Coton ; autre et de Méditerranée,,,
1774,Eau ; de vie ; vers Hambourg,,,
1774,Fer ; vers Hambourg,,,
1774,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,
1774,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,
1774,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,
1774,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,
1774,Galle,,,
1774,Gingembre,,,
1774,Gomme ; vers Hambourg,,,
1774,Goudron ; de Suède ; vers Hambourg,,,
1774,Grammes argent ; mark banco,8.460158348083496,,
1774,Huile ; d'olive ; blanc ; de Gènes,,,
1774,Huile ; de baleine ; vers Hambourg,,,
1774,Indigo,,,
1774,Minium,,,
1774,Oxyde ; de plomb,,,
1774,Plombs,,,
1774,Poivre ; blanc-noir,,,
1774,Potasse ; vers Hambourg,,,
1774,Riz ; vers Hambourg,,,
1774,Safran ; orange,,,
1774,Savon ; vers Hambourg,,,
1774,Sucre ; cru blanc ; du Brésil,,,
1774,Suif ; pour faire du savon,,,
1774,Sumac,,,
1774,Tabac ; de Virginie ; vers Hambourg,,,
1774,Tartre ; vers Hambourg,,,
1774,Thé ; boue,,,
1774,Térébenthine,,,
1774,Vert-de-gris,,,
1774,Vin ; de France ; vers Hambourg,,,
1774,Vinaigre ; vers Hambourg,,,
1774,Vitriol ; blanc,,,
1775,Alun,,,
1775,Beurre; vers Hambourg,,,
1775,Blanc ; de baleine ; vers Hambourg,,,
1775,Bois ; de Pernanbuco,,,
1775,Bougie ; de suif,,,
1775,Cacao ; vers Hambourg,,,
1775,Café ; vers Hambourg,,,
1775,Cochenille,,,
1775,Coton ; autre et de Méditerranée,,,
1775,Coton ; autre et de Méditerranée,,,
1775,Eau ; de vie ; vers Hambourg,,,
1775,Fer ; vers Hambourg,,,
1775,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,
1775,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,
1775,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,
1775,"Fruits ; divers ; amandes, pelures, raisins, prunes",,,
1775,Galle,,,
1775,Gingembre,,,
1775,Gomme ; vers Hambourg,,,
1775,Goudron ; de Suède ; vers Hambourg,,,
1775,Grammes argent ; mark banco,8.436308860778809,,
1775,Huile ; d'olive ; blanc ; de Gènes,,,
1775,Huile ; de baleine ; vers Hambourg,,,
1775,Indigo,,,
1775,Minium,,,
1775,Oxyde ; de plomb,,,
1775,Plombs,,,
1775,Poivre ; blanc-noir,,,
1775,Potasse ; vers Hambourg,,,
1775,Riz ; vers Hambourg,,,
1775,Safran ; orange,,,
