numrodeligne,dataentryby,source,sourcepath,sourcetype,year,sheet,exportsimports,direction,pays,marchandises,quantit,quantity_unit,value,remarks
293,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,33,Imports,Picardie,Angleterre,Marchandise à la valeur,,valeur,31000,
294,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,33,Imports,Picardie,Angleterre,Confitures moutarde fromage &c.,,valeur,13000,
295,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,33,Imports,Picardie,Angleterre,Ris,,valeur,30000,
296,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,33,Imports,Picardie,Angleterre,Ardoises,457590,nombre,13000,
297,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,33,Imports,Picardie,Angleterre,Bois de Teinture,411850,livres,82000,
298,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,33,Imports,Picardie,Angleterre,Charbon de terre,1475000,livres,30000,
299,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,33,Imports,Picardie,Angleterre,Cuivre,11727,livres,11000,
300,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,33,Imports,Picardie,Angleterre,Etain,14970,livres,19000,
301,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,33,Imports,Picardie,Angleterre,Fer blanc,100365,livres,57000,
302,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,33,Imports,Picardie,Angleterre,fer noir et en tôle,,valeur,13000,
303,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,33,Imports,Picardie,Angleterre,Plomb,368338,livres,91000,
304,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,33,Imports,Picardie,Angleterre,Eau de vie de Genievre,"1352,47",muids,195000,
305,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,33,Imports,Picardie,Angleterre,Alun,353900,livres,124000,
306,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,33,Imports,Picardie,Angleterre,Laimes,39868,livres,44000,
307,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,33,Imports,Picardie,Angleterre,Drogues diverses,,valeur,29000,
308,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,33,Imports,Picardie,Angleterre,huile de poisson,59150,livres,26000,
309,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,33,Imports,Picardie,Angleterre,piment,10150,livres,10000,
310,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,33,Imports,Picardie,Angleterre,Poivre,50680,livres,76000,
311,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,33,Imports,Picardie,Angleterre,Chevaux,389,nombre,121000,
312,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,33,Imports,Picardie,Angleterre,Marchandises diverses dont le plus fort article n'excede pas 10000 livres,,valeur,78000,"Indépendamment de la valeur de 4282000 en marchandises reçues de l'Angleterre par la province de Picardie, il est entré dans le royaume par le port de Calais venant de la Grande-Bretagne pour une somme de 8771266 d'or pur en lingot du poids net de 5236,5 livres à 837£10s le marc. "
313,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,33,Exports,Picardie,Angleterre,Dentelle de fil,"113,5",livres,143000,
314,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,33,Exports,Picardie,Angleterre,Dentelle de Soye,,valeur,302000,745 livres et une once et 6000 aunes.
315,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,33,Exports,Picardie,Angleterre,Etoffes de Soye,,valeur,39000,
316,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,33,Exports,Picardie,Angleterre,Drap de laine,8463,aunes,166000,
317,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,33,Exports,Picardie,Angleterre,Toiles Batistes,1460,pièces,104000,pièce de de 15 aunes.
318,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,33,Exports,Picardie,Angleterre,Librairie,,valeur,64000,
319,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,33,Exports,Picardie,Angleterre,Plumes d'Autruche appretés,,valeur,42000,
320,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,33,Exports,Picardie,Angleterre,Marchandise à la valeur,,valeur,18000,
321,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,33,Exports,Picardie,Angleterre,Eau de vie de vin,"2673,26",muids,402000,
322,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,33,Exports,Picardie,Angleterre,Eau de vie de Genievre,"7237,24",muids,1130000,
323,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,33,Exports,Picardie,Angleterre,Vins divers,,valeur,138000,440 muids 208 pintes et 50184 bouteilles
324,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,33,Exports,Picardie,Angleterre,Chevaux,67,nombre,21000,
325,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,33,Exports,Picardie,Angleterre,Thé,37588,livres,113000,
326,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,33,Exports,Picardie,Angleterre,Marchandises dont le plus fort article n'excede pas 10000 livres,,valeur,60000,
327,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,35,Imports,Flandre Françoise,Angleterre,Bonneterie diverse,15029,livres,120000,
328,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,35,Imports,Flandre Françoise,Angleterre,Bonneterie de Coton,13082,livres,119000,
329,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,35,Imports,Flandre Françoise,Angleterre,Chapellerie,,valeur,19000,
330,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,35,Imports,Flandre Françoise,Angleterre,Couvertures de laine,7143,nombre,27000,
331,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,35,Imports,Flandre Françoise,Angleterre,Draperie ,89654,livres,1144000,
332,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,35,Imports,Flandre Françoise,Angleterre,Etoffes diverses,,valeur,446000,
333,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,35,Imports,Flandre Françoise,Angleterre,Etoffes de Coton,246791,livres,2038000,
334,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,35,Imports,Flandre Françoise,Angleterre,Etoffes de Laine,273324,livres,1678000,
335,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,35,Imports,Flandre Françoise,Angleterre,Etoffes de coton et Soye,2850,livres,86000,
336,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,35,Imports,Flandre Françoise,Angleterre,Etoffes de Soye,,valeur,80000,
337,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,35,Imports,Flandre Françoise,Angleterre,Gazes de Soye,2277,livres,149000,
338,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,35,Imports,Flandre Françoise,Angleterre,Gazes de fil,2378,livres,95000,
339,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,35,Imports,Flandre Françoise,Angleterre,Mouchoirs de coton,,valeur,130000,
340,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,35,Imports,Flandre Françoise,Angleterre,Mouchoirs de Soye,,valeur,358000,
341,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,35,Imports,Flandre Françoise,Angleterre,Mousselines,,valeur,810000,
342,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,35,Imports,Flandre Françoise,Angleterre,Toiles de Coton,10037,livres,112000,
343,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,35,Imports,Flandre Françoise,Angleterre,Toiles de Coton peintes et imprimées,5642,livres,64000,
344,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,35,Imports,Flandre Françoise,Angleterre,Toiles de Coton et fil,5090,livres,33000,
345,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,35,Imports,Flandre Françoise,Angleterre,Toiles de fil,57818,livres,188000,
346,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,35,Imports,Flandre Françoise,Angleterre,Toiles de Lin,,valeur,9000,
347,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,35,Imports,Flandre Françoise,Angleterre,Tapis,,valeur,10000,
348,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,35,Imports,Flandre Françoise,Angleterre,Porcelaine,,valeur,11000,
349,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,35,Imports,Flandre Françoise,Angleterre,Fayence et poterie,,valeur,246000,
350,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,35,Imports,Flandre Françoise,Angleterre,Verreries,23724,livres,24000,
351,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,35,Imports,Flandre Françoise,Angleterre,Coton en laine,28941,livres,87000,
352,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,35,Imports,Flandre Françoise,Angleterre,Chanvre en rame,35000,livres,10000,
353,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,35,Imports,Flandre Françoise,Angleterre,Laine en Rame,6060,livres,12000,
354,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,35,Imports,Flandre Françoise,Angleterre,Soye Ecrue,12891,livres,309000,
355,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,35,Exports,Flandre Françoise,Angleterre,Dentelles de fil,677,livres,677000,
356,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,35,Exports,Flandre Françoise,Angleterre,Draps de laine,3488,livres,33000,
357,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,35,Exports,Flandre Françoise,Angleterre,Etoffes de coton et Soye,,valeur,16000,
358,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,35,Exports,Flandre Françoise,Angleterre,Gazes de Soye et fil,,valeur,18000,
359,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,35,Exports,Flandre Françoise,Angleterre,Mouchoirs de mousselines,,valeur,77000,
360,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,35,Exports,Flandre Françoise,Angleterre,Mouchoirs de Soye,,valeur,249000,
361,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,35,Exports,Flandre Françoise,Angleterre,Mousselines,,valeur,95000,
362,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,35,Exports,Flandre Françoise,Angleterre,Toiles de coton,,valeur,27000,
363,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,35,Exports,Flandre Françoise,Angleterre,Toiles batiste et fines,,valeur,1539000,537 pièces et 43616 livres
364,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,35,Exports,Flandre Françoise,Angleterre,Toiles linon,636,livres,38000,
365,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,35,Exports,Flandre Françoise,Angleterre,fil à coudre,14405,livres,50000,
366,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,35,Exports,Flandre Françoise,Angleterre,Soye Ecrue,2890,livres,69000,
367,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,36,Imports,Flandre Françoise,Angleterre,Bois de Teinture,273000,livres,41000,
368,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,36,Imports,Flandre Françoise,Angleterre,Cuivre,6394,livres,10000,
369,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,36,Imports,Flandre Françoise,Angleterre,Etain,24066,livres,19000,
370,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,36,Imports,Flandre Françoise,Angleterre,Plomb,436988,livres,86000,
371,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,36,Imports,Flandre Françoise,Angleterre,fers divers,,valeur,34000,
372,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,36,Imports,Flandre Françoise,Angleterre,Fer blanc,140000,livres,72000,
373,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,36,Imports,Flandre Françoise,Angleterre,Charbon de terre,9206500,livres,93000,
374,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,36,Imports,Flandre Françoise,Angleterre,Suif en chandelle et en Rame,60093,livres,37000,
375,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,36,Imports,Flandre Françoise,Angleterre,Hardes diverses,,valeur,17000,
376,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,36,Imports,Flandre Françoise,Angleterre,Harnois et sellerie,,valeur,16000,
377,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,36,Imports,Flandre Françoise,Angleterre,Cornes à lanternes,,valeur,18000,
378,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,36,Imports,Flandre Françoise,Angleterre,houblon,23241,livres,29000,
379,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,36,Imports,Flandre Françoise,Angleterre,Instruments de musique,,valeur,10000,
380,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,36,Imports,Flandre Françoise,Angleterre,Mercerie ,,valeur,541000,
381,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,36,Imports,Flandre Françoise,Angleterre,Ouvrages de modes,,valeur,22000,
382,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,36,Imports,Flandre Françoise,Angleterre,Ouvrages de Tourneurs &c.,,valeur,14000,
383,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,36,Imports,Flandre Françoise,Angleterre,Peaux de Daims,9588,nombre,48000,
384,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,36,Imports,Flandre Françoise,Angleterre,Pelleterie commune,97831,livres,147000,
385,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,36,Imports,Flandre Françoise,Angleterre,Pelleterie fine,6000,livres,72000,
386,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,36,Imports,Flandre Françoise,Angleterre,Quincaillerie en cuivre,,valeur,18000,
387,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,36,Imports,Flandre Françoise,Angleterre,Quincaillerie de fer,,valeur,262000,
388,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,36,Imports,Flandre Françoise,Angleterre,Cannes de toutes sortes,,valeur,27000,
389,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,36,Imports,Flandre Françoise,Angleterre,Plumes,5655,livres,22000,
390,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,36,Imports,Flandre Françoise,Angleterre,Voitures,,valeur,25000,
391,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,36,Imports,Flandre Françoise,Angleterre,Marchandise à la valeur,,valeur,116000,
392,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,36,Imports,Flandre Françoise,Angleterre,Tabac en feuilles,2603294,livres,911000,
393,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,36,Exports,Flandre Françoise,Angleterre,Cheveux,,valeur,34000,
394,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,36,Exports,Flandre Françoise,Angleterre,Graines de jardin,,valeur,20000,
395,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,36,Exports,Flandre Françoise,Angleterre,Mercerie ,,valeur,15000,
396,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,36,Exports,Flandre Françoise,Angleterre,Ouvrages de modes,,valeur,32000,
397,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,36,Exports,Flandre Françoise,Angleterre,Parfumerie,,valeur,13000,
398,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,36,Exports,Flandre Françoise,Angleterre,Gants de peau de Grenoble,1635,livres,20000,
399,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,36,Exports,Flandre Françoise,Angleterre,Quincaillerie,,valeur,12000,
400,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,36,Exports,Flandre Françoise,Angleterre,Plumes d'Autruche ,,valeur,13000,
401,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,36,Exports,Flandre Françoise,Angleterre,Marchandise à la valeur,,valeur,54000,
402,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,36,Exports,Flandre Françoise,Angleterre,Tabac en feuilles,959782,livres,349000,
403,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,37,Imports,Flandre Françoise,Angleterre,Bierre,"144,58",muids,11000,
404,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,37,Imports,Flandre Françoise,Angleterre,Rhum,"13,01",muids,2000,
405,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,37,Imports,Flandre Françoise,Angleterre,Taffia,225,muids,52000,
406,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,37,Imports,Flandre Françoise,Angleterre,Divers,,valeur,17000,
407,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,37,Imports,Flandre Françoise,Angleterre,Beurre,70091,livres,52000,
408,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,37,Imports,Flandre Françoise,Angleterre,Bœuf salé,117000,livres,35000,
409,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,37,Imports,Flandre Françoise,Angleterre,Lard et Porc Salé,53165,livres,28000,
410,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,37,Imports,Flandre Françoise,Angleterre,Poisson salé en hareng et saumon,217729,livres,89000,
411,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,37,Imports,Flandre Françoise,Angleterre,Ris,345303,livres,69000,
412,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,37,Imports,Flandre Françoise,Angleterre,Sel de roche,412000,livres,52000,
413,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,37,Imports,Flandre Françoise,Angleterre,Drogues et épiceries diverses pour la peinture et teinture,,valeur,27000,
414,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,37,Imports,Flandre Françoise,Angleterre,Gomme laque,14337,livres,43000,
415,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,37,Imports,Flandre Françoise,Angleterre,Indigo,5111,livres,43000,
416,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,37,Imports,Flandre Françoise,Angleterre,Drogues médicinales,,valeur,29000,
417,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,37,Imports,Flandre Françoise,Angleterre,Rhubarbe,2036,livres,16000,
418,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,37,Imports,Flandre Françoise,Angleterre,Epiceries,,valeur,10000,
419,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,37,Imports,Flandre Françoise,Angleterre,Caffé,16622,livres,17000,
420,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,37,Imports,Flandre Françoise,Angleterre,Poivre,206742,livres,341000,
421,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,37,Imports,Flandre Françoise,Angleterre,Sucre,296020,livres,190000,
422,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,37,Imports,Flandre Françoise,Angleterre,Thé,6890,livres,41000,
423,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,37,Imports,Flandre Françoise,Angleterre,Huiles diverses,81463,livres,35000,
424,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,37,Imports,Flandre Françoise,Angleterre,Colle de poisson,8304,livres,67000,
425,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,37,Imports,Flandre Françoise,Angleterre,Marchandises diverses dont le plus fort article n'excede pas 10000 livres,,valeur,60000,
426,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,37,Exports,Flandre Françoise,Angleterre,Eau de vie de vin,"6384,28",muids,919000,
427,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,37,Exports,Flandre Françoise,Angleterre,Eau de vie de Genievre,"3001,47",muids,432000,
428,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,37,Exports,Flandre Françoise,Angleterre,Vins divers,"184,31",muids,98000,
429,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,37,Exports,Flandre Françoise,Angleterre,Fruits divers,,valeur,23000,
430,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,37,Exports,Flandre Françoise,Angleterre,Grains comestibles,,valeur,266000,
431,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,37,Exports,Flandre Françoise,Angleterre,Légumes,677519,livres,68000,
432,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,37,Exports,Flandre Françoise,Angleterre,Drogues et épiceries diverses pour la peinture et teinture,,valeur,14000,
433,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,37,Exports,Flandre Françoise,Angleterre,Drogues médicinales,,valeur,41000,
434,Demba,AN F12 835,National par direction/AN/F_12_835/Angleterre 1787.csv,National par direction,10 mars-31 décembre 1787,37,Exports,Flandre Françoise,Angleterre,Epiceries,,valeur,10000,
