numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,quantit,quantity_unit,Prix unitaire / unité de compte Lt,Prix unitaire / unité de compte Sous,Prix unitaire / unité de compte Deniers,prix_unitaire,Valeur en Livres tournois,valeur en sous,valeur en denier,value,Valeur (Prix unitaire ,problem,remarks,Unverified
688,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,10,Arcenic,Genes,100.00,livres,,6,,0.3000000,30,,,30.00,30.00,0.00,,
689,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,10,Bas ; de coton,Genes,900.00,livres,5.0,,,5.0000000,4500,,,4500.00,"4,500.00",0.00,,
690,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,10,Bas ; de laine,Genes,535.00,livres,6.0,,,6.0000000,3210,,,3210.00,"3,210.00",0.00,,
691,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,10,Bas ; de soye,Genes,815.00,livres,40.0,,,40.0000000,32600,,,32600.00,"32,600.00",0.00,,
692,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,10,Bazannes ; tannées,Genes,"2,400.00",livres,,10,,0.5000000,1200,,,1200.00,"1,200.00",0.00,,
693,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,10,Bazannes ; tannées,Genes,500.00,douzaines,60.0,,,60.0000000,3000,,,3000.00,"30,000.00","-27,000.00",erreur unité,
694,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,10,Bazin,Genes,140.00,livres,6.0,,,6.0000000,840,,,840.00,840.00,0.00,,
695,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,10,Bijouterie,Genes,60.00,livres,200.0,,,200.0000000,12000,,,12000.00,"12,000.00",0.00,,
696,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,10,Bled ; froment,Genes,"41,407.00",charges,30.0,,,30.0000000,1242210,,,1242210.00,"1,242,210.00",0.00,,
697,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,10,Bois ; bresil,Genes,"2,767.00",livres,0.5,,,0.5000000,1383,,,1383.00,"1,383.50",-0.50,,
698,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,10,Bois ; de campeche,Genes,"30,427.00",livres,,3,,0.1500000,4564,,,4564.00,"4,564.05",-0.05,,
699,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,10,Bonnets ; de laine,Genes,555.00,douzaines,10.0,,,10.0000000,5550,,,5550.00,"5,550.00",0.00,,
700,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,10,Bonnets ; de coton,Genes,"1,000.00",douzaines,3.0,,,3.0000000,3000,,,3000.00,"3,000.00",0.00,,
701,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,11,Bouchons ; de liege,Genes,750.00,livres,,40,,2.0000000,1500,,,1500.00,"1,500.00",0.00,,
702,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,11,Bourdes,Genes,"2,267.00",livres,,1,,0.0500000,1133,,,1133.00,113.35,"1,019.65",erreur unité,
703,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,11,Bourses ; a batier,Genes,"2,500.00",livres,,2,,0.1000000,250,,,250.00,250.00,0.00,,
704,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,11,Bray ; sec,Genes,"119,589.00",livres,,3,,0.1500000,17938,,,17938.00,"17,938.35",-0.35,,
705,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,11,Cacao,Genes,"133,785.00",livres,,28,,1.4000000,187299,,,187299.00,"187,299.00",0.00,,
706,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,11,Caffé,Genes,"67,041.00",livres,,15,,0.7500000,50281,,,50281.00,"50,280.75",0.25,,
707,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,11,Callemande,Genes,750.00,livres,5.0,,,5.0000000,3750,,,3750.00,"3,750.00",0.00,,
708,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,11,Canefice,Genes,"3,541.00",livres,0.3,,,0.3000000,1062,,,1062.00,"1,062.30",-0.30,,
709,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,11,Canelle,Genes,205.00,livres,10.0,,,10.0000000,2050,,,2050.00,"2,050.00",0.00,,
710,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,11,Cantarides,Genes,280.00,livres,3.0,,,3.0000000,840,,,840.00,840.00,0.00,,
711,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,11,Capres,Genes,"1,039.00",livres,,10,,0.5000000,519,,,519.00,519.50,-0.50,,
712,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,11,Ceruse,Genes,347.00,livres,0.2,,,0.2000000,69,,,69.00,69.40,-0.40,,
713,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,11,Chaises ; de paille,Genes,5.00,douzaines,12.0,,,12.0000000,60,,,60.00,60.00,0.00,,
714,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,11,Chandelle,Genes,"1,286.00",livres,,8,,0.4000000,514,,,514.00,514.40,-0.40,,
715,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,11,Chapeaux ; poil et laine,Genes,220.00,douzaines,60.0,,,60.0000000,13200,,,13200.00,"13,200.00",0.00,,
716,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,11,Cheveux,Genes,351.00,livres,20.0,,,20.0000000,7020,,,7020.00,"7,020.00",0.00,,
717,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,11,Cire ; jaune,Genes,"13,246.00",livres,,30,,1.5000000,19869,,,19869.00,"19,869.00",0.00,,
718,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,11,Cire ??,Genes,"1,600.00",livres,,20,,1.0000000,1600,,,1600.00,"1,600.00",0.00,,
719,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,11,Cloux ; de fer,Genes,250.00,livres,,5,,0.2500000,62,,,62.00,62.50,-0.50,,
720,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,11,Cochenille,Genes,565.00,livres,20.0,,,20.0000000,11300,,,11300.00,"11,300.00",0.00,,
721,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,11,Cochon ; salé,Genes,859.00,livres,,7,,0.3500000,300,,,300.00,300.65,-0.65,,
722,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,11,Coloquinte,Genes,300.00,livres,,20,,1.0000000,300,,,300.00,300.00,0.00,,
723,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,11,Confitures,Genes,471.00,livres,,20,,1.0000000,471,,,471.00,471.00,0.00,,
724,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,11,Corail ; gros,Genes,320.00,livres,3.0,,,3.0000000,960,,,960.00,960.00,0.00,,
725,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,11,Corail ; ouvré,Genes,"6,388.00",livres,160.0,,,160.0000000,1022080,,,1022080.00,"1,022,080.00",0.00,,
726,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,11,Coton ; filé,Genes,"15,848.00",livres,,22,,1.1000000,17432,,,17432.00,"17,432.80",-0.80,,
727,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,11,Coton ; en laine,Genes,"13,550.00",livres,,20,,1.0000000,13550,,,13550.00,"13,550.00",0.00,,
728,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,11,Cotone,Genes,750.00,livres,,30,,1.5000000,1125,,,1125.00,"1,125.00",0.00,,
729,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,11,Cuirs ; de bœuf ; en poil,Genes,245.00,livres,,8,,0.4000000,98,,,98.00,98.00,0.00,,
730,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,11,Cuirs ; tannés,Genes,"29,986.00",livres,,12,,0.6000000,17991,,,17991.00,"17,991.60",-0.60,,
731,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,11,Cuirs ; tannés,Genes,61.00,en nombre,36.0,,,36.0000000,2196,,,2196.00,"2,196.00",0.00,,
732,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,11,Cuirs ; de cheval ; tannés,Genes,20.00,douzaines,6.0,,,6.0000000,120,,,120.00,120.00,0.00,,
733,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,11,Cuirs ; de vache ; en poil,Genes,275.00,cuirs,10.0,,,10.0000000,2750,,,2750.00,"2,750.00",0.00,,
734,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,11,Cuirs ; de vache ; tannés,Genes,"5,059.00",livres,,8,,0.4000000,2023,,,2023.00,"2,023.60",-0.60,,
735,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,11,Cuirs ; de vache ; tannés,Genes,252.00,cuirs,15.0,,,15.0000000,3780,,,3780.00,"3,780.00",0.00,,
736,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,11,Cuisses ; d'oye,Genes,60.00,livres,,20,,1.0000000,60,,,60.00,60.00,0.00,,
737,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,11,Cuivre ; tangoul,Genes,"34,902.00",livres,0.8,,,0.8000000,31921,,,31921.00,"27,921.60","3,999.40",erreur,
738,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,11,Cuivre ; vieux,Genes,148.00,livres,,20,,1.0000000,148,,,148.00,148.00,0.00,,
739,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,11,Dame jeanne,Genes,75.00,en nombre,3.0,,,3.0000000,225,,,225.00,225.00,0.00,,
740,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,11,Demittes,Genes,42.00,pièces,4.0,,,4.0000000,168,,,168.00,168.00,0.00,,
741,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,11,Dorure ; fine,Genes,1.00,valeur,150.0,,,150.0000000,150,,,150.00,150.00,0.00,,
742,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,11,Drap ; londrin,Genes,"12,570.00",livres,6.0,,,6.0000000,65420,,,65420.00,"75,420.00","-10,000.00",erreur,
743,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,11,Draperie ; ordinaire,Genes,"56,161.00",livres,5.0,,,5.0000000,280805,,,280805.00,"280,805.00",0.00,,
744,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,11,Draperie ; petite,Genes,"19,844.00",livres,,50,,2.5000000,49610,,,49610.00,"49,610.00",0.00,,
745,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,11,Drogueries,Genes,"12,196.00",livres,,20,,1.0000000,12196,,,12196.00,"12,196.00",0.00,,
746,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,11,Eau ; forte,Genes,"1,629.00",livres,,20,,1.0000000,1629,,,1629.00,"1,629.00",0.00,,
747,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,11,Eau ; de melice,Genes,200.00,livres,,20,,1.0000000,200,,,200.00,200.00,0.00,,
748,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,11,Eau ; de raisine,Genes,685.00,livres,,10,,0.5000000,342,,,342.00,342.50,-0.50,,
749,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,11,Eau ; de la Reine d'hongrie,Genes,"5,240.00",livres,,20,,1.0000000,5240,,,5240.00,"5,240.00",0.00,,
750,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,11,Eau ; de rose,Genes,"3,300.00",livres,,10,,0.5000000,1650,,,1650.00,"1,650.00",0.00,,
751,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,11,Eau de vie,Genes,"1,285.00",livres,,5,,0.2500000,321,,,321.00,321.25,-0.25,,
752,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,11,Ecailles ; de tortue,Genes,57.00,livres,7.0,,,7.0000000,399,,,399.00,399.00,0.00,,
753,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,11,Encens,Genes,"9,743.00",livres,,10,,0.5000000,4871,,,4871.00,"4,871.50",-0.50,,
754,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,11,Eponges,Genes,672.00,livres,,30,,1.5000000,1008,,,1008.00,"1,008.00",0.00,,
755,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,11,Escamittes,Genes,160.00,pièces,10.0,,,10.0000000,1600,,,1600.00,"1,600.00",0.00,,
756,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,11,Escajolles,Genes,"27,355.00",livres,,2,,0.1000000,2735,,,2735.00,"2,735.50",-0.50,,
757,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,11,Esprit ; de Bergamottes,Genes,50.00,livres,15.0,,,15.0000000,750,,,750.00,750.00,0.00,,
758,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,11,Esprit ; de citron,Genes,100.00,livres,12.0,,,12.0000000,1200,,,1200.00,"1,200.00",0.00,,
759,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,11,Esprit ; de vitriol,Genes,150.00,livres,,20,,1.0000000,150,,,150.00,150.00,0.00,,
760,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,11,Etain ; ouvré,Genes,"5,645.00",livres,,20,,1.0000000,5645,,,5645.00,"5,645.00",0.00,,
761,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,11,Etoffe ; de soye,Genes,"1,602.00",livres,40.0,,,40.0000000,64080,,,64080.00,"64,080.00",0.00,,
762,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,11,Extrait ; de lavande,Genes,484.00,livres,3.0,,,3.0000000,1452,,,1452.00,"1,452.00",0.00,,
763,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,11,Extrait d'aspic,Genes,8.00,livres,3.0,,,3.0000000,24,,,24.00,24.00,0.00,,
764,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,11,Farine,Genes,"855,695.00",livres,,4,,0.2000000,171139,,,171139.00,"171,139.00",0.00,,
765,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,11,Fayance,Genes,"9,384.00",livres,,10,,0.5000000,4692,,,4692.00,"4,692.00",0.00,,
766,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,11,Fer ; en barres,Genes,200.00,livres,,3,,0.1500000,30,,,30.00,30.00,0.00,,
767,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,11,Fer ; blanc ; ouvré,Genes,600.00,livres,,12,,0.6000000,360,,,360.00,360.00,0.00,,
768,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,11,Fer ; vieux,Genes,"34,800.00",livres,,1,,0.0500000,1740,,,1740.00,"1,740.00",0.00,,
769,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,11,Feves,Genes,"5,365.00",charges,14.0,,,14.0000000,75110,,,75110.00,"75,110.00",0.00,,
770,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,11,Figues,Genes,"22,062.00",livres,,2,,0.1000000,2206,,,2206.00,"2,206.20",-0.20,,
771,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,11,Fil ; blanc,Genes,835.00,livres,,40,,2.0000000,1770,,,1770.00,"1,670.00",100.00,,
772,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,11,Fil ; de chevre,Genes,586.00,livres,3.0,,,3.0000000,1758,,,1758.00,"1,758.00",0.00,,
773,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,11,Filets ; d'espars,Genes,125.00,grosses,30.0,,,30.0000000,3750,,,3750.00,"3,750.00",0.00,,
774,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,11,Fleurs ; artificielles,Genes,1.00,valeur,18.0,,,18.0000000,18,,,18.00,18.00,0.00,,
775,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,11,Fleurs ; de souffre,Genes,692.00,livres,,4,,0.2000000,138,,,138.00,138.40,-0.40,,
776,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,11,Fleurs ; de violette,Genes,"1,842.00",livres,,20,,1.0000000,1842,,,1842.00,"1,842.00",0.00,,
777,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,11,Fromage,Genes,"69,120.00",livres,,6,,0.3000000,20736,,,20736.00,"20,736.00",0.00,,
778,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,11,Fruits ; cruds,Genes,13.00,charges,10.0,,,10.0000000,130,,,130.00,130.00,0.00,,
779,Pascal Fontaine,Archives de la CCI de Marseille - I 24,Local/Marseille/Archives_de_la_CCI_de_Marseille-I24/Marseille – Exports – 1767 (-).csv,Local,1767,Exports,Marseille,11,Fruits ; cruds,Genes,320.00,livres,,2,,0.1000000,32,,,32.00,32.00,0.00,,
