numrodeligne,dataentryby,source,sourcepath,sourcetype,exportsimports,sheet,year,direction,marchandises,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks
296,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Imports,9,1777,Nantes,Noisettes,Angleterre,596,Boisseaux,1,596,0,
297,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Imports,9,1777,Amiens,Pains d'epice,Angleterre,2090,Livres,"0,5",1045,0,
298,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,9,1777,Rennes,Lignes a pecher,Angleterre,500,Livres,"1,3",650,0,
299,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,9,1777,Amiens,Liqueurs,Angleterre,"1,875",Muids,600,1125,0,
300,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,9,1777,Bordeaux,Liqueurs,Angleterre,681,Pots,3,2043,0,
301,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,9,1777,Rouen,Liqueurs,Angleterre,50,Pots,4,200,0,
302,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,9,1777,Amiens,Manchetes brodées,Angleterre,"4,25",Livres,250,1062,"-0,5",
303,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,9,1777,Amiens,Marchandises meslées,Angleterre,,,,15985,0,
304,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,9,1777,Bordeaux,Marchandises meslées,Angleterre,,,,3124,0,
305,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,9,1777,Caen,Marchandises meslées,Angleterre,,,,1596,0,
306,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,9,1777,Nantes,Marchandises meslées,Angleterre,,,,109,0,
307,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,9,1777,Paris,Marchandises meslées,Angleterre,,,,186700,0,
308,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,9,1777,Rennes,Marchandises meslées,Angleterre,,,,210,0,
309,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,9,1777,Rouen,Marchandises meslées,Angleterre,,,,5750,0,
310,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,9,1777,Rouen,Marchandises de modes,Angleterre,,,,1920,0,
311,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,9,1777,Amiens,Matelats,Angleterre,135,Livres,1,105,-30,erreur de calcul
312,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,9,1777,Amiens,Mercerie,Angleterre,6748,Livres,4,26992,0,
313,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,9,1777,Bordeaux,Mercerie,Angleterre,16061,Livres,"3,5",56213,"-0,5",
314,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,9,1777,Caen,Mercerie,Angleterre,1698,Livres,4,6792,0,
315,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,9,1777,Marseille,Mercerie,Angleterre,1866,Livres,"3,5",6531,0,
316,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,9,1777,Paris,Mercerie,Angleterre,23700,Livres,4,94800,0,
317,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,9,1777,Rennes,Mercerie,Angleterre,,,,6600,0,
318,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,9,1777,Rouen,Mercerie,Angleterre,3541,Livres,4,14164,0,
319,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,9,1777,Caen,Miel,Angleterre,4870,Livres,"0,15",730,"-0,5",
320,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,9,1777,Rennes,Miel,Angleterre,16340,Livres,"0,15",2451,0,
321,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,9,1777,Bordeaux,Mouchoirs de fil,Angleterre,392,Douzaines,20,7840,0,
322,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,9,1777,Nantes,Mouchoirs des Indes,Angleterre,20,Pièces,24,480,0,
323,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,9,1777,Amiens,Mousselines,Angleterre,32,Aunes,24,768,0,
324,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,9,1777,Nantes,Mousselines,Angleterre,10,Pièces,80,800,0,
325,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,9,1777,Caen,Moutons,Angleterre,258,en nombre,10,2580,0,
326,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,9,1777,Amiens,Mulets,Angleterre,6,en nombre,100,600,0,
327,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,9,1777,Nantes,Noix,Angleterre,200,milliers,1,200,0,
328,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,9,1777,Rennes,Noix,Angleterre,351,milliers,"2,5",877,"-0,5",
329,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,9,1777,Amiens,Œufs,Angleterre,92425,en nombre,"0,03",2772,"-0,75",
330,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,9,1777,Caen,Œufs,Angleterre,19580,en nombre,"0,025",489,"-0,5",
331,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,9,1777,Rouen,Œufs,Angleterre,24980,en nombre,"0,025",624,"-0,5",
332,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,9,1777,Montpellier,Olives,Angleterre,3925,Livres,"0,2",785,0,
333,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,9,1777,Rouen,Osseries de Dieppe,Angleterre,1275,Livres,8,10200,0,
334,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,9,1777,Nantes,Ozier,Angleterre,160000,Brins,"0,001",160,0,
335,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,9,1777,Rouen,Ozier,Angleterre,2720,Bottes,2,5440,0,
336,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,9,1777,Caen,Paniers d'ozier,Angleterre,20,Douzaines,9,180,0,
337,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Imports,10,1777,Rouen,Papier blanc,Angleterre,70100,Livres,"1,5",105150,0,
338,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Imports,10,1777,Amiens,Papier de musique,Angleterre,287,Livres,1,287,0,
339,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Imports,10,1777,Bordeaux,Pelleterie,Angleterre,,,,11000,0,
340,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Imports,10,1777,Nantes,Pelleterie,Angleterre,,,,900,0,
341,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Imports,10,1777,Bordeaux,Planches de chene,Angleterre,,,,10950,0,
342,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Imports,10,1777,Nantes,Planches de chene,Angleterre,452,nombre,1,452,0,
343,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Imports,10,1777,Rennes,Plocq,Angleterre,31280,Livres,"0,15",4692,0,
344,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Imports,10,1777,Amiens,Plomb en saumon,Angleterre,103500,Livres,"0,2",20700,0,
345,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Imports,10,1777,Bordeaux,Plomb en saumon,Angleterre,120680,Livres,"0,2",24136,0,
346,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Imports,10,1777,Caen,Plomb en saumon,Angleterre,68465,Livres,"0,2",13693,0,
347,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Imports,10,1777,La Rochelle,Plomb en saumon,Angleterre,252690,Livres,"0,23",58118,"-0,7",
348,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Imports,10,1777,Marseille,Plomb en saumon,Angleterre,43400,Livres,"0,2",8680,0,
349,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Imports,10,1777,Rennes,Plomb en saumon,Angleterre,42180,Livres,"0,2",8436,0,
350,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Imports,10,1777,Rouen,Plomb en saumon,Angleterre,1956853,Livres,"0,2",391370,"-0,6",
351,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Imports,10,1777,Rouen,Plumes d'autruche apretées,Angleterre,15,Livres,50,750,0,
352,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Imports,10,1777,Amiens,Poivre,Angleterre,10325,Livres,"1,35",13938,"-0,75",
353,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Imports,10,1777,Amiens,Porcelaine,Angleterre,66,Livres,5,330,0,
354,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Imports,10,1777,Paris,Porcelaine,Angleterre,200,Livres,5,1000,0,
355,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,10,1777,La Rochelle,Papier blanc,Angleterre,472,Rames,8,3776,0,
356,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,10,1777,Marseille,Papier blanc,Angleterre,10400,Livres,"0,6",6240,0,
357,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,10,1777,Rennes,Papier blanc,Angleterre,41,Rames,6,246,0,
358,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,10,1777,Amiens,Papier de musique,Angleterre,312,Livres,"1,25",390,0,
359,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,10,1777,Amiens,Parfumerie,Angleterre,,,,470,0,
360,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,10,1777,Rouen,Parfumerie,Angleterre,550,Livres,1,550,0,
361,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,10,1777,Amiens,Peaux de veaux corroyées,Angleterre,55,Nombre,30,1650,0,doute sur le prix
362,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,10,1777,Caen,Peaux de veaux corroyées,Angleterre,"8,5",Douzaines,36,306,0,
363,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,10,1777,Marseille,Peaux de veaux tannées,Angleterre,2420,Livres,"1,25",3025,0,
364,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,10,1777,Rouen,Pierres a eguiser,Angleterre,548,Livres,"0,5",274,0,
365,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,10,1777,Bayonne,Planches de sapin,Angleterre,1310,en nombre,"0,35",458,"-0,5",
366,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,10,1777,Rouen,Platre,Angleterre,245,monts,9,2205,0,
367,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,10,1777,Paris,Plumes d'autruche apretées,Angleterre,102,Livres,80,8160,0,
368,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,10,1777,Amiens,Plumes à lit,Angleterre,153,Livres,1,153,0,
369,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,10,1777,Caen,Plumes à lit,Angleterre,2964,Livres,1,2964,0,
370,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,10,1777,Marseille,Poivre,Angleterre,1122,Livres,"1,5",1683,0,
371,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,10,1777,Rennes,Poivre,Angleterre,300,Livres,"1,5",450,0,
372,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,10,1777,Marseille,Pomade,Angleterre,200,Livres,2,400,0,
373,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,10,1777,Rouen,Pomade,Angleterre,1265,Livres,2,2530,0,
374,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,10,1777,Amiens,Porcs gras,Angleterre,13,en nombre,30,390,0,
375,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,10,1777,Caen,Porcs gras,Angleterre,259,en nombre,60,15540,0,
376,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,10,1777,Amiens,Porcelaine,Angleterre,1536,Livres,5,7680,0,
377,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,10,1777,Paris,Porcelaine,Angleterre,1105,Livres,5,5525,0,
378,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,10,1777,Rouen,Porcelaine,Angleterre,117,Livres,5,585,0,
379,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,10,1777,Caen,Poterie de terre,Angleterre,2757,Douzaines,"1,8",4968,"5,4",erreur de calcul
380,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,10,1777,Amiens,Poudre a poudrer,Angleterre,1050,Livres,"0,6",630,0,
381,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,10,1777,Rouen,Poudre a poudrer,Angleterre,1614,Livres,"0,4",645,"-0,6",
382,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,10,1777,Amiens,Pruneaux,Angleterre,900,Livres,"0,2",180,0,
383,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,10,1777,Montpellier,Pruneaux,Angleterre,10660,Livres,"0,25",2665,0,
384,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,10,1777,Rouen,Quincaille de cuivre,Angleterre,205,Livres,"2,5",512,"-0,5",
385,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,10,1777,Nantes,Quincaille de fer,Angleterre,10500,Livres,2,21000,0,
386,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,10,1777,Marseille,Quincaille de fer et acier,Angleterre,2350,Livres,2,4700,0,
387,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Imports,11,1777,Amiens,Ris,Angleterre,7500,Livres,"0,2",1500,0,
388,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Imports,11,1777,Bordeaux,Ris,Angleterre,1829115,Livres,"0,2",365823,0,
389,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Imports,11,1777,Nantes,Ris,Angleterre,353240,Livres,"0,2",70648,0,
390,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Imports,11,1777,Rennes,Ris,Angleterre,3280,Livres,"0,2",656,0,
391,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Imports,11,1777,Amiens,Saumons mariné,Angleterre,228,Livres,10,2280,0,
392,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Imports,11,1777,Rouen,Saumons mariné,Angleterre,265114,Livres,"0,35",92789,"-0,9",
393,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Imports,11,1777,Marseille,Saumons salé,Angleterre,62000,Livres,"0,2",12400,0,
394,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Imports,11,1777,Rouen,Selles de cheval,Angleterre,,,,120,0,
395,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Imports,11,1777,Bordeaux,Soliveaux,Angleterre,273,Nombre,30,8190,0,
396,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Imports,11,1777,Rouen,Soude,Angleterre,48,Tonneaux,350,16800,0,
397,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Imports,11,1777,Bordeaux,Suif,Angleterre,8115,Livres,"0,5",4057,"-0,5",
398,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Imports,11,1777,Caen,Suif,Angleterre,1450,Livres,"0,45",652,"-0,5",
399,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Imports,11,1777,Bordeaux,Tabac en feuilles,Angleterre,363730,Livres,"0,8",290984,0,
400,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Imports,11,1777,Nantes,Tabac en feuilles,Angleterre,137,Bariques,250,34250,0,
401,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Imports,11,1777,Rennes,Tabac en feuilles,Angleterre,384680,Livres,"0,8",307744,0,
402,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Imports,11,1777,Rouen,Tabac en feuilles,Angleterre,128,paniers,300,38400,0,
403,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Imports,11,1777,Amiens,Tableaux,Angleterre,1862,Livres,10,18620,0,
404,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,11,1777,Amiens,Raisins secs,Angleterre,9370,Livres,"0,35",3279,"-0,5",
405,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,11,1777,Nantes,Resine,Angleterre,198000,Livres,"0,75",148500,0,
406,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,11,1777,Rennes,Resine,Angleterre,29275,Livres,"0,15",4391,"-0,25",
407,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,11,1777,Rouen,Resine,Angleterre,127924,Livres,"0,125",15990,"-0,5",
408,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,11,1777,Caen,Rez de charrues,Angleterre,2150,Nombre,"2,5",5375,0,
409,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,11,1777,Marseille,Ris,Angleterre,104015,Livres,"0,2",20803,0,
410,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,11,1777,Rouen,Rubans de fil,Angleterre,25,Livres,7,175,0,
411,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,11,1777,Amiens,Rubans de soye,Angleterre,"31,5",Livres,60,1890,0,
412,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,11,1777,Amiens,Savon,Angleterre,1090,Livres,"0,5",545,0,
413,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,11,1777,Marseille,Savon,Angleterre,26500,Livres,"0,4",10600,0,
414,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,11,1777,Rennes,Savon,Angleterre,101,demi caisses,75,7575,0,
415,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,11,1777,La Rochelle,Sel,Angleterre,215,Muids,28,6020,0,
416,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,11,1777,Nantes,Sel,Angleterre,14,Muids,40,560,0,
417,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,11,1777,Marseille,Soufre,Angleterre,46964,Livres,"0,2",9392,"-0,8",
418,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,11,1777,Amiens,Souliers,Angleterre,625,Pièces,4,2500,0,
419,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,11,1777,Paris,Souliers,Angleterre,8,Douzaines,48,384,0,
420,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,11,1777,Bordeaux,Souliers blanc,Angleterre,17882,Livres,"0,5",8941,0,
421,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,11,1777,Marseille,Souliers blanc,Angleterre,32373,Livres,"0,5",16186,"-0,5",
422,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,11,1777,Rennes,Souliers blanc,Angleterre,180030,Livres,"0,9",162027,0,
423,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,11,1777,Nantes,Sucre en pain,Angleterre,1200,Livres,"0,75",900,0,
424,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,11,1777,Nantes,Sucre terré,Angleterre,16200,Livres,"0,45",7290,0,
425,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,11,1777,Rennes,Sucre terré,Angleterre,35875,Livres,"0,5",17937,"-0,5",
426,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,11,1777,Caen,Suif,Angleterre,350,Livres,"0,45",157,"-0,5",
427,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,11,1777,Rennes,Suif,Angleterre,1915,Livres,"0,45",861,"-0,75",
428,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,11,1777,Amiens,Tabatieres,Angleterre,50,Douzaines,12,600,0,
429,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,11,1777,Rouen,Tafia,Angleterre,2606,Pots,"1,25",3257,"-0,5",
430,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,11,1777,Bayonne,Terebentine,Angleterre,188100,Livres,"0,125",23512,"-0,5",
431,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,11,1777,Amiens,Thé,Angleterre,"363985,5",Livres,2,727971,0,
432,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,11,1777,Nantes,Thé,Angleterre,5440,Livres,"1,75",9520,0,
433,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,11,1777,Rennes,Thé,Angleterre,217067,Livres,"2,25",488400,"-0,75",
434,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,11,1777,Rouen,Thé,Angleterre,494171,Livres,"1,5",741256,"-0,5",erreur de calcul
435,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Imports,12,1777,Amiens,Verres communs,Angleterre,638,Livres,1,638,0,
436,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,12,1777,Bordeaux,Toile bazin,Angleterre,1895,Aunes,3,5685,0,
437,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,12,1777,Rennes,Toile de Bretagne,Angleterre,96,Aunes,2,192,0,
438,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,12,1777,Rennes,Toile de Bretagne de halle,Angleterre,16058,Aunes,"1,25",20072,"-0,5",
439,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,12,1777,Rouen,Toile a carreaux,Angleterre,80,Aunes,"2,5",200,0,
440,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,12,1777,Rennes,Toile cirée,Angleterre,85,estimées,"7,5",637,"-0,5",
441,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,12,1777,Rouen,Toile cirée,Angleterre,340,Aunes,"1,5",510,0,
442,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,12,1777,Rouen,Toile cirée,Angleterre,,,,15583,0,
443,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,12,1777,Amiens,Toile de coton,Angleterre,115,Aunes,5,575,0,
444,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,12,1777,Caen,Toile coutil,Angleterre,1397,Aunes,"2,25",3143,"-0,25",
445,Laura,IIHS-133,National par direction/IIHS-Amsterdam/Angleterre-1777.csv,National par direction (-),Exports,12,1777,Caen,Toile de crin,Angleterre,57,Livres,5,285,0,
