numrodeligne,dataentryby,source,SourcePath,SourceType,year,exportsimports,sheet,marchandises,pays,value,quantit,total,quantity_unit,leurvaleursubtotal_1,leurvaleursubtotal_2,remarks
2337,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,142,Toile ; linge de table,Guinée,3700,370.0,45666467,livres,294715,,
2338,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,142,Toile ; linge de table,Indes,3090,5.0,45666467,ballots,294715,,
2339,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,142,Toile ; à matelat,Isles,2782,795.0,45666467,livres,,,
2340,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,142,Toile ; peinte,Angleterre,4050,810.0,45666467,livres,1979608,,
2341,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,142,Toile ; peinte,Espagne,56130,10790.0,45666467,livres,1979608,,
2342,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,142,Toile ; peinte,Flandre,1250,250.0,45666467,livres,1979608,,
2343,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,142,Toile ; peinte,Hollande,2814,938.0,45666467,livres,1979608,,
2344,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,142,Toile ; peinte,Italie,224195,44839.0,45666467,livres,1979608,,
2345,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,142,Toile ; peinte,Naples,60245,12049.0,45666467,livres,1979608,,
2346,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,142,Toile ; peinte,Genes,61875,12375.0,45666467,livres,1979608,,
2347,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,142,Toile ; peinte,Venise,5500,1100.0,45666467,livres,1979608,,
2348,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,142,Toile ; peinte,Levant,9205,1841.0,45666467,livres,1979608,,
2349,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,142,Toile ; peinte,Portugal,5625,1125.0,45666467,livres,1979608,,
2350,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,142,Toile ; peinte,Savoye,18165,3633.0,45666467,livres,1979608,,
2351,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,142,Toile ; peinte,Isles,569695,114458.0,45666467,livres,1979608,,
2352,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,142,Toile ; peinte,Guinée,960859,102172.0,45666467,livres,1979608,,
2353,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,142,Toile ; Polonnaise,Isles,3000,600.0,45666467,livres,,,
2354,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,142,Toile de Rouen,Isles,94250,9425.0,45666467,livres,,,
2355,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,144,Toile ; serpilliere,Angleterre,1072,1430.0,45666467,aunes,,,
2356,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,144,Toile ; siamoik,Allemagne,235415,47636.0,45666467,livres,1533459,,
2357,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,144,Toile ; siamoik,Angleterre,2115,423.0,45666467,livres,1533459,,
2358,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,144,Toile ; siamoik,Espagne,173668,37898.0,45666467,livres,1533459,,
2359,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,144,Toile ; siamoik,Flandre,138440,27688.0,45666467,livres,1533459,,
2360,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,144,Toile ; siamoik,Geneve,58875,11775.0,45666467,livres,1533459,,
2361,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,144,Toile ; siamoik,Hollande,60215,18043.0,45666467,livres,1533459,,
2362,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,144,Toile ; siamoik,Italie,371472,79162.0,45666467,livres,1533459,,
2363,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,144,Toile ; siamoik,Naples,19435,5553.0,45666467,livres,1533459,,
2364,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,144,Toile ; siamoik,Genes,9488,2711.0,45666467,livres,1533459,,
2365,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,144,Toile ; siamoik,Nord,8980,1796.0,45666467,livres,1533459,,
2366,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,144,Toile ; siamoik,Russie,1500,300.0,45666467,livres,1533459,,
2367,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,144,Toile ; siamoik,Savoye,353910,70962.0,45666467,livres,1533459,,
2368,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,144,Toile ; siamoik,Suisse,33045,6558.0,45666467,livres,1533459,,
2369,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,144,Toile ; siamoik,Isles,40222,20111.0,45666467,aunes,1533459,,
2370,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,144,Toile ; siamoik,Guinée,19475,3895.0,45666467,livres,1533459,,
2371,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,144,Toile ; siamoik,Indes,7204,3602.0,45666467,aunes,1533459,,
2372,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,144,Toile ; de Suisse,Espagne,12900,4300.0,45666467,livres,,,
2373,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,144,Toile ; teinte,Espagne,19893,4560.0,45666467,livres,25823,,
2374,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,144,Toile ; teinte,Italie,4380,876.0,45666467,livres,25823,,
2375,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,144,Toile ; teinte,Portugal,1550,310.0,45666467,livres,25823,,
2376,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,144,Toile ; à voile,Isles,10915,218.0,45666467,pièces,34750,,
2377,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,144,Toile ; à voile,Guinée,18915,7566.0,45666467,livres,34750,,
2378,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,144,Toile ; à voile,Indes,4920,328.0,45666467,aunes,34750,,
2379,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,144,Tournesol,Hollande,4931,24655.0,,livres,,,
2380,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,144,Truffes,Savoye,3355,2237.0,,livres,,,
2381,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,144,Tuffaux,Isles,3741,14966.0,,en nombre,,,
2382,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,144,Tuilles,Allemagne,2693,107725.0,,en nombre,53886,,
2383,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,144,Tuilles,Isles,49099,4148.5,,milliers,53886,,
2384,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,144,Tuilles,Guinée,2094,105.0,,milliers,53886,,
2385,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,144,Vaches,Allemagne,98718,3389.0,213077,en nombre,,,
2386,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,144,Vaches,Angleterre,21930,371.0,213077,en nombre,,,
2387,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,144,Vaches,Espagne,5460,89.0,213077,en nombre,,,
2388,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,144,Vaches,Flandre,4540,90.0,213077,en nombre,,,
2389,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,144,Vaches,Savoye,43040,850.0,213077,en nombre,,,
2390,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,144,Vaches,Suisse,39389,1070.0,213077,en nombre,,,
2391,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,146,Verdet,Angleterre,42969,50875.0,292885,livres,,,
2392,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,146,Verdet,Espagne,70896,79053.0,292885,livres,,,
2393,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,146,Verdet,Hollande,36180,44140.0,292885,livres,,,
2394,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,146,Verdet,Italie,89552,97657.0,292885,livres,,,
2395,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,146,Verdet,Naples,4315,4315.0,292885,livres,,,
2396,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,146,Verdet,Genes,14098,14098.0,292885,livres,,,
2397,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,146,Verdet,Venise,2300,2300.0,292885,livres,,,
2398,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,146,Verdet,Levant,8898,8898.0,292885,livres,,,
2399,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,146,Verdet,Nord,3802,3560.0,292885,livres,,,
2400,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,146,Verdet,Portugal,4510,4510.0,292885,livres,,,
2401,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,146,Verdet,Savoye,11325,11325.0,292885,livres,,,
2402,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,146,Verdet,Suede,2960,2960.0,292885,livres,,,
2403,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,146,Verdet,Indes,1080,9.0,292885,caisses,,,
2404,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,146,Vermichel,Isles,17415,68860.0,,livres,,,
2405,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,146,Vermillon,Italie,8155,1631.0,116595,livres,,,
2406,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,146,Vermillon,Genes,2500,500.0,116595,livres,,,
2407,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,146,Vermillon,Levant,105940,21188.0,116595,livres,,,
2408,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,146,Verres ; blancs,Flandre,55714,27857.0,407111,livres,,,
2409,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,146,Verres ; communs,Espagne,1665,1110.0,407111,livres,64373,,
2410,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,146,Verres ; communs,Isles,25748,25748.0,407111,livres,64373,,
2411,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,146,Verres ; communs,Indes,36960,36960.0,407111,livres,64373,,
2412,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,146,Verres ; et goblets,Allemagne,2955,4222.0,407111,livres,14001,,
2413,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,146,Verres ; et goblets,Flandre,11046,15780.0,407111,livres,14001,,
2414,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,146,Verres ; à vitres,Allemagne,1164,2910.0,407111,livres,273023,,
2415,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,146,Verres ; à vitres,Angleterre,11460,327.0,407111,paniers,273023,,
2416,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,146,Verres ; à vitres,Danemark,2998,2998.0,407111,livres,273023,,
2417,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,146,Verres ; à vitres,Espagne,26149,28149.0,407111,livres,273023,,
2418,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,146,Verres ; à vitres,Flandre,1962,4906.0,407111,livres,273023,,
2419,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,146,Verres ; à vitres,Hollande,199477,5715.0,407111,paniers,273023,,
2420,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,146,Verres ; à vitres,Italie,2844,5688.0,407111,livres,273023,,
2421,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,146,Verres ; à vitres,Nord,26969,767.0,407111,paniers,273023,,
2422,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,148,Vin ; d'Amont,Danemark,2875,11.5,30420068,tonneaux,1132087,,
2423,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,148,Vin ; d'Amont,Flandre,978250,3913.0,30420068,tonneaux,1132087,,
2424,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,148,Vin ; d'Amont,Hollande,55875,223.5,30420068,tonneaux,1132087,,
2425,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,148,Vin ; d'Amont,Nord,95087,380.25,30420068,tonneaux,1132087,,
2426,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,148,vin ; d'Aubagne,Isles,10960,137.0,30420068,barriques,23110,,
2427,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,148,vin ; d'Aubagne,Guinée,3200,64.0,30420068,barriques,23110,,
2428,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,148,vin ; d'Aubagne,Indes,8950,179.0,30420068,barriques,23110,,
2429,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,148,Vin ; de Bordeaux,Angleterre,487516,974.75,30420068,muids,1142478,21183240,
2430,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,148,Vin ; de Bordeaux,Danemark,1290,13.0,30420068,barriques,1142478,21183240,
2431,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,148,Vin ; de Bordeaux,Espagne,4378,43.5,30420068,barriques,1142478,21183240,
2432,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,148,Vin ; de Bordeaux,Flandre,1000,22.5,30420068,tonneaux,1142478,21183240,
2433,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,148,Vin ; de Bordeaux,Isles,271390,2714.0,30420068,barriques,1142478,21183240,
2434,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,148,Vin ; de Bordeaux,Guinée,307820,3078.25,30420068,barriques,1142478,21183240,
2435,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,148,Vin ; de Bordeaux,Indes,69084,172.5,30420068,tonneaux,1142478,21183240,
2436,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,148,Vin ; de Bordeaux ; de Blaye,Isles,11610,47.5,30420068,tonneaux,12960,21183240,
2437,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,148,Vin ; de Bordeaux ; de Blaye,Indes,1350,4.5,30420068,tonneaux,12960,21183240,
2438,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,148,Vin ; de Bordeaux ; de haut,Angleterre,301000,752.5,30420068,tonneaux,4440561,21183240,
2439,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,148,Vin ; de Bordeaux ; de haut,Danemark,118000,472.0,30420068,tonneaux,4440561,21183240,
2440,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,148,Vin ; de Bordeaux ; de haut,Espagne,48250,193.0,30420068,tonneaux,4440561,21183240,
2441,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,148,Vin ; de Bordeaux ; de haut,Flandre,45312,181.25,30420068,tonneaux,4440561,21183240,
2442,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,148,Vin ; de Bordeaux ; de haut,Hollande,1676062,6704.25,30420068,tonneaux,4440561,21183240,
2443,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,148,Vin ; de Bordeaux ; de haut,Nord,1235125,4940.5,30420068,tonneaux,4440561,21183240,
2444,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,148,Vin ; de Bordeaux ; de haut,Russie,96312,385.25,30420068,tonneaux,4440561,21183240,
2445,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,148,Vin ; de Bordeaux ; de haut,Suede,95875,383.5,30420068,tonneaux,4440561,21183240,
2446,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,148,Vin ; de Bordeaux ; de haut,Isles,797750,3191.0,30420068,tonneaux,4440561,21183240,
2447,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,148,Vin ; de Bordeaux ; de haut,Indes,26875,107.0,30420068,tonneaux,4440561,21183240,
2448,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,148,Vin ; de Bordeaux ; de ville,Angleterre,1262600,1578.25,30420068,tonneaux,15587240,21183240,
2449,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,148,Vin ; de Bordeaux ; de ville,Danemark,266200,887.33,30420068,tonneaux,15587240,21183240,
2450,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,148,Vin ; de Bordeaux ; de ville,Espagne,207525,691.75,30420068,tonneaux,15587240,21183240,
2451,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,148,Vin ; de Bordeaux ; de ville,Flandre,236850,789.5,30420068,tonneaux,15587240,21183240,
2452,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,148,Vin ; de Bordeaux ; de ville,Hollande,4353150,14510.5,30420068,tonneaux,15587240,21183240,
2453,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,148,Vin ; de Bordeaux ; de ville,Nord,5144025,17146.75,30420068,tonneaux,15587240,21183240,
2454,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,148,Vin ; de Bordeaux ; de ville,Russie,312525,1041.75,30420068,tonneaux,15587240,21183240,
2455,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,148,Vin ; de Bordeaux ; de ville,Suede,276300,921.0,30420068,tonneaux,15587240,21183240,
2456,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,148,Vin ; de Bordeaux ; de ville,Isles,3355265,11162.5,30420068,tonneaux,15587240,21183240,
2457,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,148,Vin ; de Bordeaux ; de ville,Indes,172800,538.5,30420068,tonneaux,15587240,21183240,
2458,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,148,Vin ; de Bourgogne,Angleterre,81000,214.25,30420068,muids,171789,527541,
2459,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,148,Vin ; de Bourgogne,Danemark,6300,21.0,30420068,muids,171789,527541,
2460,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,148,Vin ; de Bourgogne,Flandre,4314,43.0,30420068,muids,171789,527541,
2461,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,148,Vin ; de Bourgogne,Geneve,1375,7.0,30420068,muids,171789,527541,
2462,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,148,Vin ; de Bourgogne,Hollande,13050,43.5,30420068,muids,171789,527541,
2463,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,148,Vin ; de Bourgogne,Nord,18575,61.66,30420068,muids,171789,527541,
2464,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,148,Vin ; de Bourgogne,Russie,2900,9.66,30420068,muids,171789,527541,
2465,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,148,Vin ; de Bourgogne,Suede,2175,7.0,30420068,muids,171789,527541,
2466,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,148,Vin ; de Bourgogne,Suisse,42100,421.0,30420068,muids,171789,527541,
2467,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,150,Vin ; de Bourgogne ; de Beaume,Allemagne,180100,1801.0,30420068,poinçons,287100,527541,
2468,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,150,Vin ; de Bourgogne ; de Beaume,Angleterre,2152,3854.0,30420068,bouteilles,287100,527541,
2469,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,150,Vin ; de Bourgogne ; de Beaume,Flandre,100033,1000.33,30420068,poinçons,287100,527541,
2470,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,150,Vin ; de Bourgogne ; de Beaume,Suisse,4815,48.0,30420068,poinçons,287100,527541,
2471,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,150,Vin ; de Bourgogne ; de Dijon,Allemagne,6850,137.0,30420068,poinçons,15612,527541,
2472,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,150,Vin ; de Bourgogne ; de Dijon,Flandre,4100,82.0,30420068,poinçons,15612,527541,
2473,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,150,Vin ; de Bourgogne ; de Dijon,Suisse,4662,93.0,30420068,poinçons,15612,527541,
2474,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,150,Vin ; de Bourgogne ; de Macon,Suisse,6540,109.0,30420068,muids,527541,,
2475,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,150,Vin ; de Bourgogne ; de Nuits,Allemagne,43950,293.0,30420068,poinçons,46500,527541,
2476,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,150,Vin ; de Bourgogne ; de Nuits,Flandre,2550,17.0,30420068,poinçons,46500,527541,
2477,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,150,Vin ; de Champagne,Allemagne,3150,21.0,30420068,pièces,146868,1802976,
2478,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,150,Vin ; de Champagne,Angleterre,92533,231.33,30420068,muids,146868,1802976,
2479,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,150,Vin ; de Champagne,Danemark,1500,3.75,30420068,muids,146868,1802976,
2480,Milewski,AN F12 243,National/Objet Général/AN Paris/F_12_243_1776/1776.csv,Objet Général,1776,Exports,150,Vin ; de Champagne,Hollande,1300,3.25,30420068,muids,146868,1802976,
