numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,value,quantit,quantity_unit,prix_unitaire,probleme,remarks,Droits totaux indiqués,doubleaccounts
273,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,30,"Ivoire ; dents d’éléphants, d’hippopotames et autres",Entrepôts,207526,24414,kg,"8,5",,,32711,1
274,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,30,"Ivoire ; dents d’éléphants, d’hippopotames et autres",Monde (hors Europe),96262,13741,kg,7,,,32711,2
275,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,30,Ivoire ; en morceaux,Monde,21690,2410,kg,9,,,5690,
276,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,30,Écailles de tortue ; Carapaces,Monde,238397,3983,kg,60,,,10179,
277,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,30,Écailles de tortue ; Onglons et rognures,Monde,35968,1911,kg,0,,,1834,
278,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,30,"Nacre de perle ; en coquille brute, et en sa coquille bâtarde",Monde,94165,30344,kg,0,,,14221,
279,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,30,Nacre de perle ; sciée et dépouillée de sa croûte,Monde,12,2,kg,6,,,3,
280,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,30,Os de bétail,Monde,91690,458453,kg,"0,2",,,504,
281,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,30,Cornes de bétail ; brutes,Monde,70932,236434,kg,"0,3",,,2601,
282,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,30,Cornes de bétail ; préparées,Monde,200,334,kg,"0,6",,,92,
283,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,30,Cornes de bétail ; en feuillets,Monde,128,128,feuillet,1,,,11,
284,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,30,Cornes de rhinocéros,Monde,7894,929,kg,"8,5",,,1073,
285,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,30,Coris,Monde,0,0,kg,0,,,0,
286,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,30,Grains ; Froment,Monde,0,0,kg,0,,,0,
287,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,30,Grains ; Seigle et maïs,Monde,849,9430,litre,"0,09",,,257,
288,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,30,Grains ; Avoine,Monde,285460,4757667,litre,6,,,129723,
289,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,30,Grains ; Autres céréales,Monde,276174,4602906,litre,6,,,63291,
290,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,30,Farines de toute sorte,Europe et Piémont,12600,62077,kg,0,,,1872,
291,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,30,Riz,Inde,1200644,33430412,kg,"0,35",,,545176,1
292,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,30,Riz,Colonies françaises et Amérique,16580,138168,kg,"0,12",,,545176,2
293,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,30,Riz,"Monde (hors Europe, Inde, Colonies françaises et Amérique)",389937,1949687,kg,"0,2",,,545176,3
294,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,30,Riz,Monde,48398,138281,kg,"0,35",,,545176,4
295,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,30,Pain et biscuit de mer,Monde,21,67,kg,"0,3",,,8,
296,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,30,Pommes de terre,Monde,49086,701315,kg,"0,07",,,3857,
297,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,30,Légumes secs et racine d’igname,Monde,154328,1543095,kg,0,,,79592,
298,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,30,Marrons et châtaignes,Monde,16143,80708,kg,"0,2",,,7588,
299,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,30,Gruaux et fécules de toute sorte,Monde,12760,16610,kg,0,,,2643,
300,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,30,Grains perlés ou mondés,Monde,62823,114224,kg,"0,55",,,16295,
301,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,30,Alpiste et millet,Monde,18461,92302,kg,"0,2",,,10186,
302,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,30,Pâtes d’Italie et autre granulées,Monde,99425,142036,kg,"0,7",,,24578,
303,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,30,Sagou,Monde,2686,4477,kg,"0,6",,,2032,
304,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,30,Salep,Monde,1380,276,kg,5,,,251,
305,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,30,Pain d’épice et pâtisserie autre que de viande,Monde,4220,4685,kg,0,,,737,
306,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,30,"Fruits de table ; frais ; citrons, oranges et leurs variétés",Monde,2001626,5004063,kg,"0,4",,,568888,
307,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,30,"Fruits de table ; frais ; cocos, carroubes",Monde,2418,16120,kg,"0,15",,,1137,
308,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,30,Fruits de table ; frais ; Autres ; exotiques,Monde,1138,7590,kg,"0,15",,,670,
309,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,30,Fruits de table ; frais ; Autres ; indigènes,Monde,62240,414929,kg,"0,15",,,19857,
310,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,30,Fruits de table ; secs ou tapés ; Pistaches,Monde,3387,5645,kg,"0,6",,,8234,
311,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,30,Fruits de table ; secs ou tapés ; Autres que pistache,Monde,418414,697358,kg,"0,6",,,124216,
312,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,30,Fruits de table ; confits ; Olives et picholines,Monde,484,604,kg,"0,8",,,241,
313,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,30,"Fruits de table ; confits ; Cornichons, câpres, etc",Monde,645,808,kg,"0,8",,,195,
314,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,30,Fruits de table ; confits ; Myrobolans,Monde,46,58,kg,"0,8",,,43,
315,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,30,Fruits de table ; confits ; à l’eau de vie,Monde,21,26,kg,"0,8",,,28,
316,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,30,"Ivoire ; dents d’éléphants, d’hippopotames et autres",Monde,0,0,kg,0,,,0,
317,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,30,Ivoire ; en morceaux,Monde,13,12,kg,"10,5",,,0,
318,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,30,Écailles de tortue ; Carapaces,Monde,7050,94,kg,75,,,0,
319,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,30,Écailles de tortue ; Onglons et rognures,Monde,225602,17559,kg,0,,,49,
320,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,30,"Nacre de perle ; en coquille brute, et en sa coquille bâtarde",Monde,241,56,kg,"4,3",,,0,
321,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,30,Nacre de perle ; sciée et dépouillée de sa croûte,Monde,192,32,kg,6,,,0,
322,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,30,Os de bétail,Monde,360,1801,kg,"0,2",,,396,
323,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,30,Cornes de bétail ; brutes,Monde,1708,4879,kg,"0,35",,,1073,
324,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,30,Cornes de bétail ; préparées,Monde,104,160,kg,"0,65",,,35,
325,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,30,Cornes de bétail ; en feuillets,Monde,5220,4746,feuillet,"1,1",,,12,
326,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,30,Cornes de rhinocéros,Monde,0,0,feuillet,0,,,0,
327,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,30,Coris,Monde,1970,3940,kg,"0,5",,,0,
328,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,30,Grains ; Froment,Monde,568612,2474019,kg,19,,,6797,
329,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,30,Grains ; Seigle et maïs,Monde,456918,2855745,kg,"0,16",,,5860,
330,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,30,Grains ; Avoine,Monde,306516,1803038,kg,"0,17",,,4178,
331,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,30,Grains ; Autres céréales,Monde,191832,1550288,kg,0,,,4258,
332,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,30,Farines de toute sorte,Monde,1695517,9295248,kg,0,,,6962,
333,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,30,Riz,Monde,84890,212225,kg,0,,,1030,
334,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,30,Pain et biscuit de mer,Monde,190692,635640,kg,"0,3",,,760,
335,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,30,Pommes de terre,Monde,31720,453148,kg,"0,07",,,636,
336,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,30,Légumes secs et racine d’igname,Monde,301310,2008738,kg,"0,15",,,4671,
337,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,30,Marrons et châtaignes,Monde,70856,283412,kg,"0,25",,,776,
338,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,30,Gruaux et fécules de toute sorte,Monde,4899,10883,kg,"0,45",,,28,
339,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,30,Grains perlés ou mondés,Monde,2250,3215,kg,"0,7",,,4,
340,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,30,Alpiste et millet,Monde,25442,101759,kg,"0,25",,,1101,
341,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,30,Pâtes d’Italie et autre granulées,Monde,101942,145632,kg,"0,7",,,460,
342,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,30,Sagou,Monde,410,96,kg,"1,45",,,0,
343,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,30,Salep,Monde,0,0,kg,0,,,0,
344,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,30,Pain d’épice et pâtisserie autre que de viande,Monde,3843,4072,kg,0,,,11,
345,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,30,"Fruits de table ; frais ; citrons, oranges et leurs variétés",Monde,35034,63699,kg,"0,55",,,175,
346,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,30,"Fruits de table ; frais ; cocos, carroubes",Monde,610,1357,kg,"0,45",,,4,
347,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,30,Fruits de table ; frais ; Autres ; exotiques,Monde,8852,35408,kg,"0,25",,,97,
348,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,30,Fruits de table ; frais ; Autres ; indigènes,Monde,459529,3063530,kg,"0,5",,,8396,
349,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,30,Fruits de table ; secs ou tapés ; Pistaches,Monde,271,118,kg,"2,3",,,0,
350,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,30,Fruits de table ; secs ou tapés ; Autres que pistache,Monde,3363875,4805535,kg,"0,7",,,13073,
351,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,30,Fruits de table ; confits ; Olives et picholines,Monde,78356,78356,kg,1,,,191,
352,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,30,"Fruits de table ; confits ; Cornichons, câpres, etc",Monde,208569,208569,kg,1,,,479,
353,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,30,Fruits de table ; confits ; Myrobolans,Monde,12,12,kg,1,,,0,
354,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,30,Fruits de table ; confits ; à l’eau de vie,Monde,136805,136805,kg,1,,,325,
355,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,31,Fruits ; oléagineux ; Amandes,Monde,5584,5584,kg,1,,,1321,
356,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,31,"Fruits ; oléagineux ; Noix, noisettes, faînes",Monde,137571,137571,kg,1,,,13004,
357,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,31,Fruits ; oléagineux ; Olives fraîches et arachis,Monde,1181,1181,kg,1,,,71,
358,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,31,Fruits ; oléagineux ; Autres,Monde,436348,1462795,kg,0,,,23567,
359,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,31,Fruits ; à distiller ; anis verts,Monde,7527,9409,kg,"0,8",,,3657,
360,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,31,Fruits ; à distiller ; Baies de genevrier,Monde,3712,7425,kg,"0,5",,,90,
361,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,31,Fruits ; Noyaux de pêche,Monde,72,144,kg,"0,5",,,13,
362,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,31,Semences ; de jardin et de fleurs,Monde,41826,20913,kg,2,,,246,
363,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,31,"Semences ; de coton, de garance",Monde,418,272,kg,0,,,3,
364,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,31,Semences ; forestales,Monde,40091,40091,kg,1,,,485,
365,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,31,Semences ; de prairie,Monde,74412,93015,kg,"0,8",,,1110,
366,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,31,Semences ; de carrombe,Monde,1696,6784,kg,"0,25",,,81,
367,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,31,Sucre ; brut,Bourbon,2533850,3619765,kg,"0,7",,,16704545,1
368,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,31,Sucre ; brut,Colonies françaises et Saint Domingue,19974555,30730084,kg,"0,65",,,16704545,2
369,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,31,Sucre ; terré,Monde,3985128,4194872,kg,"0,95",,,3230050,
370,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,31,"Sucre ; brut, autre que blanc",Entrepôts,27657,46096,kg,"0,6",,,1131535,1
371,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,31,"Sucre ; brut, autre que blanc",Inde,362471,1208238,kg,"0,3",,,1131535,2
372,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,31,"Sucre ; brut, autre que blanc",Amérique,46731,116828,kg,"0,4",,,1131535,3
373,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,31,"Sucre ; brut, autre que blanc",Monde (hors Inde et Amérique),2558,4263,kg,"0,6",,,1131535,4
374,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,31,"Sucre ; brut, blanc ou terré",Entrepôts,135215,169019,kg,"0,8",,,1835646,1
375,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,31,"Sucre ; brut, blanc ou terré",Inde,175320,350641,kg,"0,5",,,1835646,2
376,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,31,"Sucre ; brut, blanc ou terré",Amérique,660771,1101285,kg,"0,6",,,1835646,3
377,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,31,"Sucre ; brut, blanc ou terré",Monde (hors Inde et Amérique),1412,1765,kg,"0,8",,,1835646,4
378,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,31,Mélasse,Monde,137,683,kg,"0,2",,,120,
379,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,31,Sirops,Monde,3962,1981,kg,2,,,1172,
380,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,31,Confitures,Monde,15133,10809,kg,"1,4",,,10968,
381,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,31,Bonbons et sorbets,Monde,1292,646,kg,2,,,858,
382,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,31,Cacao brut,Entrepôts,355814,263570,kg,"1,35",,,612027,1
383,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,31,Cacao brut,Colonies françaises et Amérique,292894,266267,kg,"1,1",,,612027,2
384,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,31,Café,Entrepôts,857056,357107,kg,"2,4",,,6247539,1
385,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,31,Café,Colonies françaises,5791507,2632503,kg,"2,2",,,6247539,2
386,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,31,Café,Inde et Amérique,10930658,5205075,kg,"2,1",,,6247539,3
387,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,31,Café,Monde (hors Inde et Amérique),34282,14285,kg,"2,4",,,6247539,4
388,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,31,Cannelle ; fine,Entrepôts,55345,3162,kg,"17,5",,,19528,1
389,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,31,Cannelle ; fine,Colonies françaises,1301,81,kg,"16,1",,,19528,2
390,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,31,Cannelle ; commune,Entrepôts,5805,1209,kg,"4,8",,,49863,1
391,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,31,Cannelle ; commune,"Inde, Colonies françaises et Amérique",87012,21753,kg,4,,,49863,2
392,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,31,Cassia lignea,Monde,992,397,kg,"2,5",,,636,
393,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,31,Gingembre,Entrepôts,398,796,kg,"0,5",,,1366,1
394,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,31,Gingembre,Monde,1597,5326,kg,"0,3",,,1366,2
395,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,31,Girofle (clous et griffes),Entrepôts,758,135,kg,"5,6",,,81677,1
396,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Imports,,31,Girofle (clous et griffes),Inde et Colonies françaises,224640,44928,kg,5,,,81677,2
397,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,31,Fruits ; oléagineux ; Amandes,Monde,86654,866544,kg,1,,,18399,
398,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,31,"Fruits ; oléagineux ; Noix, noisettes, faînes",Monde,325923,325923,kg,1,,,7117,
399,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,31,Fruits ; oléagineux ; Olives fraîches et arachis,Monde,22,22,kg,1,,,1,
400,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,31,Fruits ; oléagineux ; Autres,Monde,233,755,kg,0,,,0,
401,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,31,Fruits ; à distiller ; anis verts,Monde,84196,105245,kg,"0,8",,,289,
402,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,31,Fruits ; à distiller ; Baies de genevrier,Monde,12241,24482,kg,"0,5",,,67,
403,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,31,Fruits ; Noyaux de pêche,Monde,475,949,kg,"0,5",,,21,
404,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,31,Semences ; de jardin et de fleurs,Monde,99908,49954,kg,2,,,516,
405,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,31,"Semences ; de coton, de garance",Monde,100,50,kg,2,,,0,
406,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,31,Semences ; forestales,Monde,10229,10229,kg,1,,,28,
407,Quentin Vidal,AN_F12_251,National/Tableau des quantités/1823 – AN_F12_251.csv,Tableau des quantités,1823,Exports,,31,Semences ; de prairie,Monde,2227319,2784149,kg,"0,8",,,7656,
