"numrodeligne","dataentryby","source","sourcepath","sourcetype","year","exportsimports","direction","sheet","marchandises","pays","value","quantit","quantity_unit","prix_unitaire","probleme","remarks","Droits totaux indiqués","doubleaccounts"
866,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,14,"Or ; filé sur soie","Monde",0,0,"gramme",0,,,0,
867,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,14,"Or ; en poudre","Monde",12000,4000,"gramme",3000,,,11,
868,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,14,"Argent battu, tiré, laminé et filé","Monde",2336,11600,"gramme",200,,,240,
869,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,14,"Platine ; en lingots","Monde",22440,37400,"gramme",600,,,103,
870,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,14,"Platine ; minerai","Monde",0,0,"gramme",0,,,0,
871,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,14,"Regrets d’orfèvre","Monde",149127,49709,"kg",3,,,569,
872,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,14,"Soufre ; brut","Monde",1159,5795,"kg","0,2",,,30,
873,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,14,"Soufre ; épuré","Monde",186682,622273,"kg","0,3",,,352,
874,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,14,"Soufre ; sublimé en poudre","Monde",4912,12280,"kg","0,4",,,66,
875,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,14,"Soufre ; Allumettes","Monde",166,554,"kg","0,3",,,3,
876,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,14,"Soufre ; Mèches soufrées","Monde",0,0,"kg",0,,,0,
877,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,14,"Houille","Monde",127523,6386168,"kg","0,02",,,616,
878,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,14,"Asphalte ou bitume de Judée","Monde",26403,10561,"kg","2,5",,,29,
879,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,14,"Succin","Monde",1044,145,"kg","7,2",,,0,
880,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,14,"Naphte","Monde",0,0,"kg",0,,,0,
881,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,14,"Jais","Monde",3136,1568,"kg",2,,,4,
882,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,14,"Pétrole","Monde",36260,12950,"kg","2,8",,,36,
883,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,14,"Coack (houille carbonisée)","Monde",0,0,"kg",0,,,0,
884,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,14,"Pierres ouvrées ; chiques","Monde",300,600,"kg","0,5",,,2,
885,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,14,"Pierres ouvrées ; autres que chiques","Monde",78383,0,"kg",0,,,212,
886,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,14,"Meules de différents modules ; à moudre","Monde",25520,290,"en nombre",88,,,6347,
887,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,14,"Meules de différents modules ; à aiguiser","Monde",187650,18765,"en nombre",10,,,2645,
888,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,14,"Plâtre ; brut, ou pierres à plâtre","Monde",20881,1392050,"kg","0,015",,,4716,
889,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,14,"Plâtre ; préparé, soit moulé ou calciné","Monde",29322,1466084,"kg","0,02",,,2367,
890,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,14,"Chaux","Monde",50421,720313,"kg","0,07",,,1189,
891,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,14,"Moellons, argile, ciment, gypse, pouzzolane, sable, stuc, tuf, pavés, pierres à chaux, pierres meulières","Monde",57282,3451549,"kg",0,,,2760,
892,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,14,"Pierres de taille","Monde",27126,904175,"kg","0,03",,,995,
893,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,14,"Ardoises ; pour toitures","Monde",522514,20562850,"en nombre",4,,,20846,
894,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,14,"Ardoises ; en carreaux ou en table","Monde",6072,3036,"en nombre",2,,,17,
895,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,14,"Briques en tuiles plates","Monde",611815,12246305,"en nombre",5,,,2565,
896,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,14,"Tuiles bombées et carreaux de terre","Monde",38156,545084,"en nombre",7,,,75,
897,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,14,"Or ; battu en feuilles","Monde",315370,315370,"gramme",1000,,,139,
898,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,14,"Or ; tiré ou laminé","Monde",551250,175000,"kg",3150,,,77,
899,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,14,"Or ; filé sur soie","Monde",69350,138700,"kg",500,,,61,
900,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,14,"Or ; en poudre","Monde",0,0,"kg",0,,,0,
901,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,14,"Argent battu, tiré, laminé et filé","Monde",31925,152026,"kg",210,,,67,
902,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,14,"Platine ; en lingots","Monde",30780,61560,"kg",500,,,169,
903,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,14,"Platine ; minerai","Monde",1394,4648,"kg",300,,,13,
904,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,14,"Regrets d’orfèvre","Monde",7,2,"kg","3,3",,,1,
905,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,15,"Minerai de fer brut ou lavé","Monde",23012,460259,"kg","0,05",,,2738,
906,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,15,"Fonte ; en gueuses et blocaille","Monde",826234,8262237,"kg",15,,,249256,
907,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,15,"Fonte ; moulée","Monde",18639,46599,"kg","0,4",,,2520,
908,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,15,"Fonte ; moulée à la vapeur (estagnons)","Monde",11634,0,"kg",0,,,1281,
909,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,15,"Fer ; forgé en massiaux ou prismes","Monde",0,0,"kg",0,,,0,
910,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,15,"Fer ; étiré en barres ; plates","Monde","337944,333333333",3837814,"kg","0,2",,"Valeur pour le fer étiré en barres : 1013833 francs. Je la divise en 3 pour chaque sorte (plates, carrées et rondes)",1146759,1
911,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,15,"Fer ; étiré en barres ; carrées","Monde","337944,333333333",1067517,"kg","0,2",,"Valeur pour le fer étiré en barres : 1013833 francs. Je la divise en 3 pour chaque sorte (plates, carrées et rondes)",1146759,2
912,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,15,"Fer ; étiré en barres ; rondes","Monde","337944,333333333",163840,"kg","0,2",,"Valeur pour le fer étiré en barres : 1013833 francs. Je la divise en 3 pour chaque sorte (plates, carrées et rondes)",1146759,3
913,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,15,"Fer ; platiné ou laminé ; noir. - Tôle","Monde",8670,9633,"kg","0,9",,,4430,
914,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,15,"Fer ; platiné ou laminé ; étamé. - Fer blanc","Monde",359693,239795,"kg","1,5",,,184232,
915,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,15,"Fer ; de tréfilerie. - Fil de fer, même étamé","Monde",486,221,"kg","2,2",,,153,
916,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,15,"Ouvrages en fer, tôle ou fer-blanc","Monde",17165,0,"kg",0,,,7266,
917,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,15,"Fer carburé. - Acier ; forgé, de toute sorte","Monde",849345,530841,"kg","1,6",,,373061,
918,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,15,"Fer carburé. - Acier ; fondu, en tôle ou en carreaux","Monde",171078,85539,"kg",2,,,93375,
919,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,15,"Fer carburé. - Acier ; filé","Monde",4345,1278,"kg","3,4",,,1068,
920,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,15,"Fer carburé. - Acier ; ouvré","Monde",0,0,"kg",0,,,0,
921,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,15,"Paille, limaille et mâche-fer","Monde",2451,112669,"kg","0,15",,,156,
922,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,15,"Ferraille et mitraille (par exception)","Monde",331,0,"kg",0,,,36,
923,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,15,"Cuivre pur ; en masse brute","Monde",9281672,4640839,"kg",2,,,152799,
924,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,15,"Cuivre pur ; en plaques ou barres régulières","Monde",19,9,"kg","2,1",,,4,
925,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,15,"Cuivre pur ; battu ou laminé","Monde",41512,18049,"kg","2,3",,,16295,
926,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,15,"Cuivre pur ; filé","Monde",4062,1625,"kg","2,5",,,1922,
927,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,15,"Cuivre pur ; monnaies","Monde",32667,10889,"kg",3,,,24,
928,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,15,"Cuivre pur ; vieux et en mitraille","Monde",319294,159647,"kg",2,,,2584,
929,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,15,"Cuivre allié ; laiton ; en masses brutes","Monde",30716,15358,"kg",2,,,1720,
930,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,15,"Cuivre allié ; laiton ; vieux et ouvrages brisés","Monde",15124,7562,"kg",2,,,852,
931,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,15,"Cuivre allié ; laiton ; en plaques ou barres régulières","Monde",36638,17447,"kg","2,1",,,8444,
932,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,15,"Cuivre allié ; laiton ; battu ou laminé","Monde",47364,20593,"kg","2,3",,,19065,
933,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,15,"Cuivre allié ; laiton ; filé. - Poli","Monde",533,222,"kg","2,4",,,363,
934,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,15,"Cuivre allié ; laiton ; filé. - Poli pour cordes d’instruments","Monde",6371,1722,"kg","3,7",,,2036,
935,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,15,"Cuivre allié ; Monnaie de cuivre allié","Monde",0,0,"kg",0,,,0,
936,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,15,"Cuivre allié ; Bronze en masse","Monde",194727,97136,"kg",2,,,10722,
937,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,15,"Cuivre allié ; doré ; battu, tiré et laminé","Monde",118080,9840,"kg",12,,,32775,
938,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,15,"Cuivre allié ; doré ; filé sur fil","Monde",40,3,"kg",16,,,9,
939,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,15,"Cuivre allié ; argenté ; battu, tiré ou laminé","Monde",116190,19392,"kg",6,,,46221,
940,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,15,"Cuivre allié ; argenté ; filé sur fil","Monde",2424,202,"kg",12,,,765,
941,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,15,"Cuivre allié ; ouvré (autrement que battu, tiré, laminé ou filé)","Monde",13608,0,"kg",0,,,1559,
942,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,15,"Cuivre allié ; estagnons","Monde",0,0,"kg",0,,,0,
943,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,15,"Cuivre allié ; limailles","Monde",2752,2752,"kg",1,,,31,
944,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,15,"Minerai de fer brut ou lavé","Monde",0,0,"kg",0,,,0,
945,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,15,"Fonte ; en gueuses et blocaille","Monde",125957,629785,"kg","0,2",,,2952,
946,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,15,"Fonte ; moulée","Monde",472683,859424,"kg","0,55",,,5121,
947,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,15,"Fonte ; moulée à la vapeur (estagnons)","Monde",0,0,"kg",0,,,0,
948,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,15,"Fer ; forgé en massiaux ou prismes","Monde",209,348,"kg","0,6",,,4,
949,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,15,"Fer ; étiré en barres ; plates","Monde",315115,630227,"kg","0,5",,,4167,
950,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,15,"Fer ; étiré en barres ; carrées","Monde",33762,67524,"kg","0,5",,,9,
951,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,15,"Fer ; étiré en barres ; rondes","Monde",15955,31909,"kg","0,5",,,34,
952,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,15,"Fer ; platiné ou laminé ; noir. - Tôle","Monde",19850,15269,"kg","1,3",,,108,
953,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,15,"Fer ; platiné ou laminé ; étamé. - Fer blanc","Monde",23729,10546,"kg","2,25",,,70,
954,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,15,"Fer ; de tréfilerie. - Fil de fer, même étamé","Monde",734850,244950,"kg",3,,,2033,
955,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,15,"Ouvrages en fer, tôle ou fer-blanc","Monde",744034,381627,"kg","1,25",,,3181,
956,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,15,"Fer carburé. - Acier ; forgé, de toute sorte","Monde",31219,13008,"kg","2,4",,,108,
957,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,15,"Fer carburé. - Acier ; fondu, en tôle ou en carreaux","Monde",1433,441,"kg","3,25",,,4,
958,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,15,"Fer carburé. - Acier ; filé","Monde",11,3,"kg","3,6",,,0,
959,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,15,"Fer carburé. - Acier ; ouvré","Monde",2253,609,"kg","3,7",,,6,
960,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,15,"Paille, limaille et mâche-fer","Monde",1089,21770,"kg","0,05",,,66,
961,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,15,"Ferraille et mitraille (par exception)","Monde",1200,3000,"kg","0,4",,,0,
962,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,15,"Cuivre pur ; en masse brute","Monde",70221,30571,"kg","2,3",,,626,
963,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,15,"Cuivre pur ; en plaques ou barres régulières","Monde",0,0,"kg",0,,,0,
964,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,15,"Cuivre pur ; battu ou laminé","Monde",182216,55217,"kg","3,3",,,110,
965,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,15,"Cuivre pur ; filé","Monde",8292,2182,"kg","3,8",,,24,
966,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,15,"Cuivre pur ; monnaies","Monde",279,62,"kg","4,5",,,0,
967,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,15,"Cuivre pur ; vieux et en mitraille","Monde",0,0,"kg",0,,,0,
968,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,15,"Cuivre allié ; laiton ; en masses brutes","Monde",2859,1243,"kg","2,3",,,27,
969,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,15,"Cuivre allié ; laiton ; vieux et ouvrages brisés","Monde",0,0,"kg",0,,,0,
970,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,15,"Cuivre allié ; laiton ; en plaques ou barres régulières","Monde",0,0,"kg",0,,,0,
971,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,15,"Cuivre allié ; laiton ; battu ou laminé","Monde",4192,1310,"kg","3,2",,,14,
972,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,15,"Cuivre allié ; laiton ; filé. - Poli","Monde",12060,2412,"kg",5,,,27,
973,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,15,"Cuivre allié ; laiton ; filé. - Poli pour cordes d’instruments","Monde",605,121,"kg",5,,,1,
974,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,15,"Cuivre allié ; Monnaie de cuivre allié","Monde",0,0,"kg",0,,,0,
975,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,15,"Cuivre allié ; Bronze en masse","Monde",8549,3562,"kg","2,4",,,78,
976,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,15,"Cuivre allié ; doré ; battu, tiré et laminé","Monde",16096,1006,"kg",16,,,44,
977,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,15,"Cuivre allié ; doré ; filé sur fil","Monde",208320,10416,"kg",20,,,442,
978,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,15,"Cuivre allié ; argenté ; battu, tiré ou laminé","Monde",3880,446,"kg","8,7",,,20,
979,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,15,"Cuivre allié ; argenté ; filé sur fil","Monde",941,57,"kg","16,5",,,3,
980,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,15,"Cuivre allié ; ouvré (autrement que battu, tiré, laminé ou filé)","Monde",546345,121410,"kg","4,5",,,1136,
981,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,15,"Cuivre allié ; estagnons","Monde",1067,0,"kg",0,,,3,
982,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Exports",,15,"Cuivre allié ; limailles","Monde",0,0,"kg",0,,,0,
983,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,16,"Plomb ; sulfuré, dit alquifoux ; Sable plombifère","Monde",12618,50479,"kg","0,25",,,3054,
984,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,16,"Plomb ; sulfuré, dit alquifoux ; en galène","Monde",530739,1179421,"kg","0,45",,,64665,
985,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,16,"Plomb ; Métal brut","Monde",3870831,7741663,"kg","0,5",,,462501,
986,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,16,"Plomb ; battu ou laminé","Monde",2417,3778,"kg","0,65",,,988,
987,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,16,"Plomb ; coulé en balles","Monde",213,355,"kg","0,6",,,39,
988,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,16,"Plomb ; ouvré, de toute sorte","Monde",825,690,"kg","1,1",,,178,
989,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,16,"Étain ; brut","Inde",519928,25784,"kg",2,,"Valeur pour l’étain : 1559784 francs. Je la divise en 3 pour chaque provenance)",70060,1
990,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,16,"Étain ; brut","Monde (hors Europe et Inde)",519928,3796,"kg",2,,"Valeur pour l’étain : 1559784 francs. Je la divise en 3 pour chaque provenance)",70060,2
991,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,16,"Étain ; brut","Entrepôts",519928,754559,"kg",2,,"Valeur pour l’étain : 1559784 francs. Je la divise en 3 pour chaque provenance)",70060,3
992,"Quentin Vidal","AN_F12_251","National/Tableau des quantités/1822 – AN_F12_251.csv","Tableau des quantités",1822,"Imports",,16,"Étain ; battu ou laminé","Monde",39,17,"kg","2,3",,,12,
