numerodeligne,dataentryby,source,SourceType,year,exports/imports,sheet,marchandises,Pays,value,Sous-total,Sous-tota 2l,remarks,quantit,quantit_marchandises,total_quantit,origine,total,quantity_unit,leurvaleursubtotal_1,leurvaleursubtotal_2,leurvaleursubtotal_3,prix_unitaire,unitdecompte,prixunitaire_unitdecomptelt,prixunitaire_unitdecomptesous,prixunitaire_unitdecomptedeniers,v19,probleme
3124,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,103,Peignes ; de buis,Italie,8187,46804.75,46973.5,,,,,,,,,,,,,,,,,
3125,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,103,Peignes ; de buis,Levant,13605,46804.75,46973.5,,,,,,,,,,,,,,,,,
3126,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,103,Peignes ; de buis,Portugal,472.5,46804.75,46973.5,,,,,,,,,,,,,,,,,
3127,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,103,Peignes ; de buis,Savoye,505,46804.75,46973.5,,,,,,,,,,,,,,,,,
3128,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,103,Peignes ; de corne,Angleterre,48.75,46973.5,,,,,,,,,,,,,,,,,,
3129,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,103,Peignes ; à tisserand,Savoye,120,46973.5,,,,,,,,,,,,,,,,,,
3130,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,103,Pinçeaux,Guinee,90,,,,,,,,,,,,,,,,,,,
3131,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,103,Peintures,Espagne,40,102.5,,,,,,,,,,,,,,,,,,
3132,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,103,Peintures,Guinee,62.5,102.5,,,,,,,,,,,,,,,,,,
3133,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,103,Pelles de boix,Allemagne,15,,,,,,,,,,,,,,,,,,,
3134,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,103,Peluche,Allemagne,201059,563626.5,,,,,,,,,,,,,,,,,,
3135,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,103,Peluche,Danemark,63,563626.5,,,,,,,,,,,,,,,,,,
3136,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,103,Peluche,Espagne,45224,563626.5,,,,,,,,,,,,,,,,,,
3137,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,103,Peluche,Flandre,103869.5,563626.5,,,,,,,,,,,,,,,,,,
3138,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,103,Peluche,Guinee,1620,563626.5,,,,,,,,,,,,,,,,,,
3139,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,103,Peluche,Hollande,630,563626.5,,,,,,,,,,,,,,,,,,
3140,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,103,Peluche,Isles,765,563626.5,,,,,,,,,,,,,,,,,,
3141,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,103,Peluche,Italie,101514,563626.5,,,,,,,,,,,,,,,,,,
3142,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,103,Peluche,Levant,32,563626.5,,,,,,,,,,,,,,,,,,
3143,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,103,Peluche,Nord,80,563626.5,,,,,,,,,,,,,,,,,,
3144,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,103,Peluche,Portugal,69810,563626.5,,,,,,,,,,,,,,,,,,
3145,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,103,Peluche,Russie,1640,563626.5,,,,,,,,,,,,,,,,,,
3146,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,103,Peluche,Savoye,11070,563626.5,,,,,,,,,,,,,,,,,,
3147,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,103,Peluche,Suisse,26250,563626.5,,,,,,,,,,,,,,,,,,
3148,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,103,Perles fausses,Flandre,20,,,,,,,,,,,,,,,,,,,
3149,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,103,Perpetuanne,Flandre,152,,,,,,,,,,,,,,,,,,,
3150,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,103,Perriers,Levant,25,,,,,,,,,,,,,,,,,,,
3151,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,103,Perruques,Flandre,433,613,,,,,,,,,,,,,,,,,,
3152,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,103,Perruques,Isles,180,613,,,,,,,,,,,,,,,,,,
3153,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,104,Philipichine,Espagne,4680,5820,,,,,,,,,,,,,,,,,,
3154,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,104,Philipichine,Levant,1140,5820,,,,,,,,,,,,,,,,,,
3155,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,104,Picotte,Espagne,6160,7056,,,,,,,,,,,,,,,,,,
3156,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,104,Picotte,Flandre,896,7056,,,,,,,,,,,,,,,,,,
3157,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,104,Pienne ; de fil,Hollande,1000,3271,,,,,,,,,,,,,,,,,,
3158,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,104,Pienne ; de laine,Hollande,2271,3271,,,,,,,,,,,,,,,,,,
3159,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,104,Pierres ; d'alphate,Suisse,450,138030.953125,,,,,,,,,,,,,,,,,,
3160,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,104,Pierres ; à bâtir,Flandre,12827.5,138030.953125,,,,,,,,,,,,,,,,,,
3161,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,104,Pierres ; de chaux,Flandre,1172.5,138030.953125,,,,,,,,,,,,,,,,,,
3162,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,104,Pierres ; à éguiser,Espagne,613.7999877929688,16029.2998046875,138030.953125,,,,,,,,,,,,,,,,,
3163,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,104,Pierres ; à éguiser,Isles,12.5,16029.2998046875,138030.953125,,,,,,,,,,,,,,,,,
3164,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,104,Pierres ; à éguiser,Italie,14000,16029.2998046875,138030.953125,,,,,,,,,,,,,,,,,
3165,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,104,Pierres ; à éguiser,Savoye,3,16029.2998046875,138030.953125,,,,,,,,,,,,,,,,,
3166,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,104,Pierres ; à éguiser,Suisse,1400,16029.2998046875,138030.953125,,,,,,,,,,,,,,,,,
3167,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,104,Pierres ; d'emery,Allemagne,495.7999877929688,910.1500244140625,138030.953125,,,,,,,,,,,,,,,,,
3168,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,104,Pierres ; d'emery,Suisse,414.3500061035156,910.1500244140625,138030.953125,,,,,,,,,,,,,,,,,
3169,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,104,Pierres ; à faulx,Flandre,43,105.5,138030.953125,,,,,,,,,,,,,,,,,
3170,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,104,Pierres ; à faulx,Isles,15,105.5,138030.953125,,,,,,,,,,,,,,,,,
3171,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,104,Pierres ; à faulx,Italie,37.5,105.5,138030.953125,,,,,,,,,,,,,,,,,
3172,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,104,Pierres ; à faulx,Savoye,10,105.5,138030.953125,,,,,,,,,,,,,,,,,
3173,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,104,Pierres ; fausses,Angleterre,57.75,138030.953125,,,,,,,,,,,,,,,,,,
3174,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,104,Pierres ; à fusils,Espagne,335,28107.19921875,138030.953125,,,,,,,,,,,,,,,,,
3175,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,104,Pierres ; à fusils,Flandre,1000,28107.19921875,138030.953125,,,,,,,,,,,,,,,,,
3176,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,104,Pierres ; à fusils,Guinee,574.5999755859375,28107.19921875,138030.953125,,,,,,,,,,,,,,,,,
3177,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,104,Pierres ; à fusils,Hollande,5310,28107.19921875,138030.953125,,,,,,,,,,,,,,,,,
3178,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,104,Pierres ; à fusils,Isles,445.1000061035156,28107.19921875,138030.953125,,,,,,,,,,,,,,,,,
3179,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,104,Pierres ; à fusils,Italie,868,28107.19921875,138030.953125,,,,,,,,,,,,,,,,,
3180,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,104,Pierres ; à fusils,Levant,2106.5,28107.19921875,138030.953125,,,,,,,,,,,,,,,,,
3181,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,104,Pierres ; à fusils,Nord,11556,28107.19921875,138030.953125,,,,,,,,,,,,,,,,,
3182,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,104,Pierres ; à fusils,Suede,5912,28107.19921875,138030.953125,,,,,,,,,,,,,,,,,
3183,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,104,Pierres ; de grison,Isles,520,138030.953125,,,,,,,,,,,,,,,,,,
3184,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,105,Pierres ; à paver,Flandre,72972.5,138030.953125,,,,,,,,,,,,,,,,,,
3185,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,105,Pierres ; ponce,Espagne,182,242,138030.953125,,,,,,,,,,,,,,,,,
3186,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,105,Pierres ; ponce,Isles,60,242,138030.953125,,,,,,,,,,,,,,,,,
3187,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,105,Pierres ; à razoir,Italie,800,138030.953125,,,,,,,,,,,,,,,,,,
3188,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,105,Pierres ; de roche,Espagne,75,138030.953125,,,,,,,,,,,,,,,,,,
3189,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,105,Pierres ; de St. Cast,Isles,3761.550048828125,138030.953125,,,,,,,,,,,,,,,,,,
3190,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,105,Pignons d'epine,Nord,122.5,122.5,,,,,,,,,,,,,,,,,,
3191,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,105,Piment,Allemagne,40,9256,,,,,,,,,,,,,,,,,,
3192,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,105,Piment,Espagne,20,9256,,,,,,,,,,,,,,,,,,
3193,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,105,Piment,Italie,1870,9256,,,,,,,,,,,,,,,,,,
3194,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,105,Piment,Suisse,7326,9256,,,,,,,,,,,,,,,,,,
3195,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,105,Pinchinat,Flandre,3000,5000,,,,,,,,,,,,,,,,,,
3196,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,105,Pinchinat,Levant,2000,5000,,,,,,,,,,,,,,,,,,
3197,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,105,Pipes à fumer,Espagne,125,12704.5,,,,,,,,,,,,,,,,,,
3198,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,105,Pipes à fumer,Guinee,8443.5,12704.5,,,,,,,,,,,,,,,,,,
3199,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,105,Pipes à fumer,Isles,4026,12704.5,,,,,,,,,,,,,,,,,,
3200,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,105,Pipes à fumer,Italie,100,12704.5,,,,,,,,,,,,,,,,,,
3201,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,105,Pipes à fumer,Suisse,10,12704.5,,,,,,,,,,,,,,,,,,
3202,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,105,Pistaches,Flandre,55,1547,,,,,,,,,,,,,,,,,,
3203,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,105,Pistaches,Italie,1492,1547,,,,,,,,,,,,,,,,,,
3204,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,105,Planches ; de chesne,Allemagne,200,25107,,,,,,,,,,,,,,,,,,
3205,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,106,Planches ; de sapin,Angleterre,200,24907,25107,,,,,,,,,,,,,,,,,
3206,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,106,Planches ; de sapin,Espagne,7032,24907,25107,,,,,,,,,,,,,,,,,
3207,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,106,Planches ; de sapin,Isles,16863,24907,25107,,,,,,,,,,,,,,,,,
3208,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,106,Planches ; de sapin,Portugal,450,24907,25107,,,,,,,,,,,,,,,,,
3209,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,106,Planches ; de sapin,Savoye,312,24907,25107,,,,,,,,,,,,,,,,,
3210,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,106,Planches ; de sapin,Suisse,50,24907,25107,,,,,,,,,,,,,,,,,
3211,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,106,Platre,Allemagne,16,5405.25,,,,,,,,,,,,,,,,,,
3212,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,106,Platre,Angleterre,748,5405.25,,,,,,,,,,,,,,,,,,
3213,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,106,Platre,Danemark,744,5405.25,,,,,,,,,,,,,,,,,,
3214,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,106,Platre,Espagne,600,5405.25,,,,,,,,,,,,,,,,,,
3215,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,106,Platre,Flandre,1.25,5405.25,,,,,,,,,,,,,,,,,,
3216,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,106,Platre,Hollande,1320,5405.25,,,,,,,,,,,,,,,,,,
3217,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,106,Platre,Isles,16,5405.25,,,,,,,,,,,,,,,,,,
3218,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,106,Platre,Nord,496,5405.25,,,,,,,,,,,,,,,,,,
3219,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,106,Platre,Russie,200,5405.25,,,,,,,,,,,,,,,,,,
3220,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,106,Platre,Suede,1264,5405.25,,,,,,,,,,,,,,,,,,
3221,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,106,Plocq,Flandre,203,,,,,,,,,,,,,,,,,,,
3222,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,106,Plomb ; en grenaille,Allemagne,790,136331.296875,231387.25,,,,,,,,,,,,,,,,,
3223,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,106,Plomb ; en grenaille,Espagne,190,136331.296875,231387.25,,,,,,,,,,,,,,,,,
3224,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,106,Plomb ; en grenaille,Guinee,2051.25,136331.296875,231387.25,,,,,,,,,,,,,,,,,
3225,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,106,Plomb ; en grenaille,Isles,103406.796875,136331.296875,231387.25,,,,,,,,,,,,,,,,,
3226,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,106,Plomb ; en grenaille,Italie,8330.75,136331.296875,231387.25,,,,,,,,,,,,,,,,,
3227,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,106,Plomb ; en grenaille,Levant,21562.5,136331.296875,231387.25,,,,,,,,,,,,,,,,,
3228,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,106,Plomb ; laminé,Isles,347.8999938964844,231387.25,,,,,,,,,,,,,,,,,,
3229,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,106,Plomb ; ouvré,Isles,665,682.5,231387.25,,,,,,,,,,,,,,,,,
3230,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,106,Plomb ; ouvré,Suisse,17.5,682.5,231387.25,,,,,,,,,,,,,,,,,
3231,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,107,Plomb ; en saumon,Espagne,180.3999938964844,94025.546875,231387.25,,,,,,,,,,,,,,,,,
3232,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,107,Plomb ; en saumon,Guinee,600,94025.546875,231387.25,,,,,,,,,,,,,,,,,
3233,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,107,Plomb ; en saumon,Isles,4919,94025.546875,231387.25,,,,,,,,,,,,,,,,,
3234,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,107,Plomb ; en saumon,Italie,8471.4501953125,94025.546875,231387.25,,,,,,,,,,,,,,,,,
3235,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,107,Plomb ; en saumon,Levant,79854.703125,94025.546875,231387.25,,,,,,,,,,,,,,,,,
3236,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,107,Plumes ; d'autruche ; apretees,Allemagne,2980,40539,40539,97878.203125,,,,,,,,,,,,,,,,
3237,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,107,Plumes ; d'autruche ; apretees,Espagne,17850,40539,40539,97878.203125,,,,,,,,,,,,,,,,
3238,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,107,Plumes ; d'autruche ; apretees,Flandre,5685,40539,40539,97878.203125,,,,,,,,,,,,,,,,
3239,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,107,Plumes ; d'autruche ; apretees,Isles,240,40539,40539,97878.203125,,,,,,,,,,,,,,,,
3240,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,107,Plumes ; d'autruche ; apretees,Italie,12240,40539,40539,97878.203125,,,,,,,,,,,,,,,,
3241,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,107,Plumes ; d'autruche ; apretees,Nord,1040,40539,40539,97878.203125,,,,,,,,,,,,,,,,
3242,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,107,Plumes ; d'autruche ; apretees,Suisse,504,40539,40539,97878.203125,,,,,,,,,,,,,,,,
3243,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,107,Plumes ; à écrire,Espagne,100,188,97878.203125,,,,,,,,,,,,,,,,,
3244,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,107,Plumes ; à écrire,Isles,88,188,97878.203125,,,,,,,,,,,,,,,,,
3245,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,107,Plumes ; à lit,Allemagne,3966,57151.19921875,97878.203125,,,,,,,,,,,,,,,,,
3246,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,107,Plumes ; à lit,Angleterre,3643.199951171875,57151.19921875,97878.203125,,,,,,,,,,,,,,,,,
3247,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,107,Plumes ; à lit,Espagne,30944,57151.19921875,97878.203125,,,,,,,,,,,,,,,,,
3248,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,107,Plumes ; à lit,Flandre,11820,57151.19921875,97878.203125,,,,,,,,,,,,,,,,,
3249,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,107,Plumes ; à lit,Hollande,4600,57151.19921875,97878.203125,,,,,,,,,,,,,,,,,
3250,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,107,Plumes ; à lit,Isles,75,57151.19921875,97878.203125,,,,,,,,,,,,,,,,,
3251,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,107,Plumes ; à lit,Suisse,2103,57151.19921875,97878.203125,,,,,,,,,,,,,,,,,
3252,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,107,Poëles ; de fayance,Espagne,360,4440,18693.150390625,,,,,,,,,,,,,,,,,
3253,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,107,Poëles ; de fayance,Hollande,4020,4440,18693.150390625,,,,,,,,,,,,,,,,,
3254,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,107,Poëles ; de fayance,Nord,60,4440,18693.150390625,,,,,,,,,,,,,,,,,
3255,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,107,Poëles ; de fer,Isles,14253.150390625,18693.150390625,,,,,,,,,,,,,,,,,,
3256,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,107,Poil ; de chameau,Savoye,350,3979.5,6249.5,,,,,,,,,,,,,,,,,
3257,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,107,Poil ; de chameau,Suisse,3629.5,3979.5,6249.5,,,,,,,,,,,,,,,,,
3258,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,107,Poil ; de chevre,Espagne,320,6249.5,,,,,,,,,,,,,,,,,,
3259,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,108,Poil ; de lapin,Italie,1950,6249.5,,,,,,,,,,,,,,,,,,
3260,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,108,Pois,Espagne,1320,4177,,,,,,,,,,,,,,,,,,
3261,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,108,Pois,Hollande,5,4177,,,,,,,,,,,,,,,,,,
3262,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,108,Pois,Isles,2852,4177,,,,,,,,,,,,,,,,,,
3263,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,108,Poisson ; frit,Savoye,1830,20403.650390625,,,,,,,,,,,,,,,,,,
3264,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,108,Poisson ; de mer,Espagne,2215,4458.89990234375,20403.650390625,,,,,,,,,,,,,,,,,
3265,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,108,Poisson ; de mer,Flandre,126,4458.89990234375,20403.650390625,,,,,,,,,,,,,,,,,
3266,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,108,Poisson ; de mer,Italie,1976.599975585938,4458.89990234375,20403.650390625,,,,,,,,,,,,,,,,,
3267,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,108,Poisson ; de mer,Savoye,141.3000030517578,4458.89990234375,20403.650390625,,,,,,,,,,,,,,,,,
3268,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,108,Poisson ; salé,Espagne,1225,14114.75,20403.650390625,,,,,,,,,,,,,,,,,
3269,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,108,Poisson ; salé,Hollande,2700,14114.75,20403.650390625,,,,,,,,,,,,,,,,,
3270,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,108,Poisson ; salé,Italie,2379,14114.75,20403.650390625,,,,,,,,,,,,,,,,,
3271,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,108,Poisson ; salé,Levant,478.75,14114.75,20403.650390625,,,,,,,,,,,,,,,,,
3272,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,108,Poisson ; salé,Nord,7269.5,14114.75,20403.650390625,,,,,,,,,,,,,,,,,
3273,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,108,Poisson ; salé,Savoye,62.5,14114.75,20403.650390625,,,,,,,,,,,,,,,,,
3274,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,108,Poivre ; commun,Allemagne,2400,455267.8125,455431.5625,,,,,,,,,,,,,,,,,
3275,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,108,Poivre ; commun,Espagne,119516.1484375,455267.8125,455431.5625,,,,,,,,,,,,,,,,,
3276,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,108,Poivre ; commun,Flandre,1497.199951171875,455267.8125,455431.5625,,,,,,,,,,,,,,,,,
3277,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,108,Poivre ; commun,Isles,16668,455267.8125,455431.5625,,,,,,,,,,,,,,,,,
3278,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,108,Poivre ; commun,Italie,156773.75,455267.8125,455431.5625,,,,,,,,,,,,,,,,,
3279,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,108,Poivre ; commun,Levant,157907.203125,455267.8125,455431.5625,,,,,,,,,,,,,,,,,
3280,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,108,Poivre ; commun,Savoye,505.5,455267.8125,455431.5625,,,,,,,,,,,,,,,,,
3281,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,108,Poivre ; gerofflé,Italie,163.75,455431.5625,,,,,,,,,,,,,,,,,,
3282,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,108,Poix ; noire,Allemagne,5,le  total devrait être 2327/11,1035.300048828125,2325.550048828125,,,,,,,,,,,,,,,,
3283,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,108,Poix ; noire,Angleterre,107.4000015258789,1035.300048828125,2325.550048828125,,,,,,,,,,,,,,,,,
3284,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,108,Poix ; noire,Espagne,115.5,1035.300048828125,2325.550048828125,,,,,,,,,,,,,,,,,
3285,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,108,Poix ; noire,Savoye,807.4000244140625,1035.300048828125,2325.550048828125,,,,,,,,,,,,,,,,,
3286,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,109,Poix ; raisine,Flandre,137.75,le sous total devrait être 1292/5,1290.25,2325.550048828125,,,,,,,,,,,,,,,,
3287,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,109,Poix ; raisine,Isles,97.5,1290.25,2325.550048828125,,,,,,,,,,,,,,,,,
3288,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,109,Poix ; raisine,Italie,790,1290.25,2325.550048828125,,,,,,,,,,,,,,,,,
3289,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,109,Poix ; raisine,Nord,267,1290.25,2325.550048828125,,,,,,,,,,,,,,,,,
3290,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,109,Potimy,Espagne,16200,89340,,,,produit inconnu,,,,,,,,,,,,,,
3291,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,109,Potimy,Flandre,47100,89340,,,,,,,,,,,,,,,,,,
3292,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,109,Potimy,Italie,800,89340,,,,,,,,,,,,,,,,,,
3293,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,109,Potimy,Levant,25240,89340,,,,,,,,,,,,,,,,,,
3294,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,109,Pomade,Allemagne,135,4129,,,,,,,,,,,,,,,,,,
3295,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,109,Pomade,Espagne,2080,4129,,,,,,,,,,,,,,,,,,
3296,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,109,Pomade,Flandre,112.5,4129,,,,,,,,,,,,,,,,,,
3297,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,109,Pomade,Hollande,412.5,4129,,,,,,,,,,,,,,,,,,
3298,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,109,Pomade,Isles,410,4129,,,,,,,,,,,,,,,,,,
3299,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,109,Pomade,Italie,418.5,4129,,,,,,,,,,,,,,,,,,
3300,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,109,Pomade,Nord,204,4129,,,,,,,,,,,,,,,,,,
3301,Saadia Mai,Montbret 155-1,Objet Général,1755,Exports,109,Pomade,Portugal,140,4129,,,,,,,,,,,,,,,,,,
