Nom opérateur/trice,Cote du document source,Année,N° de page du PDF,Exportations/Importations,Pays d'origine,Familles de marchandises,Nom de la marchandise,Quantités marchandises,Unité de compte/quantités,Prix unitaire,Unité de compte,Prix unitaire / unité de compte Lt,Prix unitaire / unité de compte Sous,Prix unitaire / unité de compte Deniers,Valeur en décimale de Lt,Unité de compte,Total ,Unité de compte,Remarques
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,111,Exportations,Angleterre,,Siamoise,,,,,604,,,604,,"1248973,75",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,111,Exportations,Danemark,,Siamoise,,,,,23840,,,23840,,"1248973,75",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,111,Exportations,Espagne,,Siamoise,,,,,123832,,,123832,,"1248973,75",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,111,Exportations,Flandre,,Siamoise,,,,,228157,10,,"228157,5",,"1248973,75",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,111,Exportations,Genève,,Siamoise,,,,,13712,,,13712,,"1248973,75",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,111,Exportations,Hollande,,Siamoise,,,,,133098,,,133098,,"1248973,75",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,111,Exportations,Isles,,Siamoise,,,,,5700,,,5700,,"1248973,75",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,111,Exportations,Italie,,Siamoise,,,,,12052,,,12052,,"1248973,75",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,111,Exportations,Nord,,Siamoise,,,,,9976,,,9976,,"1248973,75",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,111,Exportations,Portugal,,Siamoise,,,,,1416,,,1416,,"1248973,75",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,111,Exportations,Savoye,,Siamoise,,,,,91762,,,91762,,"1248973,75",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,111,Exportations,Suisse,,Siamoise,,,,,3837,,,3837,,"1248973,75",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,112,Exportations,Portugal,,Sirop ; d'amont,,,,,22225,,,22225,,22225,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,112,Exportations,Allemagne,,Sirop ; de capilaire,,,,,950,,,950,,26692,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,112,Exportations,Angleterre,,Sirop ; de capilaire,,,,,120,,,120,,26692,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,112,Exportations,Espagne,,Sirop ; de capilaire,,,,,16778,,,16778,,26692,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,112,Exportations,Flandre,,Sirop ; de capilaire,,,,,317,,,317,,26692,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,112,Exportations,Gènes,,Sirop ; de capilaire,,,,,500,,,500,,26692,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,112,Exportations,Hollande,,Sirop ; de capilaire,,,,,205,,,205,,26692,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,112,Exportations,Italie,,Sirop ; de capilaire,,,,,650,,,650,,26692,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,112,Exportations,Levant,,Sirop ; de capilaire,,,,,4930,,,4930,,26692,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,112,Exportations,Naples,,Sirop ; de capilaire,,,,,200,,,200,,26692,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,112,Exportations,Nord,,Sirop ; de capilaire,,,,,300,,,300,,26692,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,112,Exportations,Savoye,,Sirop ; de capilaire,,,,,1742,,,1742,,26692,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,112,Exportations,Espagne,,Sirop ; melasse,,,,,2462,,,2462,,"29892,5",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,112,Exportations,Flandre,,Sirop ; melasse,,,,,15453,10,,"15453,5",,"29892,5",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,112,Exportations,Hollande,,Sirop ; melasse,,,,,2930,,,2930,,"29892,5",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,112,Exportations,Levant,,Sirop ; melasse,,,,,4930,,,4930,,"29892,5",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,112,Exportations,Naples,,Sirop ; melasse,,,,,149,,,149,,"29892,5",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,112,Exportations,Suède,,Sirop ; melasse,,,,,3968,,,3968,,"29892,5",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,112,Exportations,Hollande,,Soucy,,,,,4508,,,4508,,4508,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,112,Exportations,Allemagne,,Soude,,,,,14,,,14,,10648,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,112,Exportations,Espagne,,Soude,,,,,1620,,,1620,,10648,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,112,Exportations,Gènes,,Soude,,,,,108,,,108,,10648,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,112,Exportations,Italie,,Soude,,,,,5160,,,5160,,10648,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,112,Exportations,Naples,,Soude,,,,,63,,,63,,10648,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,112,Exportations,Nord,,Soude,,,,,3683,,,3683,,10648,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,112,Exportations,Savoye,,Soufflets,,,,,28,,,28,,28,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,112,Exportations,Allemagne,,Souffre,,,,,120,,,120,,"3588,45",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,112,Exportations,Espagne,,Souffre,,,,,353,4,,"353,2",,"3588,45",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,112,Exportations,Genève,,Souffre,,,,,267,,,267,,"3588,45",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,112,Exportations,Hollande,,Souffre,,,,,87,,,87,,"3588,45",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,112,Exportations,Levant,,Souffre,,,,,1913,,,1913,,"3588,45",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,112,Exportations,Savoye,,Souffre,,,,,848,5,,"848,25",,"3588,45",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,113,Exportations,Allemagne,,Souliers,,,,,103615,,,103615,,429139,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,113,Exportations,Angleterre,,Souliers,,,,,78030,,,78030,,429139,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,113,Exportations,Espagne,,Souliers,,,,,40162,,,40162,,429139,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,113,Exportations,Flandre,,Souliers,,,,,77065,,,77065,,429139,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,113,Exportations,Genève,,Souliers,,,,,1960,,,1960,,429139,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,113,Exportations,Hollande,,Souliers,,,,,45718,10,,"45718,5",,429139,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,113,Exportations,Isles,,Souliers,,,,,77754,10,,"77754,5",,429139,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,113,Exportations,Nord,,Souliers,,,,,14,,,14,,429139,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,113,Exportations,Portugal,,Souliers,,,,,21,,,21,,429139,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,113,Exportations,Savoye,,Souliers,,,,,4799,,,4799,,429139,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,113,Exportations,Allemagne,,Soye ; à coudre,,,,,7272,10,,"7272,5",,"23360,25",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,113,Exportations,Espagne,,Soye ; à coudre,,,,,4330,,,4330,,"23360,25",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,113,Exportations,Flandre,,Soye ; à coudre,,,,,6431,15,,"6431,75",,"23360,25",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,113,Exportations,Genève,,Soye ; à coudre,,,,,2780,,,2780,,"23360,25",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,113,Exportations,Hollande,,Soye ; à coudre,,,,,866,,,866,,"23360,25",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,113,Exportations,Italie,,Soye ; à coudre,,,,,120,,,120,,"23360,25",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,113,Exportations,Suisse,,Soye ; à coudre,,,,,1560,,,1560,,"23360,25",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,113,Exportations,Gènes,,Soye ; apprêtée,,,,,18160,,,18160,,1025118,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,113,Exportations,Hollande,,Soye ; apprêtée,,,,,10000,,,10000,,1025118,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,113,Exportations,Italie,,Soye ; apprêtée,,,,,50140,,,50140,,1025118,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,113,Exportations,Levant,,Soye ; apprêtée,,,,,38040,,,38040,,1025118,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,113,Exportations,Naples,,Soye ; apprêtée,,,,,4000,,,4000,,1025118,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,113,Exportations,Nord,,Soye ; apprêtée,,,,,13080,,,13080,,1025118,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,113,Exportations,Portugal,,Soye ; apprêtée,,,,,378,,,378,,1025118,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,113,Exportations,Savoye,,Soye ; apprêtée,,,,,873320,,,873320,,1025118,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,113,Exportations,Suède,,Soye ; apprêtée,,,,,18000,,,18000,,1025118,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,113,Exportations,Flandre,,Soye ; de porc,,,,,27,,,27,,27,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,113,Exportations,Italie,,Spermacety,,,,,180,,,180,,180,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,114,Exportations,Gènes,,Squine,,,,,800,,,800,,1178,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,114,Exportations,Italie,,Squine,,,,,200,,,200,,1178,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,114,Exportations,Levant,,Squine,,,,,178,,,178,,1178,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,114,Exportations,Gènes,,Stocfiche,,,,,900,,,900,,"1139,95",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,114,Exportations,Hollande,,Stocfiche,,,,,89,19,,"89,95",,"1139,95",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,114,Exportations,Italie,,Stocfiche,,,,,150,,,150,,"1139,95",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,114,Exportations,Espagne,,Sucre ; blanc,,,,,58170,5,,"58170,25",,"811344,75",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,114,Exportations,Gènes,,Sucre ; blanc,,,,,590,,,590,,"811344,75",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,114,Exportations,Italie,,Sucre ; blanc,,,,,513036,10,,"513036,5",,"811344,75",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,114,Exportations,Levant,,Sucre ; blanc,,,,,147702,,,147702,,"811344,75",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,114,Exportations,Naples,,Sucre ; blanc,,,,,24342,,,24342,,"811344,75",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,114,Exportations,Savoye,,Sucre ; blanc,,,,,67504,,,67504,,"811344,75",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,114,Exportations,Espagne,,Sucre ; brun,,,,,86329,7,,"86329,35",,"89734,35",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,114,Exportations,Genève,,Sucre ; brun,,,,,1645,,,1645,,"89734,35",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,114,Exportations,Savoye,,Sucre ; brun,,,,,1760,,,1760,,"89734,35",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,114,Exportations,Italie,,Sucre ; candy,,,,,225,,,225,,225,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,114,Exportations,Espagne,,Sucre ; cassonnade,,,,,171734,5,,"171734,25",,"184279,65",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,114,Exportations,Italie,,Sucre ; cassonnade,,,,,12545,8,,"12545,4",,"184279,65",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,115,Exportations,Espagne,,Sucre ; en pain,,,,,7164,12,,"7164,6",,"28735,1",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,115,Exportations,Gènes,,Sucre ; en pain,,,,,1219,,,1219,,"28735,1",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,115,Exportations,Italie,,Sucre ; en pain,,,,,863,,,863,,"28735,1",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,115,Exportations,Levant,,Sucre ; en pain,,,,,11907,,,11907,,"28735,1",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,115,Exportations,Savoye,,Sucre ; en pain,,,,,7581,10,,"7581,5",,"28735,1",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,115,Exportations,Espagne,,Sucre ; terré,,,,,8394,8,,"8394,4",,"107825,9",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,115,Exportations,Genève,,Sucre ; terré,,,,,1160,12,,"1160,6",,"107825,9",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,115,Exportations,Italie,,Sucre ; terré,,,,,51034,4,,"51034,2",,"107825,9",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,115,Exportations,Savoye,,Sucre ; terré,,,,,47236,14,,"47236,7",,"107825,9",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,115,Exportations,Savoye,,Sucre ; versois,,,,,268,,,268,,268,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,115,Exportations,Flandre,,Sucrion,,,,,1625,,,1625,,1625,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,115,Exportations,Allemagne,,Suif,,,,,15024,15,,"15024,75",,"33895,5",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,115,Exportations,Espagne,,Suif,,,,,12928,10,,"12928,5",,"33895,5",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,115,Exportations,Flandre,,Suif,,,,,90,,,90,,"33895,5",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,115,Exportations,Genève,,Suif,,,,,222,5,,"222,25",,"33895,5",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,115,Exportations,Hollande,,Suif,,,,,2370,,,2370,,"33895,5",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,115,Exportations,Isles,,Suif,,,,,640,,,640,,"33895,5",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,115,Exportations,Savoye,,Suif,,,,,1321,10,,"1321,5",,"33895,5",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,115,Exportations,Suisse,,Suif,,,,,1298,10,,"1298,5",,"33895,5",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,115,Exportations,Allemagne,,Sumac,,,,,145,4,,"145,2",,"12702,2",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,115,Exportations,Espagne,,Sumac,,,,,8257,,,8257,,"12702,2",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,115,Exportations,Flandre,,Sumac,,,,,3300,,,3300,,"12702,2",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,115,Exportations,Hollande,,Sumac,,,,,980,,,980,,"12702,2",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,115,Exportations,Savoye,,Sumac,,,,,20,,,20,,"12702,2",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,115,Exportations,Espagne,,Tabac ; d'Espagne,,,,,39,12,,"39,6",,"39,12",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,116,Exportations,Gènes,,Tabac ; de la ferme ,,,,,4398,,,4398,,5829,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,116,Exportations,Italie,,Tabac ; de la ferme ,,,,,384,,,384,,5829,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,116,Exportations,Levant,,Tabac ; de la ferme ,,,,,450,,,450,,5829,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,116,Exportations,Naples,,Tabac ; de la ferme ,,,,,447,,,447,,5829,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,116,Exportations,Savoye,,Tabac ; de la ferme ,,,,,150,,,150,,5829,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,116,Exportations,Espagne,,Tabac ; en feuilles,,,,,51149,12,,"51149,6",,"54062,1",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,116,Exportations,Flandre,,Tabac ; en feuilles,,,,,2912,10,,"2912,5",,"54062,1",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,116,Exportations,Espagne,,Tabac ; en poudre,,,,,227,,,227,,227,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,116,Exportations,Espagne,,"Tabatière , enrichie",,,,,2540,,,2540,,2814,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,116,Exportations,Hollande,,"Tabatière , enrichie",,,,,220,,,220,,2814,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,116,Exportations,Nord,,"Tabatière , enrichie",,,,,54,,,54,,2814,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,116,Exportations,Flandre,,Tabatière ; d'argent,,,,,75,,,75,,75,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,116,Exportations,Hollande,,Tabatière ; d'écaille,,,,,100,,,100,,100,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,116,Exportations,Espagne,,Tabatière ; de bois,,,,,854,,,854,,1254,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,116,Exportations,Italie,,Tabatière ; de bois,,,,,400,,,400,,1254,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,116,Exportations,Angleterre,,Tabatière ; de carton,,,,,7,,,7,,34426,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,116,Exportations,Danemark,,Tabatière ; de carton,,,,,3106,,,3106,,34426,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,116,Exportations,Espagne,,Tabatière ; de carton,,,,,40,,,40,,34426,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,116,Exportations,Flandre,,Tabatière ; de carton,,,,,27138,,,27138,,34426,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,116,Exportations,Hollande,,Tabatière ; de carton,,,,,635,,,635,,34426,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,116,Exportations,Nord,,Tabatière ; de carton,,,,,2540,,,2540,,34426,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,116,Exportations,Portugal,,Tabatière ; de carton,,,,,680,,,680,,34426,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,116,Exportations,Savoye,,Tabatière ; de carton,,,,,280,,,280,,34426,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,116,Exportations,Hollande,,Tabatière ; de corne,,,,,3145,,,3145,,14995,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,116,Exportations,Portugal,,Tabatière ; de corne,,,,,11850,,,11850,,14995,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,116,Exportations,Flandre,,Tabatière ; diverses,,,,,1451,,,1451,,1451,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,117,Exportations,Flandre,,Tableaux,,,,,720,,,720,,1650,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,117,Exportations,Gènes,,Tableaux,,,,,700,,,700,,1650,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,117,Exportations,Hollande,,Tableaux,,,,,30,,,30,,1650,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,117,Exportations,Suisse,,Tableaux,,,,,200,,,200,,1650,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,116,Exportations,Flandre,,Tables ; de marbre,,,,,86,16,,"86,8",,"406,8",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,116,Exportations,Hollande,,Tables ; de marbre,,,,,320,,,320,,"406,8",,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,116,Exportations,Espagne,,Tables ; de nuit,,,,,20,,,20,,20,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,116,Exportations,Flandre,,Tables ; de toilette,,,,,725,,,725,,725,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,117,Exportations,Hollande,,Taffia,,,,,135,,,135,,135,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,117,Exportations,Espagne,,Tamis,,,,,588,,,588,,644,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,117,Exportations,Hollande,,Tamis,,,,,56,,,56,,644,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,117,Exportations,Espagne,,Tapis ; de laine,,,,,120,,,120,,360,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,117,Exportations,Levant,,Tapis ; de laine,,,,,240,,,240,,360,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,117,Exportations,Levant,,Tapis ; de velours,,,,,1200,,,1200,,2400,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,117,Exportations,Savoye,,Tapis ; de velours,,,,,1200,,,1200,,2400,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,117,Exportations,Espagne,,Tapisserie ; commune,,,,,600,,,600,,42486,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,117,Exportations,Portugal,,Tapisserie ; commune,,,,,41886,,,41886,,42486,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,117,Exportations,Allemagne,,Tapisserie ; d'Aubusson,,,,,1375,,,1375,,7295,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,117,Exportations,Flandre,,Tapisserie ; d'Aubusson,,,,,700,,,700,,7295,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,117,Exportations,Genève,,Tapisserie ; d'Aubusson,,,,,690,,,690,,7295,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,117,Exportations,Suisse,,Tapisserie ; d'Aubusson,,,,,4530,,,4530,,7295,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,117,Exportations,Allemagne,,Tapisserie ; d'Auvergne,,,,,2920,,,2920,,6695,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,117,Exportations,Genève,,Tapisserie ; d'Auvergne,,,,,1250,,,1250,,6695,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,117,Exportations,Suisse,,Tapisserie ; d'Auvergne,,,,,2525,,,2525,,6695,,
Pascale GOUTTENEGRE,"BM Rouen , Fonds Montbret, 155-2 ",1760,117,Exportations,Allemagne,,Tapisserie ; de Rouen,,,,,526,,,526,,5822,,
