numrodeligne,dataentryby,source,SourcePath,SourceType,year,exportsimports,sheet,marchandises,pays,value,total,leurvaleursubtotal_1,leurvaleursubtotal_2,remarks
2968,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,109,Savon ; marbré,Hollande,402310.7,879948,879372,,
2969,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,109,Savon ; marbré,Isles,24179.2,879948,879372,,
2970,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,109,Savon ; marbré,Italie,462.0,879948,879372,,
2971,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,109,Savon ; marbré,Naples,18000.0,879948,879372,,
2972,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,109,Savon ; marbré,Genes,547.0,879948,879372,,
2973,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,109,Savon ; marbré,Levant,60.0,879948,879372,,
2974,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,109,Savon ; marbré,Nord,37904.0,879948,879372,,
2975,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,109,Savon ; marbré,Savoye,25096.0,879948,879372,,
2976,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,109,Savon ; marbré,Suede,2404.0,879948,879372,,
2977,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,109,Savon ; marbré,Suisse,123532.8,879948,879372,,
2978,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,109,Savon ; noir,Allemagne,346.5,879948,368,,
2979,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,109,Savon ; noir,Flandre,21.0,879948,368,,
2980,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,109,Savonnettes,Espagne,665.0,3591,,,
2981,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,109,Savonnettes,Flandre,1142.0,3591,,,
2982,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,109,Savonnettes,Geneve,20.0,3591,,,
2983,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,109,Savonnettes,Hollande,615.0,3591,,,
2984,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,109,Savonnettes,Genes,260.0,3591,,,
2985,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,109,Savonnettes,Savoye,889.0,3591,,,
2986,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,110,Sain,Espagne,100.0,0,,,
2987,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,110,Sçies,Flandre,25.0,61,,,
2988,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,110,Sçies,Isles,36.0,61,,,
2989,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,110,Secretaires,Espagne,45.0,145,,,
2990,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,110,Secretaires,Savoye,100.0,145,,,
2991,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,110,Sel,Danemark,66490.5,412231,,,
2992,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,110,Sel,Espagne,3203.6,412231,,,
2993,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,110,Sel,Flandre,1470.0,412231,,,
2994,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,110,Sel,Hollande,69572.0,412231,,,
2995,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,110,Sel,Isles,2880.0,412231,,,
2996,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,110,Sel,Nord,246768.0,412231,,,
2997,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,110,Sel,Russie,3698.8,412231,,,
2998,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,110,Sel,Suede,18148.0,412231,,,
2999,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,110,Sel ; armoniac,Espagne,646.0,7629,1596,,
3000,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,110,Sel ; armoniac,Flandre,160.0,7629,1596,,
3001,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,110,Sel ; armoniac,Nord,790.0,7629,1596,,
3002,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,110,Sel ; de saturne,Espagne,5802.0,7629,5922,,
3003,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,110,Sel ; de saturne,Genes,120.0,7629,5922,,
3004,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,110,Sel ; d'ypsum,Genes,14.0,7629,111,,
3005,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,110,Sel ; d'ypsum,Savoye,97.0,7629,111,,
3006,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,110,Selles de cheval,Allemagne,180.0,290,,,
3007,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,110,Selles de cheval,Flandre,20.0,290,,,
3008,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,110,Selles de cheval,Geneve,40.0,290,,,
3009,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,110,Selles de cheval,Hollande,50.0,290,,,
3010,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,111,Sempiterne,Espagne,4500.0,0,,,
3011,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,111,Sené,Espagne,750.0,1052,,,
3012,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,111,Sené,Flandre,2.0,1052,,,
3013,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,111,Sené,Savoye,300.0,1052,,,
3014,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,111,Siamoise,Allemagne,298187.0,731382,,,
3015,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,111,Siamoise,Angleterre,98.0,731382,,,
3016,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,111,Siamoise,Danemark,3652.0,731382,,,
3017,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,111,Siamoise,Espagne,88193.5,731382,,,
3018,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,111,Siamoise,Flandre,174257.0,731382,,,
3019,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,111,Siamoise,Geneve,9937.0,731382,,,
3020,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,111,Siamoise,Hollande,57832.0,731382,,,
3021,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,111,Siamoise,Isles,3168.0,731382,,,
3022,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,111,Siamoise,Italie,11316.0,731382,,,
3023,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,111,Siamoise,Levant,800.0,731382,,,
3024,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,111,Siamoise,Nord,3912.0,731382,,,
3025,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,111,Siamoise,Portugal,2720.0,731382,,,
3026,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,111,Siamoise,Savoye,73432.0,731382,,,
3027,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,111,Siamoise,Suisse,3877.0,731382,,,
3028,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,111,Sirop ; d'amont,Hollande,814.8,95469,,,
3029,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,111,Sirop ; de capilaire,Espagne,1428.0,95469,15733,,
3030,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,111,Sirop ; de capilaire,Flandre,368.0,95469,15733,,
3031,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,111,Sirop ; de capilaire,Hollande,320.0,95469,15733,,
3032,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,111,Sirop ; de capilaire,Italie,2800.0,95469,15733,,
3033,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,111,Sirop ; de capilaire,Naples,650.0,95469,15733,,
3034,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,111,Sirop ; de capilaire,Genes,900.0,95469,15733,,
3035,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,111,Sirop ; de capilaire,Levant,5880.0,95469,15733,,
3036,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,111,Sirop ; de capilaire,Nord,500.0,95469,15733,,
3037,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,111,Sirop ; de capilaire,Savoye,2886.8,95469,15733,,
3038,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,111,Sirop ; melasse,Espagne,1010.0,95469,78922,,
3039,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,111,Sirop ; melasse,Flandre,41469.6,95469,78922,,
3040,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,111,Sirop ; melasse,Hollande,11.0,95469,78922,,
3041,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,111,Sirop ; melasse,Naples,340.0,95469,78922,,
3042,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,111,Sirop ; melasse,Genes,2035.0,95469,78922,,
3043,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,111,Sirop ; melasse,Levant,1199.0,95469,78922,,
3044,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,111,Sirop ; melasse,Nord,21732.2,95469,78922,,
3045,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,111,Sirop ; melasse,Portugal,7797.6,95469,78922,,
3046,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,111,Sirop ; melasse,Savoye,64.0,95469,78922,,
3047,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,111,Sirop ; melasse,Suede,3263.3,95469,78922,,
3048,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,112,Son,Savoye,7.0,0,,,
3049,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,112,Soude,Allemagne,57.0,7025,,,
3050,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,112,Soude,Flandre,660.0,7025,,,
3051,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,112,Soude,Italie,274.0,7025,,,
3052,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,112,Soude,Genes,360.0,7025,,,
3053,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,112,Soude,Savoye,5674.0,7025,,,
3054,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,112,Soufflets,Allemagne,270.0,0,,,
3055,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,112,Souffre,Allemagne,30.0,13284,,,
3056,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,112,Souffre,Espagne,121.0,13284,,,
3057,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,112,Souffre,Flandre,60.0,13284,,,
3058,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,112,Souffre,Geneve,259.5,13284,,,
3059,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,112,Souffre,Hollande,6100.0,13284,,,
3060,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,112,Souffre,Genes,33.0,13284,,,
3061,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,112,Souffre,Levant,6500.0,13284,,,
3062,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,112,Souffre,Savoye,180.4,13284,,,
3063,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,112,Souliers,Allemagne,336701.0,683442,,,
3064,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,112,Souliers,Angleterre,9000.0,683442,,,
3065,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,112,Souliers,Espagne,150926.3,683442,,,
3066,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,112,Souliers,Flandre,30484.0,683442,,,
3067,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,112,Souliers,Geneve,184.0,683442,,,
3068,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,112,Souliers,Hollande,1827.0,683442,,,
3069,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,112,Souliers,Isles,124713.5,683442,,,
3070,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,112,Souliers,Italie,422.0,683442,,,
3071,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,112,Souliers,Genes,2604.0,683442,,,
3072,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,112,Souliers,Levant,175.0,683442,,,
3073,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,112,Souliers,Savoye,4058.0,683442,,,
3074,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,112,Souliers,Suede,22320.0,683442,,,
3075,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,112,Souliers,Suisse,27.0,683442,,,
3076,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,112,Soye ; aprestée,Espagne,22600.0,436841,414080,,
3077,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,112,Soye ; aprestée,Hollande,45480.0,436841,414080,,
3078,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,112,Soye ; aprestée,Italie,75820.0,436841,414080,,
3079,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,112,Soye ; aprestée,Naples,16200.0,436841,414080,,
3080,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,113,Soye ; aprestée,Genes,16740.0,436841,414080,,
3081,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,113,Soye ; aprestée,Levant,58400.0,436841,414080,,
3082,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,113,Soye ; aprestée,Savoye,178840.0,436841,414080,,
3083,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,113,Soye ; à coudre,Allemagne,7616.0,436841,22481,,
3084,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,113,Soye ; à coudre,Espagne,6760.0,436841,22481,,
3085,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,113,Soye ; à coudre,Flandre,5140.0,436841,22481,,
3086,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,113,Soye ; à coudre,Geneve,820.0,436841,22481,,
3087,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,113,Soye ; à coudre,Hollande,650.0,436841,22481,,
3088,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,113,Soye ; à coudre,Portugal,640.0,436841,22481,,
3089,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,113,Soye ; à coudre,Savoye,75.0,436841,22481,,
3090,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,113,Soye ; à coudre,Suisse,780.0,436841,22481,,
3091,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,113,Soye ; crue,Allemagne,180.0,436841,280,,
3092,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,113,Soye ; crue,Flandre,100.0,436841,280,,
3093,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,113,Soye de porc,Flandre,22.5,0,,,
3094,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,113,Stocfiche,Espagne,888.0,6398,,,
3095,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,113,Stocfiche,Hollande,24.5,6398,,,
3096,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,113,Stocfiche,Italie,1230.0,6398,,,
3097,Fatima Zahra,Montbret 155-2,National/Objet Général/Rouen/Bibliothèque Municipale Rouen/Ms Montbret 155-2/1759.csv,Objet Général,1759,Exports,113,Stocfiche,Genes,1389.0,6398,,,
