numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,value,quantit,origine,quantity_unit,remarks,doubleaccounts,leurvaleursubtotal_1
268,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,21,Farine,Sénégal et Guinée,1680,7000,Quercy,livres,,0,
269,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,21,Fayence,St Domingue,2285,,Bretagne,,Pas de quantité indiquée,0,
270,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,21,Fayence,Sénégal et Guinée,250,,Bretagne,,Pas de quantité indiquée,0,
271,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,21,Fayence,St Domingue,9072,,Bretagne,,Pas de quantité indiquée,0,9405
272,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,21,Fayence,La Guadeloupe,108,,Nivernais,,Pas de quantité indiquée,0,9405
273,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,21,Fayence,Cayenne et Guyanne,225,,Nivernais,,Pas de quantité indiquée,0,9405
274,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,21,Fayence,Sénégal et Guinée,32472,,Nivernais,,Pas de quantité indiquée,0,
275,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,21,Fayence,St Domingue,13858,,Nivernais,,Pas de quantité indiquée,0,14881
276,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,21,Fayence,La Martinique,828,,Étranger,,Pas de quantité indiquée,0,14881
277,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,21,Fayence,La Guadeloupe,195,,Étranger,,Pas de quantité indiquée,0,14881
278,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,21,Fayence,Sénégal et Guinée,7491,,Étranger,,Pas de quantité indiquée,0,
279,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,21,Fer feuillard,Sénégal et Guinée,3168,9600,Étranger,livres,,0,
280,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,21,Fer en barre,St Domingue,816,4800,Étranger,livres,,0,1496
281,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,21,Fer en barre,La Martinique,680,4000,Étranger,livres,,0,1496
282,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,21,Fer en barre,Sénégal et Guinée,29172,171598,Étranger,livres,,0,
283,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,21,Fer en barre,St Domingue,9866,56379,Berri,livres,,0,21333
284,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,21,Fer en barre,La Guadeloupe,11052,63150,Berri,livres,,0,21333
285,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,21,Fer en barre,Cayenne et Guyanne,415,2370,Berri,livres,,0,21333
286,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,21,Fer en barre,Sénégal et Guinée,29720,112750,Berri,livres,,0,
287,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,21,Fer ouvré en essieux,St Domingue,5382,118,Bretagne,en nombre,,1,
288,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,21,Fer ouvré en essieux,St Domingue,5382,17940,Bretagne,livres,,2,
289,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,21,Fer en gueuses,St Domingue,21748,241644,Berri,livres,,0,
290,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,21,"Fer de fonte ouvré en chaudières, marmites et étuves",St Domingue,33489,138300,Berri,livres,,0,46228
291,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,21,"Fer de fonte ouvré en chaudières, marmites et étuves",La Martinique,2332,10600,Berri,livres,,0,46228
292,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,21,"Fer de fonte ouvré en chaudières, marmites et étuves",La Guadeloupe,10047,45715,Berri,livres,,0,46228
293,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,21,"Fer de fonte ouvré en chaudières, marmites et étuves",Cayenne et Guyanne,360,1500,Berri,livres,,0,46228
294,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,21,"Fer de fonte ouvré en chaudières, marmites et étuves",Sénégal et Guinée,422,1760,Berri,livres,,0,
295,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,21,Fer de fonte,St Domingue,5720,26000,Guyenne,livres,,0,
296,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,21,Fer de fonte,St Domingue,10766,34104,Bretagne,livres,,0,10958
297,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,21,Fer de fonte,La Guadeloupe,192,600,Bretagne,livres,,0,10958
298,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,21,Fil à coudre,St Domingue,16890,6756,Bretagne,livres,,0,18125
299,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,21,Fil à coudre,La Martinique,1235,494,Bretagne,livres,,0,18125
300,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,21,Fil à coudre commun,St Domingue,6900,2760,Anjou,livres,,0,
301,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,21,Fil à coudre fin,St Domingue,372,31,Isle de France,livres,,0,
302,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,21,Fil à coudre fin,St Domingue,990,198,Flandres,livres,,0,
303,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,21,Fil à coudre à voiles,St Domingue,9135,10150,Bretagne,livres,,0,9378
304,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,21,Fil à coudre à voiles,La Guadeloupe,243,270,Bretagne,livres,,0,9378
305,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,21,Fromage,St Domingue,60617,121235,Étranger,livres,,0,65138
306,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,21,Fromage,La Martinique,2348,4696,Étranger,livres,,0,65138
307,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,21,Fromage,La Guadeloupe,1981,3963,Étranger,livres,,0,65138
308,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,21,Fromage,Cayenne et Guyanne,192,385,Étranger,livres,,0,65138
309,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,21,Fromage,Sénégal et Guinée,888,1777,Étranger,livres,,0,
310,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,21,Fruits divers,St Domingue,1769,,,,Pas de quantité indiquée,0,
311,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,21,Fruits divers,Sénégal et Guinée,180,,,,Pas de quantité indiquée,0,
312,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,21,Prune sèches,St Domingue,854,2970,Touraine,livres,,0,
313,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,21,Prune sèches,Sénégal et Guinée,180,400,Touraine,livres,,0,
314,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,21,Prune sèches,St Domingue,1287,4289,Guyenne,livres,,0,
315,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,21,Futailles vides,St Domingue,9353,,Bretagne,,,0,11153
316,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,21,Futailles vides,La Martinique,1800,,Bretagne,,,0,11153
317,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,21,Futailles vides,Sénégal et Guinée,32687,,Bretagne,,,0,
318,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,21,Gants de peaux pour femmes,St Domingue,750,50,,douzaines,,0,1395
319,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,21,Gants de peaux pour femmes,La Guadeloupe,645,43,,douzaines,,0,1395
320,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,21,Gants de chamois,St Domingue,756,21,Bretagne,douzaines,,0,
321,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,21,Gants de peaux pour femmes,St Domingue,3045,203,Bretagne,douzaines,,0,
322,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,21,Gants de peaux pour femmes,St Domingue,285,19,Touraine,douzaines,,0,1785
323,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,21,Gants de peaux pour femmes,La Martinique,1500,100,Touraine,douzaines,,0,1785
324,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,21,Gaze de soye,St Domingue,3600,1600,lyonnais,aunes,,1,
325,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,21,Gaze de soye,St Domingue,3600,55,lyonnais,livres,,2,
326,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,21,Gaze de soye et or fin,Sénégal et Guinée,800,200,lyonnais,aunes,,0,
327,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,21,gaze or et argent faux,Sénégal et Guinée,2325,930,Isle de France,aunes,,0,
328,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,21,Gaze de soye,La Guadeloupe,370,185,Isle de France,aunes,,0,
329,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,21,Gaze de soye,Sénégal et Guinée,800,400,Isle de France,aunes,,0,
330,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,21,Glaces,St Domingue,1110,,Isle de France,,Pas de quantité indiquée,0,1730
331,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,21,Glaces,La Guadeloupe,620,,Isle de France,,Pas de quantité indiquée,0,1730
332,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,21,Graines comestibles (bles noir),St Domingue,1668,13900,Bretagne,livres,,0,
333,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,21,Graines comestibles (bles noir),Sénégal et Guinée,1500,12500,Bretagne,livres,,0,
334,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,21,Avoine,La Guadeloupe,574,8200,Bretagne,livres,,0,
335,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,21,Ris,St Domingue,2099,9540,Étranger,livres,,0,2321
336,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,21,Ris,La Martinique,103,470,Étranger,livres,,0,2321
337,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,21,Ris,La Guadeloupe,119,540,Étranger,livres,,0,2321
338,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,21,Ris,Sénégal et Guinée,76435,347431,Étranger,livres,,0,
339,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,21,Graisse dite saindoux,St Domingue,1034,1477,Bretagne,livres,,0,
340,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,22,Habillements divers,St Domingue,12595,,Bretagne,,Pas de quantité indiquée,0,15595
341,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,22,Habillements divers,La Guadeloupe,3000,,Bretagne,,Pas de quantité indiquée,0,15595
342,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,22,Habillements divers,Sénégal et Guinée,24260,,Bretagne,,Pas de quantité indiquée,0,
343,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,22,Casaques à nègres,St Domingue,23065,3295,Bretagne,en nombre,,0,24745
344,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,22,Casaques à nègres,La Guadeloupe,1680,240,Bretagne,en nombre,,0,24745
345,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,22,Casaques à nègres,Sénégal et Guinée,252,36,Bretagne,en nombre,,0,
346,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,22,Huile de chenevis,St Domingue,2107,4390,Touraine,livres,,0,
347,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,22,Huile de lin,St Domingue,1521,3043,Anjou,livres,,0,
348,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,22,Huile de lin,St Domingue,12151,24302,Étranger,livres,,0,13195
349,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,22,Huile de lin,La Martinique,454,908,Étranger,livres,,0,13195
350,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,22,Huile de lin,La Guadeloupe,590,1180,Étranger,livres,,0,13195
351,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,22,Huile de lin,Sénégal et Guinée,1564,3129,Étranger,livres,,0,
352,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,22,Huile de noix,St Domingue,434,944,Poitou,livres,,0,
353,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,22,Huile de noix,Sénégal et Guinée,115,250,Poitou,livres,,0,
354,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,22,Huile de noix,St Domingue,487,1058,Touraine,livres,,0,671
355,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,22,Huile de noix,La Guadeloupe,184,400,Touraine,livres,,0,671
356,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,22,Huile de noix,Sénégal et Guinée,166,362,Touraine,livres,,0,
357,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,22,Huile d'olive,St Domingue,88088,83893,Provence,livres,,0,97451
358,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,22,Huile d'olive,La Martinique,5327,5073,Provence,livres,,0,97451
359,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,22,Huile d'olive,La Guadeloupe,3280,3124,Provence,livres,,0,97451
360,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,22,Huile d'olive,Cayenne et Guyanne,756,720,Provence,livres,,0,97451
361,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,22,Huile d'olive,Sénégal et Guinée,3747,3569,Provence,livres,,0,
362,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,22,Huile de poisson,St Domingue,268,993,Étranger,livres,,0,386
363,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,22,Huile de poisson,La Martinique,118,436,Étranger,livres,,0,386
364,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,22,Huile de poisson,Sénégal et Guinée,135,500,Étranger,livres,,0,
365,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,22,Instruments divers,St Domingue,4620,,,,Pas de quantité indiquée,0,
366,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,22,Instruments de musique,St Domingue,4000,,,,Pas de quantité indiquée,0,
367,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,22,Laine en poil,St Domingue,300,150,Étranger,livres,,0,
368,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,22,Laine filée teinte pour broder,St Domingue,4000,800,Isle de France,livres,,0,
369,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,22,Légumes divers,St Domingue,1056,,,,Pas de quantité indiquée,0,
370,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,22,Fèves de marais,St Domingue,2100,35000,Touraine,livres,,0,5118
371,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,22,Fèves de marais,La Martinique,306,5100,Touraine,livres,,0,5118
372,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,22,Fèves de marais,La Guadeloupe,2592,43200,Touraine,livres,,0,5118
373,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,22,Fèves de marais,Cayenne et Guyanne,120,2000,Touraine,livres,,0,5118
374,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,22,Fèves de marais,Sénégal et Guinée,97208,1630128,Touraine,livres,,0,
375,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,22,Haricots lentilles et pois secs,St Domingue,1403,14030,Bretagne,livres,,0,2493
376,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,22,Haricots lentilles et pois secs,La Martinique,1090,10900,Bretagne,livres,,0,2493
377,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,22,Haricots lentilles et pois secs,Sénégal et Guinée,1721,17210,Bretagne,livres,,0,
378,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,22,Librairie,St Domingue,8142,,Bretagne,,Pas de quantité indiquée,0,10037
379,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,22,Librairie,La Martinique,675,,Bretagne,,Pas de quantité indiquée,0,10037
380,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,22,Librairie,La Guadeloupe,1220,,Bretagne,,Pas de quantité indiquée,0,10037
381,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,22,Liège en bouchons,St Domingue,801,89000,Guyenne,en nombre,,0,
382,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,22,Linge de table,St Domingue,99754,,Bretagne,,Pas de quantité indiquée,0,110704
383,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,22,Linge de table,La Martinique,5436,,Bretagne,,Pas de quantité indiquée,0,110704
384,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,22,Linge de table,La Guadeloupe,5304,,Bretagne,,Pas de quantité indiquée,0,110704
385,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,22,Linge de table,Cayenne et Guyanne,210,,Bretagne,,Pas de quantité indiquée,0,110704
386,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,22,Linge de table,Sénégal et Guinée,3018,,Bretagne,,Pas de quantité indiquée,0,
387,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,22,Linge de corps en chemises pour nègres,St Domingue,6000,2000,Anjou,en nombre,,0,
388,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,22,Chemises de toile gingas,St Domingue,900,360,Flandres,en nombre,,0,
389,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,22,Chemises en grosse toile pour nègres,St Domingue,17129,4894,Bretagne,en nombre,,0,17234
390,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,22,Chemises en grosse toile pour nègres,La Guadeloupe,105,30,Bretagne,en nombre,,0,17234
391,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,22,Chemises en grosse toile pour nègres,Sénégal et Guinée,24,7,Bretagne,en nombre,,0,
392,Cyril Mouton,ANOM Col F 2B 14 (tableau 18),Colonies/1789 - Nantes - Exports colonies.csv,Colonies,1789,Exports,Nantes,22,Chemises communes non garnies,St Domingue,9456,1182,Flandres,en nombre,,0,
