numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,value,quantit,origine,quantity_unit,remarks,Double compte,Leurvaleursubtotal_1
228,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,28,Ouvrages de cuivre doré,La Martinique,250,,Paris,,,0,4250
229,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,28,Ouvrages de fer blanc,La Martinique,210,,Paris,,,0,
230,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,28,Ouvrages de fer blanc,Tabago,480,610,Angleterre,livres,,0,
231,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,28,Ozier de fer blanc,La Martinique,323,215,Rouen,paquets,,0,
232,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,28,Ozier de fer blanc,La Guadeloupe,350,212,Le Havre,paquets,,0,
233,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,28,Ozier de fer blanc,St Domingue,95,22,Dunkerque,bottes,,0,
234,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,28,Poterie de terre,St Domingue,4968,9936,Hainaut,en nombre,,0,7560
235,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,28,Poterie de terre,La Martinique,2525,5050,Hainaut,en nombre,,0,7560
236,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,28,Poterie de terre,La Guadeloupe,32,64,Hainaut,en nombre,,0,7560
237,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,28,Poterie de terre,Tabago,35,70,Hainaut,en nombre,,0,7560
238,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,28,Poterie de grès en cruches,Tabago,100,200,Flandres,en nombre,,0,
239,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,28,Papier peint,Tabago,240,116,Angleterre,livres,,0,
240,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,28,Papier peint,La Martinique,96,50,Angleterre,livres,,0,
241,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,28,Parfumerie diverse,St Domingue,55,,,,,0,384
242,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,28,Parfumerie diverse,La Martinique,120,,,,,0,384
243,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,28,Parfumerie diverse,Tabago,209,,,,,0,384
244,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,28,Parasols de taffetas,La Guadeloupe,450,4,Lyon,douzaines,,0,
245,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,28,Peaux de vieux corroyés en noir,La Martinique,2600,40,Flandres,douzaines,40 douzaines pour 1600,0,
246,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,28,Pierre de grès,St Domingue,770,3150,Angleterre,livres,,0,6170
247,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,28,Pierre de grès,Tabago,5400,11725,Angleterre,livres,,0,6170
248,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,28,Plomb en rouleaux,Tabago,1455,4850,Dunkerque,livres,,0,
249,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,28,Plomb en rouleaux,Tabago,645,2155,Angleterre,livres,,0,
250,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,28,Plomb en grenaille,Tabago,340,680,Angleterre,livres,,0,
251,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,28,Poisson harengs blancs,Tabago,1200,12750,Dunkerque,livres,,0,
252,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,28,Poisson morue sèche,Tabago,96,300,Angleterre,livres,,0,
253,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,28,Poisson morue sèche,St Domingue,475,"6,75",Dunkerque,tonneaux,,0,1210
254,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,28,Poisson morue sèche,La Guadeloupe,735,"10,5",Dunkerque,tonneaux,,0,1210
255,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,28,Poisson saumon salé,Tabago,875,4340,Hollande,livres,,0,
256,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,28,Provisions de bouche biscuit de mer,Tabago,4935,49357,Le Havre,livres,,0,
257,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,28,Provisions de bouche biscuit de mer,Tabago,485,3000,Dunkerque,livres,,0,
258,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,28,Provisions de bouche moutarde,Tabago,120,200,Angleterre,livres,,0,
259,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,28,Quincaillerie clous de fer,Tabago,13323,40375,Angleterre,livres,,0,
260,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,28,Quincaillerie clous de fer,St Domingue,13596,41200,Hainaut,livres,,0,19800
261,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,28,Quincaillerie clous de fer,La Martinique,2079,6300,Hainaut,livres,,0,19800
262,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,28,Quincaillerie clous de fer,La Guadeloupe,4125,12500,Hainaut,livres,,0,19800
263,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,28,Rubans de fil,St Domingue,1590,265,Flandres,livres,,0,5226
264,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,28,Rubans de fil,La Martinique,3636,606,Flandres,livres,,0,5226
265,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,28,Rubans de soye,La Martinique,600,18,Forest,livres,,0,
266,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,28,Rubans de soye,St Domingue,1250,,Paris,livres,,0,2000
267,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,28,Rubans de soye,La Martinique,750,,Paris,livres,,0,2000
268,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,29,Savon,Tabago,900,1800,Flandres,livres,,0,
269,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,29,Savon,Tabago,1050,2100,Marseille,livres,,0,
270,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,29,Soye à coudre,Tabago,24,1,Angleterre,livres,,0,
271,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,29,Suifs en chandelles,Tabago,190,380,Angleterre,livres,,0,
272,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,29,Suifs en chandelles,Tabago,3800,7500,Dunkerque,livres,,0,
273,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,29,Suifs en chandelles,Tabago,90,180,Flandres,livres,,0,
274,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,29,Suifs fondu,Tabago,400,800,Irlande,livres,,0,
275,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,29,Tableaux à l'huile,Tabago,2150,3650,Angleterre,livres,,0,
276,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,29,Thé vert,Tabago,1560,520,Dunkerque,livres,,0,
277,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,29,Toiles batiste,St Domingue,3384,564,Hainaut,aunes,,0,8604
278,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,29,Toiles batiste,La Guadeloupe,5220,870,Hainaut,aunes,,0,8604
279,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,29,Toiles batiste,St Domingue,3168,528,Flandres,aunes,,0,4680
280,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,29,Toiles batiste,Tabago,1512,252,Flandres,aunes,,0,4680
281,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,29,Toiles blanches de St Quentin,St Domingue,3360,672,St Quentin,aunes,,0,10790
282,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,29,Toiles blanches de St Quentin,La Martinique,7430,1486,St Quentin,aunes,,0,10790
283,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,29,Toiles blanches de St Quentin,La Guadeloupe,7050,720,Valenciennes,aunes,,0,
284,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,29,Toiles blanches,St Domingue,145855,58342,Flandres,aunes,,0,249471
285,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,29,Toiles blanches,La Martinique,97905,39162,Flandres,aunes,,0,249471
286,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,29,Toiles blanches,La Guadeloupe,4838,1935,Flandres,aunes,,0,249471
287,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,29,Toiles blanches,Tabago,873,370,Flandres,aunes,,0,249471
288,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,29,Toiles blanches,Tabago,5794,2747,Ostende,aunes,,0,
289,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,29,Toiles blanches,La Martinique,1010,505,Abbeville,aunes,,0,
290,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,29,Toiles blanches,La Martinique,2540,1809,Laval,aunes,,0,
291,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,29,Toiles blanches,La Guadeloupe,5496,2144,Laval,aunes,,0,
292,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,29,Toiles blanches,La Guadeloupe,8250,3500,Reims,aunes,,0,
293,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,29,Toiles gingas,St Domingue,85423,82668,Flandres,aunes,,0,103633
294,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,29,Toiles gingas,La Martinique,17308,16536,Flandres,aunes,,0,103633
295,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,29,Toiles gingas,La Guadeloupe,902,752,Flandres,aunes,,0,103633
296,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,29,Toiles gingas,La Guadeloupe,3712,4262,Rouen,aunes,,0,
297,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,29,Toiles grise écrue fil de lin,St Domingue,31190,14270,Flandres,aunes,,0,54536
298,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,29,Toiles grise écrue fil de lin,La Martinique,20546,13547,Flandres,aunes,,0,54536
299,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,29,Toiles grise écrue fil de lin,Tabago,2800,1560,Flandres,aunes,,0,54536
300,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,29,Toiles grise écrue fil de lin,La Martinique,860,400,Picardie,aunes,,0,
301,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,29,Toiles coutil,Tabago,180,90,Angleterre,aunes,,0,
302,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,29,Toiles coutil fil de lin,St Domingue,8560,5644,Flandres,aunes,,0,8810
303,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,29,Toiles coutil fil de lin,La Martinique,250,30,Flandres,aunes,,0,8810
304,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,29,Toiles grosse,Tabago,31490,15920,Ostende,aunes,,0,
305,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,29,Toiles commune,Tabago,9000,5700,Ostende,aunes,,0,
306,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,29,Toiles de lin,Tabago,4800,2300,Angleterre,aunes,,0,
307,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,29,Toiles de lin grise pour emballage,Tabago,1725,2150,Ostende,aunes,,0,
308,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,29,Toiles de lin grise pour emballage,Tabago,5000,7000,Hollande,aunes,,0,
309,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,29,Toiles de lin à matelas,La Martinique,3622,3910,Flandres,aunes,,0,
310,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,29,Toiles en linge de table,Tabago,1128,564,Ostende,aunes,,0,
311,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,29,Toiles en linge de table,Tabago,200,50,Angleterre,aunes,,0,
312,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,29,Toiles en linge de table,La Martinique,3008,1504,Picardie,aunes,,0,
313,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,29,Toiles en linge de table,La Martinique,470,285,Amiens,aunes,,0,
314,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,29,Toiles en linge de table,St Domingue,7670,3790,Flandres,aunes,,0,10170
315,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,29,Toiles en linge de table,La Martinique,1200,600,Flandres,aunes,,0,10170
316,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,29,Toiles en linge de table,La Guadeloupe,1300,650,Flandres,aunes,,0,10170
317,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,29,Toiles en linge de table,Tabago,180,200,Hollande,livres,,0,
318,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,29,Toiles de coton imprimée,La Guadeloupe,1600,400,Amiens,aunes,,0,
319,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,29,Toiles de coton,Tabago,19029,5815,Angleterre,aunes,,0,
320,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,29,Toiles de coton pour nègres,Tabago,1810,1200,Angleterre,aunes,,0,
321,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,29,Toiles nankin,St Domingue,240,200,Lorient,aunes,,0,4560
322,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,29,Toiles nankin,La Martinique,4320,3240,Lorient,aunes,,0,4560
323,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,29,Toiles bazin,St Domingue,195,32,Lyon,aunes,,0,
324,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,29,Toiles peintes,Tabago,90,12,Angleterre,aunes,,0,
325,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,29,Toiles mélangées de couleur,St Domingue,5558,5241,Flandres,aunes,,0,
326,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,29,Toiles de chanvre,La Martinique,14650,1753,Abbeville,aunes,Fin du nom de la marchandise illisible,0,
327,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,29,Toiles d'étoupe de lin,Tabago,400,442,Flandres,aunes,,0,
328,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,29,Toiles en sacs,La Martinique,311,311,Flandres,sacs,,0,
329,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,29,Toiles de chanvre,Tabago,1452,1452,Angleterre,aunes,,0,
330,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,29,Toiles de chanvre,La Guadeloupe,10900,3400,Mortagne,aunes,,0,
331,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,30,Verre en Dame Jeanne,St Domingue,18480,7700,Flandres,en nombre,,0,
332,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,30,Verre en Dame Jeanne,La Martinique,19080,7950,Flandres,en nombre,,0,
333,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,30,Verre en Dame Jeanne,Tabago,960,400,Flandres,en nombre,,0,
334,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,30,Verre en Dame Jeanne,St Domingue,3375,1350,Picardie,en nombre,,0,
335,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,30,Verre en Dame Jeanne,La Martinique,13000,5200,Picardie,en nombre,,0,
336,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,30,Verre en Dame Jeanne,La Guadeloupe,1500,600,Picardie,en nombre,,0,
337,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,30,Verre en Dame Jeanne,Tabago,125,50,Picardie,en nombre,,0,
338,Cyril Mouton,ANOM Col F 2B 13 (tableau 23),Colonies/1788 - Lille - Exports colonies.csv,Colonies,1788,Exports,Lille - port de Dunkerque - commerce privilégié,30,Verre en bouteille,St Domingue,2990,14950,Flandres,en nombre,,0,
