numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,value,quantit,origine,quantity_unit,remarks,Double compte,Leurvaleursubtotal_1
194,Cyril Mouton,ANOM Col F 2B 14 (tableau 25),Colonies/1789 - Petits Ports - Exports colonies.csv,Colonies,1789,Exports,"Blaye, Le Légué, Dieppe, Honfleur, Cherbourg et Rochefort",67,Verrerie diverse,St Domingue,1360,,Normandie,,,0,
195,Cyril Mouton,ANOM Col F 2B 14 (tableau 25),Colonies/1789 - Petits Ports - Exports colonies.csv,Colonies,1789,Exports,"Blaye, Le Légué, Dieppe, Honfleur, Cherbourg et Rochefort",67,Verrerie diverse,Sénégal et Guinée,582,,Étranger,,,0,
196,Cyril Mouton,ANOM Col F 2B 14 (tableau 25),Colonies/1789 - Petits Ports - Exports colonies.csv,Colonies,1789,Exports,"Blaye, Le Légué, Dieppe, Honfleur, Cherbourg et Rochefort",67,Verrerie diverse,St Domingue,4850,,Bretagne,,,0,
197,Cyril Mouton,ANOM Col F 2B 14 (tableau 25),Colonies/1789 - Petits Ports - Exports colonies.csv,Colonies,1789,Exports,"Blaye, Le Légué, Dieppe, Honfleur, Cherbourg et Rochefort",67,Verroterie,Sénégal et Guinée,26606,19702,Étranger,livres,,0,
198,Cyril Mouton,ANOM Col F 2B 14 (tableau 25),Colonies/1789 - Petits Ports - Exports colonies.csv,Colonies,1789,Exports,"Blaye, Le Légué, Dieppe, Honfleur, Cherbourg et Rochefort",67,Bierre,St Domingue,332,"5,8333333333",,muids,,0,
200,Cyril Mouton,ANOM Col F 2B 14 (tableau 25),Colonies/1789 - Petits Ports - Exports colonies.csv,Colonies,1789,Exports,"Blaye, Le Légué, Dieppe, Honfleur, Cherbourg et Rochefort",67,Bierre,Sénégal et Guinée,290,"4,3888888889",,muids,,0,
202,Cyril Mouton,ANOM Col F 2B 14 (tableau 25),Colonies/1789 - Petits Ports - Exports colonies.csv,Colonies,1789,Exports,"Blaye, Le Légué, Dieppe, Honfleur, Cherbourg et Rochefort",67,Cidre,St Domingue,1237,"28,75",Normandie,muids,,0,
204,Cyril Mouton,ANOM Col F 2B 14 (tableau 25),Colonies/1789 - Petits Ports - Exports colonies.csv,Colonies,1789,Exports,"Blaye, Le Légué, Dieppe, Honfleur, Cherbourg et Rochefort",67,Cidre,Sénégal et Guinée,921,"21,3194444444",Normandie,muids,,0,
206,Cyril Mouton,ANOM Col F 2B 14 (tableau 25),Colonies/1789 - Petits Ports - Exports colonies.csv,Colonies,1789,Exports,"Blaye, Le Légué, Dieppe, Honfleur, Cherbourg et Rochefort",67,Eau de vie simple,Sénégal et Guinée,5600,"38,0555555556",Aunis,muids,,0,
208,Cyril Mouton,ANOM Col F 2B 14 (tableau 25),Colonies/1789 - Petits Ports - Exports colonies.csv,Colonies,1789,Exports,"Blaye, Le Légué, Dieppe, Honfleur, Cherbourg et Rochefort",67,Eau de vie simple,Sénégal et Guinée,3125,"21,7013888889",Bretagne,muids,,0,
210,Cyril Mouton,ANOM Col F 2B 14 (tableau 25),Colonies/1789 - Petits Ports - Exports colonies.csv,Colonies,1789,Exports,"Blaye, Le Légué, Dieppe, Honfleur, Cherbourg et Rochefort",67,Eau de vie simple,Sénégal et Guinée,26545,"147,4583333333",Bordeaux,muids,,0,
212,Cyril Mouton,ANOM Col F 2B 14 (tableau 25),Colonies/1789 - Petits Ports - Exports colonies.csv,Colonies,1789,Exports,"Blaye, Le Légué, Dieppe, Honfleur, Cherbourg et Rochefort",68,Eau de vie simple,Sénégal et Guinée,2680,"16,5833333333",Alicante,muids,,0,
214,Cyril Mouton,ANOM Col F 2B 14 (tableau 25),Colonies/1789 - Petits Ports - Exports colonies.csv,Colonies,1789,Exports,"Blaye, Le Légué, Dieppe, Honfleur, Cherbourg et Rochefort",68,eau de vie double,Sénégal et Guinée,1400,"11,8680555556",,muids,,0,
216,Cyril Mouton,ANOM Col F 2B 14 (tableau 25),Colonies/1789 - Petits Ports - Exports colonies.csv,Colonies,1789,Exports,"Blaye, Le Légué, Dieppe, Honfleur, Cherbourg et Rochefort",68,Eau de vie de cidre,Sénégal et Guinée,3470,"20,9513888889",Normandie,muids,,0,
218,Cyril Mouton,ANOM Col F 2B 14 (tableau 25),Colonies/1789 - Petits Ports - Exports colonies.csv,Colonies,1789,Exports,"Blaye, Le Légué, Dieppe, Honfleur, Cherbourg et Rochefort",68,eau de vie de genièvre,Sénégal et Guinée,712,"3,9583333333",Étranger,muids,,0,
220,Cyril Mouton,ANOM Col F 2B 14 (tableau 25),Colonies/1789 - Petits Ports - Exports colonies.csv,Colonies,1789,Exports,"Blaye, Le Légué, Dieppe, Honfleur, Cherbourg et Rochefort",68,Liqueur anisette,Sénégal et Guinée,3400,854,Bordeaux,bouteilles,,1,
221,Cyril Mouton,ANOM Col F 2B 14 (tableau 25),Colonies/1789 - Petits Ports - Exports colonies.csv,Colonies,1789,Exports,"Blaye, Le Légué, Dieppe, Honfleur, Cherbourg et Rochefort",68,Liqueur anisette,Sénégal et Guinée,3400,"4,5138888889",Bordeaux,muids,,2,
223,Cyril Mouton,ANOM Col F 2B 14 (tableau 25),Colonies/1789 - Petits Ports - Exports colonies.csv,Colonies,1789,Exports,"Blaye, Le Légué, Dieppe, Honfleur, Cherbourg et Rochefort",68,Vins,St Domingue,6790,"61,0625",Bordeaux,muids,,1,7240
225,Cyril Mouton,ANOM Col F 2B 14 (tableau 25),Colonies/1789 - Petits Ports - Exports colonies.csv,Colonies,1789,Exports,"Blaye, Le Légué, Dieppe, Honfleur, Cherbourg et Rochefort",68,Vins,St Domingue,6790,81,Bordeaux,caisses,,2,7240
226,Cyril Mouton,ANOM Col F 2B 14 (tableau 25),Colonies/1789 - Petits Ports - Exports colonies.csv,Colonies,1789,Exports,"Blaye, Le Légué, Dieppe, Honfleur, Cherbourg et Rochefort",68,Vins,La Martinique,150,"3,4722222222",Bordeaux,muids,,0,7240
228,Cyril Mouton,ANOM Col F 2B 14 (tableau 25),Colonies/1789 - Petits Ports - Exports colonies.csv,Colonies,1789,Exports,"Blaye, Le Légué, Dieppe, Honfleur, Cherbourg et Rochefort",68,Vins,Cayenne et Guyanne,300,"6,9444444444",Bordeaux,muids,,0,7240
230,Cyril Mouton,ANOM Col F 2B 14 (tableau 25),Colonies/1789 - Petits Ports - Exports colonies.csv,Colonies,1789,Exports,"Blaye, Le Légué, Dieppe, Honfleur, Cherbourg et Rochefort",68,Vins,Sénégal et Guinée,9550,"93,2013888889",Bordeaux,muids,,0,
232,Cyril Mouton,ANOM Col F 2B 14 (tableau 25),Colonies/1789 - Petits Ports - Exports colonies.csv,Colonies,1789,Exports,"Blaye, Le Légué, Dieppe, Honfleur, Cherbourg et Rochefort",68,Vins de liqueur,Sénégal et Guinée,300,150,,pintes,,1,
233,Cyril Mouton,ANOM Col F 2B 14 (tableau 25),Colonies/1789 - Petits Ports - Exports colonies.csv,Colonies,1789,Exports,"Blaye, Le Légué, Dieppe, Honfleur, Cherbourg et Rochefort",68,Vins de liqueur,Sénégal et Guinée,300,25,,bouteilles,,2,
234,Cyril Mouton,ANOM Col F 2B 14 (tableau 25),Colonies/1789 - Petits Ports - Exports colonies.csv,Colonies,1789,Exports,"Blaye, Le Légué, Dieppe, Honfleur, Cherbourg et Rochefort",68,Vinaigre,Sénégal et Guinée,610,"5,6111111111",Bordeaux,muids,,0,
