numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,value,quantit,origine,quantity_unit,remarks,doubleaccounts,leurvaleursubtotal_1
472,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,44,Habillements gilets de coton et filoselle,St Domingue,1200,25,Normandie,livres,,0,
473,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,44,Habillements cabans ou capots,St Domingue,8472,706,Marseille,en nombre,,0,12264
474,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,44,Habillements cabans ou capots,La Martinique,3576,298,Marseille,en nombre,,0,12264
475,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,44,Habillements cabans ou capots,La Guadeloupe,216,18,Marseille,en nombre,,0,12264
476,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,44,Habillements redingotes,St Domingue,15995,942,Marseille,en nombre,,0,16475
477,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,44,Habillements redingotes,La Martinique,300,20,Marseille,en nombre,,0,16475
478,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,44,Habillements redingotes,La Guadeloupe,180,12,Marseille,en nombre,,0,16475
479,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,44,Huile d'olive,St Domingue,460614,658020,Provence,livres,,0,856930
480,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,44,Huile d'olive,La Martinique,301142,430203,Provence,livres,,0,856930
481,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,44,Huile d'olive,La Guadeloupe,86445,123493,Provence,livres,,0,856930
482,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,44,Huile d'olive,Cayenne et Guyanne,8729,12470,Provence,livres,,0,856930
483,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,44,Huile de poisson,St Domingue,140,615,Pêche française,livres,,0,
484,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,44,Huile de lin,St Domingue,145,250,Flandres,livres,,0,378
485,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,44,Huile de lin,La Martinique,233,402,Flandres,livres,,0,378
486,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,44,Joujoux d'enfants,St Domingue,334,,Marseille,,Pas de quantité indiquée,0,645
487,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,44,Joujoux d'enfants,La Martinique,103,,Marseille,,Pas de quantité indiquée,0,645
488,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,44,Joujoux d'enfants,La Guadeloupe,208,,Marseille,,Pas de quantité indiquée,0,645
489,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,44,Instruments de musique,La Martinique,300,,Marseille,,Pas de quantité indiquée,0,500
490,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,44,Instruments de musique,La Guadeloupe,200,,Marseille,,Pas de quantité indiquée,0,500
491,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,44,Instruments de musique,La Martinique,370,,Isle de France,,Pas de quantité indiquée,0,
492,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,44,Jus de citron,Sénégal et Guinée,320,"2,7777777778",Étranger,muids,,0,
494,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,44,Laine lavée,St Domingue,32512,27093,Levant,livres,,0,33128
495,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,44,Laine lavée,La Martinique,176,147,Levant,livres,,0,33128
496,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,44,Laine lavée,Cayenne et Guyanne,440,367,Levant,livres,,0,33128
497,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,44,Légumes ails,St Domingue,1484,14837,Provence,livres,,0,2306
498,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,44,Légumes ails,La Martinique,579,5790,Provence,livres,,0,2306
499,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,44,Légumes ails,La Guadeloupe,243,2430,Provence,livres,,0,2306
500,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,44,Légumes haricots,St Domingue,4144,34530,Languedoc,livres,,0,15573
501,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,44,Légumes haricots,La Martinique,8512,70933,Languedoc,livres,,0,15573
502,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,44,Légumes haricots,La Guadeloupe,2677,22307,Languedoc,livres,,0,15573
503,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,44,Légumes haricots,Cayenne et Guyanne,240,2000,Languedoc,livres,,0,15573
504,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,44,Légumes haricots,Sénégal et Guinée,931,7763,Languedoc,livres,,0,
505,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,44,Légumes lentilles,St Domingue,18481,123205,Auvergne,livres,,0,46754
506,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,44,Légumes lentilles,La Martinique,23490,156601,Auvergne,livres,,0,46754
507,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,44,Légumes lentilles,La Guadeloupe,3774,25159,Auvergne,livres,,0,46754
508,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,44,Légumes lentilles,Cayenne et Guyanne,1009,6730,Auvergne,livres,,0,46754
509,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,44,Légumes pois,St Domingue,4533,33580,Auvergne,livres,,0,14674
510,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,44,Légumes pois,La Martinique,8369,61991,Auvergne,livres,,0,14674
511,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,44,Légumes pois,La Guadeloupe,1293,9575,Auvergne,livres,,0,14674
512,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,44,Légumes pois,Cayenne et Guyanne,479,3550,Auvergne,livres,,0,14674
513,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,44,Légumes pois,Sénégal et Guinée,675,5000,Auvergne,livres,,0,
514,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,44,Légumes truffes marinées,St Domingue,618,2206,Marseille,livres,,0,2181
515,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,44,Légumes truffes marinées,La Martinique,1203,401,Marseille,livres,,0,2181
516,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,44,Légumes truffes marinées,La Guadeloupe,360,120,Marseille,livres,,0,2181
517,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,44,Liège en bouchons,St Domingue,26959,17973,Marseille,livres,,0,49414
518,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,44,Liège en bouchons,La Martinique,17445,11630,Marseille,livres,,0,49414
519,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,44,Liège en bouchons,La Guadeloupe,4185,2790,Marseille,livres,,0,49414
520,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,44,Liège en bouchons,Cayenne et Guyanne,825,550,Marseille,livres,,0,49414
521,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,44,liège en planche,St Domingue,174,1450,Marseille,livres,,0,390
522,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,44,liège en planche,Cayenne et Guyanne,216,1800,Marseille,livres,,0,390
523,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,44,Lingerie en chemises,St Domingue,2038,433,Marseille,en nombre,,0,2820
524,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,44,Lingerie en chemises,La Martinique,372,84,Marseille,en nombre,,0,2820
525,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,44,Lingerie en chemises,La Guadeloupe,410,86,Marseille,en nombre,,0,2820
526,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,44,Lingerie en chemises,St Domingue,1360,340,Flandres,en nombre,,0,
527,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,44,Lingerie en linge de table,St Domingue,500,,Flandres,,Pas de quantité indiquée,0,1400
528,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,44,Lingerie en linge de table,Cayenne et Guyanne,900,,Flandres,,Pas de quantité indiquée,0,1400
529,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,44,Lingerie en serviettes,St Domingue,900,,Flandres,,Pas de quantité indiquée,0,
530,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,44,Liqueurs,St Domingue,49925,"86,6736111111",Marseille,muids,,0,69215
532,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,44,Liqueurs,La Martinique,16310,"28,3159722222",Marseille,muids,,0,69215
534,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,44,Liqueurs,La Guadeloupe,2080,"3,6111111111",Marseille,muids,,0,69215
536,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,44,Liqueurs,Cayenne et Guyanne,900,"1,5625",Marseille,muids,,0,69215
538,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,44,Liqueurs,Sénégal et Guinée,7360,"12,7777777778",Marseille,muids,,0,
540,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,44,Liqueurs,St Domingue,3432,"5,6875",Dauphiné,muids,,1,8564
542,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,44,Liqueurs,St Domingue,3432,156,Dauphiné,bouteilles,,2,8564
543,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,44,Liqueurs,La Martinique,3932,"6,8263888889",Dauphiné,muids,,0,8564
545,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,44,Liqueurs,La Guadeloupe,1200,"2,0833333333",Dauphiné,muids,,0,8564
547,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,44,Liqueurs,Sénégal et Guinée,2200,"3,8194444444",Dauphiné,muids,,0,
549,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,44,Ratafia,St Domingue,25477,"44,2291666667",Dauphiné,muids,,0,39993
551,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,44,Ratafia,La Martinique,10317,"17,9027777778",Dauphiné,muids,,0,39993
553,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,44,Ratafia,La Guadeloupe,2855,"4,9548611111",Dauphiné,muids,,0,39993
555,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,44,Ratafia,Cayenne et Guyanne,1344,"2,3333333333",Dauphiné,muids,,0,39993
557,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,44,Ratafia,Sénégal et Guinée,430,215,Dauphiné,pintes,,0,
558,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,44,Sirops fins,St Domingue,10622,"18,4409722222",Marseille,muids,,0,33754
560,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,44,Sirops fins,La Martinique,18000,"31,25",Marseille,muids,,0,33754
562,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,44,Sirops fins,La Guadeloupe,4132,"7,1736111111",Marseille,muids,,0,33754
564,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,44,Sirops fins,Cayenne et Guyanne,1000,"1,7361111111",Marseille,muids,,0,33754
566,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,44,Sirops fins,Sénégal et Guinée,800,"1,3923611111",Marseille,muids,,0,
568,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,44,Ratafia,St Domingue,4457,"7,7361111111",Marseille,muids,,0,4757
570,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,44,Ratafia,La Martinique,300,150,Marseille,pintes,,0,4757
571,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,45,Librairie,St Domingue,3600,,Marseille,,Pas de quantité indiquée,0,4599
572,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,45,Librairie,La Martinique,762,,Marseille,,Pas de quantité indiquée,0,4599
573,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,45,Librairie,La Guadeloupe,237,,Marseille,,Pas de quantité indiquée,0,4599
574,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,45,Librairie registres en blanc,St Domingue,412,352,Marseille,livres,,0,562
575,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,45,Librairie registres en blanc,La Guadeloupe,150,,Marseille,,Pas de quantité indiquée,0,562
576,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,45,Marchandises à la valeur,St Domingue,25647,,Marseille,,Pas de quantité indiquée,0,40965
577,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,45,Marchandises à la valeur,La Martinique,10585,,Marseille,,Pas de quantité indiquée,0,40965
578,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,45,Marchandises à la valeur,La Guadeloupe,3187,,Marseille,,Pas de quantité indiquée,0,40965
579,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,45,Marchandises à la valeur,Cayenne et Guyanne,1546,,Marseille,,Pas de quantité indiquée,0,40965
580,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,45,Marchandises à la valeur,Sénégal et Guinée,2023,,Marseille,,Pas de quantité indiquée,0,
581,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,45,Marbre ouvré,St Domingue,2890,,Marseille,,Pas de quantité indiquée,0,10246
582,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,45,Marbre ouvré,La Martinique,6912,,Marseille,,Pas de quantité indiquée,0,10246
583,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,45,Marbre ouvré,La Guadeloupe,444,,Marseille,,Pas de quantité indiquée,0,10246
584,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,45,Marbre mortiers,St Domingue,1105,737,Étranger,en nombre,,0,3170
585,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,45,Marbre mortiers,La Martinique,1699,733,Étranger,en nombre,,0,3170
586,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,45,Marbre mortiers,La Guadeloupe,366,231,Étranger,en nombre,,0,3170
587,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,45,Mercerie,St Domingue,110480,54642,Lyonnais,,,0,224702
588,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,45,Mercerie,La Martinique,83642,41164,Lyonnais,,,0,224702
589,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,45,Mercerie,La Guadeloupe,29220,14610,Lyonnais,,,0,224702
590,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,45,Mercerie,Cayenne et Guyanne,1360,,Lyonnais,,,0,224702
591,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,45,Mercerie,Sénégal et Guinée,1714,857,Lyonnais,,,0,
592,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,45,Mercerie,St Domingue,816,408,Étranger,,,0,3176
593,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,45,Mercerie,La Martinique,2210,1105,Étranger,,,0,3176
594,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,45,Mercerie,Cayenne et Guyanne,150,75,Étranger,,,0,3176
595,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,45,Mercerie en peignes d'ivoire,St Domingue,564,94,Marseille,,,0,
596,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,45,Meubles divers,St Domingue,38245,,Marseille,,,0,58148
597,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,45,Meubles divers,La Martinique,10103,,Marseille,,,0,58148
598,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,45,Meubles divers,La Guadeloupe,9800,,Marseille,,,0,58148
599,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,45,Meubles en chaises de paille,St Domingue,1287,858,Marseille,en nombre,,0,1989
600,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,45,Meubles en chaises de paille,La Martinique,162,108,Marseille,en nombre,,0,1989
601,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,45,Meubles en chaises de paille,La Guadeloupe,540,360,Marseille,en nombre,,0,1989
602,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,45,Meubles en chaises de paille,La Martinique,1100,,Languedoc,,,0,
603,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,45,Miel,St Domingue,282,655,Languedoc,livres,,0,
604,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,45,Mouchoirs de coton,St Domingue,81207,18046,Indes commerce français,en nombre,,0,137875
605,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,45,Mouchoirs de coton,La Martinique,25155,5590,Indes commerce français,en nombre,,0,137875
606,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,45,Mouchoirs de coton,La Guadeloupe,20646,4588,Indes commerce français,en nombre,,0,137875
607,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,45,Mouchoirs de coton,Cayenne et Guyanne,10867,2726,Indes commerce français,en nombre,,0,137875
608,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,45,Mouchoirs de coton,Sénégal et Guinée,4860,1080,Indes commerce français,en nombre,,0,
609,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,45,Mouchoirs de coton,St Domingue,99882,22196,Languedoc,en nombre,,0,180072
610,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,45,Mouchoirs de coton,La Martinique,80190,17820,Languedoc,en nombre,,0,180072
611,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,45,Mouchoirs de coton,Sénégal et Guinée,14634,3252,Languedoc,en nombre,,0,
612,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,45,Mouchoirs de coton,La Martinique,1800,160,Normandie,pièces,,0,
613,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,45,Mouchoirs imprimés,La Martinique,9000,600,Languedoc,livres,,0,
614,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,45,Mouchoirs de coton brin de soye,La Martinique,1782,324,Languedoc,en nombre,,0,
615,Cyril Mouton,ANOM Col F 2B 14 (tableau 20),Colonies/1789 - Marseille - Exports colonies.csv,Colonies,1789,Exports,Marseille,45,Mouchoirs de fil en coton,St Domingue,15120,5040,Anjou,en nombre,,0,
