numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,value,quantit,origine,quantity_unit,remarks,doubleaccounts
762,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,10,Fromage,St Domingue,375,150,Parmesan,livres,,0
763,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,10,Fromage,St Domingue,240398,480797,Hollande,livres,,0
764,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,10,Fromage,La Martinique,28540,57080,Hollande,livres,,0
765,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,10,Fromage,La Guadeloupe,23281,46562,Hollande,livres,,0
766,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,10,Fromage,Cayenne et Guyanne,2430,4860,Hollande,livres,,0
767,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,10,Fromage,Sénégal et Guinée,3500,7000,Hollande,livres,,0
768,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,10,fruits confits divers,St Domingue,992,,Bordeaux,,,0
769,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,10,fruits confits divers,La Martinique,1001,,Bordeaux,,,0
770,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,10,fruits confits divers,La Guadeloupe,274,,Bordeaux,,,0
771,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,10,fruits confits divers,Cayenne et Guyanne,96,,Bordeaux,,,0
772,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,10,Olives,St Domingue,4061,,Provence,,,0
773,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,10,Olives,La Martinique,600,,Provence,,,0
774,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,10,Olives,La Guadeloupe,384,,Provence,,,0
775,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,10,Olives,Sénégal et Guinée,72,,Provence,,,0
776,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,10,Fruits à l'eau de vie,St Domingue,21420,10715,Bordeaux,pots,,0
777,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,10,Fruits à l'eau de vie,La Martinique,3728,1864,Bordeaux,pots,,0
778,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,10,Fruits à l'eau de vie,La Guadeloupe,2206,1103,Bordeaux,pots,,0
779,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,10,Fruits à l'eau de vie,Cayenne et Guyanne,250,125,Bordeaux,pots,,0
780,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,10,Fruits à l'eau de vie,Sénégal et Guinée,90,45,Bordeaux,pots,,0
781,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,10,Fruits au vinaigre (câpres et cornichons),St Domingue,8725,,Bordeaux et Provence,,,0
782,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,10,Fruits au vinaigre (câpres et cornichons),La Martinique,1121,,Bordeaux et Provence,,,0
783,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,10,Fruits au vinaigre (câpres et cornichons),La Guadeloupe,770,,Bordeaux et Provence,,,0
784,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,10,Fruits au vinaigre (câpres et cornichons),Cayenne et Guyanne,132,,Bordeaux et Provence,,,0
785,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,10,Fruits au vinaigre (câpres et cornichons),Sénégal et Guinée,70,,Bordeaux et Provence,,,0
786,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,10,Fruits secs divers,St Domingue,196,,Bordeaux,,,0
787,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,10,Fruits secs divers,La Martinique,125,,Bordeaux,,,0
788,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,10,Fruits secs divers,La Guadeloupe,20,,Bordeaux,,,0
789,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,10,Prunes d'Ente,St Domingue,33409,151861,Bordeaux,livres,,0
790,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,10,Prunes d'Ente,La Martinique,6476,29440,Bordeaux,livres,,0
791,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,10,Prunes d'Ente,La Guadeloupe,6008,27310,Bordeaux,livres,,0
792,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,10,Prunes d'Ente,Cayenne et Guyanne,637,2899,Bordeaux,livres,,0
793,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,10,Prunes d'Ente,Sénégal et Guinée,617,2808,Bordeaux,livres,,0
794,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,10,Raisins,St Domingue,1213,4045,Marseille,livres,,0
795,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,10,Raisins,La Martinique,69,230,Marseille,livres,,0
796,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,10,Raisins,La Guadeloupe,36,110,Marseille,livres,,0
797,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,10,Futailles vides,St Domingue,70092,7788,Bordeaux,en nombre,,0
798,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,10,Futailles vides,La Martinique,5319,591,Bordeaux,en nombre,,0
799,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,10,Futailles vides,La Guadeloupe,2394,266,Bordeaux,en nombre,,0
800,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,10,Futailles vides,Sénégal et Guinée,7371,819,Bordeaux,en nombre,,0
801,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,10,Galon d'argent,St Domingue,1792,14,Paris,livres,,0
802,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,10,Galon d'argent,Cayenne et Guyanne,768,6,Paris,livres,,0
803,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,10,Galon d'or,St Domingue,1980,"10,3125",Paris,livres,,0
805,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,10,Galon d'or,La Martinique,100,10,Paris,aunes,,0
806,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,10,Galon d'or,Sénégal et Guinée,14208,74,Paris,livres,,0
807,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,10,Galon d'or faux,St Domingue,9216,48,Lyon,livres,,0
808,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,10,Galon d'or faux,Sénégal et Guinée,608,28,Paris,livres,,0
809,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,10,Gants de peau,St Domingue,16306,"1093,166667",Bordeaux,douzaines,,0
811,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,10,Gants de peau,La Martinique,5490,366,Bordeaux,douzaines,,0
812,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,10,Gants de peau,La Guadeloupe,8985,599,Bordeaux,douzaines,,0
813,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,10,Gants de peau,St Domingue,1200,80,Paris,douzaines,,0
814,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,10,Gants de peau,St Domingue,1890,126,Ruffec,douzaines,,0
815,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,10,Gants de peau,La Guadeloupe,1800,120,Ruffec,douzaines,,0
816,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,10,Gants de peau,St Domingue,1512,84,Gravel,douzaines,,0
817,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,10,Gants de peau,St Domingue,1368,156,Nîmes,douzaines,,0
818,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,10,Gants de peau,St Domingue,156,13,Laval,douzaines,,0
819,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,10,Gaze de fil,St Domingue,300,300,Paris,aunes,,0
820,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,10,Gaze de fil,St Domingue,600,600,Lille,aunes,,0
821,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,10,Gaze en mouchoirs,St Domingue,4212,45,Paris,douzaines,,0
822,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,10,Gaze en mouchoirs,La Martinique,384,4,Paris,douzaines,,0
823,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,10,Gaze en mouchoirs,La Guadeloupe,192,2,Paris,douzaines,,0
824,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,10,Gaze de soye,St Domingue,34560,432,Paris,livres,,0
825,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,10,Gaze de soye,La Guadeloupe,2910,"36,375",Paris,livres,,0
827,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,10,Gaze de soye,St Domingue,6240,78,Lyon,livres,,0
828,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,10,Gaze de soye,La Martinique,1985,12,Lyon,livres,,0
829,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,10,Gaze de soye,La Martinique,1985,300,Lyon,aunes,,0
830,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,10,Gaze de soye,Cayenne et Guyanne,1440,18,Lyon,livres,,0
831,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,10,Gaze de soye,Sénégal et Guinée,2000,25,Lyon,livres,,0
832,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,10,Glaces nues,St Domingue,884,14,Paris,en nombre,,0
833,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,10,Glaces nues,La Martinique,120,2,Paris,en nombre,,0
834,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,10,Glaces nues,Sénégal et Guinée,120,4,Paris,en nombre,,0
835,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,10,Glaces avec cadre doré,St Domingue,500,2,Paris,en nombre,,0
836,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,10,Glaces avec cadre doré,La Martinique,120,5,Paris,en nombre,,0
837,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,10,Glaces avec cadre doré,La Guadeloupe,60,1,Paris,en nombre,,0
838,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,10,Glaces avec cadre doré,Sénégal et Guinée,144,4,Paris,en nombre,,0
839,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,10,Glaces avec cadre doré,St Domingue,324,6,Bordeaux,en nombre,,0
840,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,11,Avoine,St Domingue,156,3120,Bordeaux,livres,,0
841,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,11,Avoine,La Martinique,120,2400,Bordeaux,livres,,0
842,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,11,Avoine,La Guadeloupe,320,6400,Bordeaux,livres,,0
843,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,11,Bled maïs,St Domingue,800,8960,Bordeaux,livres,,0
844,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,11,Bled maïs,La Guadeloupe,2900,32480,Bordeaux,livres,,0
845,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,11,Riz,St Domingue,2127,7090,Levant,livres,,0
846,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,11,Riz,La Martinique,2970,9900,Levant,livres,,0
847,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,11,Riz,La Guadeloupe,97,325,Levant,livres,,0
848,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,11,Riz,Sénégal et Guinée,10304,34346,Levant,livres,,0
849,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,11,Riz,St Domingue,12,40,Etats-Unis,livres,,0
850,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,11,Riz,Sénégal et Guinée,6000,20000,Etats-Unis,livres,,0
851,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,11,Graine de jardin,St Domingue,7116,3558,Bordeaux,livres,,0
852,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,11,Graine de jardin,La Martinique,448,224,Bordeaux,livres,,0
853,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,11,Graine de jardin,La Guadeloupe,282,141,Bordeaux,livres,,0
854,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,11,Graine de jardin,Sénégal et Guinée,200,100,Bordeaux,livres,,0
855,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,11,Graine de genièvre,St Domingue,336,560,Périgord,livres,,0
856,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,11,Graine de genièvre,Sénégal et Guinée,60,100,Périgord,livres,,0
857,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,11,Graine de lin,St Domingue,82,330,Bordeaux,livres,,0
858,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,11,Graine de lin,La Martinique,75,300,Bordeaux,livres,,0
859,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,11,Graisses,St Domingue,1989,2996,Bordeaux,livres,,0
860,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,11,Graisses,La Guadeloupe,24,40,Bordeaux,livres,,0
861,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,11,Graisses,Sénégal et Guinée,402,670,Bordeaux,livres,,0
862,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,11,Vieux ouin,St Domingue,6369,21230,Bordeaux,livres,,0
863,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,11,Vieux ouin,La Martinique,1692,5640,Bordeaux,livres,,0
864,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,11,Vieux ouin,La Guadeloupe,936,3120,Bordeaux,livres,,0
865,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,11,Vieux ouin,Cayenne et Guyanne,144,480,Bordeaux,livres,,0
866,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,11,Vieux ouin,Sénégal et Guinée,471,1570,Bordeaux,livres,,0
867,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,11,Gré en pavé,St Domingue,32375,"3237,5",Barsac,brassées,,0
868,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,11,Gré en pavé,La Martinique,460,46,Barsac,brassées,,0
869,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,11,Gré en pavé,La Guadeloupe,800,80,Barsac,brassées,,0
870,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,11,Hardes diverses,St Domingue,364563,,Bordeaux,,,0
871,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,11,Hardes diverses,La Martinique,20498,,Bordeaux,,,0
872,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,11,Hardes diverses,La Guadeloupe,13427,,Bordeaux,,,0
873,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,11,Hardes diverses,Cayenne et Guyanne,390,,Bordeaux,,,0
874,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,11,Hardes diverses,Sénégal et Guinée,8500,,Bordeaux,,,0
875,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,11,Horlogerie,St Domingue,1740,,Paris,,,0
876,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,11,Horlogerie,La Martinique,312,,Paris,,,0
877,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,11,Horlogerie,La Guadeloupe,320,,Paris,,,0
878,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,11,Horlogerie,Cayenne et Guyanne,680,,Paris,,,0
879,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,11,Huile de baleine,St Domingue,240,600,Hollande,livres,,0
880,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,11,Huile de grains,St Domingue,202,450,Bordeaux,livres,,0
881,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,11,Huile de grains,La Martinique,202,450,Bordeaux,livres,,0
882,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,11,Huile de morue,St Domingue,475,950,Terre neuve,livres,,0
883,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,11,Huile de poisson,St Domingue,392,980,Hollande,livres,,0
884,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,11,Huile de poisson,La Martinique,40,100,Hollande,livres,,0
885,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,11,Huile de lin,St Domingue,62832,125663,Hollande,livres,,0
886,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,11,Huile de lin,La Martinique,7655,15310,Hollande,livres,,0
887,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,11,Huile de lin,La Guadeloupe,6649,13298,Hollande,livres,,0
888,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,11,Huile de lin,Cayenne et Guyanne,250,500,Hollande,livres,,0
889,Cyril Mouton,ANOM Col F 2B 13 (tableau 19),Colonies/1788 - Bordeaux - Exports colonies.csv,Colonies,1788,Exports,Bordeaux,11,Huile de lin,Sénégal et Guinée,1040,2080,Hollande,livres,,0
